assay_id,src_id,assay_tax_id,assay_cell_type,relationship_type,curated_by,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_strain,assay_tissue
2235,1,,,H,Autocuration,13020,Ketanserin binding to 5-hydroxytryptamine 2 receptor at 10e-5 M,B,,,,,
2236,1,,,H,Autocuration,14532,Inhibitory activity against 5-hydroxytryptamine 2 receptor using [3H]-ketanserin as radioligand at 10e-5 M concentration,B,,,,,
2237,1,,,H,Autocuration,13944,Binding affinity against 5-hydroxytryptamine 2 receptor,B,,,,,
2238,1,,,H,Autocuration,14331,Binding affinity against 5-hydroxytryptamine 2 receptor,B,,,,,
2239,1,,,H,Autocuration,14118,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand,B,,,,,
2240,1,,,H,Autocuration,13033,Binding affinity against serotonergic 5-HT2 receptor,B,,,,,
2241,1,,,H,Autocuration,10321,Binding affinity for 5-hydroxytryptamine 2 receptor was determined by using [3H]ketanserin as radioligand,B,,,,,
2242,1,,,H,Autocuration,12918,Compound was evaluated for the binding affinity at 5- HT2 receptor,B,,,,,
2243,1,,,H,Autocuration,15120,Compound was tested for binding affinity using [3H]ketanserin against 5-hydroxytryptamine 2 receptor,B,,,,,
2244,1,,,H,Autocuration,2613,In vivo binding affinity was evaluated against 5-hydroxytryptamine 2 receptor,B,,,,,
2245,1,9606.0,,D,Autocuration,13378,Inhibitory activity against cloned human 5-HT2 receptor,B,,,Homo sapiens,,
2246,1,9606.0,CHO,D,Autocuration,2331,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells",B,,,Homo sapiens,,
2247,1,9606.0,CHO,D,Autocuration,2331,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells.",B,,,Homo sapiens,,
2248,1,9606.0,CHO,D,Autocuration,2331,"Tested in vitro for the inhibition of [3H]-ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells; Inactive",B,,,Homo sapiens,,
2249,1,9606.0,CHO,D,Autocuration,2331,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells; not tested",B,,,Homo sapiens,,
2250,1,,,H,Autocuration,4170,Binding affinity towards 5-hydroxytryptamine 2 receptor,B,,,,,
2251,1,,,H,Autocuration,15453,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,B,,,,,
2252,1,,,H,Autocuration,1479,Binding affinity towards 5-hydroxytryptamine 2 receptor,B,,,,,
2253,1,,,H,Autocuration,11139,Binding affinity towards 5-hydroxytryptamine 2- receptor using [3H]ketanserin as radioligand in competitive binding assay,B,,,,,
2254,1,,,H,Expert,13969,Binding affinity against 5-hydroxytryptamine 2A receptor was measured using [3H]ketanserin as radioligand,B,,,,,
2255,1,,,H,Expert,13392,Binding affinity towards 5-hydroxytryptamine 2A receptor,B,,,,,
2256,1,,,H,Expert,14430,Affinity towards 5-hydroxytryptamine 2A receptor in membranes from bovine frontal cortex using [3H]ketanserin,B,,,,,
2257,1,10141.0,,H,Autocuration,13181,Binding affinity was determined against 5-hydroxytryptamine 2A receptor,B,,,Cavia porcellus,,
2258,1,,,H,Autocuration,17200,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,B,,,,,
2259,1,,,H,Autocuration,17200,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,B,,,,,
2260,1,,,H,Autocuration,17200,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,B,,,,,
2261,1,,,H,Autocuration,13463,Binding affinity analysed on 5-HT 2A human clone using [3H]ketanserin as radioligand,B,,,,,
2262,1,,CHO,H,Autocuration,6347,Effective concentration against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand,B,,,,,
2263,1,9606.0,CHO,D,Expert,6857,Functional activity against human 5-hydroxytryptamine 2A receptor expressed in CHO cells using fluorometric imaging plate reader,F,,,Homo sapiens,,
2264,1,,,H,Autocuration,4176,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line,F,,,,,
2265,1,,,H,Autocuration,4176,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line; no data,F,,,,,
2266,1,,,H,Autocuration,4176,Functional antagonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line,F,,,,,
2267,1,,CHO,H,Autocuration,6347,"Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand, expressed as Emax",B,,,,,
2268,1,,CHO,H,Autocuration,6347,"Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells, expressed as Emax",B,,,,,
2269,1,,,H,Autocuration,15331,Affinity of compound towards human 5-hydroxytryptamine 2A receptor was evaluated using radioligand binding technique,B,,,,,
2270,1,9606.0,,D,Expert,16146,Inhibition of human 5-hydroxytryptamine 2A receptor,B,,,Homo sapiens,,
2271,1,,CHO,H,Autocuration,15250,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,B,,,,,
2272,1,,,H,Expert,13631,Inhibitory concentration against human 5-HT2A receptor in BEK cells,B,,,,,
2273,1,,,H,Autocuration,3805,In vitro binding affinity against human 5-hydroxytryptamine 2A receptor at a concentration of 100 (nM),B,,,,,
2274,1,,CHO,H,Autocuration,4011,Ability to displace [3H]ketanserin from CHO cells expressing human 5-hydroxytryptamine 2A receptor was determined,B,,,,,
2275,1,,CHO,H,Expert,4012,Displacement of [3H]ketanserin from CHO cells expressing human 5-hydroxytryptamine 2A receptor.,B,,,,,
2276,1,,L929,H,Expert,6366,Ability to displace [125I]R91150 from human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells,B,,,,,
2277,1,,CHO,H,Expert,15949,Ability to displace [3H]ketanserin binding to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,B,,,,,
2278,1,,,H,Autocuration,14093,Agonist activity at cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand,F,,,,,
2279,1,,,H,Autocuration,13481,Agonistic activity at cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,F,,,,,
2280,1,,CHO,H,Autocuration,6347,Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand,B,,,,,
2281,1,,CHO,H,Autocuration,6347,Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand; Nd means not done,B,,,,,
2282,1,,,H,Autocuration,14093,Antagonist activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]-Ketanserin radioligand,F,,,,,
2283,1,,,H,Autocuration,14093,Antagonist activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin radioligand; Not tested,F,,,,,
2284,1,,,H,Autocuration,13481,Antagonistic activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,F,,,,,
2285,1,,,H,Autocuration,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2A receptor using [125 I]DOI as radioligand,B,,,,,
2286,1,,,H,Autocuration,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,B,,,,,
2287,1,,,H,Autocuration,14755,Binding activity against cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as the radioligand.,B,,,,,
2288,1,,,H,Autocuration,16441,Binding affinity against 5-hydroxytryptamine 2A receptor in humans,B,,,,,
2289,1,,,H,Autocuration,14744,Binding affinity against the cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as the radioligand,B,,,,,
2290,1,,CHO,H,Expert,16659,Binding affinity for displacement of [3H]ketanserin to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,B,,,,,
2291,1,,,H,Autocuration,3307,Binding affinity of compound to human 5-hydroxytryptamine 2A receptor,B,,,,,
2292,1,9606.0,,D,Expert,6857,Affinity for human 5-hydroxytryptamine 2A receptor expressed in mammalian cell line,B,,,Homo sapiens,,
2293,1,,,H,Expert,5635,Binding affinity against 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand.,B,,,,,
2294,1,9606.0,,D,Expert,4234,Binding affinity to cloned human 5-hydroxytryptamine 2A receptor,B,,,Homo sapiens,,
2295,1,,,H,Autocuration,15527,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand.,B,,,,,
2296,1,,CHO,H,Expert,6588,Binding affinity towards human 5-hydroxytryptamine 2A receptor by the displacement of [3H]ketanserin radioligand from the cloned receptor expressed in CHO cells,B,,,,,
2297,1,,,H,Expert,13631,Binding affinity towards human 5-HT2A receptor in BEK cells,B,,,,,
2298,1,,,H,Autocuration,17723,Binding affinity towards human serotonin 5-hydroxytryptamine 2A receptor,B,,,,,
2299,1,,,H,Autocuration,14770,Binding affinity for recombinant human 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand.,B,,,,,
2300,1,9606.0,,D,Expert,16293,Binding affinity for human 5-hydroxytryptamine 2A receptor,B,,,Homo sapiens,,
2301,1,,,H,Autocuration,16209,Binding affinity towards human 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,B,,,,,
2302,1,,,H,Autocuration,12469,Binding affinity was measured on 5-hydroxytryptamine 2A receptor in GF6 cells transfected with human 5-HT2A gene labeled with [3H]ketanserin,B,,,,,
2303,1,,,H,Autocuration,15363,Compound was tested for the displacement of [125I]-DOI from clone human 5-hydroxytryptamine 2A receptor,B,,,,,
2304,1,,,H,Autocuration,15363,Compound was tested for the displacement of [125I]DOI from cloned human 5-hydroxytryptamine 2A receptor,B,,,,,
2305,1,,,H,Expert,16441,"Tested on genetically transfected COS7 cell membranes selectively expressing human 5-hydroxytryptamine 2A receptor, using [3H]ketanserin as radioligand",B,,,,,
2306,1,,,H,Autocuration,8,In vitro binding affinity towards 5-hydroxytryptamine 2A receptor in human using [3H]ketanserin as radioligand,B,,,,,
2307,1,,HEK293,H,Autocuration,4176,In vitro binding affinity towards human 5-hydroxytryptamine 2A receptor expressed in HEK293 cells was determined using [3H]ketanserin as radioligand,B,,,,,
2308,1,,,H,Autocuration,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 2A receptor,B,,,,,
2309,1,,,H,Autocuration,17200,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,B,,,,,
2310,1,9606.0,,D,Expert,17200,Inhibitory constant determined against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,B,,,Homo sapiens,,
2311,1,9606.0,CHO,D,Expert,4013,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor expressed in CHO cells,B,,,Homo sapiens,,
2312,1,,,H,Autocuration,5088,Tested for binding affinity towards 5-hydroxytryptamine 2A receptor,B,,,,,
2313,1,9606.0,,D,Expert,5088,Displacement of [3H]DOB from human 5-hydroxytryptamine 2A receptor,B,,,Homo sapiens,,
2314,1,,,H,Autocuration,5088,Tested for binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]DOB as labeled ligand; binding data not obtained,B,,,,,
2315,1,9606.0,,D,Expert,5088,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor,B,,,Homo sapiens,,
2316,1,,,H,Autocuration,5088,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand,B,,,,,
2317,1,,,H,Autocuration,5088,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,B,,,,,
2318,1,,,H,Autocuration,9786,Ability to displace 0.75 nM [3H]ketanserin in 5-hydroxytryptamine 2 receptor from rat frontal cortex homogenate,B,,,,,
2319,1,10116.0,,D,Autocuration,9205,Ability to inhibit [3H]spiperone binding to 5-hydroxytryptamine 2 receptor determined in rat,B,,,Rattus norvegicus,,
2320,1,,,H,Autocuration,11257,Affinity on 5-hydroxytryptamine 2 receptor labeled by [125I]DOI,B,,,,,
2321,1,,,H,Autocuration,9362,Affinity towards [3H]- DOB -labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates,B,,,,,
2322,1,,,H,Autocuration,9362,Affinity towards [3H]- ketanserin-labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates,B,,,,,
2323,1,,,H,Autocuration,10590,Inhibition of 5-hydroxytryptamine 2 induced vasoconstriction of rat caudal artery.,B,,,,,
2324,1,,,H,Autocuration,10468,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,B,,,,,
2325,1,,,H,Autocuration,13050,Binding affinity against 5-hydroxytryptamine 2 receptor from rat frontal cortex using [125]-(R)-DOI as radioligand,B,,,,,
2326,1,,,H,Autocuration,11624,Binding affinity against 5-hydroxytryptamine 2 receptor in rat using [3H]ketanserin as radioligand,B,,,,,
2327,1,,,H,Autocuration,10468,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,B,,,,,
2328,1,,,H,Autocuration,10330,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand,B,,,,,
2329,1,,,H,Autocuration,10062,Binding affinity at rat 5-hydroxytryptamine 2 receptor by [3H]ketanserin displacement.,B,,,,,
2330,1,,,H,Autocuration,11642,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,B,,,,,
2331,1,,,H,Autocuration,10062,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,B,,,,,
2332,1,,,H,Autocuration,13427,Binding affinity of [3H]ketanserin towards 5-hydroxytryptamine 2 receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,B,In vitro,,,,
2333,1,10116.0,,D,Autocuration,12280,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor,B,,,Rattus norvegicus,,
2334,1,10116.0,,D,Autocuration,4101,Binding affinity for 5-hydroxytryptamine 2 receptor from striata of male Wistar rats by displacement of [3H]ketanserin,B,,,Rattus norvegicus,,
2335,1,,,H,Autocuration,10062,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 2 receptor,B,,,,,
2336,1,,,H,Autocuration,11147,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]DOB as,B,,,,,
2337,1,10116.0,CHO-K1,D,Autocuration,2395,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,B,,,Rattus norvegicus,,
2338,1,10116.0,CHO-K1,D,Autocuration,2395,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,B,,,Rattus norvegicus,,
2339,1,10116.0,,D,Autocuration,9098,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand,B,,,Rattus norvegicus,,
2340,1,,,H,Autocuration,9098,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand.,B,,,,,
2341,1,10116.0,,D,Autocuration,9098,Binding affinity to 5-hydroxytryptamine 2 receptor of rat cortical membranes using [3H]- DOB; ND means no data.,B,,,Rattus norvegicus,,
2342,1,,,H,Autocuration,9443,Binding affinity towards 5-hydroxytryptamine 2 receptor,B,,,,,
2343,1,,,H,Autocuration,9443,Binding affinity towards 5-hydroxytryptamine 2 receptor at 1.0 uM concentration,B,,,,,
2344,1,,,H,Autocuration,9699,"Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- 1-(4-bromo-2,5-dimethoxy-phenyl)-2-aminopropane (D) as radioligand in rat frontal cortex",B,,,,,
2345,1,,,H,Autocuration,9699,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- ketanserin as radioligand in rat frontal cortex,B,,,,,
2346,1,,,H,Autocuration,9098,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,B,,,,,
2347,1,10116.0,,D,Autocuration,3070,Affinity for 5-hydroxytryptamine 2 receptor,B,,,Rattus norvegicus,,
2348,1,,,H,Autocuration,9547,Binding affinity towards serotonin 5-hydroxytryptamine 2 receptor of rat determined using 0.5 nM of [3H]ketanserin in binding assay,B,,,,,
2349,1,,,H,Autocuration,10444,Binding affinity was determined against 5-hydroxytryptamine 2 receptor from male Sprague-Dawley rat brain.,B,,,,,
2350,1,,,H,Autocuration,14617,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor from rat tissue homogenate,B,,,,,
2351,1,,,H,Autocuration,14617,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor rat tissue homogenate,B,,,,,
2352,1,,,H,Autocuration,11130,Binding constant against 5-hydroxytryptamine 2 receptor (in vitro),B,,,,,
2353,1,,,H,Autocuration,11130,Binding constant against 5-hydroxytryptamine 2 receptor (in vivo),B,In vivo,,,,
2354,1,,,H,Autocuration,14542,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin in rat brain,B,,,,,Brain
2355,1,,,H,Autocuration,2797,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2 receptor from rat,B,,,,,
2356,1,,,H,Autocuration,11332,Compound was evaluated for in vitro binding affinity towards 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- spiperone as radioligand,B,,,,,
2357,1,,,H,Autocuration,11332,Compound was evaluated for in vitro binding affinity towards serotonin 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- spiperone as radioligand,B,,,,,
2358,1,,,H,Autocuration,10752,Compound was evaluated for its ability to displace 0.25 nM [125I](R)-DOI from binding sites in rat frontal cortex.,B,,,,,Frontal cortex
2359,1,,,H,Autocuration,1185,Ability to displace [3H]ketanserin from serotonergic 5-hydroxytryptamine 2 receptor,B,,,,,
2360,1,,,H,Autocuration,1185,Compound was evaluated for its ability to displace [3H]ketanserin from serotonergic 5-hydroxytryptamine 2 receptor,B,,,,,
2361,1,10116.0,,D,Autocuration,11624,Binding affinity against 5-Hydroxy tryptamine 2 (5-hydroxytryptamine 2)receptor,B,,,Rattus norvegicus,,
2362,1,,,H,Autocuration,1344,Compound was evaluated for its binding affinity to 5-hydroxytryptamine 2 receptor in rat cortex using [3H]ketanserin radioligand assay,B,,,,,
2363,1,10116.0,,D,Autocuration,15453,Binding affinity against 5-hydroxytryptamine 2 receptor in rat striatum using [3H]-RP62203,B,,,Rattus norvegicus,,Striatum
2364,1,,,H,Autocuration,11662,"Binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",B,,,,,
2365,1,,,H,Autocuration,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",B,,,,,
2366,1,,,H,Autocuration,10796,Compound was tested in vitro for binding affinity for 5-hydroxytryptamine 2 receptor,B,,,,,
2367,1,,,H,Autocuration,9069,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,B,,,,,
2368,1,10116.0,,D,Autocuration,8814,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat cortical membrane homogenates,B,,,Rattus norvegicus,,
2369,1,10116.0,,D,Autocuration,8908,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat cortex,B,,,Rattus norvegicus,,
2370,1,,,H,Autocuration,9098,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand; ND means no data.,B,,,,,
2371,1,,,H,Autocuration,9098,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 (5-HT2) receptor using [3H]KET as a radioligand,B,,,,,
2372,1,,,H,Autocuration,9098,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand; ND means no data.,B,,,,,
2373,1,,,H,Autocuration,9098,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand.,B,,,,,
2374,1,,,H,Autocuration,9098,Binding affinity to 5-hydroxytryptamine 2 receptor in rat frontal cortical membranes by [3H]- KET displacement.,B,,,,,
2375,1,,,H,Autocuration,9098,Evaluated for the binding affinity to rat frontal cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand.;ND is not determined,B,,,,,
2376,1,,,H,Autocuration,9098,Evaluated for the binding affinity to rat frontal cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand;ND means no data,B,,,,,
2377,1,,,H,Autocuration,9161,In vitro binding affinity at 5-hydroxytryptamine 2 receptor in rat cortical tissue by [3H]spiperone displacement; No data.,B,,,,,
2378,1,,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 165 to 263,B,,,,,
2379,1,,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 2.4 to 5.3,B,,,,,
2380,1,,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]-Spiperone as the radioligand in rat cortical tissue.,B,,,,,
2381,1,,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue.; value may range from 140 to 980,B,,,,,
2382,1,,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue.; value may range from 76 to 299,B,,,,,
2383,1,,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]-Spiperone as the radioligand in rat cortical tissue; value may range from 12 to 66,B,,,,,
2384,1,,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 136 to 220,B,,,,,
2385,1,,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 197 to 341,B,,,,,
2386,1,,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 23 to 187,B,,,,,
2387,1,,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 29 to 132,B,,,,,
2388,1,,,H,Autocuration,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 6 to 75,B,,,,,
2389,1,,,H,Autocuration,12094,In vitro binding affinity on 5-hydroxytryptamine 2 receptor is inhibition of binding of [125I]- I-LSD to P11 cells,B,,,,,
2390,1,,,H,Autocuration,12018,In vitro binding affinity towards 5-hydroxytryptamine 2 receptor in rat striatal membranes by [3H]ketanserin displacement.,B,,,,,
2391,1,,,H,Autocuration,10394,Inhibitory activity against 5-hydroxytryptamine 2 receptor in rat cortical membranes using [3H]ketanserin as a radioligand,B,,,,,
2392,1,,,H,Autocuration,15260,Inhibitory activity against rat cortical 5-hydroxytryptamine 2 receptor,B,,,,,
2393,1,10116.0,,D,Autocuration,11624,Inhibitory constant against 5-hydroxytryptamine 2 receptor,B,,,Rattus norvegicus,,
2394,1,,,H,Autocuration,13654,Percentage specific displacement of radioligand [3H]-ketanserin from 5-hydroxytryptamine 2 receptor,B,,,,,
2395,1,,,H,Autocuration,9541,Potency to displace [3H]- Spiperone from 5-hydroxytryptamine 2 receptor in rat striatum,B,,,,,
2396,1,,,H,Autocuration,11933,Tested for binding affinity against 5-hydroxytryptamine 2 receptor from rat frontal cortical regions using [3H]ketanserin as radioligand,B,,,,,
2397,1,,,H,Autocuration,15538,Tested for binding affinity by measuring displacement of [3H]ketanserin from rat serotonin 5-hydroxytryptamine 2 receptor in rat cortex,B,,,,,
2398,1,,,H,Autocuration,15538,Tested for binding affinity by measuring displacement of [3H]ketanserin from rat serotonin 5-hydroxytryptamine 2 receptor in rat cortex; NA means Not Active,B,,,,,
2399,1,,,H,Autocuration,15538,Tested for binding affinity by measuring displacement of [3H]ketanserin from rat serotonin 5-hydroxytryptamine 2 receptor in rat cortex; not determined,B,,,,,
2400,1,,,D,Autocuration,8841,Displacement of [3H]ketanserin from rat prefrontal cortex 5-hydroxytryptamine 2 receptor,B,,,,,
2401,1,,,H,Autocuration,1455,Binding affinity to 5-hydroxytryptamine 2 receptor using [3H]ketanserin radioligand assay.,B,,,,,
2402,1,,,H,Autocuration,1455,Tested for its binding affinity to Tested for its binding affinity to 5-hydroxytryptamine 2 receptor using [3H]-ketanserin radioligand assay using [3H]-ketanserin radioligand assay,B,,,,,
2403,1,,,H,Autocuration,11752,The ability to inhibit [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in rat whole brain,B,,,,,
2404,1,,,H,Autocuration,11642,The binding affinity was measured on 5-hydroxytryptamine 2 receptor in rat brain tissue,B,,,,,Brain
2405,1,,,H,Autocuration,12092,The binding affinity was measured on 5-hydroxytryptamine 2 receptor using [3H]- spiperone as radioligand.,B,,,,,
2406,1,,,H,Autocuration,3967,Binding affinity at 5-hydroxytryptamine 2 receptor from striata wistar rats by [3H]ketanserin displacement.,B,,,,,
2407,1,10116.0,,D,Autocuration,12771,Binding affinity towards 5-hydroxytryptamine 2 receptor,B,,,Rattus norvegicus,,
2408,1,,,H,Autocuration,11642,The compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor by displacing [3H]ketanserin radioligand in rat cerebral cortex,B,,,,,
2409,1,,,H,Autocuration,11628,The compound was tested in vitro for binding affinity towards 5-hydroxytryptamine 2 receptor by displacing [125]I-LSD radioligand,B,,,,,
2410,1,,,H,Autocuration,13654,Percentage specific displacement of radioligand [3H]ketanserin from 5-hydroxytryptamine 2 receptor,B,,,,,
2411,1,,,H,Autocuration,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,F,,,,,
2412,1,,,H,Autocuration,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,F,,,,,
2413,1,,,H,Autocuration,11200,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 1 hr after oral administration",F,In vivo,,,,
2414,1,,,H,Autocuration,11200,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 3h after oral administration",F,In vivo,,,,
2415,1,,,H,Autocuration,11200,"In vivo inhibitory activity of 3 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 1 hr after oral administration",F,In vivo,,,,
2416,1,,,H,Autocuration,11200,"In vivo inhibitory activity of 3 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 3h after oral administration",F,In vivo,,,,
2417,1,,,H,Expert,15436,Affinity for 5-hydroxytryptamine 2A receptor in rat brain cortex by ability to displace [3H]ketanserin,B,,,,,Brain
2418,1,10116.0,,D,Expert,15436,Affinity at 5-hydroxytryptamine 2A receptor of the rat brain cortex was assessed on the basis of their ability to displace [3H]ketanserin,B,,,Rattus norvegicus,,
