amount,inventory_id,rental_id,rental_date,rstaff_id,payment_date,return_date,customer_id,pstaff_id,payment_id
4.99,3972,13660,2005-08-20 08:05:56,1,2005-08-20 08:05:56,2005-08-22 13:22:56,72,2,1966
0.99,2257,14020,2005-08-20 20:59:43,2,2005-08-20 20:59:43,2005-08-23 17:11:43,72,1,1967
0.99,1379,15110,2005-08-22 12:16:46,1,2005-08-22 12:16:46,2005-08-26 13:36:46,72,2,1968
2.99,3102,15146,2005-08-22 13:57:55,2,2005-08-22 13:57:55,2005-08-28 12:57:55,72,2,1969
2.99,2168,70,2005-05-25 10:15:23,2,2005-05-25 10:15:23,2005-05-27 05:56:23,73,1,1970
4.99,4271,1133,2005-05-31 19:12:21,1,2005-05-31 19:12:21,2005-06-02 20:12:21,73,2,1971
0.99,360,1669,2005-06-16 10:20:20,1,2005-06-16 10:20:20,2005-06-18 04:26:20,73,1,1972
4.99,2504,2940,2005-06-20 05:20:01,2,2005-06-20 05:20:01,2005-06-28 06:11:01,73,2,1973
2.99,860,4327,2005-07-07 18:01:39,1,2005-07-07 18:01:39,2005-07-12 22:40:39,73,2,1974
4.99,20,4789,2005-07-08 16:22:01,2,2005-07-08 16:22:01,2005-07-15 18:29:01,73,1,1975
4.99,3445,5021,2005-07-09 02:09:41,1,2005-07-09 02:09:41,2005-07-13 05:47:41,73,2,1976
9.99,3562,6514,2005-07-12 03:47:44,1,2005-07-12 03:47:44,2005-07-20 00:11:44,73,1,1977
2.99,2858,6645,2005-07-12 10:39:55,1,2005-07-12 10:39:55,2005-07-17 07:41:55,73,1,1978
4.99,2152,7590,2005-07-27 23:24:24,2,2005-07-27 23:24:24,2005-07-28 19:53:24,73,1,1979
4.99,1760,7683,2005-07-28 03:11:29,1,2005-07-28 03:11:29,2005-08-04 00:14:29,73,1,1980
4.99,270,8377,2005-07-29 05:27:40,2,2005-07-29 05:27:40,2005-07-30 02:52:40,73,1,1981
2.99,2111,9212,2005-07-30 13:03:13,1,2005-07-30 13:03:13,2005-08-06 09:48:13,73,1,1982
2.99,2524,9776,2005-07-31 10:01:03,2,2005-07-31 10:01:03,2005-08-03 07:20:03,73,1,1983
4.99,4073,10434,2005-08-01 08:47:00,1,2005-08-01 08:47:00,2005-08-06 08:34:00,73,2,1984
4.99,3112,11102,2005-08-02 08:08:30,1,2005-08-02 08:08:30,2005-08-04 09:16:30,73,1,1985
0.99,2001,11155,2005-08-02 09:55:28,2,2005-08-02 09:55:28,2005-08-03 06:00:28,73,2,1986
4.99,1871,11349,2005-08-02 17:21:49,1,2005-08-02 17:21:49,2005-08-06 18:40:49,73,2,1987
3.99,351,11609,2005-08-17 03:41:11,2,2005-08-17 03:41:11,2005-08-25 01:30:11,73,2,1988
4.99,4270,12291,2005-08-18 05:08:37,1,2005-08-18 05:08:37,2005-08-23 09:01:37,73,2,1989
4.99,2248,13886,2005-08-20 15:34:43,2,2005-08-20 15:34:43,2005-08-26 11:48:43,73,1,1990
0.99,1302,15667,2005-08-23 09:02:03,1,2005-08-23 09:02:03,2005-08-24 05:47:03,73,1,1991
2.99,2770,16002,2005-08-23 20:47:12,1,2005-08-23 20:47:12,2005-08-27 23:07:12,73,2,1992
2.99,3630,13108,2006-02-14 15:16:03,1,2006-02-14 15:16:03,,73,2,1993
6.99,1691,1121,2005-05-31 16:37:36,1,2005-05-31 16:37:36,2005-06-06 21:02:36,74,2,1994
1.99,2291,2498,2005-06-18 22:56:26,1,2005-06-18 22:56:26,2005-06-22 20:02:26,74,1,1995
0.99,53,2517,2005-06-19 00:11:26,1,2005-06-19 00:11:26,2005-06-25 02:19:26,74,2,1996
1.99,4363,3020,2005-06-20 11:12:04,2,2005-06-20 11:12:04,2005-06-27 07:31:04,74,1,1997
7.99,2381,3445,2005-06-21 20:40:28,2,2005-06-21 20:40:28,2005-06-29 00:47:28,74,2,1998
3.99,1814,3819,2005-07-06 15:35:06,1,2005-07-06 15:35:06,2005-07-14 19:08:06,74,2,1999
2.99,2701,5530,2005-07-10 02:13:49,2,2005-07-10 02:13:49,2005-07-18 08:01:49,74,1,2000
2.99,1308,5603,2005-07-10 05:04:54,2,2005-07-10 05:04:54,2005-07-12 01:54:54,74,2,2001
4.99,2910,5917,2005-07-10 21:30:22,2,2005-07-10 21:30:22,2005-07-12 18:54:22,74,2,2002
7.99,4449,6241,2005-07-11 14:40:48,1,2005-07-11 14:40:48,2005-07-18 09:51:48,74,1,2003
2.99,2035,6475,2005-07-12 01:36:57,1,2005-07-12 01:36:57,2005-07-17 21:22:57,74,1,2004
6.99,1162,7304,2005-07-27 12:56:56,2,2005-07-27 12:56:56,2005-08-05 09:19:56,74,1,2005
5.99,2234,8796,2005-07-29 21:09:11,1,2005-07-29 21:09:11,2005-08-04 22:55:11,74,2,2006
4.99,395,9112,2005-07-30 09:06:31,2,2005-07-30 09:06:31,2005-08-04 05:12:31,74,2,2007
3.99,163,10051,2005-07-31 19:14:20,1,2005-07-31 19:14:20,2005-08-05 19:45:20,74,2,2008
0.99,3801,10624,2005-08-01 15:27:05,1,2005-08-01 15:27:05,2005-08-05 19:50:05,74,1,2009
3.99,939,12374,2005-08-18 08:07:45,2,2005-08-18 08:07:45,2005-08-26 10:42:45,74,2,2010
3.99,4516,12477,2005-08-18 12:25:01,2,2005-08-18 12:25:01,2005-08-25 17:25:01,74,2,2011
0.99,1861,13335,2005-08-19 20:03:18,2,2005-08-19 20:03:18,2005-08-24 20:09:18,74,2,2012
0.99,3326,13520,2005-08-20 02:41:46,1,2005-08-20 02:41:46,2005-08-22 01:53:46,74,2,2013
1.99,176,13583,2005-08-20 05:29:45,1,2005-08-20 05:29:45,2005-08-26 06:49:45,74,1,2014
5.99,3332,13747,2005-08-20 10:56:06,1,2005-08-20 10:56:06,2005-08-29 10:29:06,74,2,2015
4.99,3731,15286,2005-08-22 19:17:56,2,2005-08-22 19:17:56,2005-08-29 16:08:56,74,1,2016
4.99,3549,15325,2005-08-22 20:27:38,1,2005-08-22 20:27:38,2005-08-23 15:24:38,74,2,2017
0.99,886,15500,2005-08-23 02:39:37,1,2005-08-23 02:39:37,2005-08-27 06:42:37,74,2,2018
4.99,266,15739,2005-08-23 11:56:22,2,2005-08-23 11:56:22,2005-08-29 16:10:22,74,2,2019
0.99,4364,16046,2005-08-23 22:26:47,2,2005-08-23 22:26:47,2005-08-27 18:02:47,74,1,2020
4.99,2752,180,2005-05-26 04:46:23,1,2005-05-26 04:46:23,2005-06-01 09:58:23,75,1,2021
0.99,1714,268,2005-05-26 16:19:08,1,2005-05-26 16:19:08,2005-05-27 14:35:08,75,2,2022
4.99,2199,1920,2005-06-17 06:00:23,1,2005-06-17 06:00:23,2005-06-24 04:49:23,75,1,2023
7.99,3149,2161,2005-06-17 23:39:50,2,2005-06-17 23:39:50,2005-06-26 23:28:50,75,1,2024
4.99,350,2738,2005-06-19 15:56:30,2,2005-06-19 15:56:30,2005-06-20 16:14:30,75,2,2025
6.99,591,3062,2005-06-20 13:50:00,1,2005-06-20 13:50:00,2005-06-27 08:18:00,75,2,2026
4.99,467,3210,2005-06-21 01:00:25,2,2005-06-21 01:00:25,2005-06-23 06:10:25,75,1,2027
0.99,1914,3711,2005-07-06 10:46:15,2,2005-07-06 10:46:15,2005-07-07 09:25:15,75,1,2028
2.99,559,4179,2005-07-07 10:17:15,2,2005-07-07 10:17:15,2005-07-10 05:12:15,75,2,2029
0.99,4438,4511,2005-07-08 02:36:21,1,2005-07-08 02:36:21,2005-07-15 06:01:21,75,2,2030
5.99,2459,4639,2005-07-08 08:57:21,2,2005-07-08 08:57:21,2005-07-14 11:22:21,75,1,2031
2.99,3143,5260,2005-07-09 14:05:45,2,2005-07-09 14:05:45,2005-07-14 08:41:45,75,2,2032
0.99,881,6052,2005-07-11 03:51:27,2,2005-07-11 03:51:27,2005-07-16 02:55:27,75,2,2033
3.99,2129,6092,2005-07-11 05:51:31,1,2005-07-11 05:51:31,2005-07-17 03:42:31,75,1,2034
0.99,4008,6486,2005-07-12 02:09:36,2,2005-07-12 02:09:36,2005-07-14 03:04:36,75,1,2035
0.99,3410,6530,2005-07-12 04:33:19,1,2005-07-12 04:33:19,2005-07-15 08:26:19,75,2,2036
2.99,2182,6852,2005-07-12 19:33:49,2,2005-07-12 19:33:49,2005-07-13 20:01:49,75,2,2037
2.99,3798,7052,2005-07-27 03:36:38,1,2005-07-27 03:36:38,2005-08-03 21:51:38,75,1,2038
4.99,3248,7454,2005-07-27 18:27:26,1,2005-07-27 18:27:26,2005-07-30 23:50:26,75,1,2039
0.99,3962,7843,2005-07-28 09:10:22,2,2005-07-28 09:10:22,2005-08-01 11:27:22,75,1,2040
2.99,1396,7897,2005-07-28 11:01:51,1,2005-07-28 11:01:51,2005-07-31 13:13:51,75,2,2041
1.99,3802,8202,2005-07-28 23:11:45,2,2005-07-28 23:11:45,2005-08-03 21:57:45,75,2,2042
6.99,951,8823,2005-07-29 22:22:12,1,2005-07-29 22:22:12,2005-08-07 21:03:12,75,1,2043
5.99,2035,9168,2005-07-30 11:31:17,2,2005-07-30 11:31:17,2005-08-08 16:56:17,75,2,2044
4.99,44,9442,2005-07-30 21:44:31,1,2005-07-30 21:44:31,2005-08-04 01:29:31,75,2,2045
4.99,4398,9501,2005-07-30 23:59:21,2,2005-07-30 23:59:21,2005-08-05 19:50:21,75,2,2046
9.99,836,9783,2005-07-31 10:15:46,2,2005-07-31 10:15:46,2005-08-09 13:22:46,75,1,2047
5.99,1190,10653,2005-08-01 16:28:07,2,2005-08-01 16:28:07,2005-08-07 21:22:07,75,2,2048
3.99,749,10726,2005-08-01 19:14:53,2,2005-08-01 19:14:53,2005-08-08 23:56:53,75,1,2049
4.99,104,10871,2005-08-02 00:27:24,1,2005-08-02 00:27:24,2005-08-05 06:25:24,75,1,2050
0.99,4326,11330,2005-08-02 16:45:33,2,2005-08-02 16:45:33,2005-08-04 15:15:33,75,1,2051
2.99,1386,12002,2005-08-17 18:56:02,1,2005-08-17 18:56:02,2005-08-20 17:36:02,75,1,2052
0.99,1948,12239,2005-08-18 03:26:42,1,2005-08-18 03:26:42,2005-08-24 23:48:42,75,2,2053
1.99,2484,12336,2005-08-18 06:59:41,1,2005-08-18 06:59:41,2005-08-23 01:36:41,75,1,2054
5.99,1578,12412,2005-08-18 09:49:52,2,2005-08-18 09:49:52,2005-08-23 12:32:52,75,1,2055
4.99,799,12426,2005-08-18 10:24:11,2,2005-08-18 10:24:11,2005-08-22 15:34:11,75,1,2056
0.99,1412,12662,2005-08-18 19:10:41,1,2005-08-18 19:10:41,2005-08-23 16:59:41,75,1,2057
5.99,2086,15928,2005-08-23 18:23:24,2,2005-08-23 18:23:24,2005-09-01 23:43:24,75,2,2058
8.97,2476,13534,2006-02-14 15:16:03,1,2006-02-14 15:16:03,,75,2,2059
0.0,4202,14488,2006-02-14 15:16:03,2,2006-02-14 15:16:03,,75,1,2060
0.0,3688,15191,2006-02-14 15:16:03,1,2006-02-14 15:16:03,,75,2,2061
1.99,3883,574,2005-05-28 10:44:28,1,2005-05-28 10:44:28,2005-06-04 11:42:28,76,2,2062
0.99,4327,926,2005-05-30 12:15:54,2,2005-05-30 12:15:54,2005-06-01 08:53:54,76,1,2063
0.99,3791,1487,2005-06-15 21:27:42,2,2005-06-15 21:27:42,2005-06-22 03:09:42,76,2,2064
6.99,301,1791,2005-06-16 20:04:28,1,2005-06-16 20:04:28,2005-06-23 22:30:28,76,1,2065
0.99,2108,2111,2005-06-17 19:47:21,2,2005-06-17 19:47:21,2005-06-19 22:46:21,76,2,2066
1.99,2895,2397,2005-06-18 15:51:25,1,2005-06-18 15:51:25,2005-06-24 15:52:25,76,2,2067
0.99,4316,2894,2005-06-20 02:22:42,1,2005-06-20 02:22:42,2005-06-22 00:38:42,76,1,2068
0.99,1215,3416,2005-06-21 17:05:29,2,2005-06-21 17:05:29,2005-06-23 17:58:29,76,2,2069
4.99,1930,4099,2005-07-07 06:20:33,1,2005-07-07 06:20:33,2005-07-16 08:39:33,76,2,2070
0.99,1084,5571,2005-07-10 03:48:20,2,2005-07-10 03:48:20,2005-07-11 02:09:20,76,2,2071
0.99,1973,6789,2005-07-12 16:34:40,2,2005-07-12 16:34:40,2005-07-14 17:02:40,76,2,2072
6.99,2388,8253,2005-07-29 00:57:06,1,2005-07-29 00:57:06,2005-08-07 01:46:06,76,2,2073
2.99,892,8357,2005-07-29 04:59:44,1,2005-07-29 04:59:44,2005-08-01 04:26:44,76,2,2074
3.99,2164,8405,2005-07-29 06:28:19,2,2005-07-29 06:28:19,2005-08-07 08:14:19,76,2,2075
0.99,285,8935,2005-07-30 02:38:45,2,2005-07-30 02:38:45,2005-08-02 07:11:45,76,1,2076
2.99,2483,9312,2005-07-30 16:59:17,2,2005-07-30 16:59:17,2005-08-03 17:24:17,76,2,2077
0.99,1275,10082,2005-07-31 20:09:32,2,2005-07-31 20:09:32,2005-08-01 15:41:32,76,2,2078
4.99,2748,10795,2005-08-01 21:56:37,1,2005-08-01 21:56:37,2005-08-03 01:36:37,76,2,2079
7.99,1207,11172,2005-08-02 10:27:52,1,2005-08-02 10:27:52,2005-08-11 12:47:52,76,2,2080
3.99,291,13697,2005-08-20 09:21:08,1,2005-08-20 09:21:08,2005-08-29 12:33:08,76,2,2081
2.99,1846,14637,2005-08-21 19:01:00,2,2005-08-21 19:01:00,2005-08-26 23:03:00,76,1,2082
4.99,794,15169,2005-08-22 15:21:56,1,2005-08-22 15:21:56,2005-08-28 09:40:56,76,2,2083
10.99,4344,15566,2005-08-23 05:17:23,2,2005-08-23 05:17:23,2005-09-01 08:09:23,76,1,2084
2.99,3024,319,2005-05-26 23:52:13,1,2005-05-26 23:52:13,2005-05-30 18:55:13,77,2,2085
1.99,2514,419,2005-05-27 15:15:11,1,2005-05-27 15:15:11,2005-06-02 11:53:11,77,1,2086
2.99,928,561,2005-05-28 08:54:06,1,2005-05-28 08:54:06,2005-06-05 05:54:06,77,2,2087
0.99,898,586,2005-05-28 12:03:00,1,2005-05-28 12:03:00,2005-05-29 13:16:00,77,1,2088
5.99,3250,760,2005-05-29 11:07:25,1,2005-05-29 11:07:25,2005-06-02 14:16:25,77,1,2089
4.99,144,1710,2005-06-16 14:11:24,1,2005-06-16 14:11:24,2005-06-22 15:26:24,77,1,2090
3.99,2793,2354,2005-06-18 12:54:18,2,2005-06-18 12:54:18,2005-06-26 07:23:18,77,1,2091
8.99,4318,2452,2005-06-18 19:29:21,1,2005-06-18 19:29:21,2005-06-26 22:27:21,77,2,2092
2.99,2976,3151,2005-06-20 20:36:53,1,2005-06-20 20:36:53,2005-06-25 18:56:53,77,1,2093
0.99,2732,3238,2005-06-21 02:48:21,1,2005-06-21 02:48:21,2005-06-23 04:43:21,77,2,2094
0.99,4363,4928,2005-07-08 22:05:41,2,2005-07-08 22:05:41,2005-07-09 23:09:41,77,2,2095
0.99,284,6168,2005-07-11 10:21:38,2,2005-07-11 10:21:38,2005-07-14 09:55:38,77,2,2096
2.99,3057,6390,2005-07-11 22:19:23,2,2005-07-11 22:19:23,2005-07-15 20:10:23,77,2,2097
3.99,1412,7406,2005-07-27 16:25:45,1,2005-07-27 16:25:45,2005-08-05 20:39:45,77,1,2098
0.99,3716,7710,2005-07-28 04:24:07,2,2005-07-28 04:24:07,2005-08-03 22:49:07,77,1,2099
4.99,4375,8942,2005-07-30 03:01:07,2,2005-07-30 03:01:07,2005-08-06 22:50:07,77,2,2100
0.99,3305,9811,2005-07-31 11:23:45,1,2005-07-31 11:23:45,2005-08-06 15:51:45,77,1,2101
4.99,2785,10184,2005-08-01 00:09:33,2,2005-08-01 00:09:33,2005-08-05 04:12:33,77,2,2102
2.99,943,10886,2005-08-02 00:52:34,1,2005-08-02 00:52:34,2005-08-08 00:30:34,77,1,2103
0.99,93,10895,2005-08-02 01:16:59,2,2005-08-02 01:16:59,2005-08-03 02:41:59,77,1,2104
0.99,2854,10991,2005-08-02 04:41:12,2,2005-08-02 04:41:12,2005-08-05 05:36:12,77,2,2105
2.99,230,11469,2005-08-02 21:48:09,1,2005-08-02 21:48:09,2005-08-06 18:37:09,77,1,2106
7.99,2374,11767,2005-08-17 10:00:40,2,2005-08-17 10:00:40,2005-08-25 04:14:40,77,2,2107
6.99,3644,12065,2005-08-17 21:31:46,2,2005-08-17 21:31:46,2005-08-26 02:26:46,77,1,2108
1.99,1355,12328,2005-08-18 06:43:56,2,2005-08-18 06:43:56,2005-08-23 10:19:56,77,2,2109
9.99,1794,13752,2005-08-20 11:17:45,2,2005-08-20 11:17:45,2005-08-29 13:25:45,77,2,2110
4.99,1905,14530,2005-08-21 15:10:50,2,2005-08-21 15:10:50,2005-08-26 09:20:50,77,2,2111
2.99,4505,15359,2005-08-22 21:34:00,1,2005-08-22 21:34:00,2005-08-29 18:59:00,77,2,2112
2.99,182,2207,2005-06-18 02:19:21,2,2005-06-18 02:19:21,2005-06-24 02:25:21,78,1,2113
6.99,375,2949,2005-06-20 06:05:53,2,2005-06-20 06:05:53,2005-06-29 03:19:53,78,2,2114
7.99,3656,3248,2005-06-21 03:12:21,2,2005-06-21 03:12:21,2005-06-28 03:54:21,78,2,2115
4.99,619,3593,2005-07-06 04:39:52,2,2005-07-06 04:39:52,2005-07-11 23:20:52,78,1,2116
5.99,4186,4227,2005-07-07 12:41:36,1,2005-07-07 12:41:36,2005-07-15 12:33:36,78,2,2117
2.99,2383,4627,2005-07-08 08:24:39,2,2005-07-08 08:24:39,2005-07-13 11:04:39,78,2,2118
0.99,611,4778,2005-07-08 15:51:51,2,2005-07-08 15:51:51,2005-07-12 16:58:51,78,2,2119
1.99,1994,5078,2005-07-09 05:20:24,2,2005-07-09 05:20:24,2005-07-13 06:41:24,78,1,2120
0.99,3702,5604,2005-07-10 05:05:00,1,2005-07-10 05:05:00,2005-07-12 08:04:00,78,2,2121
0.99,809,6005,2005-07-11 01:36:42,2,2005-07-11 01:36:42,2005-07-14 04:47:42,78,1,2122
4.99,3074,6344,2005-07-11 20:04:43,2,2005-07-11 20:04:43,2005-07-18 14:35:43,78,1,2123
1.99,4406,7200,2005-07-27 08:57:38,2,2005-07-27 08:57:38,2005-08-02 12:29:38,78,2,2124
4.99,1775,7747,2005-07-28 05:50:11,1,2005-07-28 05:50:11,2005-08-03 09:51:11,78,2,2125
3.99,180,7926,2005-07-28 12:13:02,1,2005-07-28 12:13:02,2005-08-05 08:54:02,78,2,2126
6.99,1623,7957,2005-07-28 13:34:08,1,2005-07-28 13:34:08,2005-08-05 07:58:08,78,1,2127
4.99,4079,8920,2005-07-30 01:59:24,2,2005-07-30 01:59:24,2005-08-02 22:37:24,78,2,2128
5.99,2264,9068,2005-07-30 07:31:45,1,2005-07-30 07:31:45,2005-08-08 06:40:45,78,1,2129
3.99,2067,10350,2005-08-01 05:30:05,1,2005-08-01 05:30:05,2005-08-05 09:59:05,78,2,2130
2.99,740,10590,2005-08-01 14:11:53,1,2005-08-01 14:11:53,2005-08-04 20:04:53,78,1,2131
7.99,1496,10831,2005-08-01 23:22:45,2,2005-08-01 23:22:45,2005-08-07 01:05:45,78,1,2132
10.99,2304,10942,2005-08-02 03:16:31,2,2005-08-02 03:16:31,2005-08-11 02:46:31,78,1,2133
8.99,2240,12474,2005-08-18 12:10:03,1,2005-08-18 12:10:03,2005-08-27 17:05:03,78,2,2134
4.99,3353,12653,2005-08-18 18:53:17,1,2005-08-18 18:53:17,2005-08-26 14:08:17,78,2,2135
5.99,2105,13124,2005-08-19 11:55:59,2,2005-08-19 11:55:59,2005-08-26 06:01:59,78,2,2136
0.99,2216,13432,2005-08-19 23:29:06,1,2005-08-19 23:29:06,2005-08-23 00:57:06,78,1,2137
5.99,4157,13792,2005-08-20 12:21:37,1,2005-08-20 12:21:37,2005-08-27 14:28:37,78,2,2138
2.99,3272,14620,2005-08-21 18:10:43,2,2005-08-21 18:10:43,2005-08-22 15:19:43,78,2,2139
0.99,2285,14716,2005-08-21 21:29:55,2,2005-08-21 21:29:55,2005-08-23 18:34:55,78,1,2140
2.99,1982,14810,2005-08-22 01:08:34,2,2005-08-22 01:08:34,2005-08-25 07:00:34,78,1,2141
7.99,3479,14862,2005-08-22 02:51:41,2,2005-08-22 02:51:41,2005-08-28 06:30:41,78,2,2142
2.99,545,16039,2005-08-23 22:18:51,2,2005-08-23 22:18:51,2005-08-31 19:55:51,78,2,2143
4.99,4049,840,2005-05-30 00:28:41,2,2005-05-30 00:28:41,2005-05-31 20:39:41,79,1,2144
2.99,3032,859,2005-05-30 02:36:20,2,2005-05-30 02:36:20,2005-06-02 07:49:20,79,1,2145
2.99,246,928,2005-05-30 12:27:14,2,2005-05-30 12:27:14,2005-06-05 13:56:14,79,1,2146
4.99,3851,3096,2005-06-20 16:17:56,2,2005-06-20 16:17:56,2005-06-24 10:17:56,79,2,2147
2.99,3517,3178,2005-06-20 22:35:12,1,2005-06-20 22:35:12,2005-06-23 19:39:12,79,2,2148
0.99,3834,3641,2005-07-06 07:17:09,1,2005-07-06 07:17:09,2005-07-11 07:25:09,79,1,2149
2.99,2920,3748,2005-07-06 12:11:22,1,2005-07-06 12:11:22,2005-07-12 07:22:22,79,1,2150
4.99,4172,4049,2005-07-07 03:34:53,2,2005-07-07 03:34:53,2005-07-15 04:10:53,79,2,2151
4.99,3775,4530,2005-07-08 03:27:05,1,2005-07-08 03:27:05,2005-07-11 07:44:05,79,1,2152
4.99,3009,4736,2005-07-08 13:22:55,1,2005-07-08 13:22:55,2005-07-17 07:27:55,79,2,2153
2.99,161,5205,2005-07-09 10:56:37,1,2005-07-09 10:56:37,2005-07-13 05:45:37,79,2,2154
2.99,2551,5555,2005-07-10 03:08:55,2,2005-07-10 03:08:55,2005-07-11 01:36:55,79,1,2155
5.99,786,6162,2005-07-11 10:12:30,2,2005-07-11 10:12:30,2005-07-19 06:02:30,79,2,2156
9.99,3867,7220,2005-07-27 09:35:54,2,2005-07-27 09:35:54,2005-08-04 06:00:54,79,1,2157
2.99,4300,8849,2005-07-29 23:21:01,1,2005-07-29 23:21:01,2005-08-03 20:01:01,79,1,2158
1.99,136,9814,2005-07-31 11:29:46,1,2005-07-31 11:29:46,2005-08-08 15:49:46,79,1,2159
6.99,2417,9845,2005-07-31 12:28:05,1,2005-07-31 12:28:05,2005-08-06 06:47:05,79,2,2160
0.99,1713,9989,2005-07-31 17:22:39,1,2005-07-31 17:22:39,2005-08-01 18:55:39,79,1,2161
2.99,629,10676,2005-08-01 17:14:15,1,2005-08-01 17:14:15,2005-08-04 12:34:15,79,1,2162
4.99,2717,11641,2005-08-17 04:45:39,1,2005-08-17 04:45:39,2005-08-20 10:38:39,79,2,2163
2.99,3026,13026,2005-08-19 08:22:45,1,2005-08-19 08:22:45,2005-08-21 09:31:45,79,2,2164
0.99,3956,14179,2005-08-21 03:14:27,2,2005-08-21 03:14:27,2005-08-26 00:46:27,79,1,2165
2.99,2229,2596,2005-06-19 05:48:26,1,2005-06-19 05:48:26,2005-06-24 10:16:26,80,1,2166
8.99,2153,2805,2005-06-19 19:29:17,2,2005-06-19 19:29:17,2005-06-27 23:14:17,80,2,2167
3.99,2442,3367,2005-06-21 13:08:21,2,2005-06-21 13:08:21,2005-06-26 08:43:21,80,1,2168
4.99,430,3623,2005-07-06 06:05:23,1,2005-07-06 06:05:23,2005-07-07 05:59:23,80,2,2169
8.99,432,4268,2005-07-07 14:36:05,1,2005-07-07 14:36:05,2005-07-16 14:36:05,80,2,2170
3.99,870,4299,2005-07-07 16:33:48,1,2005-07-07 16:33:48,2005-07-16 11:48:48,80,2,2171
5.99,3574,4688,2005-07-08 11:03:29,2,2005-07-08 11:03:29,2005-07-17 15:41:29,80,1,2172
3.99,1739,5420,2005-07-09 20:48:42,2,2005-07-09 20:48:42,2005-07-15 21:35:42,80,2,2173
4.99,2036,5452,2005-07-09 22:23:21,1,2005-07-09 22:23:21,2005-07-17 00:20:21,80,2,2174
5.99,4329,6199,2005-07-11 12:16:03,2,2005-07-11 12:16:03,2005-07-18 15:33:03,80,1,2175
6.99,3042,6417,2005-07-11 23:35:11,2,2005-07-11 23:35:11,2005-07-18 20:00:11,80,2,2176
1.99,406,6707,2005-07-12 13:07:55,2,2005-07-12 13:07:55,2005-07-16 16:26:55,80,2,2177
0.99,550,7558,2005-07-27 22:19:08,1,2005-07-27 22:19:08,2005-07-30 21:31:08,80,2,2178
5.99,1332,8509,2005-07-29 09:38:19,1,2005-07-29 09:38:19,2005-08-04 11:45:19,80,1,2179
6.99,3050,8884,2005-07-30 00:26:22,1,2005-07-30 00:26:22,2005-08-05 03:24:22,80,1,2180
0.99,1194,10313,2005-08-01 04:29:29,2,2005-08-01 04:29:29,2005-08-04 08:12:29,80,1,2181
6.99,2571,10656,2005-08-01 16:38:04,2,2005-08-01 16:38:04,2005-08-09 19:37:04,80,1,2182
8.99,807,10690,2005-08-01 18:05:54,2,2005-08-01 18:05:54,2005-08-10 21:43:54,80,1,2183
5.99,2621,11101,2005-08-02 08:08:24,1,2005-08-02 08:08:24,2005-08-06 05:55:24,80,2,2184
0.99,2282,11839,2005-08-17 13:08:45,2,2005-08-17 13:08:45,2005-08-18 15:05:45,80,2,2185
1.99,1437,11850,2005-08-17 13:30:15,1,2005-08-17 13:30:15,2005-08-21 17:24:15,80,1,2186
2.99,1689,12468,2005-08-18 11:41:47,2,2005-08-18 11:41:47,2005-08-24 16:43:47,80,2,2187
4.99,2689,13352,2005-08-19 20:51:40,1,2005-08-19 20:51:40,2005-08-24 01:22:40,80,1,2188
0.99,53,13395,2005-08-19 22:05:40,2,2005-08-19 22:05:40,2005-08-22 01:31:40,80,2,2189
4.99,200,13724,2005-08-20 10:07:28,2,2005-08-20 10:07:28,2005-08-24 07:47:28,80,1,2190
0.99,3278,13851,2005-08-20 14:44:22,1,2005-08-20 14:44:22,2005-08-22 18:10:22,80,2,2191
0.99,2110,14916,2005-08-22 04:56:57,2,2005-08-22 04:56:57,2005-08-24 06:36:57,80,1,2192
8.99,4039,15648,2005-08-23 08:27:57,2,2005-08-23 08:27:57,2005-08-30 08:53:57,80,1,2193
5.99,2421,16012,2005-08-23 21:13:39,2,2005-08-23 21:13:39,2005-08-30 23:52:39,80,1,2194
2.99,2145,12457,2006-02-14 15:16:03,2,2006-02-14 15:16:03,,80,2,2195
0.99,2449,289,2005-05-26 20:01:09,1,2005-05-26 20:01:09,2005-05-28 15:09:09,81,1,2196
1.99,2853,2714,2005-06-19 14:26:09,2,2005-06-19 14:26:09,2005-06-23 17:24:09,81,1,2197
5.99,4453,2854,2005-06-19 23:11:48,2,2005-06-19 23:11:48,2005-06-23 19:37:48,81,1,2198
4.99,2301,3229,2005-06-21 02:20:41,1,2005-06-21 02:20:41,2005-06-26 00:39:41,81,1,2199
2.99,1376,3879,2005-07-06 18:31:20,2,2005-07-06 18:31:20,2005-07-09 19:03:20,81,1,2200
9.99,1469,4983,2005-07-09 00:34:16,2,2005-07-09 00:34:16,2005-07-17 03:21:16,81,2,2201
0.99,2196,5468,2005-07-09 23:06:09,1,2005-07-09 23:06:09,2005-07-13 00:48:09,81,1,2202
4.99,420,7130,2005-07-27 06:23:36,1,2005-07-27 06:23:36,2005-07-28 10:23:36,81,2,2203
0.99,3800,7709,2005-07-28 04:22:14,2,2005-07-28 04:22:14,2005-07-31 09:18:14,81,1,2204
3.99,3028,9454,2005-07-30 22:20:09,2,2005-07-30 22:20:09,2005-08-04 01:33:09,81,2,2205
0.99,4339,10456,2005-08-01 09:17:21,1,2005-08-01 09:17:21,2005-08-06 10:30:21,81,2,2206
5.99,1085,11837,2005-08-17 13:04:41,1,2005-08-17 13:04:41,2005-08-26 14:19:41,81,1,2207
