assay_id,assay_organism,bao_format,tissue_id,variant_id,confidence_score,assay_tissue,chembl_id,assay_category,curated_by,assay_test_type,doc_id,src_assay_id,relationship_type,tid,src_id,description,assay_type,assay_tax_id
1784,,BAO_0000357,2435.0,,8,Striatum,CHEMBL616758,,Autocuration,,10922,,H,10577,1,compound was measured for affinity against 5-hydroxytryptamine 1B receptor labelled with [3H]5-HT radioligand in striatum tissue,B,
1785,,BAO_0000249,,,8,,CHEMBL616759,,Autocuration,,14286,,H,10577,1,Compound at 10E-5 M was tested in vitro for the inhibition of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatal membrane,B,
1786,,BAO_0000357,,,8,,CHEMBL616760,,Autocuration,,11825,,H,10577,1,In vitro binding affinity towards the 5-hydroxytryptamine 1B receptor at 10 e-6 M,B,
1787,,BAO_0000019,2435.0,,8,Striatum,CHEMBL616761,,Autocuration,,14826,,H,10577,1,Ability to displace [3H]5-HT bound to 5-hydroxytryptamine 1B receptor in rat striatum,B,
1788,,BAO_0000019,2435.0,,8,Striatum,CHEMBL616762,,Autocuration,,9699,,H,10577,1,Binding affinity against 5-HT1B serotonin receptor in rat striatum,B,
1789,,BAO_0000019,,,8,,CHEMBL616763,,Autocuration,,14423,,H,10577,1,Binding affinity against 5-hydroxytryptamine 1B receptor in membranes of Rat cerebral cortex,B,
1790,,BAO_0000357,,,8,,CHEMBL872909,,Expert,,10062,,H,10577,1,Binding affinity at rat 5-hydroxytryptamine 1B receptor by [3H]5-HT displacement.,B,
1791,,BAO_0000357,,,8,,CHEMBL616764,,Autocuration,,10062,,H,10577,1,Binding affinity determined in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1B receptor,B,
1792,Rattus norvegicus,BAO_0000357,,,9,,CHEMBL616765,,Expert,,12280,,D,10577,1,Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1B receptor,B,10116.0
1793,,BAO_0000357,2435.0,,8,Striatum,CHEMBL616766,,Autocuration,,15412,,H,10577,1,Binding affinity against 5-hydroxytryptamine 1B receptor of rat striatum,B,
1794,,BAO_0000357,2435.0,,8,Striatum,CHEMBL616767,,Autocuration,,15412,,H,10577,1,Binding affinity against 5-hydroxytryptamine 1B receptor of rat striatum.,B,
1795,,BAO_0000357,,,8,,CHEMBL616768,,Autocuration,,10062,,H,10577,1,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1B receptor,B,
1796,,BAO_0000357,,,8,,CHEMBL616769,,Autocuration,,11147,,H,10577,1,Binding affinity towards 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand,B,
1797,,BAO_0000019,,,8,,CHEMBL616770,,Autocuration,,9547,,H,10577,1,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat was determined using 50 uL of [125I]ICYP in binding assay,B,
1798,,BAO_0000019,,,8,,CHEMBL616771,,Autocuration,,10444,,H,10577,1,Binding affinity was determined against 5-hydroxytryptamine 1B receptor was determined in male Sprague-Dawley rat brain.,B,
1799,,BAO_0000019,2435.0,,8,Striatum,CHEMBL616772,,Autocuration,,12469,,H,10577,1,Binding affinity was measured on 5-hydroxytryptamine 1B receptor in rat striatum labeled with [3H]5-HT,B,
1800,,BAO_0000019,,,8,,CHEMBL616773,,Expert,,9098,,H,10577,1,Binding affinity (Ki) to rat cortical membranes at 5-HT1B binding site by using [125 I] ICYP as a radioligand.,B,
1801,,BAO_0000019,,,8,,CHEMBL616774,,Autocuration,,9098,,H,10577,1,Compound was evaluated for the binding affinity (Ki) to rat cortical membranes at 5-HT1B binding site by using [125 I] ICYP as a radioligand; ND is no data.,B,
1802,,BAO_0000357,,,8,,CHEMBL616775,,Autocuration,,9699,,H,10577,1,Evaluated for binding affinity towards 5-hydroxytryptamine 1B receptor,B,
1803,,BAO_0000249,,,8,,CHEMBL616776,,Autocuration,,10394,,H,10577,1,Inhibitory activity against 5-hydroxytryptamine 1B receptor in rat cortical membranes using [3H]5-HT as a radioligand,B,
1804,,BAO_0000357,,,8,,CHEMBL616777,,Autocuration,,12092,,H,10577,1,The binding affinity was measured on 5-hydroxytryptamine 1B receptor using [3H]- serotonin as radioligand.,B,
1805,,BAO_0000357,,,8,,CHEMBL616778,,Autocuration,,16700,,H,10577,1,The binding affinity towards the receptor rat 5-hydroxytryptamine 1B receptor; No affinity,B,
1806,Rattus norvegicus,BAO_0000249,,,9,,CHEMBL616779,,Expert,,403,,D,10577,1,Binding affinity against 5-hydroxytryptamine 1B receptor in rat striatal membranes using [3H]5-HT as radioligand,B,10116.0
1807,Rattus norvegicus,BAO_0000357,,,9,,CHEMBL616780,,Expert,,12771,,D,10577,1,Binding affinity towards 5-hydroxytryptamine 1B receptor,B,10116.0
1808,,BAO_0000019,,,8,,CHEMBL616781,,Autocuration,,11642,,H,10577,1,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1B receptor by displacing [3H]serotonin radioligand in rat cerebral cortex,B,
1809,,BAO_0000357,,,8,,CHEMBL616782,,Autocuration,,12953,,H,10577,1,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1B receptor from rat striatum using [3H]5-HT as radioligand,B,
1810,,BAO_0000357,,,8,,CHEMBL616783,,Autocuration,,12953,,H,10577,1,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1B receptor from rat striatum using [3H]5-HT as radioligand.,B,
1811,,BAO_0000019,2435.0,,8,Striatum,CHEMBL616784,,Expert,,12953,,H,10577,1,Binding affinity for 5-hydroxytryptamine 1B receptor in rat striatum using [3H]5-HT as radioligand,B,
1812,,BAO_0000357,,,8,,CHEMBL616785,,Autocuration,,12953,,H,10577,1,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1B receptor from rat striatum using [3H]5-HT as radioligand; Nonactive at 10 uM,B,
1813,,BAO_0000249,955.0,,8,Brain,CHEMBL857067,,Autocuration,,9737,,H,10577,1,Binding affinity against 5-HT1B receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,B,
1814,,BAO_0000019,,,8,,CHEMBL616786,,Autocuration,,9737,,H,10577,1,Binding affinity against 5-HT1B receptor in rat frontal cortex using [3H]-5-HT in presence of 0.1 uM [3H]-8-OH-DPAT as a radioligand,B,
1815,,BAO_0000249,955.0,,8,Brain,CHEMBL616787,,Autocuration,,9737,,H,10577,1,Binding affinity towards 5-HT1B receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,B,
1816,,BAO_0000357,,,8,,CHEMBL616788,,Autocuration,,12827,,H,10577,1,Binding affinity towards 5-hydroxytryptamine 2C receptor of porcine choroid plexus using [3H]mesulergine,B,
1817,,BAO_0000357,,,8,,CHEMBL616789,,Autocuration,,5033,,H,10577,1,Ability to displace the radioligand [125I](-)-iodocyanopindolol from rat striatal 5-hydroxytryptamine 1B receptor,B,
1818,Rattus norvegicus,BAO_0000019,,,9,,CHEMBL616790,,Expert,,9786,,D,10577,1,Displacement of [3H]5-HT from 5-HT1B receptor of rat frontal cortex homogenate,B,10116.0
1819,,BAO_0000357,,,8,,CHEMBL616791,,Expert,,13116,,H,10577,1,Binding affinity at 5-hydroxytryptamine 1B receptor,B,
1820,,BAO_0000019,,,8,,CHEMBL616792,,Autocuration,,16429,,H,10577,1,In vitro binding affinity at 5-hydroxytryptamine 1B receptor in rat striatal muscles using [125I](-)-iodocyanopindolol as the radioligand,B,
1821,Rattus norvegicus,BAO_0000249,,,9,,CHEMBL616793,,Expert,,12409,,D,10577,1,In vitro binding affinity towards 5-hydroxytryptamine 1B receptor in rat striatal membrane with [125I]- iodocyanopindolol,B,10116.0
1822,,BAO_0000357,,,8,,CHEMBL616794,,Autocuration,,15194,,H,10577,1,The compound was tested for the binding affinity against 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand,B,
1823,,BAO_0000357,,,8,,CHEMBL616795,,Autocuration,,15194,,H,10577,1,The compound was tested for the binding affinity against 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,B,
1824,,BAO_0000019,,,4,,CHEMBL616796,,Autocuration,,5486,,H,104686,1,Binding affinity towards 5-HT2 receptor by the displacement of [3H]-ketanserin] in rat cerebral cortex,B,
1825,,BAO_0000357,,,8,,CHEMBL616797,,Autocuration,,4639,,H,106,1,Compound was tested for binding affinity against 5-hydroxytryptamine 1B receptor,B,
1826,,BAO_0000249,,,8,,CHEMBL616798,,Autocuration,,386,,H,106,1,The compound was evaluated for its ability to displace [3H]5-HT from 5-hydroxytryptamine 1B receptor in cellular brain membranes,B,
1827,,BAO_0000357,,,8,,CHEMBL616799,,Autocuration,,2474,,H,106,1,Compound was measured for its binding affinity at 5-hydroxytryptamine 1B receptor at a concentration of 100 nM using [125I]CYP as radioligand,B,
1828,,BAO_0000357,,,8,,CHEMBL616800,,Autocuration,,6011,,H,106,1,Inhibition of binding towards 5-hydroxytryptamine 1B receptor at 100 nM concentration,B,
1829,,BAO_0000357,,,8,,CHEMBL616801,,Autocuration,,5014,,H,106,1,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1B receptor,B,
1830,,BAO_0000357,,,8,,CHEMBL616802,,Autocuration,,17515,,H,106,1,Binding affinity of compound towards serotonin 5-hydroxytryptamine 1B receptor; inactive at 10 uM,B,
1831,,BAO_0000357,,,8,,CHEMBL616803,,Autocuration,,4373,,H,106,1,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1B receptor was determined,B,
1832,,BAO_0000357,,,8,,CHEMBL857068,,Expert,,1633,,H,106,1,Binding affinity towards 5-hydroxytryptamine 1B receptor by displacement of [3H]5-HT.,B,
1833,,BAO_0000357,,,8,,CHEMBL616804,,Autocuration,,1633,,H,106,1,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1B receptor by displacement of [3H]ketanserin.,B,
1834,,BAO_0000357,,,8,,CHEMBL616805,,Autocuration,,4373,,H,106,1,Binding affinity for 5-hydroxytryptamine 1B receptor was determined,B,
1835,,BAO_0000357,,,8,,CHEMBL616806,,Autocuration,,4687,,H,106,1,Evaluated for the binding affinity to 5-hydroxytryptamine 1B receptor,B,
1836,,BAO_0000357,,,8,,CHEMBL616807,,Autocuration,,11574,,H,106,1,Binding affinity against 5-hydroxytryptamine 1B receptor,B,
1837,,BAO_0000357,,,8,,CHEMBL616808,,Autocuration,,10321,,H,106,1,Binding affinity for 5-hydroxytryptamine 1B receptor was determined by using [3H]5-HT as radioligand,B,
1838,,BAO_0000357,,,8,,CHEMBL616809,,Autocuration,,15527,,H,106,1,Binding affinity towards 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,B,
1839,,BAO_0000357,,,8,,CHEMBL616810,,Autocuration,,17200,,H,106,1,Inhibitory constant against 5-hydroxytryptamine 1B receptor using with [125I]- cyanopindolol radioligand,B,
1840,,BAO_0000224,,,4,,CHEMBL616811,,Autocuration,,14423,,H,104802,1,Binding affinity against 5-hydroxytryptamine 1B receptor - 5-hydroxytryptamine 1D receptor using [3H]5-HT as the radioligand.,B,
1841,Bos taurus,BAO_0000357,,,8,,CHEMBL616812,,Autocuration,,5834,,H,108,1,Inhibitory concentration required against 5-hydroxytryptamine 1C receptor in bovine choroid plexus using [3H]mesulergine,B,9913.0
1842,Sus scrofa,BAO_0000357,,,8,,CHEMBL616813,,Autocuration,,11473,,H,108,1,Binding affinity towards 5-hydroxytryptamine 1C receptor using [3H]mesulergine as radioligand,B,9823.0
1843,Sus scrofa,BAO_0000357,,,8,,CHEMBL616814,,Autocuration,,11473,,H,108,1,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1C receptor in pig choroid plexus using [3H]mesulergine as radioligand,B,9823.0
1844,Sus scrofa,BAO_0000357,,,8,,CHEMBL616815,,Autocuration,,10639,,H,108,1,Compound was evaluated for its inhibitory activity against 5-hydroxytryptamine 1C receptor of pig choroid plexus using [3H]mesulergine as the radioligand,B,9823.0
1845,Sus scrofa,BAO_0000357,,,8,,CHEMBL616816,,Autocuration,,10639,,H,108,1,inhibitory activity against 5-hydroxytryptamine 1C receptor of pig choroid plexus using [3H]mesulergine as the radioligand,B,9823.0
1846,Sus scrofa,BAO_0000357,,,8,,CHEMBL616817,,Autocuration,,14331,,H,108,1,Binding affinity of compound towards 5-hydroxytryptamine 1C receptor using [3H]mesulergine (1.2 nM) ligand in choroid Plexus pig was determined,B,9823.0
1847,Sus scrofa,BAO_0000357,,,8,,CHEMBL616818,,Autocuration,,10796,,H,108,1,Compound was tested in vitro for binding affinity for 5-hydroxytryptamine 1C receptor,B,9823.0
1848,Sus scrofa,BAO_0000357,,,8,,CHEMBL616819,,Expert,,9098,,H,108,1,Evaluated for the binding affinity to porcine choroid plexus at 5-hydroxytryptamine 2C receptor binding site by using [3H]-MES as a radioligand.,B,9823.0
1849,Sus scrofa,BAO_0000357,,,8,,CHEMBL616820,,Expert,,14331,,H,108,1,Inhibition of [3H]mesulergine binding to 5-hydroxytryptamine 1C receptor of pig choroid Plexus,B,9823.0
1850,Sus scrofa,BAO_0000019,,,8,,CHEMBL616821,,Expert,,11828,,H,108,1,Displacement of [3H]mesulergine from pig cortex 5-hydroxytryptamine 1C receptor,B,9823.0
1851,Sus scrofa,BAO_0000357,,,8,,CHEMBL616822,,Autocuration,,11866,,H,108,1,Binding affinity for 5-hydroxytryptamine 1C receptor in piglet choroid plexus using [3H]5-HT,B,9823.0
1852,Oryctolagus cuniculus,BAO_0000019,,,8,,CHEMBL616823,,Autocuration,,13047,,H,108,1,Binding affinity against 5-hydroxytryptamine 1D receptor alpha using rabbit saphenous vein assay.,B,9986.0
1853,Rattus norvegicus,BAO_0000357,,,9,,CHEMBL616824,,Autocuration,,188,,D,12689,1,Tested for the effect on binding at 5-hydroxytryptamine 1C receptor; No activity,B,10116.0
1854,Rattus norvegicus,BAO_0000357,,,9,,CHEMBL616825,,Autocuration,,11825,,D,12689,1,In vitro binding affinity towards the 5-hydroxytryptamine 1C receptor at 10 e-6 M,B,10116.0
1855,Rattus norvegicus,BAO_0000357,,,9,,CHEMBL616826,,Autocuration,,11825,,D,12689,1,In vitro binding affinity towards the 5-hydroxytryptamine 1C receptor at 10 e-6 M,B,10116.0
1856,Rattus norvegicus,BAO_0000019,,,9,,CHEMBL616827,,Expert,,11624,,D,12689,1,Binding affinity against 5-hydroxytryptamine 1C receptor in rat using [3H]mesulergine as radioligand,B,10116.0
1857,Rattus norvegicus,BAO_0000357,,,9,,CHEMBL616828,,Autocuration,,11139,,D,12689,1,Binding affinity towards 5-hydroxytryptamine 1C receptor using [125 I]-SCH23982 as radioligand in competitive binding assay,B,10116.0
1858,Rattus norvegicus,BAO_0000357,,,9,,CHEMBL616829,,Autocuration,,11147,,D,12689,1,Binding affinity towards 5-hydroxytryptamine 1C receptor using [3H]mesulergine as radioligand,B,10116.0
1859,Rattus norvegicus,BAO_0000019,,,9,,CHEMBL616830,,Autocuration,,10444,,D,12689,1,Binding affinity was determined against 5-hydroxytryptamine 1C receptor was determined in male Sprague-Dawley rat brain.,B,10116.0
1860,Rattus norvegicus,BAO_0000357,,,9,,CHEMBL616831,,Expert,,11624,,D,12689,1,Binding affinity against 5-hydroxytryptamine 1C receptor,B,10116.0
1861,Rattus norvegicus,BAO_0000019,,,9,,CHEMBL616832,,Autocuration,,11662,,D,12689,1,"Compound was tested for binding affinity towards 5-HT1C (5-HT1C) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]mesulergine as radioligand",B,10116.0
1862,Rattus norvegicus,BAO_0000019,,,9,,CHEMBL616833,,Autocuration,,11662,,D,12689,1,"Compound was tested for binding affinity towards 5-hydroxytryptamine 1C receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]mesulergine as radioligand",B,10116.0
1863,Rattus norvegicus,BAO_0000019,,,9,,CHEMBL616834,,Expert,,11662,,D,12689,1,"Binding affinity towards 5-hydroxytryptamine 1C receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]mesulergine as radioligand",B,10116.0
1864,Rattus norvegicus,BAO_0000019,,,9,,CHEMBL829595,,Autocuration,,11662,,D,12689,1,"Compound was tested for binding affinity towards 5-hydroxytryptamine 1C receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]mesulergine as radioligand",B,10116.0
1865,Rattus norvegicus,BAO_0000357,,,9,,CHEMBL616835,,Autocuration,,9098,,D,12689,1,Evaluated for the binding affinity to porcine choroid plexus at 5-hydroxytryptamine 1C receptor binding site by using [3H]- MES as a radioligand.,B,10116.0
1866,Rattus norvegicus,BAO_0000249,,,9,,CHEMBL872910,,Autocuration,,10394,,D,12689,1,Inhibitory activity against 5-hydroxytryptamine 1C receptor in rat cortical membranes using [3H]mesulergine as a radioligand,B,10116.0
1867,,BAO_0000357,,,8,,CHEMBL616836,,Expert,,11933,,H,12689,1,Tested for binding affinity against 5-hydroxytryptamine 1C receptor from rat frontal cortical regions using [3H]mesulergine as radioligand,B,
1868,Rattus norvegicus,BAO_0000357,,,9,,CHEMBL616837,,Autocuration,,12092,,D,12689,1,The binding affinity was measured on 5-hydroxytryptamine 1C receptor using [3H]- serotonin as radioligand.,B,10116.0
1869,Rattus norvegicus,BAO_0000019,,,9,,CHEMBL616466,,Autocuration,,12253,,D,12689,1,Binding affinity of 5-hydroxytryptamine 1C receptor using [3H]- ketanserin in rat frontal cortex,B,10116.0
1870,Rattus norvegicus,BAO_0000219,,,9,,CHEMBL616467,,Autocuration,,12253,,D,12689,1,Binding affinity towards rat 5-hydroxytryptamine 1C receptor using [3H]mesulergine as radioligand expressed in 293 cells,B,10116.0
1871,,BAO_0000357,,,8,,CHEMBL616468,,Autocuration,,1558,,H,108,1,Compound was tested for its affinity towards 5-hydroxytryptamine 1C receptor,B,
1872,,BAO_0000357,,,8,,CHEMBL616469,,Autocuration,,2474,,H,108,1,Compound was measured for its binding affinity at 5-hydroxytryptamine 1C receptor at a concentration of 100 nM using [3H]mesulergine as radioligand,B,
1873,,BAO_0000357,,,8,,CHEMBL616470,,Autocuration,,2474,,H,108,1,Compound was measured for its binding affinity at 5-hydroxytryptamine 1C receptor at a concentration of 100 nM using [3H]mesulergine as radioligand,B,
1874,,BAO_0000357,,,8,,CHEMBL616471,,Autocuration,,11574,,H,12689,1,Binding affinity against 5-hydroxytryptamine 1C receptor,B,
1875,,BAO_0000357,,,8,,CHEMBL616472,,Autocuration,,1558,,H,12689,1,Compound was tested for its affinity towards 5-hydroxytryptamine 1C receptor,B,
1876,,BAO_0000357,,,8,,CHEMBL616473,,Autocuration,,13944,,H,12689,1,Binding affinity against 5-hydroxytryptamine 1C receptor,B,
1877,,BAO_0000357,,,8,,CHEMBL616474,,Autocuration,,13033,,H,12689,1,Binding affinity against serotonergic 5-HT1c receptor,B,
1878,,BAO_0000357,,,8,,CHEMBL616475,,Autocuration,,10321,,H,12689,1,Binding affinity for 5-hydroxytryptamine 1C receptor was determined by using [3H]- mesulergine as radioligand,B,
1879,,BAO_0000357,,,8,,CHEMBL616476,,Autocuration,,11866,,H,12689,1,Binding affinity for 5-hydroxytryptamine 1C receptor was determined,B,
1880,Oryctolagus cuniculus,BAO_0000019,,,8,,CHEMBL616477,,Autocuration,,14454,,H,105,1,Compound was tested for 5-hydroxytryptamine 1D like receptor-mediated vascular effect in rabbit saphenous vein (RSV),B,9986.0
1881,,BAO_0000224,,,4,,CHEMBL616478,,Autocuration,,11574,,H,104686,1,Binding affinity against 5-hydroxytryptamine 2 receptor using [125I]DOI as radioligand.,B,
1882,,BAO_0000224,,,4,,CHEMBL616479,,Autocuration,,11574,,H,104686,1,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ket as radioligand.,B,
1883,,BAO_0000019,,,4,,CHEMBL616480,,Autocuration,,13631,,H,104686,1,Binding affinity towards serotonin 5-HT2 receptor was determined in rat cortex using [3H]spiperone as ligand,B,
1884,Rattus norvegicus,BAO_0000019,,,5,,CHEMBL616481,,Autocuration,,9630,,D,104686,1,Binding affinity towards 5-hydroxytryptamine 2 receptor as antagonism of serotonin-induced contractions in rat jugular vein,B,10116.0
1885,Rattus norvegicus,BAO_0000249,,,5,,CHEMBL616482,,Autocuration,,8822,,D,104686,1,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat brain cortical membranes,B,10116.0
1886,Rattus norvegicus,BAO_0000221,955.0,,5,Brain,CHEMBL884713,,Autocuration,,9064,,D,104686,1,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat brain using [3H]spiroperidol,B,10116.0
1887,,BAO_0000224,,,4,,CHEMBL616483,,Autocuration,,8868,,H,104686,1,Binding affinity towards 5-hydroxytryptamine 2 receptor measured using radioligand ([3H]spiperone) binding assay,B,
1888,,BAO_0000224,,,4,,CHEMBL616484,,Autocuration,,9064,,H,104686,1,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- spiroperidol,B,
1889,,BAO_0000019,,,4,,CHEMBL616485,,Autocuration,,9806,,H,104686,1,Binding affinity at 5-hydroxytryptamine 2 receptor from rat frontal cortex homogenates by [3H]-spiperone displacement.,B,
1890,,BAO_0000224,,,4,,CHEMBL616486,,Autocuration,,9098,,H,104686,1,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,B,
1891,,BAO_0000224,,,4,,CHEMBL616487,,Autocuration,,8868,,H,104686,1,Binding affinity towards 5-hydroxytryptamine 2 receptor was measured using radioligand ([3H]spiperone) binding assay,B,
1892,,BAO_0000224,,,4,,CHEMBL616488,,Autocuration,,12765,,H,104686,1,Binding affinity at serotonin 5-hydroxytryptamine 2 receptor by [3H]ketanserin displacement.,B,
1893,,BAO_0000019,,,4,,CHEMBL616489,,Autocuration,,11049,,H,104686,1,Compound was evaluated In vitro for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]ketanserin as radioligand.,B,
1894,,BAO_0000019,,,4,,CHEMBL616490,,Autocuration,,11049,,H,104686,1,Compound was evaluated In vitro for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]ketanserin as radioligand.,B,
1895,,BAO_0000019,,,4,,CHEMBL616491,,Autocuration,,11049,,H,104686,1,Compound was evaluated In vitro for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]-Ketanserin as radioligand; not determined,B,
1896,,BAO_0000019,,,4,,CHEMBL616492,,Autocuration,,11049,,H,104686,1,Compound was evaluated In vitro for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]ketanserin as radioligand; ND-Not determined,B,
1897,,BAO_0000019,,,4,,CHEMBL616493,,Autocuration,,11049,,H,104686,1,Compound was evaluated In vitro for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]ketanserin as radioligand.,B,
1898,,BAO_0000019,,,4,,CHEMBL616494,,Autocuration,,11473,,H,104686,1,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor in rat anterior cortex using [125I]DOI as radioligand,B,
1899,,BAO_0000019,,,4,,CHEMBL616495,,Autocuration,,11473,,H,104686,1,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor in rat anterior cortex using [3H]ketanserin as radioligand,B,
1900,,BAO_0000019,,,4,,CHEMBL616496,,Autocuration,,3086,,H,104686,1,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor in rat pre frontal cortex,B,
1901,,BAO_0000019,,,4,,CHEMBL616497,,Autocuration,,11049,,H,104686,1,Compound was evaluated for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]ketanserin as radioligand.,B,
1902,,BAO_0000019,,,4,,CHEMBL616498,,Autocuration,,11049,,H,104686,1,Compound was evaluated for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]ketanserin as radioligand.,B,
1903,,BAO_0000019,,,4,,CHEMBL616499,,Autocuration,,10639,,H,104686,1,Compound was evaluated for its inhibitory activity against 5-hydroxytryptamine 2 receptor of rat anterior cortex using [3H]ketanserin as the radioligand,B,
1904,,BAO_0000019,,,4,,CHEMBL616500,,Autocuration,,10922,,H,104686,1,Compound was measured for affinity at 5-hydroxytryptamine 2 receptor in rat cortical by [3H]spiroperidol displacement.,B,
1905,Rattus norvegicus,BAO_0000221,955.0,,5,Brain,CHEMBL616501,,Autocuration,,9064,,D,104686,1,Binding affinity against serotonin-2 receptor in rat brain using [3H]spiroperidol,B,10116.0
1906,,BAO_0000221,955.0,,4,Brain,CHEMBL616502,,Autocuration,,10748,,H,104686,1,Compound was tested for its inhibitory effect on the binding profile in 5-hydroxytryptamine 2 receptor using [3H]spiroperidol in rat brain.,B,
1907,,BAO_0000249,,,4,,CHEMBL884529,,Autocuration,,11614,,H,104686,1,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor from rat cortical membranes.,B,
1908,,BAO_0000249,,,4,,CHEMBL616503,,Autocuration,,11615,,H,104686,1,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor in rat cortical membranes,B,
1909,,BAO_0000224,,,4,,CHEMBL616964,,Autocuration,,11615,,H,104686,1,Compound was tested for the displacement of [3H]ketanserin from serotonin 5-hydroxytryptamine 2 receptor,B,
1910,,BAO_0000249,,,4,,CHEMBL616965,,Autocuration,,11614,,H,104686,1,Compound was tested for the displacement of [3H]ketanserin from serotonin 5-hydroxytryptamine 2 receptor from rat cortical membranes.,B,
1911,,BAO_0000224,,,4,,CHEMBL616966,,Autocuration,,11702,,H,104686,1,Inhibition of [3H]ketanserin binding to rat 5-hydroxytryptamine 2 receptors.,B,
1912,,BAO_0000224,,,4,,CHEMBL616967,,Autocuration,,11702,,H,104686,1,Compound was tested for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor; NT=Not tested,B,
1913,Rattus norvegicus,BAO_0000224,,,5,,CHEMBL616968,,Autocuration,,11702,,D,104686,1,Inhibition of [3H]ketanserin binding to dopamine 5-hydroxytryptamine 2 receptor,B,10116.0
1914,,BAO_0000224,,,4,,CHEMBL616969,,Autocuration,,11702,,H,104686,1,Compound was tested for the inhibition of [3H]ketanserin binding to dopamine 5-hydroxytryptamine 2 receptor; NT=Not tested,B,
1915,,BAO_0000019,,,4,,CHEMBL884530,,Autocuration,,13346,,H,104686,1,Inhibition of [3H]ketanserin binding at 5-hydroxytryptamine 2 receptor from rat frontal cortex.,B,
1916,,BAO_0000224,,,4,,CHEMBL616970,,Autocuration,,10025,,H,104686,1,Concentration necessary to achieve half maximal inhibition of [3H]-ketanserin binding to 5-hydroxytryptamine 2 receptor,B,
1917,,BAO_0000224,,,4,,CHEMBL616971,,Autocuration,,10025,,H,104686,1,Concentration necessary to achieve half maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 1 uM,B,
1918,,BAO_0000224,,,4,,CHEMBL616972,,Autocuration,,10025,,H,104686,1,"Concentration necessary to achieve half maximal inhibition of [3H]ketanserin, binds to 5-hydroxytryptamine 2 receptor at 1 uM",B,
1919,,BAO_0000224,,,4,,CHEMBL616973,,Autocuration,,9036,,H,104686,1,Evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor using radioligand [3H]-spiperone,B,
1920,,BAO_0000224,,,4,,CHEMBL616974,,Autocuration,,9036,,H,104686,1,Evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor using radioligand [3H]spiperone; IA=Inactive,B,
1921,,BAO_0000019,,,4,,CHEMBL616975,,Autocuration,,9161,,H,104686,1,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue.,B,
1922,,BAO_0000019,,,4,,CHEMBL616976,,Autocuration,,12304,,H,104686,1,Inhibition of binding of radioligand [3H]ketanserin to 5-hydroxytryptamine 2 receptor in rat cerebral cortex,B,
