assays_assay_id,assays_variant_id,assays_assay_tissue,assays_src_assay_id,assays_src_id,assays_relationship_type,assays_tid,assays_tissue_id,assays_description,assays_confidence_score,assays_chembl_id,assays_assay_organism,assays_assay_subcellular_fraction,assays_assay_type,assays_assay_tax_id,assays_assay_test_type,assays_assay_cell_type,assays_curated_by,assays_cell_id,assays_bao_format
7830,,Plasma,,1,N,50597,1969.0,Area under plasma time curve determined in male rat,1,CHEMBL620891,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7831,,,,1,U,22224,,Area under the MAP curve measured over 5 min.,0,CHEMBL620892,,,A,,,,Autocuration,,BAO_0000019
7832,,,,1,N,50594,,Area under the concentration time curve (AUC) taken for 0-24 hr was measured when administered through iv route in mice,1,CHEMBL621079,Mus musculus,,A,10090.0,,,Intermediate,,BAO_0000218
7833,,,,1,N,50594,,Area under the concentration time curve (AUC) taken for 0-24 hr was measured when administered through oral route in mice,1,CHEMBL621080,Mus musculus,,A,10090.0,,,Intermediate,,BAO_0000218
7834,,,,1,N,50588,,Area under the concentration vs time curve in dog at 10 mg/kg oral dose,1,CHEMBL621081,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
7835,,,,1,N,100712,,Area under the concentration vs time curve in hamster at 10 mg/kg oral dose,1,CHEMBL621082,Cricetinae,,A,10026.0,,,Intermediate,,BAO_0000218
7836,,,,1,N,50597,,Area under the concentration vs time curve in rat at 10 mg/kg oral dose,1,CHEMBL621083,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7837,,,,1,N,50588,,Area under the concentration-time curve from time zero to infinity after intravenous administration of 2.5 mg/kg in dogs,1,CHEMBL621084,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
7838,,,,1,N,50588,,Area under the concentration-time curve from time zero to infinity in oral (5 mg/kg) fasted dogs,1,CHEMBL621085,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
7839,,,,1,N,50588,,Area under the concentration-time curve from time zero to infinity in oral (5 mg/kg) fed dogs,1,CHEMBL621086,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
7840,,,,1,N,50588,,Area under the concentration/ time determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),1,CHEMBL621087,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
7841,,,,1,N,50588,,Area under the concentration/ time in plasma after oral administration in dog (25 mg/kg),1,CHEMBL622607,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
7842,,,,1,N,50588,,Serum AUC in marmosets (IV dose),1,CHEMBL622608,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
7843,,,,1,U,22224,,Area under the curve after intravenous administration at a dose of 10 umol/kg,0,CHEMBL624481,,,A,,,,Autocuration,,BAO_0000019
7844,,,,1,U,22224,,Area under the curve after intravenous administration at a dose of 2 umol/kg,0,CHEMBL624482,,,A,,,,Autocuration,,BAO_0000019
7845,,,,1,U,22224,,Area under the curve after intravenous administration at a dose of 4 umol/kg,0,CHEMBL624483,,,A,,,,Autocuration,,BAO_0000019
7846,,,,1,U,22224,,Area under the curve after intravenous administration at a dose of 40 umol/kg,0,CHEMBL624484,,,A,,,,Autocuration,,BAO_0000019
7847,,,,1,U,22224,,Area under the curve after intravenous administration at a dose of 5 umol/kg,0,CHEMBL624485,,,A,,,,Autocuration,,BAO_0000019
7848,,,,1,N,50597,,Area under the curve for fumarate salt was evaluated in F344 Rats.,1,CHEMBL624486,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7849,,,,1,U,22224,,Area under the curve for the compound was calculated.,0,CHEMBL624487,,,A,,,,Autocuration,,BAO_0000019
7850,,,,1,U,22224,,Area under the curve in concentration/ time,0,CHEMBL624488,,,A,,,,Autocuration,,BAO_0000019
7851,,,,1,N,50597,,Area under the curve administered intraintestinal in rats.,1,CHEMBL624489,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7852,,,,1,N,50597,,Area under the curve administered intravenously in rats.,1,CHEMBL625184,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7853,,,,1,U,22224,,Area under the curve during intravenous administration,0,CHEMBL625185,,,A,,,,Autocuration,,BAO_0000019
7854,,,,1,U,22224,,Area under the curve during intravenous administration; Not determined,0,CHEMBL875954,,,A,,,,Autocuration,,BAO_0000019
7855,,,,1,U,22224,,Area under the curve during systemic administration,0,CHEMBL625186,,,A,,,,Autocuration,,BAO_0000019
7856,,,,1,U,22224,,Area under the curve during systemic administration; Not determined,0,CHEMBL625187,,,A,,,,Autocuration,,BAO_0000019
7857,,,,1,U,22224,,Area under the curve was calculated for the compound.,0,CHEMBL625188,,,A,,,,Autocuration,,BAO_0000019
7858,,,,1,N,50588,,Area under the curve was determined after intravenous administration of 1.8 mg/kg in male Beagle dogs,1,CHEMBL625189,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
7859,,,,1,N,50588,,Area under the curve was determined after intravenous administration of 10 mg/kg in male Beagle dogs,1,CHEMBL625190,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
7860,,,,1,N,50597,,Area under the curve was determined after intravenous administration of 2.5 mg/kg in male Dawley rats,1,CHEMBL621733,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7861,,,,1,N,50597,,Area under the curve was determined after intravenous administration of 2.6 mg/kg in male Dawley rats,1,CHEMBL621734,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7862,,,,1,N,50597,,C6h was measured as concentration obtained after 6 hr of oral administration in air pouch exudate after oral administration to male F344 rats,1,CHEMBL621735,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7863,,Plasma,,1,N,50597,1969.0,Clearance of the drug was measured in the plasma of rat; No data,1,CHEMBL621736,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7864,,Plasma,,1,N,50597,1969.0,The pharmacokinetic parameter plasma clearance in vivo in rats,1,CHEMBL621737,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7865,,,,1,N,50597,,Plasma clearance at the dose of 2 mg/kg in rat,1,CHEMBL621738,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7866,,,,1,N,50597,,CL (clearance) of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,1,CHEMBL622806,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7867,,,,1,N,50597,,CL (clearance) of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,1,CHEMBL623519,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7868,,,,1,N,50597,,CL at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,1,CHEMBL623520,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7869,,,,1,N,50597,,Clearance measured after intravenous bolus administration of 50 mg/kg of compound to rats,1,CHEMBL623521,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7870,,,,1,N,50597,,Clearance in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,1,CHEMBL623522,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7871,,,,1,N,50597,,Clearance rate in rat,1,CHEMBL623523,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7872,,,,1,N,50597,,Clearance rate in rat,1,CHEMBL623690,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7873,,,,1,N,50597,,Clearance (Cl) of compound (10 mg/kg) after iv administration was determined in Sprague-Dawley rat,1,CHEMBL623691,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7874,,,,1,N,50597,,Clearance (Cl) of compound (9.83 mg/kg) after iv administration was determined in Sprague-Dawley rat,1,CHEMBL623692,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7875,,,,1,N,50597,,Clearance (Cl) of compound (9.84 mg/kg) after iv administration was determined in Sprague-Dawley rat,1,CHEMBL623693,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7876,,,,1,N,50597,,Clearance (Cl) of compound (9.92 mg/kg) after iv administration was determined in Sprague-Dawley rat,1,CHEMBL623694,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7877,,,,1,N,50597,,Clearance of compound after iv administration of 20 mg/kg dose in rat,1,CHEMBL623695,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7878,,,,1,N,50597,,Compound was evaluated for clearance after treatment with iv dose of 1 mgkg to female wistar rats,1,CHEMBL623696,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7879,,,,1,N,50597,,Compound was evaluated for clearance after treatment with iv dose of 1 mgkg to male wistar rats,1,CHEMBL623697,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7880,,Plasma,,1,U,22224,1969.0,Compound was tested for its plasma clearance rate in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,0,CHEMBL623698,Macaca mulatta,,A,9544.0,In vivo,,Intermediate,,BAO_0000218
7881,,Plasma,,1,U,22224,1969.0,Compound was tested for its plasma clearance rate in Sprague Dawley rats,0,CHEMBL623699,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7882,,,,1,N,50597,,Mean (%CV) PK parameters for CL(mL/min/kg).,1,CHEMBL623700,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7883,,,,1,N,50597,,Pharmacokinetic studies were carried out to determine the clearance after administration at 20 mg/kg intravenously in rat,1,CHEMBL623701,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7884,,Plasma,,1,N,50597,1969.0,Pharmacokinetic parameter plasma clearance was determined at when a dose of 1 mg/kg is administered,1,CHEMBL623702,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7885,,,,1,N,50597,,Plasma Clearance measured at steady-state following iv infusion at 0.6 mg/kg/h in rats,1,CHEMBL623703,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7886,,,,1,N,50597,,Plasma clearance in rat was determined,1,CHEMBL623704,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7887,,,,1,N,50597,,Plasma clearance in rat after administration of 2 mg/kg iv,1,CHEMBL623705,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7888,,,,1,N,50597,,Plasma clearance in rat after administration of 2 mg/kg iv,1,CHEMBL623706,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7889,,,,1,N,50597,,Plasma clearance was determined,1,CHEMBL623707,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7890,,,,1,N,50597,,Plasma clearance in rat,1,CHEMBL623708,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7891,,,,1,N,50597,,Plasma clearance in rat after intravenous administration at a concentration 0.5 mg/kg,1,CHEMBL623709,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7892,,,,1,N,50597,,Plasma clearance in rat by iv administration,1,CHEMBL623710,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7893,,,,1,N,50597,,Plasma clearance in rat by iv administration at a dose of 3 mg/kg,1,CHEMBL623711,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7894,,,,1,N,50597,,Plasma clearance in rat p.o.,1,CHEMBL623712,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7895,,,,1,N,50597,,Plasma clearance in rats,1,CHEMBL623713,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7896,,,,1,N,50597,,Plasma clearance was determined; ND denotes no data,1,CHEMBL623714,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7897,,,,1,N,50597,,Plasma clearance was determined; ND denotes not determined,1,CHEMBL623715,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7898,,,,1,N,50597,,Plasma clearance was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,1,CHEMBL623716,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7899,,,,1,N,50597,,Plasma clearance was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,1,CHEMBL622980,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7900,,,,1,N,50597,,Plasma administration to rats,1,CHEMBL622981,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7901,,,,1,N,50597,,Plasma clearance of the compound in female Sprague-Dawley rats,1,CHEMBL622982,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7902,,,,1,N,50597,,Plasma clearance was observed after intravenous administration in rat,1,CHEMBL622983,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7903,,,,1,N,50597,,Systemic clearance after intravenous administration (5.0 mg/kg) was determined in rat,1,CHEMBL622984,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7904,,,,1,N,50597,,Tested for systemic clearance upon intravenous administration of 5.0 mg/Kg dose in rat,1,CHEMBL622985,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7905,,Plasma,,1,N,50597,1969.0,plasma clearance was observed after intravenous administration in rat,1,CHEMBL623631,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7906,,,,1,N,50597,,In vivo CL/F determined,1,CHEMBL623632,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7907,,Plasma,,1,N,50597,1969.0,Pharmacokinetic parameter plasma clearance was determined at 2 mg/kg i.v. dose in rats,1,CHEMBL623633,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7908,,Plasma,,1,N,50597,1969.0,Pharmacokinetic parameter plasma clearance was determined at 5 mg/kg i.v. dose in rats,1,CHEMBL623634,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7909,,,,1,N,50597,,Compound was tested for the lower blood clearance in rat,1,CHEMBL623635,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7910,,,,1,N,50597,,Evaluated for the low clearance in rat (in vivo),1,CHEMBL621195,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7911,,,,1,N,50597,,Pharmacokinetic property (CLb)of the compound was determined in rat,1,CHEMBL621196,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7912,,,,1,N,50597,,Rapid clearance after intravenous administration in rat was determined,1,CHEMBL875287,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7913,,,,1,N,50597,,Clearance measured in rat,1,CHEMBL621197,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7914,,Plasma,,1,N,50597,1969.0,Compound was evaluated for plasma clearance in rat,1,CHEMBL621198,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7915,,Plasma,,1,N,50597,1969.0,Low plasma clearance was calculated in rat,1,CHEMBL621199,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7916,,,,1,N,50597,,Pharmacokinetic property (Clp) in rat,1,CHEMBL621200,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7917,,,,1,N,50597,,Plasma clearance in dog at a dose of 1 uM/kg in rat was determined,1,CHEMBL621201,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7918,,,,1,N,50597,,Plasma clearance in rat at a dose of 10 uM/kg in rat was determined,1,CHEMBL621202,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7919,,,,1,N,50597,,Plasma clearance after IV dosing at 0.5 mg/kg in rat,1,CHEMBL621203,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7920,,,,1,N,50597,,Plasma clearance after IV dosing at 1 mg/kg in rat,1,CHEMBL621204,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7921,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of 0.01 M Gd/0.01 M GdDTPA-AEP,1,CHEMBL621205,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7922,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of 0.01 M GdDTPA-BDP,1,CHEMBL621206,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7923,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of 0.01 M/0.08 M GdDTPA-AEP,1,CHEMBL621207,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7924,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of 0.05 M /0.05 M GdDTPA-AEP,1,CHEMBL621208,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7925,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of 0.05 M Gd/0.15 M lig,1,CHEMBL621209,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7926,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of 0.05 M GdDTPA-BDP,1,CHEMBL876484,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7927,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of 0.05 M/0.08 M GdDTPA-HPDP,1,CHEMBL621210,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7928,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of 0.10 M GdDTPA-BDP,1,CHEMBL621211,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7929,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of 0.10 M/0.11 M GdDTPA-AEP,1,CHEMBL621212,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7930,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of GdDTPA at 15 min,1,CHEMBL621213,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7931,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of GdDTPA at 1 hr,1,CHEMBL621214,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7932,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of GdDTPA at 30 min,1,CHEMBL621215,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7933,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of GdDTPA at 4 hr,1,CHEMBL621216,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7934,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of GdDTPA-BDP at 1 hr,1,CHEMBL621217,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7935,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of GdDTPA-BDP at 30 min,1,CHEMBL621218,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7936,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of GdDTPA-BDP at 4 hr,1,CHEMBL621219,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7937,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of GdDTPA-BDPat 15 min,1,CHEMBL621220,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7938,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 1 hr,1,CHEMBL621221,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7939,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 30 min,1,CHEMBL621222,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7940,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 4 hr,1,CHEMBL621223,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7941,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of GdDTPA-HPDPat 15 min,1,CHEMBL876485,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7942,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of NAC Gd/0.01 M GdDTPA-HPDP,1,CHEMBL621224,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7943,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of NCA Gd/0.01 M lip,1,CHEMBL621225,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7944,,Heart,,1,N,50597,948.0,Biodistribution in rat heart in the presence of NCAGd/0.01 M lig,1,CHEMBL621226,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7945,,Kidney,,1,N,50597,2113.0,Biodistribution in rat kidney in the presence of 0.01 M GdDTPA-BDP,1,CHEMBL621227,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7946,,Kidney,,1,N,50597,2113.0,Biodistribution in rat kidney in the presence of 0.01 M/0.01 M GdDTPA-AEP,1,CHEMBL621228,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7947,,Kidney,,1,N,50597,2113.0,Biodistribution in rat kidney in the presence of 0.01 M/0.08 M GdDTPA-AEP,1,CHEMBL621229,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7948,,Kidney,,1,N,50597,2113.0,Biodistribution in rat kidney in the presence of 0.05 M Gd/0.15 M lig,1,CHEMBL621230,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7949,,Kidney,,1,N,50597,2113.0,Biodistribution in rat kidney in the presence of 0.05 M GdDTPA-BDP; ND=No data,1,CHEMBL621231,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7950,,Kidney,,1,N,50597,2113.0,Biodistribution in rat kidney in the presence of 0.05 M/0.05 M GdDTPA-AEP,1,CHEMBL621232,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7951,,Kidney,,1,N,50597,2113.0,Biodistribution in rat kidney in the presence of 0.05 M/0.08 M GdDTPA-HPDP,1,CHEMBL621233,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7952,,Kidney,,1,N,50597,2113.0,Biodistribution in rat kidney in the presence of 0.10 M GdDTPA-BDP,1,CHEMBL621234,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7953,,Kidney,,1,N,50597,2113.0,Biodistribution in rat kidney in the presence of 0.10 M/0.11 M GdDTPA-AEP; ND=No data,1,CHEMBL621235,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7954,,Kidney,,1,N,50597,2113.0,Biodistribution in rat kidney in the presence of NAC Gd/0.01 M GdDTPA-HPDP,1,CHEMBL621236,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7955,,Kidney,,1,N,50597,2113.0,Biodistribution in rat kidney in the presence of NCA Gd/0.01 M lip,1,CHEMBL621237,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7956,,Kidney,,1,N,50597,2113.0,Biodistribution in rat kidney in the presence of NCAGd/0.01 M lig,1,CHEMBL876486,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7957,,Intestine,,1,N,50597,160.0,Biodistribution in rat l. intestine in the presence of 0.01 M carrier at 1 hr,1,CHEMBL622436,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7958,,Intestine,,1,N,50597,160.0,Biodistribution in rat l. intestine in the presence of 50 Gd/kg at 2 hr,1,CHEMBL622437,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7959,,Intestine,,1,N,50597,160.0,Biodistribution in rat l. intestine in the presence of 50 Gd/kg at 6 hr,1,CHEMBL622438,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7960,,Liver,,1,N,50597,2107.0,Biodistribution in rat liver by in the presence 50 Gd/kg at 15 min,1,CHEMBL622439,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7961,,Liver,,1,N,50597,2107.0,Biodistribution in rat liver by in the presence of 0.05 M Gd/0.15 M lig,1,CHEMBL622440,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7962,,Liver,,1,N,50597,2107.0,Biodistribution in rat liver by in the presence of NCAGd/0.01 M lig,1,CHEMBL622441,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7963,,Liver,,1,N,50597,2107.0,Biodistribution in rat liver in the presence of 0.001 M/0.008 M GdDTPA-AEP,1,CHEMBL622442,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7964,,Liver,,1,N,50597,2107.0,Biodistribution in rat liver in the presence of 0.01 M GdDTPA-BDP,1,CHEMBL622443,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7965,,Liver,,1,N,50597,2107.0,Biodistribution in rat liver in the presence of 0.01 M/0.01 M GdDTPA-AEP,1,CHEMBL622444,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7966,,Liver,,1,N,50597,2107.0,Biodistribution in rat liver in the presence of 0.05 M GdDTPA-BDP,1,CHEMBL622445,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7967,,Liver,,1,N,50597,2107.0,Biodistribution in rat liver in the presence of 0.05 M/0.05 M GdDTPA-AEP,1,CHEMBL622446,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7968,,Liver,,1,N,50597,2107.0,Biodistribution in rat liver in the presence of 0.05 M/0.08 M GdDTPA-HPDP,1,CHEMBL622447,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7969,,Liver,,1,N,50597,2107.0,Biodistribution in rat liver in the presence of 0.10 M GdDTPA-BDP,1,CHEMBL622448,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7970,,Liver,,1,N,50597,2107.0,Biodistribution in rat liver in the presence of 0.10 M/0.11 M GdDTPA-AEP; ND=No data,1,CHEMBL622449,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7971,,Liver,,1,N,50597,2107.0,Biodistribution in rat liver in the presence of 50 Gd/kg at 2 hr,1,CHEMBL622450,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7972,,Liver,,1,N,50597,2107.0,Biodistribution in rat liver in the presence of 50 Gd/kg at at 6 hr,1,CHEMBL622451,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7973,,Liver,,1,N,50597,2107.0,Biodistribution in rat liver in the presence of GdDTPA at 15 min,1,CHEMBL622452,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
