inventory_id,payment_date,payment_id,return_date,customer_id,pstaff_id,rental_date,rental_id,amount,rstaff_id
165,2005-08-22 23:26:32,4260,2005-08-30 20:22:32,156,1,2005-08-22 23:26:32,15408,6.99,1
140,2005-05-28 18:49:12,4262,2005-06-01 20:50:12,157,1,2005-05-28 18:49:12,642,4.99,2
3815,2005-07-07 22:51:04,4266,2005-07-14 23:15:04,157,2,2005-07-07 22:51:04,4435,3.99,2
3552,2005-07-29 11:55:01,4275,2005-08-03 08:41:01,157,2,2005-07-29 11:55:01,8576,4.99,2
2777,2005-07-30 13:48:17,4278,2005-07-31 13:57:17,157,2,2005-07-30 13:48:17,9237,2.99,2
4071,2005-07-30 14:51:36,4279,2005-08-02 10:06:36,157,2,2005-07-30 14:51:36,9264,4.99,1
1096,2005-08-01 00:45:27,4281,2005-08-04 22:45:27,157,1,2005-08-01 00:45:27,10203,4.99,2
2678,2005-08-20 01:11:12,4289,2005-08-26 23:07:12,157,1,2005-08-20 01:11:12,13481,6.99,2
3045,2005-05-26 13:46:59,4292,2005-05-27 09:58:59,158,2,2005-05-26 13:46:59,245,4.99,2
4371,2005-06-17 13:45:09,4296,2005-06-26 15:30:09,158,2,2005-06-17 13:45:09,2035,6.99,2
1063,2005-07-11 23:29:14,4301,2005-07-13 20:20:14,158,1,2005-07-11 23:29:14,6416,2.99,1
1220,2005-07-27 07:24:00,4303,2005-08-05 11:13:00,158,2,2005-07-27 07:24:00,7159,2.99,1
4254,2005-08-02 07:26:43,4311,2005-08-09 10:34:43,158,2,2005-08-02 07:26:43,11077,4.99,2
4192,2005-08-20 14:48:42,4318,2005-08-21 14:55:42,158,2,2005-08-20 14:48:42,13854,2.99,2
2520,2005-05-27 22:16:26,4324,2005-05-28 19:58:26,159,2,2005-05-27 22:16:26,475,2.99,1
1818,2005-05-28 07:35:37,4325,2005-06-02 09:08:37,159,2,2005-05-28 07:35:37,549,1.99,1
599,2005-05-28 14:04:50,4326,2005-06-03 18:00:50,159,1,2005-05-28 14:04:50,598,0.99,2
1381,2005-05-29 22:51:20,4327,2005-06-07 17:37:20,159,1,2005-05-29 22:51:20,832,3.99,2
4436,2005-06-16 12:40:28,4328,2005-06-22 13:41:28,159,1,2005-06-16 12:40:28,1695,0.99,1
4092,2005-07-06 20:11:10,4330,2005-07-14 14:42:10,159,2,2005-07-06 20:11:10,3914,5.99,2
3972,2005-07-12 20:56:04,4333,2005-07-15 19:21:04,159,2,2005-07-12 20:56:04,6885,4.99,2
3717,2005-07-29 08:28:50,4335,2005-07-30 13:40:50,159,1,2005-07-29 08:28:50,8470,0.99,2
3829,2005-07-31 14:55:11,4339,2005-08-02 13:58:11,159,1,2005-07-31 14:55:11,9917,4.99,2
1963,2005-07-08 21:05:44,4349,2005-07-17 21:33:44,160,1,2005-07-08 21:05:44,4908,5.99,2
248,2005-07-31 20:17:09,4356,2005-08-01 19:14:09,160,2,2005-07-31 20:17:09,10089,2.99,2
2174,2005-08-02 03:37:13,4359,2005-08-04 23:28:13,160,2,2005-08-02 03:37:13,10958,4.99,2
2629,2005-08-18 06:52:36,4364,2005-08-25 12:06:36,160,2,2005-08-18 06:52:36,12334,2.99,1
1667,2005-08-19 10:46:16,4366,2005-08-26 08:05:16,160,2,2005-08-19 10:46:16,13093,6.99,1
2627,2005-08-23 08:09:11,4369,2005-08-28 05:57:11,160,2,2005-08-23 08:09:11,15642,2.99,1
2690,2005-07-08 01:26:32,4383,2005-07-09 01:13:32,161,1,2005-07-08 01:26:32,4490,2.99,1
315,2005-07-29 20:05:04,4387,2005-07-31 14:32:04,161,2,2005-07-29 20:05:04,8774,4.99,1
2206,2005-07-30 21:08:32,4389,2005-08-02 00:43:32,161,2,2005-07-30 21:08:32,9421,0.99,1
1170,2005-08-02 00:18:07,4393,2005-08-10 06:16:07,161,1,2005-08-02 00:18:07,10863,6.99,2
3080,2005-08-22 07:54:58,4398,2005-08-24 12:46:58,161,1,2005-08-22 07:54:58,15000,0.99,2
3485,2005-08-22 09:53:23,4399,2005-08-26 10:09:23,161,2,2005-08-22 09:53:23,15045,5.99,2
601,2005-05-28 01:09:36,4403,2005-05-30 06:14:36,162,1,2005-05-28 01:09:36,501,4.99,2
1785,2005-07-30 11:30:37,4413,2005-08-08 17:13:37,162,2,2005-07-30 11:30:37,9167,4.99,1
1701,2005-07-31 08:37:07,4414,2005-08-09 06:09:07,162,1,2005-07-31 08:37:07,9726,7.99,1
2818,2005-07-31 10:00:00,4415,2005-08-01 08:57:00,162,1,2005-07-31 10:00:00,9775,0.99,2
542,2005-08-02 05:09:42,4417,2005-08-05 07:22:42,162,2,2005-08-02 05:09:42,11012,0.99,2
3558,2005-08-19 18:30:10,4418,2005-08-20 19:20:10,162,1,2005-08-19 18:30:10,13288,4.99,2
3368,2005-08-22 20:41:53,4420,2005-08-24 01:45:53,162,1,2005-08-22 20:41:53,15332,4.99,1
1290,2005-06-20 09:17:05,4426,2005-06-29 04:41:05,163,1,2005-06-20 09:17:05,2994,6.99,1
924,2005-07-12 18:44:04,4433,2005-07-16 21:39:04,163,1,2005-07-12 18:44:04,6831,1.99,2
1398,2005-07-27 12:54:39,4434,2005-07-31 09:26:39,163,1,2005-07-27 12:54:39,7303,1.99,2
4543,2005-07-28 16:39:43,4436,2005-08-02 20:00:43,163,2,2005-07-28 16:39:43,8040,0.99,2
1360,2005-07-29 06:26:39,4438,2005-08-02 05:37:39,163,2,2005-07-29 06:26:39,8403,4.99,1
2880,2005-08-01 02:24:09,4439,2005-08-02 02:31:09,163,2,2005-08-01 02:24:09,10245,0.99,1
759,2005-08-17 04:15:47,4440,2005-08-19 04:11:47,163,2,2005-08-17 04:15:47,11623,2.99,2
3238,2005-08-21 06:30:30,4445,2005-08-25 12:28:30,163,2,2005-08-21 06:30:30,14275,4.99,1
3802,2005-07-11 22:28:12,4457,2005-07-14 18:03:12,164,1,2005-07-11 22:28:12,6393,0.99,1
2195,2005-07-12 05:16:07,4458,2005-07-13 05:32:07,164,2,2005-07-12 05:16:07,6558,2.99,2
2852,2005-07-12 09:57:39,4459,2005-07-19 08:40:39,164,1,2005-07-12 09:57:39,6637,4.99,1
1339,2005-07-28 20:03:25,4463,2005-08-03 01:28:25,164,2,2005-07-28 20:03:25,8135,3.99,2
1890,2005-07-06 01:24:08,4470,2005-07-11 22:00:08,165,2,2005-07-06 01:24:08,3531,4.99,2
2287,2005-07-06 13:57:56,4471,2005-07-14 17:24:56,165,1,2005-07-06 13:57:56,3784,5.99,2
2079,2005-07-08 22:45:02,4473,2005-07-11 23:59:02,165,2,2005-07-08 22:45:02,4945,2.99,2
3097,2005-07-31 06:49:18,4481,2005-08-04 03:19:18,165,2,2005-07-31 06:49:18,9685,4.99,1
347,2005-08-01 13:08:27,4482,2005-08-02 10:30:27,165,1,2005-08-01 13:08:27,10565,4.99,1
2245,2005-08-18 18:21:06,4484,2005-08-24 14:26:06,165,2,2005-08-18 18:21:06,12643,4.99,1
331,2005-06-20 00:42:26,4491,2005-06-28 01:37:26,166,1,2005-06-20 00:42:26,2874,5.99,2
2215,2005-07-11 14:19:12,4501,2005-07-15 15:05:12,166,2,2005-07-11 14:19:12,6237,0.99,1
2460,2005-07-28 16:57:31,4504,2005-08-03 18:03:31,166,1,2005-07-28 16:57:31,8052,5.99,2
37,2005-08-01 08:17:11,4506,2005-08-10 10:08:11,166,2,2005-08-01 08:17:11,10422,7.99,2
3108,2005-08-19 06:38:18,4508,2005-08-20 08:29:18,166,1,2005-08-19 06:38:18,12968,4.99,1
1750,2005-07-09 09:59:52,4525,2005-07-18 13:01:52,167,1,2005-07-09 09:59:52,5178,4.99,2
563,2005-08-20 15:09:16,4542,2005-08-28 10:00:16,167,1,2005-08-20 15:09:16,13870,1.99,2
2799,2005-06-15 03:38:49,4550,2005-06-17 22:30:49,168,2,2005-06-15 03:38:49,1222,4.99,1
709,2005-07-29 10:21:00,4561,2005-08-05 16:05:00,168,1,2005-07-29 10:21:00,8527,1.99,2
3352,2005-07-31 14:12:36,4567,2005-08-08 08:59:36,168,2,2005-07-31 14:12:36,9899,4.99,1
1433,2005-08-20 03:29:28,4575,2005-08-23 22:53:28,168,2,2005-08-20 03:29:28,13532,4.99,2
473,2005-07-05 23:46:19,4586,2005-07-15 02:31:19,169,1,2005-07-05 23:46:19,3493,8.99,1
2506,2005-07-12 00:59:53,4590,2005-07-14 19:17:53,169,2,2005-07-12 00:59:53,6453,4.99,2
3974,2005-07-12 02:20:09,4591,2005-07-20 00:53:09,169,2,2005-07-12 02:20:09,6488,9.99,2
2733,2005-07-27 08:27:58,4592,2005-08-05 09:05:58,169,2,2005-07-27 08:27:58,7187,6.99,1
4273,2005-08-19 14:47:18,4598,2005-08-21 18:09:18,169,2,2005-08-19 14:47:18,13198,2.99,2
783,2005-08-22 00:52:01,4601,2005-08-23 03:28:01,169,2,2005-08-22 00:52:01,14805,4.99,2
1370,2005-08-23 09:33:22,4603,2005-08-31 13:29:22,169,2,2005-08-23 09:33:22,15680,4.99,2
4005,2005-05-26 08:33:10,4604,2005-05-28 14:09:10,170,1,2005-05-26 08:33:10,211,2.99,1
2310,2005-07-10 15:17:33,4616,2005-07-14 12:14:33,170,2,2005-07-10 15:17:33,5808,2.99,2
3299,2005-07-31 00:41:23,4618,2005-08-02 23:08:23,170,2,2005-07-31 00:41:23,9517,2.99,1
369,2005-08-23 04:27:06,4629,2005-09-01 06:07:06,170,1,2005-08-23 04:27:06,15549,7.99,1
3132,2005-07-06 06:03:55,4638,2005-07-11 09:25:55,171,1,2005-07-06 06:03:55,3621,0.99,2
1624,2005-07-11 00:54:56,4641,2005-07-13 22:52:56,171,1,2005-07-11 00:54:56,5986,4.99,2
3950,2005-07-30 08:14:29,4646,2005-08-03 11:12:29,171,2,2005-07-30 08:14:29,9084,5.99,2
1336,2005-08-19 18:35:32,4651,2005-08-22 00:27:32,171,2,2005-08-19 18:35:32,13292,0.99,1
4083,2005-08-21 06:22:18,4653,2005-08-27 08:04:18,171,1,2005-08-21 06:22:18,14270,1.99,1
2469,2005-05-27 19:13:15,4656,2005-06-04 01:08:15,172,2,2005-05-27 19:13:15,449,3.99,2
1686,2005-06-17 15:14:43,4660,2005-06-21 11:08:43,172,1,2005-06-17 15:14:43,2052,0.99,1
3734,2005-06-20 11:58:30,4661,2005-06-24 09:49:30,172,2,2005-06-20 11:58:30,3032,1.99,1
2376,2005-07-11 14:57:51,4665,2005-07-19 19:10:51,172,2,2005-07-11 14:57:51,6246,7.99,2
3420,2005-07-12 20:23:05,4667,2005-07-19 00:09:05,172,1,2005-07-12 20:23:05,6875,5.99,2
1699,2005-07-27 06:03:18,4668,2005-08-04 10:43:18,172,1,2005-07-27 06:03:18,7122,6.99,2
2959,2005-07-27 06:34:32,4669,2005-07-28 03:01:32,172,1,2005-07-27 06:34:32,7135,2.99,1
942,2005-07-27 11:15:01,4671,2005-07-28 09:42:01,172,2,2005-07-27 11:15:01,7261,2.99,2
2938,2005-05-28 11:15:48,4689,2005-06-02 09:59:48,173,2,2005-05-28 11:15:48,578,2.99,1
3318,2005-06-21 02:11:36,4694,2005-06-23 21:17:36,173,2,2005-06-21 02:11:36,3224,0.99,1
2122,2005-06-21 10:14:27,4695,2005-06-22 09:29:27,173,1,2005-06-21 10:14:27,3336,4.99,1
1521,2005-07-10 05:18:51,4702,2005-07-17 11:05:51,173,1,2005-07-10 05:18:51,5615,3.99,2
882,2005-07-28 01:27:33,4704,2005-07-31 22:58:33,173,1,2005-07-28 01:27:33,7644,0.99,2
3725,2005-08-01 05:32:13,4710,2005-08-08 09:48:13,173,1,2005-08-01 05:32:13,10351,5.99,1
2939,2005-08-17 21:50:39,4711,2005-08-21 02:59:39,173,2,2005-08-17 21:50:39,12073,2.99,1
3623,2005-08-18 04:54:20,4712,2005-08-23 05:28:20,173,1,2005-08-18 04:54:20,12282,6.99,2
728,2005-08-18 13:13:13,4713,2005-08-23 07:24:13,173,2,2005-08-18 13:13:13,12501,4.99,2
2146,2005-08-23 13:25:44,4716,2005-09-01 16:56:44,173,1,2005-08-23 13:25:44,15775,8.99,1
3353,2005-07-09 12:35:08,4743,2005-07-14 14:55:08,175,1,2005-07-09 12:35:08,5232,1.99,1
1003,2005-07-28 06:52:12,4746,2005-07-30 12:48:12,175,1,2005-07-28 06:52:12,7771,0.99,1
1756,2005-07-31 15:31:25,4751,2005-08-05 17:23:25,175,2,2005-07-31 15:31:25,9941,4.99,1
3459,2005-08-01 01:45:26,4752,2005-08-10 06:21:26,175,2,2005-08-01 01:45:26,10229,7.99,1
1607,2005-08-22 04:22:31,4760,2005-08-26 00:09:31,175,2,2005-08-22 04:22:31,14897,2.99,1
986,2006-02-14 15:16:03,4762,,175,2,2006-02-14 15:16:03,13161,0.0,1
2873,2005-05-26 03:17:42,4763,2005-05-29 04:11:42,176,1,2005-05-26 03:17:42,172,0.99,2
2223,2005-05-31 08:38:20,4767,2005-06-09 08:23:20,176,1,2005-05-31 08:38:20,1062,7.99,2
3203,2005-07-11 20:54:27,4780,2005-07-18 23:46:27,176,1,2005-07-11 20:54:27,6354,6.99,2
4122,2005-08-01 08:55:56,4789,2005-08-03 10:26:56,176,2,2005-08-01 08:55:56,10441,0.99,2
1077,2005-08-02 00:17:34,4790,2005-08-08 00:31:34,176,1,2005-08-02 00:17:34,10862,2.99,2
3221,2005-08-18 21:21:44,4793,2005-08-20 01:01:44,176,1,2005-08-18 21:21:44,12718,2.99,1
1823,2005-08-20 23:42:31,4796,2005-08-28 21:44:31,176,1,2005-08-20 23:42:31,14083,7.99,1
3439,2005-06-16 00:25:52,4801,2005-06-19 03:32:52,177,1,2005-06-16 00:25:52,1524,2.99,1
3677,2005-06-16 07:24:12,4802,2005-06-19 02:35:12,177,2,2005-06-16 07:24:12,1621,4.99,1
682,2005-07-28 02:54:30,4809,2005-08-05 23:09:30,177,2,2005-07-28 02:54:30,7674,1.99,1
3082,2005-08-01 18:44:36,4814,2005-08-03 13:17:36,177,1,2005-08-01 18:44:36,10710,0.99,1
1176,2005-08-21 00:21:29,4819,2005-08-22 04:01:29,177,2,2005-08-21 00:21:29,14093,0.99,1
95,2005-08-21 07:44:32,4820,2005-08-22 09:02:32,177,2,2005-08-21 07:44:32,14310,0.99,1
1946,2005-08-22 03:55:02,4822,2005-08-28 02:51:02,177,2,2005-08-22 03:55:02,14883,0.99,1
3546,2005-06-15 20:24:05,4824,2005-06-21 01:22:05,178,2,2005-06-15 20:24:05,1458,6.99,1
635,2005-06-16 03:14:01,4825,2005-06-19 21:17:01,178,2,2005-06-16 03:14:01,1568,2.99,2
3106,2005-06-20 02:38:06,4830,2005-06-29 08:18:06,178,1,2005-06-20 02:38:06,2898,9.99,2
4451,2005-07-09 05:59:47,4834,2005-07-18 05:34:47,178,1,2005-07-09 05:59:47,5094,10.99,2
2801,2005-07-11 00:44:36,4835,2005-07-15 00:04:36,178,1,2005-07-11 00:44:36,5984,2.99,1
2741,2005-07-12 05:07:26,4837,2005-07-21 06:06:26,178,1,2005-07-12 05:07:26,6554,5.99,2
1549,2005-07-28 13:43:20,4840,2005-08-02 12:13:20,178,1,2005-07-28 13:43:20,7959,4.99,2
2822,2005-07-28 17:23:46,4841,2005-07-30 16:19:46,178,2,2005-07-28 17:23:46,8069,0.99,1
1935,2005-07-31 13:45:32,4847,2005-08-07 17:12:32,178,2,2005-07-31 13:45:32,9879,4.99,1
15,2005-08-18 21:45:15,4855,2005-08-24 15:52:15,178,2,2005-08-18 21:45:15,12727,2.99,1
774,2005-06-15 08:41:13,4865,2005-06-23 13:13:13,179,2,2005-06-15 08:41:13,1286,7.99,2
2814,2005-07-06 16:37:58,4868,2005-07-09 19:54:58,179,1,2005-07-06 16:37:58,3844,0.99,2
834,2005-07-27 02:54:25,4873,2005-08-02 06:16:25,179,1,2005-07-27 02:54:25,7028,6.99,2
2661,2005-07-27 03:43:28,4874,2005-08-04 09:15:28,179,1,2005-07-27 03:43:28,7054,4.99,1
1637,2005-07-29 11:51:25,4876,2005-08-07 08:53:25,179,1,2005-07-29 11:51:25,8573,2.99,1
3624,2005-07-30 23:45:23,4878,2005-08-01 00:33:23,179,2,2005-07-30 23:45:23,9491,4.99,2
2445,2005-07-31 14:07:21,4879,2005-08-01 09:20:21,179,2,2005-07-31 14:07:21,9893,0.99,2
141,2005-07-31 22:36:00,4880,2005-08-02 00:03:00,179,1,2005-07-31 22:36:00,10156,4.99,2
928,2005-06-19 13:31:52,4892,2005-06-27 19:30:52,180,2,2005-06-19 13:31:52,2700,2.99,1
3897,2005-07-10 18:08:49,4898,2005-07-16 16:43:49,180,1,2005-07-10 18:08:49,5860,3.99,2
1978,2005-07-31 17:30:47,4903,2005-08-04 12:20:47,180,2,2005-07-31 17:30:47,9995,3.99,2
1876,2005-08-01 13:46:02,4904,2005-08-05 10:19:02,180,1,2005-08-01 13:46:02,10576,5.99,1
2053,2005-08-18 06:07:31,4906,2005-08-27 00:20:31,180,1,2005-08-18 06:07:31,12313,8.99,1
4337,2005-08-20 14:29:37,4908,2005-08-29 18:19:37,180,2,2005-08-20 14:29:37,13842,4.99,1
1139,2005-08-22 02:20:44,4911,2005-08-26 08:02:44,180,1,2005-08-22 02:20:44,14851,2.99,2
2799,2006-02-14 15:16:03,4913,,180,1,2006-02-14 15:16:03,12901,4.99,2
1905,2005-06-16 08:32:36,4915,2005-06-18 07:11:36,181,1,2005-06-16 08:32:36,1638,2.99,2
4087,2005-06-21 22:48:59,4918,2005-06-28 19:32:59,181,2,2005-06-21 22:48:59,3469,4.99,1
3930,2005-07-31 12:26:31,4930,2005-08-05 13:58:31,181,1,2005-07-31 12:26:31,9844,4.99,1
3769,2005-08-01 20:01:24,4934,2005-08-05 19:55:24,181,1,2005-08-01 20:01:24,10748,4.99,1
3854,2005-08-01 20:53:45,4935,2005-08-07 00:16:45,181,1,2005-08-01 20:53:45,10773,6.99,1
2504,2005-08-18 19:41:27,4939,2005-08-23 15:14:27,181,1,2005-08-18 19:41:27,12678,2.99,2
1554,2005-08-19 22:20:49,4942,2005-08-28 21:21:49,181,2,2005-08-19 22:20:49,13405,4.99,1
1105,2005-08-19 22:48:09,4943,2005-08-25 02:09:09,181,2,2005-08-19 22:48:09,13415,2.99,1
2941,2005-05-26 01:51:48,4948,2005-05-27 05:42:48,182,2,2005-05-26 01:51:48,161,0.99,1
1518,2005-05-27 15:51:30,4949,2005-06-03 16:52:30,182,2,2005-05-27 15:51:30,425,3.99,2
1714,2005-06-16 01:20:05,4950,2005-06-22 03:59:05,182,2,2005-06-16 01:20:05,1542,3.99,1
3430,2005-07-07 19:02:37,4957,2005-07-09 17:25:37,182,1,2005-07-07 19:02:37,4349,0.99,2
549,2005-07-08 16:09:56,4960,2005-07-09 20:35:56,182,2,2005-07-08 16:09:56,4784,0.99,1
2760,2005-08-17 10:54:46,4967,2005-08-23 14:15:46,182,2,2005-08-17 10:54:46,11785,3.99,2
1416,2005-08-18 15:32:57,4968,2005-08-21 18:29:57,182,1,2005-08-18 15:32:57,12573,4.99,2
3797,2005-08-22 09:49:32,4973,2005-08-28 13:50:32,182,1,2005-08-22 09:49:32,15043,1.99,1
4358,2005-05-27 10:12:00,4974,2005-05-31 15:03:00,183,1,2005-05-27 10:12:00,382,0.99,1
1373,2005-06-21 14:02:59,4978,2005-06-29 18:11:59,183,1,2005-06-21 14:02:59,3381,5.99,2
304,2005-07-07 09:04:26,4981,2005-07-08 09:55:26,183,2,2005-07-07 09:04:26,4157,2.99,1
3780,2005-07-12 01:33:25,4984,2005-07-15 20:26:25,183,1,2005-07-12 01:33:25,6472,4.99,1
4394,2005-07-31 06:34:06,4987,2005-08-08 10:29:06,183,2,2005-07-31 06:34:06,9672,5.99,2
1254,2005-07-31 11:34:32,4988,2005-08-04 08:20:32,183,1,2005-07-31 11:34:32,9818,4.99,1
3455,2005-07-31 15:18:19,4989,2005-08-04 14:23:19,183,2,2005-07-31 15:18:19,9931,2.99,2
519,2005-08-02 18:24:03,4991,2005-08-06 21:22:03,183,2,2005-08-02 18:24:03,11386,2.99,1
3308,2005-05-28 09:56:20,4999,2005-06-01 06:41:20,184,1,2005-05-28 09:56:20,567,1.99,2
3631,2005-06-17 09:38:08,5000,2005-06-23 07:23:08,184,2,2005-06-17 09:38:08,1976,2.99,2
539,2005-07-07 17:38:31,5002,2005-07-09 20:24:31,184,1,2005-07-07 17:38:31,4314,0.99,1
4540,2005-07-08 19:42:03,5003,2005-07-16 22:24:03,184,2,2005-07-08 19:42:03,4882,6.99,1
114,2005-08-18 13:57:58,5013,2005-08-24 14:58:58,184,1,2005-08-18 13:57:58,12532,2.99,2
4483,2005-08-19 17:20:15,5015,2005-08-26 18:28:15,184,1,2005-08-19 17:20:15,13262,5.99,2
1720,2005-06-21 08:51:44,5025,2005-06-27 06:16:44,185,1,2005-06-21 08:51:44,3325,4.99,1
2714,2005-07-11 07:05:06,5029,2005-07-20 09:27:06,185,2,2005-07-11 07:05:06,6106,2.99,1
74,2005-07-27 00:15:18,5031,2005-07-28 04:30:18,185,1,2005-07-27 00:15:18,6965,2.99,2
1862,2005-07-27 03:53:52,5032,2005-08-05 03:32:52,185,1,2005-07-27 03:53:52,7066,4.99,1
353,2005-07-28 23:10:46,5033,2005-07-29 18:35:46,185,1,2005-07-28 23:10:46,8200,2.99,1
2673,2005-08-02 17:37:43,5038,2005-08-05 19:59:43,185,2,2005-08-02 17:37:43,11355,0.99,1
636,2005-08-18 19:24:56,5040,2005-08-26 22:16:56,185,1,2005-08-18 19:24:56,12674,5.99,2
2636,2005-06-17 21:05:06,5048,2005-06-20 18:10:06,186,2,2005-06-17 21:05:06,2132,4.99,1
4098,2005-06-20 12:32:30,5050,2005-06-21 07:38:30,186,1,2005-06-20 12:32:30,3039,4.99,1
2669,2005-07-30 00:13:54,5055,2005-08-01 18:34:54,186,2,2005-07-30 00:13:54,8872,0.99,1
4299,2005-07-30 16:35:59,5056,2005-08-03 18:31:59,186,2,2005-07-30 16:35:59,9303,2.99,1
3358,2005-07-31 20:49:14,5058,2005-08-05 01:11:14,186,1,2005-07-31 20:49:14,10104,1.99,2
118,2005-08-17 18:13:07,5060,2005-08-18 19:06:07,186,1,2005-08-17 18:13:07,11982,0.99,1
2869,2005-08-22 08:00:49,5070,2005-08-27 05:53:49,186,2,2005-08-22 08:00:49,15001,0.99,2
3834,2005-08-23 06:19:51,5072,2005-08-25 03:32:51,186,1,2005-08-23 06:19:51,15596,0.99,1
3763,2006-02-14 15:16:03,5073,,186,1,2006-02-14 15:16:03,14216,2.99,1
1203,2005-05-26 14:39:53,5074,2005-06-02 14:48:53,187,1,2005-05-26 14:39:53,252,7.99,1
3798,2005-06-16 05:14:37,5077,2005-06-20 10:52:37,187,2,2005-06-16 05:14:37,1592,0.99,2
596,2005-06-21 15:54:37,5081,2005-06-30 13:43:37,187,1,2005-06-21 15:54:37,3402,2.99,1
1340,2005-07-11 04:03:40,5087,2005-07-17 01:34:40,187,1,2005-07-11 04:03:40,6057,3.99,2
2157,2005-07-27 12:26:51,5089,2005-08-02 18:20:51,187,2,2005-07-27 12:26:51,7289,4.99,2
2040,2005-07-28 13:56:51,5091,2005-08-03 19:38:51,187,2,2005-07-28 13:56:51,7967,7.99,1
3091,2005-08-17 13:14:50,5093,2005-08-22 11:31:50,187,1,2005-08-17 13:14:50,11843,2.99,2
2906,2005-07-06 16:47:32,5106,2005-07-14 15:00:32,188,2,2005-07-06 16:47:32,3848,3.99,1
4424,2005-07-07 08:43:22,5107,2005-07-08 05:21:22,188,2,2005-07-07 08:43:22,4150,2.99,2
2905,2005-07-09 18:08:28,5108,2005-07-14 14:11:28,188,2,2005-07-09 18:08:28,5356,2.99,2
1282,2005-07-12 05:08:16,5110,2005-07-14 04:09:16,188,2,2005-07-12 05:08:16,6555,4.99,1
1531,2005-08-01 09:13:27,5114,2005-08-08 11:34:27,188,2,2005-08-01 09:13:27,10453,5.99,2
847,2005-08-01 10:45:21,5115,2005-08-02 12:34:21,188,1,2005-08-01 10:45:21,10494,0.99,1
3861,2005-08-01 19:00:28,5116,2005-08-07 17:04:28,188,2,2005-08-01 19:00:28,10719,4.99,1
2144,2006-02-14 15:16:03,5126,,188,1,2006-02-14 15:16:03,14503,2.99,1
1911,2005-06-16 01:15:59,5128,2005-06-22 21:26:59,189,1,2005-06-16 01:15:59,1541,0.99,2
4018,2005-06-16 22:49:08,5129,2005-06-22 21:08:08,189,1,2005-06-16 22:49:08,1834,0.99,1
1573,2005-07-06 12:56:31,5133,2005-07-09 14:49:31,189,1,2005-07-06 12:56:31,3763,0.99,1
153,2005-07-28 02:55:20,5138,2005-07-31 05:27:20,189,1,2005-07-28 02:55:20,7675,4.99,1
4296,2005-06-15 10:39:05,5151,2005-06-18 05:25:05,190,1,2005-06-15 10:39:05,1319,2.99,1
2803,2005-06-17 15:31:58,5153,2005-06-25 09:39:58,190,1,2005-06-17 15:31:58,2057,4.99,1
3677,2005-07-07 00:22:26,5156,2005-07-15 04:34:26,190,2,2005-07-07 00:22:26,4005,5.99,2
568,2005-07-27 08:03:22,5159,2005-08-01 02:47:22,190,1,2005-07-27 08:03:22,7175,4.99,2
143,2005-05-31 19:14:15,5176,2005-06-02 17:13:15,191,1,2005-05-31 19:14:15,1134,2.99,2
2366,2005-06-17 15:10:16,5182,2005-06-19 20:45:16,191,1,2005-06-17 15:10:16,2051,4.99,1
629,2005-07-10 21:41:23,5186,2005-07-16 21:33:23,191,1,2005-07-10 21:41:23,5924,5.99,1
3496,2005-07-27 18:18:35,5188,2005-08-04 15:18:35,191,1,2005-07-27 18:18:35,7450,3.99,1
2744,2005-05-30 08:50:43,5196,2005-06-05 10:58:43,192,1,2005-05-30 08:50:43,895,1.99,1
2173,2005-07-08 00:18:32,5199,2005-07-12 21:17:32,192,1,2005-07-08 00:18:32,4469,4.99,2
3754,2005-07-11 13:27:09,5201,2005-07-12 14:02:09,192,2,2005-07-11 13:27:09,6223,0.99,1
561,2005-08-01 02:08:05,5208,2005-08-02 01:52:05,192,2,2005-08-01 02:08:05,10238,0.99,1
2478,2005-08-02 18:23:11,5210,2005-08-06 12:37:11,192,1,2005-08-02 18:23:11,11385,4.99,1
3660,2005-08-21 10:43:04,5215,2005-08-30 10:00:04,192,1,2005-08-21 10:43:04,14404,4.99,1
1857,2006-02-14 15:16:03,5218,,192,1,2006-02-14 15:16:03,11611,4.99,2
3969,2005-06-21 07:08:19,5226,2005-06-28 11:53:19,193,1,2005-06-21 07:08:19,3297,8.99,2
1859,2005-07-28 23:34:22,5228,2005-08-04 21:18:22,193,1,2005-07-28 23:34:22,8211,2.99,1
3907,2005-07-29 05:29:40,5229,2005-08-06 05:56:40,193,1,2005-07-29 05:29:40,8379,4.99,2
2143,2005-07-30 08:02:00,5231,2005-07-31 04:02:00,193,1,2005-07-30 08:02:00,9079,2.99,2
3971,2005-07-31 02:51:53,5232,2005-08-03 20:54:53,193,1,2005-07-31 02:51:53,9575,4.99,2
2557,2005-08-18 08:36:58,5234,2005-08-23 05:08:58,193,2,2005-08-18 08:36:58,12384,0.99,1
1520,2005-08-21 20:14:58,5238,2005-08-23 23:39:58,193,1,2005-08-21 20:14:58,14679,2.99,1
952,2005-08-22 05:31:53,5239,2005-08-27 07:04:53,193,1,2005-08-22 05:31:53,14927,4.99,1
3560,2005-08-22 21:01:48,5241,2005-08-27 15:47:48,193,2,2005-08-22 21:01:48,15344,6.99,1
3973,2005-05-27 03:03:07,5244,2005-05-29 03:54:07,194,2,2005-05-27 03:03:07,334,4.99,1
4516,2005-06-18 12:12:29,5248,2005-06-23 14:03:29,194,1,2005-06-18 12:12:29,2347,2.99,1
