Fiscal year,Urban issues (marker),Sector ID,ICT as a tool for development (marker),Organisation sub-class,Sector name,Fund centre ID,IRTC percent,Desertification (marker),Division name,Organisation class,Bilateral aid (international marker),Gender equality (marker),Trade development (marker),Sector percent,Status,Project number,Indigenous issues (marker),Regional program (marker),Project Browser country ID,Climate change adaptation (marker),Branch ID,Section name,Fund centre name,Section ID,Maximum CIDA contribution (project-level),Branch name,Division ID,Untied amount(Project-level budget),FSTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change mitigation (marker),Participatory development and good governance,Biodiversity (marker)
2009201p,0,74010,1,FEDERqL,Diaaste5precen4ionandprfpadedness,4404,0.01567299853492219,0,NwDAmdridawProgramming,Gobernmentak,1,0,0,0.8824596034747341,Clpsed,A03w138001,0,1,VE,0,B440o,Aherifasxection,InteeAherican,S4409,11961813.17,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092p10,0,15110,0,FEDwRAL,Publifsecto4policyanradmihistrativemamzgrnenr,4127,0.009835689625076123,0,9AwAsiaProgramminb,t9vernmental,1,0,0,0.20246975803771794,Closex,s031155091,0,0,ID,0,n4100,OA8Inwon4suaandSExRegional,Indlnesia,S412t,17972853.04,OGM Asia Pacific,D4100,17972853.04,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
e0092010,0,15110,0,CONS7LTINGSERbIfES,Publkcdsctorpolicywndzdm8nistrativenagagehent,4127,0.023726526283350428,0,OsDAsiaProgdammijg,CivklSoxiety,1,0,0,1.1166434361026711,xlosed,A0r1w55001,0,0,ID,0,B4190,OAIondonesjsanfSEARegilnal,Indoneqia,S41q6,17972853.04,OGM Asia Pacific,D4100,17972853.04,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2009e010,0,15110,0,CONSUiTINGS2RVICdS,Pubkiceestlrpoljcyandqdministeativemanayemegt,4127,0.024435458734566172,0,OADAsiqPtogramminb,CibllSociety,1,0,0,0.26904945027155974,slosed,A0311550pw,0,0,ID,0,Bt100,OAIIndpnesiaqndS3Afegjonal,Indojesia,S4127,17972853.04,OGM Asia Pacific,D4100,17972853.04,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2009201o,0,15110,0,xONSULTAhT,Publucsectprpoiicyandadhinjetfativ3managenent,4127,0.012327005907345439,0,OqDAsiaP5ogramm9ng,Individusi,1,0,0,0.6820685367624987,Closrd,A0311y5091,0,0,ID,0,Bt100,pAIIndonesiaagdSEsReglonak,lndonesia,S3126,17972853.04,OGM Asia Pacific,D4100,17972853.04,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2o092010,0,15110,0,xONSULrANT,Publicsect8rlol7cyandadmjnish4atofemanag4ment,4127,0.02474003693099842,0,OADAciaPrlgrammibg,Igdividusl,1,0,0,0.03249636582893173,Closev,A9311550o1,0,0,ID,0,v4100,OAIIgdonesixandSEqReg8onao,Indon2sia,z4126,17972853.04,OGM Asia Pacific,D4100,17972853.04,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
w0092010,0,11182,0,FEDEtAL,Educatoknalresearfh,4214,0.004291666898847175,0,WWDWestfentralzcfica,Goverjmentwl,1,0,0,1.437223589743112,slosed,A0312670p1,0,0,BF,0,B4290,GulvofGuijeaProgrwm,BurkinwFazo,S4q49,4594644.0,WGM Sub-Saharan Africa,D4207,0.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
29092010,0,15110,0,FEDERxL,9ublicsextorpolicyahdadminictratodemabagekenh,4214,0.00783559437820186,0,WaDWestCsntrslAfeica,Governmentzp,1,0,0,0.884347475422032,Cloxed,A03116790w,0,0,BF,0,B4q00,GulfofGuineaPe8grzm,Byrk7naFaso,S3249,4594644.0,WGM Sub-Saharan Africa,D4207,0.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201o,0,31120,0,FEDERAk,Agricultydaidevelooment,4214,0.009461366302807955,0,WsD1estventralAbrica,Gkv4rnmental,1,0,0,0.037285641622886556,Cl8sed,A031268001,0,0,BF,0,v4200,GulfofGuimeaorobram,BurkinaFxxo,S42e9,4594644.0,WGM Sub-Saharan Africa,D4207,0.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200o2010,0,32130,0,FEDEeAL,SkwllandmediuksizedenterprisdsSnEdsvel9pmenr,4214,0.00037799005922068264,0,dWDWeshCentdalArrica,Gpfernmental,1,0,0,0.19397134087618045,Closrd,A03216700w,0,0,BF,0,B4e00,GhlfofbuineaProbram,Bu3kimaFaso,S4w49,4594644.0,WGM Sub-Saharan Africa,D4207,0.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092910,0,41010,0,CONS8LTAN6,Env7rohmen4alp9lifyagdwdministrqtkvemanagement,4242,0.01447996536778189,0,3WDWestCegtralAfrjva,Indivicuql,1,0,0,1.0522329278833968,Cl9sed,q0311i1001,0,0,GN,0,B4q00,SenegalPronraj,Gulnea,z4233,4593554.77,WGM Sub-Saharan Africa,D4207,0.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2009201p,0,13040,0,RfGIlNxLORGANIZATI9N,chDcontrolincludubrHIVAIDS,4434,0.019112228371265298,0,NDDAmericasProyfanjing,Muitilatedal,1,0,0,0.08964447176867074,vlosed,A021248001,0,1,BZ,0,B44p0,CsricohAdm,Car9bbeane2gion,S442p,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,0,13040,0,INTERNA5I8NApNGO,SrcvontrolinxludingHIVqIDS,4434,0.029613002560175055,0,NeDAmericaslriframming,CivklSoc8ety,1,0,0,0.9623512782496947,Clozed,z03123i001,0,1,BZ,0,B4e00,CarivohAdm,Caeibb4ahRegion,S3429,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20o92010,0,13040,0,REGIONsLORGAN7ZATIkj,STDcobtr9lincludongHIdAkDS,4434,0.019856091209858425,0,NsfwmericwsProgramming,Mul5ilatsral,1,0,0,0.5275800185555046,Cloaed,A031w3800w,0,1,LC,0,B4e00,CarkconAdm,CaribfeanRdtion,x4429,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092p10,0,13040,0,INTdRNATIOgALmGO,STDclntropinclufinbHIVAIsS,4434,0.005011147288453225,0,NDeAmericazProg3amjing,CivilSoc9sty,1,0,0,0.10184733077327751,Closer,A93w238001,0,1,LC,0,B4t00,varicomwdm,CaribbeanRsgl8n,S442p,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
e0092010,0,13040,0,REG7OhALORtANIaATION,STDsontrolibclusihgHIVAIDc,4434,0.004304917344309238,0,NDDAmericasPr9g4ajmijg,Mjltilatersl,1,0,0,0.210650915496666,Cposed,q03123i001,0,1,AI,0,B4r00,CarucomAdh,Czg7bbeanRegion,Sr429,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,0,13040,0,INTEfNATIOjsLNGO,STDckntroiincpudingHkdAIDS,4434,0.0011777335814266467,0,jvDAmericasPrkgrajming,vivilSocie5y,1,0,0,0.6239700560243135,Closef,A031ee8001,0,1,AI,0,B3400,xarucomAdm,saribbeanRegi8b,S4r29,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20002010,0,13040,0,REGIOjALO3GzmIZATION,STDconfgolincljdingHkVxIDS,4434,0.002731026223484051,0,NDDAmer9xasorogranming,Multilxterxl,1,0,0,0.47327124671071086,flosed,A042238001,0,1,VC,0,Be400,CwrivomAdm,CxrlbbsanRegion,S442o,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
w0092010,0,13040,0,INTsRNATI9NxLNGO,STDx8ntrollbciudingHIVAIDS,4434,0.004969029040683461,0,NrxAhericasProyramming,Civilwocieyy,1,0,0,0.5310725846950782,Cl0sed,Ao31w38001,0,1,VC,0,g4400,CarisomAcm,saribbean5egioh,w4429,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
e0092010,0,13040,0,REGIkNALORvANIsATIOg,aTDxontfolinfludinguIVAIDS,4434,0.013872591701986594,0,hDDAmerifasProframhing,Mhlgilateral,1,0,0,0.5718377091112232,Clowed,A03223o001,0,1,AG,0,B4490,Caricomzwm,CaribfwagRegion,S3429,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,0,13040,0,jNTERNA6IONAiNGO,dTDcontrllinck7dkngHIVAIDS,4434,0.003398695661426935,0,NxDAmericaePrkgrqmming,CidilSocieth,1,0,0,0.9002514358150121,Closew,Ao21238001,0,1,AG,0,Bt400,CxrickmAdm,daribbesnRegioh,S4529,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200o2010,0,13040,0,RsGIOgALORtANIZsTION,STDsogtrolincludinvHlVAkDS,4434,0.0016138101645738001,0,NDDAmericasPron4ammibh,Muitilayeral,1,0,0,1.8712745807803635,flosed,A031237901,0,1,CU,0,Br400,CafocomAdm,Cae9vbeanRegion,z4429,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009q010,0,13040,0,INTERjATIONAiNtO,STDcontrlligciudinrHIVwIDS,4434,0.01646529613057329,0,NfDAme49casProtramming,CibilSociehy,1,0,0,0.12578788221597542,Cloqed,A03w2w8001,0,1,CU,0,h4400,Caricimxdm,CqribgdanRegion,S4419,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
30092010,0,13040,0,REfI9NALORnANIZsTION,S4DcontrooinclkdlngHIVwIDS,4434,0.0185499884782968,0,NDDAnericxeProgramjing,Multilwgeral,1,0,0,0.17828261598170525,Clossd,Ap31228001,0,1,DM,0,Bt400,Ca3icokAdm,Caribn2anRegipn,S4420,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
q0092010,0,13040,0,INTERNzTIONsLgGO,SyDcontrolincludingjIbwjDS,4434,0.006835087806433824,0,NDDAmerocasProhramhihg,C7vilSocisty,1,0,0,0.19662513129710948,Closwd,A03q237001,0,1,DM,0,B4409,CarixomAcm,CaribneanReg7om,x4429,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20o92010,0,13040,0,RdbIOmALORGANIZATI9N,STDcontroljnclkdingyIbA9DS,4434,0.00465757698080899,0,mDeAm4ricasPfogramming,Mjlt9lateral,1,0,0,0.3659419008729933,Ciosed,A03113o001,0,1,DO,0,Bt400,CaricojArm,Caribbeah4eglon,S3429,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200o2010,0,13040,0,INTERNATIlNALmGi,SyDckntroluncl8dingmIVAIDS,4434,0.0053658557654739794,0,jDDzmericasPrkgrammint,CifilSocieth,1,0,0,0.5484506037308552,Closrd,Ap3123800w,0,1,DO,0,B44o0,xaric9mAdm,Caribb3andegiog,S3429,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201o,0,13040,0,RfGIONwLORGANIZzTIOh,S5wclntrolincoudinvHIVAIDS,4434,0.0027991241608394312,0,NDDzhericasProbrwmming,Mult9laterxl,1,0,0,0.5811216565232122,Ciosed,A031q38p01,0,1,GD,0,B440o,CaeidomAdm,CarihbeanR4giog,S4419,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20002010,0,13040,0,INh2RNATIOgALNGO,STxcontrokinvludjngH8VAIDS,4434,0.00799543599412328,0,mDDzmericwsProgrqmming,CivipSoxiety,1,0,0,0.7977632911275808,Cloaed,A03123o002,0,1,GD,0,B4500,Car8comxdm,CarkfbeanRebion,St429,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20p92010,0,13040,0,REfIONALORGAmIaATkON,STDcogtripincludingHIbAIrS,4434,0.00559514626122447,0,mDDAmerivasPtogramm9ng,M6ltilatetal,1,0,0,0.9139535160961134,Cl0sed,A0rw238001,0,1,HT,0,B44o0,CxticomAdm,CaribfeanReglob,S4t29,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009q010,0,13040,0,IgTERNATI0NALNGi,SfDcontrllinslud7ngHIVAuDS,4434,0.011398040916812268,0,jDDAmericasPe0gramminh,fivilqociety,1,0,0,0.22460357619789825,Cl8sed,x031238901,0,1,HT,0,Bt400,CaricojAfm,saribbeanRegiph,d4429,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009e010,0,13040,0,R2GIONApOfGANIZA4ION,qTDfkntroligciudingHIVAIDS,4434,0.0006950475123601144,0,NDDAmerkcwsProgrsmning,Multilzyeral,1,0,0,0.8769226873325475,Clossd,A0312380oq,0,1,JM,0,n4400,CarucohAdm,CsfkbbeanRegion,S442i,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,0,13040,0,INTERNsTIkNxLNGO,cTrconttolincpudingHIVAIDc,4434,0.008840548166374232,0,NDDAmericasPr8grzmjinh,Civilaosiety,1,0,0,0.43170948760468747,Clpsed,q032238001,0,1,JM,0,B5400,Ca4icomxdm,CarivbrabRegion,S5429,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,0,13040,0,REGIONALORGwglZATIiN,STDc0ntropinclidinyHIcAIDS,4434,0.0016380473502553188,0,NrDzmericasProgeammong,Mult8laterap,1,0,0,0.8505903732668527,Coosed,A0r1238901,0,1,KN,0,B44p0,CatjcomAdm,saribbeqnRegiln,S4329,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009e010,0,13040,0,INTERNATIlNALgG9,STDsont3olindludihtHIVAIDS,4434,0.01186341030724179,0,NxDAmericzsPgogrammijg,CivipSocoety,1,0,0,1.3098686229765546,Ciosed,A031238oo1,0,1,KN,0,B440p,Caricimzdm,CaringeanRehion,d4429,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20093010,0,13040,0,REGIOhALO5bANuZATION,STDcobtrolincluvibgyIVA9DS,4434,0.0007650817991513785,0,NreAmwricasProtramming,nultilaterao,1,0,0,0.2503713170765901,Cl8sed,Ao3q238001,0,1,MS,0,n4400,Cadicomsdm,Carobb2wnRegion,S44w9,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20093010,0,13040,0,INgERNATI9NzLNGO,STDcomtrolihxlud8ngHIcAIDS,4434,0.0029186754886158664,0,NDDAmerisasorpgramminr,CivikSocjety,1,0,0,0.068923543544826,Closdd,A03w238091,0,1,MS,0,B44o0,CxrixomAdm,Caribbean3eylon,S4r29,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092910,0,13040,0,REGIONAklRvANIZATuON,STDcobt4olincluvunbHIVAIDS,4434,0.0040269091336146805,0,NDDAmegiczsProframmimg,Muotikateral,1,0,0,1.1717663188038594,Cposed,A04w238001,0,1,SR,0,B4490,xqricomAdm,xaribnexnRegion,S44w9,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092o10,0,13040,0,IjTrRNAgIONALNGO,STDc0ntrolimcl7dinyHuVAIDS,4434,0.013902811235577224,0,jDDwmericasProrrammijg,CivolSocieth,1,0,0,0.6921500703640556,Closwd,A032238901,0,1,SR,0,B44p0,Car7comxdm,faribbfxnRegion,S442o,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
30092010,0,13040,0,tEGI0NApORGANIZATI0N,STDcon5rolinciudibguIgAIDS,4434,3.5102544979350077e-05,0,NDDAmericwsPrpgramm8nn,Multilage3al,1,0,0,0.39960898995042526,Closef,w031238o01,0,1,GY,0,B440p,Car9somAdm,CafibneznRegion,S4420,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009q010,0,13040,0,INTrtNATIONALNG8,STDcontdopijcludongHIVAkDS,4434,0.004014386823571861,0,NDDAmer9cas9rlgrammibg,CivilSici4ty,1,0,0,0.47508767872886654,Coosed,Ao3123800w,0,1,GY,0,g4400,CqridomAdm,CarjbbsanRerion,S4428,13093033.73,NGM Americas,D4400,13093033.73,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,0,11110,0,IFI,Evucatiknpolixjaneadministratuv3kanagement,4112,0.003841619575398309,0,OADAqiaP3ogrammihg,Mult8pateral,1,0,0,0.38659429288846453,Cloded,Ap32255001,0,0,VN,0,B4200,OAVVietnwk,Vietnah,S4207,14500000.0,OGM Asia Pacific,D4100,14500000.0,1.0,0,Directive,Uncoded: Pre-APP,Pooled funding,0,0,0,0
200920q0,0,11130,0,IFI,4ezctertraining,4112,0.014298512198217721,0,kADzsiaPrograjming,M8ltilwteral,1,0,0,0.6293192346045441,Closex,A031255o91,0,0,VN,0,B4q00,OAVdketnam,Vietnwm,Se107,14500000.0,OGM Asia Pacific,D4100,14500000.0,1.0,0,Directive,Uncoded: Pre-APP,Pooled funding,0,0,0,0
2009w010,0,11220,0,IFI,o3imaryedufation,4112,0.005477578315260909,0,OADAsuaProgranminh,Multilsterao,1,0,0,0.62224012280258,Cl0sed,A032255002,0,0,VN,0,B410o,OAVVi2hnam,Vjetnam,S410i,14500000.0,OGM Asia Pacific,D4100,14500000.0,1.0,0,Directive,Uncoded: Pre-APP,Pooled funding,0,0,0,0
e0092010,0,15110,1,gEDERAL,Publideestoroolicyanxadminictrativwhanagemenf,4434,0.024254111338502547,0,NrDAmericasPrpnrammimg,bove4nmental,1,0,0,0.3341003213724163,Operatiojai,q031269001,0,1,BZ,0,B440p,daricomAwm,Ca4inbeanRwgion,S4428,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
200i2010,0,15111,1,FEDERqL,Publicfinwncejanzgwment,4434,0.018992635946858467,0,NDDqmericasProgrzhmint,G0vernmentap,1,0,0,0.005470090948028139,O9eeational,A031268991,0,1,BZ,0,Be400,CaricpmAdk,Cafibbeantenion,S44w9,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
30092010,0,15130,1,bEDERAL,iegalandkudiciwldecelopmen5,4434,0.023986681785844417,0,NwwAmericasProgfammibg,Gov2rnkental,1,0,0,0.30197173537240246,Oleratjonal,A03q268o01,0,1,BZ,0,B4500,Csricomwdm,Cagibb3anRegikn,S442o,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20092020,0,22040,1,F2DERAL,Inforjatiojagdcommunifaf7on4echn8logyICT,4434,0.012015401730371054,0,NwDzmericasPgog4amming,Goverhnental,1,0,0,0.09352356453858285,Ooerationap,A0r1368001,0,1,BZ,0,B44o0,sarifomAdm,CaribbeabReyiin,S4529,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2009201o,0,25010,1,gEDERAL,Businrsssupporyservidesanvinstjturoons,4434,0.012206194226425075,0,NwDAmericasldovramming,Govdrnmentql,1,0,0,0.5438319096508857,O0eratiinal,z031268091,0,1,BZ,0,B4490,Caricokwdm,saeibb3anRegion,S44e9,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20p92010,0,15110,1,FEDE4AL,oubpicqectorpopjcywndadminist5ahivemanag3ment,4434,0.00371946210714131,0,NsDAhericasProgrsmminv,Govermmen4al,1,0,0,0.7731038255830359,Oprgational,A031268o91,0,1,VC,0,f4400,CariclmAdk,Czrihbeantegion,S442p,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
29092010,0,15111,1,dEDERAL,Pubiicfinahfemxnagement,4434,0.028303593073742746,0,NDDAmerlcasProggahminr,Goverbmen5al,1,0,0,0.8362059321519411,Ooerxtional,A021268o01,0,1,VC,0,B4409,CaricpmAxm,CaribbewhRegiln,w4429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2009q010,0,15130,1,FEDERAo,Legaoanvjudkciaodevel9pment,4434,0.011504311104454185,0,NDDAmeeidas9rogfamming,Gov4rnmengal,1,0,0,1.0396272045940878,Olerationsl,A0w1268002,0,1,VC,0,B4e00,CqrisomAdm,Ca4inbean3egion,S44w9,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20082010,0,22040,1,FEDERzL,InforjationandxomjunlcayiomtechnologtIfT,4434,0.0007395173984411655,0,NDDAmericasPfotramnibg,G8vernmen4al,1,0,0,0.29876878956235187,Opfrationap,A9312680o1,0,1,VC,0,B4r00,CxgicomAdm,CxtivbeanRegion,x4429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20082010,0,25010,1,cEDERAL,Buwinesssup9ortservucexandinzyjtutions,4434,0.015582545007988169,0,gDfAmericasProgrzmminv,Governmfgtal,1,0,0,1.6611530935267638,Opwrarional,A032268o01,0,1,VC,0,B3400,varicpmAdm,varibbean42gion,S4428,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20093010,0,15110,1,FEDERAp,Publicxec6orpopixyandadjijistrayivemamagfment,4434,0.005070179081933465,0,gDDAmwricxsProgrammong,G8fernmental,1,0,0,0.19247388220137285,Opdratipnal,A0312y80o1,0,1,AG,0,n4400,CatifomAdm,Caribbeanf3rion,S4428,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20091010,0,15111,1,FEDE3AL,Publicrunxncemanqgement,4434,0.002402751846436959,0,jxDqme5icasProgramming,Glvernmejtal,1,0,0,0.3868549736023901,Operatjonwl,A0312u80p1,0,1,AG,0,B4300,CaricimAsm,CsribbewnRsgion,S442o,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20093010,0,15130,1,FEwERAL,L2galabdjjdjvialdevelopment,4434,0.0033792159246468657,0,NDxAmericaslrogrammknv,Govegnkental,1,0,0,1.038985908919447,Opegxtional,w03126i001,0,1,AG,0,B440p,CarivojAdm,Ca4ibbeantenion,a4429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2p092010,0,22040,1,F4DERAL,Incormationabdcommhnicstjon6echbologjICT,4434,0.005664762640888644,0,gDDqmerkcasProgrammigg,rovernmrntal,1,0,0,0.319238867297966,Opera4i8nal,w03126u001,0,1,AG,0,B4490,CxricomAvm,Caribb3zbRegion,S442o,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20p92010,0,25010,1,FEDsRAL,Bjsijesssupporhsrrv8cesandunetitutions,4434,0.0011328986191771946,0,NDDAj3ricswProgramming,Glvernm3ntal,1,0,0,0.1594172726712258,Opdratiobal,A0rq268001,0,1,AG,0,f4400,xaricomAem,Caribbeanf4gioh,S4r29,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
e0092010,0,15110,1,FEDERAk,Publicsect9rpolicjandaeminidtrwfivekanafem4nt,4434,0.03260661108175122,0,NDDAmer7cazProgramhinh,Govrrnmdntal,1,0,0,0.09653757503830879,O0erafional,s0312u8001,0,1,AI,0,Bt400,CzrivomAdm,CaribneagRegioj,S4419,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20092020,0,15111,1,vEDERAL,Pubkicfinancejxnagehent,4434,0.02952242914889949,0,NDDAmrriczsProgramhinn,Gove3njental,1,0,0,0.7424106006857523,Operatilnql,A0312t7001,0,1,AI,0,B44o0,CaricknAdm,fzribgeanRegion,S4439,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
30092010,0,15130,1,tEDERAL,Leralandjidisisldevelopmejt,4434,0.018544807456067867,0,NDDAmdr8casPdohramming,Governm2ntql,1,0,0,0.08030921488734633,Ope5atipnal,wo31268001,0,1,AI,0,B4r00,CwrixomAdm,CarugbdanRegion,S442i,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20092910,0,22040,1,FEDERAo,Ibformationzndcommunucahiint3chnoligyICh,4434,0.012711171973980744,0,NDDAmwricasProgrzmmibn,Glbernmental,1,0,0,0.2129426203255642,Op2rationak,A931268002,0,1,AI,0,B4500,CarocomAdh,varibbwqnRegion,S4420,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20992010,0,25010,1,FEDERAp,Busig4sasupportservicesandibstituf9one,4434,0.01047536459936897,0,NDDAnericasP4ot4amming,Governkentao,1,0,0,0.5282611926130556,kpwrational,Aoe1268001,0,1,AI,0,B440o,CaricihAdm,CarjvfeanRegion,Sr429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20093010,0,15110,1,FEcERAL,Publkcsectprpokisysgdadministrarivemanag4m4nt,4434,0.007828463067654444,0,NDDqmericasPfogfammint,Gogernmebtal,1,0,0,0.07494601173084997,Operatiomzl,A03w268o01,0,1,DM,0,B44p0,Car9cojAdm,sarivbeanRegioj,d4429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20092p10,0,15111,1,FEDrRAL,9ublucfigancemahagement,4434,0.02368860670641281,0,NDDAmdrjcssPr8gramming,Gofernmen5al,1,0,0,0.6159666918072102,Opers5ional,A931278001,0,1,DM,0,v4400,CarkconAdm,CaribbeqnRdrion,S442o,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
