assays_assay_id,assays_assay_organism,assays_tissue_id,assays_chembl_id,assays_description,assays_assay_test_type,assays_doc_id,assays_assay_tissue,assays_tid,assays_variant_id,assays_assay_category,assays_bao_format,assays_src_assay_id,assays_curated_by,assays_assay_subcellular_fraction,assays_assay_tax_id,assays_relationship_type,assays_confidence_score,assays_src_id,assays_cell_id
9341,Rattus norvegicus,948.0,CHEMBL623868,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.85-1.13 % dose/g",,11450,Heart,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9342,Rattus norvegicus,948.0,CHEMBL623869,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.55-0.63 % dose/g",,11450,Heart,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9343,Rattus norvegicus,948.0,CHEMBL623870,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.33-0.42 % dose/g",,11450,Heart,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9344,Rattus norvegicus,2048.0,CHEMBL623871,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,,16434,Lung,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9345,Rattus norvegicus,2048.0,CHEMBL623872,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,16434,Lung,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9346,Rattus norvegicus,2048.0,CHEMBL622129,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,16435,Lung,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9347,Rattus norvegicus,2048.0,CHEMBL622130,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,16435,Lung,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9348,Rattus norvegicus,2048.0,CHEMBL622131,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,16435,Lung,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9349,Rattus norvegicus,2048.0,CHEMBL622132,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,16435,Lung,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9350,Rattus norvegicus,2048.0,CHEMBL622133,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,16435,Lung,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9351,Rattus norvegicus,2048.0,CHEMBL622134,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,16435,Lung,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9352,Rattus norvegicus,2048.0,CHEMBL622135,Radioactivity distribution in lungs of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,16435,Lung,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9353,Rattus norvegicus,2048.0,CHEMBL622136,Radioactivity distribution in lungs of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,16435,Lung,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9354,Rattus norvegicus,2385.0,CHEMBL622137,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,16434,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9355,Rattus norvegicus,2385.0,CHEMBL622138,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,16434,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9356,Rattus norvegicus,2385.0,CHEMBL623017,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,16434,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9357,Rattus norvegicus,2385.0,CHEMBL623018,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,16434,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9358,Rattus norvegicus,2385.0,CHEMBL623019,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,16434,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9359,Rattus norvegicus,2385.0,CHEMBL623020,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,,16434,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9360,Rattus norvegicus,2385.0,CHEMBL623021,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min.,,16434,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9361,Rattus norvegicus,2385.0,CHEMBL623022,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min.,,16434,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9362,Rattus norvegicus,2385.0,CHEMBL623023,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,16435,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9363,Rattus norvegicus,2385.0,CHEMBL623024,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,16435,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9364,Rattus norvegicus,2385.0,CHEMBL623025,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,,16435,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9365,Rattus norvegicus,2385.0,CHEMBL620545,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,16435,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9366,Rattus norvegicus,2385.0,CHEMBL620546,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,16435,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9367,Rattus norvegicus,2385.0,CHEMBL620547,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,16435,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9368,Rattus norvegicus,2385.0,CHEMBL620548,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,16435,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9369,Rattus norvegicus,2385.0,CHEMBL620549,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,16435,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9370,Rattus norvegicus,2385.0,CHEMBL620550,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,16434,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9371,Rattus norvegicus,2385.0,CHEMBL620551,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,,16434,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9372,Rattus norvegicus,2385.0,CHEMBL620552,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,16434,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9373,Rattus norvegicus,2385.0,CHEMBL620553,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,16435,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9374,Rattus norvegicus,2385.0,CHEMBL620554,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,16435,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9375,Rattus norvegicus,2385.0,CHEMBL875845,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,16435,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9376,Rattus norvegicus,2385.0,CHEMBL620555,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,16435,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9377,Rattus norvegicus,2385.0,CHEMBL620556,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,16435,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9378,Rattus norvegicus,2385.0,CHEMBL620557,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,16435,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9379,Rattus norvegicus,,CHEMBL620558,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,16434,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9380,Rattus norvegicus,,CHEMBL620559,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,16434,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9381,Rattus norvegicus,,CHEMBL622939,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,16434,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9382,Rattus norvegicus,,CHEMBL622940,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,16434,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9383,Rattus norvegicus,,CHEMBL622941,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,16434,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9384,Rattus norvegicus,,CHEMBL622942,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,,16434,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9385,Rattus norvegicus,,CHEMBL622943,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,,16434,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9386,Rattus norvegicus,,CHEMBL622944,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,,16434,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9387,Rattus norvegicus,,CHEMBL622945,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,16435,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9388,Rattus norvegicus,,CHEMBL622946,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,16435,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9389,Rattus norvegicus,,CHEMBL622947,Compound was evaluated for terminal half life in rat,,3341,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9390,Rattus norvegicus,1969.0,CHEMBL622948,Compound was evaluated in vivo in rat for the plasma half-life at a iv dose of 3 mg/kg and oral dose of 10 mg/kg and experiment by using concentration vs time curve,In vivo,3634,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9391,Rattus norvegicus,1969.0,CHEMBL622949,Compound was evaluated in vivo in rat for the plasma half-life at a oral dose of 20 mg/kg experiment by using concentration vs time curve,In vivo,3634,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9392,Rattus norvegicus,,CHEMBL622950,Compound was tested for its half life in rat,,4839,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9393,Macaca mulatta,1969.0,CHEMBL622951,Compound was tested for its plasma half life in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po; ND is not determined.,In vivo,5005,Plasma,22224,,,BAO_0000218,,Intermediate,,9544.0,U,0,1,
9394,Rattus norvegicus,1969.0,CHEMBL622952,Compound was tested for its plasma half life in Sprague Dawley rats,,5005,Plasma,22224,,,BAO_0000366,,Intermediate,,10116.0,U,0,1,
9395,Rattus norvegicus,1969.0,CHEMBL622953,Compound was tested for its plasma half life in Sprague Dawley rats; ND is not determined,,5005,Plasma,22224,,,BAO_0000366,,Intermediate,,10116.0,U,0,1,
9396,Rattus norvegicus,1969.0,CHEMBL873818,Compound was tested for plasma half-life period in rat,,1094,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9397,Rattus norvegicus,,CHEMBL622954,Elimination half life after i.v. administration of compound in rats,In vivo,5031,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9398,Rattus norvegicus,,CHEMBL622955,Elimination half-life after IV dosing at 0.5 mg/kg in rat,In vivo,6518,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9399,Rattus norvegicus,,CHEMBL875229,Elimination half-life after IV dosing at 1 mg/kg in rat,In vivo,6518,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9400,Rattus norvegicus,,CHEMBL622956,Elimination half-life after oral administration at a dose of 2 mg/kg in rat,In vivo,6518,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9401,Rattus norvegicus,,CHEMBL622957,Elimination half-life after oral administration at a dose of 4 mg/kg in rat,In vivo,6518,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9402,Rattus norvegicus,955.0,CHEMBL622958,Evaluated for half-life after iv administration of 1 mg/kg to male Sprague-Dawley rats in brain; not determined,In vivo,5408,Brain,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9403,Rattus norvegicus,1969.0,CHEMBL622959,Evaluated for half-life after iv administration of 1 mg/kg to male Sprague-Dawley rats in plasma,In vivo,5408,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9404,Rattus norvegicus,955.0,CHEMBL622960,Evaluated for half-life after iv administration of 5 mg/kg to male Sprague-Dawley rats in brain,In vivo,5408,Brain,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9405,Rattus norvegicus,1969.0,CHEMBL622961,Evaluated for half-life after iv administration of 5 mg/kg to male Sprague-Dawley rats in plasma,In vivo,5408,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9406,Rattus norvegicus,,CHEMBL622962,Evaluated for the half life in rat (in vivo),In vivo,4687,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9407,Rattus norvegicus,,CHEMBL622963,Hafl life in rat,,6640,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9408,Rattus norvegicus,,CHEMBL622964,Hafl life rat,,6640,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9409,Rattus norvegicus,,CHEMBL622965,Hafl life rat,,6641,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9410,Rattus norvegicus,,CHEMBL622966,Hafl life rat; Not determined,,6640,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9411,Rattus norvegicus,,CHEMBL622967,Hafl life rat; Not determined,,6641,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9412,Rattus norvegicus,2113.0,CHEMBL622968,Half life in kidney was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,In vivo,17411,Kidney,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9413,Rattus norvegicus,2107.0,CHEMBL622969,Half life in liver was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,In vivo,17411,Liver,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9414,Rattus norvegicus,2048.0,CHEMBL875327,Half life in lung was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,In vivo,17411,Lung,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9415,Rattus norvegicus,,CHEMBL628638,Half life in rat after 1 mg/kg i.v. administration,In vivo,6570,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9416,Rattus norvegicus,,CHEMBL628639,Half life in rat after 2 mg/kg peroral administration,In vivo,6570,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9417,Rattus norvegicus,,CHEMBL625840,Half life in serum was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,In vivo,17411,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9418,Rattus norvegicus,,CHEMBL625841,Half life of 10 mg/kg oral dose determined in rats,In vivo,4722,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9419,Rattus norvegicus,,CHEMBL625842,Half life of compound (10 mg/kg) after iv administration was determined in Sprague-Dawley rat,In vivo,5978,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9420,Rattus norvegicus,,CHEMBL625843,Half life of compound (19.2 mg/kg) after po administration was determined in Sprague-Dawley rat,In vivo,5978,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9421,Rattus norvegicus,,CHEMBL625844,Half life of compound (20.73 mg/kg) after po administration was determined in Sprague-Dawley rat,In vivo,5978,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9422,Rattus norvegicus,,CHEMBL873822,Half life of compound (25 mg/kg) after po administration was determined in Sprague-Dawley rat,In vivo,5978,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9423,Rattus norvegicus,,CHEMBL625845,Half life of compound (9.83 mg/kg) after iv administration was determined in Sprague-Dawley rat,In vivo,5978,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9424,Rattus norvegicus,,CHEMBL627059,Half life of compound (9.84 mg/kg) after iv administration was determined in Sprague-Dawley rat,In vivo,5978,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9425,Rattus norvegicus,,CHEMBL627060,Half life of compound (9.84 mg/kg) after po administration was determined in Sprague-Dawley rat,In vivo,5978,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9426,Rattus norvegicus,,CHEMBL627061,Half life of compound (9.92 mg/kg) after iv administration was determined in Sprague-Dawley rat,In vivo,5978,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9427,Rattus norvegicus,,CHEMBL627709,Half life of compound at 5 mg/kg after po administration was determined in rat,In vivo,4762,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9428,Rattus norvegicus,,CHEMBL627710,Half life of compound determined after intravenous administration to rat,In vivo,5327,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9429,Rattus norvegicus,,CHEMBL627711,Half life of compound was determined in rat,,4847,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9430,Rattus norvegicus,1969.0,CHEMBL627712,Half life at a dose of 4 mg/kg in Rat Plasma after iv administration,In vivo,17720,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9431,Rattus norvegicus,,CHEMBL627713,Half life determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,In vivo,4723,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9432,Rattus norvegicus,,CHEMBL627714,Half life determined after 3 mg/kg oral administration in potassium oxonate treated rats,In vivo,4723,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9433,Macaca fascicularis,,CHEMBL627889,Half life determined after intravenous administration at a dose of 3 mg/kg in cynomolgus monkey,In vivo,4256,,22224,,,BAO_0000218,,Intermediate,,9541.0,U,0,1,
9434,Rattus norvegicus,,CHEMBL627890,Half life determined in rat by intravenous administration,In vivo,4256,,22224,,,BAO_0000218,,Intermediate,,10116.0,U,0,1,
9435,Rattus norvegicus,,CHEMBL627891,Half life determined in rats after iv administration,In vivo,4722,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9436,Rattus norvegicus,1969.0,CHEMBL627892,Half life in rat plasma after administration of 2 mg/kg iv,In vivo,6535,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9437,Rattus norvegicus,1969.0,CHEMBL627893,Half life in rat plasma after administration of 2 mg/kg iv,In vivo,6535,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9438,Rattus norvegicus,1969.0,CHEMBL627894,Half life in rat plasma was determined,,1435,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9439,Rattus norvegicus,1969.0,CHEMBL627895,Half life in rat plasma was determined; NA means not applicable,,1435,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9440,Rattus norvegicus,,CHEMBL627896,Half life in rat was tested,,5206,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9441,Rattus norvegicus,1969.0,CHEMBL627897,Half life measured in rat plasma,,6080,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9442,Rattus norvegicus,,CHEMBL627898,Half life recorded in rats,,4449,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9443,Rattus norvegicus,,CHEMBL627899,Half life was calculated,,6057,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9444,Rattus norvegicus,,CHEMBL873823,Half life was calculated in rat,,6057,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9445,Rattus norvegicus,,CHEMBL627900,Half life was determined,,3747,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9446,Rattus norvegicus,,CHEMBL627901,Half life after 10 mg/kg oral administration in rat,In vivo,17858,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9447,Rattus norvegicus,,CHEMBL627902,Half life after administering orally a dose of 10 mg/kg to a fasting rat,In vivo,16365,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9448,Rattus norvegicus,,CHEMBL627903,Half life after administering orally a dose of 30 mg/kg,In vivo,16365,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9449,Rattus norvegicus,,CHEMBL627904,Area under the curve (Concentration) was determined for the compound as AUC with limits 0-8 after i.v. administration in rats,,5031,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9450,Rattus norvegicus,,CHEMBL627905,Area under the curve determined under pharmacokinetic behavior of the 10 mg/kg oral dose of compound for 0-6 hours,,4722,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9451,Rattus norvegicus,,CHEMBL627906,Area under the curve for the compound calculated from 0-24 hr after intravenous administration at a dose of 10 mg/kg in rat,,6078,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9452,Rattus norvegicus,,CHEMBL627907,Area under the curve for the compound calculated from 0-24 hr after oral administration at a dose of 10 mg/kg in rat,,6078,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9453,Rattus norvegicus,,CHEMBL876783,Area under the curve for the compound calculated from 0-6 hr after oral administration at a dose of 10 mg/kg,,6078,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9454,Rattus norvegicus,,CHEMBL627908,Area under the curve for the compound calculated from 0-6 hr after oral administration at a dose of 10 mg/kg; activity was not determined,,6078,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9455,Rattus norvegicus,,CHEMBL627909,Area under the curve measured after intravenous bolus administration of 50 mg/kg of compound to rats,,17065,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9456,Rattus norvegicus,,CHEMBL627910,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats,,1353,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9457,Rattus norvegicus,,CHEMBL627911,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-1),,1353,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9458,Rattus norvegicus,,CHEMBL627912,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-2),,1353,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9459,Rattus norvegicus,,CHEMBL627913,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-5),,1353,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9460,Rattus norvegicus,,CHEMBL627914,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(5-10),,1353,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9461,Rattus norvegicus,,CHEMBL627915,Area under the curve was evaluated after 10 uM/kg of intra arterial administration,,16423,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9462,Rattus norvegicus,,CHEMBL627916,Area under the curve was evaluated after 20 uM/kg of peroral administration,,16423,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9463,Rattus norvegicus,,CHEMBL627917,Area under the curve was measured in rat after an iv dose of 1 mg/kg,,6062,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9464,Rattus norvegicus,,CHEMBL627918,Area under the curve was calculated for the compound at a single intravenous administration of 20 mg/kg in rat,,6056,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9465,Rattus norvegicus,,CHEMBL627919,Area under the curve was determined by administering the compound at a dose of 1 mg/kg intravenously in male wistar rat,,5182,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9466,Rattus norvegicus,,CHEMBL627920,Area under the curve was evaluated at an intravenous dose of 3 mg/kg,,6410,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9467,Rattus norvegicus,,CHEMBL627921,Area under the curve was evaluated at an oral dose of 30 mg/kg,,6410,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9468,Rattus norvegicus,,CHEMBL627922,Area under the effect time curves from time 0-24 hr determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,,4723,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9469,Rattus norvegicus,,CHEMBL876784,Area under the effect time curves from time 0-24 hr determined after 3 mg/kg oral administration in potassium oxonate treated rats,,4723,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9470,Rattus norvegicus,,CHEMBL627923,Area under the effect time curves from time 0-6 hr determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,,4723,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
9471,Rattus norvegicus,,CHEMBL626208,Area under the effect time curves from time 0-6 hr determined after 3 mg/kg oral administration in potassium oxonate treated rats,,4723,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
