assays_SASI,assays_CHEI,assays_ASI,assays_BFO,assays_AST,assays_ASSUBCFRAC,assays_VARII,assays_ASTI,assays_ASSTI,assays_ASOR,assays_ASST,assays_Descr,assays_CUB,assays_CONSC,assays_ASCETY,assays_RELT,assays_Ti,assays_TISI,assays_ASSCA,assays_DOI,assays_ASTTY,assays_CI,assays_SI
,CHEMBL621877,8311,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance was evaluated after 10 uM/kg of intra arterial administration,Intermediate,1,,N,50597,,,16423,In vivo,,1
,CHEMBL621878,8312,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance was measured in rat,Intermediate,1,,N,50597,,,2879,In vivo,,1
,CHEMBL621879,8313,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Clearance after iv administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,Intermediate,1,,N,50597,,,4883,In vivo,,1
,CHEMBL621880,8314,BAO_0000218,A,,,10116.0,Plasma,Rattus norvegicus,,"Tested for the plasma clearance in Dawley rat at a dose of 1 mg/kg intravenous, 2 mg/kg orally",Intermediate,1,,N,50597,1969.0,,5328,In vivo,,1
,CHEMBL621881,8315,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,The clearance rate in mature male rat at a intravenous dose of 3 mg/kg,Intermediate,1,,N,50597,,,5160,In vivo,,1
,CHEMBL621882,8316,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Total body clearance was evaluated for the compound after i.v. administration at a dose of 5 mg/kg was measured in rats,Intermediate,1,,N,50597,,,17582,In vivo,,1
,CHEMBL875283,8317,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Total clearance at 1 mg/kg was determined in rat,Intermediate,1,,N,50597,,,17651,In vivo,,1
,CHEMBL621883,8318,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Total clearance at 10 mg/kg was determined in rat,Intermediate,1,,N,50597,,,17651,In vivo,,1
,CHEMBL621884,8319,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Clearance in rat,Intermediate,1,,N,50597,,,6596,In vivo,,1
,CHEMBL621885,8320,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance rate determined in rats,Intermediate,1,,N,50597,,,4796,In vivo,,1
,CHEMBL621886,8321,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Clearance of compound in rat was evaluated,Intermediate,1,,N,50597,,,6850,In vivo,,1
,CHEMBL621887,8322,BAO_0000218,A,,,10116.0,Plasma,Rattus norvegicus,,Plasma concentration in rats after 7 hr at 30mg/kg oral dose,Intermediate,1,,N,50597,1969.0,,5932,In vivo,,1
,CHEMBL621888,8323,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Pharmacokinetic property (blood clearance) in rat,Intermediate,1,,N,50597,,,3371,In vivo,,1
,CHEMBL621889,8324,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance in rat,Intermediate,1,,N,50597,,,2083,In vivo,,1
,CHEMBL621890,8325,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance in rats,Intermediate,1,,N,50597,,,4942,In vivo,,1
,CHEMBL621891,8326,BAO_0000218,A,Microsomes,,10116.0,Liver,Rattus norvegicus,,Intrinsic clearance of compound against NADPH-fortified rat liver microsomes,Intermediate,1,,N,50597,2107.0,,6838,In vitro,,1
,CHEMBL621892,8327,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Clearance in Dawley rat,Intermediate,1,,N,50597,,,5353,In vivo,,1
,CHEMBL621893,8328,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Clearance rat,Intermediate,1,,N,50597,,,6641,In vivo,,1
,CHEMBL621894,8329,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Clearance rat (dosed at 0.5 mpk IV and 2.0 mpk po.),Intermediate,1,,N,50597,,,6641,In vivo,,1
,CHEMBL621895,8330,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Clearance rat; Not determined,Intermediate,1,,N,50597,,,6641,In vivo,,1
,CHEMBL875284,8331,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Clearance rate was determined in rat at a dose of 1 mpk i.v.,Intermediate,1,,N,50597,,,6444,In vivo,,1
,CHEMBL618699,8332,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND means not determined,Intermediate,1,,N,50597,,,6444,In vivo,,1
,CHEMBL618700,8333,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND=not determined,Intermediate,1,,N,50597,,,6444,In vivo,,1
,CHEMBL618701,8334,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Clearance was determined by iv administration (1.5 mg/kg) in fasted male Sprague-Dawley rats,Intermediate,1,,N,50597,,,6211,In vivo,,1
,CHEMBL876600,8335,BAO_0000218,A,,,10116.0,Plasma,Rattus norvegicus,,"Clearance in plasma calculated from Time-Course plasma concentrations in rats at a dose of 2.5 mg/kg, iv",Intermediate,1,,N,50597,1969.0,,12873,In vivo,,1
,CHEMBL618702,8336,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Clearance of compound in rat after 1 mg/kg i.v. administration,Intermediate,1,,N,50597,,,6570,In vivo,,1
,CHEMBL618703,8337,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Compound was evaluated for Hepatic clearance in rat,Intermediate,1,,N,50597,,,3341,In vivo,,1
,CHEMBL618704,8338,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vivo clearance after 5 mg/kg dose,Intermediate,1,,N,50597,,,4891,In vivo,,1
,CHEMBL618705,8339,BAO_0000218,A,,,10116.0,Plasma,Rattus norvegicus,,Compound was tested for plasma clearance in rats,Intermediate,1,,N,50597,1969.0,,1094,In vivo,,1
,CHEMBL618706,8340,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Hepatic clearance after intravenous administration was evaluated in rat,Intermediate,1,,N,50597,,,2938,In vivo,,1
,CHEMBL618707,8341,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Lower clearance in rat (i.v.) at 0.5 mpk,Intermediate,1,,N,50597,,,17853,In vivo,,1
,CHEMBL618708,8342,BAO_0000218,A,,,10116.0,Plasma,Rattus norvegicus,,Pharmacokinetic parameter expressed as plasma clearance in rat,Intermediate,1,,N,50597,1969.0,,6049,In vivo,,1
,CHEMBL618709,8343,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Pharmacokinetic property (Clp) in rat,Intermediate,1,,N,50597,,,5789,In vivo,,1
,CHEMBL618710,8344,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance in Sprague-Dawley rats,Intermediate,1,,N,50597,,,4514,In vivo,,1
,CHEMBL618711,8345,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance (Clp) in rat,Intermediate,1,,N,50597,,,6448,In vivo,,1
,CHEMBL618712,8346,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance for the compound was measured in rat after an iv dose of 1 mg/kg,Intermediate,1,,N,50597,,,6062,In vivo,,1
,CHEMBL618713,8347,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance in fasted male Sprague dawely rats on administration of 0.5 mg/Kg i.v. of the compound,Intermediate,1,,N,50597,,,5710,In vivo,,1
,CHEMBL618714,8348,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance after intravenous administration of 1 mg/kg in rat,Intermediate,1,,N,50597,,,4709,In vivo,,1
,CHEMBL618715,8349,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,Intermediate,1,,N,50597,,,4521,In vivo,,1
,CHEMBL618716,8350,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance in rat was determined,Intermediate,1,,N,50597,,,1742,In vivo,,1
,CHEMBL876601,8351,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance measured in rat,Intermediate,1,,N,50597,,,6057,In vivo,,1
,CHEMBL618717,8352,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance was calculated in rat,Intermediate,1,,N,50597,,,6057,In vivo,,1
,CHEMBL618718,8353,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance in rat,Intermediate,1,,N,50597,,,5145,In vivo,,1
,CHEMBL618719,8354,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance in rat,Intermediate,1,,N,50597,,,5833,In vivo,,1
,CHEMBL618720,8355,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance in rat,Intermediate,1,,N,50597,,,6453,In vivo,,1
,CHEMBL618721,8356,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance in rat,Intermediate,1,,N,50597,,,6640,In vivo,,1
,CHEMBL621477,8357,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance in rats,Intermediate,1,,N,50597,,,6305,In vivo,,1
,CHEMBL621478,8358,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance in rat,Intermediate,1,,N,50597,,,6642,In vivo,,1
,CHEMBL621479,8359,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance was evaluated in rat,Intermediate,1,,N,50597,,,5472,In vivo,,1
,CHEMBL621480,8360,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance was evaluated in rat; Not tested,Intermediate,1,,N,50597,,,5472,In vivo,,1
,CHEMBL621481,8361,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Plasma clearance rate was determined for the compound in rat,Intermediate,1,,N,50597,,,5144,In vivo,,1
,CHEMBL621482,8362,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,"Plasma clearance rate was determined in rats at 10mg/kg, p.o. dose; n/a: not applicable",Intermediate,1,,N,50597,,,6685,In vivo,,1
,CHEMBL621483,8363,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,"Plasma clearance rate was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",Intermediate,1,,N,50597,,,6685,In vivo,,1
,CHEMBL621484,8364,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,"Plasma clearance rate was determined in rats at 2 mg/kg, i.v. dose",Intermediate,1,,N,50597,,,6685,In vivo,,1
,CHEMBL621485,8365,BAO_0000218,A,,,10116.0,Heart,Rattus norvegicus,,Biodistribution of [123I]-label in rat heart was reported at 24 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,948.0,,13950,In vivo,,1
,CHEMBL621486,8366,BAO_0000218,A,,,10116.0,Heart,Rattus norvegicus,,Biodistribution of [123I]-label in rat heart was reported at 4 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,948.0,,13950,In vivo,,1
,CHEMBL621487,8367,BAO_0000218,A,,,10116.0,Intestine,Rattus norvegicus,,Biodistribution of [123I]-label in rat intestine was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,160.0,,13950,In vivo,,1
,CHEMBL621488,8368,BAO_0000218,A,,,10116.0,Intestine,Rattus norvegicus,,Biodistribution of [123I]-label in rat intestine was reported at 1 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,160.0,,13950,In vivo,,1
,CHEMBL621489,8369,BAO_0000218,A,,,10116.0,Intestine,Rattus norvegicus,,Biodistribution of [123I]-label in rat intestine was reported at 2 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,160.0,,13950,In vivo,,1
,CHEMBL621490,8370,BAO_0000218,A,,,10116.0,Intestine,Rattus norvegicus,,Biodistribution of [123I]-label in rat intestine was reported at 24 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,160.0,,13950,In vivo,,1
,CHEMBL621491,8371,BAO_0000218,A,,,10116.0,Intestine,Rattus norvegicus,,Biodistribution of [123I]-label in rat intestine was reported at 4 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,160.0,,13950,In vivo,,1
,CHEMBL621492,8372,BAO_0000218,A,,,10116.0,Kidney,Rattus norvegicus,,Biodistribution of [123I]-label in rat kidneys was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2113.0,,13950,In vivo,,1
,CHEMBL621493,8373,BAO_0000218,A,,,10116.0,Kidney,Rattus norvegicus,,Biodistribution of [123I]-label in rat kidneys was reported at 1 h post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2113.0,,13950,In vivo,,1
,CHEMBL621494,8374,BAO_0000218,A,,,10116.0,Kidney,Rattus norvegicus,,Biodistribution of [123I]-label in rat kidneys was reported at 2 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2113.0,,13950,In vivo,,1
,CHEMBL621495,8375,BAO_0000218,A,,,10116.0,Kidney,Rattus norvegicus,,Biodistribution of [123I]-label in rat kidneys was reported at 24 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2113.0,,13950,In vivo,,1
,CHEMBL621496,8376,BAO_0000218,A,,,10116.0,Kidney,Rattus norvegicus,,Biodistribution of [123I]-label in rat kidneys was reported at 4 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2113.0,,13950,In vivo,,1
,CHEMBL621497,8377,BAO_0000218,A,,,10116.0,Liver,Rattus norvegicus,,Biodistribution of [123I]-label in rat liver was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2107.0,,13950,In vivo,,1
,CHEMBL621498,8378,BAO_0000218,A,,,10116.0,Liver,Rattus norvegicus,,Biodistribution of [123I]-label in rat liver was reported at 1 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2107.0,,13950,In vivo,,1
,CHEMBL621499,8379,BAO_0000218,A,,,10116.0,Liver,Rattus norvegicus,,Biodistribution of [123I]-label in rat liver was reported at 2 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2107.0,,13950,In vivo,,1
,CHEMBL618634,8380,BAO_0000218,A,,,10116.0,Liver,Rattus norvegicus,,Biodistribution of [123I]-label in rat liver was reported at 24 h post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2107.0,,13950,In vivo,,1
,CHEMBL618635,8381,BAO_0000218,A,,,10116.0,Liver,Rattus norvegicus,,Biodistribution of [123I]-label in rat liver was reported at 4 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2107.0,,13950,In vivo,,1
,CHEMBL618636,8382,BAO_0000218,A,,,10116.0,Lung,Rattus norvegicus,,Biodistribution of [123I]-label in rat lung was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2048.0,,13950,In vivo,,1
,CHEMBL619737,8383,BAO_0000218,A,,,10116.0,Lung,Rattus norvegicus,,Biodistribution of [123I]-label in rat lung was reported at 1 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2048.0,,13950,In vivo,,1
,CHEMBL619738,8384,BAO_0000218,A,,,10116.0,Lung,Rattus norvegicus,,Biodistribution of [123I]-label in rat lung was reported at 2 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2048.0,,13950,In vivo,,1
,CHEMBL624329,8385,BAO_0000218,A,,,10116.0,Lung,Rattus norvegicus,,Biodistribution of [123I]-label in rat lung was reported at 24 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2048.0,,13950,In vivo,,1
,CHEMBL624330,8386,BAO_0000218,A,,,10116.0,Lung,Rattus norvegicus,,Biodistribution of [123I]-label in rat lung was reported at 4 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2048.0,,13950,In vivo,,1
,CHEMBL624331,8387,BAO_0000218,A,,,10116.0,Muscle tissue,Rattus norvegicus,,Biodistribution of [123I]-label in rat muscle was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2385.0,,13950,In vivo,,1
,CHEMBL624332,8388,BAO_0000218,A,,,10116.0,Muscle tissue,Rattus norvegicus,,Biodistribution of [123I]-label in rat muscle was reported at 1 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2385.0,,13950,In vivo,,1
,CHEMBL624333,8389,BAO_0000218,A,,,10116.0,Muscle tissue,Rattus norvegicus,,Biodistribution of [123I]-label in rat muscle was reported at 2 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2385.0,,13950,In vivo,,1
,CHEMBL624334,8390,BAO_0000218,A,,,10116.0,Muscle tissue,Rattus norvegicus,,Biodistribution of [123I]-label in rat muscle was reported at 24 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2385.0,,13950,In vivo,,1
,CHEMBL624335,8391,BAO_0000218,A,,,10116.0,Muscle tissue,Rattus norvegicus,,Biodistribution of [123I]-label in rat muscle was reported at 4 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2385.0,,13950,In vivo,,1
,CHEMBL620016,8392,BAO_0000218,A,,,10116.0,Spleen,Rattus norvegicus,,Biodistribution of [123I]-label in rat spleen was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2106.0,,13950,In vivo,,1
,CHEMBL620169,8393,BAO_0000218,A,,,10116.0,Spleen,Rattus norvegicus,,Biodistribution of [123I]-label in rat spleen was reported at 1 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2106.0,,13950,In vivo,,1
,CHEMBL620170,8394,BAO_0000218,A,,,10116.0,Spleen,Rattus norvegicus,,Biodistribution of [123I]-label in rat spleen was reported at 2 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2106.0,,13950,In vivo,,1
,CHEMBL620171,8395,BAO_0000218,A,,,10116.0,Spleen,Rattus norvegicus,,Biodistribution of [123I]-label in rat spleen was reported at 24 h post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2106.0,,13950,In vivo,,1
,CHEMBL620172,8396,BAO_0000218,A,,,10116.0,Spleen,Rattus norvegicus,,Biodistribution of [123I]-label in rat spleen was reported at 4 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2106.0,,13950,In vivo,,1
,CHEMBL620173,8397,BAO_0000218,A,,,10116.0,Stomach,Rattus norvegicus,,Biodistribution of [123I]-label in rat stomach was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,945.0,,13950,In vivo,,1
,CHEMBL620174,8398,BAO_0000218,A,,,10116.0,Stomach,Rattus norvegicus,,Biodistribution of [123I]-label in rat stomach was reported at 1 h post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,945.0,,13950,In vivo,,1
,CHEMBL620175,8399,BAO_0000218,A,,,10116.0,Stomach,Rattus norvegicus,,Biodistribution of [123I]-label in rat stomach was reported at 2 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,945.0,,13950,In vivo,,1
,CHEMBL620176,8400,BAO_0000218,A,,,10116.0,Stomach,Rattus norvegicus,,Biodistribution of [123I]-label in rat stomach was reported at 24 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,945.0,,13950,In vivo,,1
,CHEMBL620177,8401,BAO_0000218,A,,,10116.0,Stomach,Rattus norvegicus,,Biodistribution of [123I]-label in rat stomach was reported at 4 hr post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,945.0,,13950,In vivo,,1
,CHEMBL620178,8402,BAO_0000218,A,,,10116.0,Cerebellum,Rattus norvegicus,,Distribution of [123I]-label in rat brain (cerebellum) was reported at 20 min post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2037.0,,13950,,,1
,CHEMBL620179,8403,BAO_0000218,A,,,10116.0,Cerebellum,Rattus norvegicus,,Distribution of [123I]-label in rat brain (cerebellum) was reported at 60 min post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,2037.0,,13950,,,1
,CHEMBL620180,8404,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Distribution of [123I]-label in rat brain (diencephalon) was reported at 20 min post injection. Value shown is %ID/g of tissue,Intermediate,1,,N,50597,,,13950,,,1
,CHEMBL620181,8405,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Volume of distribution of compound in rat after 1 mg/kg i.v. administration,Intermediate,1,,N,50597,,,6570,In vivo,,1
,CHEMBL620182,8406,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Volume of distribution of compound in rats after intravenous administration,Intermediate,1,,N,50597,,,6571,In vivo,,1
,CHEMBL620183,8407,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Volume of distribution in rat,Intermediate,1,,N,50597,,,6453,In vivo,,1
,CHEMBL620184,8408,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Volume of distribution was determined in rat at a dose of 1 mpk i.v.,Intermediate,1,,N,50597,,,6444,In vivo,,1
,CHEMBL620185,8409,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Volume of distribution was determined in rat at a dose of 1 mpk i.v.; ND means not determined,Intermediate,1,,N,50597,,,6444,In vivo,,1
,CHEMBL620186,8410,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Volume of distribution was determined in rat at a dose of 1 mpk i.v.; ND=not determined,Intermediate,1,,N,50597,,,6444,In vivo,,1
,CHEMBL620187,8411,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Volume of distribution was determined in Dawley rat,Intermediate,1,,N,50597,,,5353,In vivo,,1
,CHEMBL620188,8412,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Sprague-Dawley rat,Intermediate,1,,N,50597,,,5334,In vivo,,1
,CHEMBL620189,8413,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Volume of distribution was reported in Sprague-Dawley rat,Intermediate,1,,N,50597,,,5334,In vivo,,1
,CHEMBL620190,8414,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Volumes of distribution in rat after peroral administration,Intermediate,1,,N,50597,,,6641,In vivo,,1
,CHEMBL620191,8415,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Volumes of distribution in rat after po administration,Intermediate,1,,N,50597,,,6641,In vivo,,1
,CHEMBL620192,8416,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Volumes of distribution in rat after po administration; Not determined,Intermediate,1,,N,50597,,,6641,In vivo,,1
,CHEMBL620193,8417,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Pharmacokinetic property (Volume) in rat i.v.,Intermediate,1,,N,50597,,,5676,In vivo,,1
,CHEMBL620194,8418,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Apparent volume of distribution when 3 mg/Kg dose was administered intravenously,Intermediate,1,,N,50597,,,6410,In vivo,,1
,CHEMBL876730,8419,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,"Volume distribution in fischer rats at 5 mg/kg dose, administered intravenously",Intermediate,1,,N,50597,,,17670,In vivo,,1
,CHEMBL620195,8420,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Volume distribution in rat after oral administration at 10 mg/kg,Intermediate,1,,N,50597,,,6495,In vivo,,1
,CHEMBL620196,8421,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Evaluated for Volume of distribution after iv administration of 5 mg/kg to male Sprague-Dawley rats,Intermediate,1,,N,50597,,,5408,In vivo,,1
,CHEMBL620197,8422,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Tested for volume of distribution after intravenous administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,Intermediate,1,,N,50597,,,4883,In vivo,,1
,CHEMBL620198,8423,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Volume of distribution after oral administration of 6 mg/kg of dose in rats was determined,Intermediate,1,,N,50597,,,6647,In vivo,,1
,CHEMBL620199,8424,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Volume of distribution in rats,Intermediate,1,,N,50597,,,6495,In vivo,,1
,CHEMBL620200,8425,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Compound was evaluated for volume of distribution (steady state) after treatment with iv dose of 1 mgkg to female wistar rats,Intermediate,1,,N,50597,,,2661,In vivo,,1
,CHEMBL620201,8426,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Compound was evaluated for volume of distribution (steady state) after treatment with iv dose of 1 mgkg to male wistar rats,Intermediate,1,,N,50597,,,2661,In vivo,,1
,CHEMBL620202,8427,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vivo Volume distribution (Vss) was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,Intermediate,1,,N,50597,,,5974,In vivo,,1
,CHEMBL620203,8428,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vivo Volume distribution (Vss) was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,Intermediate,1,,N,50597,,,5974,In vivo,,1
,CHEMBL620204,8429,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vivo Volume distribution (Vss) was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat;no value,Intermediate,1,,N,50597,,,5974,In vivo,,1
,CHEMBL620205,8430,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vivo Volume distribution (Vss) was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,Intermediate,1,,N,50597,,,5974,In vivo,,1
,CHEMBL624664,8431,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Pharmacokinetic parameter (Vss) in rat,Intermediate,1,,N,50597,,,5960,In vivo,,1
,CHEMBL624665,8432,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Pharmacokinetic property (Volume) in rat i.v.,Intermediate,1,,N,50597,,,5676,In vivo,,1
,CHEMBL624666,8433,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Pharmacokinetic property (Vss) in rat,Intermediate,1,,N,50597,,,5948,,,1
,CHEMBL624667,8434,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Steady state volume distribution (Vss) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,Intermediate,1,,N,50597,,,5979,In vivo,,1
,CHEMBL624668,8435,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Steady state volume distribution (Vss) of compound after iv administration was determined in Sprague-Dawley rat,Intermediate,1,,N,50597,,,5978,In vivo,,1
,CHEMBL624669,8436,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Steady state volume distribution (Vss) of compound (10 mg/kg) after iv administration was determined in Sprague-Dawley rat,Intermediate,1,,N,50597,,,5978,In vivo,,1
,CHEMBL624670,8437,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Steady state volume distribution (Vss) of compound(9.83 mg/kg) after iv administration was determined in Sprague-Dawley rat,Intermediate,1,,N,50597,,,5978,In vivo,,1
,CHEMBL624671,8438,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Steady state volume distribution (Vss) of compound(9.84 mg/kg) after iv administration was determined in Sprague-Dawley rat,Intermediate,1,,N,50597,,,5978,In vivo,,1
,CHEMBL624672,8439,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Steady state volume distribution in rat,Intermediate,1,,N,50597,,,6448,In vivo,,1
,CHEMBL624673,8440,BAO_0000218,A,,,10116.0,Plasma,Rattus norvegicus,,"Steady state volume of distribution calculated from Time-Course plasma concentrations in rats at a dose of 2.5 mg/kg, iv.",Intermediate,1,,N,50597,1969.0,,12873,In vivo,,1
,CHEMBL624674,8441,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Steady state volume of distribution determined in rat,Intermediate,1,,N,50597,,,4576,In vivo,,1
