assay_id,assay_organism,chembl_id,curated_by,assay_tissue,description,assay_category,relationship_type,assay_tax_id,doc_id,tid,assay_type,assay_test_type,assay_strain,assay_cell_type,assay_subcellular_fraction,confidence_score
323,Homo sapiens,CHEMBL615296,Autocuration,,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 2),,U,9606.0,16524,22226,F,,,,,0
324,Homo sapiens,CHEMBL615297,Autocuration,,Inhibitory concentration by single cycle replication assay using envelope deficient HIV-1,,U,9606.0,16524,22226,F,,,,,0
325,Cricetulus griseus,CHEMBL615298,Autocuration,,Cytotoxicity against cell line 2SC/20 determined by MTT test,,U,10029.0,16758,22226,F,,,,,0
326,Cricetulus griseus,CHEMBL615299,Autocuration,,Cytotoxicity against cell line 2SC/20 of hamster determined by MTT test,,U,10029.0,16758,22226,F,,,,,0
327,Cricetulus griseus,CHEMBL615300,Autocuration,,Inhibitory concentration against the growth of 2SC/20 cell line after 72 hr of drug exposure by MTT test,,U,10029.0,16758,22226,F,,,,,0
328,,CHEMBL615301,Autocuration,,Binding affinity on 3 beta-hydroxysteroid dehydrogenase,,H,,14360,241,B,,,,,8
329,Homo sapiens,CHEMBL615302,Expert,,Binding affinity for 3-beta-hydroxysteroid dehydrogenase,,D,9606.0,14360,241,B,,,,,9
330,Rattus norvegicus,CHEMBL615303,Autocuration,,Selectivity ratio of ID50 in liver and heart,,U,10116.0,9964,22226,B,,,,,0
331,,CHEMBL615304,Autocuration,,"Selectivity, ratio of relative ID50 in liver and heart",,H,,9964,12132,B,,,,,8
332,,CHEMBL615305,Autocuration,,Binding affinity to the receptor was determined in isolated nuclei of heart(In vitro) relative to T3,,H,,9964,12132,B,,,,,8
333,,CHEMBL615306,Autocuration,,"Binding affinity to the receptor was determined in nuclei of heart In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",,H,,9964,12132,B,,,,,8
334,,CHEMBL615307,Autocuration,,"Binding affinity to the receptor was determined in nuclei of liver In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",,H,,9964,12132,B,,,,,8
335,,CHEMBL615308,Autocuration,,"Binding affinity to the receptor was determined in nuclei of liver in vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",,H,,9964,12132,B,In vivo,,,,8
336,,CHEMBL615309,Autocuration,,"Binding affinity to the receptor was determined in nuclei of liver in vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",,H,,9964,12132,F,In vivo,,,,8
337,,CHEMBL615310,Autocuration,,"Binding affinity to the thyroid hormone receptor was determined in vitro in isolated nuclei of rat liver relative to 3,5,3' triiodothyronine",,U,,9964,22226,B,,,,,0
338,,CHEMBL615311,Autocuration,,Binding affinity to the receptor was determined in vitro in isolated nuclei of rat liver relative to T3,,H,,9964,12132,B,,,,,8
339,Homo sapiens,CHEMBL615312,Autocuration,,"Binding affinity to thyroid hormone receptor beta, relative to 3,5,3' triiodothyronine receptor, in isolated nuclei of heart",,U,9606.0,9964,22226,B,,,,,0
340,,CHEMBL615313,Autocuration,,In vitro binding affinity to the receptor was determined in isolated nuclei of heart relative to T3,,H,,9964,12132,B,,,,,8
341,,CHEMBL615314,Autocuration,,In vitro binding affinity to the receptor was determined in isolated nuclei of heart relative to T3,,H,,9964,12132,F,,,,,8
342,,CHEMBL615315,Autocuration,,"Binding affinity to the receptor was determined in isolated nuclei of heart(In vitro) relative to 3,5,3' triiodothyronine receptor",,H,,9964,12132,B,,,,,8
343,Rattus norvegicus,CHEMBL615316,Autocuration,,"In vivo binding affinity for 3,5,3'' triiodothyronine receptor of heart nuclei 1 hr after intravenous administration",,U,10116.0,9964,22226,B,,,,,0
344,,CHEMBL615317,Autocuration,,Binding affinity to the receptor was determined in nuclei of heart in vivo 1 hour after intravenous administration relative to T3,,H,,9964,12132,B,In vivo,,,,8
345,,CHEMBL615318,Autocuration,,"Binding affinity to the receptor was determined in nuclei of liver In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",,H,,9964,12132,B,,,,,8
346,Rattus norvegicus,CHEMBL615319,Autocuration,,"In vivo binding affinity for 3,5,3' triiodothyronine receptor of liver nuclei 1 hour after intravenous administration",,U,10116.0,9964,22226,B,,,,,0
347,,CHEMBL615320,Autocuration,,"In vitro binding affinity to the receptor was determined in isolated nuclei of heart relative to 3,5,3' triiodothyronine receptor",,H,,9964,12132,B,,,,,8
348,,CHEMBL615321,Autocuration,,"In vitro binding affinity to the receptor was determined in isolated nuclei of heart relative to 3,5,3' triiodothyronine receptor",,H,,9964,12132,F,,,,,8
349,Rattus norvegicus,CHEMBL615322,Autocuration,,"Inhibition of [125I]L-T3 binding to rat hepatic 3,5,3''-triiodo-L-thyronine receptor",,U,10116.0,3796,22226,B,,,,,0
350,Escherichia coli,CHEMBL615323,Autocuration,,Inhibition constant for binding to Co2+ form of 3-dehydroquinate synthase (DHQ) purified from Escherichia coli,,H,562.0,4251,19690,B,,,,,8
351,Escherichia coli,CHEMBL615407,Autocuration,,Inhibition constant for binding to Zn2+ form of 3-dehydroquinate synthase (DHQ) purified from Escherichia coli,,H,562.0,4251,19690,B,,,,,8
352,Escherichia coli,CHEMBL857267,Autocuration,,Kinetics expressed as Michaelis-Menten constant against Co2+ form of 3-dehydroquinate synthase purified from Escherichia coli,,H,562.0,4251,19690,B,,,,,8
353,Escherichia coli,CHEMBL615408,Autocuration,,Kinetics expressed as Michaelis-Menten constant against Zn2+ form of 3-dehydroquinate synthase purified from Escherichia coli,,H,562.0,4251,19690,B,,,,,8
354,,CHEMBL615409,Autocuration,,Type of inhibition of 3-dehydroquinate synthase was determined; R - Slowly reversible,,H,,166,19690,B,,,,,8
355,,CHEMBL615410,Autocuration,,Compound was evaluated for its inhibitory constant against 3-dehydroquinate synthase,,H,,17861,19690,B,,,,,8
356,,CHEMBL615411,Autocuration,,Inhibition constant against 3-dehydroquinate synthase,,H,,166,19690,B,,,,,8
357,,CHEMBL615412,Autocuration,,Association rate constant against 3-dehydroquinate synthase,,H,,166,19690,B,,,,,8
358,,CHEMBL615413,Autocuration,,Rate constant against 3-dehydroquinate synthase,,H,,166,19690,B,,,,,8
359,,CHEMBL615414,Autocuration,,Inhibitory activity against fuc-TVII,,U,,3548,22226,B,,,,,0
360,Rattus norvegicus,CHEMBL615415,Autocuration,Liver,Ability of compound (2.5 uM) to inhibit the activity of 3-hydroxy -3- methyl glutanyl coenzyme A reductase(HMGR) using [14C]mevalonate in rat liver microsomes,,D,10116.0,9877,12236,B,,,,Microsomes,9
361,Rattus norvegicus,CHEMBL615416,Autocuration,Liver,Ability of compound (2500 uM) to inhibit the activity of 3-hydroxy -3- methyl glutanyl coenzyme A reductase(HMGR) using [14C]mevalonate in rat liver microsomes,,D,10116.0,9877,12236,B,,,,Microsomes,9
362,Rattus norvegicus,CHEMBL615417,Autocuration,Liver,Ability of compound (250 uM) to inhibit the activity of 3-hydroxy -3- methyl glutanyl coenzyme A reductase(HMGR) using [14C]mevalonate in rat liver microsomes,,D,10116.0,9877,12236,B,,,,Microsomes,9
363,Rattus norvegicus,CHEMBL615418,Autocuration,Liver,Ability of compound (25 uM) to inhibit the activity of 3-hydroxy -3- methyl glutanyl coenzyme A reductase(HMGR) using [14C]mevalonate in rat liver microsomes,,D,10116.0,9877,12236,B,,,,Microsomes,9
364,Rattus norvegicus,CHEMBL615419,Autocuration,Liver,Ability of compound at 0 uM to inhibit the activity of 3-hydroxy -3- methyl glutanyl coenzyme A reductase(HMGR) using [14C]mevalonate in rat liver microsomes,,D,10116.0,9877,12236,B,,,,Microsomes,9
365,Rattus norvegicus,CHEMBL615420,Autocuration,Liver,Ability of compound to inhibit the activity of 3-hydroxy-3-methylglutarylcoenzyme A(HMGR) reductase in rat liver microsomes,,D,10116.0,9877,12236,B,,,,Microsomes,9
366,Rattus norvegicus,CHEMBL615421,Autocuration,Liver,Percentage inhibition of 3-hydroxy-3-methyl glutaryl coenzyme A reductase in rat liver microsomes at 250 uM,,D,10116.0,9877,12236,B,,,,Microsomes,9
367,Rattus norvegicus,CHEMBL615422,Autocuration,Liver,Percentage inhibition of 3-hydroxy -3- methyl glutanyl coenzyme A reductase(HMGR) in rat liver microsomes at 0 uM,,D,10116.0,9877,12236,B,,,,Microsomes,9
368,Rattus norvegicus,CHEMBL615423,Autocuration,Liver,Percentage inhibition of 3-hydroxy -3- methyl glutanyl coenzyme A reductase(HMGR) in rat liver microsomes at 2.5 uM,,D,10116.0,9877,12236,B,,,,Microsomes,9
369,Rattus norvegicus,CHEMBL872868,Autocuration,Liver,Percentage inhibition of 3-hydroxy -3- methyl glutanyl coenzyme A reductase(HMGR) in rat liver microsomes at 2500 uM,,D,10116.0,9877,12236,B,,,,Microsomes,9
370,Rattus norvegicus,CHEMBL615424,Autocuration,Liver,Percentage inhibition of 3-hydroxy -3- methyl glutanyl coenzyme A reductase(HMGR) in rat liver microsomes at 25 uM,,D,10116.0,9877,12236,B,,,,Microsomes,9
371,,CHEMBL825022,Autocuration,,Inhibitory activity against 3-phosphoglycerate kinase.,,H,,3003,104832,B,,,,,4
372,,CHEMBL615425,Autocuration,,Binding affinity was evaluated towards 3-phosphoglycerate kinase at 37 degrees Celsius in 0.1 m NaCl pH 7.1,,H,,3003,104832,B,,,,,4
373,,CHEMBL615426,Autocuration,,"Michaelis-Menten constant with 1,3-bisphosphoglyceric acid (1,3-BPG) against 3-phosphoglycerate kinase",,H,,3003,104832,B,,,,,4
374,Homo sapiens,CHEMBL615427,Expert,,Inhibition of human 3-phosphoinositide-dependent protein kinase 1 at 10 uM,,D,9606.0,17185,10612,B,,,,,9
375,Homo sapiens,CHEMBL615428,Intermediate,,Cytotoxicity on 3677 melanoma cells,,N,9606.0,6072,80616,F,,,3677 melanoma cell line,,1
376,Homo sapiens,CHEMBL615429,Intermediate,,Cytotoxicity on 3677 melanoma cells in combination with L-49-sFv-bL,,N,9606.0,6072,80616,F,,,3677 melanoma cell line,,1
377,Mus musculus,CHEMBL615430,Intermediate,,Antitumor activity against Mouse colon 38 at 500 ug/disk in disk diffusion assay,,N,10090.0,5018,80617,F,,,MC-38,,1
378,Homo sapiens,CHEMBL615431,Intermediate,,Compound was evaluated for inhibition of tumor cell growth using sulforhodamine-B assay in 38 human cell lines,,U,9606.0,2852,22226,F,,,,,0
379,,CHEMBL615432,Autocuration,,In vivo antitumor activity against 3B131 intraperitoneally implanted B16 melanoma cells; NT= Not tested,,U,,8663,22226,F,,,B16,,0
380,,CHEMBL615433,Autocuration,,In vivo antitumor activity against 3B131 intraperitoneally implanted B16 melanoma cells; reproducible significant activity.,,U,,8663,22226,F,,,B16,,0
381,Human rhinovirus 14,CHEMBL615434,Expert,,Inhibitory activity against Human RhinoVirus serotype-14 3C Protease,,D,12131.0,3245,12464,F,,,,,9
382,Human rhinovirus sp.,CHEMBL615435,Intermediate,,Inhibitory activity against Human RhinoVirus serotype-14 3C Protease; NI means No inhibition to 50 uM,,N,169066.0,3245,50085,F,,,,,1
383,human rhinovirus type 14,CHEMBL615436,Intermediate,,Compound was evaluated for the inactivation of HRV 14 3C protease activity expressed as KI,,N,169066.0,3877,50679,F,,,,,1
384,human rhinovirus type 14,CHEMBL615437,Intermediate,,Compound was evaluated for the inactivation of HRV 14 3C protease activity expressed as kinact,,N,169066.0,3877,50679,F,,,,,1
385,Human rhinovirus 14,CHEMBL615438,Expert,,Antiviral activity against human rhinovirus-14 (HRV-14) 3C protease using enzyme assay,,D,12131.0,5861,12464,F,,,,,9
386,Human rhinovirus 14,CHEMBL615439,Expert,,Antiviral activity against human rhinovirus-14 (HRV-14) 3C protease using enzyme assay,,D,12131.0,5861,12464,F,,,,,9
387,Human rhinovirus 14,CHEMBL615440,Expert,,Antiviral activity against human rhinovirus-14 (HRV-14) 3C protease using enzyme assay,,D,12131.0,5861,12464,F,,,,,9
388,Human rhinovirus 14,CHEMBL615441,Expert,,Antiviral activity against human rhinovirus-14 (HRV-14) 3C protease using enzyme assay; inactive,,D,12131.0,5861,12464,F,,,,,9
389,Enterovirus,CHEMBL615641,Intermediate,,Compound was tested for the inhibitory activity of compound towards human rhinovirus 3C protease,,N,12059.0,13748,50665,F,,,,,1
390,Enterovirus,CHEMBL872065,Intermediate,,Compound was tested for the inhibitory activity of compound towards human rhinovirus-16 3C protease,,N,12059.0,13748,50665,F,,,,,1
391,Enterovirus,CHEMBL825023,Intermediate,,Compound was tested for the inhibitory activity of compound towards human rhinovirus-2 3C protease,,N,12059.0,13748,50665,F,,,,,1
392,Enterovirus,CHEMBL615642,Intermediate,,Compound was tested for the inhibitory activity of compound towards human rhinovirus-89 3C protease,,N,12059.0,13748,50665,F,,,,,1
393,Human rhinovirus B,CHEMBL615643,Expert,,Inhibition of human rhinovirus 3C protease,,H,147712.0,13748,12464,B,,,,,8
394,Homo sapiens,CHEMBL615644,Autocuration,,Compound was tested for inhibition of a proteinase 3CL pro of human coronavirus; Inhibited,,U,9606.0,17699,22226,B,,,,,0
395,Mus musculus,CHEMBL615645,Intermediate,,Compound tested for activity against 3EM 37 mouse ependymoblastoma after single ip injection on day 1 at optimal dose of 100 mg/kg (Dose range 200-12.5),,N,10090.0,7145,80619,F,,,3EM 37,,1
396,Mus musculus,CHEMBL615646,Intermediate,,Compound tested for activity against 3EM 37 mouse ependymoblastoma after single ip injection on day 1 at optimal dose of 128 mg/kg (Dose range 256-16),,N,10090.0,7145,80619,F,,,3EM 37,,1
397,Mus musculus,CHEMBL615647,Intermediate,,Compound tested for toxicity against 3EM 37 Mouse Ependymoblastoma after single ip injection on day 1 at optimal dose (OD) of 100 mg/kg on the 5th day after the injection of the compound; (10/10),,N,10090.0,7145,80619,F,,,3EM 37,,1
398,Mus musculus,CHEMBL615648,Intermediate,,Compound tested for toxicity against 3EM 37 mouse ependymoblastoma after single ip injection on day 1 at optimal dose (OD) of 100 mg/kg on the 5th day after the injection of the compound; (6/6),,N,10090.0,7145,80619,F,,,3EM 37,,1
399,Mus musculus,CHEMBL615649,Intermediate,,Effect of compound on 3EM 37 mouse ependymoblastoma after single ip injection on day 1 recorded as animal weight difference of the treated and the control (T-C) at OD of 100 mg/kg,,N,10090.0,7145,80619,F,,,3EM 37,,1
400,Mus musculus,CHEMBL615650,Intermediate,,Effect of compound on 3EM 37 mouse ependymoblastoma after single ip injection on day 1 recorded as percentage of cured animals at OD of 100 mg/kg,,N,10090.0,7145,80619,F,,,3EM 37,,1
401,Mus musculus,CHEMBL615651,Intermediate,,In vivo anti-tumor and anti-metastatic activity was measured after oral dosing 15 mg/kg b.i.d. to B6D2F1 mice bearing metastatic 3LL Lewis lung tumor,,N,10090.0,5325,80620,F,,,3LL cell line,,1
402,Mus musculus,CHEMBL615652,Intermediate,,In vivo anti-tumor and anti-metastatic activity was measured after oral dosing b.i.d. to B6D2F1 mice bearing metastatic 3LL Lewis lung tumor,,N,10090.0,5325,80620,F,,,3LL cell line,,1
403,Mus musculus,CHEMBL615653,Expert,,In vivo anti-tumor and anti-metastatic activity following p.o. administration b.i.d. to B6D2F1 mice bearing metastatic 3LL Lewis lung tumor; Not tested.,,N,10090.0,5325,80620,F,,,3LL cell line,,1
404,Mus musculus,CHEMBL615654,Intermediate,,accumulation of compound in 3LL cells was measured with DFMO by HPLC at 1 uM dose,,N,10090.0,16169,80620,F,,,3LL cell line,,1
405,Mus musculus,CHEMBL615655,Intermediate,,accumulation of compound in 3LL cells was measured with DFMO by HPLC at 10 uM dose,,N,10090.0,16169,80620,F,,,3LL cell line,,1
406,Mus musculus,CHEMBL825024,Intermediate,,accumulation of compound in 3LL cells was measured with DFMO by HPLC at 250 uM dose,,N,10090.0,16169,80620,F,,,3LL cell line,,1
407,Mus musculus,CHEMBL615656,Intermediate,,accumulation of compound in 3LL cells was measured with DFMO by HPLC at 50 uM dose,,N,10090.0,16169,80620,F,,,3LL cell line,,1
408,Mus musculus,CHEMBL615657,Intermediate,,accumulation of compound in 3LL cells was measured with DFMO by ICP-AES at 50 uM dose,,N,10090.0,16169,80620,F,,,3LL cell line,,1
409,Mus musculus,CHEMBL615658,Intermediate,,accumulation of compound in 3LL cells was measured without DFMO by HPLC at 1 uM dose,,N,10090.0,16169,80620,F,,,3LL cell line,,1
410,Mus musculus,CHEMBL615659,Intermediate,,accumulation of compound in 3LL cells was measured without DFMO by HPLC at 10 uM dose,,N,10090.0,16169,80620,F,,,3LL cell line,,1
411,Mus musculus,CHEMBL615660,Intermediate,,accumulation of compound in 3LL cells was measured without DFMO by HPLC at 250 uM dose,,N,10090.0,16169,80620,F,,,3LL cell line,,1
412,Mus musculus,CHEMBL615661,Intermediate,,accumulation of compound in 3LL cells was measured without DFMO by HPLC at 50 uM dose,,N,10090.0,16169,80620,F,,,3LL cell line,,1
413,Mus musculus,CHEMBL615662,Intermediate,,accumulation of compound in 3LL cells was measured without DFMO by ICP-AES at 50 uM dose,,N,10090.0,16169,80620,F,,,3LL cell line,,1
414,Mus musculus,CHEMBL615663,Intermediate,,Effect on the growth of 3LL cells by DFMO pretreatment at 48 hr incubation,,N,10090.0,16169,80620,F,,,3LL cell line,,1
415,Mus musculus,CHEMBL615664,Intermediate,,Effect on the growth of 3LL cells was evaluated using an MTT assay at 48 hour incubation,,N,10090.0,16169,80620,F,,,3LL cell line,,1
416,Mus musculus,CHEMBL615665,Intermediate,,Effect on the growth of 3LL cells was evaluated using an MTT assay at 72 hour incubation,,N,10090.0,16169,80620,F,,,3LL cell line,,1
417,Mus musculus,CHEMBL615666,Intermediate,,accumulation of compound in 3LL cells was measured without DFMO by HPLC at 50 uM dose,,N,10090.0,16169,80620,F,,,3LL cell line,,1
418,Mus musculus,CHEMBL615667,Intermediate,,putrescine levels in 3LL cells after the treatment of 1 uM of Compound,,N,10090.0,16169,80620,F,,,3LL cell line,,1
419,Mus musculus,CHEMBL615668,Intermediate,,putrescine levels in 3LL cells after the treatment of 10 uM of Compound,,N,10090.0,16169,80620,F,,,3LL cell line,,1
420,Mus musculus,CHEMBL615669,Intermediate,,putrescine levels in 3LL cells after the treatment of 250 uM of Compound,,N,10090.0,16169,80620,F,,,3LL cell line,,1
421,Mus musculus,CHEMBL615670,Intermediate,,putrescine levels in 3LL cells after the treatment of 50 uM of Compound,,N,10090.0,16169,80620,F,,,3LL cell line,,1
422,Mus musculus,CHEMBL836739,Intermediate,,spermidine levels in 3LL cells after the treatment of 1 uM of Compound,,N,10090.0,16169,80620,F,,,3LL cell line,,1
423,Mus musculus,CHEMBL615671,Intermediate,,spermidine levels in 3LL cells after the treatment of 10 uM of Compound,,N,10090.0,16169,80620,F,,,3LL cell line,,1
424,Mus musculus,CHEMBL615672,Intermediate,,spermidine levels in 3LL cells after the treatment of 250 uM of Compound,,N,10090.0,16169,80620,F,,,3LL cell line,,1
425,Mus musculus,CHEMBL615791,Intermediate,,spermidine levels in 3LL cells after the treatment of 50 uM of Compound,,N,10090.0,16169,80620,F,,,3LL cell line,,1
426,Mus musculus,CHEMBL615792,Intermediate,,spermine levels in 3LL cells after the treatment of 1 uM of Compound,,N,10090.0,16169,80620,F,,,3LL cell line,,1
427,Mus musculus,CHEMBL615793,Intermediate,,spermine levels in 3LL cells after the treatment of 10 uM of Compound,,N,10090.0,16169,80620,F,,,3LL cell line,,1
428,Mus musculus,CHEMBL615794,Intermediate,,spermine levels in 3LL cells after the treatment of 250 uM of Compound,,N,10090.0,16169,80620,F,,,3LL cell line,,1
429,Mus musculus,CHEMBL615795,Intermediate,,spermine levels in 3LL cells after the treatment of 50 uM of Compound,,N,10090.0,16169,80620,F,,,3LL cell line,,1
430,Homo sapiens,CHEMBL615590,Intermediate,,Concentration required to inhibit the colony formation of lung carcinoma (3LLD122) cell lines by 50%,,N,9606.0,15547,80621,F,,,3LLD122,,1
431,,CHEMBL615591,Autocuration,,In vivo antitumor activity against 3M531 is the sarcoma M5076; reproducible minimal activity,,U,,8663,22226,F,,,,,0
432,,CHEMBL615592,Autocuration,,In vivo antitumor activity against 3M531 is the sarcoma M5076; reproducible significant activity.,,U,,8663,22226,F,,,,,0
433,,CHEMBL615593,Autocuration,,In vivo antitumor activity against 3MBG5 subrenal capsule mammary carcinoma MX-1 xenograft; NT= Not tested,,U,,8663,22226,F,,,,,0
434,,CHEMBL615594,Autocuration,,In vivo antitumor activity against 3MBG5 subrenal capsule mammary carcinoma MX-1 xenograft; reproducible significant activity.,,U,,8663,22226,F,,,,,0
435,Mus musculus,CHEMBL615595,Intermediate,,Effective dose required against Trypanosoma cruzi amastigotes in 3T3 Fibroblasts,,N,10090.0,4504,80951,F,,,NIH3T3,,1
436,Mus musculus,CHEMBL615596,Intermediate,,Effective dose required against Trypanosoma cruzi amastigotes in 3T3 Fibroblasts,,N,10090.0,4504,80951,F,,,NIH3T3,,1
437,,CHEMBL615597,Expert,,Inhibition of 6 nM bombesin induced [3H]thymidine incorporation measured in swiss 3T3 cells using a mitogenicity assay,,H,,12695,11169,F,,,NIH3T3,,8
438,Mus musculus,CHEMBL615598,Intermediate,,Ability of the peptide to inhibit 6 nM bombesin induced [3H]thymidine incorporation was measured in swiss 3T3 cells using mitogenicity assay; na=Not active,,N,10090.0,12695,80951,F,,,NIH3T3,,1
439,Mus musculus,CHEMBL615599,Intermediate,,Ability of the peptide to inhibit 6 nM bombesin induced [3H]thymidine incorporation was measured in swiss 3T3 cells using mitogenicity assay; nt=Not tested,,N,10090.0,12695,80951,F,,,NIH3T3,,1
440,Mus musculus,CHEMBL615600,Expert,,Effective dose against murine 3T3 fibroblasts cells,,N,10090.0,17642,80951,F,,,NIH3T3,,1
441,Mus musculus,CHEMBL615601,Expert,,Dose required against murine 3T3 fibroblasts cells; 1-10 uM,,N,10090.0,17642,80951,F,,,NIH3T3,,1
442,Mus musculus,CHEMBL615602,Expert,,Cytotoxic effect on 3T3 cells,,N,10090.0,12340,80951,F,,,NIH3T3,,1
443,Mus musculus,CHEMBL615603,Expert,,Cytotoxic effect on 3T3 cells,,N,10090.0,12340,80951,F,,,NIH3T3,,1
444,Mus musculus,CHEMBL615604,Intermediate,,Compound was tested for the concentration necessary to inhibit swiss 3T3 Mouse Fibroblast cell growth rate by 50%.,,N,10090.0,12716,80951,F,,,NIH3T3,,1
445,Mus musculus,CHEMBL615605,Intermediate,,Concentration of NO in supernatant generated by mouse fibroblasts (3T3) cell line in the presence of compound was determined using NR coloration,,N,10090.0,6277,80951,F,,,NIH3T3,,1
446,Mus musculus,CHEMBL615606,Intermediate,,Concentration of NO in supernatant generated by mouse fibroblasts (3T3) cell line in the presence of compound was determined using NR coloration; nd=No data,,N,10090.0,6277,80951,F,,,NIH3T3,,1
447,Mus musculus,CHEMBL884526,Expert,,In vitro cytotoxic concentration against mouse fibroblasts (3T3) cell line using MTT coloration,,N,10090.0,6277,80951,F,,,NIH3T3,,1
448,Mus musculus,CHEMBL615607,Expert,,In vitro cytotoxic concentration against mouse fibroblasts (3T3) cell line using MTT coloration; n.d.=no data,,N,10090.0,6277,80951,F,,,NIH3T3,,1
449,Mus musculus,CHEMBL615608,Intermediate,,In vitro cytotoxic concentration against mouse fibroblasts (3T3) cell line using MTT coloration; n.t.=not tested,,N,10090.0,6277,80951,F,,,NIH3T3,,1
450,Mus musculus,CHEMBL615609,Expert,,In vitro inhibitory activity against mouse fibroblasts (3T3) cell line using CV coloration,,N,10090.0,6277,80951,F,,,NIH3T3,,1
451,Mus musculus,CHEMBL615682,Expert,,In vitro inhibitory activity against mouse fibroblasts (3T3) cell line using CV coloration; n.d.=no data,,N,10090.0,6277,80951,F,,,NIH3T3,,1
452,Mus musculus,CHEMBL615683,Intermediate,,In vitro inhibitory activity against mouse fibroblasts (3T3) cell line using CV coloration; n.t.=not tested,,N,10090.0,6277,80951,F,,,NIH3T3,,1
453,Mus musculus,CHEMBL615684,Expert,,In vivo inhibition of H-ras-transformed 3T3 fibroblasts in nude mouse tumor models,,N,10090.0,17780,80951,F,,,NIH3T3,,1
454,Mus musculus,CHEMBL615685,Autocuration,,Inhibition of PDGF-dependent autophosphorylation of PDGF-R in mouse BALB/c3T3 cells,,D,10090.0,12751,104860,F,,,,,7
455,Mus musculus,CHEMBL615686,Expert,,Inhibition of Swiss 3T3 Mouse fibroblast proliferation,,N,10090.0,12380,80951,F,,,NIH3T3,,1
456,Mus musculus,CHEMBL615687,Intermediate,,Inhibitory activity against 3T3 cell line,,N,10090.0,14892,80951,F,,,NIH3T3,,1
457,Mus musculus,CHEMBL884523,Intermediate,,The ability of the peptide to inhibit the binding of 10 pM [125I]gastrin releasing peptide to S-3T3 cell membrane was measured,,N,10090.0,12695,80951,F,,,NIH3T3,,1
458,,CHEMBL615688,Expert,,Ability of peptide to inhibit binding of 10 pM [125I]gastrin releasing peptide to S-3T3 cell membrane.,,H,,12695,11169,F,,,,,8
459,Mus musculus,CHEMBL615689,Intermediate,,The ability of the peptide to inhibit the binding of 10 pM [125I]gastrin releasing peptide to S-3T3 cell membrane was measured; nt=Not tested,,N,10090.0,12695,80951,F,,,NIH3T3,,1
460,Mus musculus,CHEMBL615690,Intermediate,,The ability of the peptide to inhibit the binding of 50 pM [125I]gastrin releasing peptide to intact S-3T3 cells was measured,,N,10090.0,12695,80951,F,,,NIH3T3,,1
461,,CHEMBL615691,Expert,,The ability of the peptide to inhibit the binding of 50 pM [125I]gastrin releasing peptide to intact S-3T3 cells,,H,,12695,11169,F,,,,,8
462,,CHEMBL615692,Expert,,The ability of the peptide to inhibit the binding of 50 pM [125I]gastrin releasing peptide to intact S-3T3 cells; nt=Not tested,,H,,12695,11169,F,,,,,8
463,Mus musculus,CHEMBL615693,Intermediate,,Concentration of NO in supernatant generated by mouse fibroblasts (3T3) cell line in the presence of compound was determined using NR coloration,,N,10090.0,6277,80951,F,,,NIH3T3,,1
464,Mus musculus,CHEMBL615324,Expert,,Concentration of NO in supernatant generated by mouse fibroblasts (3T3) cell line was determined using NR coloration; n.d.=no data,,N,10090.0,6277,80951,F,,,NIH3T3,,1
465,Homo sapiens,CHEMBL615325,Expert,,Inhibition of ligand-induced proliferation in human EGF-R Kinase expressing 3T3 cells,,D,9606.0,4959,9,F,,,NIH3T3,,9
466,Homo sapiens,CHEMBL615490,Expert,,Inhibition of ligand-induced proliferation in human EGF-R Kinase expressing 3T3 cells (Not tested),,D,9606.0,4959,9,F,,,NIH3T3,,9
467,Homo sapiens,CHEMBL615491,Expert,,Inhibition of ligand induced proliferation in human Her-2 (p185erbB) tyrosine kinase expressing 3T3 cells,,D,9606.0,4959,188,F,,,NIH3T3,,9
468,Homo sapiens,CHEMBL615492,Expert,,Inhibition of ligand-induced proliferation in human Her-2 (p185erbB) tyrosine kinase expressing 3T3 cells (Not tested),,D,9606.0,4959,188,F,,,NIH3T3,,9
469,Mus musculus,CHEMBL615493,Intermediate,,Inhibitory concentration of compound rwas calculated on 3T3 cells by [3H]Thd incorporation,,N,10090.0,12082,80951,F,,,NIH3T3,,1
470,Mus musculus,CHEMBL615494,Intermediate,,Inhibitory concentration of compound was calculated on 3T3 cells by [14C]Leu incorporation,,N,10090.0,12082,80951,F,,,NIH3T3,,1
471,Mus musculus,CHEMBL615495,Intermediate,,Inhibitory concentration of compound was calculated on 3T3 cells by using clonal assay,,N,10090.0,12082,80951,F,,,NIH3T3,,1
472,Mus musculus,CHEMBL615496,Intermediate,,Inhibitory concentration was calculated on 3T3 cells by using growth assay,,N,10090.0,12082,80951,F,,,NIH3T3,,1
473,Mus musculus,CHEMBL615497,Intermediate,,In vitro cytotoxicity was evaluated in mouse embryo BALB/c 3T3 cells,,N,10090.0,2643,80951,F,,,NIH3T3,,1
474,Mus musculus,CHEMBL615498,Expert,,Inhibition of Swiss 3T3 mouse fibroblast proliferation,,N,10090.0,11926,80951,F,,,NIH3T3,,1
