ASSI,ASSORGA,CUB,CHEI,CI,ASSCA,T,TII,ASSTY,VAI,Descri,ASSSUBCEFR,RELT,CONFSCO,SI,SRASSI,BAFO
7831,,Autocuration,CHEMBL620892,,,22224,,A,,Area under the MAP curve measured over 5 min.,,U,0,1,,BAO_0000019
7832,Mus musculus,Intermediate,CHEMBL621079,,,50594,,A,,Area under the concentration time curve (AUC) taken for 0-24 hr was measured when administered through iv route in mice,,N,1,1,,BAO_0000218
7833,Mus musculus,Intermediate,CHEMBL621080,,,50594,,A,,Area under the concentration time curve (AUC) taken for 0-24 hr was measured when administered through oral route in mice,,N,1,1,,BAO_0000218
7834,Canis lupus familiaris,Intermediate,CHEMBL621081,,,50588,,A,,Area under the concentration vs time curve in dog at 10 mg/kg oral dose,,N,1,1,,BAO_0000218
7835,Cricetinae,Intermediate,CHEMBL621082,,,100712,,A,,Area under the concentration vs time curve in hamster at 10 mg/kg oral dose,,N,1,1,,BAO_0000218
7836,Rattus norvegicus,Intermediate,CHEMBL621083,,,50597,,A,,Area under the concentration vs time curve in rat at 10 mg/kg oral dose,,N,1,1,,BAO_0000218
7837,Canis lupus familiaris,Intermediate,CHEMBL621084,,,50588,,A,,Area under the concentration-time curve from time zero to infinity after intravenous administration of 2.5 mg/kg in dogs,,N,1,1,,BAO_0000218
7838,Canis lupus familiaris,Intermediate,CHEMBL621085,,,50588,,A,,Area under the concentration-time curve from time zero to infinity in oral (5 mg/kg) fasted dogs,,N,1,1,,BAO_0000218
7839,Canis lupus familiaris,Intermediate,CHEMBL621086,,,50588,,A,,Area under the concentration-time curve from time zero to infinity in oral (5 mg/kg) fed dogs,,N,1,1,,BAO_0000218
7840,Canis lupus familiaris,Intermediate,CHEMBL621087,,,50588,,A,,Area under the concentration/ time determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),,N,1,1,,BAO_0000218
7841,Canis lupus familiaris,Intermediate,CHEMBL622607,,,50588,,A,,Area under the concentration/ time in plasma after oral administration in dog (25 mg/kg),,N,1,1,,BAO_0000218
7842,Canis lupus familiaris,Intermediate,CHEMBL622608,,,50588,,A,,Serum AUC in marmosets (IV dose),,N,1,1,,BAO_0000218
7843,,Autocuration,CHEMBL624481,,,22224,,A,,Area under the curve after intravenous administration at a dose of 10 umol/kg,,U,0,1,,BAO_0000019
7844,,Autocuration,CHEMBL624482,,,22224,,A,,Area under the curve after intravenous administration at a dose of 2 umol/kg,,U,0,1,,BAO_0000019
7845,,Autocuration,CHEMBL624483,,,22224,,A,,Area under the curve after intravenous administration at a dose of 4 umol/kg,,U,0,1,,BAO_0000019
7846,,Autocuration,CHEMBL624484,,,22224,,A,,Area under the curve after intravenous administration at a dose of 40 umol/kg,,U,0,1,,BAO_0000019
7847,,Autocuration,CHEMBL624485,,,22224,,A,,Area under the curve after intravenous administration at a dose of 5 umol/kg,,U,0,1,,BAO_0000019
7848,Rattus norvegicus,Intermediate,CHEMBL624486,,,50597,,A,,Area under the curve for fumarate salt was evaluated in F344 Rats.,,N,1,1,,BAO_0000218
7849,,Autocuration,CHEMBL624487,,,22224,,A,,Area under the curve for the compound was calculated.,,U,0,1,,BAO_0000019
7850,,Autocuration,CHEMBL624488,,,22224,,A,,Area under the curve in concentration/ time,,U,0,1,,BAO_0000019
7851,Rattus norvegicus,Intermediate,CHEMBL624489,,,50597,,A,,Area under the curve administered intraintestinal in rats.,,N,1,1,,BAO_0000218
7852,Rattus norvegicus,Intermediate,CHEMBL625184,,,50597,,A,,Area under the curve administered intravenously in rats.,,N,1,1,,BAO_0000218
7853,,Autocuration,CHEMBL625185,,,22224,,A,,Area under the curve during intravenous administration,,U,0,1,,BAO_0000019
7854,,Autocuration,CHEMBL875954,,,22224,,A,,Area under the curve during intravenous administration; Not determined,,U,0,1,,BAO_0000019
7855,,Autocuration,CHEMBL625186,,,22224,,A,,Area under the curve during systemic administration,,U,0,1,,BAO_0000019
7856,,Autocuration,CHEMBL625187,,,22224,,A,,Area under the curve during systemic administration; Not determined,,U,0,1,,BAO_0000019
7857,,Autocuration,CHEMBL625188,,,22224,,A,,Area under the curve was calculated for the compound.,,U,0,1,,BAO_0000019
7858,Canis lupus familiaris,Intermediate,CHEMBL625189,,,50588,,A,,Area under the curve was determined after intravenous administration of 1.8 mg/kg in male Beagle dogs,,N,1,1,,BAO_0000218
7859,Canis lupus familiaris,Intermediate,CHEMBL625190,,,50588,,A,,Area under the curve was determined after intravenous administration of 10 mg/kg in male Beagle dogs,,N,1,1,,BAO_0000218
7860,Rattus norvegicus,Intermediate,CHEMBL621733,,,50597,,A,,Area under the curve was determined after intravenous administration of 2.5 mg/kg in male Dawley rats,,N,1,1,,BAO_0000218
7861,Rattus norvegicus,Intermediate,CHEMBL621734,,,50597,,A,,Area under the curve was determined after intravenous administration of 2.6 mg/kg in male Dawley rats,,N,1,1,,BAO_0000218
7862,Rattus norvegicus,Intermediate,CHEMBL621735,,,50597,,A,,C6h was measured as concentration obtained after 6 hr of oral administration in air pouch exudate after oral administration to male F344 rats,,N,1,1,,BAO_0000218
7863,Rattus norvegicus,Intermediate,CHEMBL621736,,,50597,1969.0,A,,Clearance of the drug was measured in the plasma of rat; No data,,N,1,1,,BAO_0000218
7864,Rattus norvegicus,Intermediate,CHEMBL621737,,,50597,1969.0,A,,The pharmacokinetic parameter plasma clearance in vivo in rats,,N,1,1,,BAO_0000218
7865,Rattus norvegicus,Intermediate,CHEMBL621738,,,50597,,A,,Plasma clearance at the dose of 2 mg/kg in rat,,N,1,1,,BAO_0000218
7866,Rattus norvegicus,Intermediate,CHEMBL622806,,,50597,,A,,CL (clearance) of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,,N,1,1,,BAO_0000218
7867,Rattus norvegicus,Intermediate,CHEMBL623519,,,50597,,A,,CL (clearance) of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,,N,1,1,,BAO_0000218
7868,Rattus norvegicus,Intermediate,CHEMBL623520,,,50597,,A,,CL at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,N,1,1,,BAO_0000218
7869,Rattus norvegicus,Intermediate,CHEMBL623521,,,50597,,A,,Clearance measured after intravenous bolus administration of 50 mg/kg of compound to rats,,N,1,1,,BAO_0000218
7870,Rattus norvegicus,Intermediate,CHEMBL623522,,,50597,,A,,Clearance in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,,N,1,1,,BAO_0000218
7871,Rattus norvegicus,Intermediate,CHEMBL623523,,,50597,,A,,Clearance rate in rat,,N,1,1,,BAO_0000218
7872,Rattus norvegicus,Intermediate,CHEMBL623690,,,50597,,A,,Clearance rate in rat,,N,1,1,,BAO_0000218
7873,Rattus norvegicus,Intermediate,CHEMBL623691,,,50597,,A,,Clearance (Cl) of compound (10 mg/kg) after iv administration was determined in Sprague-Dawley rat,,N,1,1,,BAO_0000218
7874,Rattus norvegicus,Intermediate,CHEMBL623692,,,50597,,A,,Clearance (Cl) of compound (9.83 mg/kg) after iv administration was determined in Sprague-Dawley rat,,N,1,1,,BAO_0000218
7875,Rattus norvegicus,Intermediate,CHEMBL623693,,,50597,,A,,Clearance (Cl) of compound (9.84 mg/kg) after iv administration was determined in Sprague-Dawley rat,,N,1,1,,BAO_0000218
7876,Rattus norvegicus,Intermediate,CHEMBL623694,,,50597,,A,,Clearance (Cl) of compound (9.92 mg/kg) after iv administration was determined in Sprague-Dawley rat,,N,1,1,,BAO_0000218
7877,Rattus norvegicus,Intermediate,CHEMBL623695,,,50597,,A,,Clearance of compound after iv administration of 20 mg/kg dose in rat,,N,1,1,,BAO_0000218
7878,Rattus norvegicus,Intermediate,CHEMBL623696,,,50597,,A,,Compound was evaluated for clearance after treatment with iv dose of 1 mgkg to female wistar rats,,N,1,1,,BAO_0000218
7879,Rattus norvegicus,Intermediate,CHEMBL623697,,,50597,,A,,Compound was evaluated for clearance after treatment with iv dose of 1 mgkg to male wistar rats,,N,1,1,,BAO_0000218
7880,Macaca mulatta,Intermediate,CHEMBL623698,,,22224,1969.0,A,,Compound was tested for its plasma clearance rate in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,,U,0,1,,BAO_0000218
7881,Rattus norvegicus,Intermediate,CHEMBL623699,,,22224,1969.0,A,,Compound was tested for its plasma clearance rate in Sprague Dawley rats,,U,0,1,,BAO_0000218
7882,Rattus norvegicus,Intermediate,CHEMBL623700,,,50597,,A,,Mean (%CV) PK parameters for CL(mL/min/kg).,,N,1,1,,BAO_0000218
7883,Rattus norvegicus,Intermediate,CHEMBL623701,,,50597,,A,,Pharmacokinetic studies were carried out to determine the clearance after administration at 20 mg/kg intravenously in rat,,N,1,1,,BAO_0000218
7884,Rattus norvegicus,Intermediate,CHEMBL623702,,,50597,1969.0,A,,Pharmacokinetic parameter plasma clearance was determined at when a dose of 1 mg/kg is administered,,N,1,1,,BAO_0000218
7885,Rattus norvegicus,Intermediate,CHEMBL623703,,,50597,,A,,Plasma Clearance measured at steady-state following iv infusion at 0.6 mg/kg/h in rats,,N,1,1,,BAO_0000218
7886,Rattus norvegicus,Intermediate,CHEMBL623704,,,50597,,A,,Plasma clearance in rat was determined,,N,1,1,,BAO_0000218
7887,Rattus norvegicus,Intermediate,CHEMBL623705,,,50597,,A,,Plasma clearance in rat after administration of 2 mg/kg iv,,N,1,1,,BAO_0000218
7888,Rattus norvegicus,Intermediate,CHEMBL623706,,,50597,,A,,Plasma clearance in rat after administration of 2 mg/kg iv,,N,1,1,,BAO_0000218
7889,Rattus norvegicus,Intermediate,CHEMBL623707,,,50597,,A,,Plasma clearance was determined,,N,1,1,,BAO_0000218
7890,Rattus norvegicus,Intermediate,CHEMBL623708,,,50597,,A,,Plasma clearance in rat,,N,1,1,,BAO_0000218
7891,Rattus norvegicus,Intermediate,CHEMBL623709,,,50597,,A,,Plasma clearance in rat after intravenous administration at a concentration 0.5 mg/kg,,N,1,1,,BAO_0000218
7892,Rattus norvegicus,Intermediate,CHEMBL623710,,,50597,,A,,Plasma clearance in rat by iv administration,,N,1,1,,BAO_0000218
7893,Rattus norvegicus,Intermediate,CHEMBL623711,,,50597,,A,,Plasma clearance in rat by iv administration at a dose of 3 mg/kg,,N,1,1,,BAO_0000218
7894,Rattus norvegicus,Intermediate,CHEMBL623712,,,50597,,A,,Plasma clearance in rat p.o.,,N,1,1,,BAO_0000218
7895,Rattus norvegicus,Intermediate,CHEMBL623713,,,50597,,A,,Plasma clearance in rats,,N,1,1,,BAO_0000218
7896,Rattus norvegicus,Intermediate,CHEMBL623714,,,50597,,A,,Plasma clearance was determined; ND denotes no data,,N,1,1,,BAO_0000218
7897,Rattus norvegicus,Intermediate,CHEMBL623715,,,50597,,A,,Plasma clearance was determined; ND denotes not determined,,N,1,1,,BAO_0000218
7898,Rattus norvegicus,Intermediate,CHEMBL623716,,,50597,,A,,Plasma clearance was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,,N,1,1,,BAO_0000218
7899,Rattus norvegicus,Intermediate,CHEMBL622980,,,50597,,A,,Plasma clearance was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,,N,1,1,,BAO_0000218
7900,Rattus norvegicus,Intermediate,CHEMBL622981,,,50597,,A,,Plasma administration to rats,,N,1,1,,BAO_0000218
7901,Rattus norvegicus,Intermediate,CHEMBL622982,,,50597,,A,,Plasma clearance of the compound in female Sprague-Dawley rats,,N,1,1,,BAO_0000218
7902,Rattus norvegicus,Intermediate,CHEMBL622983,,,50597,,A,,Plasma clearance was observed after intravenous administration in rat,,N,1,1,,BAO_0000218
7903,Rattus norvegicus,Intermediate,CHEMBL622984,,,50597,,A,,Systemic clearance after intravenous administration (5.0 mg/kg) was determined in rat,,N,1,1,,BAO_0000218
7904,Rattus norvegicus,Intermediate,CHEMBL622985,,,50597,,A,,Tested for systemic clearance upon intravenous administration of 5.0 mg/Kg dose in rat,,N,1,1,,BAO_0000218
7905,Rattus norvegicus,Intermediate,CHEMBL623631,,,50597,1969.0,A,,plasma clearance was observed after intravenous administration in rat,,N,1,1,,BAO_0000218
7906,Rattus norvegicus,Intermediate,CHEMBL623632,,,50597,,A,,In vivo CL/F determined,,N,1,1,,BAO_0000218
7907,Rattus norvegicus,Intermediate,CHEMBL623633,,,50597,1969.0,A,,Pharmacokinetic parameter plasma clearance was determined at 2 mg/kg i.v. dose in rats,,N,1,1,,BAO_0000218
7908,Rattus norvegicus,Intermediate,CHEMBL623634,,,50597,1969.0,A,,Pharmacokinetic parameter plasma clearance was determined at 5 mg/kg i.v. dose in rats,,N,1,1,,BAO_0000218
7909,Rattus norvegicus,Intermediate,CHEMBL623635,,,50597,,A,,Compound was tested for the lower blood clearance in rat,,N,1,1,,BAO_0000218
7910,Rattus norvegicus,Intermediate,CHEMBL621195,,,50597,,A,,Evaluated for the low clearance in rat (in vivo),,N,1,1,,BAO_0000218
7911,Rattus norvegicus,Intermediate,CHEMBL621196,,,50597,,A,,Pharmacokinetic property (CLb)of the compound was determined in rat,,N,1,1,,BAO_0000218
7912,Rattus norvegicus,Intermediate,CHEMBL875287,,,50597,,A,,Rapid clearance after intravenous administration in rat was determined,,N,1,1,,BAO_0000218
7913,Rattus norvegicus,Intermediate,CHEMBL621197,,,50597,,A,,Clearance measured in rat,,N,1,1,,BAO_0000218
7914,Rattus norvegicus,Intermediate,CHEMBL621198,,,50597,1969.0,A,,Compound was evaluated for plasma clearance in rat,,N,1,1,,BAO_0000218
7915,Rattus norvegicus,Intermediate,CHEMBL621199,,,50597,1969.0,A,,Low plasma clearance was calculated in rat,,N,1,1,,BAO_0000218
7916,Rattus norvegicus,Intermediate,CHEMBL621200,,,50597,,A,,Pharmacokinetic property (Clp) in rat,,N,1,1,,BAO_0000218
7917,Rattus norvegicus,Intermediate,CHEMBL621201,,,50597,,A,,Plasma clearance in dog at a dose of 1 uM/kg in rat was determined,,N,1,1,,BAO_0000218
7918,Rattus norvegicus,Intermediate,CHEMBL621202,,,50597,,A,,Plasma clearance in rat at a dose of 10 uM/kg in rat was determined,,N,1,1,,BAO_0000218
7919,Rattus norvegicus,Intermediate,CHEMBL621203,,,50597,,A,,Plasma clearance after IV dosing at 0.5 mg/kg in rat,,N,1,1,,BAO_0000218
7920,Rattus norvegicus,Intermediate,CHEMBL621204,,,50597,,A,,Plasma clearance after IV dosing at 1 mg/kg in rat,,N,1,1,,BAO_0000218
7921,Rattus norvegicus,Intermediate,CHEMBL621205,,,50597,948.0,A,,Biodistribution in rat heart in the presence of 0.01 M Gd/0.01 M GdDTPA-AEP,,N,1,1,,BAO_0000218
7922,Rattus norvegicus,Intermediate,CHEMBL621206,,,50597,948.0,A,,Biodistribution in rat heart in the presence of 0.01 M GdDTPA-BDP,,N,1,1,,BAO_0000218
7923,Rattus norvegicus,Intermediate,CHEMBL621207,,,50597,948.0,A,,Biodistribution in rat heart in the presence of 0.01 M/0.08 M GdDTPA-AEP,,N,1,1,,BAO_0000218
7924,Rattus norvegicus,Intermediate,CHEMBL621208,,,50597,948.0,A,,Biodistribution in rat heart in the presence of 0.05 M /0.05 M GdDTPA-AEP,,N,1,1,,BAO_0000218
7925,Rattus norvegicus,Intermediate,CHEMBL621209,,,50597,948.0,A,,Biodistribution in rat heart in the presence of 0.05 M Gd/0.15 M lig,,N,1,1,,BAO_0000218
7926,Rattus norvegicus,Intermediate,CHEMBL876484,,,50597,948.0,A,,Biodistribution in rat heart in the presence of 0.05 M GdDTPA-BDP,,N,1,1,,BAO_0000218
7927,Rattus norvegicus,Intermediate,CHEMBL621210,,,50597,948.0,A,,Biodistribution in rat heart in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,N,1,1,,BAO_0000218
7928,Rattus norvegicus,Intermediate,CHEMBL621211,,,50597,948.0,A,,Biodistribution in rat heart in the presence of 0.10 M GdDTPA-BDP,,N,1,1,,BAO_0000218
7929,Rattus norvegicus,Intermediate,CHEMBL621212,,,50597,948.0,A,,Biodistribution in rat heart in the presence of 0.10 M/0.11 M GdDTPA-AEP,,N,1,1,,BAO_0000218
7930,Rattus norvegicus,Intermediate,CHEMBL621213,,,50597,948.0,A,,Biodistribution in rat heart in the presence of GdDTPA at 15 min,,N,1,1,,BAO_0000218
7931,Rattus norvegicus,Intermediate,CHEMBL621214,,,50597,948.0,A,,Biodistribution in rat heart in the presence of GdDTPA at 1 hr,,N,1,1,,BAO_0000218
7932,Rattus norvegicus,Intermediate,CHEMBL621215,,,50597,948.0,A,,Biodistribution in rat heart in the presence of GdDTPA at 30 min,,N,1,1,,BAO_0000218
7933,Rattus norvegicus,Intermediate,CHEMBL621216,,,50597,948.0,A,,Biodistribution in rat heart in the presence of GdDTPA at 4 hr,,N,1,1,,BAO_0000218
7934,Rattus norvegicus,Intermediate,CHEMBL621217,,,50597,948.0,A,,Biodistribution in rat heart in the presence of GdDTPA-BDP at 1 hr,,N,1,1,,BAO_0000218
7935,Rattus norvegicus,Intermediate,CHEMBL621218,,,50597,948.0,A,,Biodistribution in rat heart in the presence of GdDTPA-BDP at 30 min,,N,1,1,,BAO_0000218
7936,Rattus norvegicus,Intermediate,CHEMBL621219,,,50597,948.0,A,,Biodistribution in rat heart in the presence of GdDTPA-BDP at 4 hr,,N,1,1,,BAO_0000218
7937,Rattus norvegicus,Intermediate,CHEMBL621220,,,50597,948.0,A,,Biodistribution in rat heart in the presence of GdDTPA-BDPat 15 min,,N,1,1,,BAO_0000218
7938,Rattus norvegicus,Intermediate,CHEMBL621221,,,50597,948.0,A,,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 1 hr,,N,1,1,,BAO_0000218
7939,Rattus norvegicus,Intermediate,CHEMBL621222,,,50597,948.0,A,,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 30 min,,N,1,1,,BAO_0000218
7940,Rattus norvegicus,Intermediate,CHEMBL621223,,,50597,948.0,A,,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 4 hr,,N,1,1,,BAO_0000218
7941,Rattus norvegicus,Intermediate,CHEMBL876485,,,50597,948.0,A,,Biodistribution in rat heart in the presence of GdDTPA-HPDPat 15 min,,N,1,1,,BAO_0000218
7942,Rattus norvegicus,Intermediate,CHEMBL621224,,,50597,948.0,A,,Biodistribution in rat heart in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,N,1,1,,BAO_0000218
7943,Rattus norvegicus,Intermediate,CHEMBL621225,,,50597,948.0,A,,Biodistribution in rat heart in the presence of NCA Gd/0.01 M lip,,N,1,1,,BAO_0000218
7944,Rattus norvegicus,Intermediate,CHEMBL621226,,,50597,948.0,A,,Biodistribution in rat heart in the presence of NCAGd/0.01 M lig,,N,1,1,,BAO_0000218
7945,Rattus norvegicus,Intermediate,CHEMBL621227,,,50597,2113.0,A,,Biodistribution in rat kidney in the presence of 0.01 M GdDTPA-BDP,,N,1,1,,BAO_0000218
7946,Rattus norvegicus,Intermediate,CHEMBL621228,,,50597,2113.0,A,,Biodistribution in rat kidney in the presence of 0.01 M/0.01 M GdDTPA-AEP,,N,1,1,,BAO_0000218
7947,Rattus norvegicus,Intermediate,CHEMBL621229,,,50597,2113.0,A,,Biodistribution in rat kidney in the presence of 0.01 M/0.08 M GdDTPA-AEP,,N,1,1,,BAO_0000218
7948,Rattus norvegicus,Intermediate,CHEMBL621230,,,50597,2113.0,A,,Biodistribution in rat kidney in the presence of 0.05 M Gd/0.15 M lig,,N,1,1,,BAO_0000218
7949,Rattus norvegicus,Intermediate,CHEMBL621231,,,50597,2113.0,A,,Biodistribution in rat kidney in the presence of 0.05 M GdDTPA-BDP; ND=No data,,N,1,1,,BAO_0000218
7950,Rattus norvegicus,Intermediate,CHEMBL621232,,,50597,2113.0,A,,Biodistribution in rat kidney in the presence of 0.05 M/0.05 M GdDTPA-AEP,,N,1,1,,BAO_0000218
7951,Rattus norvegicus,Intermediate,CHEMBL621233,,,50597,2113.0,A,,Biodistribution in rat kidney in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,N,1,1,,BAO_0000218
7952,Rattus norvegicus,Intermediate,CHEMBL621234,,,50597,2113.0,A,,Biodistribution in rat kidney in the presence of 0.10 M GdDTPA-BDP,,N,1,1,,BAO_0000218
7953,Rattus norvegicus,Intermediate,CHEMBL621235,,,50597,2113.0,A,,Biodistribution in rat kidney in the presence of 0.10 M/0.11 M GdDTPA-AEP; ND=No data,,N,1,1,,BAO_0000218
7954,Rattus norvegicus,Intermediate,CHEMBL621236,,,50597,2113.0,A,,Biodistribution in rat kidney in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,N,1,1,,BAO_0000218
7955,Rattus norvegicus,Intermediate,CHEMBL621237,,,50597,2113.0,A,,Biodistribution in rat kidney in the presence of NCA Gd/0.01 M lip,,N,1,1,,BAO_0000218
7956,Rattus norvegicus,Intermediate,CHEMBL876486,,,50597,2113.0,A,,Biodistribution in rat kidney in the presence of NCAGd/0.01 M lig,,N,1,1,,BAO_0000218
7957,Rattus norvegicus,Intermediate,CHEMBL622436,,,50597,160.0,A,,Biodistribution in rat l. intestine in the presence of 0.01 M carrier at 1 hr,,N,1,1,,BAO_0000218
7958,Rattus norvegicus,Intermediate,CHEMBL622437,,,50597,160.0,A,,Biodistribution in rat l. intestine in the presence of 50 Gd/kg at 2 hr,,N,1,1,,BAO_0000218
7959,Rattus norvegicus,Intermediate,CHEMBL622438,,,50597,160.0,A,,Biodistribution in rat l. intestine in the presence of 50 Gd/kg at 6 hr,,N,1,1,,BAO_0000218
7960,Rattus norvegicus,Intermediate,CHEMBL622439,,,50597,2107.0,A,,Biodistribution in rat liver by in the presence 50 Gd/kg at 15 min,,N,1,1,,BAO_0000218
7961,Rattus norvegicus,Intermediate,CHEMBL622440,,,50597,2107.0,A,,Biodistribution in rat liver by in the presence of 0.05 M Gd/0.15 M lig,,N,1,1,,BAO_0000218
7962,Rattus norvegicus,Intermediate,CHEMBL622441,,,50597,2107.0,A,,Biodistribution in rat liver by in the presence of NCAGd/0.01 M lig,,N,1,1,,BAO_0000218
7963,Rattus norvegicus,Intermediate,CHEMBL622442,,,50597,2107.0,A,,Biodistribution in rat liver in the presence of 0.001 M/0.008 M GdDTPA-AEP,,N,1,1,,BAO_0000218
7964,Rattus norvegicus,Intermediate,CHEMBL622443,,,50597,2107.0,A,,Biodistribution in rat liver in the presence of 0.01 M GdDTPA-BDP,,N,1,1,,BAO_0000218
7965,Rattus norvegicus,Intermediate,CHEMBL622444,,,50597,2107.0,A,,Biodistribution in rat liver in the presence of 0.01 M/0.01 M GdDTPA-AEP,,N,1,1,,BAO_0000218
7966,Rattus norvegicus,Intermediate,CHEMBL622445,,,50597,2107.0,A,,Biodistribution in rat liver in the presence of 0.05 M GdDTPA-BDP,,N,1,1,,BAO_0000218
7967,Rattus norvegicus,Intermediate,CHEMBL622446,,,50597,2107.0,A,,Biodistribution in rat liver in the presence of 0.05 M/0.05 M GdDTPA-AEP,,N,1,1,,BAO_0000218
7968,Rattus norvegicus,Intermediate,CHEMBL622447,,,50597,2107.0,A,,Biodistribution in rat liver in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,N,1,1,,BAO_0000218
7969,Rattus norvegicus,Intermediate,CHEMBL622448,,,50597,2107.0,A,,Biodistribution in rat liver in the presence of 0.10 M GdDTPA-BDP,,N,1,1,,BAO_0000218
7970,Rattus norvegicus,Intermediate,CHEMBL622449,,,50597,2107.0,A,,Biodistribution in rat liver in the presence of 0.10 M/0.11 M GdDTPA-AEP; ND=No data,,N,1,1,,BAO_0000218
7971,Rattus norvegicus,Intermediate,CHEMBL622450,,,50597,2107.0,A,,Biodistribution in rat liver in the presence of 50 Gd/kg at 2 hr,,N,1,1,,BAO_0000218
7972,Rattus norvegicus,Intermediate,CHEMBL622451,,,50597,2107.0,A,,Biodistribution in rat liver in the presence of 50 Gd/kg at at 6 hr,,N,1,1,,BAO_0000218
7973,Rattus norvegicus,Intermediate,CHEMBL622452,,,50597,2107.0,A,,Biodistribution in rat liver in the presence of GdDTPA at 15 min,,N,1,1,,BAO_0000218
7974,Rattus norvegicus,Intermediate,CHEMBL622453,,,50597,2107.0,A,,Biodistribution in rat liver in the presence of GdDTPA at 1 hr,,N,1,1,,BAO_0000218
7975,Rattus norvegicus,Intermediate,CHEMBL622454,,,50597,2107.0,A,,Biodistribution in rat liver in the presence of GdDTPA at 30 min,,N,1,1,,BAO_0000218
7976,Rattus norvegicus,Intermediate,CHEMBL622455,,,50597,2107.0,A,,Biodistribution in rat liver in the presence of GdDTPA at 4 hr,,N,1,1,,BAO_0000218
7977,Rattus norvegicus,Intermediate,CHEMBL876024,,,50597,2107.0,A,,Biodistribution in rat liver in the presence of GdDTPA-BDP at 15 min,,N,1,1,,BAO_0000218
7978,Rattus norvegicus,Intermediate,CHEMBL622456,,,50597,,A,,T max was determined at 3 mg/kg po dose in rats,,N,1,1,,BAO_0000218
7979,Rattus norvegicus,Intermediate,CHEMBL622457,,,50597,,A,,"The Tmax value in female wistar rat at 100 mg/kg, p.o. dose",,N,1,1,,BAO_0000218
7980,Rattus norvegicus,Intermediate,CHEMBL622458,,,50597,,A,,"The Tmax value in male wistar rat at 100 mg/kg, p.o. dose",,N,1,1,,BAO_0000218
7981,Rattus norvegicus,Intermediate,CHEMBL622459,,,50597,,A,,The time to reach maximum concentration of compound was measured at the dose of 100 umol/kg,,N,1,1,,BAO_0000218
7982,Rattus norvegicus,Intermediate,CHEMBL873343,,,50597,,A,,The time to reach maximum concentration of compound was measured at the dose of 300 umol/kg,,N,1,1,,BAO_0000218
7983,Rattus norvegicus,Intermediate,CHEMBL622460,,,50597,,A,,The time to reach maximum concentration of compound was measured at the dose of 30 umol/kg,,N,1,1,,BAO_0000218
7984,Rattus norvegicus,Intermediate,CHEMBL622461,,,50597,1969.0,A,,Time for maximum plasma concentration determined in rat,,N,1,1,,BAO_0000218
7985,Rattus norvegicus,Intermediate,CHEMBL622462,,,50597,1969.0,A,,Time for maximum plasma concentration reached by compound was determined in rats at 50 mg/kg dose,,N,1,1,,BAO_0000218
7986,Rattus norvegicus,Intermediate,CHEMBL622463,,,50597,,A,,Time of maximum concentration of the drug when administered orally a dose of 10 mg/kg to a fasting rat,,N,1,1,,BAO_0000218
7987,Rattus norvegicus,Intermediate,CHEMBL622464,,,50597,,A,,Time of maximum concentration of the drug when administered orally a dose of 1 mg/kg to a fasting rat,,N,1,1,,BAO_0000218
7988,Rattus norvegicus,Intermediate,CHEMBL622465,,,50597,,A,,Time of maximum concentration of the drug when administered orally a dose of 30 mg/kg,,N,1,1,,BAO_0000218
7989,Rattus norvegicus,Intermediate,CHEMBL622466,,,50597,,A,,Time of maximum concentration of the drug when administered orally a dose of 3 mg/kg to a fasting rat,,N,1,1,,BAO_0000218
7990,Rattus norvegicus,Intermediate,CHEMBL622467,,,50597,,A,,Time of maximum concentration of the drug when administered orally at dose of 3 mg/kg,,N,1,1,,BAO_0000218
7991,Rattus norvegicus,Intermediate,CHEMBL622468,,,50597,1969.0,A,,Time of maximum plasma concentration in rat,,N,1,1,,BAO_0000218
7992,Rattus norvegicus,Intermediate,CHEMBL876025,,,50597,1969.0,A,,"Time required by compound for reaching maximum plasma concentration was determined in rats at 10 mg/kg, p.o. dose",,N,1,1,,BAO_0000218
7993,Rattus norvegicus,Intermediate,CHEMBL622469,,,50597,1969.0,A,,"Time required by compound for reaching maximum plasma concentration was determined in rats at 20 mg/kg, i.p. dose",,N,1,1,,BAO_0000218
7994,Rattus norvegicus,Intermediate,CHEMBL622470,,,50597,1969.0,A,,"Time required by compound for reaching maximum plasma concentration was determined in rats at 2 mg/kg, i.v. dose; n/a: not applicable",,N,1,1,,BAO_0000218
