cognome,attore_id,film_id,nome
CHASE,3,42,ED
DEGENERES,107,209,GINA
HOFFMAN,28,908,WOODY
CROWE,105,795,SIDNEY
SUVARI,192,680,JOHN
WILLIS,96,430,GENE
MCDORMAND,114,237,MORGAN
CARREY,181,744,MATTHEW
DREYFUSS,173,852,ALAN
WINSLET,68,834,RIP
HARRIS,152,729,BEN
ZELLWEGER,85,216,MINNIE
PFEIFFER,171,761,OLYMPIA
TEMPLE,149,118,RUSSELL
WOOD,156,504,FAY
GABLE,10,251,CHRISTIAN
BACALL,112,231,RUSSELL
WILLIAMS,172,771,GROUCHO
TRACY,117,578,RENEE
PITT,84,764,JAMES
JACKMAN,119,381,WARREN
HAWKE,97,256,MEG
CHASE,176,320,JON
AKROYD,182,720,DEBBIE
PRESLEY,93,120,ELLEN
OLIVIER,15,108,CUBA
GUINESS,1,1,PENELOPE
WILLIS,96,945,GENE
DUKAKIS,188,10,ROCK
BACALL,112,796,RUSSELL
PENN,73,772,GARY
HACKMAN,32,651,TIM
MONROE,120,63,PENELOPE
CHASE,3,341,ED
BAILEY,190,874,AUDREY
SINATRA,78,852,GROUCHO
TEMPLE,193,807,BURT
CLOSE,183,862,RUSSELL
CRAWFORD,129,230,DARYL
GIBSON,154,208,MERYL
KEITEL,130,725,GRETA
OLIVIER,15,949,CUBA
BAILEY,190,38,AUDREY
REYNOLDS,135,170,RITA
BENING,124,997,SCARLETT
NOLTE,108,567,WARREN
PECK,87,654,SPENCER
NOLTE,125,965,ALBERT
SINATRA,78,428,GROUCHO
PENN,73,561,GARY
CARREY,181,539,MATTHEW
BAILEY,67,945,JESSICA
BERRY,12,416,KARL
JOVOVICH,43,598,KIRK
ZELLWEGER,111,973,CAMERON
PALTROW,69,720,KENNETH
DENCH,89,342,CHARLIZE
MOSTEL,7,633,GRACE
BERRY,60,835,HENRY
DAVIS,101,85,SUSAN
CRONYN,49,558,ANNE
WOOD,13,87,UMA
PALTROW,21,179,KIRSTEN
MANSFIELD,136,485,ED
BENING,174,352,MICHAEL
CRONYN,49,579,ANNE
BOLGER,37,118,VAL
BRIDGES,98,107,CHRIS
GUINESS,90,212,SEAN
TANDY,155,941,IAN
PENN,133,806,RICHARD
MCKELLEN,38,353,TOM
TORN,102,837,WALTER
KEITEL,198,796,MARY
CROWE,105,606,SIDNEY
GARLAND,127,36,KEVIN
DENCH,123,286,JULIANNE
PFEIFFER,171,318,OLYMPIA
HOPE,161,714,HARVEY
WALKEN,196,908,BELA
CLOSE,183,32,RUSSELL
DENCH,89,254,CHARLIZE
WILLIS,96,66,GENE
OLIVIER,34,172,AUDREY
AKROYD,58,119,CHRISTIAN
HUNT,52,714,CARMEN
ALLEN,194,486,MERYL
WILLIAMS,172,215,GROUCHO
MCQUEEN,128,345,CATE
HOPPER,132,637,ADAM
DAVIS,110,343,SUSAN
VOIGHT,17,96,HELEN
DENCH,89,446,CHARLIZE
CRAWFORD,26,225,RIP
WILLIAMS,137,530,MORGAN
DEGENERES,166,366,NICK
BARRYMORE,47,973,JULIA
HACKMAN,175,190,WILLIAM
MONROE,120,682,PENELOPE
HACKMAN,32,219,TIM
COSTNER,16,287,FRED
BASINGER,158,880,VIVIEN
HARRIS,141,752,CATE
JOLIE,82,247,WOODY
MCQUEEN,128,336,CATE
KILMER,45,66,REESE
HARRIS,152,846,BEN
MIRANDA,42,665,TOM
HURT,140,731,WHOOPI
MCKELLEN,177,522,GENE
MARX,22,912,ELVIS
ZELLWEGER,85,337,MINNIE
GARLAND,184,371,HUMPHREY
SILVERSTONE,195,673,JAYNE
LOLLOBRIGIDA,5,841,JOHNNY
BAILEY,190,695,AUDREY
BLOOM,25,226,KEVIN
MARX,22,483,ELVIS
GIBSON,154,602,MERYL
HACKMAN,32,197,TIM
BOLGER,37,785,VAL
BERRY,91,982,CHRISTOPHER
CLOSE,183,113,RUSSELL
KILMER,45,18,REESE
HURT,140,857,WHOOPI
NICHOLSON,6,53,BETTE
NOLTE,122,83,SALMA
HUNT,52,878,CARMEN
PESCI,88,668,KENNETH
STALLONE,44,982,NICK
JOHANSSON,64,569,RAY
WITHERSPOON,144,393,ANGELA
KEITEL,198,597,MARY
NOLTE,108,744,WARREN
WILLIAMS,172,100,GROUCHO
BAILEY,190,472,AUDREY
SINATRA,78,530,GROUCHO
WILSON,168,892,WILL
HOFFMAN,28,597,WOODY
DAY-LEWIS,48,545,FRANCES
PALTROW,21,87,KIRSTEN
HOFFMAN,169,248,KENNETH
COSTNER,16,503,FRED
STREEP,116,844,DAN
MARX,22,648,ELVIS
DERN,109,393,SYLVESTER
NEESON,62,465,JAYNE
PINKETT,54,858,PENELOPE
NOLTE,125,204,ALBERT
TANDY,155,387,IAN
WAYNE,29,296,ALEC
DEGENERES,41,942,JODIE
GOODING,139,529,EWAN
DUNST,106,136,GROUCHO
HOFFMAN,79,853,MAE
JOLIE,82,978,WOODY
WALKEN,196,615,BELA
MALDEN,157,353,GRETA
GUINESS,90,384,SEAN
OLIVIER,15,500,CUBA
BERRY,60,334,HENRY
WINSLET,68,665,RIP
KILMER,162,1,OPRAH
WILLIS,96,134,GENE
BERRY,91,335,CHRISTOPHER
WILLIAMS,137,610,MORGAN
DAMON,81,564,SCARLETT
CRONYN,49,725,ANNE
WEST,197,189,REESE
DAMON,81,11,SCARLETT
MCCONAUGHEY,70,414,MICHELLE
DEGENERES,166,55,NICK
WALKEN,196,833,BELA
GUINESS,90,433,SEAN
GUINESS,1,832,PENELOPE
PFEIFFER,171,447,OLYMPIA
DAY-LEWIS,48,570,FRANCES
DUKAKIS,36,569,BURT
SUVARI,192,708,JOHN
PITT,84,414,JAMES
NOLTE,150,887,JAYNE
WITHERSPOON,144,396,ANGELA
BACALL,112,450,RUSSELL
MCDORMAND,114,866,MORGAN
BENING,174,852,MICHAEL
MCKELLEN,38,241,TOM
WAYNE,29,342,ALEC
MCKELLEN,177,188,GENE
CROWE,105,906,SIDNEY
NOLTE,150,889,JAYNE
PALTROW,21,798,KIRSTEN
TANDY,66,230,MARY
GRANT,71,773,ADAM
HACKMAN,32,401,TIM
BALE,115,277,HARRISON
DEE,138,695,LUCILLE
HACKMAN,32,199,TIM
MIRANDA,42,505,TOM
NOLTE,150,892,JAYNE
NICHOLSON,6,193,BETTE
STREEP,24,463,CAMERON
ZELLWEGER,111,731,CAMERON
JOVOVICH,43,917,KIRK
BARRYMORE,47,913,JULIA
HARRIS,141,740,CATE
DAVIS,110,120,SUSAN
DAMON,81,729,SCARLETT
JOLIE,82,839,WOODY
HOFFMAN,169,93,KENNETH
GOODING,139,181,EWAN
PALTROW,21,680,KIRSTEN
DUKAKIS,36,493,BURT
ZELLWEGER,186,237,JULIA
OLIVIER,34,929,AUDREY
WOOD,13,817,UMA
CROWE,105,561,SIDNEY
DAVIS,101,146,SUSAN
GOODING,191,849,GREGORY
CRAWFORD,129,602,DARYL
OLIVIER,34,720,AUDREY
TORN,94,193,KENNETH
WAYNE,29,436,ALEC
TEMPLE,149,685,RUSSELL
TEMPLE,200,993,THORA
TORN,102,600,WALTER
MCKELLEN,38,839,TOM
TORN,102,526,WALTER
DUNST,106,585,GROUCHO
DAVIS,101,250,SUSAN
TEMPLE,53,386,MENA
KILMER,153,919,MINNIE
BLOOM,25,21,KEVIN
CARREY,181,596,MATTHEW
RYDER,142,875,JADA
NEESON,61,423,CHRISTIAN
KILMER,45,714,REESE
WEST,163,394,CHRISTOPHER
ZELLWEGER,85,630,MINNIE
JOHANSSON,146,177,ALBERT
KEITEL,130,326,GRETA
STREEP,24,829,CAMERON
TORN,94,320,KENNETH
WAHLBERG,2,458,NICK
GARLAND,165,72,AL
MALDEN,157,535,GRETA
ASTAIRE,76,958,ANGELINA
STREEP,116,88,DAN
SILVERSTONE,195,534,JAYNE
TORN,94,322,KENNETH
WOOD,13,528,UMA
MIRANDA,42,568,TOM
GUINESS,179,811,ED
DUKAKIS,188,815,ROCK
HOPKINS,50,401,NATALIE
TEMPLE,149,354,RUSSELL
HACKMAN,175,191,WILLIAM
STREEP,116,451,DAN
TEMPLE,53,727,MENA
HACKMAN,175,9,WILLIAM
DEAN,35,35,JUDY
TAUTOU,59,129,DUSTIN
MCQUEEN,27,540,JULIA
JACKMAN,131,94,JANE
PECK,33,878,MILLA
OLIVIER,34,853,AUDREY
GUINESS,179,24,ED
WEST,197,522,REESE
POSEY,75,446,BURT
NICHOLSON,6,60,BETTE
HARRIS,56,417,DAN
GARLAND,184,745,HUMPHREY
BRODY,39,415,GOLDIE
HARRIS,141,787,CATE
HESTON,151,892,GEOFFREY
MCQUEEN,27,986,JULIA
SILVERSTONE,180,33,JEFF
GRANT,71,956,ADAM
MONROE,120,746,PENELOPE
DAMON,81,910,SCARLETT
BAILEY,67,67,JESSICA
MALDEN,157,10,GRETA
JOHANSSON,64,572,RAY
BRODY,39,168,GOLDIE
RYDER,142,107,JADA
TRACY,20,863,LUCILLE
DUKAKIS,188,506,ROCK
BRODY,39,683,GOLDIE
WAHLBERG,95,522,DARYL
GRANT,71,560,ADAM
JOHANSSON,8,158,MATTHEW
WINSLET,68,839,RIP
DEE,148,368,EMILY
TAUTOU,59,121,DUSTIN
BERRY,60,436,HENRY
BERRY,91,608,CHRISTOPHER
ALLEN,145,822,KIM
JOLIE,82,143,WOODY
SILVERSTONE,195,649,JAYNE
PINKETT,54,600,PENELOPE
MCQUEEN,128,312,CATE
PRESLEY,93,982,ELLEN
GOLDBERG,46,296,PARKER
JACKMAN,119,412,WARREN
ZELLWEGER,111,847,CAMERON
DENCH,123,988,JULIANNE
DEGENERES,166,580,NICK
BENING,174,797,MICHAEL
MANSFIELD,136,401,ED
POSEY,75,498,BURT
ALLEN,145,409,KIM
AKROYD,92,991,KIRSTEN
HARRIS,56,868,DAN
DEAN,143,792,RIVER
AKROYD,92,207,KIRSTEN
HOPPER,170,508,MENA
HOFFMAN,28,879,WOODY
MCKELLEN,177,12,GENE
MOSTEL,99,796,JIM
DEAN,143,613,RIVER
BRODY,159,876,LAURA
POSEY,75,579,BURT
JOHANSSON,64,88,RAY
HOPKINS,50,372,NATALIE
BASINGER,158,990,VIVIEN
TORN,94,950,KENNETH
DENCH,89,697,CHARLIZE
PALTROW,21,530,KIRSTEN
JOHANSSON,64,345,RAY
MANSFIELD,136,364,ED
HESTON,151,658,GEOFFREY
KEITEL,130,702,GRETA
BERRY,12,420,KARL
MCCONAUGHEY,70,856,MICHELLE
BASINGER,158,830,VIVIEN
KILMER,23,42,SANDRA
WITHERSPOON,144,473,ANGELA
AKROYD,58,635,CHRISTIAN
ALLEN,145,154,KIM
MONROE,120,231,PENELOPE
ALLEN,194,135,MERYL
DERN,109,786,SYLVESTER
BASINGER,158,626,VIVIEN
WINSLET,68,205,RIP
CRAWFORD,26,103,RIP
BENING,174,496,MICHAEL
SUVARI,192,16,JOHN
WALKEN,196,515,BELA
BALL,187,548,RENEE
NEESON,61,585,CHRISTIAN
MCKELLEN,177,86,GENE
HUNT,52,517,CARMEN
GIBSON,154,802,MERYL
BRODY,159,418,LAURA
WOOD,13,515,UMA
HUDSON,65,694,ANGELA
CAGE,40,34,JOHNNY
PINKETT,54,754,PENELOPE
KEITEL,130,507,GRETA
HESTON,151,482,GEOFFREY
DUKAKIS,188,338,ROCK
HOPKINS,134,250,GENE
ALLEN,145,661,KIM
BIRCH,189,734,CUBA
KILMER,23,673,SANDRA
MCKELLEN,38,111,TOM
CRUISE,57,192,JUDE
WILLIAMS,137,841,MORGAN
WEST,197,63,REESE
TEMPLE,200,49,THORA
GUINESS,90,11,SEAN
SOBIESKI,31,637,SISSY
SILVERSTONE,195,560,JAYNE
TORN,18,944,DAN
NOLTE,108,696,WARREN
CRONYN,49,977,ANNE
DUNST,106,866,GROUCHO
BIRCH,189,899,CUBA
TEMPLE,193,709,BURT
CLOSE,183,40,RUSSELL
DEGENERES,107,879,GINA
TEMPLE,193,164,BURT
CHASE,3,996,ED
GOODING,191,692,GREGORY
DENCH,123,185,JULIANNE
BOLGER,37,253,VAL
CAGE,11,587,ZERO
TEMPLE,53,465,MENA
MIRANDA,42,502,TOM
DEE,148,226,EMILY
PECK,30,262,SANDRA
OLIVIER,15,91,CUBA
HUDSON,65,476,ANGELA
DUKAKIS,188,111,ROCK
HOFFMAN,79,634,MAE
REYNOLDS,135,628,RITA
JACKMAN,131,383,JANE
AKROYD,92,90,KIRSTEN
BARRYMORE,47,790,JULIA
MCKELLEN,177,563,GENE
NOLTE,122,307,SALMA
RYDER,142,863,JADA
WILLIS,83,764,BEN
BRODY,39,700,GOLDIE
NEESON,62,129,JAYNE
GOODING,139,691,EWAN
DEGENERES,107,369,GINA
PHOENIX,51,420,GARY
JOLIE,82,242,WOODY
BERRY,12,593,KARL
HOPKINS,50,306,NATALIE
CAGE,11,938,ZERO
AKROYD,58,48,CHRISTIAN
GUINESS,1,166,PENELOPE
HOPKINS,50,437,NATALIE
PHOENIX,51,737,GARY
VOIGHT,17,794,HELEN
MOSTEL,7,637,GRACE
MARX,22,146,ELVIS
AKROYD,182,828,DEBBIE
JOLIE,82,316,WOODY
CAGE,11,988,ZERO
DENCH,123,3,JULIANNE
AKROYD,92,618,KIRSTEN
STREEP,24,194,CAMERON
WINSLET,68,331,RIP
HOPPER,170,877,MENA
RYDER,142,470,JADA
NOLTE,150,190,JAYNE
MANSFIELD,136,552,ED
DAVIS,101,841,SUSAN
HOFFMAN,169,727,KENNETH
WILLIS,96,874,GENE
BOLGER,37,553,VAL
TEMPLE,53,725,MENA
BAILEY,67,408,JESSICA
ALLEN,194,498,MERYL
CRAWFORD,26,21,RIP
BENING,124,113,SCARLETT
TORN,94,548,KENNETH
DERN,109,863,SYLVESTER
STREEP,116,956,DAN
BALL,187,98,RENEE
GUINESS,179,976,ED
DERN,109,694,SYLVESTER
BRIDGES,98,738,CHRIS
TORN,102,796,WALTER
KILMER,23,549,SANDRA
HARRIS,141,358,CATE
PFEIFFER,171,625,OLYMPIA
TANDY,155,249,IAN
PFEIFFER,171,903,OLYMPIA
DEAN,143,576,RIVER
HOPE,161,414,HARVEY
NOLTE,125,98,ALBERT
JACKMAN,131,320,JANE
MCQUEEN,27,85,JULIA
BASINGER,158,532,VIVIEN
HURT,140,830,WHOOPI
WILSON,168,626,WILL
BOLGER,37,260,VAL
KEITEL,198,545,MARY
TAUTOU,59,713,DUSTIN
MANSFIELD,136,542,ED
DENCH,123,480,JULIANNE
PALTROW,21,142,KIRSTEN
HOPKINS,50,732,NATALIE
DERN,109,732,SYLVESTER
HOFFMAN,169,894,KENNETH
ZELLWEGER,85,296,MINNIE
CARREY,181,991,MATTHEW
DUKAKIS,36,466,BURT
FAWCETT,19,490,BOB
GOODING,191,39,GREGORY
WAHLBERG,95,294,DARYL
CARREY,181,542,MATTHEW
DEE,138,747,LUCILLE
GOODING,139,170,EWAN
