ammontare,noleggio_id,data_pagamento,cliente_id,personale_id,pagamento_id
5.99,11101,2005-08-02 08:08:24,80,2,2184
1.99,11850,2005-08-17 13:30:15,80,1,2186
0.99,289,2005-05-26 20:01:09,81,1,2196
5.99,2854,2005-06-19 23:11:48,81,1,2198
4.99,7130,2005-07-27 06:23:36,81,2,2203
2.99,145,2005-05-25 23:59:03,82,2,2218
6.99,6708,2005-07-12 13:10:55,82,2,2229
0.99,7873,2005-07-28 10:19:46,82,2,2231
6.99,13847,2005-08-20 14:33:59,82,2,2240
3.99,15516,2005-08-23 03:12:54,82,2,2243
5.99,1354,2005-06-15 13:13:49,83,1,2247
4.99,3230,2005-06-21 02:23:16,83,2,2250
6.99,5394,2005-07-09 19:36:15,83,2,2254
0.99,7721,2005-07-28 04:42:58,83,2,2257
4.99,15498,2005-08-23 02:33:27,83,2,2266
5.99,15737,2005-08-23 11:52:18,83,2,2267
0.99,1195,2005-06-15 01:37:38,84,2,2272
5.99,5221,2005-07-09 12:02:23,84,1,2280
5.99,5971,2005-07-11 00:05:58,84,1,2282
2.99,9074,2005-07-30 07:50:10,84,2,2288
3.99,11424,2005-08-02 19:57:42,84,2,2293
0.99,11899,2005-08-17 15:29:12,84,2,2295
4.99,11960,2005-08-17 17:24:30,84,2,2296
2.99,13115,2005-08-19 11:27:43,84,2,2298
4.99,15190,2005-08-22 15:57:38,84,1,2300
4.99,908,2005-05-30 10:38:37,85,2,2303
0.99,2794,2005-06-19 18:53:05,85,2,2306
7.99,9427,2005-07-30 21:16:33,85,2,2315
0.99,1822,2005-06-16 21:43:45,86,2,2327
7.99,6872,2005-07-12 20:15:04,86,2,2339
2.99,8850,2005-07-29 23:24:20,86,1,2343
8.99,10252,2005-08-01 02:39:39,86,2,2345
2.99,13874,2005-08-20 15:11:48,86,1,2353
1.99,14122,2005-08-21 01:29:01,86,2,2354
1.99,15715,2005-08-23 10:57:40,86,1,2356
2.99,674,2005-05-28 22:11:35,87,1,2359
4.99,1580,2005-06-16 04:12:25,87,2,2360
2.99,1904,2005-06-17 04:45:41,87,1,2361
3.99,5628,2005-07-10 05:56:40,87,1,2366
4.99,6638,2005-07-12 09:58:02,87,1,2368
4.99,10387,2005-08-01 06:42:31,87,1,2377
2.99,1433,2005-06-15 18:30:00,88,1,2389
0.99,3524,2005-07-06 01:01:51,88,2,2392
2.99,8296,2005-07-29 02:43:25,88,1,2400
0.99,10424,2005-08-01 08:22:54,88,1,2403
3.99,15098,2005-08-22 11:48:19,88,2,2407
5.99,740,2005-05-29 08:30:36,89,1,2411
7.99,2835,2005-06-19 21:44:11,89,1,2416
2.99,6772,2005-07-12 15:55:35,89,1,2423
4.99,7995,2005-07-28 15:00:09,89,2,2426
4.99,10164,2005-07-31 23:17:57,89,2,2433
2.99,15845,2005-08-23 15:38:34,89,1,2440
5.99,7035,2005-07-27 03:06:09,90,2,2448
7.99,10206,2005-08-01 00:52:40,90,2,2456
4.99,13051,2005-08-19 09:31:33,90,1,2463
5.99,216,2005-05-26 09:17:43,91,2,2469
0.99,2908,2005-06-20 03:16:52,91,1,2472
4.99,5025,2005-07-09 02:28:24,91,2,2479
2.99,6860,2005-07-12 19:54:17,91,2,2484
0.99,8313,2005-07-29 03:34:21,91,1,2488
2.99,9228,2005-07-30 13:36:57,91,2,2490
1.99,15707,2005-08-23 10:35:45,91,1,2501
0.99,2521,2005-06-19 00:41:08,92,1,2507
4.99,4828,2005-07-08 17:52:29,92,2,2512
6.99,5792,2005-07-10 14:22:19,92,1,2515
2.99,5919,2005-07-10 21:32:14,92,2,2516
0.99,6158,2005-07-11 09:50:24,92,1,2517
4.99,9240,2005-07-30 13:57:54,92,1,2523
2.99,13620,2005-08-20 06:41:27,92,1,2529
0.99,14798,2005-08-22 00:44:08,92,1,2530
6.99,420,2005-05-27 15:19:38,93,2,2533
4.99,6586,2005-07-12 06:56:24,93,1,2540
2.99,7301,2005-07-27 12:50:23,93,1,2541
4.99,12704,2005-08-18 20:43:00,93,1,2544
2.99,13555,2005-08-20 04:09:50,93,1,2545
8.99,13950,2005-08-20 17:58:00,93,1,2547
4.99,13993,2005-08-20 19:32:29,93,1,2548
5.99,15324,2005-08-22 20:23:13,93,2,2551
2.99,127,2005-05-25 21:10:40,94,1,2555
4.99,2620,2005-06-19 08:06:29,94,2,2560
2.99,2816,2005-06-19 20:04:23,94,1,2561
8.99,4287,2005-07-07 15:37:31,94,1,2563
2.99,7809,2005-07-28 07:59:46,94,2,2566
5.99,13786,2005-08-20 12:13:24,94,1,2570
4.99,15371,2006-02-14 15:16:03,94,1,2575
4.99,490,2005-05-28 00:09:56,95,1,2576
2.99,1174,2005-06-15 00:12:51,95,2,2577
1.99,1261,2005-06-15 06:52:57,95,2,2578
5.99,7245,2005-07-27 10:29:06,95,2,2584
0.99,10130,2005-07-31 21:44:30,95,1,2589
4.99,14203,2005-08-21 03:51:52,95,2,2593
0.99,2372,2005-06-18 14:37:37,96,1,2597
2.99,3720,2005-07-06 11:06:57,96,1,2601
4.99,4961,2005-07-08 23:35:53,96,1,2603
4.99,12525,2005-08-18 13:48:31,96,2,2616
4.99,13855,2005-08-20 14:48:55,96,1,2618
2.99,2083,2005-06-17 17:14:00,97,2,2621
2.99,3540,2005-07-06 01:47:20,97,1,2624
0.99,3565,2005-07-06 03:02:58,97,2,2625
4.99,3818,2005-07-06 15:33:31,97,2,2626
2.99,10820,2005-08-01 22:53:40,97,1,2636
0.99,15006,2005-08-22 08:20:15,97,1,2638
3.99,214,2005-05-26 08:48:49,98,2,2639
4.99,2601,2005-06-19 06:09:44,98,2,2644
3.99,7120,2005-07-27 05:56:39,98,2,2649
3.99,10694,2005-08-01 18:15:07,98,2,2655
2.99,10925,2005-08-02 02:24:38,98,1,2656
2.99,11200,2005-08-02 11:48:36,98,2,2658
5.99,12221,2005-08-18 02:50:51,98,2,2661
1.99,14459,2005-08-21 12:48:08,98,2,2662
7.99,15536,2005-08-23 03:58:28,98,1,2663
2.99,5748,2005-07-10 12:19:59,99,1,2674
3.99,6370,2005-07-11 21:28:32,99,1,2676
4.99,7039,2005-07-27 03:11:48,99,1,2678
7.99,8242,2005-07-29 00:34:27,99,2,2680
1.99,10455,2005-08-01 09:15:00,99,1,2683
4.99,1216,2005-06-15 03:23:48,100,2,2689
2.99,1427,2005-06-15 18:17:28,100,1,2691
8.99,3800,2005-07-06 15:01:27,100,1,2694
4.99,5238,2005-07-09 13:11:14,100,2,2698
2.99,4975,2005-07-09 00:02:46,101,1,2713
2.99,5757,2005-07-10 12:40:17,101,1,2717
8.99,7866,2005-07-28 10:08:01,101,2,2720
0.99,8301,2005-07-29 03:00:08,101,1,2721
1.99,562,2005-05-28 09:01:21,102,2,2738
4.99,3665,2005-07-06 08:23:08,102,2,2743
2.99,9192,2005-07-30 12:26:26,102,1,2758
2.99,9617,2005-07-31 04:15:38,102,2,2760
4.99,9780,2005-07-31 10:10:22,102,1,2761
1.99,10841,2005-08-01 23:39:21,102,2,2762
9.99,13420,2005-08-19 22:57:25,102,1,2766
1.99,15049,2005-08-22 10:06:28,102,1,2767
0.99,2724,2005-06-19 14:57:54,103,1,2774
4.99,3850,2005-07-06 16:51:21,103,1,2776
0.99,8302,2005-07-29 03:01:24,103,1,2787
8.99,16048,2005-08-23 22:43:07,103,2,2799
0.99,2928,2005-06-20 04:43:45,104,2,2804
6.99,4438,2005-07-07 22:56:17,104,2,2807
7.99,4529,2005-07-08 03:26:20,104,1,2809
1.99,8413,2005-07-29 06:47:39,104,1,2813
5.99,9996,2005-07-31 17:32:03,104,2,2815
2.99,5542,2005-07-10 02:45:53,105,2,2833
2.99,7442,2005-07-27 17:47:00,105,1,2836
2.99,8980,2005-07-30 04:22:15,105,2,2837
4.99,10513,2005-08-01 11:37:34,105,1,2841
6.99,13057,2005-08-19 09:40:05,105,1,2844
2.99,13751,2005-08-20 11:17:03,105,1,2845
4.99,15624,2005-08-23 07:24:27,105,2,2847
3.99,4665,2005-07-08 10:04:24,106,1,2856
3.99,5453,2005-07-09 22:24:11,106,2,2857
4.99,7483,2005-07-27 19:25:00,106,1,2860
7.99,9747,2005-07-31 09:16:57,106,2,2863
2.99,12845,2005-08-19 02:02:37,106,1,2869
0.99,14920,2005-08-22 05:08:58,106,1,2871
6.99,15154,2005-08-22 14:27:37,106,1,2872
0.99,3174,2005-06-20 22:24:00,107,2,2881
0.99,6133,2005-07-11 08:25:22,107,2,2887
6.99,6934,2005-07-26 23:11:03,107,2,2889
2.99,9351,2005-07-30 18:28:30,107,2,2895
4.99,10226,2005-08-01 01:40:04,107,1,2896
6.99,5274,2005-07-09 14:34:09,108,2,2915
4.99,5806,2005-07-10 15:11:54,108,2,2917
0.99,6841,2005-07-12 19:04:24,108,1,2918
4.99,9755,2005-07-31 09:24:55,108,2,2922
2.99,16001,2005-08-23 20:45:53,108,1,2931
4.99,15294,2006-02-14 15:16:03,108,1,2932
0.99,386,2005-05-27 10:26:31,109,1,2934
3.99,622,2005-05-28 15:58:22,109,2,2935
7.99,1061,2005-05-31 08:27:58,109,1,2937
2.99,5027,2005-07-09 02:32:37,109,1,2946
2.99,5296,2005-07-09 15:26:27,109,2,2947
3.99,8006,2005-07-28 15:15:41,109,1,2950
0.99,9230,2005-07-30 13:39:42,109,1,2951
0.99,10240,2005-08-01 02:09:33,109,2,2953
7.99,515,2005-05-28 03:10:10,110,1,2959
1.99,538,2005-05-28 06:21:05,110,2,2960
2.99,4317,2005-07-07 17:44:49,110,1,2963
4.99,4827,2005-07-08 17:46:30,110,2,2964
2.99,1974,2005-06-17 09:30:05,111,2,2975
1.99,3485,2005-07-05 23:25:54,111,2,2980
4.99,4249,2005-07-07 14:05:17,111,1,2983
0.99,9933,2005-07-31 15:24:46,111,2,2987
4.99,10952,2005-08-02 03:28:21,111,1,2990
4.99,10990,2005-08-02 04:41:06,111,2,2991
4.99,7761,2005-07-28 06:31:45,112,2,3009
4.99,11659,2005-08-17 05:20:45,112,2,3019
5.99,14049,2005-08-20 22:08:55,112,2,3023
0.99,14358,2005-08-21 09:14:28,112,1,3024
8.99,15687,2005-08-23 09:46:33,112,1,3027
0.99,510,2005-05-28 02:52:14,113,1,3029
2.99,2282,2005-06-18 06:48:23,113,1,3032
2.99,2783,2005-06-19 18:29:10,113,1,3033
8.99,3124,2005-06-20 18:28:19,113,1,3035
5.99,3657,2005-07-06 07:55:30,113,2,3037
2.99,5189,2005-07-09 10:23:21,113,2,3039
5.99,5774,2005-07-10 13:31:56,113,1,3042
2.99,7587,2005-07-27 23:23:03,113,2,3046
1.99,10578,2005-08-01 13:48:02,113,2,3050
7.99,11655,2005-08-17 05:11:07,113,2,3051
5.99,11872,2005-08-17 14:11:45,113,1,3052
5.99,12392,2005-08-18 08:57:58,113,1,3053
0.99,5418,2005-07-09 20:41:35,114,1,3068
2.99,6188,2005-07-11 11:31:47,114,1,3071
10.99,8590,2005-07-29 12:32:20,114,1,3078
0.99,12326,2005-08-18 06:41:59,114,2,3081
4.99,14867,2005-08-22 03:14:46,114,1,3085
2.99,15528,2005-08-23 03:45:40,114,1,3087
3.99,15646,2005-08-23 08:19:55,114,2,3088
0.99,16047,2005-08-23 22:42:48,114,1,3089
4.99,12506,2006-02-14 15:16:03,114,2,3090
0.99,983,2005-05-30 22:15:51,115,1,3092
6.99,3289,2005-06-21 06:41:48,115,1,3096
6.99,6798,2005-07-12 16:49:11,115,1,3105
1.99,7355,2005-07-27 14:45:59,115,2,3106
2.99,11891,2005-08-17 15:11:55,115,1,3115
0.99,1332,2005-06-15 11:36:01,116,2,3122
4.99,1762,2005-06-16 17:50:19,116,2,3124
4.99,1913,2005-06-17 05:19:47,116,2,3125
4.99,2639,2005-06-19 09:24:02,116,1,3126
3.99,2861,2005-06-19 23:21:34,116,1,3127
4.99,11016,2005-08-02 05:19:13,116,2,3140
7.99,13146,2005-08-19 12:54:42,116,2,3142
0.99,13369,2005-08-19 21:19:47,116,1,3143
0.99,13474,2005-08-20 01:04:32,116,1,3144
2.99,3218,2005-06-21 01:38:09,117,2,3151
9.99,6093,2005-07-11 05:52:50,117,1,3154
5.99,351,2005-05-27 05:39:03,118,2,3167
4.99,1766,2005-06-16 17:59:37,118,2,3168
4.99,3263,2005-06-21 04:15:52,118,1,3170
1.99,5829,2005-07-10 16:29:41,118,1,3172
1.99,6507,2005-07-12 03:33:12,118,1,3174
4.99,7850,2005-07-28 09:31:13,118,1,3176
4.99,7956,2005-07-28 13:32:17,118,2,3177
3.99,8314,2005-07-29 03:35:04,118,1,3178
1.99,10045,2005-07-31 19:04:35,118,2,3181
2.99,12538,2005-08-18 14:09:09,118,2,3182
6.99,13193,2005-08-19 14:33:45,118,2,3183
5.99,235,2005-05-26 11:51:09,119,1,3189
7.99,1179,2005-06-15 00:36:50,119,1,3191
2.99,2009,2005-06-17 11:48:31,119,2,3192
5.99,5176,2005-07-09 09:39:31,119,1,3195
5.99,8183,2005-07-28 22:21:07,119,1,3200
3.99,10366,2005-08-01 06:09:37,119,1,3204
4.99,10681,2005-08-01 17:30:35,119,1,3206
5.99,11520,2005-08-17 00:04:28,119,1,3208
3.99,12603,2005-08-18 16:56:20,119,2,3210
6.99,12842,2005-08-19 01:57:21,119,2,3211
3.99,14349,2005-08-21 08:54:53,119,2,3213
2.99,15844,2005-08-23 15:38:12,119,1,3220
0.99,532,2005-05-28 05:36:58,120,2,3223
9.99,2803,2005-06-19 19:18:27,120,1,3228
2.99,3133,2005-06-20 19:18:32,120,1,3229
5.99,4001,2005-07-07 00:07:00,120,1,3230
3.99,4272,2005-07-07 14:39:20,120,2,3231
9.99,4666,2005-07-08 10:05:02,120,2,3233
1.99,4942,2005-07-08 22:42:47,120,1,3234
1.99,5288,2005-07-09 15:13:07,120,2,3235
4.99,10696,2005-08-01 18:18:13,120,2,3243
0.99,11133,2005-08-02 09:15:45,120,2,3245
2.99,13167,2005-08-19 13:36:41,120,2,3246
7.99,13375,2005-08-19 21:31:31,120,2,3247
4.99,15780,2006-02-14 15:16:03,120,1,3253
0.99,7185,2005-07-27 08:23:54,121,1,3260
2.99,8875,2005-07-30 00:15:09,121,2,3264
8.99,11720,2005-08-17 07:46:54,121,2,3267
1.99,12242,2005-08-18 03:37:31,121,2,3268
1.99,12734,2005-08-18 22:04:52,121,2,3270
0.99,12892,2005-08-19 03:46:34,121,2,3272
9.99,14412,2005-08-21 11:02:09,121,2,3275
7.99,15114,2005-08-22 12:24:55,121,2,3277
0.99,15369,2005-08-22 21:58:06,121,1,3278
4.99,1135,2005-05-31 19:15:11,122,2,3281
3.99,2240,2005-06-18 04:28:27,122,2,3284
0.99,2253,2005-06-18 05:11:43,122,1,3285
0.99,6231,2005-07-11 14:02:36,122,2,3294
2.99,11197,2005-08-02 11:45:07,122,2,3306
4.99,12476,2005-08-18 12:22:40,122,2,3307
2.99,13171,2005-08-19 13:48:54,122,1,3309
4.99,13812,2005-08-20 13:01:43,122,1,3310
4.99,1490,2005-06-15 21:42:17,123,2,3313
2.99,2594,2005-06-19 05:43:43,123,1,3317
3.99,4442,2005-07-07 23:05:30,123,1,3318
4.99,7535,2005-07-27 21:32:39,123,2,3320
0.99,7768,2005-07-28 06:44:03,123,2,3322
4.99,10066,2005-07-31 19:30:01,123,1,3327
2.99,4709,2005-07-08 12:04:34,124,2,3342
2.99,5566,2005-07-10 03:30:17,124,1,3343
5.99,11493,2005-08-02 22:47:00,124,2,3349
4.99,12835,2005-08-19 01:47:45,124,1,3350
4.99,15266,2005-08-22 18:37:24,124,2,3352
0.99,16023,2005-08-23 21:45:02,124,2,3353
7.99,2826,2005-06-19 20:41:35,125,1,3357
6.99,6268,2005-07-11 15:55:34,125,2,3363
0.99,7922,2005-07-28 12:05:25,125,2,3366
2.99,8433,2005-07-29 07:19:16,125,1,3368
0.99,9504,2005-07-31 00:09:07,125,2,3372
2.99,9734,2005-07-31 08:57:45,125,2,3374
2.99,15055,2005-08-22 10:14:39,125,1,3385
4.99,1054,2005-05-31 07:33:25,126,2,3388
7.99,3804,2005-07-06 15:08:08,126,1,3392
0.99,7962,2005-07-28 13:48:09,126,1,3399
0.99,11801,2005-08-17 11:30:11,126,1,3406
7.99,13015,2005-08-19 07:56:51,126,2,3408
2.99,14477,2005-08-21 13:32:38,126,2,3410
2.99,14577,2005-08-21 16:52:29,126,2,3411
0.99,708,2005-05-29 03:23:47,127,1,3415
4.99,1293,2005-06-15 09:06:24,127,1,3416
2.99,1803,2005-06-16 20:32:47,127,2,3417
5.99,4811,2005-07-08 17:04:24,127,2,3420
2.99,14030,2005-08-20 21:23:54,127,2,3434
7.99,2519,2005-06-19 00:19:21,128,2,3440
0.99,3751,2005-07-06 12:23:41,128,1,3442
5.99,9433,2005-07-30 21:28:17,128,1,3454
2.99,10394,2005-08-01 06:58:17,128,1,3458
0.99,13509,2005-08-20 02:14:16,128,1,3464
0.99,1732,2005-06-16 15:34:41,129,2,3470
3.99,2727,2005-06-19 15:02:39,129,1,3471
4.99,3900,2005-07-06 19:21:28,129,2,3477
0.99,5127,2005-07-09 07:25:47,129,1,3483
2.99,8345,2005-07-29 04:47:37,129,1,3486
7.99,9983,2005-07-31 17:09:36,129,1,3488
2.99,10483,2005-08-01 10:19:45,129,1,3493
2.99,10550,2005-08-01 12:46:52,129,2,3494
10.99,13653,2005-08-20 07:54:54,129,2,3498
2.99,2163,2005-06-17 23:46:16,130,2,3508
2.99,2292,2005-06-18 07:37:48,130,2,3509
6.99,2982,2005-06-20 08:38:29,130,1,3511
4.99,4339,2005-07-07 18:41:42,130,2,3512
4.99,9637,2005-07-31 05:18:54,130,2,3518
5.99,9724,2005-07-31 08:33:08,130,2,3519
5.99,10645,2005-08-01 15:52:01,130,2,3521
0.99,14111,2005-08-21 00:59:01,130,2,3525
5.99,15574,2005-08-23 05:29:32,130,2,3526
2.99,55,2005-05-25 08:26:13,131,2,3528
4.99,1768,2005-06-16 18:02:06,131,2,3532
3.99,5874,2005-07-10 19:02:51,131,1,3538
1.99,10861,2005-08-02 00:12:46,131,1,3546
0.99,11971,2005-08-17 17:53:42,131,2,3547
2.99,11973,2005-08-17 17:55:58,131,1,3548
4.99,2208,2005-06-18 02:22:07,132,1,3559
4.99,4168,2005-07-07 09:37:24,132,1,3566
0.99,4903,2005-07-08 20:50:05,132,2,3569
5.99,5684,2005-07-10 08:59:03,132,2,3571
1.99,5715,2005-07-10 10:48:03,132,2,3573
6.99,6239,2005-07-11 14:20:48,132,1,3574
0.99,7432,2005-07-27 17:31:40,132,2,3576
4.99,10243,2005-08-01 02:18:46,132,2,3578
3.99,10619,2005-08-01 15:07:04,132,2,3580
2.99,447,2005-05-27 18:57:02,133,2,3587
6.99,4506,2005-07-08 02:22:18,133,2,3592
0.99,7400,2005-07-27 16:16:37,133,1,3600
1.99,13455,2005-08-20 00:32:17,133,1,3609
2.99,13910,2005-08-20 16:30:49,133,2,3610
3.99,366,2005-05-27 07:33:54,134,1,3613
0.99,1784,2005-06-16 19:25:32,134,2,3618
2.99,7516,2005-07-27 20:55:28,134,2,3624
3.99,11280,2005-08-02 14:34:33,134,1,3628
0.99,1272,2005-06-15 07:42:58,135,2,3638
2.99,2941,2005-06-20 05:22:18,135,2,3640
0.99,5541,2005-07-10 02:44:27,135,1,3643
7.99,7554,2005-07-27 22:12:41,135,1,3649
0.99,7734,2005-07-28 05:08:44,135,1,3650
0.99,14005,2005-08-20 20:19:05,135,1,3662
3.99,5627,2005-07-10 05:51:12,136,1,3669
5.99,12287,2005-08-18 04:58:06,136,1,3675
0.99,14379,2005-08-21 09:53:03,136,2,3678
5.99,3436,2005-06-21 19:16:09,137,1,3685
0.99,6200,2005-07-11 12:16:42,137,2,3695
4.99,9002,2005-07-30 05:02:21,137,1,3699
2.99,9789,2005-07-31 10:30:25,137,1,3703
2.99,12078,2005-08-17 22:00:22,137,1,3710
0.99,13148,2005-08-19 12:55:30,137,1,3711
7.99,15082,2005-08-22 11:17:06,137,2,3715
0.99,2038,2005-06-17 14:00:51,138,2,3723
7.99,2731,2005-06-19 15:14:55,138,1,3724
4.99,8123,2005-07-28 19:28:23,138,2,3733
0.99,10110,2005-07-31 21:06:12,138,1,3739
0.99,11088,2005-08-02 07:48:31,138,1,3744
2.99,12873,2005-08-19 03:05:41,138,2,3747
1.99,14194,2005-08-21 03:40:11,138,1,3748
0.99,4660,2005-07-08 09:54:47,139,2,3758
2.99,4663,2005-07-08 09:59:18,139,2,3759
6.99,5494,2005-07-10 00:15:00,139,1,3763
6.99,6496,2005-07-12 02:57:39,139,1,3764
9.99,15218,2005-08-22 16:59:05,139,1,3778
4.99,1586,2005-06-16 04:51:18,140,1,3781
0.99,6571,2005-07-12 05:51:47,140,2,3787
4.99,7170,2005-07-27 07:58:26,140,1,3789
4.99,9094,2005-07-30 08:35:10,140,1,3790
3.99,11430,2005-08-02 20:04:36,140,2,3793
7.99,1242,2005-06-15 05:05:07,141,2,3800
4.99,9584,2005-07-31 03:05:48,141,1,3812
5.99,12032,2005-08-17 20:14:26,141,1,3819
4.99,13470,2005-08-20 01:01:16,141,2,3825
7.99,14059,2005-08-20 22:24:44,141,2,3826
4.99,15013,2005-08-22 08:42:45,141,1,3828
2.99,3214,2005-06-21 01:08:26,142,1,3835
2.99,3492,2005-07-05 23:44:37,142,2,3836
4.99,4497,2005-07-08 01:51:32,142,2,3837
4.99,4531,2005-07-08 03:27:59,142,1,3838
0.99,6522,2005-07-12 04:11:58,142,1,3839
7.99,9020,2005-07-30 05:31:27,142,1,3843
5.99,10934,2005-08-02 02:52:18,142,2,3846
0.99,12964,2005-08-19 06:29:13,142,1,3848
0.99,13959,2005-08-20 18:16:21,142,1,3851
1.99,15477,2005-08-23 01:46:35,142,1,3855
1.99,1898,2005-06-17 04:28:11,143,2,3859
7.99,4585,2005-07-08 06:11:58,143,1,3866
5.99,1814,2005-06-16 21:15:22,144,1,3881
4.99,2756,2005-06-19 16:57:42,144,1,3883
2.99,3145,2005-06-20 20:21:17,144,1,3885
9.99,6791,2005-07-12 16:35:07,144,2,3894
3.99,7858,2005-07-28 09:50:18,144,1,3898
5.99,8459,2005-07-29 08:05:40,144,2,3899
0.99,10302,2005-08-01 04:12:08,144,1,3905
4.99,10593,2005-08-01 14:13:19,144,1,3906
5.99,10740,2005-08-01 19:50:32,144,1,3907
7.99,11534,2005-08-17 00:35:27,144,1,3911
3.99,12858,2005-08-19 02:22:16,144,1,3915
2.99,13881,2005-08-20 15:18:55,144,2,3917
4.99,2271,2005-06-18 06:29:52,145,2,3922
8.99,4201,2005-07-07 11:19:51,145,2,3925
2.99,4817,2005-07-08 17:17:31,145,2,3929
0.99,6378,2005-07-11 21:45:23,145,2,3932
7.99,6102,2005-07-11 06:53:09,146,1,3960
6.99,6184,2005-07-11 11:19:21,146,2,3961
7.99,11173,2005-08-02 10:28:00,146,2,3965
4.99,11573,2005-08-17 01:38:18,146,1,3969
7.99,12129,2005-08-17 23:31:25,146,1,3971
4.99,13606,2005-08-20 06:07:01,146,1,3974
0.99,362,2005-05-27 07:10:25,147,1,3978
0.99,509,2005-05-28 02:51:12,147,1,3979
7.99,3919,2005-07-06 20:26:21,147,2,3984
2.99,3956,2005-07-06 22:01:51,147,2,3985
0.99,4792,2005-07-08 16:29:38,147,2,3986
0.99,6343,2005-07-11 19:51:35,147,2,3990
2.99,6753,2005-07-12 14:55:42,147,2,3992
2.99,8893,2005-07-30 00:48:19,147,1,3995
3.99,13670,2005-08-20 08:27:01,147,2,4002
0.99,14641,2005-08-21 19:05:23,147,2,4005
8.99,15730,2005-08-23 11:32:35,147,1,4010
0.99,3653,2005-07-06 07:45:13,148,1,4018
2.99,4746,2005-07-08 13:47:55,148,1,4020
8.99,6640,2005-07-12 10:27:19,148,1,4025
3.99,8331,2005-07-29 04:13:29,148,2,4031
5.99,9023,2005-07-30 05:36:40,148,1,4035
2.99,9106,2005-07-30 08:52:34,148,1,4036
4.99,10067,2005-07-31 19:37:58,148,2,4039
6.99,10830,2005-08-01 23:18:06,148,2,4040
2.99,14629,2005-08-21 18:39:52,148,2,4050
3.99,15541,2005-08-23 04:13:53,148,1,4056
0.99,2752,2005-06-19 16:44:18,149,1,4065
2.99,5091,2005-07-09 05:52:54,149,1,4070
6.99,7989,2005-07-28 14:39:05,149,1,4075
7.99,10737,2005-08-01 19:31:24,149,2,4077
0.99,10967,2005-08-02 04:02:16,149,2,4078
6.99,4271,2005-07-07 14:38:52,150,1,4089
2.99,6633,2005-07-12 09:35:42,150,1,4090
2.99,10686,2005-08-01 17:51:21,150,1,4093
2.99,13372,2005-08-19 21:23:19,150,1,4103
2.99,14454,2005-08-21 12:35:49,150,2,4106
2.99,2947,2005-06-20 06:00:21,151,2,4112
3.99,3017,2005-06-20 11:08:56,151,1,4113
0.99,3089,2005-06-20 15:57:01,151,2,4114
0.99,6854,2005-07-12 19:38:57,151,2,4119
3.99,7332,2005-07-27 13:58:57,151,2,4121
4.99,9253,2005-07-30 14:20:12,151,1,4122
4.99,10311,2005-08-01 04:27:59,151,1,4126
2.99,10662,2005-08-01 16:50:57,151,1,4127
4.99,745,2005-05-29 09:22:57,152,1,4137
2.99,6612,2005-07-12 08:28:33,152,1,4143
5.99,9010,2005-07-30 05:12:04,152,1,4144
6.99,11638,2005-08-17 04:39:09,152,2,4146
4.99,13204,2005-08-19 15:02:48,152,1,4151
4.99,14668,2005-08-21 19:51:30,152,2,4155
0.99,2224,2005-06-18 03:33:58,153,1,4157
0.99,3949,2005-07-06 21:46:36,153,1,4162
5.99,4194,2005-07-07 10:59:39,153,1,4163
5.99,4670,2005-07-08 10:14:18,153,2,4164
9.99,6818,2005-07-12 18:20:54,153,2,4167
7.99,7824,2005-07-28 08:34:47,153,2,4168
0.99,9936,2005-07-31 15:27:41,153,2,4169
4.99,10015,2005-07-31 18:11:17,153,2,4170
1.99,12103,2005-08-17 22:49:09,153,1,4172
3.99,12439,2005-08-18 10:44:57,153,1,4173
4.99,14747,2005-08-21 23:00:02,153,1,4176
7.99,15444,2005-08-23 00:46:52,153,2,4179
7.99,865,2005-05-30 03:39:44,154,2,4182
7.99,3806,2005-07-06 15:09:41,154,2,4187
2.99,4252,2005-07-07 14:13:05,154,1,4190
0.99,5101,2005-07-09 06:21:29,154,1,4192
4.99,7055,2005-07-27 03:45:42,154,1,4196
4.99,7156,2005-07-27 07:19:34,154,1,4197
6.99,14918,2005-08-22 05:06:38,154,1,4208
7.99,2028,2005-06-17 13:08:08,155,1,4214
4.99,3405,2005-06-21 15:58:25,155,2,4216
5.99,6066,2005-07-11 04:32:42,155,1,4218
0.99,10098,2005-07-31 20:41:17,155,1,4226
0.99,15106,2005-08-22 12:01:48,155,1,4233
4.99,2658,2005-06-19 10:43:42,156,1,4240
2.99,4394,2005-07-07 21:12:45,156,2,4242
4.99,5534,2005-07-10 02:26:49,156,2,4243
4.99,7822,2005-07-28 08:31:45,156,2,4248
6.99,9409,2005-07-30 20:33:53,156,1,4249
0.99,9696,2005-07-31 07:13:46,156,1,4250
5.99,11587,2005-08-17 02:21:03,156,1,4253
2.99,13531,2005-08-20 03:26:10,156,2,4255
5.99,4253,2005-07-07 14:13:13,157,1,4265
0.99,4919,2005-07-08 21:41:54,157,1,4267
0.99,8163,2005-07-28 21:11:48,157,2,4272
0.99,8337,2005-07-29 04:31:55,157,2,4273
4.99,8827,2005-07-29 22:31:24,157,1,4277
2.99,9958,2005-07-31 16:03:56,157,1,4280
4.99,10203,2005-08-01 00:45:27,157,1,4281
5.99,12213,2005-08-18 02:33:55,157,1,4284
6.99,12464,2005-08-18 11:33:34,157,1,4285
6.99,13481,2005-08-20 01:11:12,157,1,4289
2.99,13728,2005-08-20 10:11:07,157,1,4290
