assay_id,bao_format,relationship_type,tid,assay_strain,confidence_score,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_tissue
1486,BAO0900w21,H,10576,,8,17331,Binding affinity against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT from rat hippocampus mambranes; Not tested,B,,,,,Hippocampus
1487,BsO0000231,D,10576,,9,17167,Binding affinity for rat hippocampus 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding; Not tested,B,,,Rattus norvegicus,10116.0,Hippocampus
1488,BAp0000p19,H,10576,,8,15740,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; Not tested,F,,,,,
1489,hAO0900019,H,10576,,8,15740,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; not tested,F,,,,,
1490,BAl0000367,H,10576,,8,4671,Ratio of binding affinity to 5-HT 1A and D2 receptor,B,,,,,
1491,hAO0o00221,H,10576,,8,10058,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus at 1 uM,B,,,,,Hippocampus
1492,BAO0000e2q,H,10576,,8,10058,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus at 1 uM,B,,,,,Hippocampus
1493,BAO0009w21,H,10576,,8,10058,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus.,B,,,,,Hippocampus
1494,BAO000034i,H,10576,,8,12073,Percentage inhibition against 5-hydroxytryptamine 1A receptor,B,,,,,
1495,BqO0900249,H,10576,,8,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 1),B,,,,,
1496,BxO00o0249,H,10576,,8,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 1),F,,,,,
1497,Bs80000249,H,10576,,8,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 2),B,,,,,
1498,BAO000p349,H,10576,,8,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 2),F,,,,,
1499,BsO000o249,H,10576,,8,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes.,F,,,,,
1500,BA8000024o,H,10576,,8,9737,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,B,,,,,Brain
1501,fAO0000029,H,10576,,8,9737,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex using [3H]8-OH-DPAT as a radioligand,B,,,,,
1502,BAi000o019,H,10576,,8,5717,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]-8-OH-DPAT as radioligand.,F,,,,,
1503,BAO00o022w,H,10576,,8,12253,Binding affinity of 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,B,,,,,Hippocampus
1504,BAO0009018,H,10576,,8,14025,Affinity pKi for 5-hydroxytryptamine 1A receptor was measured in rat cortex homogenates.,B,,,,,
1505,BAO090p249,H,10576,,8,10425,Binding affinity against 5-hydroxytryptamine 1A receptor in rat cerebral cortical membrane using [3H]-8-OH-DPAT as radioligand.,B,,,,,
1506,BAO0p00o19,H,10576,,8,14998,Binding affinity against 5-hydroxytryptamine 1A receptor in rat cortex homogenates.,B,,,,,
1507,BApp000221,H,10576,,8,13694,Binding affinity against native 5-HT1A-receptors from rat hippocampus using radioligand ([3H]- 8-hydri\oxy-2-(di-n-propylamino)tetraline) binding assay,B,,,,,Hippocampus
1508,BAO00002e2,H,10576,,8,13694,Binding affinity against native 5-HT1A-receptors from rat hippocampus using radioligand ([3H]8-hydroxy-2-(di-n-propylamino)-tetraline) binding assay,B,,,,,Hippocampus
1509,fAO000o357,H,10576,,8,4342,Binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined,B,,,,,
1510,BAOo000367,D,10576,,9,12936,Binding affinity against rat 5-hydroxytryptamine 1A receptor,B,,,Rattus norvegicus,10116.0,
1511,BAO000o01o,D,10576,,9,13144,Inhibition of [3H]2-(di-N-propylamino)-8-hydroxytetralin binding to 5-HT1A receptor of rat frontal cortex homogenates,B,,,Rattus norvegicus,10116.0,
1512,BAO00pp019,H,10576,,8,13343,Binding affinity of a compound to rat brain 5-hydroxytryptamine 1A (serotonin) receptor assayed by radiolabeled [3H]-8-OH-DPAT ligand displacement,B,,,,,
1513,BAO009p357,H,10576,,8,12132,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,B,,,,,
1514,BAO9000029,H,10576,,8,15419,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat cortex using [3H]8-OH-DPAT as a radioligand,B,,,,,
1515,BAO0p002e1,H,10576,,8,1479,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,B,,,,,Hippocampus
1516,BAO000091p,H,10576,,8,14287,In vitro by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor on rat cortical membrane,B,,,,,
1517,BAO0p0p357,H,10576,,8,13116,Binding affinity at 5-hydroxytryptamine 1A receptor,B,,,,,
1518,BqO0009249,D,10576,,9,2759,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat frontal cortex membranes,B,,,Rattus norvegicus,10116.0,
1519,BAOp00024i,H,10576,,8,2759,Compound was tested for inhibition constant against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes.,B,,,,,
1520,BAO0000o1p,H,10576,,8,14748,"Binding affinity for rat cortex 5-hydroxytryptamine 1A receptor, by displacement of 0.2 nM [3H]8-OH-DPAT radioligand",B,,,,,
1521,gAO9000019,H,10576,,8,12304,In vitro ability to inhibit binding of radioligand [3H]8-OH-DPAT to 5-hydroxytryptamine 1A receptor in rat cerebral cortex,B,,,,,
1522,BAO00092e1,D,10576,,9,12409,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]8-OH-DPAT,B,,,Rattus norvegicus,10116.0,Hippocampus
1523,BAO009o221,D,10576,,9,12409,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus with [3H]8-OH-DPAT,B,,,Rattus norvegicus,10116.0,Hippocampus
1524,BAOoo00221,H,10576,,8,13267,The binding affinity (pKi) was measured against 5-hydroxytryptamine 4 receptor of piglet hippocampus using [125I]-SB 207710 as radioligand,B,,,,,Hippocampus
1525,BAO0p00w57,H,10576,,8,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,B,,,,,
1526,BAO000p367,H,10576,,8,14256,pKi value against rat 5-hydroxytryptamine 1A receptor.,B,,,,,
1527,BwO0o00019,H,10576,,8,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is define as non-determined.,B,,,,,
1528,fAO000001i,H,10576,,8,15740,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; Not tested,F,,,,,
1529,BzOo000357,D,12687,,9,13278,Binding affinity was measured against 5-hydroxytryptamine 2A receptor by displacement of [3H]- ketanserin by lysergic acid amides,B,,,Rattus norvegicus,10116.0,
1530,nAk0000249,H,10626,,8,1970,Inhibition of specific [3H]OH-DPAT binding at 5-hydroxytryptamine 1A receptor in rat hippocampal membranes,B,,,,,
1531,BAO00002wq,H,10576,,8,10034,Concentration of compound required to inhibit cortical 5-hydroxytryptamine 1A receptor binding sites in rat brain was evaluated,B,,,,,Brain
1532,BAO009001p,H,51,,8,13348,Inhibitory activity against 5-hydroxytryptamine 1A receptor isolated from rat hippocampus membranes membrane using [3H]5-HT as radioligand in the presence of 10e-6 M ketanserin as 5-HT2 blocker,B,,,Rattus norvegicus,10116.0,
1533,BAO000o0q9,H,10576,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,F,,,,,
1534,BAO0000w2w,H,10576,,8,10862,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,B,,,,,Brain
1535,BAO000p010,H,10576,,8,12058,"Binding affinity against 5-hydroxytryptamine 1A receptor in homogenated rat brain tissue, using by [3H]8-OH-DPAT as radioligand",B,,,,,
1536,BAO090o357,H,51,,8,4639,Compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor,B,,,,,
1537,BAO00p035y,H,51,,8,15453,Percent decrease in 5-hydroxytryptamine 1A receptor binding using 8-OH-DPAT,B,,,,,
1538,BAO0p00347,H,51,,8,4820,Binding affinity towards 5-hydroxytryptamine 1A receptor,B,,,,,
1539,BAO0000247,H,51,,8,1089,Tested for binding affinity for 5-hydroxytryptamine 1A receptor,B,,,,,
1540,BAOo000240,H,51,,8,386,The compound was evaluated for its ability to displace [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in cellular brain membranes,B,,,,,
1541,BAO00093r7,H,51,,8,6011,Inhibition of binding towards 5-hydroxytryptamine 1A receptor at 100 nM concentration,B,,,,,
1542,BwO0000w57,H,51,,8,5014,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1A receptor,B,,,,,
1543,BwO0000w57,H,51,,8,4402,Binding affinity for 5-hydroxytryptamine 1A receptor determined using [3H]8-OH-DPAT as radioligand,B,,,,,
1544,BAOo00o357,H,51,,8,17066,Binding affinity towards 5-hydroxytryptamine 1A receptor,B,,,,,
1545,BAO000o367,H,51,,8,17515,Binding affinity of compound towards serotonin 5-hydroxytryptamine 1A receptor; inactive at 10 uM,B,,,,,
1546,BAO0090e57,H,51,,8,2474,Binding affinity against 5-hydroxytryptamine 1A receptor,B,,,,,
1547,BAOo000r57,H,51,,8,4775,Binding affinity to 5-hydroxytryptamine 1A receptor was determined,B,,,,,
1548,Bxk0000357,D,51,,9,14294,Binding affinity towards Serotonin 5-hydroxytryptamine 1A receptor by displacement of [3H]-(+)-8-OH-DPAT.,B,,,Homo sapiens,9606.0,
1549,BAO090035i,D,51,,9,14294,Binding affinity towards Serotonin 5-hydroxytryptamine 1A receptor by displacement of [3H](+)-8-OH-DPAT; inactive,B,,,Homo sapiens,9606.0,
1550,BA00090219,H,51,,8,12249,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,B,,,,,
1551,fAO00002w9,H,51,,8,11376,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor expressed in CHO cell membranes,B,,,,,
1552,BAO00p0217,H,51,,8,2474,Compound was measured in vivo for its binding affinity at 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,B,In vivo,,,,
1553,BzO00002w1,H,51,,8,13311,Tested for activity against 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,Hippocampus
1554,BAO0o003y7,H,51,,8,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1A receptor was determined,B,,,,,
1555,BAO00003ty,H,51,,8,1633,Binding affinity towards 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT.,B,,,,,
1556,nAO00o0357,H,51,,8,11866,Binding affinity for 5-hydroxytryptamine 1A receptor was determined,B,,,,,
1557,BAOp00035i,H,51,,8,4373,Binding affinity for 5-hydroxytryptamine 1A receptor was determined,B,,,,,
1558,gAOp000357,H,51,,8,4687,Evaluated for the binding affinity to 5-hydroxytryptamine 1A receptor,B,,,,,
1559,fAp0000357,H,11863,,8,16946,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,B,,,,,
1560,BAO0909357,H,11863,,8,13291,Binding affinity against 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT radioligand,B,,,,,
1561,BAO0p003t7,H,11863,,8,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1A receptor,B,,,,,
1562,BAO0o003t7,H,11863,,8,10812,Compound was tested for the binding affinity against 5-hydroxytryptamine 1A receptor by using [3H]DPAT as radioligand,B,,,,,
1563,BAO00p0119,D,11863,,9,3032,In vitro binding affinity against 5-hydroxytryptamine 1A receptor in CHO cells,B,,,Mus musculus,10090.0,
1564,BAO00pp357,H,11863,,8,16655,Inhibition of 5-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,B,,,,,
1565,BA90090357,H,11863,,8,14532,Inhibitory activity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand at 10e-5 M concentration,B,,,,,
1566,BAO000oe57,H,11863,,8,13944,Binding affinity against 5-hydroxytryptamine 1A receptor,B,,,,,
1567,BAO00o0r57,H,11863,,8,13033,Binding affinity against serotonergic 5-HT1a receptor,B,,,,,
1568,BAO0o00347,H,11863,,8,10321,Binding affinity for 5-hydroxytryptamine 1A receptor was determined by using [3H]8-OH-DPAT as radioligand,B,,,,,
1569,BAO0000346,D,11863,,9,2968,Binding affinity for 5-hydroxytryptamine 1A receptor,B,,,Mus musculus,10090.0,
1570,BsO0000457,H,11863,,8,13964,Binding affinity at 5-hydroxytryptamine 1A receptor,B,,,,,
1571,BAO09p0357,H,11863,,8,15527,"Binding affinity towards 5-hydroxytryptamine 1A receptor receptor, using [3H]5-HT as radioligand.",B,,,,,
1572,BA90900219,H,11863,,8,12248,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,B,,,,,
1573,BAO9900219,H,11863,,8,12249,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,B,,,,,
1574,BAO00po357,H,11863,,8,15120,Compound was tested for binding affinity using [3H]8-OH-DPAT against 5-hydroxytryptamine 1A receptor,B,,,,,
1575,gAO0000e57,H,11863,,8,13313,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by using [3H]-8-OH-DPAT as radioligand,B,,,,,
1576,BAO0p00217,H,11863,,8,2613,In vivo binding affinity was evaluated against 5-hydroxytryptamine 1A receptor,B,,,,,
1577,BAO0990357,H,11863,,8,16700,The binding affinity towards 5-hydroxytryptamine 1A receptor; No affinity,B,,,,,
1578,BAO0p003r7,H,11863,,8,2201,Ability to displace [125I]iodosulpiride from 5-hydroxytryptamine 1A receptor,B,,,,,
1579,BAO0o00356,D,11863,,9,1274,Binding affinity against 5-hydroxytryptamine 1A receptor,B,,,Mus musculus,10090.0,
1580,BAO00p035y,H,11863,,8,1317,Compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor using radioligand binding assay,B,,,,,
1581,BAOo000457,H,11863,,8,12146,Tested against 5-hydroxytryptamine 1A receptor,B,,,,,
1582,BAO000p347,H,11863,,8,14059,The compound's binding affinity against 5-hydroxytryptamine 1A receptor,B,,,,,
1583,BAO000002i,H,106,,8,14025,Dissociation equilibrium constant against the vascular 5-hydroxytryptamine 1B like receptor in the rabbit saphenous vein,B,,,Oryctolagus cuniculus,9986.0,
1584,BwO0090019,H,106,,8,14025,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 1B like receptor in the rabbit saphenous vein(RbSV); NS=non surmountable,B,,,Oryctolagus cuniculus,9986.0,
1585,BAO900021o,D,105571,,9,14447,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1B receptor from cloned gorilla membranes expressed in cultured HEK 293 cells,B,,,Gorilla gorilla,9593.0,
1586,vAOp000218,H,106,,8,3025,5-HT1B agonist potency was evaluated as effective dose that induced hypothermia in the guinea-pig upon intraperitoneal administration,F,In vivo,,Cavia porcellus,10141.0,
1587,BxO0090218,H,106,,8,3025,5-hydroxytryptamine 1B receptor agonist potency was evaluated as effective dose that induced hypothermia in the guinea-pig upon intraperitoneal administration,F,In vivo,,Cavia porcellus,10141.0,
1588,BAl0o00019,H,106,,8,15329,Affinity of compound towards 5-hydroxytryptamine 1B receptor in isolated guinea-pig iliac artery,F,,,Cavia porcellus,10141.0,
1589,BA00009019,H,106,,8,15329,Affinity of compound towards 5-hydroxytryptamine 1B receptor in isolated guinea-pig iliac artery; n.d. indicates Not determined,F,,,Cavia porcellus,10141.0,
1590,BAO00p00w9,H,106,,8,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 1B receptor of guinea pig,F,,,Cavia porcellus,10141.0,
1591,BAO00oo019,H,106,,8,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 1B receptor of guinea pig; ND means not done,F,,,Cavia porcellus,10141.0,
1592,hAO0900019,H,106,,8,14165,Intrinsic activity for Antagonism of 5-hydroxytryptamine 1B receptor-mediated stimulation of [35S]GTP gamma S binding,F,,,,,
1593,fAO0o00019,H,106,,8,14214,Antagonism tested at 1 uM against the agonist-induced inhibitory effect of 10 nM 5-carbamoyltryptamine (5-CT),F,,,,,
1594,nAO00o0019,H,106,,8,14214,Antagonism tested at 1 uM against the agonist-induced inhibitory effect of 10 nM 5-carbamoyltryptamine(5-CT),F,,,,,
1595,gAO000001i,D,106,,9,14214,Agonist activity at 5-hydroxytryptamine 1B receptor by measuring the inhibition of forskolin-stimulated cAMP formation,F,,,Homo sapiens,9606.0,
1596,BAO0090218,D,106,,9,13729,Inhibition of forskolin-stimulated c-AMP formation by human 5-hydroxytryptamine 1B receptor expressed in CHO-K1 cells,F,,,Homo sapiens,9606.0,
1597,BAO0009218,H,106,,8,3025,Effective concentration determined by measuring inhibition of forskolin-stimulated c-AMP formation at 5-hydroxytryptamine 1B receptor stably transfected in CHO cell lines,F,,,,,
1598,hAO0000358,H,106,,8,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor,B,,,,,
1599,BzOp000019,H,106,,8,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; full agonist,F,,,,,
1600,BxO0000319,H,106,,8,14956,"Agonist-induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with human 5-hydroxytryptamine 1B receptor",F,,,,,
1601,BAO000022i,H,106,,8,2598,The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line,F,,,,,
1602,nAOo000219,H,106,,8,2598,The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line; Antagonist,F,,,,,
1603,BAO000031o,H,106,,8,2598,The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line; Full Agonist,F,,,,,
1604,vAO9000219,H,106,,8,2598,The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line; Partial Agonist,F,,,,,
1605,vAO0000o19,H,106,,8,14956,"Efficacy was evaluated relative to human 5-HT1B receptor using [35S]GTP-gamma-S, as radioligand",F,,,,,
1606,fAO000001p,H,106,,8,14956,"Efficacy of compound was evaluated relative to human 5-hydroxytryptamine 1B receptor using [35S]GTP-gamma-S, as radioligand",F,,,,,
1607,BAO90003y7,D,106,,9,14214,Percentage Maximal inhibition obtained with 1 uM 5-HT against 5-hydroxytryptamine 1B receptor,B,,,Homo sapiens,9606.0,
1608,BAO0000eq9,H,106,,8,3463,Ability to displace [3H]5-HT from recombinant human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells determined in vitro,B,,,,,
1609,BAO000o3r7,H,106,,8,15331,Affinity of compound towards 5-hydroxytryptamine 1B receptor was evaluated using radioligand binding technique,B,,,,,
1610,BAO00003y6,D,106,,9,16146,Binding affinity against 5-hydroxytryptamine 1B receptor,B,,,Homo sapiens,9606.0,
1611,BzO0p00219,D,106,,9,14159,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1B receptor expressed in CHO cells,B,,,Homo sapiens,9606.0,
1612,BAp0009219,H,106,,8,14158,Binding affinity to human cloned 5-hydroxytryptamine 1B receptor in CHO cells by [3H]5-HT binding displacement.,B,,,,,
1613,BAp000o357,H,106,,8,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1B receptor,B,,,,,
1614,BxO000p219,H,106,,8,15250,Displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1B receptor stably expressed in CHO cells,B,,,,,
1615,BA80009219,H,106,,8,15250,Binding affinity at cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells by [3H]5-HT displacement.,B,,,,,
1616,BsO0o00219,H,106,,8,15331,Displacement of [3H]5-HT binding from the cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells,B,,,,,
1617,BAOp000218,H,106,,8,15332,Displacement of [3H]5-HT binding from cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells.,B,,,,,
1618,BAO900021i,H,106,,8,14956,Displacement of specific [3H]5-HT binding to cloned human 5-hydroxytryptamine 1B receptor expressed in CHO cells,B,,,,,
1619,BsO0000e57,H,106,,8,3805,In vitro binding affinity against human 5-hydroxytryptamine 1B receptor at a concentration of 100 (nM),B,,,,,
1620,BAO00003ry,H,106,,8,14875,Intrinsic activity for each compound is calculated as a percentage of the 5-hydroxytryptamine 1B receptor response,B,,,,,
1621,BAO00000qi,H,105,,8,14454,Compound was tested for 5-hydroxytryptamine 1D like receptor-mediated vascular effect in rabbit saphenous vein (RSV),F,,,Oryctolagus cuniculus,9986.0,
1622,BqO00o0019,H,105,,8,14454,Tested for 5-hydroxytryptamine 1D like receptor-mediated vascular effect in rabbit saphenous vein (RSV),F,,,Oryctolagus cuniculus,9986.0,
1623,BAi0o00357,H,105,,8,16288,Affinity at 5-hydroxytryptamine 1D receptor (For sumatriptan = Ki (nM)-12+/-1.9),B,,,,,
1624,BAO00pp357,H,105,,8,16288,Affinity at 5-hydroxytryptamine 1D receptor from calf caudate using [3H]5-HT as radioligand (For sumatriptan = Ki(nM)-12+/-1.9),B,,,,,
1625,BAO0009257,H,105,,8,16312,Binding affinity against calf caudate 5-hydroxytryptamine 1D receptor,B,,,,,
1626,vAO000p357,H,105,,8,1348,Inhibitory activity against 5-hydroxytryptamine 1D receptor subtype,B,,,Bos taurus,9913.0,
1627,BwO0000356,H,105,,8,5834,Inhibitory concentration required against 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT,B,,,Bos taurus,9913.0,
1628,BAk000001p,H,105,,8,13366,Binding affinity towards 5-hydroxytryptamine 1D receptor was determined in calf striatum homogenate,B,,,Bos taurus,9913.0,Striatum
1629,BAO00o035u,H,105,,8,1414,Ability to bind to 5-hydroxytryptamine 1D receptor of calf substantia nigra,B,,,Bos taurus,9913.0,
1630,hAO00000q9,H,105,,8,14998,Binding affinity against 5-hydroxytryptamine 1D receptor in calf caudate homogenates.,B,,,Bos taurus,9913.0,
1631,BAO0009356,H,105,,8,11473,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]- serotonin as radioligand,B,,,Bos taurus,9913.0,
1632,BxO00o0357,H,105,,8,11473,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]- serotonin as radioligand,B,,,Bos taurus,9913.0,
1633,BAO0o00w57,H,105,,8,10639,Compound was evaluated for its inhibitory activity against 5-hydroxytryptamine 1D receptor of bovine caudate using [3H]5-HT as the radioligand,B,,,Bos taurus,9913.0,
1634,nAO0009357,H,105,,8,10639,Inhibitory activity against 5-hydroxytryptamine 1D receptor of bovine caudate using [3H]5-HT as the radioligand,B,,,Bos taurus,9913.0,
1635,BAOp0p0357,H,105,,8,1375,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT radioligand,B,,,Bos taurus,9913.0,
1636,BA900p0357,H,105,,8,1375,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT radioligand; NT means not tested,B,,,Bos taurus,9913.0,
1637,BAO0000346,H,105,,8,16532,The binding affinity at 5-hydroxytryptamine 1D receptor was determined using [3H]5-CT; Not tested,B,,,Bos taurus,9913.0,
1638,hAO0p00357,H,105,,8,11147,Binding affinity towards 5-hydroxytryptamine 1D receptor using [3H]5-HT as radioligand,B,,,Bos taurus,9913.0,
1639,BA900p0019,H,105,,8,13366,Binding affinity towards 5-hydroxytryptamine 1D receptor was determined in calf striatum homogenate,B,,,Bos taurus,9913.0,Striatum
1640,BAO00o0010,H,105,,8,10444,Binding affinity was determined against 5-hydroxytryptamine 1D receptor in bovine caudate homogenate,B,,,Bos taurus,9913.0,
1641,BAOp0003y7,H,105,,8,16532,The binding affinity at 5-hydroxytryptamine 1D receptor was determined using [3H]5-CT,B,,,Bos taurus,9913.0,
1642,BqO0090357,H,105,,8,16532,The binding affinity at 5-hydroxytryptamine 1D receptor was determined using [3H]5-CT; Not tested,B,,,Bos taurus,9913.0,
1643,BAO0o002e9,H,105,,8,12827,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat frontal cortex membranes using [125]ICYP,B,,,Bos taurus,9913.0,
1644,BzO0000240,H,105,,8,12827,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat frontal cortex membranes using [125]ICYP; Not determined,B,,,Bos taurus,9913.0,
1645,BxO0000919,H,105,,8,12919,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,F,,,Bos taurus,9913.0,
1646,BzO0000919,H,105,,8,14025,Affinity pKi for 5-hydroxytryptamine 1D receptor was measured in calf caudate homogenate,B,,,Bos taurus,9913.0,
1647,BAO000p919,H,105,,8,12919,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,F,,,Bos taurus,9913.0,
1648,BAO0000oq9,H,105,,8,12919,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,F,,,Bos taurus,9913.0,
1649,BAO0p00o19,H,105,,8,12919,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,F,,,Bos taurus,9913.0,
1650,BAO0000228,H,105,,8,14447,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1D receptor from cloned gorilla membranes expressed in cultured HEK 293 cells,B,,,Gorilla gorilla,9593.0,
1651,BxO0000o19,D,105570,,9,1375,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1D receptor in guinea pig substantia nigra,B,,,Cavia porcellus,10141.0,
1652,BwOp000019,D,105570,,9,1375,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1D receptor in guinea pig substantia nigra; NT means not tested,B,,,Cavia porcellus,10141.0,
1653,BAO0000o1p,D,105570,,9,12409,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptor by the agonist GR-46611,F,,,Cavia porcellus,10141.0,
1654,nAO00p0019,D,105570,,9,12409,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,F,,,Cavia porcellus,10141.0,
1655,BsO0o00019,D,105570,,9,12409,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611; range is 2-9,F,,,Cavia porcellus,10141.0,
1656,BAp0000029,D,105570,,9,12409,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611;range is 0.2-0.4,F,,,Cavia porcellus,10141.0,
