assays_chembl_id,assays_doc_id,assays_assay_category,assays_assay_id,assays_assay_cell_type,assays_assay_tax_id,assays_assay_test_type,assays_tid,assays_assay_strain,assays_assay_type,assays_assay_organism,assays_bao_format,assays_description,assays_cell_id,assays_src_assay_id,assays_relationship_type,assays_confidence_score,assays_curated_by,assays_assay_tissue,assays_src_id,assays_variant_id,assays_tissue_id,assays_assay_subcellular_fraction
CHEMBL627898,4449,,9442,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life recorded in rats,,,N,1,Intermediate,,1,,,
CHEMBL627899,6057,,9443,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life was calculated,,,N,1,Intermediate,,1,,,
CHEMBL873823,6057,,9444,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life was calculated in rat,,,N,1,Intermediate,,1,,,
CHEMBL627900,3747,,9445,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life was determined,,,N,1,Intermediate,,1,,,
CHEMBL627901,17858,,9446,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life after 10 mg/kg oral administration in rat,,,N,1,Intermediate,,1,,,
CHEMBL627902,16365,,9447,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life after administering orally a dose of 10 mg/kg to a fasting rat,,,N,1,Intermediate,,1,,,
CHEMBL627903,16365,,9448,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life after administering orally a dose of 30 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL627904,5031,,9449,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the curve (Concentration) was determined for the compound as AUC with limits 0-8 after i.v. administration in rats,,,N,1,Intermediate,,1,,,
CHEMBL627905,4722,,9450,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the curve determined under pharmacokinetic behavior of the 10 mg/kg oral dose of compound for 0-6 hours,,,N,1,Intermediate,,1,,,
CHEMBL627906,6078,,9451,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the curve for the compound calculated from 0-24 hr after intravenous administration at a dose of 10 mg/kg in rat,,,N,1,Intermediate,,1,,,
CHEMBL627907,6078,,9452,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the curve for the compound calculated from 0-24 hr after oral administration at a dose of 10 mg/kg in rat,,,N,1,Intermediate,,1,,,
CHEMBL876783,6078,,9453,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the curve for the compound calculated from 0-6 hr after oral administration at a dose of 10 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL627908,6078,,9454,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the curve for the compound calculated from 0-6 hr after oral administration at a dose of 10 mg/kg; activity was not determined,,,N,1,Intermediate,,1,,,
CHEMBL627909,17065,,9455,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the curve measured after intravenous bolus administration of 50 mg/kg of compound to rats,,,N,1,Intermediate,,1,,,
CHEMBL627910,1353,,9456,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats,,,N,1,Intermediate,,1,,,
CHEMBL627911,1353,,9457,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-1),,,N,1,Intermediate,,1,,,
CHEMBL627912,1353,,9458,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-2),,,N,1,Intermediate,,1,,,
CHEMBL627913,1353,,9459,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-5),,,N,1,Intermediate,,1,,,
CHEMBL627914,1353,,9460,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(5-10),,,N,1,Intermediate,,1,,,
CHEMBL627915,16423,,9461,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the curve was evaluated after 10 uM/kg of intra arterial administration,,,N,1,Intermediate,,1,,,
CHEMBL627916,16423,,9462,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the curve was evaluated after 20 uM/kg of peroral administration,,,N,1,Intermediate,,1,,,
CHEMBL627917,6062,,9463,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the curve was measured in rat after an iv dose of 1 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL627918,6056,,9464,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the curve was calculated for the compound at a single intravenous administration of 20 mg/kg in rat,,,N,1,Intermediate,,1,,,
CHEMBL627919,5182,,9465,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the curve was determined by administering the compound at a dose of 1 mg/kg intravenously in male wistar rat,,,N,1,Intermediate,,1,,,
CHEMBL627920,6410,,9466,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the curve was evaluated at an intravenous dose of 3 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL627921,6410,,9467,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the curve was evaluated at an oral dose of 30 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL627922,4723,,9468,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the effect time curves from time 0-24 hr determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,,,N,1,Intermediate,,1,,,
CHEMBL876784,4723,,9469,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the effect time curves from time 0-24 hr determined after 3 mg/kg oral administration in potassium oxonate treated rats,,,N,1,Intermediate,,1,,,
CHEMBL627923,4723,,9470,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the effect time curves from time 0-6 hr determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,,,N,1,Intermediate,,1,,,
CHEMBL626208,4723,,9471,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the effect time curves from time 0-6 hr determined after 3 mg/kg oral administration in potassium oxonate treated rats,,,N,1,Intermediate,,1,,,
CHEMBL626209,4723,,9472,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the effect time curves from time 0-infinity hr determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,,,N,1,Intermediate,,1,,,
CHEMBL626210,4723,,9473,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the effect time curves from time 0-infinity hr determined after 3 mg/kg oral administration in potassium oxonate treated rats,,,N,1,Intermediate,,1,,,
CHEMBL627994,2463,,9474,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Area under the plasma concentration curve was evaluated in vivo in rat at a dose of 5 mg/kg by oral administration,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL627995,4709,,9475,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Bioavailability from area under the curve at time 0 to infinity after intravenous administration of 1 mg/kg in rat,,,N,1,Intermediate,,1,,,
CHEMBL627996,4075,,9476,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Blood level after a 10 mg/kg oral dose in rat expressed as AUC was determined,,,N,1,Intermediate,,1,,,
CHEMBL627997,5394,,9477,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Compound at a dose 10 mg/kg was administered orally to rat and the pharmacokinetic parameter area under curve (AUC) was measured,,,N,1,Intermediate,,1,,,
CHEMBL627998,2661,,9478,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Compound was evaluated for AUC after treatment with iv dose of 1 mgkg to female wistar rats,,,N,1,Intermediate,,1,,,
CHEMBL628640,2661,,9479,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Compound was evaluated for AUC after treatment with iv dose of 1 mgkg to male wistar rats,,,N,1,Intermediate,,1,,,
CHEMBL628641,2661,,9480,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Compound was evaluated for AUC after treatment with oral dose of 2 mgkg to female wistar rats,,,N,1,Intermediate,,1,,,
CHEMBL628642,2661,,9481,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Compound was evaluated for AUC after treatment with oral dose of 2 mgkg to male wistar rats,,,N,1,Intermediate,,1,,,
CHEMBL628643,17791,,9482,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Compound was evaluated for area under the curve expressed as (h*ug/ml),,,N,1,Intermediate,,1,,,
CHEMBL628644,2591,,9483,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Compound was tested for area under curve in rat,,,N,1,Intermediate,,1,,,
CHEMBL628645,6567,,9484,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Concentration in rat plasma after 5 mg/kg oral gavage for 8 hours,,,N,1,Intermediate,,1,,,
CHEMBL628646,6211,,9485,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Dose-normalized AUC was determined by po administration (10 mg/kg) in fasted male Sprague-Dawley rats,,,N,1,Intermediate,,1,,,
CHEMBL628647,5529,,9486,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Dose-normalized AUC was determined in rat after peroral administration (2 mg/kg),,,N,1,Intermediate,,1,,,
CHEMBL628648,5408,,9487,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Evaluated for AUC after iv administration of 1 mg/kg to male Sprague-Dawley rats in brain; not determined,,,N,1,Intermediate,,1,,,
CHEMBL625358,5408,,9488,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Evaluated for AUC after iv administration of 1 mg/kg to male Sprague-Dawley rats in plasma,,,N,1,Intermediate,,1,,,
CHEMBL625359,5408,,9489,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Evaluated for AUC after iv administration of 5 mg/kg to male Sprague-Dawley rats in brain,,,N,1,Intermediate,,1,,,
CHEMBL625360,5408,,9490,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Evaluated for AUC after iv administration of 5 mg/kg to male Sprague-Dawley rats in plasma,,,N,1,Intermediate,,1,,,
CHEMBL625361,429,,9491,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Evaluated for pharmacokinetic parameter area under curve in rat at the dose 50 mg/kg ( 0-8 hr ),,,N,1,Intermediate,,1,,,
CHEMBL625362,429,,9492,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Evaluated for pharmacokinetic parameter area under curve in rat at the dose 50 mg/kg (0-8 hr ),,,N,1,Intermediate,,1,,,
CHEMBL625363,429,,9493,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Evaluated for pharmacokinetic parameter area under curve in rat at the dose 50 mg/kg (0-8 hr),,,N,1,Intermediate,,1,,,
CHEMBL625364,4796,,9494,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Hepatic portal AUC was determined by pharmacokinetic study conducted in portal vein cannulated rats,,,N,1,Intermediate,,1,,,
CHEMBL625365,5974,,9495,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo Area under curve (AUC) was determined after intravenous administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,,,N,1,Intermediate,,1,,,
CHEMBL625366,5974,,9496,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo Area under curve (AUC) was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,,,N,1,Intermediate,,1,,,
CHEMBL625367,5974,,9497,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo Area under curve (AUC) was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,,,N,1,Intermediate,,1,,,
CHEMBL625368,11450,,9498,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.98-2.56 % dose/g",,,N,1,Intermediate,Kidney,1,,2113.0,
CHEMBL625369,11450,,9499,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.15-1.43 % dose/g",,,N,1,Intermediate,Kidney,1,,2113.0,
CHEMBL625370,11450,,9500,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 3.43-4.52 % dose/g",,,N,1,Intermediate,Kidney,1,,2113.0,
CHEMBL625371,11450,,9501,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 2.12-3.14 % dose/g",,,N,1,Intermediate,Kidney,1,,2113.0,
CHEMBL625372,11450,,9502,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.40-1.60 % dose/g",,,N,1,Intermediate,Kidney,1,,2113.0,
CHEMBL625373,11450,,9503,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.74-0.85 % dose/g",,,N,1,Intermediate,Kidney,1,,2113.0,
CHEMBL625374,11450,,9504,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.31-1.45 % dose/g",,,N,1,Intermediate,Liver,1,,2107.0,
CHEMBL877593,11450,,9505,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.08-0.90 % dose/g",,,N,1,Intermediate,Liver,1,,2107.0,
CHEMBL625375,11450,,9506,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 2.02-2.78 % dose/g",,,N,1,Intermediate,Liver,1,,2107.0,
CHEMBL625376,11450,,9507,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 1.64-2.38 % dose/g",,,N,1,Intermediate,Liver,1,,2107.0,
CHEMBL621973,11450,,9508,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.95-1.07 % dose/g",,,N,1,Intermediate,Liver,1,,2107.0,
CHEMBL621974,11450,,9509,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.61-0.81 % dose/g",,,N,1,Intermediate,Liver,1,,2107.0,
CHEMBL621975,11450,,9510,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 5.01-7.13 % dose/g",,,N,1,Intermediate,Lung,1,,2048.0,
CHEMBL622166,11450,,9511,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.51-3.71 % dose/g",,,N,1,Intermediate,Lung,1,,2048.0,
CHEMBL622167,11450,,9512,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 10.84-13.77 % dose/g",,,N,1,Intermediate,Lung,1,,2048.0,
CHEMBL622168,11450,,9513,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 5.92-8.51% dose/g",,,N,1,Intermediate,Lung,1,,2048.0,
CHEMBL622169,11450,,9514,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 3.37-3.94 % dose/g",,,N,1,Intermediate,Lung,1,,2048.0,
CHEMBL622170,11450,,9515,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 1.87-2.12 % dose/g",,,N,1,Intermediate,Lung,1,,2048.0,
CHEMBL622171,11450,,9516,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 37.97-75.23 % dose/g",,,N,1,Intermediate,Thyroid gland,1,,2046.0,
CHEMBL622172,11450,,9517,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 5.03-36.88 % dose/g",,,N,1,Intermediate,Thyroid gland,1,,2046.0,
CHEMBL622173,11450,,9518,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 13.20-17.31 % dose/g",,,N,1,Intermediate,Thyroid gland,1,,2046.0,
CHEMBL622174,11450,,9519,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 7.87-16.51 % dose/g",,,N,1,Intermediate,Thyroid gland,1,,2046.0,
CHEMBL622175,11450,,9520,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 81.37-166.09 % dose/g",,,N,1,Intermediate,Thyroid gland,1,,2046.0,
CHEMBL622176,11450,,9521,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 31.90-39.98 % dose/g",,,N,1,Intermediate,Thyroid gland,1,,2046.0,
CHEMBL622177,11450,,9522,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.41-0.83 % dose/g",,,N,1,Intermediate,Thyroid gland,1,,2046.0,
CHEMBL622178,11450,,9523,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.05-0.38 % dose/g",,,N,1,Intermediate,Thyroid gland,1,,2046.0,
CHEMBL622179,11450,,9524,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.16-0.20 % dose/g",,,N,1,Intermediate,Thyroid gland,1,,2046.0,
CHEMBL622180,11450,,9525,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.08-0.17 % dose/g",,,N,1,Intermediate,Thyroid gland,1,,2046.0,
CHEMBL622181,16435,,9526,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,,,N,1,Intermediate,,1,,,
CHEMBL622182,16435,,9527,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,,N,1,Intermediate,,1,,,
CHEMBL622183,16435,,9528,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in pancreas of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,,N,1,Intermediate,,1,,,
CHEMBL622184,16435,,9529,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in pancreas of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,,N,1,Intermediate,,1,,,
CHEMBL622185,16435,,9530,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in pancreas of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,,N,1,Intermediate,,1,,,
CHEMBL622186,16435,,9531,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in pancreas of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,,N,1,Intermediate,,1,,,
CHEMBL622187,16434,,9532,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,,N,1,Intermediate,,1,,,
CHEMBL625002,16434,,9533,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,,,N,1,Intermediate,,1,,,
CHEMBL622090,16434,,9534,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min,,,N,1,Intermediate,,1,,,
CHEMBL622091,16435,,9535,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,,N,1,Intermediate,,1,,,
CHEMBL622092,16435,,9536,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,,N,1,Intermediate,,1,,,
CHEMBL622093,16435,,9537,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,,N,1,Intermediate,,1,,,
CHEMBL622094,16435,,9538,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,,N,1,Intermediate,,1,,,
CHEMBL622095,16435,,9539,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,,N,1,Intermediate,,1,,,
CHEMBL622264,16435,,9540,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,,N,1,Intermediate,,1,,,
CHEMBL622265,16434,,9541,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL622266,16434,,9542,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL622267,16434,,9543,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL622268,16434,,9544,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL622269,16434,,9545,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL625071,16434,,9546,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL621621,16434,,9547,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL621622,16434,,9548,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL621623,16435,,9549,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL621624,16435,,9550,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL621625,16435,,9551,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL621626,16435,,9552,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL621627,16435,,9553,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL621628,16435,,9554,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL875328,16435,,9555,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,,N,1,Intermediate,Spleen,1,,2106.0,
