assays_ASSI,assays_CONSC,assays_VARI,assays_TISI,assays_RELATIT,assays_CURAB,assays_ASSTIS,assays_ASSCET,assays_ASSSUBCELFR,assays_Ti,assays_SI,assays_SRASI,assays_CHEI,assays_CEI,assays_BFO
9729,1,,,N,Intermediate,,,,50597,1,,CHEMBL622355,,BAO_0000218
9730,1,,,N,Intermediate,,,,50597,1,,CHEMBL622356,,BAO_0000218
9731,1,,,N,Intermediate,,,,50597,1,,CHEMBL622357,,BAO_0000218
9732,1,,,N,Intermediate,,,,50597,1,,CHEMBL622358,,BAO_0000218
9733,1,,,N,Intermediate,,,,50597,1,,CHEMBL622359,,BAO_0000218
9734,1,,,N,Intermediate,,,,50597,1,,CHEMBL874393,,BAO_0000218
9735,1,,,N,Intermediate,,,,50597,1,,CHEMBL622872,,BAO_0000218
9736,1,,,N,Intermediate,,,,50597,1,,CHEMBL622873,,BAO_0000218
9737,1,,,N,Intermediate,,,,50597,1,,CHEMBL623047,,BAO_0000218
9738,1,,,N,Intermediate,,,,50597,1,,CHEMBL623048,,BAO_0000218
9739,1,,,N,Intermediate,,,,50597,1,,CHEMBL623049,,BAO_0000218
9740,1,,,N,Intermediate,,,,50597,1,,CHEMBL623050,,BAO_0000218
9741,1,,,N,Intermediate,,,,50597,1,,CHEMBL623051,,BAO_0000218
9742,1,,,N,Intermediate,,,,50597,1,,CHEMBL623052,,BAO_0000218
9743,1,,,N,Intermediate,,,,50597,1,,CHEMBL626343,,BAO_0000218
9744,1,,,N,Intermediate,,,,50597,1,,CHEMBL626344,,BAO_0000218
9745,1,,,N,Intermediate,,,,50597,1,,CHEMBL626345,,BAO_0000218
9746,1,,,N,Intermediate,,,,50597,1,,CHEMBL626346,,BAO_0000218
9747,1,,,N,Intermediate,,,,50597,1,,CHEMBL626347,,BAO_0000218
9748,1,,,N,Intermediate,,,,50597,1,,CHEMBL626348,,BAO_0000218
9749,1,,,N,Intermediate,,,,50597,1,,CHEMBL626349,,BAO_0000218
9750,1,,,N,Intermediate,,,,50597,1,,CHEMBL626350,,BAO_0000218
9751,1,,,N,Intermediate,,,,50597,1,,CHEMBL626351,,BAO_0000218
9752,1,,,N,Intermediate,,,,50597,1,,CHEMBL627650,,BAO_0000218
9753,1,,,N,Intermediate,,,,50597,1,,CHEMBL627651,,BAO_0000218
9754,1,,,N,Intermediate,,,,50597,1,,CHEMBL627652,,BAO_0000218
9755,1,,,N,Intermediate,,,,50597,1,,CHEMBL627653,,BAO_0000218
9756,1,,,N,Intermediate,,,,50597,1,,CHEMBL627654,,BAO_0000218
9757,1,,,N,Intermediate,,,,50597,1,,CHEMBL627835,,BAO_0000218
9758,1,,,N,Intermediate,,,,50597,1,,CHEMBL627836,,BAO_0000218
9759,1,,,N,Intermediate,,,,50597,1,,CHEMBL627837,,BAO_0000218
9760,1,,,N,Intermediate,,,,50597,1,,CHEMBL627838,,BAO_0000218
9761,1,,,N,Intermediate,,,,50597,1,,CHEMBL875338,,BAO_0000218
9762,1,,,N,Intermediate,,,,50597,1,,CHEMBL627839,,BAO_0000218
9763,1,,,N,Intermediate,,,,50597,1,,CHEMBL627840,,BAO_0000218
9764,1,,,N,Intermediate,,,,50597,1,,CHEMBL627841,,BAO_0000218
9765,1,,,N,Intermediate,,,,50597,1,,CHEMBL627842,,BAO_0000218
9766,1,,,N,Intermediate,,,,50597,1,,CHEMBL627843,,BAO_0000218
9767,1,,,N,Intermediate,,,,50597,1,,CHEMBL627844,,BAO_0000218
9768,1,,,N,Intermediate,,,,50597,1,,CHEMBL627845,,BAO_0000218
9769,1,,,N,Intermediate,,,,50597,1,,CHEMBL627846,,BAO_0000218
9770,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL627847,,BAO_0000218
9771,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL873821,,BAO_0000218
9772,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL626079,,BAO_0000218
9773,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL626080,,BAO_0000218
9774,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL626081,,BAO_0000218
9775,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL875344,,BAO_0000218
9776,1,,,N,Intermediate,,,,50597,1,,CHEMBL626082,,BAO_0000218
9777,1,,,N,Intermediate,,,,50597,1,,CHEMBL626250,,BAO_0000218
9778,1,,,N,Intermediate,,,,50597,1,,CHEMBL626251,,BAO_0000218
9779,1,,,N,Intermediate,,,,50597,1,,CHEMBL626252,,BAO_0000218
9780,1,,,N,Intermediate,,,,50597,1,,CHEMBL626253,,BAO_0000218
9781,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL626254,,BAO_0000218
9782,1,,,N,Intermediate,,,,50597,1,,CHEMBL626255,,BAO_0000218
9783,1,,,N,Intermediate,,,,50597,1,,CHEMBL626256,,BAO_0000218
9784,1,,,N,Intermediate,,,,50597,1,,CHEMBL626257,,BAO_0000218
9785,1,,,N,Intermediate,,,,50597,1,,CHEMBL626258,,BAO_0000218
9786,1,,,N,Intermediate,,,,50597,1,,CHEMBL626259,,BAO_0000218
9787,1,,,N,Intermediate,,,,50597,1,,CHEMBL626260,,BAO_0000218
9788,1,,,N,Intermediate,,,,50597,1,,CHEMBL875345,,BAO_0000218
9789,1,,,N,Intermediate,,,,50597,1,,CHEMBL626261,,BAO_0000218
9790,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL626262,,BAO_0000218
9791,1,,,N,Intermediate,,,,50597,1,,CHEMBL626263,,BAO_0000218
9792,1,,,N,Intermediate,,,,50597,1,,CHEMBL625270,,BAO_0000218
9793,1,,,N,Intermediate,,,,50597,1,,CHEMBL625271,,BAO_0000218
9794,1,,,N,Intermediate,,,,50597,1,,CHEMBL625272,,BAO_0000218
9795,1,,955.0,N,Intermediate,Brain,,,50597,1,,CHEMBL625273,,BAO_0000218
9796,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL625274,,BAO_0000218
9797,1,,,N,Intermediate,,,,50597,1,,CHEMBL625275,,BAO_0000218
9798,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL625276,,BAO_0000218
9799,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL625277,,BAO_0000218
9800,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL625278,,BAO_0000218
9801,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL625279,,BAO_0000218
9802,1,,1977.0,N,Intermediate,Serum,,,50597,1,,CHEMBL625280,,BAO_0000218
9803,1,,1977.0,N,Intermediate,Serum,,,50597,1,,CHEMBL876797,,BAO_0000218
9804,1,,,N,Intermediate,,,,50597,1,,CHEMBL625281,,BAO_0000218
9805,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL873827,,BAO_0000218
9806,1,,,N,Intermediate,,,,50597,1,,CHEMBL625282,,BAO_0000218
9807,1,,,N,Intermediate,,,,50597,1,,CHEMBL625283,,BAO_0000218
9808,1,,,N,Intermediate,,,,50597,1,,CHEMBL625284,,BAO_0000218
9809,1,,,N,Intermediate,,,,50597,1,,CHEMBL625285,,BAO_0000218
9810,1,,,N,Intermediate,,,,50597,1,,CHEMBL625286,,BAO_0000218
9811,1,,,N,Intermediate,,,,50597,1,,CHEMBL625287,,BAO_0000218
9812,1,,,N,Intermediate,,,,50597,1,,CHEMBL625288,,BAO_0000218
9813,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL625289,,BAO_0000218
9814,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL625290,,BAO_0000218
9815,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL876798,,BAO_0000218
9816,1,,,N,Intermediate,,,,50597,1,,CHEMBL625291,,BAO_0000218
9817,1,,,N,Intermediate,,,,50597,1,,CHEMBL625292,,BAO_0000218
9818,1,,,N,Intermediate,,,,50597,1,,CHEMBL625293,,BAO_0000218
9819,1,,,N,Intermediate,,,,50597,1,,CHEMBL622832,,BAO_0000218
9820,1,,,N,Intermediate,,,,50597,1,,CHEMBL622833,,BAO_0000218
9821,1,,,N,Intermediate,,,,50597,1,,CHEMBL622834,,BAO_0000218
9822,1,,,N,Intermediate,,,,50597,1,,CHEMBL622835,,BAO_0000218
9823,1,,,N,Intermediate,,,,50597,1,,CHEMBL622836,,BAO_0000218
9824,1,,,N,Intermediate,,,,50597,1,,CHEMBL622837,,BAO_0000218
9825,1,,,N,Intermediate,,,,50597,1,,CHEMBL622838,,BAO_0000218
9826,1,,955.0,N,Intermediate,Brain,,,50597,1,,CHEMBL622839,,BAO_0000218
9827,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL622840,,BAO_0000218
9828,1,,,N,Intermediate,,,,50597,1,,CHEMBL622841,,BAO_0000218
9829,1,,,N,Intermediate,,,,50597,1,,CHEMBL622842,,BAO_0000218
9830,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL622843,,BAO_0000218
9831,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL622844,,BAO_0000218
9832,1,,,N,Intermediate,,,,50597,1,,CHEMBL622845,,BAO_0000218
9833,1,,,N,Intermediate,,,,50597,1,,CHEMBL622846,,BAO_0000218
9834,1,,,N,Intermediate,,,,50597,1,,CHEMBL622847,,BAO_0000218
9835,1,,,N,Intermediate,,,,50597,1,,CHEMBL622848,,BAO_0000218
9836,1,,,N,Intermediate,,,,50597,1,,CHEMBL622849,,BAO_0000218
9837,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL622850,,BAO_0000218
9838,1,,,N,Intermediate,,,,50597,1,,CHEMBL876807,,BAO_0000218
9839,1,,,N,Intermediate,,,,50597,1,,CHEMBL622851,,BAO_0000218
9840,1,,,N,Intermediate,,,,50597,1,,CHEMBL622852,,BAO_0000218
9841,1,,,N,Intermediate,,,,50597,1,,CHEMBL622853,,BAO_0000218
9842,1,,,N,Intermediate,,,,50597,1,,CHEMBL622854,,BAO_0000218
9843,1,,,N,Intermediate,,,,50597,1,,CHEMBL622855,,BAO_0000218
9844,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL622856,,BAO_0000218
9845,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL622857,,BAO_0000218
9846,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL622858,,BAO_0000218
9847,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL622859,,BAO_0000218
9848,1,,,N,Intermediate,,,,50597,1,,CHEMBL622860,,BAO_0000218
9849,1,,,N,Intermediate,,,,50597,1,,CHEMBL622861,,BAO_0000218
9850,1,,,N,Intermediate,,,,50597,1,,CHEMBL622862,,BAO_0000218
9851,1,,,N,Intermediate,,,,50597,1,,CHEMBL622863,,BAO_0000218
9852,1,,,N,Intermediate,,,,50597,1,,CHEMBL623817,,BAO_0000218
9853,1,,,N,Intermediate,,,,50597,1,,CHEMBL623818,,BAO_0000218
9854,1,,,N,Intermediate,,,,50597,1,,CHEMBL623819,,BAO_0000218
9855,1,,,N,Intermediate,,,,50597,1,,CHEMBL623820,,BAO_0000218
9856,1,,,N,Intermediate,,,,50597,1,,CHEMBL623821,,BAO_0000218
9857,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL623822,,BAO_0000218
9858,1,,,N,Intermediate,,,,50597,1,,CHEMBL623823,,BAO_0000218
9859,1,,,N,Intermediate,,,,50597,1,,CHEMBL623824,,BAO_0000218
9860,1,,,N,Intermediate,,,,50597,1,,CHEMBL623825,,BAO_0000218
9861,1,,,N,Intermediate,,,,50597,1,,CHEMBL622070,,BAO_0000218
9862,1,,,N,Intermediate,,,,50597,1,,CHEMBL622071,,BAO_0000218
9863,1,,,N,Intermediate,,,,50597,1,,CHEMBL622072,,BAO_0000218
9864,1,,,N,Intermediate,,,,50597,1,,CHEMBL622073,,BAO_0000218
9865,1,,,N,Intermediate,,,,50597,1,,CHEMBL622074,,BAO_0000218
9866,1,,,N,Intermediate,,,,50597,1,,CHEMBL622075,,BAO_0000218
9867,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL622076,,BAO_0000218
9868,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL622077,,BAO_0000218
9869,1,,,N,Intermediate,,,,50597,1,,CHEMBL622078,,BAO_0000218
9870,1,,,N,Intermediate,,,,50597,1,,CHEMBL622079,,BAO_0000218
9871,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL622080,,BAO_0000218
9872,1,,,N,Intermediate,,,,50597,1,,CHEMBL877612,,BAO_0000218
9873,1,,,N,Intermediate,,,,50597,1,,CHEMBL622081,,BAO_0000218
9874,1,,,N,Intermediate,,,,50597,1,,CHEMBL622082,,BAO_0000218
9875,1,,,N,Intermediate,,,,50597,1,,CHEMBL622083,,BAO_0000218
9876,1,,,N,Intermediate,,,,50597,1,,CHEMBL622084,,BAO_0000218
9877,1,,,N,Intermediate,,,,50597,1,,CHEMBL622085,,BAO_0000218
9878,1,,,N,Intermediate,,,,50597,1,,CHEMBL622086,,BAO_0000218
9879,1,,,N,Intermediate,,,,50597,1,,CHEMBL622087,,BAO_0000218
9880,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL622088,,BAO_0000218
9881,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL622089,,BAO_0000218
9882,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL623685,,BAO_0000218
9883,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL623686,,BAO_0000218
9884,1,,945.0,N,Intermediate,Stomach,,,50597,1,,CHEMBL623687,,BAO_0000218
9885,1,,945.0,N,Intermediate,Stomach,,,50597,1,,CHEMBL623688,,BAO_0000218
9886,1,,945.0,N,Intermediate,Stomach,,,50597,1,,CHEMBL623689,,BAO_0000218
9887,1,,945.0,N,Intermediate,Stomach,,,50597,1,,CHEMBL622485,,BAO_0000218
9888,1,,2046.0,N,Intermediate,Thyroid gland,,,50597,1,,CHEMBL622486,,BAO_0000218
9889,1,,2046.0,N,Intermediate,Thyroid gland,,,50597,1,,CHEMBL877613,,BAO_0000218
9890,1,,2046.0,N,Intermediate,Thyroid gland,,,50597,1,,CHEMBL622487,,BAO_0000218
9891,1,,2046.0,N,Intermediate,Thyroid gland,,,50597,1,,CHEMBL622488,,BAO_0000218
9892,1,,948.0,N,Intermediate,Heart,,,50597,1,,CHEMBL622489,,BAO_0000218
9893,1,,1088.0,N,Intermediate,Urine,,,50597,1,,CHEMBL622490,,BAO_0000218
9894,1,,1088.0,N,Intermediate,Urine,,,50597,1,,CHEMBL622491,,BAO_0000218
9895,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL622492,,BAO_0000218
9896,1,,1088.0,N,Intermediate,Urine,,,50597,1,,CHEMBL622493,,BAO_0000218
9897,1,,1088.0,N,Intermediate,Urine,,,50597,1,,CHEMBL622494,,BAO_0000218
9898,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL622495,,BAO_0000218
9899,1,,,N,Intermediate,,,,50597,1,,CHEMBL622496,,BAO_0000218
9900,1,,1088.0,N,Intermediate,Urine,,,50597,1,,CHEMBL622497,,BAO_0000218
9901,1,,,N,Intermediate,,,,50597,1,,CHEMBL622498,,BAO_0000218
9902,1,,1088.0,N,Intermediate,Urine,,,50597,1,,CHEMBL624918,,BAO_0000218
9903,1,,1088.0,N,Intermediate,Urine,,,50597,1,,CHEMBL624919,,BAO_0000218
9904,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL624920,,BAO_0000218
9905,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL624921,,BAO_0000218
9906,1,,955.0,N,Intermediate,Brain,,,50597,1,,CHEMBL624922,,BAO_0000218
9907,1,,948.0,N,Intermediate,Heart,,,50597,1,,CHEMBL624923,,BAO_0000218
9908,1,,948.0,N,Intermediate,Heart,,,50597,1,,CHEMBL624924,,BAO_0000218
9909,1,,2113.0,N,Intermediate,Kidney,,,50597,1,,CHEMBL624925,,BAO_0000218
9910,1,,2113.0,N,Intermediate,Kidney,,,50597,1,,CHEMBL624926,,BAO_0000218
9911,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL624927,,BAO_0000218
9912,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL874402,,BAO_0000218
9913,1,,2048.0,N,Intermediate,Lung,,,50597,1,,CHEMBL624928,,BAO_0000218
9914,1,,2048.0,N,Intermediate,Lung,,,50597,1,,CHEMBL624929,,BAO_0000218
9915,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL624930,,BAO_0000218
9916,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL624931,,BAO_0000218
9917,1,,948.0,N,Intermediate,Heart,,,50597,1,,CHEMBL624932,,BAO_0000218
9918,1,,948.0,N,Intermediate,Heart,,,50597,1,,CHEMBL624933,,BAO_0000218
9919,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL624934,,BAO_0000218
9920,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL624935,,BAO_0000218
9921,1,,,N,Intermediate,,,,50597,1,,CHEMBL624936,,BAO_0000218
9922,1,,,N,Intermediate,,,,50597,1,,CHEMBL624937,,BAO_0000218
9923,1,,2106.0,N,Intermediate,Spleen,,,50597,1,,CHEMBL624938,,BAO_0000218
9924,1,,2106.0,N,Intermediate,Spleen,,,50597,1,,CHEMBL624939,,BAO_0000218
9925,1,,,N,Intermediate,,,,50597,1,,CHEMBL624940,,BAO_0000218
9926,1,,,N,Intermediate,,,,50597,1,,CHEMBL874403,,BAO_0000218
9927,1,,,N,Intermediate,,,,50597,1,,CHEMBL624941,,BAO_0000218
9928,1,,1088.0,N,Intermediate,Urine,,,50597,1,,CHEMBL624942,,BAO_0000218
9929,1,,1088.0,N,Intermediate,Urine,,,50597,1,,CHEMBL624943,,BAO_0000218
9930,1,,,N,Intermediate,,,,50597,1,,CHEMBL624944,,BAO_0000218
9931,1,,,N,Intermediate,,,,50597,1,,CHEMBL624945,,BAO_0000218
9932,1,,,N,Intermediate,,,,50597,1,,CHEMBL624946,,BAO_0000218
9933,1,,,N,Intermediate,,,,50597,1,,CHEMBL624947,,BAO_0000218
9934,1,,,N,Intermediate,,,,50597,1,,CHEMBL624948,,BAO_0000218
9935,1,,,N,Intermediate,,,,50597,1,,CHEMBL624949,,BAO_0000218
9936,1,,2113.0,N,Intermediate,Kidney,,,50597,1,,CHEMBL622025,,BAO_0000218
9937,1,,2113.0,N,Intermediate,Kidney,,,50597,1,,CHEMBL622026,,BAO_0000218
9938,1,,2113.0,N,Intermediate,Kidney,,,50597,1,,CHEMBL622027,,BAO_0000218
9939,1,,2113.0,N,Intermediate,Kidney,,,50597,1,,CHEMBL622028,,BAO_0000218
9940,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL622029,,BAO_0000218
9941,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL622208,,BAO_0000218
9942,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL622209,,BAO_0000218
9943,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL622210,,BAO_0000218
9944,1,,,N,Intermediate,,,,50597,1,,CHEMBL622211,,BAO_0000218
9945,1,,,N,Intermediate,,,,50597,1,,CHEMBL622212,,BAO_0000218
9946,1,,,N,Intermediate,,,,50597,1,,CHEMBL622213,,BAO_0000218
9947,1,,,N,Intermediate,,,,50597,1,,CHEMBL874404,,BAO_0000218
9948,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL620452,,BAO_0000218
9949,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL620453,,BAO_0000218
9950,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL620454,,BAO_0000218
9951,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL624067,,BAO_0000218
9952,1,,,N,Intermediate,,,,50597,1,,CHEMBL624068,,BAO_0000218
9953,1,,992.0,N,Intermediate,Female gonad,,,50597,1,,CHEMBL624069,,BAO_0000218
9954,1,,992.0,N,Intermediate,Female gonad,,,50597,1,,CHEMBL624070,,BAO_0000218
9955,1,,992.0,N,Intermediate,Female gonad,,,50597,1,,CHEMBL624071,,BAO_0000218
9956,1,,995.0,N,Intermediate,Uterus,,,50597,1,,CHEMBL624072,,BAO_0000218
9957,1,,995.0,N,Intermediate,Uterus,,,50597,1,,CHEMBL624073,,BAO_0000218
9958,1,,995.0,N,Intermediate,Uterus,,,50597,1,,CHEMBL624788,,BAO_0000218
9959,1,,995.0,N,Intermediate,Uterus,,,50597,1,,CHEMBL624789,,BAO_0000218
9960,1,,,N,Intermediate,,,,50597,1,,CHEMBL624790,,BAO_0000218
9961,1,,,N,Intermediate,,,,50597,1,,CHEMBL624791,,BAO_0000218
9962,1,,,N,Intermediate,,,,50597,1,,CHEMBL624792,,BAO_0000218
9963,1,,,N,Intermediate,,,,50597,1,,CHEMBL624793,,BAO_0000218
9964,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL877491,,BAO_0000218
9965,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL624957,,BAO_0000218
9966,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL624958,,BAO_0000218
9967,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL624959,,BAO_0000218
9968,1,,,N,Intermediate,,,,50597,1,,CHEMBL624960,,BAO_0000218
9969,1,,,N,Intermediate,,,,50597,1,,CHEMBL624961,,BAO_0000218
9970,1,,,N,Intermediate,,,,50597,1,,CHEMBL624962,,BAO_0000218
9971,1,,,N,Intermediate,,,,50597,1,,CHEMBL624963,,BAO_0000218
9972,1,,,N,Intermediate,,,,50597,1,,CHEMBL624964,,BAO_0000218
9973,1,,,N,Intermediate,,,,50597,1,,CHEMBL624965,,BAO_0000218
9974,1,,,N,Intermediate,,,,50597,1,,CHEMBL624966,,BAO_0000218
9975,1,,,N,Intermediate,,,,50597,1,,CHEMBL624967,,BAO_0000218
9976,1,,,N,Intermediate,,,,50597,1,,CHEMBL624968,,BAO_0000218
9977,1,,,N,Intermediate,,,,50597,1,,CHEMBL624969,,BAO_0000218
9978,1,,,N,Expert,,,,50597,1,,CHEMBL624970,,BAO_0000218
9979,1,,,N,Intermediate,,,,50597,1,,CHEMBL624971,,BAO_0000218
9980,1,,,N,Intermediate,,,,50597,1,,CHEMBL624972,,BAO_0000218
9981,1,,,N,Intermediate,,,,50597,1,,CHEMBL624973,,BAO_0000218
9982,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL624974,,BAO_0000218
9983,1,,,N,Intermediate,,,,50597,1,,CHEMBL624975,,BAO_0000218
9984,1,,,N,Intermediate,,,,50597,1,,CHEMBL877492,,BAO_0000218
9985,1,,,N,Intermediate,,,,50597,1,,CHEMBL624976,,BAO_0000218
9986,1,,,N,Intermediate,,,,50597,1,,CHEMBL624977,,BAO_0000218
9987,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL626848,,BAO_0000218
9988,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL626849,,BAO_0000218
9989,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL626850,,BAO_0000218
9990,1,,,N,Intermediate,,,,50597,1,,CHEMBL626851,,BAO_0000218
9991,1,,,N,Intermediate,,,,50597,1,,CHEMBL626852,,BAO_0000218
9992,1,,,N,Intermediate,,,,50597,1,,CHEMBL626853,,BAO_0000218
9993,1,,,N,Intermediate,,,,50597,1,,CHEMBL626854,,BAO_0000218
9994,1,,,N,Intermediate,,,,50597,1,,CHEMBL627486,,BAO_0000218
9995,1,,,N,Intermediate,,,,50597,1,,CHEMBL627487,,BAO_0000218
9996,1,,,N,Intermediate,,,,50597,1,,CHEMBL627488,,BAO_0000218
9997,1,,,N,Intermediate,,,,50597,1,,CHEMBL627489,,BAO_0000218
9998,1,,,N,Intermediate,,,,50597,1,,CHEMBL627490,,BAO_0000218
9999,1,,,N,Intermediate,,,,50597,1,,CHEMBL873829,,BAO_0000218
10000,1,,,N,Intermediate,,,,50597,1,,CHEMBL627655,,BAO_0000218
10001,1,,,N,Intermediate,,,,50597,1,,CHEMBL625994,,BAO_0000218
10002,1,,,N,Intermediate,,,,50597,1,,CHEMBL625995,,BAO_0000218
10003,1,,,N,Intermediate,,,,50597,1,,CHEMBL625996,,BAO_0000218
10004,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL625850,,BAO_0000218
10005,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL625851,,BAO_0000218
10006,1,,,N,Intermediate,,,,50597,1,,CHEMBL625852,,BAO_0000218
10007,1,,,N,Intermediate,,,,50597,1,,CHEMBL625853,,BAO_0000218
10008,1,,,N,Intermediate,,,,50597,1,,CHEMBL625854,,BAO_0000218
10009,1,,,N,Intermediate,,,,50597,1,,CHEMBL874450,,BAO_0000218
10010,1,,,N,Intermediate,,,,50597,1,,CHEMBL625855,,BAO_0000218
10011,1,,,N,Intermediate,,,,50597,1,,CHEMBL625856,,BAO_0000218
10012,1,,,N,Intermediate,,,,50597,1,,CHEMBL625857,,BAO_0000218
10013,1,,,N,Intermediate,,,,50597,1,,CHEMBL873831,,BAO_0000218
10014,1,,,N,Intermediate,,,,50597,1,,CHEMBL625858,,BAO_0000218
10015,1,,,N,Intermediate,,,,50597,1,,CHEMBL625859,,BAO_0000218
10016,1,,,N,Intermediate,,,,50597,1,,CHEMBL625860,,BAO_0000218
10017,1,,,N,Intermediate,,,,50597,1,,CHEMBL625861,,BAO_0000218
10018,1,,,N,Intermediate,,,,50597,1,,CHEMBL625862,,BAO_0000218
10019,1,,,N,Intermediate,,,,50597,1,,CHEMBL625863,,BAO_0000218
10020,1,,,N,Intermediate,,,,50597,1,,CHEMBL625864,,BAO_0000218
10021,1,,,N,Intermediate,,,,50597,1,,CHEMBL625865,,BAO_0000218
10022,1,,,N,Intermediate,,,,50597,1,,CHEMBL625866,,BAO_0000218
10023,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL625867,,BAO_0000218
10024,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL625868,,BAO_0000218
10025,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL625869,,BAO_0000218
10026,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL874451,,BAO_0000218
10027,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL625870,,BAO_0000218
10028,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL625871,,BAO_0000218
10029,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL625872,,BAO_0000218
10030,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL625873,,BAO_0000218
10031,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL625874,,BAO_0000218
10032,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL625875,,BAO_0000218
10033,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL625876,,BAO_0000218
10034,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL631258,,BAO_0000218
10035,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL631259,,BAO_0000218
10036,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL631260,,BAO_0000218
