ASTY,SI,SRASSI,CEI,RELATTY,CUB,ASTIS,ASCETY,ASSCAT,Ti,Descri,ASSTETY,CHI,CONFSCO,BAFOR,ASI,DOI,ASSSUBCFR,ASSTI,TII,VAI,ASST,ASORGA
A,1,,,N,Intermediate,,,,50597,Pharmacokinetic parameter area under curve (AUC) was measured after administration into rat at 10 mg/kg,,CHEMBL626542,1,BAO_0000218,9639,5394,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Pharmacokinetic parameter area under curve was determined at 10 mg/kg po dose in rats,,CHEMBL626543,1,BAO_0000218,9640,2792,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Pharmacokinetic parameter area under curve was determined at 2 mg/kg i.v. dose in rats,,CHEMBL626544,1,BAO_0000218,9641,2792,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Pharmacokinetic parameter area under curve was determined at 3 mg/kg po dose in rats,,CHEMBL626545,1,BAO_0000218,9642,2792,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Pharmacokinetic parameter area under curve was determined at 5 mg/kg i.v. dose in rats,,CHEMBL626546,1,BAO_0000218,9643,2792,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Pharmacokinetic parameter area under curve was reported,,CHEMBL626547,1,BAO_0000218,9644,5334,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Pharmacokinetic property (AUC) in rat,,CHEMBL626548,1,BAO_0000218,9645,4408,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Pharmacokinetic property (AUC) was measured in rat at the dose of 0.32 mg/kg p.o.,,CHEMBL626549,1,BAO_0000218,9646,5983,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Pharmacokinetic property at the dose of 10 mg/kg (20% HPbetaCD) concentration in rat (0 to 6 hr) p.o.,,CHEMBL626550,1,BAO_0000218,9647,4397,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Pharmacokinetic property at the dose of 10 mg/kg (20% HPbetaCD) concentration in rat (0 to 6 hr) p.o.; Not tested,,CHEMBL626551,1,BAO_0000218,9648,4397,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Pharmacokinetic property was determined,,CHEMBL623777,1,BAO_0000218,9649,5491,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Pharmacokinetic property when administered intravenously in rat at 2 mg/kg,,CHEMBL623778,1,BAO_0000218,9650,5491,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Pharmacokinetic property when administered intravenously in rat at 2 mg/kg; Not tested,,CHEMBL623779,1,BAO_0000218,9651,5491,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,Plasma,,,50597,Pharmacokinetic property( plasma concentration) was determined upon 10 mg/kg in 1% methylcellulose peroral administration in rats,,CHEMBL623780,1,BAO_0000218,9652,4199,,10116.0,1969.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Plasma,,,50597,Pharmacokinetic property( plasma concentration) was determined upon 2 mg/kg in 1% methylcellulose peroral administration in rats,,CHEMBL622015,1,BAO_0000218,9653,4199,,10116.0,1969.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Plasma,,,50597,Pharmacokinetic property( plasma concentration) was determined upon 3 mg/kg in 1% methylcellulose peroral administration in rats,,CHEMBL622016,1,BAO_0000218,9654,4199,,10116.0,1969.0,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Pharmacokinetic property, AUC determined by rapid rat PK assay observed at 0.25 h",,CHEMBL622017,1,BAO_0000218,9655,5173,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Pharmacokinetic property, AUC determined by rapid rat PK assay observed at 0.5 h",,CHEMBL622018,1,BAO_0000218,9656,5173,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Pharmacokinetic property, AUC determined by rapid rat PK assay observed at 1 h",,CHEMBL622019,1,BAO_0000218,9657,5173,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Pharmacokinetic property, AUC determined by rapid rat PK assay observed at 2 h",,CHEMBL622020,1,BAO_0000218,9658,5173,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Pharmacokinetic parameter AUC was determined when a dose of 1 mg/kg was administered intravenously,,CHEMBL622021,1,BAO_0000218,9659,16366,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Pharmacokinetic parameter AUC was determined when a dose of 1 mg/kg was administered orally,,CHEMBL622022,1,BAO_0000218,9660,16366,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Plasma concentration expressed as area under curve after intravenous administration was determined in rat,,CHEMBL622023,1,BAO_0000218,9661,5327,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Plasma concentration for the compound was determined in rats at 50 mg/kg dose,,CHEMBL622024,1,BAO_0000218,9662,6681,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Plasma concentration was calculated in rats at a peroral dose of 5 mg/kg of solution (formulation of compound),,CHEMBL622693,1,BAO_0000218,9663,12873,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Plasma concentration was calculated in rats at a peroral dose of 5 mg/kg of suspension (formulation of compound),,CHEMBL622694,1,BAO_0000218,9664,12873,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Plasma concentration was determined in rats at 10 mg/kg, p.o. dose",,CHEMBL622695,1,BAO_0000218,9665,6685,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Plasma concentration was determined in rats at 20 mg/kg, i.p. dose",,CHEMBL622696,1,BAO_0000218,9666,6685,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Plasma concentration was determined in rats at 2 mg/kg, i.v. dose",,CHEMBL622697,1,BAO_0000218,9667,6685,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Reduction in area under curve was determined in fa/fa Zucker rats by oral glucose tolerance test following a single i.p. dose (20 mg/kg, 30 min pre-treatment)",,CHEMBL622874,1,BAO_0000218,9668,6619,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Reduction in area under curve was determined in fa/fa Zucker rats by oral glucose tolerance test following a single i.p. dose (30 mg/kg, 30 min pre-treatment)",,CHEMBL622875,1,BAO_0000218,9669,6619,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Suppressor cell activity was measured as area under curve(AUC) in normal rats by a splenic cell coculture assay at a dose of 30 mg/kg; Not significant,,CHEMBL622876,1,BAO_0000218,9670,10363,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Systemic AUC was determined by pharmacokinetic study conducted in portal vein cannulated rats,,CHEMBL622877,1,BAO_0000218,9671,4796,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Tested for concentration in brain after intravenous administration (4.7 mg/kg) to male rats,,CHEMBL622878,1,BAO_0000218,9672,4910,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,Plasma,,,50597,Tested for plasma concentration after intravenous administration (4.7 mg/kg) to male rats,,CHEMBL622879,1,BAO_0000218,9673,4910,,10116.0,1969.0,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Tested for the pharmacokinetic parameter in rat and expressed as area under curve,,CHEMBL877602,1,BAO_0000218,9674,4839,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"The AUC(0-infinitive) value in female wistar rat at 100 mg/kg, p.o. dose",,CHEMBL622880,1,BAO_0000218,9675,15078,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"The AUC(0-infinitive) value in male wistar rat at 100 mg/kg, p.o. dose",,CHEMBL622881,1,BAO_0000218,9676,15078,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"The AUC(0-t)value in female wistar rat at 100 mg/kg, p.o. dose",,CHEMBL622882,1,BAO_0000218,9677,15078,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"The AUC(0-t)value in male wistar rat at 100 mg/kg, p.o. dose",,CHEMBL622883,1,BAO_0000218,9678,15078,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,Thyroid gland,,,50597,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 2.16-2.39% dose/g",,CHEMBL622884,1,BAO_0000218,9679,11450,,10116.0,2046.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Thyroid gland,,,50597,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.99-1.40 % dose/g",,CHEMBL622885,1,BAO_0000218,9680,11450,,10116.0,2046.0,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Antidiuretic activity expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg.,,CHEMBL622886,1,BAO_0000218,9681,8151,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Antidiuretic activity expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,,CHEMBL622887,1,BAO_0000218,9682,8151,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,Urine,,,50597,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 100 mg/Kg,,CHEMBL622888,1,BAO_0000218,9683,8151,,10116.0,1088.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Blood,,,50597,"Biodistribution in Sprague-Dawley rat blood 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",In vivo,CHEMBL622889,1,BAO_0000218,9684,8677,,10116.0,178.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Blood,,,50597,"Biodistribution in Sprague-Dawley rat blood 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",In vivo,CHEMBL622890,1,BAO_0000218,9685,8677,,10116.0,178.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Blood,,,50597,"Biodistribution in Sprague-Dawley rat blood 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",In vivo,CHEMBL622891,1,BAO_0000218,9686,8677,,10116.0,178.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Blood,,,50597,"Biodistribution in Sprague-Dawley rat blood 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",In vivo,CHEMBL877603,1,BAO_0000218,9687,8677,,10116.0,178.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Brain,,,50597,"Biodistribution in Sprague-Dawley rat brain 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",In vivo,CHEMBL622892,1,BAO_0000218,9688,8677,,10116.0,955.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Brain,,,50597,"Biodistribution in Sprague-Dawley rat brain 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",In vivo,CHEMBL622893,1,BAO_0000218,9689,8677,,10116.0,955.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Brain,,,50597,"Biodistribution in Sprague-Dawley rat brain 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",In vivo,CHEMBL622894,1,BAO_0000218,9690,8677,,10116.0,955.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Brain,,,50597,"Biodistribution in Sprague-Dawley rat brain 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",In vivo,CHEMBL622895,1,BAO_0000218,9691,8677,,10116.0,955.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Brain,,,50597,Biodistribution in Sprague-Dawley rat brain 2 minutes after intravenous administration.,In vivo,CHEMBL622896,1,BAO_0000218,9692,8677,,10116.0,955.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Heart,,,50597,"Biodistribution in Sprague-Dawley rat heart 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",In vivo,CHEMBL622897,1,BAO_0000218,9693,8677,,10116.0,948.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Heart,,,50597,"Biodistribution in Sprague-Dawley rat heart 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",In vivo,CHEMBL622898,1,BAO_0000218,9694,8677,,10116.0,948.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Heart,,,50597,"Biodistribution in Sprague-Dawley rat heart 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",In vivo,CHEMBL622899,1,BAO_0000218,9695,8677,,10116.0,948.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Kidney,,,50597,"Biodistribution in Sprague-Dawley rat kidneys(2) 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",In vivo,CHEMBL622900,1,BAO_0000218,9696,8677,,10116.0,2113.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Kidney,,,50597,"Biodistribution in Sprague-Dawley rat kidneys(2) 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",In vivo,CHEMBL624114,1,BAO_0000218,9697,8677,,10116.0,2113.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Kidney,,,50597,"Biodistribution in Sprague-Dawley rat kidneys(2) 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",In vivo,CHEMBL624115,1,BAO_0000218,9698,8677,,10116.0,2113.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Kidney,,,50597,"Biodistribution in Sprague-Dawley rat kidneys(2) 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",In vivo,CHEMBL624116,1,BAO_0000218,9699,8677,,10116.0,2113.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Liver,,,50597,"Biodistribution in Sprague-Dawley rat liver 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",In vivo,CHEMBL624117,1,BAO_0000218,9700,8677,,10116.0,2107.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Liver,,,50597,"Biodistribution in Sprague-Dawley rat liver 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",In vivo,CHEMBL624118,1,BAO_0000218,9701,8677,,10116.0,2107.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Liver,,,50597,"Biodistribution in Sprague-Dawley rat liver 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",In vivo,CHEMBL624119,1,BAO_0000218,9702,8677,,10116.0,2107.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Liver,,,50597,"Biodistribution in Sprague-Dawley rat liver 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",In vivo,CHEMBL624120,1,BAO_0000218,9703,8677,,10116.0,2107.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Lung,,,50597,"Biodistribution in Sprague-Dawley rat lungs(2) 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",In vivo,CHEMBL624121,1,BAO_0000218,9704,8677,,10116.0,2048.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Lung,,,50597,"Biodistribution in Sprague-Dawley rat lungs(2) 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",In vivo,CHEMBL624122,1,BAO_0000218,9705,8677,,10116.0,2048.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Lung,,,50597,"Biodistribution in Sprague-Dawley rat lungs(2) 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",In vivo,CHEMBL624123,1,BAO_0000218,9706,8677,,10116.0,2048.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Lung,,,50597,"Biodistribution in Sprague-Dawley rat lungs(2) 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",In vivo,CHEMBL624124,1,BAO_0000218,9707,8677,,10116.0,2048.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Muscle tissue,,,50597,"Biodistribution in Sprague-Dawley rat muscle 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",In vivo,CHEMBL624125,1,BAO_0000218,9708,8677,,10116.0,2385.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Muscle tissue,,,50597,"Biodistribution in Sprague-Dawley rat muscle 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",In vivo,CHEMBL624126,1,BAO_0000218,9709,8677,,10116.0,2385.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Muscle tissue,,,50597,"Biodistribution in Sprague-Dawley rat muscle 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",In vivo,CHEMBL624127,1,BAO_0000218,9710,8677,,10116.0,2385.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Muscle tissue,,,50597,"Biodistribution in Sprague-Dawley rat muscle 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",In vivo,CHEMBL624128,1,BAO_0000218,9711,8677,,10116.0,2385.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Zone of skin,,,50597,"Biodistribution in Sprague-Dawley rat skin 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",In vivo,CHEMBL624129,1,BAO_0000218,9712,8677,,10116.0,14.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Zone of skin,,,50597,"Biodistribution in Sprague-Dawley rat skin 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",In vivo,CHEMBL624130,1,BAO_0000218,9713,8677,,10116.0,14.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Zone of skin,,,50597,"Biodistribution in Sprague-Dawley rat skin 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",In vivo,CHEMBL622340,1,BAO_0000218,9714,8677,,10116.0,14.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Zone of skin,,,50597,"Biodistribution in Sprague-Dawley rat skin 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",In vivo,CHEMBL622341,1,BAO_0000218,9715,8677,,10116.0,14.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Intestine,,,50597,"Biodistribution in Sprague-Dawley rat small intestine 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",In vivo,CHEMBL622342,1,BAO_0000218,9716,8677,,10116.0,160.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Intestine,,,50597,"Biodistribution in Sprague-Dawley rat small intestine 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",In vivo,CHEMBL622343,1,BAO_0000218,9717,8677,,10116.0,160.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Intestine,,,50597,"Biodistribution in Sprague-Dawley rat small intestine 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",In vivo,CHEMBL622344,1,BAO_0000218,9718,8677,,10116.0,160.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Intestine,,,50597,"Biodistribution in Sprague-Dawley rat small intestine 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",In vivo,CHEMBL622345,1,BAO_0000218,9719,8677,,10116.0,160.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Spleen,,,50597,"Biodistribution in Sprague-Dawley rat spleen 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",In vivo,CHEMBL622346,1,BAO_0000218,9720,8677,,10116.0,2106.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Spleen,,,50597,"Biodistribution in Sprague-Dawley rat spleen 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",In vivo,CHEMBL622347,1,BAO_0000218,9721,8677,,10116.0,2106.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Spleen,,,50597,"Biodistribution in Sprague-Dawley rat spleen 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",In vivo,CHEMBL622348,1,BAO_0000218,9722,8677,,10116.0,2106.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Spleen,,,50597,"Biodistribution in Sprague-Dawley rat spleen 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",In vivo,CHEMBL622349,1,BAO_0000218,9723,8677,,10116.0,2106.0,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in testis of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,,CHEMBL622350,1,BAO_0000218,9724,16434,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in testis of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,,CHEMBL622351,1,BAO_0000218,9725,16434,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in testis of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,,CHEMBL622352,1,BAO_0000218,9726,16434,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in testis of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,CHEMBL622353,1,BAO_0000218,9727,16435,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in testis of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,CHEMBL622354,1,BAO_0000218,9728,16435,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in testis of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,,CHEMBL622355,1,BAO_0000218,9729,16435,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in testis of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,CHEMBL622356,1,BAO_0000218,9730,16435,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in testis of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,CHEMBL622357,1,BAO_0000218,9731,16435,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in testis of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,CHEMBL622358,1,BAO_0000218,9732,16435,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in testis of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,CHEMBL622359,1,BAO_0000218,9733,16435,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in testis of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,CHEMBL874393,1,BAO_0000218,9734,16435,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in testis of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,CHEMBL622872,1,BAO_0000218,9735,16434,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in testis of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,,CHEMBL622873,1,BAO_0000218,9736,16434,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in testis of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,CHEMBL623047,1,BAO_0000218,9737,16434,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in testis of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,CHEMBL623048,1,BAO_0000218,9738,16435,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in testis of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,CHEMBL623049,1,BAO_0000218,9739,16435,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in testis of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,CHEMBL623050,1,BAO_0000218,9740,16435,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in testis of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,CHEMBL623051,1,BAO_0000218,9741,16435,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in testis of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,CHEMBL623052,1,BAO_0000218,9742,16435,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in testis of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,CHEMBL626343,1,BAO_0000218,9743,16435,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in tumor of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,CHEMBL626344,1,BAO_0000218,9744,16434,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in tumor of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,CHEMBL626345,1,BAO_0000218,9745,16434,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in tumor of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,CHEMBL626346,1,BAO_0000218,9746,16434,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,CHEMBL626347,1,BAO_0000218,9747,16434,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,,CHEMBL626348,1,BAO_0000218,9748,16434,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,CHEMBL626349,1,BAO_0000218,9749,16434,,10116.0,,,,Rattus norvegicus
F,1,,,N,Intermediate,,,,50597,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,CHEMBL626350,1,BAO_0000218,9750,16435,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,CHEMBL626351,1,BAO_0000218,9751,16435,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,CHEMBL627650,1,BAO_0000218,9752,16435,,10116.0,,,,Rattus norvegicus
F,1,,,N,Intermediate,,,,50597,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,CHEMBL627651,1,BAO_0000218,9753,16435,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,CHEMBL627652,1,BAO_0000218,9754,16435,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,CHEMBL627653,1,BAO_0000218,9755,16435,,10116.0,,,,Rattus norvegicus
