assay_id,assay_organism,tid,assay_category,assay_tissue,src_id,assay_type,tissue_id,variant_id,cell_id,chembl_id,assay_tax_id,src_assay_id,doc_id,assay_strain,assay_cell_type,description,assay_test_type,assay_subcellular_fraction
2192,,104686,,Brain,1,B,955.0,,,CHEMBL617018,,,11351,,,Inhibitory constant (1 uM) was measured on 5-hydroxytryptamine 2 receptor/uptake using [3H]- ketanserin as radioligand in rat brain cortex.,,
2193,,104686,,,1,F,,,,CHEMBL617019,,,11279,,,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,,
2194,,105075,,,1,B,,,,CHEMBL617020,,,9523,,,Binding affinity at 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,,
2195,,105075,,,1,B,,,,CHEMBL617021,,,9523,,,Binding affinity at 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,,
2196,,105075,,,1,B,,,,CHEMBL617022,,,9523,,,Binding affinity at [3H]DOB labeled sites of 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,,
2197,,105075,,,1,B,,,,CHEMBL617023,,,9523,,,Binding affinity at [3H]DOB labeled sites of 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,,
2198,,105075,,,1,B,,,,CHEMBL617024,,,9523,,,Binding affinity at [3H]KET labeled sites of 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,,
2199,,105075,,,1,B,,,,CHEMBL617025,,,9523,,,Binding affinity at [3H]KET labeled sites of 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,,
2200,,105075,,,1,B,,,,CHEMBL617026,,,9523,,,Hill coefficient of compound was determined,,
2201,,22226,,,1,B,,,,CHEMBL617027,,,4771,,,Ancillary Binding affinity towards rat 5-hydroxytryptamine 2 receptor,,
2202,Rattus norvegicus,104686,,,1,B,,,,CHEMBL617028,10116.0,,5033,,,Ability to displace the radioligand [3H]5-carboximidotryptamine ([3H]-ketanserin) from 5-hydroxytryptamine 2 receptor of rat cerebral cortex membrane,,
2203,,12687,,,1,B,,,,CHEMBL617029,,,10845,,,Binding affinity against rat 5-hydroxytryptamine 2 receptor in rat cerebral cortex tissue using [3H]spiperone as radioligand,,
2204,,12687,,,1,B,,,,CHEMBL875908,,,10845,,,Binding affinity against rat 5-hydroxytryptamine 2 receptor in rat cerebral cortex tissue using [3H]spiperone as radioligand; IA-Inactive,,
2205,,12687,,,1,B,,,,CHEMBL617030,,,16288,,,Affinity at 5-hydroxytryptamine 2 receptor (For ketanserin = Ki(nM)= 0.7+/-0.09),,
2206,,12687,,,1,B,,,,CHEMBL617031,,,16288,,,Affinity at 5-hydroxytryptamine 2 receptor from rat frontal cortex using [3H]ketanserin as radioligand (For ketanserin = Ki(nM)=0.7+/-0.09),,
2207,,12687,,,1,B,,,,CHEMBL617032,,,16190,,,Binding affinity for 5-hydroxytryptamine 2 receptor of rat cortical membrane using [3H]DOB radioligand,,
2208,Rattus norvegicus,104686,,,1,B,,,,CHEMBL617033,10116.0,,12463,,,Tested in vitro for receptor binding affinity against 5-hydroxytryptamine 2 receptor using radioligand [3H]ketanserin,,
2209,,104686,,,1,B,,,,CHEMBL617034,,,9699,,,"Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- 1-(4-bromo-2,5-dimethoxy-phenyl)-2-aminopropane (D) as radioligand",,
2210,,104686,,,1,B,,,,CHEMBL617035,,,9699,,,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- ketanserin as radioligand,,
2211,,104686,,,1,B,,,,CHEMBL617036,,,11662,,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",,
2212,,104784,,,1,B,,,,CHEMBL617037,,,1205,,,Inhibitory concentration against 5-hydroxytryptamine 2 receptor,,
2213,,22226,,,1,B,,,,CHEMBL617038,,,11376,,,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2 receptor from mammalian clones expressed in CHO cell membranes using [3H]-ketanserin as radioligand,,
2214,,104784,,,1,B,,,,CHEMBL617039,,,11376,,,"Binding affinity towards 5-hydroxytryptamine 2 receptor expressed in CHO cell membranes using [3H]ketanserin (60 Ci/mmol, 1 nM)",,
2215,,104784,,,1,B,,,,CHEMBL617161,,,4639,,,Compound was tested for binding affinity against 5-hydroxytryptamine 2 receptor,,
2216,,104784,,,1,B,,,,CHEMBL617162,,,2222,,,Compound was tested for inhibitory activity against 5-hydroxytryptamine 2 receptor,,
2217,,104784,,,1,B,,,,CHEMBL617163,,,1558,,,Compound was tested for its affinity towards 5-hydroxytryptamine 2 receptor,,
2218,,104784,,,1,B,,,,CHEMBL617164,,,1089,,,Tested for binding affinity for 5-hydroxytryptamine 2 receptor,,
2219,,104784,,,1,B,,,,CHEMBL617165,,,386,,,The compound was evaluated for its ability to displace [3H]ketanserin from 5-hydroxytryptamine 2 receptor in cellular brain membranes,,Brain membranes
2220,,104784,,,1,B,,,,CHEMBL617166,,,2474,,,Compound was measured for its binding affinity at 5-hydroxytryptamine 2 receptor at a concentration of 10 uM using [3H]ketanserin as radioligand,,
2221,,104784,,,1,B,,,,CHEMBL617167,,,17066,,,Binding affinity towards 5-HT2 receptor,,
2222,,104784,,,1,B,,,,CHEMBL872912,,,959,,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor,,
2223,,104784,,,1,B,,,,CHEMBL617168,,,6398,,,Compound was evaluated for 5-hydroxytryptamine 2 receptor binding,,
2224,,104686,,,1,B,,,,CHEMBL617169,,,11889,,,In vitro binding affinity against rat 5-hydroxytryptamine 2 receptor.,,
2225,,104784,,,1,B,,,,CHEMBL617170,,,4221,,,In vitro binding affinity for 5-hydroxytryptamine 2 receptor,,
2226,,104784,,,1,B,,,,CHEMBL617171,,,11026,,,The compound was tested for binding affinity against 5-hydroxytryptamine 2 receptor using ketanserin as radioligand,,
2227,,104784,,,1,B,,,,CHEMBL617172,,,11866,,,Binding affinity for 5-hydroxytryptamine 2 receptor was determined,,
2228,,104784,,,1,B,,,,CHEMBL617173,,,4221,,,In vitro binding affinity for 5-hydroxytryptamine 2 receptor,,
2229,,22226,,,1,B,,,,CHEMBL617174,,,13950,,,In Vitro binding affinity for 5-hydroxytryptamine 2 receptor,,
2230,,104784,,,1,B,,,,CHEMBL617175,,,1263,,,5-hydroxytryptamine 2 receptor binding affinity,,
2231,,17005,,,1,B,,,,CHEMBL617176,,,13291,,,Binding affinity against 5-hydroxytryptamine 2 receptor was determined using [ [3H]spiperone radioligand,,
2232,,17005,,,1,B,,,,CHEMBL617177,,,10812,,,Compound was tested for the binding affinity against 5-hydroxytryptamine 2 receptor by using [3H]ketanserin as radioligand,,
2233,,104784,,,1,B,,,,CHEMBL617178,,,13020,,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 10e-5 M,,
2234,,104784,,,1,B,,,,CHEMBL617179,,,13021,,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of central nervous system,,
2235,,104784,,,1,B,,,,CHEMBL617180,,,13020,,,Ketanserin binding to 5-hydroxytryptamine 2 receptor at 10e-5 M,,
2236,,17005,,,1,B,,,,CHEMBL617181,,,14532,,,Inhibitory activity against 5-hydroxytryptamine 2 receptor using [3H]-ketanserin as radioligand at 10e-5 M concentration,,
2237,,17005,,,1,B,,,,CHEMBL617182,,,13944,,,Binding affinity against 5-hydroxytryptamine 2 receptor,,
2238,,17005,,,1,B,,,,CHEMBL617183,,,14331,,,Binding affinity against 5-hydroxytryptamine 2 receptor,,
2239,,17005,,,1,B,,,,CHEMBL617184,,,14118,,,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand,,
2240,,17005,,,1,B,,,,CHEMBL617185,,,13033,,,Binding affinity against serotonergic 5-HT2 receptor,,
2241,,17005,,,1,B,,,,CHEMBL617186,,,10321,,,Binding affinity for 5-hydroxytryptamine 2 receptor was determined by using [3H]ketanserin as radioligand,,
2242,,17005,,,1,B,,,,CHEMBL617187,,,12918,,,Compound was evaluated for the binding affinity at 5- HT2 receptor,,
2243,,17005,,,1,B,,,,CHEMBL617188,,,15120,,,Compound was tested for binding affinity using [3H]ketanserin against 5-hydroxytryptamine 2 receptor,,
2244,,17005,,,1,B,,,,CHEMBL617189,,,2613,,,In vivo binding affinity was evaluated against 5-hydroxytryptamine 2 receptor,,
2245,Homo sapiens,104784,,,1,B,,,,CHEMBL617190,9606.0,,13378,,,Inhibitory activity against cloned human 5-HT2 receptor,,
2246,Homo sapiens,104784,,,1,B,,,449.0,CHEMBL617191,9606.0,,2331,,CHO,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells",,
2247,Homo sapiens,104784,,,1,B,,,449.0,CHEMBL617192,9606.0,,2331,,CHO,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells.",,
2248,Homo sapiens,104784,,,1,B,,,449.0,CHEMBL617193,9606.0,,2331,,CHO,"Tested in vitro for the inhibition of [3H]-ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells; Inactive",,
2249,Homo sapiens,104784,,,1,B,,,449.0,CHEMBL617194,9606.0,,2331,,CHO,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells; not tested",,
2250,,104784,,,1,B,,,,CHEMBL617195,,,4170,,,Binding affinity towards 5-hydroxytryptamine 2 receptor,,
2251,,104784,,,1,B,,,,CHEMBL881830,,,15453,,,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,,
2252,,17005,,,1,B,,,,CHEMBL617196,,,1479,,,Binding affinity towards 5-hydroxytryptamine 2 receptor,,
2253,,104686,,,1,B,,,,CHEMBL617197,,,11139,,,Binding affinity towards 5-hydroxytryptamine 2- receptor using [3H]ketanserin as radioligand in competitive binding assay,,
2254,,17005,,,1,B,,,,CHEMBL617198,,,13969,,,Binding affinity against 5-hydroxytryptamine 2A receptor was measured using [3H]ketanserin as radioligand,,
2255,,17005,,,1,B,,,,CHEMBL873476,,,13392,,,Binding affinity towards 5-hydroxytryptamine 2A receptor,,
2256,,17005,,,1,B,,,,CHEMBL617199,,,14430,,,Affinity towards 5-hydroxytryptamine 2A receptor in membranes from bovine frontal cortex using [3H]ketanserin,,
2257,Cavia porcellus,107,,,1,B,,,,CHEMBL617200,10141.0,,13181,,,Binding affinity was determined against 5-hydroxytryptamine 2A receptor,,
2258,,51,,,1,B,,,,CHEMBL617484,,,17200,,,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,
2259,,107,,,1,B,,,,CHEMBL617485,,,17200,,,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,
2260,,51,,,1,B,,,,CHEMBL617486,,,17200,,,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,
2261,,107,,,1,B,,,,CHEMBL858022,,,13463,,,Binding affinity analysed on 5-HT 2A human clone using [3H]ketanserin as radioligand,,
2262,,107,,,1,B,,,449.0,CHEMBL617049,,,6347,,CHO,Effective concentration against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand,,
2263,Homo sapiens,107,,,1,F,,,449.0,CHEMBL617050,9606.0,,6857,,CHO,Functional activity against human 5-hydroxytryptamine 2A receptor expressed in CHO cells using fluorometric imaging plate reader,,
2264,,107,,,1,F,,,,CHEMBL617051,,,4176,,,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line,,
2265,,107,,,1,F,,,,CHEMBL617052,,,4176,,,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line; no data,,
2266,,107,,,1,F,,,,CHEMBL617053,,,4176,,,Functional antagonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line,,
2267,,107,,,1,B,,,449.0,CHEMBL617054,,,6347,,CHO,"Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand, expressed as Emax",,
2268,,107,,,1,B,,,449.0,CHEMBL617055,,,6347,,CHO,"Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells, expressed as Emax",,
2269,,107,,,1,B,,,,CHEMBL882924,,,15331,,,Affinity of compound towards human 5-hydroxytryptamine 2A receptor was evaluated using radioligand binding technique,,
2270,Homo sapiens,107,,,1,B,,,,CHEMBL617056,9606.0,,16146,,,Inhibition of human 5-hydroxytryptamine 2A receptor,,
2271,,107,,,1,B,,,449.0,CHEMBL617057,,,15250,,CHO,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,,
2272,,107,,,1,B,,,,CHEMBL617058,,,13631,,,Inhibitory concentration against human 5-HT2A receptor in BEK cells,,
2273,,107,,,1,B,,,,CHEMBL617059,,,3805,,,In vitro binding affinity against human 5-hydroxytryptamine 2A receptor at a concentration of 100 (nM),,
2274,,107,,,1,B,,,449.0,CHEMBL617060,,,4011,,CHO,Ability to displace [3H]ketanserin from CHO cells expressing human 5-hydroxytryptamine 2A receptor was determined,,
2275,,107,,,1,B,,,449.0,CHEMBL617061,,,4012,,CHO,Displacement of [3H]ketanserin from CHO cells expressing human 5-hydroxytryptamine 2A receptor.,,
2276,,107,,,1,B,,,307.0,CHEMBL617062,,,6366,,L929,Ability to displace [125I]R91150 from human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells,,
2277,,107,,,1,B,,,449.0,CHEMBL617063,,,15949,,CHO,Ability to displace [3H]ketanserin binding to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,,
2278,,107,,,1,F,,,,CHEMBL617064,,,14093,,,Agonist activity at cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand,,
2279,,107,,,1,F,,,,CHEMBL617065,,,13481,,,Agonistic activity at cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,,
2280,,107,,,1,B,,,449.0,CHEMBL617066,,,6347,,CHO,Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand,,
2281,,107,,,1,B,,,449.0,CHEMBL617067,,,6347,,CHO,Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand; Nd means not done,,
2282,,107,,,1,F,,,,CHEMBL617068,,,14093,,,Antagonist activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]-Ketanserin radioligand,,
2283,,107,,,1,F,,,,CHEMBL617069,,,14093,,,Antagonist activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin radioligand; Not tested,,
2284,,107,,,1,F,,,,CHEMBL617070,,,13481,,,Antagonistic activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,,
2285,,107,,,1,B,,,,CHEMBL617071,,,14442,,,Binding ability of compound at cloned human 5-hydroxytryptamine 2A receptor using [125 I]DOI as radioligand,,
2286,,107,,,1,B,,,,CHEMBL872915,,,14442,,,Binding ability of compound at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,,
2287,,107,,,1,B,,,,CHEMBL617072,,,14755,,,Binding activity against cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as the radioligand.,,
2288,,107,,,1,B,,,,CHEMBL617073,,,16441,,,Binding affinity against 5-hydroxytryptamine 2A receptor in humans,,
2289,,107,,,1,B,,,,CHEMBL617074,,,14744,,,Binding affinity against the cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as the radioligand,,
2290,,107,,,1,B,,,449.0,CHEMBL617075,,,16659,,CHO,Binding affinity for displacement of [3H]ketanserin to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,,
2291,,107,,,1,B,,,,CHEMBL617076,,,3307,,,Binding affinity of compound to human 5-hydroxytryptamine 2A receptor,,
2292,Homo sapiens,107,,,1,B,,,,CHEMBL617077,9606.0,,6857,,,Affinity for human 5-hydroxytryptamine 2A receptor expressed in mammalian cell line,,
2293,,107,,,1,B,,,,CHEMBL617078,,,5635,,,Binding affinity against 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand.,,
2294,Homo sapiens,107,,,1,B,,,,CHEMBL617079,9606.0,,4234,,,Binding affinity to cloned human 5-hydroxytryptamine 2A receptor,,
2295,,107,,,1,B,,,,CHEMBL617080,,,15527,,,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand.,,
2296,,107,,,1,B,,,449.0,CHEMBL617081,,,6588,,CHO,Binding affinity towards human 5-hydroxytryptamine 2A receptor by the displacement of [3H]ketanserin radioligand from the cloned receptor expressed in CHO cells,,
2297,,107,,,1,B,,,,CHEMBL617082,,,13631,,,Binding affinity towards human 5-HT2A receptor in BEK cells,,
2298,,107,,,1,B,,,,CHEMBL617083,,,17723,,,Binding affinity towards human serotonin 5-hydroxytryptamine 2A receptor,,
2299,,107,,,1,B,,,,CHEMBL617084,,,14770,,,Binding affinity for recombinant human 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand.,,
2300,Homo sapiens,107,,,1,B,,,,CHEMBL617085,9606.0,,16293,,,Binding affinity for human 5-hydroxytryptamine 2A receptor,,
2301,,107,,,1,B,,,,CHEMBL617086,,,16209,,,Binding affinity towards human 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,,
2302,,107,,,1,B,,,,CHEMBL617087,,,12469,,,Binding affinity was measured on 5-hydroxytryptamine 2A receptor in GF6 cells transfected with human 5-HT2A gene labeled with [3H]ketanserin,,
2303,,107,,,1,B,,,,CHEMBL617088,,,15363,,,Compound was tested for the displacement of [125I]-DOI from clone human 5-hydroxytryptamine 2A receptor,,
2304,,107,,,1,B,,,,CHEMBL617089,,,15363,,,Compound was tested for the displacement of [125I]DOI from cloned human 5-hydroxytryptamine 2A receptor,,
2305,,107,,,1,B,,,,CHEMBL617090,,,16441,,,"Tested on genetically transfected COS7 cell membranes selectively expressing human 5-hydroxytryptamine 2A receptor, using [3H]ketanserin as radioligand",,
2306,,107,,,1,B,,,,CHEMBL617513,,,8,,,In vitro binding affinity towards 5-hydroxytryptamine 2A receptor in human using [3H]ketanserin as radioligand,,
2307,,107,,,1,B,,,722.0,CHEMBL617514,,,4176,,HEK293,In vitro binding affinity towards human 5-hydroxytryptamine 2A receptor expressed in HEK293 cells was determined using [3H]ketanserin as radioligand,,
2308,,107,,,1,B,,,,CHEMBL617515,,,17085,,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 2A receptor,,
2309,,107,,,1,B,,,,CHEMBL617516,,,17200,,,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,
2310,Homo sapiens,107,,,1,B,,,,CHEMBL617517,9606.0,,17200,,,Inhibitory constant determined against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,
2311,Homo sapiens,107,,,1,B,,,449.0,CHEMBL617518,9606.0,,4013,,CHO,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor expressed in CHO cells,,
2312,,107,,,1,B,,,,CHEMBL617519,,,5088,,,Tested for binding affinity towards 5-hydroxytryptamine 2A receptor,,
2313,Homo sapiens,107,,,1,B,,,,CHEMBL617520,9606.0,,5088,,,Displacement of [3H]DOB from human 5-hydroxytryptamine 2A receptor,,
2314,,107,,,1,B,,,,CHEMBL617521,,,5088,,,Tested for binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]DOB as labeled ligand; binding data not obtained,,
2315,Homo sapiens,107,,,1,B,,,,CHEMBL617522,9606.0,,5088,,,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor,,
2316,,107,,,1,B,,,,CHEMBL617523,,,5088,,,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand,,
2317,,107,,,1,B,,,,CHEMBL617524,,,5088,,,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,,
2318,,104686,,,1,B,,,,CHEMBL617525,,,9786,,,Ability to displace 0.75 nM [3H]ketanserin in 5-hydroxytryptamine 2 receptor from rat frontal cortex homogenate,,
2319,Rattus norvegicus,104686,,,1,B,,,,CHEMBL617526,10116.0,,9205,,,Ability to inhibit [3H]spiperone binding to 5-hydroxytryptamine 2 receptor determined in rat,,
2320,,104686,,,1,B,,,,CHEMBL617527,,,11257,,,Affinity on 5-hydroxytryptamine 2 receptor labeled by [125I]DOI,,
2321,,104686,,,1,B,,,,CHEMBL617528,,,9362,,,Affinity towards [3H]- DOB -labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates,,
2322,,104686,,,1,B,,,,CHEMBL617529,,,9362,,,Affinity towards [3H]- ketanserin-labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates,,
2323,,104686,,,1,B,,,,CHEMBL617530,,,10590,,,Inhibition of 5-hydroxytryptamine 2 induced vasoconstriction of rat caudal artery.,,
2324,,104686,,,1,B,,,,CHEMBL617531,,,10468,,,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,,
2325,,104686,,,1,B,,,,CHEMBL617532,,,13050,,,Binding affinity against 5-hydroxytryptamine 2 receptor from rat frontal cortex using [125]-(R)-DOI as radioligand,,
2326,,104686,,,1,B,,,,CHEMBL617533,,,11624,,,Binding affinity against 5-hydroxytryptamine 2 receptor in rat using [3H]ketanserin as radioligand,,
2327,,104686,,,1,B,,,,CHEMBL617534,,,10468,,,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,,
2328,,104686,,,1,B,,,,CHEMBL617535,,,10330,,,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand,,
2329,,104686,,,1,B,,,,CHEMBL617536,,,10062,,,Binding affinity at rat 5-hydroxytryptamine 2 receptor by [3H]ketanserin displacement.,,
2330,,104686,,,1,B,,,,CHEMBL617537,,,11642,,,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,,
2331,,104686,,,1,B,,,,CHEMBL617538,,,10062,,,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,,
2332,,104686,,,1,B,,,,CHEMBL617539,,,13427,,,Binding affinity of [3H]ketanserin towards 5-hydroxytryptamine 2 receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,In vitro,
2333,Rattus norvegicus,104686,,,1,B,,,,CHEMBL617540,10116.0,,12280,,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor,,
2334,Rattus norvegicus,104686,,,1,B,,,,CHEMBL617541,10116.0,,4101,,,Binding affinity for 5-hydroxytryptamine 2 receptor from striata of male Wistar rats by displacement of [3H]ketanserin,,
2335,,104686,,,1,B,,,,CHEMBL617542,,,10062,,,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 2 receptor,,
2336,,104686,,,1,B,,,,CHEMBL617543,,,11147,,,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]DOB as,,
2337,Rattus norvegicus,104686,,,1,B,,,485.0,CHEMBL617544,10116.0,,2395,,CHO-K1,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,,
2338,Rattus norvegicus,104686,,,1,B,,,485.0,CHEMBL617545,10116.0,,2395,,CHO-K1,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,,
2339,Rattus norvegicus,104686,,,1,B,,,,CHEMBL617413,10116.0,,9098,,,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand,,
2340,,104686,,,1,B,,,,CHEMBL617414,,,9098,,,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand.,,
2341,Rattus norvegicus,104686,,,1,B,,,,CHEMBL617415,10116.0,,9098,,,Binding affinity to 5-hydroxytryptamine 2 receptor of rat cortical membranes using [3H]- DOB; ND means no data.,,
2342,,104686,,,1,B,,,,CHEMBL617416,,,9443,,,Binding affinity towards 5-hydroxytryptamine 2 receptor,,
2343,,104686,,,1,B,,,,CHEMBL617417,,,9443,,,Binding affinity towards 5-hydroxytryptamine 2 receptor at 1.0 uM concentration,,
2344,,104686,,,1,B,,,,CHEMBL617418,,,9699,,,"Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- 1-(4-bromo-2,5-dimethoxy-phenyl)-2-aminopropane (D) as radioligand in rat frontal cortex",,
2345,,104686,,,1,B,,,,CHEMBL617419,,,9699,,,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- ketanserin as radioligand in rat frontal cortex,,
2346,,104686,,,1,B,,,,CHEMBL617420,,,9098,,,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,,
2347,Rattus norvegicus,104686,,,1,B,,,,CHEMBL617421,10116.0,,3070,,,Affinity for 5-hydroxytryptamine 2 receptor,,
2348,,104686,,,1,B,,,,CHEMBL617422,,,9547,,,Binding affinity towards serotonin 5-hydroxytryptamine 2 receptor of rat determined using 0.5 nM of [3H]ketanserin in binding assay,,
2349,,104686,,,1,B,,,,CHEMBL617423,,,10444,,,Binding affinity was determined against 5-hydroxytryptamine 2 receptor from male Sprague-Dawley rat brain.,,
2350,,104686,,,1,B,,,,CHEMBL617424,,,14617,,,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor from rat tissue homogenate,,
2351,,104686,,,1,B,,,,CHEMBL617425,,,14617,,,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor rat tissue homogenate,,
2352,,104686,,,1,B,,,,CHEMBL617426,,,11130,,,Binding constant against 5-hydroxytryptamine 2 receptor (in vitro),,
2353,,104686,,,1,B,,,,CHEMBL617427,,,11130,,,Binding constant against 5-hydroxytryptamine 2 receptor (in vivo),In vivo,
2354,,104686,,Brain,1,B,955.0,,,CHEMBL617428,,,14542,,,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin in rat brain,,
2355,,104686,,,1,B,,,,CHEMBL617429,,,2797,,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2 receptor from rat,,
2356,,104686,,,1,B,,,,CHEMBL617430,,,11332,,,Compound was evaluated for in vitro binding affinity towards 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- spiperone as radioligand,,
2357,,104686,,,1,B,,,,CHEMBL617431,,,11332,,,Compound was evaluated for in vitro binding affinity towards serotonin 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- spiperone as radioligand,,
2358,,104686,,Frontal cortex,1,B,1870.0,,,CHEMBL617432,,,10752,,,Compound was evaluated for its ability to displace 0.25 nM [125I](R)-DOI from binding sites in rat frontal cortex.,,
2359,,104686,,,1,B,,,,CHEMBL617433,,,1185,,,Ability to displace [3H]ketanserin from serotonergic 5-hydroxytryptamine 2 receptor,,
2360,,104686,,,1,B,,,,CHEMBL617434,,,1185,,,Compound was evaluated for its ability to displace [3H]ketanserin from serotonergic 5-hydroxytryptamine 2 receptor,,
