assays_ASI,assays_SRASSI,assays_Descri,assays_ASSCA,assays_BAFO,assays_CHEI,assays_DOI,assays_ASSTI,assays_CURB,assays_SRI,assays_CI,assays_ASSUBCEFR,assays_Ti,assays_RELATY,assays_CONFSCO,assays_TISI,assays_VARII
8952,,Radioactivity distribution in heart of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,BAO_0000218,CHEMBL624008,16434,10116.0,Intermediate,1,,,50597,N,1,948.0,
8953,,Radioactivity distribution in heart of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,BAO_0000218,CHEMBL624009,16434,10116.0,Intermediate,1,,,50597,N,1,948.0,
8954,,Radioactivity distribution in heart of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,,BAO_0000218,CHEMBL874387,16434,10116.0,Intermediate,1,,,50597,N,1,948.0,
8955,,Radioactivity distribution in heart of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,,BAO_0000218,CHEMBL624010,16434,10116.0,Intermediate,1,,,50597,N,1,948.0,
8956,,Radioactivity distribution in heart of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min.,,BAO_0000218,CHEMBL624011,16434,10116.0,Intermediate,1,,,50597,N,1,948.0,
8957,,Radioactivity distribution in heart of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,BAO_0000218,CHEMBL624012,16435,10116.0,Intermediate,1,,,50597,N,1,948.0,
8958,,Radioactivity distribution in heart of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,BAO_0000218,CHEMBL624013,16435,10116.0,Intermediate,1,,,50597,N,1,948.0,
8959,,Radioactivity distribution in heart of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,,BAO_0000218,CHEMBL624736,16435,10116.0,Intermediate,1,,,50597,N,1,948.0,
8960,,Radioactivity distribution in heart of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,BAO_0000218,CHEMBL624737,16435,10116.0,Intermediate,1,,,50597,N,1,948.0,
8961,,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,BAO_0000218,CHEMBL624738,16434,10116.0,Intermediate,1,,,50597,N,1,948.0,
8962,,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,,BAO_0000218,CHEMBL624739,16434,10116.0,Intermediate,1,,,50597,N,1,948.0,
8963,,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,BAO_0000218,CHEMBL624740,16434,10116.0,Intermediate,1,,,50597,N,1,948.0,
8964,,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,BAO_0000218,CHEMBL624896,16435,10116.0,Intermediate,1,,,50597,N,1,948.0,
8965,,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,BAO_0000218,CHEMBL624897,16435,10116.0,Intermediate,1,,,50597,N,1,948.0,
8966,,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,BAO_0000218,CHEMBL624108,16435,10116.0,Intermediate,1,,,50597,N,1,948.0,
8967,,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,BAO_0000218,CHEMBL624109,16435,10116.0,Intermediate,1,,,50597,N,1,948.0,
8968,,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,BAO_0000218,CHEMBL624110,16435,10116.0,Intermediate,1,,,50597,N,1,948.0,
8969,,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,BAO_0000218,CHEMBL624111,16435,10116.0,Intermediate,1,,,50597,N,1,948.0,
8970,,Radioactivity distribution in heart of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,BAO_0000218,CHEMBL624112,16435,10116.0,Intermediate,1,,,50597,N,1,948.0,
8971,,Radioactivity distribution in heart of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,BAO_0000218,CHEMBL624113,16435,10116.0,Intermediate,1,,,50597,N,1,948.0,
8972,,Radioactivity distribution in heart of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,BAO_0000218,CHEMBL619709,16435,10116.0,Intermediate,1,,,50597,N,1,948.0,
8973,,Radioactivity distribution in heart of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,BAO_0000218,CHEMBL619710,16435,10116.0,Intermediate,1,,,50597,N,1,948.0,
8974,,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,BAO_0000218,CHEMBL619711,16434,10116.0,Intermediate,1,,,50597,N,1,2113.0,
8975,,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,BAO_0000218,CHEMBL619712,16434,10116.0,Intermediate,1,,,50597,N,1,2113.0,
8976,,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,BAO_0000218,CHEMBL619713,16434,10116.0,Intermediate,1,,,50597,N,1,2113.0,
8977,,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,BAO_0000218,CHEMBL619714,16434,10116.0,Intermediate,1,,,50597,N,1,2113.0,
8978,,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,BAO_0000218,CHEMBL619715,16434,10116.0,Intermediate,1,,,50597,N,1,2113.0,
8979,,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,,BAO_0000218,CHEMBL619716,16434,10116.0,Intermediate,1,,,50597,N,1,2113.0,
8980,,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,,BAO_0000218,CHEMBL619717,16434,10116.0,Intermediate,1,,,50597,N,1,2113.0,
8981,,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,,BAO_0000218,CHEMBL619718,16434,10116.0,Intermediate,1,,,50597,N,1,2113.0,
8982,,Radioactivity distribution in kidney of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,BAO_0000218,CHEMBL619719,16435,10116.0,Intermediate,1,,,50597,N,1,2113.0,
8983,,Radioactivity distribution in kidney of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,BAO_0000218,CHEMBL875329,16435,10116.0,Intermediate,1,,,50597,N,1,2113.0,
8984,,Radioactivity distribution in kidney of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,,BAO_0000218,CHEMBL619720,16435,10116.0,Intermediate,1,,,50597,N,1,2113.0,
8985,,Radioactivity distribution in kidney of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,BAO_0000218,CHEMBL619721,16435,10116.0,Intermediate,1,,,50597,N,1,2113.0,
8986,,Radioactivity distribution in kidney of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,BAO_0000218,CHEMBL619722,16435,10116.0,Intermediate,1,,,50597,N,1,2113.0,
8987,,Radioactivity distribution in kidney of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,BAO_0000218,CHEMBL619723,16435,10116.0,Intermediate,1,,,50597,N,1,2113.0,
8988,,Radioactivity distribution in kidney of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,BAO_0000218,CHEMBL619724,16435,10116.0,Intermediate,1,,,50597,N,1,2113.0,
8989,,Radioactivity distribution in kidney of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,BAO_0000218,CHEMBL619725,16435,10116.0,Intermediate,1,,,50597,N,1,2113.0,
8990,,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,BAO_0000218,CHEMBL619726,16434,10116.0,Intermediate,1,,,50597,N,1,2113.0,
8991,,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,,BAO_0000218,CHEMBL619727,16434,10116.0,Intermediate,1,,,50597,N,1,2113.0,
8992,,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,BAO_0000218,CHEMBL619728,16434,10116.0,Intermediate,1,,,50597,N,1,2113.0,
8993,,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,BAO_0000218,CHEMBL619729,16435,10116.0,Intermediate,1,,,50597,N,1,2113.0,
8994,,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 120 minutes after an intravenous injection is given (average of 3 rats),,BAO_0000218,CHEMBL619730,11977,10116.0,Intermediate,1,,,50597,N,1,2385.0,
8995,,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 2 minutes after an intravenous injection is given (average of 3 rats),,BAO_0000218,CHEMBL619731,11977,10116.0,Intermediate,1,,,50597,N,1,2385.0,
8996,,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 30 minutes after an intravenous injection is given (average of 2 rats),,BAO_0000218,CHEMBL619732,11977,10116.0,Intermediate,1,,,50597,N,1,2385.0,
8997,,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 30 minutes after an intravenous injection is given (average of 3 rats),,BAO_0000218,CHEMBL619733,11977,10116.0,Intermediate,1,,,50597,N,1,2385.0,
8998,,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 60 minutes after an intravenous injection is given (average of 3 rats),,BAO_0000218,CHEMBL619734,11977,10116.0,Intermediate,1,,,50597,N,1,2385.0,
8999,,Biodistribution of radioligand [125I]FIDA1 in skin of rat after 120 minutes after an intravenous injection is given (average of 3 rats),,BAO_0000218,CHEMBL619735,11977,10116.0,Intermediate,1,,,50597,N,1,14.0,
9000,,Biodistribution of radioligand [125I]FIDA1 in skin of rat after 2 minutes after an intravenous injection is given (average of 3 rats),,BAO_0000218,CHEMBL875330,11977,10116.0,Intermediate,1,,,50597,N,1,14.0,
9001,,Biodistribution of radioligand [125I]FIDA1 in skin of rat after 30 minutes after an intravenous injection is given (average of 2 rats),,BAO_0000218,CHEMBL628465,11977,10116.0,Intermediate,1,,,50597,N,1,14.0,
9002,,Biodistribution of radioligand [125I]FIDA1 in skin of rat after 30 minutes after an intravenous injection is given (average of 3 rats),,BAO_0000218,CHEMBL628466,11977,10116.0,Intermediate,1,,,50597,N,1,14.0,
9003,,Biodistribution of radioligand [125I]FIDA1 in skin of rat after 60 minutes after an intravenous injection is given (average of 3 rats),,BAO_0000218,CHEMBL628467,11977,10116.0,Intermediate,1,,,50597,N,1,14.0,
9004,,Biodistribution of radioligand [125I]FIDA1 in spleen of rat after 120 minutes after an intravenous injection is given (average of 3 rats),,BAO_0000218,CHEMBL628468,11977,10116.0,Intermediate,1,,,50597,N,1,2106.0,
9005,,Biodistribution of radioligand [125I]FIDA1 in spleen of rat after 2 minutes after an intravenous injection is given (average of 3 rats),,BAO_0000218,CHEMBL628469,11977,10116.0,Intermediate,1,,,50597,N,1,2106.0,
9006,,Biodistribution of radioligand [125I]FIDA1 in spleen of rat after 30 minutes after an intravenous injection is given (average of 2 rats),,BAO_0000218,CHEMBL628470,11977,10116.0,Intermediate,1,,,50597,N,1,2106.0,
9007,,Biodistribution of radioligand [125I]FIDA1 in spleen of rat after 30 minutes after an intravenous injection is given (average of 3 rats),,BAO_0000218,CHEMBL628471,11977,10116.0,Intermediate,1,,,50597,N,1,2106.0,
9008,,Biodistribution of radioligand [125I]FIDA1 in spleen of rat after 60 minutes after an intravenous injection is given (average of 3 rats),,BAO_0000218,CHEMBL628472,11977,10116.0,Intermediate,1,,,50597,N,1,2106.0,
9009,,Biodistribution of radioligand [125I]FIDA1 in thyroid of rat after 120 minutes after an intravenous injection is given (average of 3 rats),,BAO_0000218,CHEMBL625191,11977,10116.0,Intermediate,1,,,50597,N,1,2046.0,
9010,,Biodistribution of radioligand [125I]FIDA1 in thyroid of rat after 2 minutes after an intravenous injection is given (average of 3 rats),,BAO_0000218,CHEMBL625192,11977,10116.0,Intermediate,1,,,50597,N,1,2046.0,
9011,,Biodistribution of radioligand [125I]FIDA1 in thyroid of rat after 30 minutes after an intravenous injection is given (average of 2 rats),,BAO_0000218,CHEMBL875337,11977,10116.0,Intermediate,1,,,50597,N,1,2046.0,
9012,,Biodistribution of radioligand [125I]FIDA1 in thyroid of rat after 30 minutes after an intravenous injection is given (average of 3 rats),,BAO_0000218,CHEMBL626341,11977,10116.0,Intermediate,1,,,50597,N,1,2046.0,
9013,,Biodistribution of radioligand [125I]FIDA1 in thyroid of rat after 60 minutes after an intravenous injection is given (average of 3 rats),,BAO_0000218,CHEMBL626342,11977,10116.0,Intermediate,1,,,50597,N,1,2046.0,
9014,,Biodistribution of radioligand [125I]-FIDA1 in liver of rat after 2 minutes after an intravenous injection is given (average of 3 rats),,BAO_0000218,CHEMBL621943,11977,10116.0,Intermediate,1,,,50597,N,1,2107.0,
9015,,Half life in rats,,BAO_0000218,CHEMBL621944,3748,10116.0,Intermediate,1,,,50597,N,1,,
9016,,Mean percent inhibition of joint damage reduction in fasted rats at 35 mg/kg administered orally twice daily,,BAO_0000218,CHEMBL621945,15765,10116.0,Intermediate,1,,,50597,N,1,,
9017,,Compound was evaluated for rate of clearance by using IPRL (Isolated Perfused Rat Liver),,BAO_0000218,CHEMBL621946,4871,10116.0,Intermediate,1,,,50597,N,1,,
9018,,Compound was evaluated for rate of clearance by using IPRL (Isolated Perfused Rat Liver); ND=Not determined,,BAO_0000218,CHEMBL621947,4871,10116.0,Intermediate,1,,,50597,N,1,,
9019,,Compound was evaluated for rate of clearance in IPRL (Isolated Perfused Rat Liver),,BAO_0000218,CHEMBL621948,4872,10116.0,Intermediate,1,,,50597,N,1,,
9020,,Compound was evaluated for rate of clearance in IPRL (Isolated Perfused Rat Liver); ND=Not determined,,BAO_0000218,CHEMBL621949,4872,10116.0,Intermediate,1,,,50597,N,1,,
9021,,Rate constant (k) of clearance from isolated perfused rat liver (IPRL),,BAO_0000218,CHEMBL621950,5413,10116.0,Intermediate,1,,,50597,N,1,,
9022,,Tested for rate of clearance from isolated perfused rat liver (IPRL) and expressed in terms of rate constant (k); not determined,,BAO_0000218,CHEMBL621951,5413,10116.0,Intermediate,1,,,50597,N,1,,
9023,,Maximal blood concentration after oral administration of a 30 uM/kg dose of compound,,BAO_0000218,CHEMBL621952,15272,10116.0,Intermediate,1,,,50597,N,1,178.0,
9024,,Stability (%) in rat liver microsomes,,BAO_0000218,CHEMBL621953,4689,10116.0,Intermediate,1,,,50597,N,1,2107.0,
9025,,Area under curve was calculated after intravenous administration,,BAO_0000218,CHEMBL621954,6057,10116.0,Intermediate,1,,,50597,N,1,,
9026,,Area under the curve was calculated after iv administration in rat,,BAO_0000218,CHEMBL621955,6057,10116.0,Intermediate,1,,,50597,N,1,,
9027,,Area under the curve was calculated in rat after peroral administration,,BAO_0000218,CHEMBL621956,6057,10116.0,Intermediate,1,,,50597,N,1,,
9028,,Dose-normalized AUC was determined by po administration (10 mg/kg) in fasted male Sprague-Dawley rats,,BAO_0000218,CHEMBL621957,6211,10116.0,Intermediate,1,,,50597,N,1,,
9029,,Dose-normalized AUC measured in fasted male Sprague dawely rats when the compound was administered at a peroral dose of 2 mg/Kg,,BAO_0000218,CHEMBL621958,5710,10116.0,Intermediate,1,,,50597,N,1,,
9030,,Dose-normalized AUC measured in fasted male Sprague dawely rats when the compound was administered at a peroral of 2 mg/Kg,,BAO_0000218,CHEMBL621959,5710,10116.0,Intermediate,1,,,50597,N,1,,
9031,,Dose-normalized area under curve in rat (i.v.) at 0.5 mpk,,BAO_0000218,CHEMBL621960,17853,10116.0,Intermediate,1,,,50597,N,1,,
9032,,Dose-normalized area under curve in rat (p.o.) at 2.0 mpk,,BAO_0000218,CHEMBL621961,17853,10116.0,Intermediate,1,,,50597,N,1,,
9033,,p value of the compound,,BAO_0000218,CHEMBL621962,15765,10116.0,Intermediate,1,,,50597,N,1,,
9034,,p value of the compound,,BAO_0000218,CHEMBL876787,15765,10116.0,Intermediate,1,,,50597,N,1,,
9035,,p value of the compound,,BAO_0000218,CHEMBL621963,15765,10116.0,Intermediate,1,,,50597,N,1,,
9036,,pH of the gastric juice (Control value = 1.42+/-0.02) of stomach content of pylorus ligated rats was measured (10 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),,BAO_0000218,CHEMBL622637,6175,10116.0,Intermediate,1,,,50597,N,1,945.0,
9037,,pH of the gastric juice (Control value = 1.42+/-0.02) of stomach content of pylorus ligated rats was measured (20 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),,BAO_0000218,CHEMBL622638,6175,10116.0,Intermediate,1,,,50597,N,1,945.0,
9038,,pH of the gastric juice (Control value = 1.42+/-0.02) of stomach content of pylorus ligated rats was measured (5 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),,BAO_0000218,CHEMBL626561,6175,10116.0,Intermediate,1,,,50597,N,1,945.0,
9039,,Negative log of minimum effective dose (moles per kilogram) in rabbits (hypnotic),,BAO_0000019,CHEMBL626562,7991,9986.0,Autocuration,1,,,22224,U,0,,
9040,,Evaluated for pharmacokinetic parameter area under curve in rabbit at the dose 20 mg/kg ( 0-4 hr ),,BAO_0000218,CHEMBL626563,429,9986.0,Autocuration,1,,,22224,U,0,,
9041,,Evaluated for pharmacokinetic parameter area under curve in rabbit at the dose 20 mg/kg (0-4 hr ),,BAO_0000218,CHEMBL626564,429,9986.0,Autocuration,1,,,22224,U,0,,
9042,,Clearance was measured at the concentration of 1.11 mg/kg in rabbit blood sample,,BAO_0000218,CHEMBL626565,6253,9986.0,Autocuration,1,,,22224,U,0,,
9043,,Clearance was measured at the concentration of 2.0 mg/kg in rabbit blood sample,,BAO_0000218,CHEMBL626566,6253,9986.0,Autocuration,1,,,22224,U,0,,
9044,,Clearance rate in rabbits,,BAO_0000218,CHEMBL626567,3615,9986.0,Autocuration,1,,,22224,U,0,,
9045,,Plasma clearance was determined in rabbit at a dose of 5 mg/kg/h administered i.v.,,BAO_0000218,CHEMBL626568,4059,9986.0,Autocuration,1,,,22224,U,0,,
9046,,Clearance in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 4.9 mg/kg,,BAO_0000218,CHEMBL626569,5124,9986.0,Autocuration,1,,,22224,U,0,,
9047,,Clearance in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 5 mg/kg,,BAO_0000218,CHEMBL626570,5124,9986.0,Autocuration,1,,,22224,U,0,,
9048,,Clearance in male New Zealand white rabbits after i.v. administration at 2.0 mg/kg,,BAO_0000218,CHEMBL626571,5124,9986.0,Autocuration,1,,,22224,U,0,,
9049,,Evaluated for pharmacokinetic parameter Cmax in rabbit at the dose 20 mg/kg,,BAO_0000218,CHEMBL626572,429,9986.0,Autocuration,1,,,22224,U,0,,
9050,,Maximum plasma concentration was determined in rabbit at a dose of 5 mg/kg/h administered i.v.,,BAO_0000218,CHEMBL626573,4059,9986.0,Autocuration,1,,,22224,U,0,1969.0,
9051,,Oxidation by dutch rabbit liver microsomes in presence of NADPH/O2,,BAO_0000251,CHEMBL626574,9659,9986.0,Autocuration,1,,Microsomes,22224,U,0,2107.0,
9052,,Oxidation by dutch rabbit liver microsomes in presence of cumene hydroperoxide,,BAO_0000251,CHEMBL626575,9659,9986.0,Autocuration,1,,Microsomes,22224,U,0,2107.0,
9053,,Dose at which bioavailability of intravenously administered compound was tested in rabbit,,BAO_0000218,CHEMBL626576,3639,9986.0,Autocuration,1,,,22224,U,0,,
9054,,Dose at which bioavailability of perorally administered compound was tested in rabbit,,BAO_0000218,CHEMBL626577,3639,9986.0,Autocuration,1,,,22224,U,0,,
9055,,The compound was tested for its bioavailability in rabbit (by oral dosage).,,BAO_0000218,CHEMBL626578,3639,9986.0,Autocuration,1,,,22224,U,0,,
9056,,Mean retention time in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 4.9 mg/kg,,BAO_0000218,CHEMBL625263,5124,9986.0,Autocuration,1,,,22224,U,0,,
9057,,Mean retention time in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 5 mg/kg,,BAO_0000218,CHEMBL625264,5124,9986.0,Autocuration,1,,,22224,U,0,,
9058,,Mean retention time in male New Zealand white rabbits after i.v. administration at 2.0 mg/kg,,BAO_0000218,CHEMBL625265,5124,9986.0,Autocuration,1,,,22224,U,0,,
9059,,Metabolism of compound in rabbit S9 microsomes ('+''indicates <20% largest observed peak),,BAO_0000251,CHEMBL625266,14294,9986.0,Autocuration,1,,Microsomes,22224,U,0,,
9060,,Metabolism of compound in rabbit S9 microsomes ('++++' indicates largest observed peak),,BAO_0000251,CHEMBL876796,14294,9986.0,Autocuration,1,,Microsomes,22224,U,0,,
9061,,Evaluated for pharmacokinetic parameter half-life in rabbit at the dose 20 mg/kg,,BAO_0000218,CHEMBL625267,429,9986.0,Autocuration,1,,,22224,U,0,,
9062,,Plasma half-life in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 4.9 mg/kg,,BAO_0000218,CHEMBL625268,5124,9986.0,Autocuration,1,,,22224,U,0,1969.0,
9063,,Plasma half-life in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 5 mg/kg,,BAO_0000218,CHEMBL625269,5124,9986.0,Autocuration,1,,,22224,U,0,1969.0,
9064,,Plasma half-life in male New Zealand white rabbits after i.v. administration at 2.0 mg/kg,,BAO_0000218,CHEMBL624689,5124,9986.0,Autocuration,1,,,22224,U,0,1969.0,
9065,,Evaluated for pharmacokinetic parameter tmax in rabbit at the dose 20 mg/kg,,BAO_0000218,CHEMBL624690,429,9986.0,Autocuration,1,,,22224,U,0,,
9066,,Evaluated for pharmacokinetic parameter urine recovery in rabbit at the dose 20 mg/kg ( 0-24 hr ),,BAO_0000218,CHEMBL624691,429,9986.0,Autocuration,1,,,22224,U,0,1088.0,
9067,,Evaluated for pharmacokinetic parameter urine recovery in rabbit at the dose 20 mg/kg (0-24 hr),,BAO_0000218,CHEMBL624692,429,9986.0,Autocuration,1,,,22224,U,0,1088.0,
9068,,The compound was evaluated for volume of distribution in rabbit at a dose of 5 mg/kg/h administered i.v.,,BAO_0000218,CHEMBL624693,4059,9986.0,Autocuration,1,,,22224,U,0,,
9069,,Volume of distribution after intravenous administration of 1 mg/kg/h in dog,,BAO_0000218,CHEMBL624694,4137,9986.0,Autocuration,1,,,22224,U,0,,
9070,,In vitro Biological half-life in crude homogenate of rabbit renal cortex,,BAO_0000221,CHEMBL877596,11672,9986.0,Autocuration,1,,,22224,U,0,,
9071,,Time within which only 10% of the drug was degraded,,BAO_0000019,CHEMBL624695,12886,9986.0,Autocuration,1,,,22224,U,0,,
9072,,Half life period in rabbit liver homogenate,,BAO_0000221,CHEMBL624696,3853,9986.0,Autocuration,1,,,22224,U,0,2107.0,
9073,,Half life value in rabbits,,BAO_0000019,CHEMBL624697,3615,9986.0,Autocuration,1,,,22224,U,0,,
9074,,Half-life was measured at the concentration of 1.11 mg/kg in rabbit blood sample,,BAO_0000218,CHEMBL624698,6253,9986.0,Autocuration,1,,,22224,U,0,178.0,
9075,,Half-life was measured at the concentration of 2.0 mg/kg in rabbit blood sample,,BAO_0000218,CHEMBL624699,6253,9986.0,Autocuration,1,,,22224,U,0,178.0,
9076,,Half-life period in rabbits following intravenous administration at 2 mg/kg,,BAO_0000218,CHEMBL624700,6077,9986.0,Autocuration,1,,,22224,U,0,,
9077,,AUC 0-8 hr value in rats at 10 mg/kg,,BAO_0000218,CHEMBL622903,17617,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9078,,AUC after administration at 2000 mg/kg/day in rats,,BAO_0000218,CHEMBL622904,17594,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9079,,AUC of compound for a 2 mpk po dose of the sodium salt in rats.,,BAO_0000218,CHEMBL622905,6149,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9080,,AUC at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,BAO_0000218,CHEMBL622906,17260,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9081,,AUC at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,BAO_0000218,CHEMBL622907,17260,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9082,,AUC in rat after oral administration at 10.5 mg/kg dose,,BAO_0000218,CHEMBL622908,6644,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9083,,AUC in rat after oral administration at 11.2 mg/kg dose,,BAO_0000218,CHEMBL622909,6644,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9084,,AUC in rat after oral administration at 9.7 mg/kg dose,,BAO_0000218,CHEMBL622910,6644,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9085,,AUC in rat brain after oral administration at 10 mg/kg,,BAO_0000218,CHEMBL622911,6495,10116.0,Intermediate,1,,,50597,N,1,955.0,
9086,,AUC in rat p.o.,,BAO_0000218,CHEMBL622912,6504,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9087,,AUC in rat p.o. at 20 mg/kg concentration,,BAO_0000218,CHEMBL622913,17686,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9088,,AUC in rat plasma after oral administration at 10 mg/kg,,BAO_0000218,CHEMBL622914,6495,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9089,,AUC in rats,,BAO_0000218,CHEMBL622915,216,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9090,,AUC value after IV dose at a dose of 5 mg/kg in rats.,,BAO_0000218,CHEMBL622916,1908,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9091,,AUC value after oral dose at a dose of 10 mg/kg in rats.,,BAO_0000218,CHEMBL622917,1908,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9092,,"Maximum plasma concentration in rats at 2 mg/kg, i.v. dose; n/a: not applicable",,BAO_0000218,CHEMBL622918,6685,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9093,,Maximum plasma concentration in rats when a oral dose of 200 mg/kg was given,,BAO_0000218,CHEMBL622919,216,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9094,,Maximum plasma concentration was evaluated in rat,,BAO_0000218,CHEMBL622920,6049,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9095,,Maximum plasma concentration was evaluated in vivo in rat at a dose of 5 mg/kg by oral administration,,BAO_0000218,CHEMBL622921,2463,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9096,,Maximum plasma concentration reached by compound was determined after 2 mg/kg (p.o.) administration,,BAO_0000218,CHEMBL622922,6679,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9097,,Maximum plasma concentration reached by compound was determined in rats at 50 mg/kg dose,,BAO_0000218,CHEMBL622923,6681,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9098,,Maximum plasma concentration was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,,BAO_0000218,CHEMBL877604,4890,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9099,,Maximum plasma concentration was evaluated in rats at an intravenous dose of 3 mg/kg,,BAO_0000218,CHEMBL622924,6410,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9100,,Maximum plasma concentration was evaluated in rats at an oral dose of 30 mg/kg,,BAO_0000218,CHEMBL622925,6410,10116.0,Intermediate,1,,,50597,N,1,1969.0,
9101,,Maximum plasma concentration was measured when a dose of 1 mg/kg is administered orally,,BAO_0000218,CHEMBL622926,16366,10116.0,Intermediate,1,,,50597,N,1,1969.0,
