assay_id,assay_subcellular_fraction,assay_tax_id,assay_cell_type,assay_strain,bao_format,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tissue,tid
1629,,36887.0,,,Bxl0000357,1414,Ability to bind to 5-hydroxytryptamine 1D receptor of calf substantia nigra,B,,,Bos taurus,,105
1630,,2509.0,,,BAO0909019,14998,Binding affinity against 5-hydroxytryptamine 1D receptor in calf caudate homogenates.,B,,,Bos taurus,,105
1631,,70741.0,,,BAO000o3t7,11473,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]- serotonin as radioligand,B,,,Bos taurus,,105
1632,,17330.0,,,BxOo000357,11473,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]- serotonin as radioligand,B,,,Bos taurus,,105
1633,,32871.0,,,BAO000o3y7,10639,Compound was evaluated for its inhibitory activity against 5-hydroxytryptamine 1D receptor of bovine caudate using [3H]5-HT as the radioligand,B,,,Bos taurus,,105
1634,,540.0,,,hxO0000357,10639,Inhibitory activity against 5-hydroxytryptamine 1D receptor of bovine caudate using [3H]5-HT as the radioligand,B,,,Bos taurus,,105
1635,,32622.0,,,nAO0009357,1375,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT radioligand,B,,,Bos taurus,,105
1636,,2499.0,,,BsO0000w57,1375,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT radioligand; NT means not tested,B,,,Bos taurus,,105
1637,,42470.0,,,BAl0000e57,16532,The binding affinity at 5-hydroxytryptamine 1D receptor was determined using [3H]5-CT; Not tested,B,,,Bos taurus,,105
1638,,2118.0,,,BAO0090257,11147,Binding affinity towards 5-hydroxytryptamine 1D receptor using [3H]5-HT as radioligand,B,,,Bos taurus,,105
1639,,33775.0,,,BAO00p0p19,13366,Binding affinity towards 5-hydroxytryptamine 1D receptor was determined in calf striatum homogenate,B,,,Bos taurus,Striatum,105
1640,,18821.0,,,BAO9000p19,10444,Binding affinity was determined against 5-hydroxytryptamine 1D receptor in bovine caudate homogenate,B,,,Bos taurus,,105
1641,,35519.0,,,BzO000035y,16532,The binding affinity at 5-hydroxytryptamine 1D receptor was determined using [3H]5-CT,B,,,Bos taurus,,105
1642,,6356.0,,,BzO0090357,16532,The binding affinity at 5-hydroxytryptamine 1D receptor was determined using [3H]5-CT; Not tested,B,,,Bos taurus,,105
1643,,50459.0,,,BAO0o0o249,12827,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat frontal cortex membranes using [125]ICYP,B,,,Bos taurus,,105
1644,,20043.0,,,BAO9p00249,12827,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat frontal cortex membranes using [125]ICYP; Not determined,B,,,Bos taurus,,105
1645,,278.0,,,vAO000001o,12919,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,F,,,Bos taurus,,105
1646,,45173.0,,,hAO000001i,14025,Affinity pKi for 5-hydroxytryptamine 1D receptor was measured in calf caudate homogenate,B,,,Bos taurus,,105
1647,,28987.0,,,BAO000p01p,12919,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,F,,,Bos taurus,,105
1648,,9352.0,,,BAO0000918,12919,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,F,,,Bos taurus,,105
1649,,3829.0,,,nAO0000o19,12919,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,F,,,Bos taurus,,105
1650,,54668.0,H2K293,,BwO000021o,14447,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1D receptor from cloned gorilla membranes expressed in cultured HEK 293 cells,B,,,Gorilla gorilla,,105
1651,,2640.0,,,BAOp009019,1375,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1D receptor in guinea pig substantia nigra,B,,,Cavia porcellus,,105570
1652,,15977.0,,,gAO0000p19,1375,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1D receptor in guinea pig substantia nigra; NT means not tested,B,,,Cavia porcellus,,105570
1653,,13991.0,,,BAO09000w9,12409,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptor by the agonist GR-46611,F,,,Cavia porcellus,,105570
1654,,41425.0,,,BzOp000019,12409,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,F,,,Cavia porcellus,,105570
1655,,68532.0,,,BAO0000o10,12409,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611; range is 2-9,F,,,Cavia porcellus,,105570
1656,,24912.0,,,hAO0090019,12409,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611;range is 0.2-0.4,F,,,Cavia porcellus,,105570
1657,,37661.0,,,BAO0op0019,12409,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611;range is 0.2-1.2,F,,,Cavia porcellus,,105570
1658,,2145.0,,,BAOo090357,11574,Binding affinity against 5-hydroxytryptamine 1D receptor,B,,,Cavia porcellus,,105570
1659,,71183.0,,,BAl0000457,1558,Binding affinity towards guinea pig 5-hydroxytryptamine 1D receptor was determined,B,,,Cavia porcellus,,105570
1660,,30466.0,,,BAO000p228,12409,Compound at 3 mg/kg was tested for the inhibition of hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,F,,,Cavia porcellus,,105570
1661,,21644.0,,,BAO0p00q18,12409,Compound at 45 mg/kg was tested for the inhibition of hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,F,,,Cavia porcellus,,105570
1662,,14950.0,,,BAOo000219,12409,Compound at 50 mg/kg was tested for the inhibition of hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,F,,,Cavia porcellus,,105570
1663,,2221.0,,,BAio000218,12409,Compound at oral dose of 45 mg/kg was tested for percent inhibition against 5-hydroxytryptamine 1D receptor causes hypothermia in guinea pig,F,,,Cavia porcellus,,105570
1664,,55206.0,,,BAOp000010,12253,Binding affinity of 5-hydroxytryptamine 1D receptor using [3H]-8-HT in guinea pig cortex,B,,,Cavia porcellus,,105570
1665,,25562.0,,,BAOp00o357,12936,Binding affinity against guinea pig 5-hydroxytryptamine 1D receptor,B,,,Cavia porcellus,,105570
1666,,15611.0,,,BsO00o0019,13181,Binding affinity was determined against 5-hydroxytryptamine 4 receptor using [125I]SB 207710 as radioligand from piglet hippocampal membranes,B,,,Cavia porcellus,,105
1667,,20267.0,,,BAOoo00357,12409,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor in guinea-pig striatum in presence of BMY-7378 and mesulergine,B,,,Cavia porcellus,Striatum,105570
1668,,6836.0,,,hAO0900357,10639,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1D receptor of guinea pig substantia nigra,B,,,Cavia porcellus,,105570
1669,,,,,BxO000035i,5254,Binding affinity against 5-hydroxytryptamine 1D receptor,B,,,,,51
1670,,,,,BAO00004y7,13051,The compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor beta,B,,,,,106
1671,,,,,BAOp0o0019,3463,Maximum stimulation of [35S]GTP gamma-S binding expressed relative to the maximal effect produced by 5-hydroxytryptamine 1D receptor,F,,,,,105
1672,,,,,vxO0000019,15315,Ability to inhibit forskolin-stimulated adenylate cyclase in a cell line expressing human 5-hydroxytryptamine 1D receptor,F,,,,,105
1673,,,,,BAOoo00019,6011,Ability to inhibit forskolin-stimulated adenylate cyclase activity in Chinese hamster ovary (CHO) stable cell lines expressing human 5-hydroxytryptamine 1D receptor,F,,,,,105
1674,,36468.0,CHO,,BAO00p021i,14159,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing 5-hydroxytryptamine 1D receptor",F,,,Homo sapiens,,105
1675,,,CHO,,BA8000o219,14159,"Compound was evaluated for the stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the 5-hydroxytryptamine 1D receptor.",F,,,,,105
1676,,,CHO,,BAO00o0218,15250,Agonist-induced [35S]- GTPgammaS binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor,B,,,,,105
1677,,,CHO,,BAO0o0021p,15250,Compound was tested for measuring agonist-induced [35S]- GTPgammaS binding in CHO cells stably transfected with human 5-hydroxytryptamine 1D receptor,B,,,,,105
1678,,,CHO,,BAO00p021p,15331,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the 5-hydroxytryptamine 1D receptor",F,,,,,105
1679,,83402.0,CHO,,BAO00002wi,15332,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the 5-hydroxytryptamine 1D receptor",F,,,Homo sapiens,,105
1680,,,CHO,,BAO0000q1i,15332,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the human 5-hydroxytryptamine 1D receptor.",F,,,,,105
1681,,,CHO,,BqO00002q9,3294,"Measurement of agonist induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor",F,,,,,105
1682,,,CHO,,Bzk0000219,14158,"Measurement of agonist induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor.",F,,,,,105
1683,,,CHO,,BAOp900219,14956,"Agonist-induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with human 5-hydroxytryptamine 1D receptor",F,,,,,105
1684,,,,,BAO00o0o19,12469,Compound was evaluated for its agonistic activity on 5-hydroxytryptamine 1D receptor,F,,,,,105
1685,,,CHO,,BsO0o00219,3463,Measurement of agonist-induced [35S]-GTP gamma-S binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor,F,,,,,105
1686,,9826.0,CHO,,BxO0090219,15250,"Maximum stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing human 5-HT-1d relative to 5-HT",F,,,Homo sapiens,,105
1687,,264.0,CHO,,BAO00002wo,15250,"Maximum stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing human 5-HT-1d relative to 5-HT",F,,,Homo sapiens,,105
1688,,,,,BAO9000029,14956,"Efficacy was evaluated relative to human 5-hydroxytryptamine 1D receptor using [35S]GTP-gamma-S, as radioligand",F,,,,,105
1689,,,,,BAO0000o1o,14159,"Maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by 5-hydroxytryptamine 1D receptor.",F,,,,,105
1690,,15772.0,,,BwO000p019,14159,"Maximum stimulation of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1D receptor relative to 5-HT",F,,,Homo sapiens,,105
1691,,9717.0,CHO,,BAO0009e19,14499,Percent efficacy relative to 5-HT treatment of CHO cells expressing 5-HT 1d receptor,F,,,Homo sapiens,,105
1692,,,,,BAO0000p18,15315,Intrinsic activity for 5-hydroxytryptamine 1D receptor,F,,,,,105
1693,,,,,BA8p000219,3294,Ability to displace [3H]- -5-HT binding to cloned 5-hydroxytryptamine 1D receptor stably expressed in chinese hamster cells (CHO cells),B,In vitro,,,,105
1694,,,CHO,,BAO0000e1p,3463,Ability to displace [3H]-5-HT from recombinant human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells determined in vitro,B,,,,,105
1695,,,,,BzO0000r57,15331,Affinity of compound towards 5-hydroxytryptamine 1D receptor was evaluated using radioligand binding technique,B,,,,,105
1696,,22141.0,CHO,,BAO0p0021p,14159,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in CHO cells,B,,,Homo sapiens,,105
1697,,,CHO,,BAO09p0219,14158,Binding affinity by displacement to human cloned 5-hydroxytryptamine 1D receptor in CHO cells by [3H]5-HT displacement.,B,,,,,105
1698,,,,,gAO0o00357,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1D receptor,B,,,,,105
1699,,,CHO,,BAO00001q9,15250,Binding affinity at human cloned 5-hydroxytryptamine 1D receptor stably expressed in CHO cells by [3H]5-HT displacement.,B,,,,,105
1700,,,CHO,,Bz90000219,15250,Displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells,B,,,,,105
1701,,,CHO,,BAO00p021p,15331,Displacement of [3H]5-HT binding from the cloned human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells,B,,,,,105
1702,,29694.0,CHO,,BAO000pw19,15332,Displacement of [3H]5-HT binding from human 5-hydroxytryptamine 1D receptor expressed in CHO cells,B,,,Homo sapiens,,105
1703,,12641.0,CHO,,gAO0000218,14499,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in CHO cells,B,,,Homo sapiens,,105
1704,,,CHO,,BAO090021i,15332,Displacement of [3H]5-HT binding to the cloned human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells,B,,,,,105
1705,,,CHO,,BwO000o219,14956,Displacement of specific [3H]5-HT binding to cloned human 5-hydroxytryptamine 1D receptor expressed in CHO cells,B,,,,,105
1706,,,,,vAOo000357,3805,In vitro binding affinity against human 5-hydroxytryptamine 1D receptor at a concentration of 100 (nM),B,,,,,105
1707,,3257.0,CHO,,BAO000p210,6011,Inhibition of [3H]5-HT binding to human 5-hydroxytryptamine 1D receptor expressed in CHO cells at 1 uM,B,,,Homo sapiens,,105
1708,,,CHO,,BqOp000219,16190,Binding affinity against 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand,B,,,,,105
1709,,,,,BAO000o01i,14165,Binding affinity for 5-hydroxytryptamine 1D receptor in Cos-7 transfected cell type using [3H]5-CT as radioligand,B,,,,,105
1710,,41705.0,,,BAOp00035y,4234,Binding affinity to cloned human 5-hydroxytryptamine 1D receptor,B,,,Homo sapiens,,105
1711,,,,,BAO0p0o357,15527,"Binding affinity towards 5-HT1D receptor, using [3H]5-HT as radioligand.",B,,,,,105
1712,,,,,BAO000o218,6328,Binding affinity towards human 5-hydroxytryptamine 1D receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,B,,,,,105
1713,,,,,BAO000pr57,16209,Binding affinity towards human 5-hydroxytryptamine 1D receptor was determined using [3H]5-HT as radioligand,B,,,,,105
1714,,,,,BqO0o00357,14770,Binding affinity for recombinant human 5-hydroxytryptamine 1D receptor using [3H]5-HT as radioligand.,B,,,,,105
1715,,,,,gAO0000358,2598,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1D receptor using [3H]-5-CT as radioligand,B,,,,,105
1716,,,,,Bxl0000357,6897,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1D receptor,B,,,,,105
1717,,,,,fAO000o357,6013,Binding affinity towards 5-hydroxytryptamine 1D receptor,B,,,,,105
1718,,,,,BAOo000e57,5843,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor,B,,,,,105
1719,,,,,BAl0009357,14454,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand,B,,,,,105
1720,,,,,BA09000357,14454,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand; Not determined,B,,,,,105
1721,,,,,nAO0p00357,14454,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand; not determined,B,,,,,105
1722,,,,,BAO000p358,15818,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1D receptor,B,,,,,105
1723,,,CHOK2,,BAOo000218,13729,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1D receptor in CHO-K1 cells,F,,,,,105
1724,,27679.0,,,BqO0000229,6011,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in Chinese hamster ovary cells (CHO cells),B,In vitro,,Homo sapiens,,105
1725,,8155.0,,,BA9000035i,4234,In vitro binding affinity to human 5-hydroxytryptamine 1D receptor,B,,,Homo sapiens,,105
1726,,,,,BAi00p0019,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor,B,,,,,105
1727,,,,,BxOo000357,3025,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1D receptor using [3H]5-CT radioligand,B,,,,,105
1728,,,,,Bz90000357,15315,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1D receptor,B,,,,,105
1729,,23338.0,,,BAOo000210,14214,Receptor binding affinity for cloned human 5-hydroxytryptamine 1D receptor in Cos-7 cells,B,,,Homo sapiens,,105
1730,,42118.0,,,BqO00p0357,3804,Binding affinity for human 5-hydroxytryptamine 1D receptor,B,,,Homo sapiens,,105
1731,,,,,gzO0000357,16700,The binding affinity towards the 5-hydroxytryptamine 1D receptor; No affinity,B,,,,,105
1732,,39746.0,,,BA00000r57,2391,Affinity for 5-hydroxytryptamine 1D receptor subtype,B,,,Homo sapiens,,105
1733,,53783.0,,,BAkp000357,4175,Binding affinity for human 5-hydroxytryptamine 1D receptor,B,,,Homo sapiens,,105
1734,,,,,BsO000001i,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor,B,,,,,105
1735,,,,,BxO0000p19,17085,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor; ND means not determined,B,,,,,105
1736,,46163.0,,,gAO000o357,15926,Binding activity against human 5-hydroxytryptamine 1D receptor; NT means not tested,B,,,Homo sapiens,,105
1737,,,sHOK1,,nAO000021p,16312,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor; Not tested,B,,,,,105
1738,,,CHOl1,,BAO0000q29,16312,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor; not tested,B,,,,,105
1739,,,CHO,,vA00000219,14956,Selectivity towards 5-HT1D and to that of 5-HT1B in CHO cells,B,,,,,104802
1740,,,,,vAO0000o19,3294,"Maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by the 5-HT",F,,,,,105
1741,,,,,BA8p000357,12861,Binding activity radioligand.,B,,,,,105
1742,,,,,BsO00p0019,12861,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,B,,,,,105
1743,,,CHiK1,,BA9p000219,16312,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor,B,,,,,105
1744,,,,,BsO9000357,5104,Binding affinity for human cloned 5-hydroxytryptamine 1D receptor,B,,,,,105
1745,,,,,BAOop00357,5105,Binding affinity for human cloned 5-hydroxytryptamine 1D receptor,B,,,,,105
1746,,,,,BAO0009367,14499,Measured as -log Ka on 5-hydroxytryptamine 1D receptor,B,,,,,105
1747,,12307.0,,,BAO9900357,15926,Binding activity against human 5-hydroxytryptamine 1D receptor,B,,,Homo sapiens,,105
1748,,74998.0,CHO,,BAOp009219,4540,Binding affinity to human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand,B,,,Homo sapiens,,105
1749,,,CHO,,BzO000021p,15779,Binding affinity towards 5-hydroxytryptamine 1D (human cloned receptor) in CHO cells using [3H]-5-HT as radioligand.,B,,,,,105
1750,,,CHO,,vAO0000218,15779,Binding affinity towards 5-hydroxytryptamine 1D (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,,105
1751,,,,,BA00009357,6166,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor,B,,,,,105
1752,,,CHO,,BAO9900219,15779,Binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand.,B,,,,,105
1753,,,CHO,,BAO9009219,15779,Binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]-5-HT as radioligand.;ND means no data.,B,,,,,105
1754,,,HEK2o3,,BAO00902q9,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand,B,,,,,105
1755,,,gEK293,,BAO00o9219,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand,B,,,,,105
1756,,,HEK29w,,hAO000p219,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand; Not determined,B,,,,,105
1757,,,CHO,,BAO0o90219,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as the radioligand,B,,,,,105
1758,,28922.0,,,BAO0o00367,14875,Binding affinity for human 5-hydroxytryptamine 1D receptor,B,,,Homo sapiens,,105
1759,,,CHO,,BAOo009219,15146,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT,B,,,,,105
1760,,,,,BAO00p0356,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1D receptor in CHO using [3H]5-HT as a radioligand,B,,,,,105
1761,,,CHO,,BAOo090219,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT.,B,,,,,105
1762,,,CHO,,BxO0900219,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells, using [3H]5-HT as radioligand",B,,,,,105
1763,,,,,BAO000901p,14454,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 1 uM,F,,,,,105
1764,,,,,BAOpp00019,14454,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 10 uM,F,,,,,105
1765,,,,,BAp0p00357,5254,Binding affinity against 5-HT2C receptor,B,,,,,108
1766,,,,,BxO0000r57,5254,Binding affinity against 5-hydroxytryptamine 1D receptor,B,,,,,108
1767,,,,,BwO0p00357,10639,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1B receptor of rat substantia nigra,B,,,,,10577
1768,,,,,BAO00000wo,10639,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1B receptor of rat substantia nigra,F,,,,,10577
1769,,,,,BAO00p0o19,12352,"Binding affinity for 5-hydroxytryptamine 1B receptor in rat cortex, striatum and globus pallidus",B,,,,,10577
1770,,,,,gAO000035i,9098,Binding affinity towards 5-HT1B was determined,B,,,,,10577
1771,,,,,BAO00000w0,14430,Affinity towards 5-hydroxytryptamine 1B receptor in membranes from rat frontal cortex using [3H]5-HT,B,,,,,10577
1772,,,,,BAO000op19,13657,"Binding affinity to 5-HT1B receptors using rat cortex+striatum + globus pallidus,[3H]-5-OH-tryptamine, and serotonin for NSB",B,,,,,10577
1773,,,,,vAO0000o19,13657,"Compound was evaluated for binding affinity on 5-HT1B receptors using rat cortex+striatum+ globus pallidus,[ 3H]-5-OH-tryptamine, and serotonin for NSB.",B,,,,,10577
1774,,,,,BAO000oo19,15854,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,B,,,,,10577
1775,,74530.0,,,BAO00p0p19,10639,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat cortex using [3H]5-HT,B,,,Rattus norvegicus,,10577
1776,,,,,gqO0000357,10025,Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol binding to 5-hydroxytryptamine 1B receptor at 1 uM,B,,,,,10577
1777,,,,,BAO00003t6,10025,"Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol, binds to 5-hydroxytryptamine 1B receptor at 1 uM",B,,,,,10577
1778,,,,,BAO00o9249,14286,In vitro inhibitory concentration against radioligand [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatal membrane,B,,,,,10577
1779,,,,,BAO0000o1p,3651,Inhibition of [3H]-5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatum; Residual radioligand binding higher than 50%,B,,,,Striatum,10577
1780,,40130.0,,,BAO0po0357,14178,Inhibition of radiolabeled [3H]-5-HT ligand binding to 5-hydroxytryptamine 1B receptor,B,,,Rattus norvegicus,,10577
1781,,,,,BAi0000029,10639,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat cortex using [3H]5-HT as the radioligand.,B,,,,,10577
1782,,,,,BAO000p0q9,13605,Inhibitory activity against [3H]5-HT binding to 5-HT1B receptor in rat striatum,B,,,,Striatum,10577
1783,,,,,BAO0090919,5834,Inhibitory concentration required against 5-hydroxytryptamine 1B receptor in rat striatum using [3H]5-HT,B,,,,Striatum,10577
1784,,,,,BAOo0003r7,10922,compound was measured for affinity against 5-hydroxytryptamine 1B receptor labelled with [3H]5-HT radioligand in striatum tissue,B,,,,Striatum,10577
1785,,,,,BAO000oq49,14286,Compound at 10E-5 M was tested in vitro for the inhibition of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatal membrane,B,,,,,10577
1786,,,,,BAO00p035i,11825,In vitro binding affinity towards the 5-hydroxytryptamine 1B receptor at 10 e-6 M,B,,,,,10577
1787,,,,,BAO00o00q9,14826,Ability to displace [3H]5-HT bound to 5-hydroxytryptamine 1B receptor in rat striatum,B,,,,Striatum,10577
1788,,,,,BAO009001i,9699,Binding affinity against 5-HT1B serotonin receptor in rat striatum,B,,,,Striatum,10577
1789,,,,,BAOo000919,14423,Binding affinity against 5-hydroxytryptamine 1B receptor in membranes of Rat cerebral cortex,B,,,,,10577
1790,,,,,BAOo090357,10062,Binding affinity at rat 5-hydroxytryptamine 1B receptor by [3H]5-HT displacement.,B,,,,,10577
1791,,,,,BAO0o00356,10062,Binding affinity determined in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1B receptor,B,,,,,10577
1792,,93684.0,,,BAO0o0035y,12280,Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1B receptor,B,,,Rattus norvegicus,,10577
1793,,,,,BAO0p00367,15412,Binding affinity against 5-hydroxytryptamine 1B receptor of rat striatum,B,,,,Striatum,10577
1794,,,,,BAO0090w57,15412,Binding affinity against 5-hydroxytryptamine 1B receptor of rat striatum.,B,,,,Striatum,10577
1795,,,,,nAOp000357,10062,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1B receptor,B,,,,,10577
1796,,,,,BAlp000357,11147,Binding affinity towards 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand,B,,,,,10577
1797,,,,,BAO0099019,9547,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat was determined using 50 uL of [125I]ICYP in binding assay,B,,,,,10577
1798,,,,,fAO0000010,10444,Binding affinity was determined against 5-hydroxytryptamine 1B receptor was determined in male Sprague-Dawley rat brain.,B,,,,,10577
1799,,,,,fAO000o019,12469,Binding affinity was measured on 5-hydroxytryptamine 1B receptor in rat striatum labeled with [3H]5-HT,B,,,,Striatum,10577
1800,,,,,BAOo00o019,9098,Binding affinity (Ki) to rat cortical membranes at 5-HT1B binding site by using [125 I] ICYP as a radioligand.,B,,,,,10577
1801,,,,,BzO000001p,9098,Compound was evaluated for the binding affinity (Ki) to rat cortical membranes at 5-HT1B binding site by using [125 I] ICYP as a radioligand; ND is no data.,B,,,,,10577
1802,,,,,BAO00o0356,9699,Evaluated for binding affinity towards 5-hydroxytryptamine 1B receptor,B,,,,,10577
1803,,,,,BA8000p249,10394,Inhibitory activity against 5-hydroxytryptamine 1B receptor in rat cortical membranes using [3H]5-HT as a radioligand,B,,,,,10577
1804,,,,,BA9000p357,12092,The binding affinity was measured on 5-hydroxytryptamine 1B receptor using [3H]- serotonin as radioligand.,B,,,,,10577
