Fiscal year,Biodiversity (marker),Bilateral aid (international marker),Regional program (marker),PBA type,Section name,FSTC percent,Climate change mitigation (marker),Organisation type,Branch name,Organisation sub-class,CountryRegion ID,Status,Amount spent,Continent ID,Urban issues (marker),Children issues (marker),Youth issues (marker),Indigenous issues (marker),Disability issues (marker),ICT as a tool for development (marker),Knowledge for development (marker),Gender equality (marker),Organisation ID,Organisation name,Organisation class,Continent name,Project Browser country ID,CountryRegion name,CountryRegion percent,Sector ID,Sector name,Sector percent
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X1,Closed,218610.0,2,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,Africa,X1,Africa MC,0.504,72010,Material relief assistance and services,0.025
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X1,Closed,218610.0,2,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,Africa,X1,Africa MC,0.504,72050,Relief co-ordination; protection and support services,0.025
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X2,Closed,430280.0,1,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,America,X2,Americas MC,0.124,13010,Population policy and administrative management,0.2
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X2,Closed,430280.0,1,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,America,X2,Americas MC,0.124,13020,Reproductive health care,0.2
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X2,Closed,430280.0,1,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,America,X2,Americas MC,0.124,13030,Family planning,0.2
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X2,Closed,322710.0,1,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,America,X2,Americas MC,0.124,13040,STD control including HIV/AIDS,0.15
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X2,Closed,430280.0,1,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,America,X2,Americas MC,0.124,13081,Personnel development for population and reproductive health,0.2
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X2,Closed,53785.0,1,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,America,X2,Americas MC,0.124,72010,Material relief assistance and services,0.025
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X2,Closed,53785.0,1,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,America,X2,Americas MC,0.124,72050,Relief co-ordination; protection and support services,0.025
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X3,Closed,936900.0,3,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,Asia,X3,Asia MC,0.27,13010,Population policy and administrative management,0.2
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X3,Closed,936900.0,3,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,Asia,X3,Asia MC,0.27,13020,Reproductive health care,0.2
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X3,Closed,936900.0,3,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,Asia,X3,Asia MC,0.27,13030,Family planning,0.2
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X3,Closed,702675.0,3,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,Asia,X3,Asia MC,0.27,13040,STD control including HIV/AIDS,0.15
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X3,Closed,936900.0,3,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,Asia,X3,Asia MC,0.27,13081,Personnel development for population and reproductive health,0.2
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X3,Closed,117112.5,3,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,Asia,X3,Asia MC,0.27,72010,Material relief assistance and services,0.025
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X3,Closed,117112.5,3,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,Asia,X3,Asia MC,0.27,72050,Relief co-ordination; protection and support services,0.025
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X4,Closed,353940.0,5,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,Europe,X4,Europe MC,0.102,13010,Population policy and administrative management,0.2
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X4,Closed,353940.0,5,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,Europe,X4,Europe MC,0.102,13020,Reproductive health care,0.2
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X4,Closed,353940.0,5,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,Europe,X4,Europe MC,0.102,13030,Family planning,0.2
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X4,Closed,265455.0,5,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,Europe,X4,Europe MC,0.102,13040,STD control including HIV/AIDS,0.15
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X4,Closed,353940.0,5,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,Europe,X4,Europe MC,0.102,13081,Personnel development for population and reproductive health,0.2
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X4,Closed,44242.5,5,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,Europe,X4,Europe MC,0.102,72010,Material relief assistance and services,0.025
2009/2010,0,0,0,Not PBA,MIO United Nations,0.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X4,Closed,44242.5,5,1,0,1,1,1,0,0,2,1003803,UNFPA - United Nations Population Fund,Multilateral,Europe,X4,Europe MC,0.102,72050,Relief co-ordination; protection and support services,0.025
2009/2010,0,1,0,Not PBA,MIO United Nations,1.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X1,Closed,500000.0,2,0,0,0,0,0,0,0,1,1001304,UNDP - United Nations Development Programme,Multilateral,Africa,X1,Africa MC,0.5,43081,Multisector education/training,1.0
2009/2010,0,1,0,Not PBA,MIO United Nations,1.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X2,Closed,150000.0,1,0,0,0,0,0,0,0,1,1001304,UNDP - United Nations Development Programme,Multilateral,America,X2,Americas MC,0.15,43081,Multisector education/training,1.0
2009/2010,0,1,0,Not PBA,MIO United Nations,1.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X3,Closed,300000.0,3,0,0,0,0,0,0,0,1,1001304,UNDP - United Nations Development Programme,Multilateral,Asia,X3,Asia MC,0.3,43081,Multisector education/training,1.0
2009/2010,0,1,0,Not PBA,MIO United Nations,1.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,UNITED NATIONS,X4,Closed,50000.0,5,0,0,0,0,0,0,0,1,1001304,UNDP - United Nations Development Programme,Multilateral,Europe,X4,Europe MC,0.05,43081,Multisector education/training,1.0
2009/2010,0,1,0,Not PBA,MSF Food Security,1.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,OTHER MULTILATERAL,X1,Closed,225000.0,2,0,0,0,0,0,0,0,1,1003873,CGIAR - Consultative Group on International Agricultural Research,Multilateral,Africa,X1,Africa MC,0.5,31182,Agricultural research,1.0
2009/2010,0,1,0,Not PBA,MSF Food Security,1.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,OTHER MULTILATERAL,X2,Closed,67500.0,1,0,0,0,0,0,0,0,1,1003873,CGIAR - Consultative Group on International Agricultural Research,Multilateral,America,X2,Americas MC,0.15,31182,Agricultural research,1.0
2009/2010,0,1,0,Not PBA,MSF Food Security,1.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,OTHER MULTILATERAL,X3,Closed,135000.0,3,0,0,0,0,0,0,0,1,1003873,CGIAR - Consultative Group on International Agricultural Research,Multilateral,Asia,X3,Asia MC,0.3,31182,Agricultural research,1.0
2009/2010,0,1,0,Not PBA,MSF Food Security,1.0,0,Foreign Non-Profit Making,MFM Global Issues and Development,OTHER MULTILATERAL,X4,Closed,22500.0,5,0,0,0,0,0,0,0,1,1003873,CGIAR - Consultative Group on International Agricultural Research,Multilateral,Europe,X4,Europe MC,0.05,31182,Agricultural research,1.0
2009/2010,0,1,0,Not PBA,MHI International Humanitarian Assis ops,0.0,0,Canadian Non-Profit Making,MFM Global Issues and Development,INTERNATIONAL NGO,CL,Closed,750000.0,1,0,0,0,0,0,0,0,0,1014662,IFRC Appeals via CRCS,Civil Society,America,CL,Chile,1.0,72010,Material relief assistance and services,1.0
2009/2010,0,1,0,Not PBA,MHI International Humanitarian Assis ops,0.0,0,Canadian Non-Profit Making,MFM Global Issues and Development,NGO,CL,Closed,500000.0,1,0,0,0,0,0,0,0,0,1001218,World Vision Canada,Civil Society,America,CL,Chile,1.0,72010,Material relief assistance and services,1.0
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,BO,Closed,192.73748,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,BO,Bolivia,0.29,12261,Health education,0.04
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,BO,Closed,481.8437,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,BO,Bolivia,0.29,31161,Food crop production,0.1
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,BO,Closed,674.58118,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,BO,Bolivia,0.29,31181,Agricultural education/training,0.14
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,BO,Closed,192.73748,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,BO,Bolivia,0.29,31220,Forestry development,0.04
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,BO,Closed,674.58118,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,BO,Bolivia,0.29,41010,Environmental policy and administrative management,0.14
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,BO,Closed,192.73748,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,BO,Bolivia,0.29,41030,Bio-diversity,0.04
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,BO,Closed,722.76555,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,BO,Bolivia,0.29,41081,Environmental education/training,0.15
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,BO,Closed,1686.45295,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,BO,Bolivia,0.29,43010,Multisector aid,0.35
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,GD,Closed,192.73748,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,GD,Grenada,0.29,12261,Health education,0.04
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,GD,Closed,481.8437,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,GD,Grenada,0.29,31161,Food crop production,0.1
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,GD,Closed,674.58118,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,GD,Grenada,0.29,31181,Agricultural education/training,0.14
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,GD,Closed,192.73748,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,GD,Grenada,0.29,31220,Forestry development,0.04
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,GD,Closed,674.58118,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,GD,Grenada,0.29,41010,Environmental policy and administrative management,0.14
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,GD,Closed,192.73748,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,GD,Grenada,0.29,41030,Bio-diversity,0.04
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,GD,Closed,722.76555,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,GD,Grenada,0.29,41081,Environmental education/training,0.15
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,GD,Closed,1686.45295,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,GD,Grenada,0.29,43010,Multisector aid,0.35
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,PH,Closed,192.73748,3,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,Asia,PH,Philippines,0.29,12261,Health education,0.04
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,PH,Closed,481.8437,3,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,Asia,PH,Philippines,0.29,31161,Food crop production,0.1
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,PH,Closed,674.58118,3,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,Asia,PH,Philippines,0.29,31181,Agricultural education/training,0.14
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,PH,Closed,192.73748,3,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,Asia,PH,Philippines,0.29,31220,Forestry development,0.04
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,PH,Closed,674.58118,3,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,Asia,PH,Philippines,0.29,41010,Environmental policy and administrative management,0.14
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,PH,Closed,192.73748,3,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,Asia,PH,Philippines,0.29,41030,Bio-diversity,0.04
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,PH,Closed,722.76555,3,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,Asia,PH,Philippines,0.29,41081,Environmental education/training,0.15
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,PH,Closed,1686.45295,3,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,Asia,PH,Philippines,0.29,43010,Multisector aid,0.35
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,SV,Closed,86.39956,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,SV,El Salvador,0.13,12261,Health education,0.04
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,SV,Closed,215.9989,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,SV,El Salvador,0.13,31161,Food crop production,0.1
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,SV,Closed,302.39846,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,SV,El Salvador,0.13,31181,Agricultural education/training,0.14
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,SV,Closed,86.39956,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,SV,El Salvador,0.13,31220,Forestry development,0.04
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,SV,Closed,302.39846,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,SV,El Salvador,0.13,41010,Environmental policy and administrative management,0.14
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,SV,Closed,86.39956,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,SV,El Salvador,0.13,41030,Bio-diversity,0.04
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,SV,Closed,323.99835,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,SV,El Salvador,0.13,41081,Environmental education/training,0.15
2009/2010,0,1,0,Not PBA,Youth Participation,0.6500000570000001,0,Uncoded,KFM Partnership for Develop. Innovation,Unknown,SV,Closed,755.99615,1,0,0,1,0,0,0,0,2,Information not available,Information not available,Unknown,America,SV,El Salvador,0.13,43010,Multisector aid,0.35
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BD,Closed,2466.496425,3,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,BD,Bangladesh,0.0115,11130,Teacher training,0.05
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BD,Closed,31077.85496,3,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,BD,Bangladesh,0.0115,11330,Vocational training,0.63
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BD,Closed,493.29928499999994,3,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,BD,Bangladesh,0.0115,12110,Health policy and administrative management,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BD,Closed,986.5985699999999,3,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,BD,Bangladesh,0.0115,12181,Medical education/training,0.02
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BD,Closed,493.29928499999994,3,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,BD,Bangladesh,0.0115,12220,Basic health care,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BD,Closed,493.29928499999994,3,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,BD,Bangladesh,0.0115,12240,Basic nutrition,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BD,Closed,1479.8978550000002,3,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,BD,Bangladesh,0.0115,12261,Health education,0.03
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BD,Closed,1973.1971399999998,3,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,BD,Bangladesh,0.0115,12281,Health personnel development,0.04
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BD,Closed,7399.489275,3,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,BD,Bangladesh,0.0115,31181,Agricultural education/training,0.15
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BD,Closed,2466.496425,3,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,BD,Bangladesh,0.0115,41081,Environmental education/training,0.05
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BF,Closed,12289.58654,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BF,Burkina-Faso,0.0573,11130,Teacher training,0.05
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BF,Closed,154848.7903,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BF,Burkina-Faso,0.0573,11330,Vocational training,0.63
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BF,Closed,2457.917307,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BF,Burkina-Faso,0.0573,12110,Health policy and administrative management,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BF,Closed,4915.834614,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BF,Burkina-Faso,0.0573,12181,Medical education/training,0.02
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BF,Closed,2457.917307,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BF,Burkina-Faso,0.0573,12220,Basic health care,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BF,Closed,2457.917307,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BF,Burkina-Faso,0.0573,12240,Basic nutrition,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BF,Closed,7373.751920999999,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BF,Burkina-Faso,0.0573,12261,Health education,0.03
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BF,Closed,9831.669228,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BF,Burkina-Faso,0.0573,12281,Health personnel development,0.04
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BF,Closed,36868.75961,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BF,Burkina-Faso,0.0573,31181,Agricultural education/training,0.15
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BF,Closed,12289.58654,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BF,Burkina-Faso,0.0573,41081,Environmental education/training,0.05
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BJ,Closed,3388.7516100000003,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BJ,Benin,0.0158,11130,Teacher training,0.05
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BJ,Closed,42698.27029,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BJ,Benin,0.0158,11330,Vocational training,0.63
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BJ,Closed,677.750322,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BJ,Benin,0.0158,12110,Health policy and administrative management,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BJ,Closed,1355.500644,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BJ,Benin,0.0158,12181,Medical education/training,0.02
