ss_d,ss_sbclllr_frctn,cnfdnc_scr,dscrptn,ss_rgnsm,ss_strn,vrnt_d,ss_tss,tss_d,cll_d,src_d,ss_tx_d,ss_tp,chmbl_d,td,ss_ctgr,rltnshp_tp,crtd_b,src_ss_d,b_frmt
9091,,1,AUC value after oral dose at a dose of 10 mg/kg in rats.,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL622917,50597,,N,Intermediate,,BAO_0000218
9092,,1,"Maximum plasma concentration in rats at 2 mg/kg, i.v. dose; n/a: not applicable",Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL622918,50597,,N,Intermediate,,BAO_0000218
9093,,1,Maximum plasma concentration in rats when a oral dose of 200 mg/kg was given,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL622919,50597,,N,Intermediate,,BAO_0000218
9094,,1,Maximum plasma concentration was evaluated in rat,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL622920,50597,,N,Intermediate,,BAO_0000218
9095,,1,Maximum plasma concentration was evaluated in vivo in rat at a dose of 5 mg/kg by oral administration,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL622921,50597,,N,Intermediate,,BAO_0000218
9096,,1,Maximum plasma concentration reached by compound was determined after 2 mg/kg (p.o.) administration,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL622922,50597,,N,Intermediate,,BAO_0000218
9097,,1,Maximum plasma concentration reached by compound was determined in rats at 50 mg/kg dose,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL622923,50597,,N,Intermediate,,BAO_0000218
9098,,1,Maximum plasma concentration was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL877604,50597,,N,Intermediate,,BAO_0000218
9099,,1,Maximum plasma concentration was evaluated in rats at an intravenous dose of 3 mg/kg,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL622924,50597,,N,Intermediate,,BAO_0000218
9100,,1,Maximum plasma concentration was evaluated in rats at an oral dose of 30 mg/kg,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL622925,50597,,N,Intermediate,,BAO_0000218
9101,,1,Maximum plasma concentration was measured when a dose of 1 mg/kg is administered orally,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL622926,50597,,N,Intermediate,,BAO_0000218
9102,,1,Maximum plasma concentration (Cmax) in rat (in vivo) at a dose of 10 mg/kg,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL623625,50597,,N,Intermediate,,BAO_0000218
9103,,1,Maximum plasma drug concentration of compound determined in rat after iv administration at a dose of 10 mg/kg,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL623626,50597,,N,Expert,,BAO_0000218
9104,,1,Maximum plasma drug concentration was determined,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL623627,50597,,N,Intermediate,,BAO_0000218
9105,,1,Maximum concentration by intravenous administration of 3.4 mg/kg in rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623628,50597,,N,Intermediate,,BAO_0000218
9106,,1,Mean peak plasma concentration was observed after intravenous administration in rat,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL623629,50597,,N,Intermediate,,BAO_0000218
9107,,1,Mean peak plasma concentration was observed after oral administration in rat,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL623630,50597,,N,Intermediate,,BAO_0000218
9108,,1,Peak concentration (Cmax) at a dose of 10 mg/kg in rats,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623804,50597,,N,Intermediate,,BAO_0000218
9109,,1,Peak concentration (Cmax) at a dose of 20 mg/kg in rats,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623805,50597,,N,Intermediate,,BAO_0000218
9110,,1,Peak oral plasma concentration was determined in rats by oral administration,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL623806,50597,,N,Intermediate,,BAO_0000218
9111,,1,Peak plasma concentration (Cmax) was determined,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL623807,50597,,N,Intermediate,,BAO_0000218
9112,,1,Peak plasma concentration (Cmax) following an oral dose of 20 mg/kg in rats,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL623808,50597,,N,Intermediate,,BAO_0000218
9113,,1,Peak plasma concentration (Cmax) in rats,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL623809,50597,,N,Intermediate,,BAO_0000218
9114,,1,Peak plasma concentration at 1 mg/kg peroral administration,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL623810,50597,,N,Intermediate,,BAO_0000218
9115,,1,Peak plasma concentration in rat,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL623811,50597,,N,Intermediate,,BAO_0000218
9116,,1,"Pharmacokinetic Parameter, Cmax is observed maximum plasma concentration in Female Wistar Rats at 100 mg/kg by po administration",Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL623812,50597,,N,Intermediate,,BAO_0000218
9117,,1,Pharmacokinetic parameter Cmax was measured after administration into rat at 10 mg/kg,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL877605,50597,,N,Intermediate,,BAO_0000218
9118,,1,Pharmacokinetic property (Cmax) in rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623813,50597,,N,Intermediate,,BAO_0000218
9119,,1,Pharmacokinetic property (Cmax) was measured in rat at the dose of 0.32 mg/kg p.o.,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623814,50597,,N,Intermediate,,BAO_0000218
9120,,1,Cmax in rat after 3mg/kg oral dose,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623815,50597,,N,Intermediate,,BAO_0000218
9121,,1,Clearance in Sprague-Dawley rats after 2mg/kg oral dose,Rattus norvegicus,Sprague-Dawley,,,,,1,10116.0,A,CHEMBL623816,50597,,N,Intermediate,,BAO_0000218
9122,,1,Cmax in rats after 20 mg/kg oral dose,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623145,50597,,N,Intermediate,,BAO_0000218
9123,,1,Cmax in rat plasma after 30mg/kg oral dose,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL623146,50597,,N,Intermediate,,BAO_0000218
9124,,1,Plasma concentration after oral administration of 100 mg/kg to rats,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL623147,50597,,N,Intermediate,,BAO_0000218
9125,,1,Tested for concentration in brain after intravenous administration (4.7 mg/kg) to male rats,Rattus norvegicus,,,Brain,955.0,,1,10116.0,A,CHEMBL623042,50597,,N,Intermediate,,BAO_0000218
9126,,1,Tested for the Cmax in rat at 10 mg/kg per orally,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623043,50597,,N,Intermediate,,BAO_0000218
9127,,1,"The Cmax value in female wistar rat at 100 mg/kg, p.o. dose",Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623044,50597,,N,Intermediate,,BAO_0000218
9128,,1,"The Cmax value in male wistar rat at 100 mg/kg, p.o. dose",Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623045,50597,,N,Intermediate,,BAO_0000218
9129,,1,Bioavailability as oral Cmax in rats at 30 mins,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623046,50597,,N,Intermediate,,BAO_0000218
9130,,1,Bioavailability as oral Cmax in rats at 6hr,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623226,50597,,N,Intermediate,,BAO_0000218
9131,,1,The maximum concentration of compound was measured at the dose of 100 umol/kg,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623227,50597,,N,Intermediate,,BAO_0000218
9132,,1,The maximum concentration of compound was measured at the dose of 300 umol/kg,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623228,50597,,N,Intermediate,,BAO_0000218
9133,,1,The maximum concentration of compound was measured at the dose of 30 umol/kg,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623229,50597,,N,Intermediate,,BAO_0000218
9134,,1,The maximum plasma levels for the compounds were determined by LC-MS.,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL623230,50597,,N,Intermediate,,BAO_0000218
9135,,1,mean peak plasma concentration was observed after intravenous administration in rat,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL623231,50597,,N,Intermediate,,BAO_0000218
9136,,1,mean peak plasma concentration was observed after oral administration in rat,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL623232,50597,,N,Intermediate,,BAO_0000218
9137,,1,Concentration in the plasma after intravenous administration of 1 mg/kg in rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623233,50597,,N,Intermediate,,BAO_0000218
9138,,1,Concentration in plasma (portal) following oral dose in rats at 0.25 hr,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623234,50597,,N,Intermediate,,BAO_0000218
9139,,1,Concentration in plasma (portal) following oral dose in rats at 1 hr,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623235,50597,,N,Intermediate,,BAO_0000218
9140,,1,Concentration in plasma (portal) following oral dose in rats at 2 hr,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623236,50597,,N,Intermediate,,BAO_0000218
9141,,1,Concentration in plasma (systemic) following oral dose in rats at 0.25 hr,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623237,50597,,N,Intermediate,,BAO_0000218
9142,,1,Concentration in plasma (systemic) following oral dose in rats at 1 hr,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623238,50597,,N,Intermediate,,BAO_0000218
9143,,1,Concentration in plasma (systemic) following oral dose in rats at 2 hr,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623239,50597,,N,Intermediate,,BAO_0000218
9144,,0,Compound was evaluated for the plasma concentration in rats versus time curves (AUC) in vivo,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL623240,22224,,U,Intermediate,,BAO_0000218
9145,,1,"Concentration (30 mg/kg, p.o.) in rat hypothalamus after 2 hours",Rattus norvegicus,,,Hypothalamus,1898.0,,1,10116.0,A,CHEMBL623241,50597,,N,Intermediate,,BAO_0000218
9146,,1,"Concentration (30 mg/kg, p.o.) in rat hypothalamus after 6 hours",Rattus norvegicus,,,Hypothalamus,1898.0,,1,10116.0,A,CHEMBL623242,50597,,N,Intermediate,,BAO_0000218
9147,,1,"Concentration (30 mg/kg, p.o.) in rat plasma after 2 hours",Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL874394,50597,,N,Intermediate,,BAO_0000218
9148,,1,"Concentration (30 mg/kg, p.o.) in rat plasma after 6 hours",Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623243,50597,,N,Intermediate,,BAO_0000218
9149,,1,Kidney concentration was determined after 5 min. of intravenous administration to rats (n=4) at dose of 20 mg/kg,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL623244,50597,,N,Intermediate,,BAO_0000218
9150,,1,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,Rattus norvegicus,,,Kidney,2113.0,,1,10116.0,A,CHEMBL623245,50597,,N,Intermediate,,BAO_0000218
9151,,1,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,Rattus norvegicus,,,Kidney,2113.0,,1,10116.0,A,CHEMBL623246,50597,,N,Intermediate,,BAO_0000218
9152,,1,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,Rattus norvegicus,,,Kidney,2113.0,,1,10116.0,A,CHEMBL623247,50597,,N,Intermediate,,BAO_0000218
9153,,1,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,Rattus norvegicus,,,Kidney,2113.0,,1,10116.0,A,CHEMBL623248,50597,,N,Intermediate,,BAO_0000218
9154,,1,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,Rattus norvegicus,,,Kidney,2113.0,,1,10116.0,A,CHEMBL623249,50597,,N,Intermediate,,BAO_0000218
9155,,1,Radioactivity distribution in liver of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL625072,50597,,N,Intermediate,,BAO_0000218
9156,,1,Radioactivity distribution in liver of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL625073,50597,,N,Intermediate,,BAO_0000218
9157,,1,Radioactivity distribution in liver of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL625074,50597,,N,Intermediate,,BAO_0000218
9158,,1,Radioactivity distribution in liver of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL625075,50597,,N,Intermediate,,BAO_0000218
9159,,1,Radioactivity distribution in liver of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 120 min.,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL625076,50597,,N,Intermediate,,BAO_0000218
9160,,1,Radioactivity distribution in liver of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL625077,50597,,N,Intermediate,,BAO_0000218
9161,,1,Radioactivity distribution in liver of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL625078,50597,,N,Intermediate,,BAO_0000218
9162,,1,Radioactivity distribution in liver of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL874395,50597,,N,Intermediate,,BAO_0000218
9163,,1,Radioactivity distribution in liver of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL625079,50597,,N,Intermediate,,BAO_0000218
9164,,1,Radioactivity distribution in liver of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL625080,50597,,N,Intermediate,,BAO_0000218
9165,,1,Radioactivity distribution in liver of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL625081,50597,,N,Intermediate,,BAO_0000218
9166,,1,Radioactivity distribution in liver of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL625082,50597,,N,Intermediate,,BAO_0000218
9167,,1,Radioactivity distribution in liver of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL625083,50597,,N,Intermediate,,BAO_0000218
9168,,1,Radioactivity distribution in liver of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL625084,50597,,N,Intermediate,,BAO_0000218
9169,,1,Radioactivity distribution in liver of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL625085,50597,,N,Intermediate,,BAO_0000218
9170,,1,Radioactivity distribution in liver of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL625086,50597,,N,Intermediate,,BAO_0000218
9171,,1,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL625087,50597,,N,Intermediate,,BAO_0000218
9172,,1,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL625088,50597,,N,Intermediate,,BAO_0000218
9173,,1,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL622205,50597,,N,Intermediate,,BAO_0000218
9174,,1,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL622206,50597,,N,Intermediate,,BAO_0000218
9175,,1,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL622207,50597,,N,Intermediate,,BAO_0000218
9176,,1,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL622366,50597,,N,Intermediate,,BAO_0000218
9177,,1,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL622367,50597,,N,Intermediate,,BAO_0000218
9178,,1,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL875331,50597,,N,Intermediate,,BAO_0000218
9179,,1,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL622368,50597,,N,Intermediate,,BAO_0000218
9180,,1,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,Rattus norvegicus,,,Lung,2048.0,,1,10116.0,A,CHEMBL622369,50597,,N,Intermediate,,BAO_0000218
9181,,1,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,Rattus norvegicus,,,Lung,2048.0,,1,10116.0,A,CHEMBL622370,50597,,N,Intermediate,,BAO_0000218
9182,,1,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,Rattus norvegicus,,,Lung,2048.0,,1,10116.0,A,CHEMBL622371,50597,,N,Intermediate,,BAO_0000218
9183,,1,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,Rattus norvegicus,,,Lung,2048.0,,1,10116.0,A,CHEMBL622372,50597,,N,Intermediate,,BAO_0000218
9184,,1,Radioactivity distribution in lung of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,Rattus norvegicus,,,Lung,2048.0,,1,10116.0,A,CHEMBL622373,50597,,N,Intermediate,,BAO_0000218
9185,,1,Radioactivity distribution in lung of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,Rattus norvegicus,,,Lung,2048.0,,1,10116.0,A,CHEMBL622374,50597,,N,Intermediate,,BAO_0000218
9186,,1,Radioactivity distribution in lung of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,Rattus norvegicus,,,Lung,2048.0,,1,10116.0,A,CHEMBL622375,50597,,N,Intermediate,,BAO_0000218
9187,,1,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min.,Rattus norvegicus,,,Lung,2048.0,,1,10116.0,A,CHEMBL622376,50597,,N,Intermediate,,BAO_0000218
9188,,1,Radioactivity distribution in lung of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,Rattus norvegicus,,,Lung,2048.0,,1,10116.0,A,CHEMBL622377,50597,,N,Intermediate,,BAO_0000218
9189,,1,Radioactivity distribution in lung of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,Rattus norvegicus,,,Lung,2048.0,,1,10116.0,A,CHEMBL622378,50597,,N,Intermediate,,BAO_0000218
9190,,1,Radioactivity distribution in lung of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,Rattus norvegicus,,,Lung,2048.0,,1,10116.0,A,CHEMBL622379,50597,,N,Intermediate,,BAO_0000218
9191,,1,Radioactivity distribution in lung of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,Rattus norvegicus,,,Lung,2048.0,,1,10116.0,A,CHEMBL622380,50597,,N,Intermediate,,BAO_0000218
9192,,1,Radioactivity distribution in lung of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,Rattus norvegicus,,,Lung,2048.0,,1,10116.0,A,CHEMBL622381,50597,,N,Intermediate,,BAO_0000218
9193,,1,Radioactivity distribution in lung of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,Rattus norvegicus,,,Lung,2048.0,,1,10116.0,A,CHEMBL622382,50597,,N,Intermediate,,BAO_0000218
9194,,1,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 120 min,Rattus norvegicus,,,Lung,2048.0,,1,10116.0,A,CHEMBL622383,50597,,N,Intermediate,,BAO_0000218
9195,,1,pH of the gastric juice (Control value = 1.44+/-0.01) of stomach content of pylorus ligated rats was measured ( 5 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),Rattus norvegicus,,,Stomach,945.0,,1,10116.0,A,CHEMBL875332,50597,,N,Intermediate,,BAO_0000218
9196,,1,pH of the gastric juice (Control value = 1.44+/-0.01) of stomach content of pylorus ligated rats was measured (10 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),Rattus norvegicus,,,Stomach,945.0,,1,10116.0,A,CHEMBL622384,50597,,N,Intermediate,,BAO_0000218
9197,,1,pH of the gastric juice (control value = 1.39+/-0.02) of stomach content of pylorus ligated rats was measured (2.5 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),Rattus norvegicus,,,Stomach,945.0,,1,10116.0,A,CHEMBL622385,50597,,N,Intermediate,,BAO_0000218
9198,,1,pH of the gastric juice (control value = 1.39+/-0.02) of stomach content of pylorus ligated rats was measured (5 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),Rattus norvegicus,,,Stomach,945.0,,1,10116.0,A,CHEMBL622386,50597,,N,Intermediate,,BAO_0000218
9199,,1,The compound was tested for the plasma binding in rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL622387,50597,,N,Intermediate,,BAO_0000218
9200,,1,"Plasma concentration after intravenous aministration at 1hr, (1 mg/kg, n=3)",Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL622388,50597,,N,Intermediate,,BAO_0000218
9201,,1,"Plasma concentration after intravenous aministration at 30 min. (1 mg/kg, n=3)",Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL622389,50597,,N,Intermediate,,BAO_0000218
9202,,1,"Plasma concentration after intravenous aministration at 60 min. (1 mg/kg, n=3)",Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL622390,50597,,N,Intermediate,,BAO_0000218
9203,,1,Plasma concentration after oral aministration at 1 hr. (10 mg/kg),Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL622391,50597,,N,Intermediate,,BAO_0000218
9204,,1,Plasma concentration after oral aministration at 2 hr. (10 mg/kg),Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL622392,50597,,N,Intermediate,,BAO_0000218
9205,,1,Plasma concentration after oral aministration at 4 hr. (10 mg/kg),Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL622393,50597,,N,Intermediate,,BAO_0000218
9206,,1,Plasma level at 2 hr after administration of the compound,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL622394,50597,,N,Intermediate,,BAO_0000218
9207,,1,plasma level at 2 hr after administration of the compound,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL622395,50597,,N,Intermediate,,BAO_0000218
9208,,1,Stability in rat serum measured as % recovery at 1 min,Rattus norvegicus,,,Serum,1977.0,,1,10116.0,A,CHEMBL622396,50597,,N,Intermediate,,BAO_0000218
9209,,1,Stability in rat serum measured as % recovery at 10 min,Rattus norvegicus,,,Serum,1977.0,,1,10116.0,A,CHEMBL624894,50597,,N,Intermediate,,BAO_0000218
9210,,1,Stability in rat serum measured as % recovery at 10 mins,Rattus norvegicus,,,Serum,1977.0,,1,10116.0,A,CHEMBL624895,50597,,N,Intermediate,,BAO_0000218
9211,,1,Stability in rat serum measured as % recovery at 2 hr,Rattus norvegicus,,,Serum,1977.0,,1,10116.0,A,CHEMBL624058,50597,,N,Intermediate,,BAO_0000218
9212,,1,Stability in rat serum measured as % recovery at 3 min,Rattus norvegicus,,,Serum,1977.0,,1,10116.0,A,CHEMBL624059,50597,,N,Intermediate,,BAO_0000218
9213,,1,Stability in rat serum measured as % recovery at 3 mins,Rattus norvegicus,,,Serum,1977.0,,1,10116.0,A,CHEMBL624060,50597,,N,Intermediate,,BAO_0000218
9214,,1,Stability in rat serum measured as % recovery at 5 min,Rattus norvegicus,,,Serum,1977.0,,1,10116.0,A,CHEMBL624061,50597,,N,Intermediate,,BAO_0000218
9215,,1,Stability in rat serum measured as % recovery at 5 mins,Rattus norvegicus,,,Serum,1977.0,,1,10116.0,A,CHEMBL624062,50597,,N,Intermediate,,BAO_0000218
9216,,1,Alpha-elimination half-life in Male Sprague-Dawley rats after intravenous administration at a dose of 10 mg/kg,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL624063,50597,,N,Intermediate,,BAO_0000218
9217,,1,Beta-elimination half-life in Male Sprague-Dawley rats after intravenous administration at a dose of 10 mg/kg,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL624064,50597,,N,Intermediate,,BAO_0000218
9218,,1,Half life in plasma was determined against ovariectomized rats; t 1/2 (h) is short in plasma,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL624065,50597,,N,Intermediate,,BAO_0000218
9219,,1,Half life in plasma was determined against ovariectomized rats; t1/2 is longer in plasma.,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL624066,50597,,N,Intermediate,,BAO_0000218
9220,,1,Half life tested in mature male rat at a dose of 30 mg/kg,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL877490,50597,,N,Intermediate,,BAO_0000218
9221,,1,Half life after intravenous administration of 1 mg/kg in rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL874442,50597,,N,Intermediate,,BAO_0000218
9222,,1,Half life period after administration (30 mg/kg) in rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL626890,50597,,N,Intermediate,,BAO_0000218
9223,,1,Half life period in rat after 5 mg/Kg dose,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL626891,50597,,N,Intermediate,,BAO_0000218
9224,,1,Half life period in rat after 5 mg/kg dose,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL626892,50597,,N,Intermediate,,BAO_0000218
9225,,1,Half life period was determined,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL626893,50597,,N,Intermediate,,BAO_0000218
9226,,1,Half life period was evaluated in rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL626894,50597,,N,Intermediate,,BAO_0000218
