assays_ASSI,assays_CI,assays_CURAB,assays_TII,assays_ASSSUBCEFRAC,assays_ASSTY,assays_SASSI,assays_ASSTI,assays_ASORG,assays_VARI,assays_CONFSCO,assays_DOI,assays_SRI,assays_BFO,assays_CHI,assays_ASST,assays_ASTI,assays_ASCET,assays_T,assays_RELATITY
10031,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,5334,1,BAO_0000218,CHEMBL625874,,Plasma,,50597,N
10032,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,5334,1,BAO_0000218,CHEMBL625875,,Plasma,,50597,N
10033,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,5334,1,BAO_0000218,CHEMBL625876,,Plasma,,50597,N
10034,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,5334,1,BAO_0000218,CHEMBL631258,,Plasma,,50597,N
10035,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,4956,1,BAO_0000218,CHEMBL631259,,Plasma,,50597,N
10036,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,4956,1,BAO_0000218,CHEMBL631260,,Plasma,,50597,N
10037,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL631261,,Blood,,50597,N
10038,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL631262,,Blood,,50597,N
10039,,Intermediate,178.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL631263,,Blood,,50597,N
10040,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL631264,,,,50597,N
10041,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL631265,,,,50597,N
10042,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL631266,,,,50597,N
10043,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL631267,,,,50597,N
10044,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL631268,,,,50597,N
10045,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL631269,,,,50597,N
10046,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL631270,,,,50597,N
10047,,Intermediate,948.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL631271,,Heart,,50597,N
10048,,Intermediate,948.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL631272,,Heart,,50597,N
10049,,Intermediate,948.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL631273,,Heart,,50597,N
10050,,Intermediate,948.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL631274,,Heart,,50597,N
10051,,Intermediate,948.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL631275,,Heart,,50597,N
10052,,Intermediate,948.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626984,,Heart,,50597,N
10053,,Intermediate,948.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626985,,Heart,,50597,N
10054,,Intermediate,2107.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626986,,Liver,,50597,N
10055,,Intermediate,2107.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626987,,Liver,,50597,N
10056,,Intermediate,2107.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626988,,Liver,,50597,N
10057,,Intermediate,2107.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626989,,Liver,,50597,N
10058,,Intermediate,2107.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626990,,Liver,,50597,N
10059,,Intermediate,2107.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626991,,Liver,,50597,N
10060,,Intermediate,2107.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626992,,Liver,,50597,N
10061,,Intermediate,2048.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626993,,Lung,,50597,N
10062,,Intermediate,2048.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL874593,,Lung,,50597,N
10063,,Intermediate,2048.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626994,,Lung,,50597,N
10064,,Intermediate,2048.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626995,,Lung,,50597,N
10065,,Intermediate,2048.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626190,,Lung,,50597,N
10066,,Intermediate,2048.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626191,,Lung,,50597,N
10067,,Intermediate,2048.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626364,,Lung,,50597,N
10068,,Intermediate,2046.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626365,,Thyroid gland,,50597,N
10069,,Intermediate,2046.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626366,,Thyroid gland,,50597,N
10070,,Intermediate,2046.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626367,,Thyroid gland,,50597,N
10071,,Intermediate,2046.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626368,,Thyroid gland,,50597,N
10072,,Intermediate,2046.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626369,,Thyroid gland,,50597,N
10073,,Intermediate,2046.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626370,,Thyroid gland,,50597,N
10074,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4498,1,BAO_0000218,CHEMBL626371,,,,50597,N
10075,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4498,1,BAO_0000218,CHEMBL626372,,,,50597,N
10076,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,3603,1,BAO_0000218,CHEMBL626373,,,,50597,N
10077,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6215,1,BAO_0000218,CHEMBL626374,,,,50597,N
10078,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5710,1,BAO_0000218,CHEMBL626375,,,,50597,N
10079,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5710,1,BAO_0000218,CHEMBL626376,,,,50597,N
10080,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5676,1,BAO_0000218,CHEMBL626377,,,,50597,N
10081,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17667,1,BAO_0000218,CHEMBL626378,,,,50597,N
10082,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17667,1,BAO_0000218,CHEMBL626379,,,,50597,N
10083,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6848,1,BAO_0000218,CHEMBL626380,,,,50597,N
10084,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6848,1,BAO_0000218,CHEMBL626381,,,,50597,N
10085,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17267,1,BAO_0000218,CHEMBL626382,,,,50597,N
10086,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6362,1,BAO_0000218,CHEMBL626383,,,,50597,N
10087,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17671,1,BAO_0000218,CHEMBL874652,,,,50597,N
10088,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17671,1,BAO_0000218,CHEMBL626384,,,,50597,N
10089,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4333,1,BAO_0000218,CHEMBL626385,,,,50597,N
10090,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6077,1,BAO_0000218,CHEMBL626386,,,,50597,N
10091,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,3278,1,BAO_0000218,CHEMBL626387,,,,50597,N
10092,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5964,1,BAO_0000218,CHEMBL626388,,,,50597,N
10093,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4884,1,BAO_0000218,CHEMBL626389,,,,50597,N
10094,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4905,1,BAO_0000218,CHEMBL626390,,,,50597,N
10095,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4884,1,BAO_0000218,CHEMBL626391,,,,50597,N
10096,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6850,1,BAO_0000218,CHEMBL626392,,,,50597,N
10097,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,2864,1,BAO_0000218,CHEMBL626393,,,,50597,N
10098,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5780,1,BAO_0000218,CHEMBL623026,,,,50597,N
10099,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,1465,1,BAO_0000218,CHEMBL623027,,,,50597,N
10100,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5199,1,BAO_0000218,CHEMBL623028,,,,50597,N
10101,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5765,1,BAO_0000218,CHEMBL623029,,,,50597,N
10102,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5765,1,BAO_0000218,CHEMBL623030,,,,50597,N
10103,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6518,1,BAO_0000218,CHEMBL623031,,,,50597,N
10104,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6518,1,BAO_0000218,CHEMBL623032,,,,50597,N
10105,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6518,1,BAO_0000218,CHEMBL623033,,,,50597,N
10106,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6518,1,BAO_0000218,CHEMBL623034,,,,50597,N
10107,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,2083,1,BAO_0000218,CHEMBL623035,,,,50597,N
10108,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17260,1,BAO_0000218,CHEMBL623036,,,,50597,N
10109,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4956,1,BAO_0000218,CHEMBL623037,,,,50597,N
10110,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4368,1,BAO_0000218,CHEMBL623038,,,,50597,N
10111,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,17752,1,BAO_0000218,CHEMBL874385,,Plasma,,50597,N
10112,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,1446,1,BAO_0000218,CHEMBL623039,,,,50597,N
10113,,Intermediate,,,A,,9443.0,Primates,,0,2891,1,BAO_0000218,CHEMBL623040,,,,22224,U
10114,,Intermediate,,,A,,9443.0,Primates,,0,2891,1,BAO_0000218,CHEMBL623041,,,,22224,U
10115,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6672,1,BAO_0000218,CHEMBL623741,,,,50597,N
10116,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6673,1,BAO_0000218,CHEMBL623742,,,,50597,N
10117,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17655,1,BAO_0000218,CHEMBL623743,,,,50597,N
10118,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17796,1,BAO_0000218,CHEMBL623744,,,,50597,N
10119,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17853,1,BAO_0000218,CHEMBL623745,,,,50597,N
10120,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4521,1,BAO_0000218,CHEMBL623746,,,,50597,N
10121,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4940,1,BAO_0000218,CHEMBL623747,,,,50597,N
10122,,Intermediate,,,A,,10116.0,Rattus norvegicus,,0,2891,1,BAO_0000218,CHEMBL623748,,,,22224,U
10123,,Intermediate,,,A,,10116.0,Rattus norvegicus,,0,2891,1,BAO_0000218,CHEMBL623916,,,,22224,U
10124,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4521,1,BAO_0000218,CHEMBL623917,,,,50597,N
10125,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17686,1,BAO_0000218,CHEMBL623918,,,,50597,N
10126,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17796,1,BAO_0000218,CHEMBL874386,,,,50597,N
10127,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,17796,1,BAO_0000218,CHEMBL623919,,Plasma,,50597,N
10128,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5064,1,BAO_0000218,CHEMBL623920,,,,50597,N
10129,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5147,1,BAO_0000218,CHEMBL623148,,,,50597,N
10130,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,1916,1,BAO_0000218,CHEMBL623149,,,,50597,N
10131,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6049,1,BAO_0000218,CHEMBL623150,,,,50597,N
10132,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,1445,1,BAO_0000218,CHEMBL623151,,,,50597,N
10133,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,1445,1,BAO_0000218,CHEMBL623152,,,,50597,N
10134,,Expert,,,F,,10116.0,Rattus norvegicus,,1,2862,1,BAO_0000218,CHEMBL623153,,,,50597,N
10135,,Expert,,,F,,10116.0,Rattus norvegicus,,1,2862,1,BAO_0000218,CHEMBL623154,,,,50597,N
10136,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4194,1,BAO_0000218,CHEMBL623155,,,,50597,N
10137,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4194,1,BAO_0000218,CHEMBL623156,,,,50597,N
10138,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5486,1,BAO_0000218,CHEMBL623157,,,,50597,N
10139,401.0,Intermediate,2107.0,,A,,10116.0,Rattus norvegicus,,1,17582,1,BAO_0000218,CHEMBL623158,,Liver,Hepatocyte,50597,N
10140,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5600,1,BAO_0000218,CHEMBL623159,,,,50597,N
10141,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,14294,1,BAO_0000218,CHEMBL874390,,,,50597,N
10142,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,14294,1,BAO_0000218,CHEMBL623160,,,,50597,N
10143,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,14294,1,BAO_0000218,CHEMBL623161,,,,50597,N
10144,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17847,1,BAO_0000218,CHEMBL623162,,,,50597,N
10145,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL623163,,,,50597,N
10146,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL623164,,,,50597,N
10147,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL623165,,,,50597,N
10148,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL623166,,,,50597,N
10149,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL624983,,,,50597,N
10150,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL624984,,,,50597,N
10151,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL624985,,,,50597,N
10152,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL622970,,,,50597,N
10153,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL622971,,,,50597,N
10154,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL622972,,,,50597,N
10155,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL622973,,,,50597,N
10156,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL622974,,,,50597,N
10157,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL622975,,,,50597,N
10158,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL622976,,,,50597,N
10159,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL622977,,,,50597,N
10160,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL624351,,,,50597,N
10161,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL624352,,,,50597,N
10162,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL624353,,,,50597,N
10163,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL622397,,,,50597,N
10164,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL622398,,,,50597,N
10165,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL622399,,,,50597,N
10166,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL622400,,,,50597,N
10167,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL628428,,,,50597,N
10168,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL628590,,,,50597,N
10169,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL628591,,,,50597,N
10170,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL628592,,,,50597,N
10171,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL628593,,,,50597,N
10172,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL875333,,,,50597,N
10173,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,11020,1,BAO_0000218,CHEMBL628594,,,,50597,N
10174,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,4969,1,BAO_0000218,CHEMBL628595,,Plasma,,50597,N
10175,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,6737,1,BAO_0000218,CHEMBL628596,,Plasma,,50597,N
10176,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,6737,1,BAO_0000218,CHEMBL628597,,Plasma,,50597,N
10177,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,5089,1,BAO_0000218,CHEMBL628598,,Plasma,,50597,N
10178,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,5089,1,BAO_0000218,CHEMBL628599,,Plasma,,50597,N
10179,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,1466,1,BAO_0000218,CHEMBL628600,,,,50597,N
10180,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,1466,1,BAO_0000218,CHEMBL628601,,,,50597,N
10181,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4950,1,BAO_0000218,CHEMBL628602,,,,50597,N
10182,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,2412,1,BAO_0000218,CHEMBL628603,,,,50597,N
10183,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,2412,1,BAO_0000218,CHEMBL628604,,,,50597,N
10184,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,2412,1,BAO_0000218,CHEMBL628605,,,,50597,N
10185,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,2412,1,BAO_0000218,CHEMBL628606,,,,50597,N
10186,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,2412,1,BAO_0000218,CHEMBL628607,,,,50597,N
10187,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,15022,1,BAO_0000218,CHEMBL628608,,,,50597,N
10188,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,15022,1,BAO_0000218,CHEMBL628609,,,,50597,N
10189,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,406,1,BAO_0000218,CHEMBL628610,,Plasma,,50597,N
10190,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,15078,1,BAO_0000218,CHEMBL873819,,,,50597,N
10191,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,15078,1,BAO_0000218,CHEMBL628611,,,,50597,N
10192,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5247,1,BAO_0000218,CHEMBL628612,,,,50597,N
10193,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5041,1,BAO_0000218,CHEMBL628613,,,,50597,N
10194,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5041,1,BAO_0000218,CHEMBL628614,,,,50597,N
10195,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5041,1,BAO_0000218,CHEMBL628615,,,,50597,N
10196,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5041,1,BAO_0000218,CHEMBL628616,,,,50597,N
10197,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,3918,1,BAO_0000218,CHEMBL627924,,Plasma,,50597,N
10198,,Intermediate,2107.0,,A,,10116.0,Rattus norvegicus,,1,2906,1,BAO_0000218,CHEMBL627925,,Liver,,50597,N
10199,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6467,1,BAO_0000218,CHEMBL627926,,,,50597,N
10200,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5510,1,BAO_0000218,CHEMBL627927,,,,50597,N
10201,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,3788,1,BAO_0000218,CHEMBL627928,,,,50597,N
10202,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17796,1,BAO_0000218,CHEMBL627539,,,,50597,N
10203,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,12873,1,BAO_0000218,CHEMBL876790,,Plasma,,50597,N
10204,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5983,1,BAO_0000218,CHEMBL858186,,,,50597,N
10205,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,15765,1,BAO_0000218,CHEMBL627540,,,,50597,N
10206,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,2661,1,BAO_0000218,CHEMBL627541,,,,50597,N
10207,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,2661,1,BAO_0000218,CHEMBL627715,,,,50597,N
10208,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,429,1,BAO_0000218,CHEMBL627716,,,,50597,N
10209,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17655,1,BAO_0000218,CHEMBL627717,,,,50597,N
10210,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17717,1,BAO_0000218,CHEMBL627718,,,,50597,N
10211,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17717,1,BAO_0000218,CHEMBL627719,,,,50597,N
10212,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17717,1,BAO_0000218,CHEMBL627720,,,,50597,N
10213,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6570,1,BAO_0000218,CHEMBL627721,,,,50597,N
10214,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,6570,1,BAO_0000218,CHEMBL627722,,,,50597,N
10215,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5978,1,BAO_0000218,CHEMBL627723,,,,50597,N
10216,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5978,1,BAO_0000218,CHEMBL626058,,,,50597,N
10217,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5978,1,BAO_0000218,CHEMBL626059,,,,50597,N
10218,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5978,1,BAO_0000218,CHEMBL626060,,,,50597,N
10219,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,17720,1,BAO_0000218,CHEMBL626061,,Plasma,,50597,N
10220,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4723,1,BAO_0000218,CHEMBL876791,,,,50597,N
10221,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4723,1,BAO_0000218,CHEMBL626062,,,,50597,N
10222,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4756,1,BAO_0000218,CHEMBL626063,,,,50597,N
10223,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,4756,1,BAO_0000218,CHEMBL626064,,,,50597,N
10224,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,17720,1,BAO_0000218,CHEMBL626065,,Plasma,,50597,N
10225,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,17720,1,BAO_0000218,CHEMBL626066,,Plasma,,50597,N
10226,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,1466,1,BAO_0000218,CHEMBL626067,,,,50597,N
10227,,Intermediate,,,F,,10116.0,Rattus norvegicus,,1,7449,1,BAO_0000218,CHEMBL626068,,,,50597,N
10228,,Intermediate,,,F,,10116.0,Rattus norvegicus,,1,7449,1,BAO_0000218,CHEMBL626069,,,,50597,N
10229,,Intermediate,,,F,,10116.0,Rattus norvegicus,,1,7449,1,BAO_0000218,CHEMBL626070,,,,50597,N
10230,,Intermediate,,,F,,10116.0,Rattus norvegicus,,1,7449,1,BAO_0000218,CHEMBL626071,,,,50597,N
10231,,Intermediate,,,F,,10116.0,Rattus norvegicus,,1,7449,1,BAO_0000218,CHEMBL626072,,,,50597,N
10232,,Intermediate,,,F,,10116.0,Rattus norvegicus,,1,7449,1,BAO_0000218,CHEMBL626073,,,,50597,N
10233,,Intermediate,2046.0,,A,,10116.0,Rattus norvegicus,,1,7768,1,BAO_0000218,CHEMBL626741,,Thyroid gland,,50597,N
10234,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17655,1,BAO_0000218,CHEMBL626742,,,,50597,N
10235,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17735,1,BAO_0000218,CHEMBL626743,,,,50597,N
10236,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5960,1,BAO_0000218,CHEMBL876792,,,,50597,N
10237,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,17735,1,BAO_0000218,CHEMBL626744,,,,50597,N
10238,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,7116,1,BAO_0000218,CHEMBL626745,,,,50597,N
10239,,Intermediate,1969.0,,A,,10116.0,Rattus norvegicus,,1,4878,1,BAO_0000218,CHEMBL626746,,Plasma,,50597,N
10240,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5939,1,BAO_0000218,CHEMBL626747,,,,50597,N
10241,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,5939,1,BAO_0000218,CHEMBL626748,,,,50597,N
10242,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,16367,1,BAO_0000218,CHEMBL626749,,,,50597,N
10243,,Intermediate,,,A,,10116.0,Rattus norvegicus,,1,16366,1,BAO_0000218,CHEMBL626750,,,,50597,N
