variant_id,doc_id,confidence_score,bao_format,description,tid,assay_test_type,assay_tissue,chembl_id,curated_by,assay_tax_id,assay_subcellular_fraction,relationship_type,assay_category,assay_type,assay_id,assay_strain,cell_id,assay_organism,src_id,src_assay_id,tissue_id,assay_cell_type
,15267,8,BAO_0000357,Inhibition of [3H]- 8-OH-DAPT binding against human recombinant 5-hydroxytryptamine 1A receptor,51,,,CHEMBL615934,Autocuration,,,H,,B,879,,,,1,,,
,16532,8,BAO_0000357,The binding affinity at the 5-hydroxytryptamine 1A receptor determined using [3H]5-CT; Not tested,51,,,CHEMBL615935,Autocuration,,,H,,B,880,,,,1,,,
,6563,8,BAO_0000019,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",51,,,CHEMBL615936,Autocuration,,,H,,F,881,,,,1,,,
,4751,8,BAO_0000219,Ability to displace [3H]-8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor at a concentration of 1 uM,51,,,CHEMBL615937,Autocuration,,,H,,B,882,,449.0,,1,,,CHO
,15463,8,BAO_0000357,Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor,51,,,CHEMBL615938,Autocuration,,,H,,B,883,,,,1,,,
,3805,8,BAO_0000357,In vitro binding affinity against human 5-hydroxytryptamine 1A receptor at a concentration of 100 (nM),51,,,CHEMBL615797,Autocuration,,,H,,B,884,,,,1,,,
,5640,8,BAO_0000357,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,,CHEMBL615798,Autocuration,,,H,,B,885,,,,1,,,
,6563,8,BAO_0000357,Inhibition of [3H]8-OH-DPAT binding to human 5-hydroxytryptamine 1A receptor at 1000 nM compound concentration,51,,,CHEMBL872870,Autocuration,,,H,,B,886,,,,1,,,
,5548,8,BAO_0000357,Inhibitory activity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand at 100 nM concentration,51,,,CHEMBL615799,Autocuration,,,H,,B,887,,,,1,,,
,6347,8,BAO_0000357,Percent binding affinity against 5-hydroxytryptamine 1A receptor,51,,,CHEMBL615800,Autocuration,,,H,,B,888,,,,1,,,
,17296,8,BAO_0000219,Intrinsic activity for human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,51,,,CHEMBL615801,Autocuration,,,H,,F,889,,722.0,,1,,,HEK293
,13047,8,BAO_0000019,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit jugular vein assay in the absence of endothelium,51,,,CHEMBL615802,Autocuration,,,H,,B,890,,,,1,,,
,15740,8,BAO_0000357,Dissociation constant against human 5-hydroxytryptamine 1A receptor receptor,51,,,CHEMBL615803,Autocuration,,,H,,B,891,,,,1,,,
,5640,8,BAO_0000019,"Inhibition of 5-HT induced [35S]GTP-gamma-S, binding at human cloned 5-HT 1A receptors.",51,,,CHEMBL835002,Expert,,,H,,F,892,,,,1,,,
,5640,8,BAO_0000019,"5-hydroxytryptamine 1A receptor antagonism was evaluated by the ability to inhibit [35S]GTP-gamma-S, binding that was induced by 5-HT; Ki (nM): not determined",51,,,CHEMBL615804,Autocuration,,,H,,F,893,,,,1,,,
,17211,8,BAO_0000219,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor,51,,,CHEMBL615805,Expert,,,H,,B,894,,308.0,,1,,,HeLa
,4751,8,BAO_0000219,Ability to displace [3H]8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor,51,,,CHEMBL615806,Autocuration,,,H,,B,895,,449.0,,1,,,CHO
,6491,9,BAO_0000357,Affinity towards human 5-hydroxytryptamine 1A serotonin receptor,51,,,CHEMBL615807,Expert,9606.0,,D,,B,896,,,Homo sapiens,1,,,
,4707,8,BAO_0000357,Binding affinity towards human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT-as radioligand,51,,,CHEMBL615808,Autocuration,,,H,,B,897,,,,1,,,
,13910,9,BAO_0000357,Binding affinity against 5-hydroxytryptamine 1A receptor,51,,,CHEMBL615809,Expert,9606.0,,D,,B,898,,,Homo sapiens,1,,,
,16190,8,BAO_0000219,Binding affinity against 5-hydroxytryptamine 1A receptor in HeLa cells was determined using [3H]5-HT,51,,,CHEMBL615810,Autocuration,,,H,,B,899,,308.0,,1,,,HeLa
,16633,8,BAO_0000357,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,,CHEMBL615811,Autocuration,,,H,,B,900,,,,1,,,
,11898,8,BAO_0000219,Binding affinity against [3H]- -8-OH-DPAT -labeled 5-hydroxytryptamine 1A sites in cloned CHO cells,51,,,CHEMBL615812,Autocuration,,,H,,B,901,,449.0,,1,,,CHO
,11898,8,BAO_0000219,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,51,,,CHEMBL615751,Autocuration,,,H,,B,902,,449.0,,1,,,CHO
,14331,8,BAO_0000357,Binding affinity against human 5-hydroxytryptamine 1A receptor,51,,,CHEMBL615752,Autocuration,,,H,,B,903,,,,1,,,
,17624,8,BAO_0000219,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand,51,,,CHEMBL615753,Expert,,,H,,B,904,,449.0,,1,,,CHO
,17624,8,BAO_0000219,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand; nd=not determined,51,,,CHEMBL615754,Autocuration,,,H,,B,905,,449.0,,1,,,CHO
,3307,8,BAO_0000357,Binding affinity of compound to human 5-hydroxytryptamine 1A receptor,51,,,CHEMBL615755,Autocuration,,,H,,B,906,,,,1,,,
,6563,9,BAO_0000219,Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells,51,,,CHEMBL615756,Expert,9606.0,,D,,B,907,,449.0,Homo sapiens,1,,,CHO
,14165,8,BAO_0000019,Binding affinity for 5-hydroxytryptamine 1A receptor in HeLa transfected cell type using [3H]8-OH-DPAT as radioligand,51,,,CHEMBL615757,Autocuration,,,H,,B,908,,,,1,,,
,5732,8,BAO_0000357,Binding affinity towards cloned human 5-hydroxytryptamine 1A receptor was determined,51,,,CHEMBL615758,Autocuration,,,H,,B,909,,,,1,,,
,13366,8,BAO_0000357,In vitro affinity at human cloned 5-hydroxytryptamine 1A receptor by [3H]8-OH-DPAT displacement.,51,,,CHEMBL615759,Expert,,,H,,B,910,,,,1,,,
,17626,8,BAO_0000357,Binding affinity towards human 5-hydroxytryptamine 1A receptor,51,,,CHEMBL615760,Autocuration,,,H,,B,911,,,,1,,,
,6588,8,BAO_0000219,Binding affinity towards human 5-hydroxytryptamine 1A receptor by the displacement of [3H]5-HT radioligand from the cloned receptor expressed in HeLa cells,51,,,CHEMBL615761,Expert,,,H,,B,912,,308.0,,1,,,HeLa
,16209,8,BAO_0000357,Binding affinity towards human 5-hydroxytryptamine 1A receptor was determined using [3H]-5-HT as radioligand,51,,,CHEMBL872104,Autocuration,,,H,,B,913,,,,1,,,
,15463,8,BAO_0000357,Binding affinity towards recombinant human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,51,,,CHEMBL615762,Autocuration,,,H,,B,914,,,,1,,,
,15463,8,BAO_0000357,Binding affinity towards recombinant human Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,51,,,CHEMBL615763,Autocuration,,,H,,B,915,,,,1,,,
,14770,8,BAO_0000357,Binding affinity for recombinant human 5-hydroxytryptamine 1A receptor using [3H]5-HT as radioligand.,51,,,CHEMBL615764,Autocuration,,,H,,B,916,,,,1,,,
,16245,8,BAO_0000219,Binding affinity on human cloned 5-hydroxytryptamine 1A receptor transfected in human cell lines (He La),51,,,CHEMBL615765,Autocuration,,,H,,B,917,,1167.0,,1,,,Cell line
,16245,8,BAO_0000019,Binding affinity on human cloned 5-hydroxytryptamine 1A receptor transfected in human cell lines(He La),51,,,CHEMBL615766,Autocuration,,,H,,B,918,,,,1,,,
,5548,8,BAO_0000357,Binding affinity towards 5-HT1A receptor using [3H]8-OH-DPAT as radioligand,51,,,CHEMBL615767,Autocuration,,,H,,B,919,,,,1,,,
,5548,8,BAO_0000357,Binding affinity was determined towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,,CHEMBL615768,Expert,,,H,,B,920,,,,1,,,
,5548,8,BAO_0000357,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,,CHEMBL615769,Autocuration,,,H,,B,921,,,,1,,,
,6876,8,BAO_0000357,Binding affinity was evaluated at 5-hydroxytryptamine 1A receptor labeled with [3H]-8-OH-DPAT,51,,,CHEMBL615770,Expert,,,H,,B,922,,,,1,,,
,2598,8,BAO_0000357,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,,CHEMBL615771,Autocuration,,,H,,B,923,,,,1,,,
,17785,8,BAO_0000357,Binding affinity to human 5-hydroxytryptamine 1A receptor was measured using [3H]-8-hydroxy-2-(di-n-propylamine) tetraline [3H]8-OH-DPAT) as radioligand,51,,,CHEMBL615772,Expert,,,H,,B,924,,,,1,,,
,6013,8,BAO_0000357,Binding affinity towards 5-hydroxytryptamine 1A receptor,51,,,CHEMBL615773,Autocuration,,,H,,B,925,,,,1,,,
,5929,8,BAO_0000357,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand,51,,,CHEMBL615774,Expert,,,H,,B,926,,,,1,,,
,16633,8,BAO_0000357,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,,CHEMBL615775,Autocuration,,,H,,B,927,,,,1,,,
,1558,8,BAO_0000357,Binding affinity towards cloned human 5-hydroxytryptamine 1A receptor was determined,51,,,CHEMBL615776,Autocuration,,,H,,B,928,,,,1,,,
,16026,8,BAO_0000357,Binding affinity towards human cloned 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,,CHEMBL615777,Expert,,,H,,B,929,,,,1,,,
,12469,8,BAO_0000219,Binding affinity was measured on 5-hydroxytryptamine 1A receptor in AK cells transfected with human 5-HT1A gene labeled with [3H]-8-OH-DPAT,51,,,CHEMBL615778,Autocuration,,,H,,B,930,,,,1,,,
,15874,9,BAO_0000357,Binding affinity was measured on cloned Human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,51,,,CHEMBL615779,Expert,9606.0,,D,,B,931,,,Homo sapiens,1,,,
,15874,8,BAO_0000357,Binding affinity was measured on cloned human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,51,,,CHEMBL615780,Autocuration,,,H,,B,932,,,,1,,,
,3935,8,BAO_0000357,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1A receptor,51,,,CHEMBL616298,Autocuration,,,H,,B,933,,,,1,,,
,15818,8,BAO_0000357,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1A receptor,51,,,CHEMBL616299,Autocuration,,,H,,B,934,,,,1,,,
,13706,8,BAO_0000219,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells.,51,,,CHEMBL616300,Autocuration,,,H,,B,935,,485.0,,1,,,CHO-K1
,13729,8,BAO_0000219,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1A receptor in CHO-K1 cells,51,,,CHEMBL616301,Expert,,,H,,F,936,,485.0,,1,,,CHO-K1
,15413,8,BAO_0000019,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor,51,,,CHEMBL616302,Autocuration,,,H,,B,937,,,,1,,,
,15413,8,BAO_0000019,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 1),51,,,CHEMBL616117,Autocuration,,,H,,B,938,,,,1,,,
,15413,8,BAO_0000019,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 2),51,,,CHEMBL616118,Autocuration,,,H,,B,939,,,,1,,,
,15413,8,BAO_0000019,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor by Panlabs assay,51,,,CHEMBL616119,Autocuration,,,H,,B,940,,,,1,,,
,3445,9,BAO_0000219,Displacement of specific [3H]- 5-HT binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells,51,,,CHEMBL616120,Expert,9606.0,,D,,B,941,,308.0,Homo sapiens,1,,,HeLa
,15740,8,BAO_0000357,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor,51,,,CHEMBL616121,Autocuration,,,H,,B,942,,,,1,,,
,15740,8,BAO_0000357,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor receptor,51,,,CHEMBL616122,Autocuration,,,H,,B,943,,,,1,,,
,17626,8,BAO_0000357,In vitro binding affinity tested on human 5-hydroxytryptamine 1A receptor,51,,,CHEMBL616123,Autocuration,,,H,,B,944,,,,1,,,
,4234,9,BAO_0000357,In vitro binding affinity to human 5-hydroxytryptamine 1A receptor,51,,,CHEMBL616124,Expert,9606.0,,D,,B,945,,,Homo sapiens,1,,,
,5640,8,BAO_0000357,In vitro binding affinity at 5-hydroxytryptamine 1A receptor by [3H]8-OH-DPAT displacement.,51,,,CHEMBL616125,Expert,,,H,,B,946,,,,1,,,
,5272,8,BAO_0000357,In vitro binding affinity towards Human 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT,51,,,CHEMBL616126,Expert,10116.0,,H,,B,947,,,Rattus norvegicus,1,,,
,4622,8,BAO_0000219,In vitro binding affinity towards cloned human 5-hydroxytryptamine 1A receptor expressed in Chinese hamster ovary (CHO) cells using [3H]8-OH-DPAT as radioligand,51,,,CHEMBL616127,Autocuration,,,H,,B,948,,449.0,,1,,,CHO
,17085,8,BAO_0000019,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1A receptor,51,,,CHEMBL616128,Expert,,,H,,B,949,,,,1,,,
,3025,8,BAO_0000357,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand,51,,,CHEMBL616129,Autocuration,,,H,,B,950,,,,1,,,
,15315,8,BAO_0000357,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1A receptor,51,,,CHEMBL616130,Expert,,,H,,B,951,,,,1,,,
,15267,8,BAO_0000357,Inhibition of [3H]- OH-DPAT binding against 5-hydroxytryptamine 1A receptor from human recombinant,51,,,CHEMBL616131,Autocuration,,,H,,B,952,,,,1,,,
,17158,8,BAO_0000219,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor serotonergic receptor in human HeLa cells,51,,,CHEMBL616132,Autocuration,,,H,,B,953,,308.0,,1,,,HeLa
,14214,9,BAO_0000219,Receptor binding affinity for cloned human 5-hydroxytryptamine 1A receptor in HeLa cells,51,,,CHEMBL616133,Expert,9606.0,,D,,B,954,,308.0,Homo sapiens,1,,,HeLa
,17133,8,BAO_0000357,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,,CHEMBL616134,Autocuration,,,H,,B,955,,,,1,,,
,16532,8,BAO_0000357,The binding affinity at the 5-hydroxytryptamine 1A receptor determined using [3H]5-CT,51,,,CHEMBL616135,Autocuration,,,H,,B,956,,,,1,,,
,2391,9,BAO_0000357,Affinity for 5-hydroxytryptamine 1A receptor subtype,51,,,CHEMBL616136,Expert,9606.0,,D,,B,957,,,Homo sapiens,1,,,
,14447,8,BAO_0000019,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1A receptor from cloned Human membranes,51,,,CHEMBL616137,Autocuration,,,H,,B,958,,,,1,,,
,14447,8,BAO_0000019,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1A receptor from cloned Human membranes.,51,,,CHEMBL872105,Autocuration,,,H,,B,959,,,,1,,,
,15086,8,BAO_0000357,The compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor receptor,51,,,CHEMBL616138,Autocuration,,,H,,B,960,,,,1,,,
,13051,9,BAO_0000357,Binding affinity for cloned human 5-hydroxytryptamine 1A receptor,51,,,CHEMBL616139,Expert,9606.0,,D,,B,961,,,Homo sapiens,1,,,
,16026,8,BAO_0000019,"Ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor; Not active",51,,,CHEMBL616140,Autocuration,,,H,,F,962,,,,1,,,
,17085,8,BAO_0000019,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1A receptor; ND means not determined,51,,,CHEMBL616141,Expert,,,H,,B,963,,,,1,,,
,17133,8,BAO_0000357,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,51,,,CHEMBL616142,Autocuration,,,H,,B,964,,,,1,,,
,17133,8,BAO_0000357,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand; ND means Not determined,51,,,CHEMBL616143,Autocuration,,,H,,B,965,,,,1,,,
,17211,8,BAO_0000219,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,51,,,CHEMBL616144,Autocuration,,,H,,B,966,,308.0,,1,,,HeLa
,17211,8,BAO_0000219,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT=not tested,51,,,CHEMBL616145,Autocuration,,,H,,B,967,,308.0,,1,,,HeLa
,17211,8,BAO_0000219,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,51,,,CHEMBL616012,Autocuration,,,H,,B,968,,308.0,,1,,,HeLa
,17211,8,BAO_0000219,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,51,,,CHEMBL616013,Autocuration,,,H,,B,969,,308.0,,1,,,HeLa
,16394,8,BAO_0000019,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",51,,,CHEMBL616014,Autocuration,,,H,,F,970,,,,1,,,
,16394,8,BAO_0000019,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",51,,,CHEMBL616015,Autocuration,,,H,,F,971,,,,1,,,
,16394,8,BAO_0000019,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",51,,,CHEMBL616016,Autocuration,,,H,,F,972,,,,1,,,
,16394,8,BAO_0000218,Antagonist induction of hypothermia by 8-OH-DPAT in 5-hydroxytryptamine 1A receptor after subcutaneous administration; NT is not tested,51,In vivo,,CHEMBL616017,Autocuration,,,H,,F,973,,,,1,,,
,16394,8,BAO_0000019,Binding affinity at human 5-hydroxytryptamine 1A receptor by inhibition of [3H]-8-OH-DPAT binding in Chinese hamster ovary cell line; NT is not tested,51,,,CHEMBL616018,Autocuration,,,H,,B,974,,,,1,,,
,15740,8,BAO_0000019,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor receptor; Not tested,51,,,CHEMBL616019,Autocuration,,,H,,F,975,,,,1,,,
,15740,8,BAO_0000019,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor; Not tested,51,,,CHEMBL616020,Autocuration,,,H,,F,976,,,,1,,,
,15740,8,BAO_0000357,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor,51,,,CHEMBL858018,Autocuration,,,H,,B,977,,,,1,,,
,17296,8,BAO_0000219,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,51,,,CHEMBL616021,Autocuration,,,H,,F,978,,722.0,,1,,,HEK293
,5640,8,BAO_0000019,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at 1 uM.",51,,,CHEMBL616022,Expert,,,H,,F,979,,,,1,,,
,5640,8,BAO_0000019,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; ND means Not determined",51,,,CHEMBL616023,Autocuration,,,H,,F,980,,,,1,,,
,5640,8,BAO_0000019,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; ND means not determined",51,,,CHEMBL616024,Autocuration,,,H,,F,981,,,,1,,,
,5640,8,BAO_0000019,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; Not determined",51,,,CHEMBL616025,Autocuration,,,H,,F,982,,,,1,,,
,2759,8,BAO_0000219,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,51,,,CHEMBL616026,Autocuration,,,H,,F,983,,449.0,,1,,,CHO
,16394,8,BAO_0000019,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT",51,,,CHEMBL616027,Autocuration,,,H,,F,984,,,,1,,,
,16394,9,BAO_0000019,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared to 5-HT",51,,,CHEMBL616028,Expert,9606.0,,D,,F,985,,,Homo sapiens,1,,,
,3445,9,BAO_0000019,Percent efficacy against human 5-hydroxytryptamine 1A receptor relative to maximal 5-HT response,51,,,CHEMBL616029,Expert,9606.0,,D,,F,986,,,Homo sapiens,1,,,
,4316,8,BAO_0000219,Binding affinity for 5-hydroxytryptamine 1A receptor was determined by incubating human 5-hydroxytryptamine 1A receptor transfected CHO cells with [3H]8-OH-DPAT,51,,,CHEMBL616030,Expert,,,H,,B,987,,449.0,,1,,,CHO
,4316,8,BAO_0000019,In vitro inhibition of [3H]8-OH-DPAT binding to human cloned 5-hydroxytryptamine 1A receptor on CHO cell membranes.,51,,,CHEMBL616031,Expert,,,H,,B,988,,,,1,,,
,15180,9,BAO_0000019,Agonist efficacy on 5-hydroxytryptamine 1A receptor subtype,51,,,CHEMBL616032,Expert,9606.0,,D,,F,989,,,Homo sapiens,1,,,
,15180,9,BAO_0000019,Agonist efficacy on 5-hydroxytryptamine 1A receptor subtype,51,,,CHEMBL616033,Expert,9606.0,,D,,F,990,,,Homo sapiens,1,,,
,15042,8,BAO_0000019,Maximum binding affinity was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,51,,,CHEMBL616034,Autocuration,,,H,,F,991,,,,1,,,
,15042,8,BAO_0000019,Maximum binding affinity was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,51,,,CHEMBL616035,Autocuration,,,H,,F,992,,,,1,,,
,15042,8,BAO_0000019,Maximum binding affinity was evaluated as ([35S]GTP binding on cloned human 5-hydroxytryptamine 1A receptor,51,,,CHEMBL616036,Autocuration,,,H,,F,993,,,,1,,,
,15042,8,BAO_0000019,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,51,,,CHEMBL616037,Autocuration,,,H,,F,994,,,,1,,,
,15042,8,BAO_0000019,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,51,,,CHEMBL616038,Autocuration,,,H,,F,995,,,,1,,,
,15042,8,BAO_0000019,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,51,,,CHEMBL616039,Autocuration,,,H,,F,996,,,,1,,,
,15042,8,BAO_0000019,Agonist efficacy was evaluated as [35S]GTP binding on cloned human 5-hydroxytryptamine 1A receptor,51,,,CHEMBL616040,Autocuration,,,H,,F,997,,,,1,,,
,15180,9,BAO_0000219,Concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,51,,,CHEMBL616041,Expert,9606.0,,D,,F,998,,308.0,Homo sapiens,1,,,HeLa
,15180,9,BAO_0000219,Negative logarithm of concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,51,,,CHEMBL616042,Expert,9606.0,,D,,F,999,,308.0,Homo sapiens,1,,,HeLa
,15180,9,BAO_0000219,Negative logarithm of concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,51,,,CHEMBL616043,Expert,9606.0,,D,,F,1000,,308.0,Homo sapiens,1,,,HeLa
,16245,8,BAO_0000019,"Potency (pD2) for the stimulation of [35S]GTP-gamma-S, binding on 5-hydroxytryptamine 1A receptor",51,,,CHEMBL616044,Autocuration,,,H,,F,1001,,,,1,,,
,16026,8,BAO_0000019,"Ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",51,,,CHEMBL616045,Autocuration,,,H,,F,1002,,,,1,,,
,17296,8,BAO_0000219,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,51,,,CHEMBL616046,Autocuration,,,H,,F,1003,,722.0,,1,,,HEK293
,2759,8,BAO_0000219,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 2),51,,,CHEMBL616047,Autocuration,,,H,,F,1004,,449.0,,1,,,CHO
,2759,8,BAO_0000219,Compound was tested for its potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells,51,,,CHEMBL616048,Autocuration,,,H,,F,1005,,449.0,,1,,,CHO
,2759,9,BAO_0000219,Potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 1),51,,,CHEMBL616049,Expert,9606.0,,D,,F,1006,,449.0,Homo sapiens,1,,,CHO
,2759,8,BAO_0000219,Compound was tested for its potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 2),51,,,CHEMBL616050,Autocuration,,,H,,F,1007,,449.0,,1,,,CHO
,15419,8,BAO_0000219,In vitro effective concentration required to inhibit forskolin-stimulated cAMP levels in HA7 cells expressing human 5-HT1A receptor,51,,,CHEMBL616051,Expert,,,H,,F,1008,,,,1,,,
,15419,8,BAO_0000219,In vitro effective concentration required to inhibit forskolin-stimulated cAMP levels in HA7 cells expressing human 5-HT1A receptor; Not tested,51,,,CHEMBL616212,Autocuration,,,H,,F,1009,,,,1,,,
,16026,8,BAO_0000019,"ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",51,,,CHEMBL616213,Autocuration,,,H,,F,1010,,,,1,,,
,1414,8,BAO_0000219,Ability to bind to 5-hydroxytryptamine 1A receptor from cloned human expressed in Ha7 cells,51,In vitro,,CHEMBL616214,Expert,,,H,,B,1011,,,,1,,,
