ss_tp,ss_tx_d,ss_sbclllr_frctn,chmbl_d,ss_rgnsm,dscrptn,vrnt_d,dc_d,rltnshp_tp,cll_d,crtd_b,ss_ctgr,ss_strn,ss_tss,tss_d,ss_cll_tp,src_d,cnfdnc_scr,src_ss_d,b_frmt,ss_d,ss_tst_tp,td
A,10116.0,,CHEMBL624201,Rattus norvegicus,Compound was evaluated for pharmacokinetic parameter maximum time period,,4891,N,,Intermediate,,,,,,1,1,,BAO_0000218,7782,In vivo,50597
A,10116.0,,CHEMBL872528,Rattus norvegicus,Evaluated for pharmacokinetic parameter tmax in rat at the dose 50 mg/kg,,429,N,,Intermediate,,,,,,1,1,,BAO_0000218,7783,In vivo,50597
A,10116.0,,CHEMBL624202,Rattus norvegicus,In vivo Tmax was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,,5974,N,,Intermediate,,,,,,1,1,,BAO_0000218,7784,In vivo,50597
A,10116.0,,CHEMBL624203,Rattus norvegicus,In vivo Tmax was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,,5974,N,,Intermediate,,,,,,1,1,,BAO_0000218,7785,In vivo,50597
A,10116.0,,CHEMBL624350,Rattus norvegicus,In vivo Tmax was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,,5974,N,,Intermediate,,,,,,1,1,,BAO_0000218,7786,In vivo,50597
A,10116.0,,CHEMBL621320,Rattus norvegicus,In vivo Tmax was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,,5974,N,,Intermediate,,,,,,1,1,,BAO_0000218,7787,In vivo,50597
A,10116.0,,CHEMBL621321,Rattus norvegicus,In vivo maximum time required for clearance of compound after oral (po) administration at a dose of 10 mg/kg was measured in rats,,17582,N,,Intermediate,,,,,,1,1,,BAO_0000218,7788,In vivo,50597
A,10116.0,,CHEMBL621322,Rattus norvegicus,Maximum time (Tmax) required to reach Cmax in rats,,4026,N,,Intermediate,,,,,,1,1,,BAO_0000218,7789,,50597
A,10116.0,,CHEMBL621323,Rattus norvegicus,Maximum time constant was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,,4890,N,,Intermediate,,,,,,1,1,,BAO_0000218,7790,In vivo,50597
A,10116.0,,CHEMBL621324,Rattus norvegicus,Maximum time of clearance of compound in rats after peroral administration,,6571,N,,Intermediate,,,,,,1,1,,BAO_0000218,7791,In vivo,50597
A,10116.0,,CHEMBL621325,Rattus norvegicus,Maximum time at the dose of 2 mg/kg in rat,,4727,N,,Intermediate,,,,,,1,1,,BAO_0000218,7792,,50597
A,10116.0,,CHEMBL875837,Rattus norvegicus,Maximum time to achieve peak plasma concentration was determined in rat at 1 mg/kg,,17651,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7793,In vivo,50597
A,10116.0,,CHEMBL621326,Rattus norvegicus,Maximum time to achieve peak plasma concentration was determined in rat at 10 mg/kg,,17651,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7794,In vivo,50597
A,10116.0,,CHEMBL621327,Rattus norvegicus,Tmax in Guinea pig (PO dose),,14465,N,,Intermediate,,,,,,1,1,,BAO_0000218,7795,In vivo,50597
A,10116.0,,CHEMBL621328,Rattus norvegicus,"Pharmacokinetic Parameter, Tmax is the time at which maximum concentration (Cmax) is reached in Female Wistar Rats at 100 mg/kg by po administration",,14941,N,,Intermediate,,,,,,1,1,,BAO_0000218,7796,In vivo,50597
A,10116.0,,CHEMBL621329,Rattus norvegicus,Pharmacokinetic parameter (Tmax) in rat,,5960,N,,Intermediate,,,,,,1,1,,BAO_0000218,7797,In vivo,50597
A,10116.0,,CHEMBL621330,Rattus norvegicus,Pharmacokinetic parameter (Tmax) was estimated,,5022,N,,Intermediate,,,,,,1,1,,BAO_0000218,7798,In vivo,50597
A,10116.0,,CHEMBL621331,Rattus norvegicus,Pharmacokinetic property (Tmax) in rat,,4408,N,,Intermediate,,,,,,1,1,,BAO_0000218,7799,In vivo,50597
A,10116.0,,CHEMBL621332,Rattus norvegicus,Pharmacokinetic property (Tmax) was measured in rat at the dose of 0.32 mg/kg p.o.,,5983,N,,Intermediate,,,,,,1,1,,BAO_0000218,7800,In vivo,50597
A,10116.0,,CHEMBL621333,Rattus norvegicus,T max in Rat at a oral dose of 5 mg/kg,,4689,N,,Intermediate,,,,,,1,1,,BAO_0000218,7801,In vivo,50597
A,10116.0,,CHEMBL621334,Rattus norvegicus,T max was determined at 10 mg/kg po dose in rats,,2792,N,,Intermediate,,,,,,1,1,,BAO_0000218,7802,In vivo,50597
A,10090.0,,CHEMBL621335,Mus musculus,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (run time 7 hr),,15011,N,,Intermediate,,,,,,1,1,,BAO_0000218,7803,,50594
A,9615.0,,CHEMBL621336,Canis lupus familiaris,Area under curve was evaluated after intravenous injection of 1 mg/kg of compound in dogs,,14180,N,,Intermediate,,,,,,1,1,,BAO_0000218,7804,,50588
A,10116.0,,CHEMBL621337,Rattus norvegicus,Area under curve was evaluated after intravenous injection of 1 mg/kg of compound in rats,,14180,N,,Intermediate,,,,,,1,1,,BAO_0000218,7805,,50597
A,9615.0,,CHEMBL621338,Canis lupus familiaris,Area under curve was measured after i.v. administration into Beagle dog.,,14599,N,,Intermediate,,,,,,1,1,,BAO_0000218,7806,,50588
A,9615.0,,CHEMBL875838,Canis lupus familiaris,Area under curve was measured after iv administration into Beagle dog,,14599,N,,Intermediate,,,,,,1,1,,BAO_0000218,7807,,50588
A,9615.0,,CHEMBL621339,Canis lupus familiaris,Area under curve was measured after po administration into Beagle dog,,14599,N,,Intermediate,,,,,,1,1,,BAO_0000218,7808,,50588
A,9615.0,,CHEMBL621340,Canis lupus familiaris,Area under curve was measured after po administration into Beagle dog.,,14599,N,,Intermediate,,,,,,1,1,,BAO_0000218,7809,,50588
A,,,CHEMBL621341,,Area under curve was measured at peroral dose of 3 mg/kg,,15675,U,,Autocuration,,,,,,1,0,,BAO_0000218,7810,,22224
A,,,CHEMBL621342,,Area under curve was measured by using concentration Vs time,,12706,U,,Autocuration,,,,,,1,0,,BAO_0000019,7811,,22224
A,,,CHEMBL621343,,Area under curve was measured by using concentration Vs time; not tested,,12706,U,,Autocuration,,,,,,1,0,,BAO_0000019,7812,,22224
A,10090.0,,CHEMBL621344,Mus musculus,Area under curve(AUC) was measured in mice after oral administration (50 mg/kg),,9750,N,,Intermediate,,,,,,1,1,,BAO_0000218,7813,,50594
A,10090.0,,CHEMBL621345,Mus musculus,Area under curve(AUC) was measured in mice after oral administration.,,9750,N,,Intermediate,,,,,,1,1,,BAO_0000218,7814,,50594
A,,,CHEMBL621346,,Area under curve(AUC) value of the compound,,14691,U,,Autocuration,,,,,,1,0,,BAO_0000019,7815,,22224
A,,,CHEMBL621347,,Area under curve(AUC) value of the compound in dogs at 0.5 mg/kg dose upon oral administration,,14691,U,,Autocuration,,,,,,1,0,,BAO_0000218,7816,,22224
A,9615.0,,CHEMBL621348,Canis lupus familiaris,Area under curve(AUC) value of the compound in dogs at 1 mg/kg dose upon oral administration,,14691,N,,Intermediate,,,,,,1,1,,BAO_0000218,7817,,50588
A,,,CHEMBL621349,,Area under curve(carotid artery) was determined by the availability in blood,,2939,U,,Autocuration,,,Blood,178.0,,1,0,,BAO_0000019,7818,,22224
A,,,CHEMBL621350,,Area under curve(carotid artery) was determined by the availability in blood; ND means no data,,2939,U,,Autocuration,,,Blood,178.0,,1,0,,BAO_0000019,7819,,22224
A,,,CHEMBL875839,,Area under curve(carotid artery) was determined by the availability in blood; No data,,2939,U,,Autocuration,,,Blood,178.0,,1,0,,BAO_0000019,7820,,22224
A,,,CHEMBL620211,,Area under curve(portal vein) was determined by the availability in blood,,2939,U,,Autocuration,,,Blood,178.0,,1,0,,BAO_0000019,7821,,22224
A,,,CHEMBL620212,,Area under curve(portal vein) was determined by the availability in blood; ND means no data,,2939,U,,Autocuration,,,Blood,178.0,,1,0,,BAO_0000019,7822,,22224
A,,,CHEMBL620213,,Area under curve(portal vein) was determined by the availability in blood; No data,,2939,U,,Autocuration,,,Blood,178.0,,1,0,,BAO_0000019,7823,,22224
A,9544.0,,CHEMBL620214,Macaca mulatta,"Area under plasma concentration vs time curve observed in Rhesus monkeys after, iv administration of single 30 mg/kg dose",,9552,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7824,,50797
A,9544.0,,CHEMBL620215,Macaca mulatta,"Area under plasma concentration vs time curve observed in Rhesus monkeys after, iv administration of single 30 mg/kg dose",,9552,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7825,,50797
A,9544.0,,CHEMBL620216,Macaca mulatta,Area under plasma concentration vs time curve observed in Rhesus monkeys after oral administration of single 30 mg/kg dose,,9552,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7826,,50797
A,9615.0,,CHEMBL620888,Canis lupus familiaris,"Area under plasma concentration vs time curve observed in female mongrel dogs after, iv administration of single 15 mg/kg dose",,9552,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7827,,50588
A,9615.0,,CHEMBL620889,Canis lupus familiaris,"Area under plasma concentration vs time curve observed in female mongrel dogs after, oral administration of single 15 mg/kg dose",,9552,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7828,,50588
A,,,CHEMBL620890,,Area under plasma concentration vs time curve observed in rats for 0-3 h,,9552,U,,Autocuration,,,Plasma,1969.0,,1,0,,BAO_0000019,7829,,22224
A,10116.0,,CHEMBL620891,Rattus norvegicus,Area under plasma time curve determined in male rat,,11911,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7830,,50597
A,,,CHEMBL620892,,Area under the MAP curve measured over 5 min.,,16618,U,,Autocuration,,,,,,1,0,,BAO_0000019,7831,,22224
A,10090.0,,CHEMBL621079,Mus musculus,Area under the concentration time curve (AUC) taken for 0-24 hr was measured when administered through iv route in mice,,14387,N,,Intermediate,,,,,,1,1,,BAO_0000218,7832,,50594
A,10090.0,,CHEMBL621080,Mus musculus,Area under the concentration time curve (AUC) taken for 0-24 hr was measured when administered through oral route in mice,,14387,N,,Intermediate,,,,,,1,1,,BAO_0000218,7833,,50594
A,9615.0,,CHEMBL621081,Canis lupus familiaris,Area under the concentration vs time curve in dog at 10 mg/kg oral dose,,12836,N,,Intermediate,,,,,,1,1,,BAO_0000218,7834,,50588
A,10026.0,,CHEMBL621082,Cricetinae,Area under the concentration vs time curve in hamster at 10 mg/kg oral dose,,12836,N,,Intermediate,,,,,,1,1,,BAO_0000218,7835,,100712
A,10116.0,,CHEMBL621083,Rattus norvegicus,Area under the concentration vs time curve in rat at 10 mg/kg oral dose,,12836,N,,Intermediate,,,,,,1,1,,BAO_0000218,7836,,50597
A,9615.0,,CHEMBL621084,Canis lupus familiaris,Area under the concentration-time curve from time zero to infinity after intravenous administration of 2.5 mg/kg in dogs,,14339,N,,Intermediate,,,,,,1,1,,BAO_0000218,7837,,50588
A,9615.0,,CHEMBL621085,Canis lupus familiaris,Area under the concentration-time curve from time zero to infinity in oral (5 mg/kg) fasted dogs,,14339,N,,Intermediate,,,,,,1,1,,BAO_0000218,7838,,50588
A,9615.0,,CHEMBL621086,Canis lupus familiaris,Area under the concentration-time curve from time zero to infinity in oral (5 mg/kg) fed dogs,,14339,N,,Intermediate,,,,,,1,1,,BAO_0000218,7839,,50588
A,9615.0,,CHEMBL621087,Canis lupus familiaris,Area under the concentration/ time determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),,10524,N,,Intermediate,,,,,,1,1,,BAO_0000218,7840,,50588
A,9615.0,,CHEMBL622607,Canis lupus familiaris,Area under the concentration/ time in plasma after oral administration in dog (25 mg/kg),,9994,N,,Intermediate,,,,,,1,1,,BAO_0000218,7841,,50588
A,9615.0,,CHEMBL622608,Canis lupus familiaris,Serum AUC in marmosets (IV dose),,11325,N,,Intermediate,,,,,,1,1,,BAO_0000218,7842,,50588
A,,,CHEMBL624481,,Area under the curve after intravenous administration at a dose of 10 umol/kg,,12536,U,,Autocuration,,,,,,1,0,,BAO_0000019,7843,,22224
A,,,CHEMBL624482,,Area under the curve after intravenous administration at a dose of 2 umol/kg,,12536,U,,Autocuration,,,,,,1,0,,BAO_0000019,7844,,22224
A,,,CHEMBL624483,,Area under the curve after intravenous administration at a dose of 4 umol/kg,,12536,U,,Autocuration,,,,,,1,0,,BAO_0000019,7845,,22224
A,,,CHEMBL624484,,Area under the curve after intravenous administration at a dose of 40 umol/kg,,12536,U,,Autocuration,,,,,,1,0,,BAO_0000019,7846,,22224
A,,,CHEMBL624485,,Area under the curve after intravenous administration at a dose of 5 umol/kg,,12536,U,,Autocuration,,,,,,1,0,,BAO_0000019,7847,,22224
A,10116.0,,CHEMBL624486,Rattus norvegicus,Area under the curve for fumarate salt was evaluated in F344 Rats.,,15556,N,,Intermediate,,,,,,1,1,,BAO_0000218,7848,,50597
A,,,CHEMBL624487,,Area under the curve for the compound was calculated.,,2809,U,,Autocuration,,,,,,1,0,,BAO_0000019,7849,,22224
A,,,CHEMBL624488,,Area under the curve in concentration/ time,,9511,U,,Autocuration,,,,,,1,0,,BAO_0000019,7850,,22224
A,10116.0,,CHEMBL624489,Rattus norvegicus,Area under the curve administered intraintestinal in rats.,,12818,N,,Intermediate,,,,,,1,1,,BAO_0000218,7851,,50597
A,10116.0,,CHEMBL625184,Rattus norvegicus,Area under the curve administered intravenously in rats.,,12818,N,,Intermediate,,,,,,1,1,,BAO_0000218,7852,,50597
A,,,CHEMBL625185,,Area under the curve during intravenous administration,,15118,U,,Autocuration,,,,,,1,0,,BAO_0000019,7853,,22224
A,,,CHEMBL875954,,Area under the curve during intravenous administration; Not determined,,15118,U,,Autocuration,,,,,,1,0,,BAO_0000019,7854,,22224
A,,,CHEMBL625186,,Area under the curve during systemic administration,,15118,U,,Autocuration,,,,,,1,0,,BAO_0000019,7855,,22224
A,,,CHEMBL625187,,Area under the curve during systemic administration; Not determined,,15118,U,,Autocuration,,,,,,1,0,,BAO_0000019,7856,,22224
A,,,CHEMBL625188,,Area under the curve was calculated for the compound.,,2632,U,,Autocuration,,,,,,1,0,,BAO_0000019,7857,,22224
A,9615.0,,CHEMBL625189,Canis lupus familiaris,Area under the curve was determined after intravenous administration of 1.8 mg/kg in male Beagle dogs,,14346,N,,Intermediate,,,,,,1,1,,BAO_0000218,7858,,50588
A,9615.0,,CHEMBL625190,Canis lupus familiaris,Area under the curve was determined after intravenous administration of 10 mg/kg in male Beagle dogs,,14346,N,,Intermediate,,,,,,1,1,,BAO_0000218,7859,,50588
A,10116.0,,CHEMBL621733,Rattus norvegicus,Area under the curve was determined after intravenous administration of 2.5 mg/kg in male Dawley rats,,14346,N,,Intermediate,,,,,,1,1,,BAO_0000218,7860,,50597
A,10116.0,,CHEMBL621734,Rattus norvegicus,Area under the curve was determined after intravenous administration of 2.6 mg/kg in male Dawley rats,,14346,N,,Intermediate,,,,,,1,1,,BAO_0000218,7861,,50597
A,10116.0,,CHEMBL621735,Rattus norvegicus,C6h was measured as concentration obtained after 6 hr of oral administration in air pouch exudate after oral administration to male F344 rats,,11149,N,,Intermediate,,,,,,1,1,,BAO_0000218,7862,,50597
A,10116.0,,CHEMBL621736,Rattus norvegicus,Clearance of the drug was measured in the plasma of rat; No data,,17796,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7863,,50597
A,10116.0,,CHEMBL621737,Rattus norvegicus,The pharmacokinetic parameter plasma clearance in vivo in rats,,5247,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7864,,50597
A,10116.0,,CHEMBL621738,Rattus norvegicus,Plasma clearance at the dose of 2 mg/kg in rat,,4727,N,,Intermediate,,,,,,1,1,,BAO_0000218,7865,,50597
A,10116.0,,CHEMBL622806,Rattus norvegicus,CL (clearance) of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,,5654,N,,Intermediate,,,,,,1,1,,BAO_0000218,7866,In vivo,50597
A,10116.0,,CHEMBL623519,Rattus norvegicus,CL (clearance) of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,,5654,N,,Intermediate,,,,,,1,1,,BAO_0000218,7867,In vivo,50597
A,10116.0,,CHEMBL623520,Rattus norvegicus,CL at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,17260,N,,Intermediate,,,,,,1,1,,BAO_0000218,7868,In vivo,50597
A,10116.0,,CHEMBL623521,Rattus norvegicus,Clearance measured after intravenous bolus administration of 50 mg/kg of compound to rats,,17065,N,,Intermediate,,,,,,1,1,,BAO_0000218,7869,In vivo,50597
A,10116.0,,CHEMBL623522,Rattus norvegicus,Clearance in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,,17671,N,,Intermediate,,,,,,1,1,,BAO_0000218,7870,In vivo,50597
A,10116.0,,CHEMBL623523,Rattus norvegicus,Clearance rate in rat,,6672,N,,Intermediate,,,,,,1,1,,BAO_0000218,7871,In vivo,50597
A,10116.0,,CHEMBL623690,Rattus norvegicus,Clearance rate in rat,,6673,N,,Intermediate,,,,,,1,1,,BAO_0000218,7872,In vivo,50597
A,10116.0,,CHEMBL623691,Rattus norvegicus,Clearance (Cl) of compound (10 mg/kg) after iv administration was determined in Sprague-Dawley rat,,5978,N,,Intermediate,,,,,,1,1,,BAO_0000218,7873,In vivo,50597
A,10116.0,,CHEMBL623692,Rattus norvegicus,Clearance (Cl) of compound (9.83 mg/kg) after iv administration was determined in Sprague-Dawley rat,,5978,N,,Intermediate,,,,,,1,1,,BAO_0000218,7874,In vivo,50597
A,10116.0,,CHEMBL623693,Rattus norvegicus,Clearance (Cl) of compound (9.84 mg/kg) after iv administration was determined in Sprague-Dawley rat,,5978,N,,Intermediate,,,,,,1,1,,BAO_0000218,7875,In vivo,50597
A,10116.0,,CHEMBL623694,Rattus norvegicus,Clearance (Cl) of compound (9.92 mg/kg) after iv administration was determined in Sprague-Dawley rat,,5978,N,,Intermediate,,,,,,1,1,,BAO_0000218,7876,In vivo,50597
A,10116.0,,CHEMBL623695,Rattus norvegicus,Clearance of compound after iv administration of 20 mg/kg dose in rat,,4413,N,,Intermediate,,,,,,1,1,,BAO_0000218,7877,In vivo,50597
A,10116.0,,CHEMBL623696,Rattus norvegicus,Compound was evaluated for clearance after treatment with iv dose of 1 mgkg to female wistar rats,,2661,N,,Intermediate,,,,,,1,1,,BAO_0000218,7878,In vivo,50597
A,10116.0,,CHEMBL623697,Rattus norvegicus,Compound was evaluated for clearance after treatment with iv dose of 1 mgkg to male wistar rats,,2661,N,,Intermediate,,,,,,1,1,,BAO_0000218,7879,In vivo,50597
A,9544.0,,CHEMBL623698,Macaca mulatta,Compound was tested for its plasma clearance rate in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,,5005,U,,Intermediate,,,Plasma,1969.0,,1,0,,BAO_0000218,7880,In vivo,22224
A,10116.0,,CHEMBL623699,Rattus norvegicus,Compound was tested for its plasma clearance rate in Sprague Dawley rats,,5005,U,,Intermediate,,,Plasma,1969.0,,1,0,,BAO_0000218,7881,In vivo,22224
A,10116.0,,CHEMBL623700,Rattus norvegicus,Mean (%CV) PK parameters for CL(mL/min/kg).,,15765,N,,Intermediate,,,,,,1,1,,BAO_0000218,7882,In vivo,50597
A,10116.0,,CHEMBL623701,Rattus norvegicus,Pharmacokinetic studies were carried out to determine the clearance after administration at 20 mg/kg intravenously in rat,,3747,N,,Intermediate,,,,,,1,1,,BAO_0000218,7883,In vivo,50597
A,10116.0,,CHEMBL623702,Rattus norvegicus,Pharmacokinetic parameter plasma clearance was determined at when a dose of 1 mg/kg is administered,,16366,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7884,In vivo,50597
A,10116.0,,CHEMBL623703,Rattus norvegicus,Plasma Clearance measured at steady-state following iv infusion at 0.6 mg/kg/h in rats,,4199,N,,Intermediate,,,,,,1,1,,BAO_0000218,7885,In vivo,50597
A,10116.0,,CHEMBL623704,Rattus norvegicus,Plasma clearance in rat was determined,,17267,N,,Intermediate,,,,,,1,1,,BAO_0000218,7886,In vivo,50597
A,10116.0,,CHEMBL623705,Rattus norvegicus,Plasma clearance in rat after administration of 2 mg/kg iv,,6535,N,,Intermediate,,,,,,1,1,,BAO_0000218,7887,In vivo,50597
A,10116.0,,CHEMBL623706,Rattus norvegicus,Plasma clearance in rat after administration of 2 mg/kg iv,,6535,N,,Intermediate,,,,,,1,1,,BAO_0000218,7888,In vivo,50597
A,10116.0,,CHEMBL623707,Rattus norvegicus,Plasma clearance was determined,,5041,N,,Intermediate,,,,,,1,1,,BAO_0000218,7889,In vivo,50597
A,10116.0,,CHEMBL623708,Rattus norvegicus,Plasma clearance in rat,,5960,N,,Intermediate,,,,,,1,1,,BAO_0000218,7890,In vivo,50597
A,10116.0,,CHEMBL623709,Rattus norvegicus,Plasma clearance in rat after intravenous administration at a concentration 0.5 mg/kg,,5937,N,,Intermediate,,,,,,1,1,,BAO_0000218,7891,In vivo,50597
A,10116.0,,CHEMBL623710,Rattus norvegicus,Plasma clearance in rat by iv administration,,5871,N,,Intermediate,,,,,,1,1,,BAO_0000218,7892,In vivo,50597
A,10116.0,,CHEMBL623711,Rattus norvegicus,Plasma clearance in rat by iv administration at a dose of 3 mg/kg,,5874,N,,Intermediate,,,,,,1,1,,BAO_0000218,7893,In vivo,50597
A,10116.0,,CHEMBL623712,Rattus norvegicus,Plasma clearance in rat p.o.,,6504,N,,Intermediate,,,,,,1,1,,BAO_0000218,7894,In vivo,50597
A,10116.0,,CHEMBL623713,Rattus norvegicus,Plasma clearance in rats,,6803,N,,Intermediate,,,,,,1,1,,BAO_0000218,7895,In vivo,50597
A,10116.0,,CHEMBL623714,Rattus norvegicus,Plasma clearance was determined; ND denotes no data,,5041,N,,Intermediate,,,,,,1,1,,BAO_0000218,7896,In vivo,50597
A,10116.0,,CHEMBL623715,Rattus norvegicus,Plasma clearance was determined; ND denotes not determined,,5041,N,,Intermediate,,,,,,1,1,,BAO_0000218,7897,In vivo,50597
A,10116.0,,CHEMBL623716,Rattus norvegicus,Plasma clearance was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,,1916,N,,Intermediate,,,,,,1,1,,BAO_0000218,7898,In vivo,50597
A,10116.0,,CHEMBL622980,Rattus norvegicus,Plasma clearance was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,,5199,N,,Intermediate,,,,,,1,1,,BAO_0000218,7899,In vivo,50597
A,10116.0,,CHEMBL622981,Rattus norvegicus,Plasma administration to rats,,16367,N,,Intermediate,,,,,,1,1,,BAO_0000218,7900,In vivo,50597
A,10116.0,,CHEMBL622982,Rattus norvegicus,Plasma clearance of the compound in female Sprague-Dawley rats,,6362,N,,Intermediate,,,,,,1,1,,BAO_0000218,7901,In vivo,50597
A,10116.0,,CHEMBL622983,Rattus norvegicus,Plasma clearance was observed after intravenous administration in rat,,15662,N,,Intermediate,,,,,,1,1,,BAO_0000218,7902,In vivo,50597
A,10116.0,,CHEMBL622984,Rattus norvegicus,Systemic clearance after intravenous administration (5.0 mg/kg) was determined in rat,,6215,N,,Intermediate,,,,,,1,1,,BAO_0000218,7903,In vivo,50597
A,10116.0,,CHEMBL622985,Rattus norvegicus,Tested for systemic clearance upon intravenous administration of 5.0 mg/Kg dose in rat,,1466,N,,Intermediate,,,,,,1,1,,BAO_0000218,7904,In vivo,50597
A,10116.0,,CHEMBL623631,Rattus norvegicus,plasma clearance was observed after intravenous administration in rat,,15662,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7905,In vivo,50597
A,10116.0,,CHEMBL623632,Rattus norvegicus,In vivo CL/F determined,,4723,N,,Intermediate,,,,,,1,1,,BAO_0000218,7906,In vivo,50597
A,10116.0,,CHEMBL623633,Rattus norvegicus,Pharmacokinetic parameter plasma clearance was determined at 2 mg/kg i.v. dose in rats,,2792,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7907,In vivo,50597
A,10116.0,,CHEMBL623634,Rattus norvegicus,Pharmacokinetic parameter plasma clearance was determined at 5 mg/kg i.v. dose in rats,,2792,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7908,In vivo,50597
A,10116.0,,CHEMBL623635,Rattus norvegicus,Compound was tested for the lower blood clearance in rat,,5213,N,,Intermediate,,,,,,1,1,,BAO_0000218,7909,In vivo,50597
A,10116.0,,CHEMBL621195,Rattus norvegicus,Evaluated for the low clearance in rat (in vivo),,4687,N,,Intermediate,,,,,,1,1,,BAO_0000218,7910,In vivo,50597
A,10116.0,,CHEMBL621196,Rattus norvegicus,Pharmacokinetic property (CLb)of the compound was determined in rat,,3371,N,,Intermediate,,,,,,1,1,,BAO_0000218,7911,In vivo,50597
A,10116.0,,CHEMBL875287,Rattus norvegicus,Rapid clearance after intravenous administration in rat was determined,,4690,N,,Intermediate,,,,,,1,1,,BAO_0000218,7912,In vivo,50597
A,10116.0,,CHEMBL621197,Rattus norvegicus,Clearance measured in rat,,5702,N,,Intermediate,,,,,,1,1,,BAO_0000218,7913,In vivo,50597
A,10116.0,,CHEMBL621198,Rattus norvegicus,Compound was evaluated for plasma clearance in rat,,740,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7914,In vivo,50597
A,10116.0,,CHEMBL621199,Rattus norvegicus,Low plasma clearance was calculated in rat,,4853,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,7915,In vivo,50597
A,10116.0,,CHEMBL621200,Rattus norvegicus,Pharmacokinetic property (Clp) in rat,,5789,N,,Intermediate,,,,,,1,1,,BAO_0000218,7916,In vivo,50597
A,10116.0,,CHEMBL621201,Rattus norvegicus,Plasma clearance in dog at a dose of 1 uM/kg in rat was determined,,4527,N,,Intermediate,,,,,,1,1,,BAO_0000218,7917,In vivo,50597
A,10116.0,,CHEMBL621202,Rattus norvegicus,Plasma clearance in rat at a dose of 10 uM/kg in rat was determined,,4527,N,,Intermediate,,,,,,1,1,,BAO_0000218,7918,In vivo,50597
A,10116.0,,CHEMBL621203,Rattus norvegicus,Plasma clearance after IV dosing at 0.5 mg/kg in rat,,6518,N,,Intermediate,,,,,,1,1,,BAO_0000218,7919,In vivo,50597
A,10116.0,,CHEMBL621204,Rattus norvegicus,Plasma clearance after IV dosing at 1 mg/kg in rat,,6518,N,,Intermediate,,,,,,1,1,,BAO_0000218,7920,In vivo,50597
A,10116.0,,CHEMBL621205,Rattus norvegicus,Biodistribution in rat heart in the presence of 0.01 M Gd/0.01 M GdDTPA-AEP,,9866,N,,Intermediate,,,Heart,948.0,,1,1,,BAO_0000218,7921,In vivo,50597
A,10116.0,,CHEMBL621206,Rattus norvegicus,Biodistribution in rat heart in the presence of 0.01 M GdDTPA-BDP,,9866,N,,Intermediate,,,Heart,948.0,,1,1,,BAO_0000218,7922,In vivo,50597
A,10116.0,,CHEMBL621207,Rattus norvegicus,Biodistribution in rat heart in the presence of 0.01 M/0.08 M GdDTPA-AEP,,9866,N,,Intermediate,,,Heart,948.0,,1,1,,BAO_0000218,7923,In vivo,50597
A,10116.0,,CHEMBL621208,Rattus norvegicus,Biodistribution in rat heart in the presence of 0.05 M /0.05 M GdDTPA-AEP,,9866,N,,Intermediate,,,Heart,948.0,,1,1,,BAO_0000218,7924,In vivo,50597
