assays_assay_id,assays_assay_organism,assays_tid,assays_tissue_id,assays_assay_category,assays_src_id,assays_assay_test_type,assays_src_assay_id,assays_curated_by,assays_doc_id,assays_description,assays_assay_subcellular_fraction,assays_relationship_type,assays_assay_cell_type,assays_assay_type,assays_assay_strain,assays_chembl_id,assays_cell_id,assays_bao_format,assays_variant_id
10239,Rattus norvegicus,50597,1969.0,,1,In vivo,,Intermediate,4878,AUC in rat after 3mg/kg oral dose,,N,,A,,CHEMBL626746,,BAO_0000218,
10240,Rattus norvegicus,50597,,,1,,,Intermediate,5939,Ratio in brain to that of rat plasma for 2 hr after peroral administration at 10 mg/kg,,N,,A,,CHEMBL626747,,BAO_0000218,
10241,Rattus norvegicus,50597,,,1,,,Intermediate,5939,Ratio in brain to that of rat plasma for 2 hr after peroral administration at 5 mg/kg,,N,,A,,CHEMBL626748,,BAO_0000218,
10242,Rattus norvegicus,50597,,,1,,,Intermediate,16367,Bioavailability administered orally at a dose of 10 mg/kg to rats,,N,,A,,CHEMBL626749,,BAO_0000218,
10243,Rattus norvegicus,50597,,,1,,,Intermediate,16366,Oral Bioavailability was determined,,N,,A,,CHEMBL626750,,BAO_0000218,
10244,Rattus norvegicus,50597,,,1,,,Intermediate,4426,Oral bioavailability in rat,,N,,A,,CHEMBL626751,,BAO_0000218,
10245,Rattus norvegicus,50597,,,1,,,Intermediate,4426,Oral bioavailability in rat; Not performed.,,N,,A,,CHEMBL626913,,BAO_0000218,
10246,Rattus norvegicus,50597,,,1,,,Intermediate,5041,Bioavailability,,N,,A,,CHEMBL626914,,BAO_0000218,
10247,Rattus norvegicus,50597,,,1,,,Intermediate,5041,Bioavailability was determined; ND denotes no data,,N,,A,,CHEMBL626915,,BAO_0000218,
10248,Rattus norvegicus,50597,,,1,,,Intermediate,1500,Biliary excretion when administered intravenously at a dose of 2.5 mg/kg in rats,,N,,A,,CHEMBL626916,,BAO_0000218,
10249,Rattus norvegicus,50597,,,1,,,Intermediate,1500,Biliary excretion when administered intravenously at a dose of 5 mg/kg in rats,,N,,A,,CHEMBL626917,,BAO_0000218,
10250,Rattus norvegicus,50597,,,1,,,Intermediate,17409,Binding towards rat plasma protein at 10 uM,,N,,A,,CHEMBL626918,,BAO_0000218,
10251,Rattus norvegicus,50597,,,1,,,Intermediate,17409,Binding towards rat plasma protein at 100 uM,,N,,A,,CHEMBL626919,,BAO_0000218,
10252,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,2959,Bioavailability in rat (dose 20 mg/kg p.o.),,N,,A,,CHEMBL626920,,BAO_0000218,
10253,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,13501,Bioavailability was determined after oral administration of compound 18 at a dose of 4 mg/kg to rat,,N,,A,,CHEMBL621976,,BAO_0000218,
10254,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6567,Bioavailability in rat after 5 mg/kg oral gavage,,N,,A,,CHEMBL877599,,BAO_0000218,
10255,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6571,Bioavailability in rat,,N,,A,,CHEMBL621977,,BAO_0000218,
10256,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6715,Bioavailability in rat (dose 1 mg/kg i.v.),,N,,A,,CHEMBL621978,,BAO_0000218,
10257,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6715,Bioavailability in rat (dose 3 mg/kg p.o.),,N,,A,,CHEMBL621979,,BAO_0000218,
10258,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,2932,Oral bioavailability in rat,,N,,A,,CHEMBL621980,,BAO_0000218,
10259,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4171,Bioavailability of the compound in rats after administration of 30 mg/kg,,N,,A,,CHEMBL621981,,BAO_0000218,
10260,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17509,Bioavailability after administration of 10 mg/kg in rats,,N,,A,,CHEMBL621982,,BAO_0000218,
10261,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17509,Bioavailability after administration of 2 mg/kg in rats,,N,,A,,CHEMBL882953,,BAO_0000218,
10262,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4527,Bioavailability by oral administration at a dose of 100 uM/kg in rat was determined,,N,,A,,CHEMBL621983,,BAO_0000218,
10263,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4026,Bioavailability in dogs was determined; high,,N,,A,,CHEMBL621984,,BAO_0000218,
10264,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6659,Bioavailability in monkey after intravenous administration at 1 mpk,,N,,A,,CHEMBL621985,,BAO_0000218,
10265,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6659,Bioavailability in monkey after peroral administration at 10 mpk,,N,,A,,CHEMBL621986,,BAO_0000218,
10266,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6659,Bioavailability in rat after intravenous administration at 1 mpk,,N,,A,,CHEMBL621987,,BAO_0000218,
10267,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6659,Bioavailability in rat after intravenous administration at 2 mpk,,N,,F,,CHEMBL877600,,BAO_0000218,
10268,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6659,Bioavailability in rat after peroral administration at 30 mpk,,N,,A,,CHEMBL621988,,BAO_0000218,
10269,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6659,Bioavailability in rat after peroral administration at at 100 mpk,,N,,F,,CHEMBL621989,,BAO_0000218,
10270,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6597,Bioavailability in rats was evaluated,,N,,A,,CHEMBL621990,,BAO_0000218,
10271,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,1202,Bioavailability was calculated after an intravenous dose of 0.3 mg/Kg in rats after 6 hr,,N,,A,,CHEMBL621991,,BAO_0000218,
10272,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,1202,Bioavailability was calculated after an intravenous dose of 1 mg/Kg in rats after 6 hr,,N,,A,,CHEMBL621992,,BAO_0000218,
10273,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,1202,Bioavailability was calculated after peroral dose of 3.0 mg/Kg in rats after 4 hr,,N,,A,,CHEMBL621993,,BAO_0000218,
10274,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,1202,Bioavailability was calculated after peroral dose of 3.0 mg/Kg in rats after 6 hr,,N,,A,,CHEMBL621994,,BAO_0000218,
10275,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5207,Bioavailability in rat,,N,,A,,CHEMBL621995,,BAO_0000218,
10276,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5970,Bioavailability in rat,,N,,A,,CHEMBL621996,,BAO_0000218,
10277,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17538,Oral bioavailability in rat (dose 10 mg/kg),,N,,A,,CHEMBL621997,,BAO_0000218,
10278,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17538,Bioavailability in rat after po administration at a dose of 10 mg/kg; nd is not determined,,N,,A,,CHEMBL621998,,BAO_0000218,
10279,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,1466,Bioavailability upon peroral administration of 10.0 mg/Kg dose in rat,,N,,A,,CHEMBL621999,,BAO_0000218,
10280,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,2879,Oral bioavailability in rat,,N,,A,,CHEMBL622000,,BAO_0000218,
10281,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,2879,Bioavailability was measured in rat after oral administration; 2-4,,N,,A,,CHEMBL622001,,BAO_0000218,
10282,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,2879,Bioavailability was measured in rat after oral administration; 3-7,,N,,A,,CHEMBL622002,,BAO_0000218,
10283,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,3777,Bioavailability in rat (intraduodenal administration),,N,,A,,CHEMBL622003,,BAO_0000218,
10284,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,3777,Bioavailability in rat (intraduodenal administration),,N,,A,,CHEMBL877601,,BAO_0000218,
10285,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,3777,Oral bioavailability in rat,,N,,A,,CHEMBL624871,,BAO_0000218,
10286,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,3777,Oral bioavailability in rat,,N,,A,,CHEMBL622004,,BAO_0000218,
10287,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5423,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg p.o.),,N,,A,,CHEMBL882954,,BAO_0000218,
10288,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,16365,Bioavailability was evaluated when a dose of 3 mg/kg was administered orally,,N,,A,,CHEMBL622005,,BAO_0000218,
10289,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,16365,Bioavailability was evaluated when a dose of 3 mg/kg was administered orally to a fasting rat,,N,,A,,CHEMBL622006,,BAO_0000218,
10290,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4239,Bioavailability was measured in rat,,N,,A,,CHEMBL622007,,BAO_0000218,
10291,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5438,Bioavailability was reported,,N,,A,,CHEMBL622008,,BAO_0000218,
10292,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5334,Bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),,N,,A,,CHEMBL622009,,BAO_0000218,
10293,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5334,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),,N,,A,,CHEMBL622010,,BAO_0000218,
10294,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4199,Bioavailability was determined upon 10 mg/kg in 1% methylcellulose peroral administration in rats,,N,,A,,CHEMBL622011,,BAO_0000218,
10295,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4199,Bioavailability in rat (dose 2 mg/kg in 1% methylcellulose p.o.),,N,,A,,CHEMBL622012,,BAO_0000218,
10296,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4199,Bioavailability in rat (dose 3 mg/kg in 1% methylcellulose ),,N,,A,,CHEMBL622013,,BAO_0000218,
10297,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4890,Bioavailability was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,,N,,A,,CHEMBL622014,,BAO_0000218,
10298,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,2792,Bioavailability was determined at 3 mg/kg po dose in rats,,N,,A,,CHEMBL624749,,BAO_0000218,
10299,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5529,Oral bioavailability in rat (dose 2 mg/kg),,N,,A,,CHEMBL624750,,BAO_0000218,
10300,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6685,"Bioavailability was determined in rats at 10 mg/kg, p.o. dose",,N,,A,,CHEMBL624751,,BAO_0000218,
10301,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6685,"Bioavailability was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",,N,,A,,CHEMBL624752,,BAO_0000218,
10302,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6685,"Bioavailability was determined in rats at 2 mg/kg, i.v. dose; n/a: not applicable",,N,,A,,CHEMBL624753,,BAO_0000218,
10303,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6005,Bioavailability was evaluated in rat after peroral administration at a dose of 1 mg/kg,,N,,A,,CHEMBL624754,,BAO_0000218,
10304,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6410,Bioavailability was evaluated in rats at an intravenous dose of 3 mg/kg; Not applicable,,N,,A,,CHEMBL624755,,BAO_0000218,
10305,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6410,Bioavailability was evaluated in rats at an oral dose of 30 mg/kg,,N,,A,,CHEMBL624756,,BAO_0000218,
10306,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6103,Bioavailability in rat,,N,,A,,CHEMBL624757,,BAO_0000218,
10307,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6410,Bioavailability was evaluated in rats at an intravenous dose of 3 mg/kg; Not applicable,,N,,A,,CHEMBL624758,,BAO_0000218,
10308,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6410,Bioavailability was evaluated in rats at an oral dose of 30 mg/kg,,N,,A,,CHEMBL622270,,BAO_0000218,
10309,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5353,Bioavailability in rat (Sprague-Dawley),,N,,A,,CHEMBL622271,,BAO_0000218,
10310,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4727,Bioavailability in rat at the dose of 2 mg/kg,,N,,A,,CHEMBL622272,,BAO_0000218,
10311,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17804,Oral bioavailability in rat,,N,,A,,CHEMBL622273,,BAO_0000218,
10312,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5809,Bioavailability in rat (cannulated) (dose 2 mg/kg),,N,,A,,CHEMBL622274,,BAO_0000218,
10313,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17804,Bioavailability value of compound in rats was determined after peroral administration,,N,,A,,CHEMBL622275,,BAO_0000218,
10314,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,3634,Oral bioavailability in rat (dose 20 mg/kg),,N,,A,,CHEMBL622276,,BAO_0000218,
10315,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,3341,Oral bioavailability in rat,,N,,A,,CHEMBL622277,,BAO_0000218,
10316,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,2690,Oral bioavailability in rat (dose 5 mg/kg),,N,,A,,CHEMBL622278,,BAO_0000218,
10317,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,3184,Oral bioavailability in rat,,N,,A,,CHEMBL622279,,BAO_0000218,
10318,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,740,Oral bioavailability in rat,,N,,A,,CHEMBL622280,,BAO_0000218,
10319,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,1806,Compound was evaluated for oral bioavailability in rats; 15-27 %,,N,,A,,CHEMBL624083,,BAO_0000218,
10320,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4891,Compound was evaluated for pharmacokinetic parameter percent bioavailability at 18 h,,N,,A,,CHEMBL624084,,BAO_0000218,
10321,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,3634,Compound was evaluated for pharmacokinetic property in rats after an oral dose of 10 mg/kg and the value was reported as oral bioavailability (F),,N,,A,,CHEMBL624085,,BAO_0000218,
10322,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,64,Compound was tested for bioavailability in rats,,N,,A,,CHEMBL624086,,BAO_0000218,
10323,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4839,Bioavailability in rat,,N,,A,,CHEMBL624087,,BAO_0000218,
10324,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,1094,Oral bioavailability in rat,,N,,A,,CHEMBL624088,,BAO_0000218,
10325,Macaca mulatta,22224,,,1,In vivo,,Intermediate,5005,Compound was tested for oral bioavailability in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po.,,U,,A,,CHEMBL624089,,BAO_0000218,
10326,Rattus norvegicus,22224,,,1,In vivo,,Intermediate,5005,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v. and 2 mg/kg p.o.),,U,,A,,CHEMBL624090,,BAO_0000218,
10327,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4687,Evaluated for the bioavailability in rat (in vivo),,N,,A,,CHEMBL624091,,BAO_0000218,
10328,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17804,F value of compound in rats was determined after peroral administration,,N,,A,,CHEMBL624092,,BAO_0000218,
10329,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5974,In vivo Oral bioavailability (F)was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,,N,,A,,CHEMBL624093,,BAO_0000218,
10330,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5974,In vivo Oral bioavailability (F)was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,,N,,A,,CHEMBL624094,,BAO_0000218,
10331,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5974,In vivo Oral bioavailability (F)was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,,N,,A,,CHEMBL624095,,BAO_0000218,
10332,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5974,In vivo Oral bioavailability (F)was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,,N,,A,,CHEMBL624096,,BAO_0000218,
10333,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,1088,"In vivo percent of absolute bioavailability obtained from blood plasma levels analyzed by means of GC/MS (dose 5 uM/kg i.v. and 40 uM/kg, p.o.)",,N,,A,,CHEMBL624097,,BAO_0000218,
10334,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,1742,Maximum fall in carotid flow in rat,,N,,A,,CHEMBL624098,,BAO_0000218,
10335,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4689,Oral Bioavailability after intravenous administration (1 mg/kg) in rat,,N,,A,,CHEMBL874392,,BAO_0000218,
10336,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,2463,Oral bioavailability in rat (dose 5 mg/kg),,N,,A,,CHEMBL624099,,BAO_0000218,
10337,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5654,Oral bioavailability (F%) of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,,N,,A,,CHEMBL624100,,BAO_0000218,
10338,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5654,Oral bioavailability (F%) of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,,N,,A,,CHEMBL624101,,BAO_0000218,
10339,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6874,Oral bioavailability in rat (male Wistar),,N,,A,,CHEMBL624102,,BAO_0000218,
10340,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5633,Oral bioavailability after administration (30 mg/kg) in rat; good,,N,,A,,CHEMBL624103,,BAO_0000218,
10341,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5496,Oral bioavailability at the dose of 2 mg/kg in rat,,N,,A,,CHEMBL624104,,BAO_0000218,
10342,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,2358,Oral bioavailability determined in rats,,N,,A,,CHEMBL624105,,BAO_0000218,
10343,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,16456,Oral bioavailability in rat (Sprague-Dawley) (male) (dose 50 mg/kg p.o.),,N,,A,,CHEMBL624106,,BAO_0000218,
10344,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5302,Oral bioavailability in rat (dose single 10 mg/kg),,N,,A,,CHEMBL624107,,BAO_0000218,
10345,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5302,Oral bioavailability in rat (dose single 10 mg/kg),,N,,A,,CHEMBL623943,,BAO_0000218,
10346,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5302,Oral bioavailability in rat (dose 5 mg/kg,,N,,A,,CHEMBL623944,,BAO_0000218,
10347,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed 1 week following acute dosing against at a dose of 20 mg/kg Hippocampus HVA; below the levels of detection,,N,,A,,CHEMBL623945,,BAO_0000218,
10348,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed 1 week following acute dosing against at a dose of 20 mg/kg Hippocampus NE,,N,,A,,CHEMBL623946,,BAO_0000218,
10349,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Frontal cortex 5-HIAA,,N,,A,,CHEMBL623947,,BAO_0000218,
10350,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Frontal cortex 5-HT,,N,,A,,CHEMBL623948,,BAO_0000218,
10351,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Frontal cortex DA,,N,,A,,CHEMBL623949,,BAO_0000218,
10352,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Frontal cortex DOPAC,,N,,A,,CHEMBL623950,,BAO_0000218,
10353,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Frontal cortex HVA,,N,,A,,CHEMBL874398,,BAO_0000218,
10354,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Frontal cortex NE,,N,,A,,CHEMBL623951,,BAO_0000218,
10355,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus 5-HIAA,,N,,A,,CHEMBL623952,,BAO_0000218,
10356,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus 5-HT,,N,,A,,CHEMBL623953,,BAO_0000218,
10357,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus DA; below level of detection,,N,,A,,CHEMBL623954,,BAO_0000218,
10358,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus DA; below the levels of detection,,N,,A,,CHEMBL623955,,BAO_0000218,
10359,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus DOPAC; below level of detection,,N,,A,,CHEMBL623956,,BAO_0000218,
10360,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus DOPAC; below the levels of detection,,N,,A,,CHEMBL627807,,BAO_0000218,
10361,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus HVA; below level of detection,,N,,A,,CHEMBL627808,,BAO_0000218,
10362,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus HVA; below the levels of detection,,N,,A,,CHEMBL627809,,BAO_0000218,
10363,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed 2 weeks following sub-acute dosing against Hippocampus NE,,N,,A,,CHEMBL627810,,BAO_0000218,
10364,Rattus norvegicus,50597,,,1,,,Intermediate,11020,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Frontal cortex 5-HIAA",,N,,A,,CHEMBL627811,,BAO_0000218,
10365,Rattus norvegicus,50597,,,1,,,Intermediate,11020,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Frontal cortex 5-HT",,N,,A,,CHEMBL627812,,BAO_0000218,
10366,Rattus norvegicus,50597,,,1,,,Intermediate,11020,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Frontal cortex DA",,N,,A,,CHEMBL627813,,BAO_0000218,
10367,Rattus norvegicus,50597,,,1,,,Intermediate,11020,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Frontal cortex DOPAC",,N,,A,,CHEMBL627814,,BAO_0000218,
10368,Rattus norvegicus,50597,,,1,,,Intermediate,11020,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Frontal cortex HVA",,N,,A,,CHEMBL875336,,BAO_0000218,
10369,Rattus norvegicus,50597,,,1,,,Intermediate,11020,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Frontal cortex NE",,N,,A,,CHEMBL627815,,BAO_0000218,
10370,Rattus norvegicus,50597,,,1,,,Intermediate,11020,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Hippocampus 5-HIAA",,N,,A,,CHEMBL627816,,BAO_0000218,
10371,Rattus norvegicus,50597,,,1,,,Intermediate,11020,"Momoamine and metabolic levels observed at 3 h postdrug against, at a dose of 20 mg/kg Hippocampus 5-HT",,N,,A,,CHEMBL627817,,BAO_0000218,
10372,Rattus norvegicus,50597,,,1,,,Intermediate,11020,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Hippocampus DA; below the levels of detection",,N,,A,,CHEMBL627818,,BAO_0000218,
10373,Rattus norvegicus,50597,,,1,,,Intermediate,11020,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Hippocampus DOPAC; below the levels of detection",,N,,A,,CHEMBL627819,,BAO_0000218,
10374,Rattus norvegicus,50597,,,1,,,Intermediate,11020,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Hippocampus HVA; below the levels of detection",,N,,A,,CHEMBL627820,,BAO_0000218,
10375,Rattus norvegicus,50597,,,1,,,Intermediate,11020,"Momoamine and metabolic levels observed at 3 hr postdrug against, at a dose of 20 mg/kg Hippocampus NE",,N,,A,,CHEMBL627821,,BAO_0000218,
10376,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Frontal cortex 5-HIAA,,N,,A,,CHEMBL628464,,BAO_0000218,
10377,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Frontal cortex 5-HT,,N,,A,,CHEMBL626239,,BAO_0000218,
10378,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Frontal cortex DA,,N,,A,,CHEMBL626240,,BAO_0000218,
10379,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed at 3 h postdrug against at a dose of 20 mg/kg Frontal cortex DOPAC,,N,,A,,CHEMBL626241,,BAO_0000218,
10380,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Frontal cortex HVA,,N,,A,,CHEMBL626242,,BAO_0000218,
10381,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Frontal cortex NE,,N,,A,,CHEMBL626243,,BAO_0000218,
10382,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Hippocampus 5-HIAA,,N,,A,,CHEMBL626244,,BAO_0000218,
10383,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Hippocampus 5-HT; below level of detection,,N,,A,,CHEMBL626907,,BAO_0000218,
10384,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Hippocampus DA; below level of detection,,N,,A,,CHEMBL626908,,BAO_0000218,
10385,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Hippocampus DOPAC; below level of detection,,N,,A,,CHEMBL626909,,BAO_0000218,
10386,Rattus norvegicus,50597,,,1,,,Intermediate,11020,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Hippocampus HVA; below level of detection,,N,,A,,CHEMBL626910,,BAO_0000218,
10387,Rattus norvegicus,50597,,,1,,,Intermediate,7449,Percent total excretion of acetaminophen cysteine conjugate,,N,,F,,CHEMBL875342,,BAO_0000218,
