Fiscal year,Maximum CIDA contribution (project-level),Disability issues (marker),CountryRegion ID,Youth issues (marker),Gender equality (marker),Trade development (marker),Bilateral aid (international marker),FSTC percent,Status,Enviromental sustainability (marker),Organisation type,Sector ID,Knowledge for development (marker),Biodiversity (marker),Project number,Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,15110,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,15130,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,33110,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,11220,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,12220,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,15110,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,15130,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,33110,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,11220,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,12220,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,15110,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,15130,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,33110,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,11220,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,12220,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,15110,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,15130,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,33110,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,11220,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,12220,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,15110,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,15130,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,33110,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,11220,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,12220,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,15110,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,15130,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,33110,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,11220,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,12220,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,15110,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,15130,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,33110,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,11220,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,12220,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,15110,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,15130,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,33110,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,11220,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,12220,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,15110,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,15130,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1447250.0,0,40,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,33110,0,0,A031635001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4435,Lee & Windward Region,1447250.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15130,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15150,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15151,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,24010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,31210,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,33110,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,41010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15130,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15150,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15151,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,24010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,31210,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,33110,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,41010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15130,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15150,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15151,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,24010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,31210,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,33110,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,41010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15130,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15150,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15151,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,24010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,31210,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,33110,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,41010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15130,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15150,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15151,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,24010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,31210,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,33110,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,41010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15130,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15150,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15151,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,24010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,31210,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,33110,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,41010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15130,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15150,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15151,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,24010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,31210,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,33110,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,41010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
