assay_id,assay_organism,assay_category,tissue_id,assay_tax_id,assay_test_type,assay_strain,src_id,src_assay_id,doc_id,relationship_type,tid,assay_cell_type,confidence_score,assay_tissue,assay_type,description,assay_subcellular_fraction,curated_by
1149,,,,,In vivo,,1,,11130,H,10576,,8,,B,Binding constant against 5-hydroxytryptamine 1A receptor (in vivo),,Autocuration
1150,,,955.0,,,,1,,14542,H,10576,,8,Brain,B,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-8-OH- -DPAT in rat brain cortex,,Autocuration
1151,Rattus norvegicus,,,10116.0,,,1,,13670,D,10576,,9,,B,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,,Expert
1152,,,,,,,1,,9888,H,10576,,8,,B,Binding affinity at [3H]8-OH-DPAT-Labeled 5-hydroxytryptamine 1A receptor sites in rat brain hippocampal membranes,,Expert
1153,Rattus norvegicus,,,10116.0,,,1,,3678,D,10576,,9,,B,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus membranes,Membranes,Expert
1154,,,10000000.0,,,,1,,11332,H,10576,,8,Hippocampus,B,Compound was evaluated for in vitro binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]8-OH-DPAT as radioligand,,Autocuration
1155,,,10000000.0,,,,1,,11332,H,10576,,8,Hippocampus,B,Compound was evaluated for in vitro binding affinity towards serotonin 5-hydroxytryptamine 1A receptor receptor in rat hippocampus using [3H]8-OH-DPAT as radioligand,,Autocuration
1156,,,,,,,1,,1185,H,10576,,8,,B,Ability to displace [3H]-8-OH-DPAT from serotonergic 5-hydroxytryptamine 1A receptor,,Expert
1157,,,,,,,1,,2014,H,10576,,8,,B,Binding affinity at 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes by [3H]8-OH-DPAT displacement.,,Expert
1158,,,,,,,1,,1185,H,10576,,8,,B,Compound was evaluated for its ability to displace [3H]8-OH-DPAT from serotonergic 5-hydroxytryptamine 1A receptor,,Autocuration
1159,,,,,,,1,,14429,H,10576,,8,,B,Compound was evaluated for its binding affinity against 5-hydroxytryptamine 1A receptor from rat cerebral cortex,,Expert
1160,,,,,,,1,,16288,H,10576,,8,,B,"Binding affinity to 5-hydroxytryptamine 1A receptor (5-HT 1A receptor, serotonin receptor) from rat cortex using [3H]8-OH-DPAT as radioligand",,Expert
1161,Rattus norvegicus,,,10116.0,,,1,,5432,D,10576,,9,,B,Displacement of [3H]prazosin from rat cortex membrane 5-hydroxytryptamine 1A receptor,,Expert
1162,,,,,,,1,,14429,H,10576,,8,,B,Compound was evaluated for its binding affinity with 5-hydroxytryptamine 1A receptor using membranes prepared from rat cerebral cortex,,Autocuration
1163,,,,,,,1,,13672,H,10576,,8,,B,Binding affinity towards rat 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand.,,Expert
1164,,,10000000.0,,,,1,,11296,H,10576,,8,Hippocampus,B,In vitro ability to displace [3H]8-hydroxy-2-(di-n-propylamino) tetralin binding from 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,,Expert
1165,,,,,,,1,,11296,H,10576,,8,,B,In vitro ability to displace [3H]8-hydroxy-2-(di-n-propylamino) tetralin binding from 5-hydroxytryptamine 1A receptor site.,,Autocuration
1166,,,,,,,1,,14749,H,10576,CHO,8,,B,Binding affinity against rat 5-hydroxytryptamine 1A receptor in CHO cells.,,Expert
1167,,,,,,,1,,15086,H,10576,,8,,B,Binding affinity towards 5-hydroxytryptamine 1A receptor from rat brain using [3H]-8-OH-DPAT as radioligand,,Expert
1168,,,10000000.0,,,,1,,13462,H,10576,,8,Hippocampus,B,Compound was tested for the Binding affinity against rat hippocampal 5-hydroxytryptamine 1A receptor by Radio ligand [3H]8-OH-DPAT binding assay.,,Autocuration
1169,,,,,,,1,,15363,H,10576,,8,,B,Compound was tested for the displacement of [3H]-8-OH- DPAT from rat brain 5-hydroxytryptamine 1A receptor,,Autocuration
1170,,,,,,,1,,15363,H,10576,,8,,B,Compound was tested for the displacement of [3H]-8-OH- DPAT from rat brain 5-hydroxytryptamine 1A receptor,,Autocuration
1171,,,,,,,1,,10796,H,10576,,8,,B,Compound was tested in vitro for binding affinity for 5-hydroxytryptamine 1A receptor,,Autocuration
1172,,,955.0,,,,1,,12816,H,10576,,8,Brain,B,Binding affinity for 5-hydroxytryptamine 1A receptor in rat brain tissue using [3H]8-OH-DPAT as radioligand,,Expert
1173,,,10000000.0,,,,1,,13542,H,10576,,8,Hippocampus,B,In vitro displacement of [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,,Expert
1174,,,,,,,1,,13308,H,10576,,8,,B,In vitro ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor sites of rat brain cortex.,,Expert
1175,,,10000000.0,,,,1,,13541,H,10576,,8,Hippocampus,B,In vitro affinity at 5-hydroxytryptamine 1A receptor of rat hippocampus by [3H]8-OH-DPAT displacement.,,Expert
1176,,,10000000.0,,,,1,,10058,H,10576,,8,Hippocampus,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-HT1A receptor of rat hippocampus and the value ranges from 9 - 12,,Autocuration
1177,,,10000000.0,,,,1,,10058,H,10576,,8,Hippocampus,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus,,Autocuration
1178,,,10000000.0,,,,1,,10058,H,10576,,8,Hippocampus,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus (94%CI) from 12 to 17,,Autocuration
1179,,,10000000.0,,,,1,,10058,H,10576,,8,Hippocampus,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus (94%CI) from 391-841,,Autocuration
1180,,,10000000.0,,,,1,,10058,H,10576,,8,Hippocampus,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 12 to 17.,,Autocuration
1181,,,10000000.0,,,,1,,10058,H,10576,,8,Hippocampus,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 12 to 20.,,Autocuration
1182,,,10000000.0,,,,1,,10058,H,10576,,8,Hippocampus,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 245 to 736,,Autocuration
1183,,,10000000.0,,,,1,,10058,H,10576,,8,Hippocampus,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 25 - 84,,Autocuration
1184,,,10000000.0,,,,1,,10058,H,10576,,8,Hippocampus,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 48 to 59,,Autocuration
1185,,,10000000.0,,,,1,,10058,H,10576,,8,Hippocampus,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 3 -5,,Autocuration
1186,,,10000000.0,,,,1,,10058,H,10576,,8,Hippocampus,B,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and value ranges from 15 - 31,,Autocuration
1187,,,10000000.0,,,,1,,10058,H,10576,,8,Hippocampus,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and value ranges from 27 - 42,,Autocuration
1188,,,10000000.0,,,,1,,10058,H,10576,,8,Hippocampus,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and value ranges from 6 - 13,,Autocuration
1189,Rattus norvegicus,,10000000.0,10116.0,,,1,,10058,D,10576,,9,Hippocampus,B,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus,,Expert
1190,,,10000000.0,,,,1,,10058,H,10576,,8,Hippocampus,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus.; ND is No Data.,,Autocuration
1191,,,10000000.0,,,,1,,10058,H,10576,,8,Hippocampus,B,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus. and the value ranges from 16 - 27,,Autocuration
1192,,,,,,,1,,12879,H,10576,,8,,B,Displacement of [3H]2-(di-N-propylamino)-8-hydroxytetralin from central 5-hydroxytryptamine 1A receptor recognition sites in rat frontal cortex homogenates.,,Expert
1193,,,,,,,1,,11964,H,10576,,8,,B,Displacement of radioligand [3H]2-(di-N-propylamino)-8-hydroxytetralin from 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenate,,Expert
1194,,,,,,,1,,11964,H,10576,,8,,B,Displacement of radioligand [3H]2-(di-N-propylamino)-8-hydroxytetralin from 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenate (experiment 1),,Autocuration
1195,,,,,,,1,,11964,H,10576,,8,,B,Displacement of radioligand [3H]2-(di-N-propylamino)-8-hydroxytetralin from 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenate (experiment 2),,Autocuration
1196,,,955.0,,,,1,,9548,H,10576,,8,Brain,B,Evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain,,Expert
1197,,,,,,,1,,9098,H,10576,,8,,B,Evaluated for the binding affinity to hippocampus striatal membranes at 5-hydroxytryptamine 1A receptor binding site by using [3H]-8-OH- DPAT as a radioligand.,,Expert
1198,,,,,,,1,,9098,H,10576,,8,,B,Evaluated for the binding affinity to hippocampus striatal membranes at 5-hydroxytryptamine 1A receptor binding site by using [3H]-8-OH- DPAT as a radioligand; ND is no data.,,Autocuration
1199,,,,,,,1,,9098,H,10576,,8,,B,Evaluated for the binding affinity to hippocampus striatal membranes at 5-hydroxytryptamine 1A receptor binding site by using [3H]-8-OH- DPAT as a radioligand;ND means no data,,Autocuration
1200,,,,,,,1,,13248,H,10576,CHO,8,,B,In vitro displacement of radioactively labeled ligand [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor site in CHO cells,,Expert
1201,,,,,,,1,,3147,H,10576,,8,,B,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat cortical membranes,,Expert
1202,,,,,,,1,,13949,H,10576,,8,,B,In vitro binding affinity against 5-hydroxytryptamine 1A receptor of rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,,Expert
1203,,,,,,,1,,11883,H,10576,CHO,8,,B,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand in CHO cells (sc),,Autocuration
1204,,,,,,,1,,11883,H,10576,,8,,B,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT (agonist) as radioligand (sc),,Autocuration
1205,Rattus norvegicus,,,10116.0,,,1,,11883,D,10576,,9,,B,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT,,Expert
1206,,,,,,,1,,15535,H,10576,,8,,B,In vitro binding affinity at 5-HT1A receptors assayed by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes,Membranes,Expert
1207,,,,,,,1,,15535,H,10576,,8,,B,In vitro binding affinity at 5-HT1A receptor by measuring its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes + cortex,,Autocuration
1208,,,,,,,1,,15535,H,10576,,8,,B,In vitro binding affinity at 5-HT1A receptor by measuring its ability to displace [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes+cortex,,Autocuration
1209,Homo sapiens,,,9606.0,,,1,,16372,D,51,CHO,9,,B,Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells,,Expert
1210,,,,,,,1,,14608,H,10576,,8,,B,In vitro binding affinity for 5-hydroxytryptamine 1A receptor in rat hippocampal membranes by [125I]-labeled agonist displacement.,,Expert
1211,Rattus norvegicus,,10000000.0,10116.0,,,1,,4795,D,10576,,9,Hippocampus,B,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus,,Expert
1212,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,,Autocuration
1213,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=100-230,,Autocuration
1214,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=12-14,,Autocuration
1215,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=16-20,,Autocuration
1216,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=160-430,,Autocuration
1217,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=174-224,,Autocuration
1218,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=184-503,,Autocuration
1219,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=19-23,,Autocuration
1220,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=2.2-3.2,,Autocuration
1221,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=2.7-3.6,,Autocuration
1222,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=20-23,,Autocuration
1223,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=21-28,,Autocuration
1224,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=240-760,,Autocuration
1225,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=39-87,,Autocuration
1226,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=4.6-5.2,,Autocuration
1227,,,,,,,1,,9742,H,10576,,8,,B,Inhibitory activity tested in vitro at 5-hydroxytryptamine 1A receptor binding site in rat,,Autocuration
1228,,,,,,,1,,12073,H,10576,,8,,B,Inhibitory concentration against 5-hydroxytryptamine 1A receptor,,Autocuration
1229,,,,,,,1,,4101,H,10576,,8,,B,Inhibitory concentration against binding of 5-hydroxytryptamine 1A receptor from striata of male Wistar rats by displacement of [3H]8-OH-DPAT,,Autocuration
1230,,,,,,,1,,15360,H,10576,,8,,B,Inhibitory concentration against radioligand [3H]hydroxy-2-(di-n-propylamino)-tetralin binding to 5-hydroxytryptamine 1A receptor in rat,,Autocuration
1231,,,10000000.0,,,,1,,11576,H,10576,,8,Hippocampus,B,Inhibitory concentration against radioligand [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,,Autocuration
1232,,,,,,,1,,5834,H,10576,,8,,B,Inhibition of the 5-hydroxytryptamine 1A receptor in rat dorsal raphe,,Expert
1233,Rattus norvegicus,,,10116.0,,,1,,2395,D,10576,CHO-K1,9,,B,Inhibitory concentration against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells,,Expert
1234,,,,,,,1,,1375,H,10576,,8,,B,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand,,Autocuration
1235,,,,,,,1,,1375,H,10576,,8,,B,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand; NT means not tested,,Autocuration
1236,,,,,,,1,,3967,H,10576,,8,,B,The compound was evaluated for the ability to displace [3H]- 8-OH -DPAT from 5-hydroxytryptamine 1A receptor ( striata of male wistar rats),,Autocuration
1237,,,,,,,1,,12884,H,10576,,8,,B,Binding affinity towards 5-hydroxytryptamine 1A receptor binding site using [3H]8-OH-DPAT. ,,Expert
1238,,,,,,,1,,2343,H,10576,,8,,B,Binding affinity towards 5-hydroxytryptamine 1A receptor using receptor binding assay,,Expert
1239,,,,,,,1,,11511,H,10576,,8,,B,"The compound was tested in vitro for inhibitory activity against 5-HT1A receptor in rats, using [3H]8-OH-DPAT as radioligand",,Autocuration
1240,Rattus norvegicus,,,10116.0,,,1,,11511,D,10576,,9,,B,"Inhibitory activity against 5-hydroxytryptamine 1A receptor in rats, using [3H]8-OH-DPAT as radioligand",,Expert
1241,,,,,In vivo,,1,,16394,H,10576,,8,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat,,Autocuration
1242,,,,,In vivo,,1,,16394,H,10576,,8,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.10-6.20),,Autocuration
1243,,,,,In vivo,,1,,16394,H,10576,,8,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.60),,Autocuration
1244,,,,,In vivo,,1,,16394,H,10576,,8,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.80),,Autocuration
1245,,,,,In vivo,,1,,16394,H,10576,,8,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.37-4.27),,Autocuration
1246,,,,,In vivo,,1,,16394,H,10576,,8,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-2.70),,Autocuration
1247,,,,,In vivo,,1,,16394,H,10576,,8,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-4),,Autocuration
1248,,,,,In vivo,,1,,16394,H,10576,,8,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.45-4.51),,Autocuration
1249,,,,,In vivo,,1,,16394,H,10576,,8,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.50-5.30),,Autocuration
1250,,,,,In vivo,,1,,16394,H,10576,,8,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.60-1.60),,Autocuration
1251,,,,,In vivo,,1,,16394,H,10576,,8,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.72-2.87),,Autocuration
1252,,,,,In vivo,,1,,16394,H,10576,,8,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.80-5.80),,Autocuration
1253,,,,,In vivo,,1,,16394,H,10576,,8,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (1.50-16.5),,Autocuration
1254,,,,,In vivo,,1,,16394,H,10576,,8,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (2.20-30.5),,Autocuration
1255,,,,,In vivo,,1,,16394,H,10576,,8,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges is not computable,,Autocuration
1256,Rattus norvegicus,,,10116.0,,,1,,16616,D,10576,,9,,F,"Percent increase of R(+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes",Membranes,Expert
1257,,,,,,,1,,16796,H,10576,,8,,B,% inhibition towards 5-HT1A receptor from rat hippocampal membranes,,Autocuration
1258,,,,,,,1,,16796,H,10576,,8,,B,% inhibition towards 5-hydroxytryptamine 1A receptor from rat hippocampal membranes,,Autocuration
1259,,,,,,,1,,15629,H,10576,,8,,B,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor.,,Autocuration
1260,,,,,,,1,,13241,H,10576,,8,,F,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",,Autocuration
1261,,,10000000.0,,,,1,,12073,H,10576,,8,Hippocampus,B,Measurement of binding affinity by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,,Expert
1262,,,10000000.0,,,,1,,14286,H,10576,,8,Hippocampus,B,Compound at 10E-5 M was tested in vitro for the inhibition of radioligand [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membrane,,Autocuration
1263,,,955.0,,,,1,,14542,H,10576,,8,Brain,B,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-8-OH- -DPAT in rat brain cortex at 10 uM,,Autocuration
1264,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,,Autocuration
1265,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0+ 1 uM 5-HT.,,Autocuration
1266,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.01 uM+ 1 uM 5-HT.,,Autocuration
1267,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,,Autocuration
1268,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,,Expert
1269,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM+ 1 uM 5-HT.,,Autocuration
1270,Rattus norvegicus,,,10116.0,,,1,,13630,D,10576,,9,,F,Effect against 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at 0.1 uM dose,,Expert
1271,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,,Autocuration
1272,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 1 uM 5-HT.,,Expert
1273,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 0.1 uM 5-HT.,,Autocuration
1274,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM,,Expert
1275,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM+ 10 uM 5-HT.,,Autocuration
1276,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,,Expert
1277,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 0.1 uM 5-HT.,,Autocuration
1278,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,,Autocuration
1279,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 1 uM 5-HT.,,Autocuration
1280,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 3 uM 5-HT.,,Expert
1281,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,,Expert
1282,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 30 uM,,Autocuration
1283,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM,,Expert
1284,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM+ 50 uM 5-HT.,,Autocuration
1285,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM,,Autocuration
1286,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,,Autocuration
1287,,,,,,,1,,13630,H,10576,,8,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,,Autocuration
1288,,,10000000.0,,,,1,,9783,H,10576,,8,Hippocampus,B,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue,,Autocuration
1289,,,10000000.0,,,,1,,9783,H,10576,,8,Hippocampus,B,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue at 1 uM,,Expert
