assay_type,assay_organism,assay_tax_id,variant_id,assay_cell_type,src_id,curated_by,assay_subcellular_fraction,doc_id,assay_strain,relationship_type,assay_id,confidence_score,cell_id,assay_category,tid,assay_tissue,tissue_id,assay_test_type,bao_format,chembl_id,src_assay_id,description
F,Cavia porcellus,10141.0,,,1,Expert,,10546,,H,4069,8,,,55,Ileum,2116.0,,BAO_0000221,CHEMBL620871,,Evaluated for inhibition of the formation and release of 5-lipoxygenase in isolated guinea pig ileum
B,,,,,1,Autocuration,,13183,,H,4070,8,,,55,,,,BAO_0000357,CHEMBL620872,,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4)
B,,,,,1,Autocuration,,13183,,H,4071,8,,,55,,,,BAO_0000357,CHEMBL620873,,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4)
B,,,,,1,Autocuration,,2578,,H,4072,8,,,55,,,,BAO_0000357,CHEMBL620874,,Compound was evaluated for in vitro inhibition of recombinant human 5-lipoxygenase (5-LO)
B,,,,,1,Expert,,12780,,H,4073,8,,,55,,,,BAO_0000357,CHEMBL620875,,In vitro inhibition of human 5-Lipoxygenase.
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4074,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL620876,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 75 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4075,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL620877,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4076,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL857854,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4077,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL620878,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM exposed 100 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4078,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL620879,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 100 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4079,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL620880,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4080,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL620881,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4081,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL620882,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 150 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4082,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL620883,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1500 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4083,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL620884,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 2.5 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4084,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL620885,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 200 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4085,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL620886,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 27.5 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4086,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL620887,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 5 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4087,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618039,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4088,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618040,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 500 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4089,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618041,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to exposed to 3-methylcholanthrene at concentration of 200 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4090,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618216,,"Compound was evaluated for inhibition constant, in liver microsomes from 3-methylcholanthrene-exposed rats"
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4091,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618217,,"Compound was evaluated for inhibition constant, in liver microsomes from beta-naphthoflavone-exposed rats"
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4092,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618218,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 100 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4093,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618219,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 200 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4094,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618220,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 50 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4095,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618221,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at 5 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4096,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618222,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at 50 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4097,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618223,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4098,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618224,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4099,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618225,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 1 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4100,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618226,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 20 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4101,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618227,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4102,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618228,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4103,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618229,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4104,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618230,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 75 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4105,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618231,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4106,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618232,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4107,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618233,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 100 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4108,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618234,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4109,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618235,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 150 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4110,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618115,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1500 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4111,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618116,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 2.5 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4112,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL618117,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 200 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4113,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL619968,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 5 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4114,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL619969,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4115,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL619970,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 500 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4116,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL619971,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1000 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4117,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL619972,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1500 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4118,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL619973,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 27.5 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4119,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL619974,,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 500 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4120,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL619975,,Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4121,0,,,22226,,,,BAO_0000251,CHEMBL619976,,Vmax determined by 7-ethoxycoumarin deethylation in the presence by liver microsomes from rats exposed to 3-methylcholanthrene at concentration of 10 uM
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4122,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL619977,,"Compound was evaluated for alpha -rate constant, in liver microsomes from 3-methylcholanthrene-exposed rats"
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4123,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL619978,,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats"
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4124,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL619979,,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats; competitive inhibition"
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4125,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL619980,,"Compound was evaluated for alpha inhibition constant, in liver microsomes from 3-methylcholanthrene-exposed rats"
B,Rattus norvegicus,10116.0,,,1,Autocuration,Microsomes,7411,,U,4126,0,,,22226,Liver,2107.0,,BAO_0000251,CHEMBL619981,,"Compound was evaluated for alpha inhibition constant, in liver microsomes from beta-naphthoflavone-exposed rats"
F,Homo sapiens,9606.0,,RPMI-8226,1,Intermediate,,10797,,N,4127,1,741.0,,80433,,,,BAO_0000219,CHEMBL619982,,In vitro inhibition of 7226/S myeloma cancer cell line
F,Homo sapiens,9606.0,,BEL-7404 tumor cell line,1,Intermediate,,6881,,N,4128,1,993.0,,80698,,,,BAO_0000219,CHEMBL619983,,In vitro antitumor activity of compound against 7404 cell line (human liver carcinoma cells)
F,Homo sapiens,9606.0,,786-0,1,Intermediate,,3838,,N,4129,1,391.0,,80640,,,,BAO_0000219,CHEMBL620031,,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer
F,Homo sapiens,9606.0,,786-0,1,Intermediate,,3838,,N,4130,1,391.0,,80640,,,,BAO_0000219,CHEMBL620032,,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer
F,Cricetulus griseus,10029.0,,V79,1,Expert,,12981,,N,4131,1,505.0,,81264,,,,BAO_0000219,CHEMBL620033,,Net accumulation of the [99mTc]Isonitrile complex was measured in 77A cell lines in the presence of Verapamil.
F,Cricetulus griseus,10029.0,,V79,1,Expert,,12981,,N,4132,1,505.0,,81264,,,,BAO_0000219,CHEMBL620034,,Verapamil index represents the ratio of net uptake in the presense of verapamil over control in 77A cell lines.
F,Rattus norvegicus,10116.0,,7800C1 cell line,1,Intermediate,,7653,,N,4133,1,1119.0,,80635,,,,BAO_0000219,CHEMBL620035,,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 10 ug/mL dose
F,Rattus norvegicus,10116.0,,7800C1 cell line,1,Intermediate,,7653,,N,4134,1,1119.0,,80635,,,,BAO_0000219,CHEMBL618318,,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 2 ug/mL dose
F,Rattus norvegicus,10116.0,,7800C1 cell line,1,Intermediate,,7653,,N,4135,1,1119.0,,80635,,,,BAO_0000219,CHEMBL618319,,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 20 ug/mL dose
F,Rattus norvegicus,10116.0,,7800C1 cell line,1,Intermediate,,7653,,N,4136,1,1119.0,,80635,,,,BAO_0000219,CHEMBL618320,,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 5 ug/mL dose
F,Rattus norvegicus,10116.0,,7800C1 cell line,1,Intermediate,,7653,,N,4137,1,1119.0,,80635,,,,BAO_0000219,CHEMBL618321,,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 50 ug/mL dose
F,Rattus norvegicus,10116.0,,7800C1 cell line,1,Intermediate,,7653,,N,4138,1,1119.0,,80635,,,,BAO_0000219,CHEMBL883118,,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 75 ug/mL dose
F,Homo sapiens,9606.0,,786-0,1,Intermediate,,17229,,N,4139,1,391.0,,80640,,,,BAO_0000219,CHEMBL883795,,In vitro antitumor activity against renal 786-0 tumor cell lines
F,Homo sapiens,9606.0,,786-0,1,Intermediate,,12858,,N,4140,1,391.0,,80640,,,,BAO_0000219,CHEMBL618322,,Cytotoxic activity against 786-0 Renal cancer cell line
F,Homo sapiens,9606.0,,786-0,1,Intermediate,,16325,,N,4141,1,391.0,,80640,,,,BAO_0000219,CHEMBL618323,,Growth inhibitory activity was determined against 786-0 cancer cell line of Renal cancer
F,Homo sapiens,9606.0,,786-0,1,Intermediate,,16325,,N,4142,1,391.0,,80640,,,,BAO_0000219,CHEMBL618324,,Growth inhibitory activity was determined against 786-0 cancer cell line of renal cancer
F,Homo sapiens,9606.0,,786-0,1,Intermediate,,5858,,N,4143,1,391.0,,80640,,,,BAO_0000219,CHEMBL618325,,In vitro antitumor activity against human renal 786-0 cell line
F,Homo sapiens,9606.0,,786-0,1,Intermediate,,16325,,N,4144,1,391.0,,80640,,,,BAO_0000219,CHEMBL875416,,Inhibition of Renal cancer in 786-0 cancer cell lines
F,Homo sapiens,9606.0,,786-0,1,Intermediate,,14696,,N,4145,1,391.0,,80640,,,,BAO_0000219,CHEMBL618326,,Inhibition of the growth of renal cancer(786-0) cell line. value in parentheses is percent inhibition at 0.01 uM
F,Homo sapiens,9606.0,,786-0,1,Intermediate,,3786,,N,4146,1,391.0,,80640,,,,BAO_0000219,CHEMBL618327,,The compound was tested for its cytotoxic activity against the following renal cancer cell lines 786-0
F,Homo sapiens,9606.0,,786-0,1,Intermediate,,14696,,N,4147,1,391.0,,80640,,,,BAO_0000219,CHEMBL619215,,inhibition of the growth of renal cancer(786-0) cell line
F,Homo sapiens,9606.0,,786-0,1,Intermediate,,14769,,N,4148,1,391.0,,80640,,,,BAO_0000219,CHEMBL619216,,Compound was evaluated for in vitro activity against 786-0 kidney cell lines (Human tumor cells )
F,Homo sapiens,9606.0,,786-0,1,Intermediate,,15354,,N,4149,1,391.0,,80640,,,,BAO_0000219,CHEMBL619217,,Compound was tested for the growth inhibition of 786-0 renal tumor cell line
F,Homo sapiens,9606.0,,786-0,1,Intermediate,,14255,,N,4150,1,391.0,,80640,,,,BAO_0000219,CHEMBL619218,,The IC50 value was measured on 786-0 cell line in ovarian tumor
F,Homo sapiens,9606.0,,786-0,1,Intermediate,,14255,,N,4151,1,391.0,,80640,,,,BAO_0000219,CHEMBL619219,,The IC50 value was measured on 786-0 cell line in ovarian tumor t
F,Homo sapiens,9606.0,,786-0,1,Intermediate,,14255,,N,4152,1,391.0,,80640,,,,BAO_0000219,CHEMBL619220,,The IC50 value was measured on 786-0 cell line in renal tumor type.
F,Homo sapiens,9606.0,,786-0,1,Intermediate,,14696,,N,4153,1,391.0,,80640,,,,BAO_0000219,CHEMBL619221,,Inhibition of the growth of renal cancer(786-0) cell line at 0.01 uM
F,Homo sapiens,9606.0,,786-0,1,Intermediate,,12016,,N,4154,1,391.0,,80640,,,,BAO_0000219,CHEMBL619222,,Tested for cytotoxic activity against renal cancer 786-0 cell line
F,Homo sapiens,9606.0,,786-0,1,Intermediate,,2597,,N,4155,1,391.0,,80640,,,,BAO_0000219,CHEMBL857454,,Compound was tested for growth inhibitory activity against 786-0 cell line
B,,,,RBL-1,1,Autocuration,,12526,,H,4156,8,702.0,,12166,,,,BAO_0000219,CHEMBL619223,,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187; Inactive(N)= <50% inhibition at 10 uM
B,,,,RBL-1,1,Autocuration,,12526,,H,4157,8,702.0,,12166,,,,BAO_0000219,CHEMBL619224,,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187; N=Inactive
B,,,,,1,Autocuration,,14799,,H,4158,8,,,12166,,,,BAO_0000019,CHEMBL619225,,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells
B,,,,RBL-1,1,Expert,,3595,,H,4159,8,702.0,,12166,,,,BAO_0000219,CHEMBL619226,,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1)
B,,,,RBL-1,1,Expert,,3595,,H,4160,8,702.0,,12166,,,,BAO_0000219,CHEMBL619227,,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1)
B,,,,,1,Autocuration,,12767,,H,4161,8,,,12166,,,,BAO_0000357,CHEMBL619228,,Inhibitory activity against rat basophilic leukemia 5-lipoxygenase
B,,,,,1,Autocuration,,10997,,H,4162,8,,,12166,,,,BAO_0000219,CHEMBL619229,,Inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes
B,,,,RBL-1,1,Autocuration,,11388,,H,4163,8,702.0,,12166,,,,BAO_0000219,CHEMBL619230,,Inhibitory activity against 5-lipoxygenase of RBL-1 cell line
B,,,,,1,Autocuration,,167,,H,4164,8,,,12166,,,,BAO_0000357,CHEMBL619231,,Inhibitory activity against RBL broken cell-supematant 5-lipoxygenase was evaluated
B,,,,,1,Autocuration,,167,,H,4165,8,,,12166,,,,BAO_0000357,CHEMBL619232,,"Inhibitory activity against intact rat PMNL, LTB4 5-lipoxygenase was evaluated"
B,,,,,1,Expert,,13744,,H,4166,8,,,12166,,,,BAO_0000357,CHEMBL619233,,Inhibitory activity against rat 5-lipoxygenase by using continuous oxygen consumption assay.
B,,,,,1,Autocuration,,1630,,H,4167,8,,,12166,,,,BAO_0000357,CHEMBL619234,,Inhibitory activity against rat basophilic leukemia cell 5-lipoxygenase
B,,,,,1,Autocuration,,1630,,H,4168,8,,,12166,,,,BAO_0000357,CHEMBL619235,,Inhibitory activity against rat basophilic leukemia cell 5-lipoxygenase (5-LO)
B,Rattus norvegicus,10116.0,,,1,Expert,,969,,D,4169,9,,,12166,,,,BAO_0000019,CHEMBL619236,,"Inhibitory activity against 5-lipoxygenase in rat neutrophils as inhibition of A 23,187-induced LTB4 production"
B,,,,RBL-1,1,Autocuration,,13621,,H,4170,8,702.0,,12166,,,,BAO_0000219,CHEMBL619237,,Inhibitory concentration against 5-lipoxygenase in rat RBL-1 cells
B,,,,,1,Autocuration,,10089,,H,4171,8,,,12166,,,,BAO_0000357,CHEMBL619238,,Inhibitory concentration to inhibit 5-lipoxygenase in the rat
B,,,,,1,Expert,,10193,,H,4172,8,,,12166,,,,BAO_0000357,CHEMBL619239,,In vitro inhibition of rat polymorphonuclear leukocyte 5-lipoxygenase
B,,,,,1,Autocuration,,11966,,H,4173,8,,,12166,,,,BAO_0000357,CHEMBL619240,,Tested for inhibition of 5-HPETE production by rat 5-LO; value ranges from 16-36 nM
B,,,,,1,Autocuration,,12251,,H,4174,8,,,12166,,,,BAO_0000019,CHEMBL875417,,Tested for inhibition of 5-LO by measuring the reduction of leukotriene B4 (LTB4) in intact basophilic rat leukemia cells
B,,,,RBL-1,1,Autocuration,,211,,H,4175,8,702.0,,12166,,,,BAO_0000219,CHEMBL619241,,Tested for inhibition of 5-Lipoxygenase (ARBL) in calcium-stimulated rat basophilic leukemia cells(RBL-1)
F,,,,,1,Expert,,12251,,H,4176,8,,,12166,,,,BAO_0000019,CHEMBL619242,,Inhibition of 5-lipoxygenase measured by the reduction of leukotriene B4 (LTB4) in intact basophilic rat leukemia cells
B,,,,RBL-1,1,Autocuration,,12495,,H,4177,8,702.0,,12166,,,,BAO_0000219,CHEMBL883796,,Tested for inhibitory activity against 5-lipoxygenase in microsome of RBL-1 cells
B,,,,,1,Autocuration,,414,,H,4178,8,,,12166,,,,BAO_0000357,CHEMBL619243,,Tested for its inhibitory activity against 5-lipoxygenase
B,,,,,1,Autocuration,,414,,H,4179,8,,,12166,,,,BAO_0000357,CHEMBL619244,,Tested for its inhibitory activity against 5-lipoxygenase; Not determined
B,,,,,1,Expert,,10325,,H,4180,8,,,12166,,,,BAO_0000019,CHEMBL619245,,"Iin vitro inhibition of 5-lipoxygenase activity in rat basophil leukemia type 1(RBL1) cell homogenates, (reduction of [14C]-5-HETE formation)"
B,,,,,1,Expert,,11966,,H,4181,8,,,12166,,,,BAO_0000019,CHEMBL619246,,In vitro test for inhibition of 5-lipoxygenase in cell-free preparations from rat PMN leukocytes
B,,,,RBL-1,1,Expert,,165,,H,4182,8,702.0,,12166,,,,BAO_0000219,CHEMBL619984,,In vitro inhibition of 5-lipoxygenase activity in RBL-1 cells.
B,,,,RBL-1,1,Autocuration,,165,,H,4183,8,702.0,,12166,,,,BAO_0000219,CHEMBL619985,,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells; No significant inhibitory activity up to 30 uM
B,,,,RBL-1,1,Autocuration,,165,,H,4184,8,702.0,,12166,,,,BAO_0000219,CHEMBL619986,,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells.
B,,,,RBL-1,1,Expert,,165,,H,4185,8,702.0,,12166,,,,BAO_0000219,CHEMBL619987,,In vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells.
B,,,,,1,Autocuration,,11311,,H,4186,8,,,12166,,,,BAO_0000218,CHEMBL619988,,The compound was tested for inhibitory activity against 5-lipoxygenase in mouse
B,,,,RBL-1,1,Autocuration,,11311,,H,4187,8,702.0,,12166,,,,BAO_0000219,CHEMBL619989,,The compound was tested for inhibitory activity against 5-lipoxygenase in rat RBL-1
