assays_ASSI,assays_ASSUBCFRA,assays_ASTTY,assays_BAFO,assays_TISI,assays_CEI,assays_ASCTY,assays_T,assays_RELT,assays_CONFISC,assays_CUB,assays_SI,assays_SASSI,assays_CHI,assays_VARI
10309,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622271,
10310,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622272,
10311,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622273,
10312,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622274,
10313,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622275,
10314,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622276,
10315,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622277,
10316,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622278,
10317,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622279,
10318,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622280,
10319,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624083,
10320,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624084,
10321,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624085,
10322,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624086,
10323,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624087,
10324,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624088,
10325,,In vivo,BAO_0000218,,,,22224,U,0,Intermediate,1,,CHEMBL624089,
10326,,In vivo,BAO_0000218,,,,22224,U,0,Intermediate,1,,CHEMBL624090,
10327,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624091,
10328,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624092,
10329,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624093,
10330,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624094,
10331,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624095,
10332,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624096,
10333,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624097,
10334,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624098,
10335,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL874392,
10336,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624099,
10337,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624100,
10338,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624101,
10339,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624102,
10340,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624103,
10341,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624104,
10342,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624105,
10343,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624106,
10344,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624107,
10345,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623943,
10346,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623944,
10347,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623945,
10348,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623946,
10349,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623947,
10350,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623948,
10351,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623949,
10352,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623950,
10353,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL874398,
10354,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623951,
10355,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623952,
10356,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623953,
10357,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623954,
10358,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623955,
10359,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623956,
10360,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627807,
10361,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627808,
10362,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627809,
10363,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627810,
10364,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627811,
10365,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627812,
10366,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627813,
10367,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627814,
10368,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL875336,
10369,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627815,
10370,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627816,
10371,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627817,
10372,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627818,
10373,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627819,
10374,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627820,
10375,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627821,
10376,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL628464,
10377,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626239,
10378,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626240,
10379,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626241,
10380,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626242,
10381,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626243,
10382,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626244,
10383,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626907,
10384,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626908,
10385,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626909,
10386,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626910,
10387,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL875342,
10388,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626911,
10389,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626912,
10390,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627065,
10391,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL627066,
10392,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627067,
10393,,In vivo,BAO_0000218,2385.0,,,22224,U,0,Autocuration,1,,CHEMBL627068,
10394,,In vivo,BAO_0000218,2385.0,,,22224,U,0,Autocuration,1,,CHEMBL627069,
10395,,In vivo,BAO_0000218,,,,22224,U,0,Autocuration,1,,CHEMBL627070,
10396,,In vivo,BAO_0000218,,,,22224,U,0,Autocuration,1,,CHEMBL627071,
10397,,In vivo,BAO_0000218,,,,22224,U,0,Autocuration,1,,CHEMBL627072,
10398,,In vivo,BAO_0000218,,,,22224,U,0,Autocuration,1,,CHEMBL627073,
10399,,In vivo,BAO_0000218,,,,22224,U,0,Autocuration,1,,CHEMBL625387,
10400,,In vivo,BAO_0000218,,,,22224,U,0,Autocuration,1,,CHEMBL625388,
10401,,In vivo,BAO_0000218,1969.0,,,22224,U,0,Autocuration,1,,CHEMBL625389,
10402,,In vivo,BAO_0000218,1969.0,,,22224,U,0,Autocuration,1,,CHEMBL875343,
10403,,,BAO_0000218,,,,50497,N,1,Intermediate,1,,CHEMBL876795,
10404,,,BAO_0000218,,,,50497,N,1,Intermediate,1,,CHEMBL626552,
10405,,,BAO_0000218,,,,50497,N,1,Intermediate,1,,CHEMBL626553,
10406,,,BAO_0000366,1969.0,,,22224,U,0,Autocuration,1,,CHEMBL626554,
10407,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL626555,
10408,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626556,
10409,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626557,
10410,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626558,
10411,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626559,
10412,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626560,
10413,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL876803,
10414,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627964,
10415,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627965,
10416,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627966,
10417,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627967,
10418,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627968,
10419,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627969,
10420,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627970,
10421,,,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL627971,
10422,,,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL627972,
10423,,,BAO_0000357,,,,180,D,9,Expert,1,,CHEMBL856029,
10424,,,BAO_0000019,,,,11591,H,8,Expert,1,,CHEMBL627973,
10425,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627974,
10426,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627975,
10427,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627976,
10428,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627977,
10429,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627978,
10430,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627979,
10431,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL876804,
10432,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627980,
10433,,,BAO_0000218,,,,50512,N,1,Intermediate,1,,CHEMBL627981,
10434,,,BAO_0000218,,,,50512,N,1,Intermediate,1,,CHEMBL627982,
10435,,,BAO_0000218,,,,50512,N,1,Intermediate,1,,CHEMBL627983,
10436,,,BAO_0000218,2116.0,,,50512,N,1,Intermediate,1,,CHEMBL627984,
10437,,,BAO_0000100,,,,22229,U,0,Autocuration,1,,CHEMBL627985,
10438,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627986,
10439,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627987,
10440,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627988,
10441,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627989,
10442,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627990,
10443,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL876805,
10444,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627991,
10445,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627992,
10446,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627993,
10447,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622817,
10448,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622818,
10449,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622819,
10450,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL872267,
10451,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622820,
10452,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622821,
10453,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622822,
10454,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622823,
10455,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622824,
10456,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622825,
10457,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622901,
10458,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622902,
10459,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621844,
10460,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621845,
10461,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621846,
10462,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621847,
10463,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL877609,
10464,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621848,
10465,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL621849,
10466,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622030,
10467,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622031,
10468,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622032,
10469,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622033,
10470,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622034,
10471,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622035,
10472,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL882966,
10473,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622036,
10474,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622037,
10475,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622038,
10476,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622039,
10477,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL622040,
10478,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL622041,
10479,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL622042,
10480,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL622043,
10481,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL622044,
10482,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL622045,
10483,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL622046,
10484,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL622047,
10485,,In vivo,BAO_0000218,10000001.0,,,50597,N,1,Intermediate,1,,CHEMBL877610,
10486,,In vivo,BAO_0000218,955.0,,,50597,N,1,Intermediate,1,,CHEMBL622048,
10487,,In vivo,BAO_0000218,955.0,,,50597,N,1,Intermediate,1,,CHEMBL622049,
10488,,In vivo,BAO_0000218,955.0,,,50597,N,1,Intermediate,1,,CHEMBL622050,
10489,,In vivo,BAO_0000218,955.0,,,50597,N,1,Intermediate,1,,CHEMBL622051,
10490,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622052,
10491,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622053,
10492,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622054,
10493,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622055,
10494,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622056,
10495,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622057,
10496,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL628008,
10497,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622058,
10498,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622059,
10499,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622060,
10500,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622061,
10501,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622062,
10502,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622063,
10503,,In vivo,BAO_0000218,,,,50597,N,1,Expert,1,,CHEMBL877611,
10504,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622064,
10505,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622065,
10506,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622066,
10507,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622067,
10508,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622068,
10509,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL622069,
10510,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624796,
10511,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624797,
10512,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623053,
10513,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623054,
10514,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623055,
10515,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623056,
10516,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623057,
10517,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623058,
10518,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623059,
10519,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623060,
10520,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623061,
10521,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623062,
10522,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623063,
10523,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623064,
10524,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623065,
10525,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623066,
10526,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623067,
10527,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623068,
10528,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623069,
10529,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623070,
10530,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623071,
10531,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623072,
10532,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623073,
10533,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623074,
10534,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623075,
10535,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623076,
10536,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623077,
10537,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623078,
10538,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623079,
10539,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623080,
10540,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623081,
10541,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623082,
10542,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL874400,
10543,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623083,
10544,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623084,
10545,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623085,
10546,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623086,
10547,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623087,
10548,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623088,
10549,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623089,
10550,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623090,
10551,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623091,
10552,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623092,
10553,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623093,
10554,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL874401,
10555,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623094,
10556,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623095,
10557,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623096,
10558,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624913,
10559,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624914,
10560,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624915,
10561,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624916,
10562,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624917,
10563,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625157,
10564,,,BAO_0000218,2107.0,,,50597,N,1,Intermediate,1,,CHEMBL625158,
10565,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625159,
10566,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625160,
10567,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625161,
10568,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625162,
10569,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625163,
10570,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625164,
10571,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625165,
10572,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625166,
10573,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625167,
10574,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625168,
10575,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625169,
10576,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626264,
10577,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626265,
10578,,In vivo,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL626266,
10579,,In vivo,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL626267,
10580,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626268,
10581,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626269,
10582,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626270,
10583,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626271,
10584,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626272,
10585,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626273,
10586,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL875346,
10587,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626274,
10588,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626275,
10589,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624646,
10590,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624647,
10591,,,BAO_0000218,2107.0,,,50597,N,1,Intermediate,1,,CHEMBL624648,
10592,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624649,
10593,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624650,
10594,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624651,
10595,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624652,
10596,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624653,
10597,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624654,
10598,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624655,
10599,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624656,
10600,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624657,
10601,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624658,
10602,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624659,
10603,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624660,
10604,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624661,
10605,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL624662,
10606,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625199,
10607,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625200,
10608,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625201,
10609,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625202,
10610,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625203,
10611,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625204,
10612,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625205,
10613,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625206,
10614,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625207,
10615,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625208,
10616,,,BAO_0000218,,495.0,Caco-2,50587,N,1,Intermediate,1,,CHEMBL625209,
10617,,,BAO_0000100,,,,22229,U,0,Autocuration,1,,CHEMBL625210,
10618,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625211,
