ammontare,personale_id,noleggio_id,pagamento_id,cliente_id,data_pagamento
1.99,1,15235,11266,416,2005-08-22 17:43:12
4.99,1,1087,4583,169,2005-05-31 11:18:08
7.99,1,10616,532,20,2005-08-01 14:59:50
2.99,1,13540,14929,557,2005-08-20 03:41:23
8.99,1,9660,10998,406,2005-07-31 06:03:17
0.99,1,11468,11182,413,2005-08-02 21:47:26
3.99,1,15902,4687,172,2005-08-23 17:28:03
3.99,1,15720,12328,456,2005-08-23 11:15:20
9.99,2,13550,5591,206,2005-08-20 03:58:51
5.99,2,11543,6434,238,2005-08-17 00:54:28
6.99,2,2603,6009,222,2005-06-19 06:21:25
2.99,2,11363,7423,274,2005-08-02 17:48:39
6.99,2,6076,3867,143,2005-07-11 05:05:30
0.99,2,7359,4986,183,2005-07-27 14:51:04
4.99,2,11585,8070,297,2005-08-17 02:14:36
3.99,2,600,8959,332,2005-05-28 14:08:19
0.99,2,402,9553,354,2005-05-27 13:17:18
4.99,2,10113,12453,461,2005-07-31 21:10:03
2.99,1,11362,8951,331,2005-08-02 17:47:25
2.99,2,11175,4465,164,2005-08-02 10:38:47
0.99,1,3607,9045,335,2005-07-06 05:30:09
3.99,2,2556,10203,377,2005-06-19 03:07:32
5.99,2,8818,2653,98,2005-07-29 22:14:04
7.99,1,15536,2663,98,2005-08-23 03:58:28
4.99,1,8953,7539,278,2005-07-30 03:21:05
9.99,1,10247,5143,189,2005-08-01 02:34:06
0.99,1,4025,3067,114,2005-07-07 02:13:24
4.99,1,13667,7606,280,2005-08-20 08:25:34
10.99,2,9837,15353,573,2005-07-31 12:14:19
4.99,2,11549,10873,402,2005-08-17 01:01:48
0.99,1,5133,12661,469,2005-07-09 07:43:22
6.99,1,13095,13706,508,2005-08-19 10:48:10
0.99,2,7354,16020,598,2005-07-27 14:42:11
4.99,1,13400,4885,179,2005-08-19 22:11:44
4.99,2,7676,13698,508,2005-07-28 02:55:27
4.99,1,14475,56,2,2005-08-21 13:24:32
4.99,2,3665,2743,102,2005-07-06 08:23:08
4.99,1,14867,3085,114,2005-08-22 03:14:46
8.99,2,8919,9112,337,2005-07-30 01:57:03
3.99,2,2654,10946,405,2005-06-19 10:37:54
2.99,1,14566,2384,87,2005-08-21 16:25:05
0.99,1,2673,784,29,2005-06-19 11:42:20
5.99,2,7245,2584,95,2005-07-27 10:29:06
2.99,1,12394,8928,330,2005-08-18 09:05:15
4.99,1,7410,9110,337,2005-07-27 16:41:59
4.99,2,2108,13549,503,2005-06-17 19:35:26
4.99,1,10951,3908,144,2005-08-02 03:26:35
4.99,2,7973,9169,339,2005-07-28 14:10:06
0.99,1,14470,10266,379,2005-08-21 13:09:41
2.99,2,1033,657,25,2005-05-31 04:50:07
2.99,1,7860,6518,241,2005-07-28 09:58:02
2.99,2,6668,5402,199,2005-07-12 11:37:45
4.99,2,9514,6580,243,2005-07-31 00:29:44
2.99,1,2393,549,21,2005-06-18 15:37:55
0.99,1,9086,1581,57,2005-07-30 08:18:46
4.99,1,8754,4728,174,2005-07-29 19:18:30
9.99,1,3088,10402,384,2005-06-20 15:56:05
7.99,2,14269,6528,241,2005-08-21 06:22:07
3.99,1,14335,7122,263,2005-08-21 08:33:07
3.99,2,12706,4623,170,2005-08-18 20:44:34
2.99,1,9969,4124,151,2005-07-31 16:38:12
4.99,2,2576,14963,559,2005-06-19 04:34:15
6.99,1,9695,2587,95,2005-07-31 07:13:30
5.99,1,16008,5148,189,2005-08-23 21:04:51
5.99,2,4456,11379,421,2005-07-07 23:45:21
0.99,2,10421,7086,262,2005-08-01 08:14:10
2.99,1,5117,5639,208,2005-07-09 07:11:22
7.99,1,1247,7764,287,2005-06-15 05:16:40
0.99,1,11068,1444,52,2005-08-02 07:08:07
0.99,1,8766,9142,338,2005-07-29 19:41:04
0.99,2,504,4606,170,2005-05-28 02:05:34
6.99,2,9367,14925,557,2005-07-30 18:49:58
3.99,1,261,11192,414,2005-05-26 15:44:23
2.99,2,11949,5382,198,2005-08-17 17:12:26
4.99,2,3813,5134,189,2005-07-06 15:23:34
8.99,1,4655,5785,213,2005-07-08 09:49:22
0.99,1,471,5657,209,2005-05-27 21:32:42
4.99,2,11932,9850,364,2005-08-17 16:36:12
4.99,1,4516,13384,497,2005-07-08 02:43:41
2.99,2,5693,5640,208,2005-07-10 09:35:43
0.99,1,9885,12452,461,2005-07-31 13:59:32
4.99,1,6583,12475,462,2005-07-12 06:42:31
6.99,1,8716,1322,48,2005-07-29 17:39:09
4.99,2,14298,11116,410,2005-08-21 07:17:10
4.99,2,1482,1650,60,2005-06-15 21:18:16
6.99,1,7411,8198,302,2005-07-27 16:42:30
7.99,1,757,11718,435,2005-05-29 10:29:47
2.99,2,8121,9821,363,2005-07-28 19:25:45
2.99,2,5149,8918,330,2005-07-09 08:28:23
2.99,1,932,5359,198,2005-05-30 12:55:36
0.99,1,10809,9204,340,2005-08-01 22:39:27
4.99,2,8055,8259,304,2005-07-28 17:02:32
4.99,1,5770,1919,71,2005-07-10 13:21:28
2.99,2,5702,8760,324,2005-07-10 10:00:01
6.99,2,7787,5503,203,2005-07-28 07:19:02
8.99,1,3380,13040,483,2005-06-21 13:58:46
7.99,1,4155,14717,548,2005-07-07 09:00:49
7.99,1,13308,11210,414,2005-08-19 18:59:42
2.99,2,10335,918,33,2005-08-01 04:59:30
0.99,1,6176,7564,279,2005-07-11 10:48:21
5.99,2,11100,1780,65,2005-08-02 08:08:00
2.99,1,5824,12123,449,2005-07-10 16:19:53
0.99,1,236,12026,446,2005-05-26 11:53:49
4.99,2,1125,6293,234,2005-05-31 17:23:44
0.99,1,6123,5428,200,2005-07-11 08:02:27
3.99,1,8651,1677,61,2005-07-29 15:02:18
6.99,2,14891,13031,482,2005-08-22 04:11:02
0.99,1,6651,12067,447,2005-07-12 10:57:28
2.99,1,6504,14408,535,2005-07-12 03:19:14
7.99,1,14461,1175,42,2005-08-21 12:50:33
0.99,2,11140,3582,132,2005-08-02 09:27:45
9.99,1,13867,15843,591,2005-08-20 15:05:42
3.99,2,13522,9292,343,2005-08-20 02:44:06
3.99,1,2552,10532,389,2005-06-19 03:01:29
4.99,2,2328,11889,441,2005-06-18 10:17:21
3.99,2,7342,13587,504,2005-07-27 14:25:17
4.99,2,11563,2268,83,2006-02-14 15:16:03
8.99,1,3067,9438,349,2005-06-20 13:59:21
2.99,1,7210,4783,176,2005-07-27 09:19:05
8.99,2,8336,5706,210,2005-07-29 04:20:42
4.99,2,1936,5775,213,2005-06-17 07:15:41
2.99,1,14976,15585,581,2005-08-22 07:10:26
3.99,2,11930,136,5,2005-08-17 16:28:53
9.99,2,110,491,19,2005-05-25 18:43:49
2.99,1,9828,10191,376,2005-07-31 11:56:57
4.99,2,3112,959,35,2005-06-20 17:53:30
8.99,1,8731,4877,179,2005-07-29 18:23:57
0.99,2,7279,318,12,2005-07-27 11:50:47
6.99,1,8642,14059,522,2005-07-29 14:38:17
3.99,2,7149,6548,242,2005-07-27 07:10:40
3.99,1,13037,7456,275,2005-08-19 08:53:57
0.99,1,14172,12159,450,2006-02-14 15:16:03
2.99,1,6612,4143,152,2005-07-12 08:28:33
2.99,2,3584,5603,207,2005-07-06 04:16:43
2.99,1,14436,15016,560,2005-08-21 11:48:27
8.99,1,13796,5684,209,2005-08-20 12:32:32
5.99,2,3657,3037,113,2005-07-06 07:55:30
0.99,1,1469,15535,580,2005-06-15 20:52:36
4.99,1,1040,7305,270,2005-05-31 05:35:16
2.99,1,5913,7508,277,2005-07-10 20:58:55
6.99,2,10974,13253,491,2005-08-02 04:10:52
0.99,1,1095,6789,252,2005-05-31 13:15:41
5.99,1,13679,6182,229,2005-08-20 08:39:34
1.99,1,6914,9753,361,2005-07-12 22:26:56
0.99,1,4754,2914,108,2005-07-08 14:20:01
5.99,2,15175,10302,380,2005-08-22 15:29:15
0.99,2,13040,11500,425,2005-08-19 09:04:24
2.99,2,12030,11710,434,2005-08-17 20:10:48
4.99,1,14211,10083,372,2005-08-21 04:29:11
0.99,2,3853,14459,537,2005-07-06 16:59:20
2.99,1,11838,4395,161,2005-08-17 13:06:00
6.99,1,8823,2043,75,2005-07-29 22:22:12
2.99,1,9257,12571,466,2005-07-30 14:30:38
1.99,2,1094,14688,547,2005-05-31 13:03:49
6.99,1,12766,1386,50,2005-08-18 23:25:20
2.99,1,407,1205,44,2005-05-27 13:57:38
2.99,1,7704,7167,265,2005-07-28 04:02:13
2.99,1,165,907,33,2005-05-26 02:28:36
0.99,1,10436,12296,455,2005-08-01 08:50:59
0.99,1,2732,10448,386,2005-06-19 15:19:39
0.99,2,4784,4960,182,2005-07-08 16:09:56
2.99,2,12356,14249,529,2005-08-18 07:37:05
0.99,1,12656,7756,286,2005-08-18 18:58:35
2.99,2,2085,5807,214,2005-06-17 17:30:56
5.99,1,2653,9189,340,2005-06-19 10:36:53
10.99,1,5872,9845,364,2005-07-10 18:54:05
4.99,2,2734,5525,204,2005-06-19 15:36:27
3.99,1,14923,12438,460,2005-08-22 05:13:33
2.99,2,13513,12273,454,2005-08-20 02:27:53
3.99,1,963,6064,225,2005-05-30 18:52:53
4.99,2,15513,4009,147,2005-08-23 03:01:56
2.99,1,7276,8518,314,2005-07-27 11:41:57
4.99,1,2195,7736,286,2005-06-18 01:44:46
2.99,1,14337,13656,506,2005-08-21 08:34:26
4.99,1,5775,8785,325,2005-07-10 13:34:26
2.99,2,277,1229,45,2005-05-26 17:32:11
6.99,2,5864,11784,437,2005-07-10 18:29:57
4.99,1,13883,15226,568,2005-08-20 15:28:53
2.99,1,835,10309,381,2005-05-29 23:37:00
4.99,2,4096,10886,403,2005-07-07 06:09:11
0.99,1,14023,8266,304,2005-08-20 21:10:32
0.99,1,3193,7021,260,2005-06-20 23:52:30
3.99,1,847,10271,380,2005-05-30 01:18:15
0.99,1,5061,6197,230,2005-07-09 04:30:50
4.99,2,7390,6202,230,2005-07-27 15:59:19
7.99,2,12918,351,13,2005-08-19 04:31:36
6.99,2,8768,12633,468,2005-07-29 19:43:02
2.99,1,1968,6660,246,2005-06-17 09:20:36
4.99,1,10655,10436,385,2005-08-01 16:33:27
7.99,1,6710,12477,462,2005-07-12 13:23:09
5.99,1,12325,10931,404,2005-08-18 06:41:30
1.99,2,1373,1395,51,2005-06-15 14:48:04
4.99,2,5311,2883,107,2005-07-09 16:02:54
4.99,2,7051,5007,184,2005-07-27 03:34:37
2.99,2,11138,12369,458,2005-08-02 09:26:16
6.99,1,14217,1818,66,2005-08-21 04:37:56
2.99,2,8584,13023,482,2005-07-29 12:07:53
2.99,1,15836,12648,468,2005-08-23 15:29:17
2.99,2,4775,15932,595,2005-07-08 15:44:05
0.99,1,12852,7035,260,2005-08-19 02:12:40
4.99,2,4550,11066,409,2005-07-08 04:34:00
4.99,2,12652,251,9,2005-08-18 18:48:58
4.99,2,451,2358,87,2005-05-27 19:27:54
5.99,2,9553,15521,579,2005-07-31 02:06:34
1.99,1,9252,8715,322,2005-07-30 14:19:59
4.99,2,11083,8009,295,2005-08-02 07:32:01
2.99,2,2333,7654,283,2005-06-18 10:55:54
10.99,2,12399,9392,347,2005-08-18 09:13:42
2.99,1,5027,2946,109,2005-07-09 02:32:37
0.99,2,10876,14981,559,2005-08-02 00:31:58
4.99,1,5024,9050,335,2005-07-09 02:25:12
0.99,1,6757,14950,558,2005-07-12 15:09:48
3.99,1,4503,215,8,2005-07-08 02:17:12
0.99,2,4289,6225,231,2005-07-07 15:45:58
0.99,1,10451,245,9,2005-08-01 09:11:25
4.99,1,14797,14682,546,2005-08-22 00:41:24
4.99,1,10914,15653,584,2005-08-02 02:04:43
4.99,1,5463,10131,374,2005-07-09 22:57:02
7.99,1,11888,4363,160,2005-08-17 15:04:05
2.99,2,7702,9446,349,2005-07-28 03:56:05
4.99,2,315,6419,238,2005-05-26 23:12:55
1.99,1,10455,2683,99,2005-08-01 09:15:00
0.99,1,15797,13576,503,2005-08-23 14:13:47
4.99,1,8394,4032,148,2005-07-29 06:02:14
0.99,1,4427,1873,69,2005-07-07 22:28:51
4.99,1,13785,12241,453,2005-08-20 12:11:46
0.99,1,2263,12199,452,2005-06-18 05:57:47
2.99,1,10011,3457,128,2005-07-31 18:02:41
4.99,2,4098,961,35,2005-07-07 06:14:51
2.99,2,4365,11926,442,2005-07-07 19:47:46
3.99,1,176,6738,250,2005-05-26 03:47:39
6.99,1,8382,6429,238,2005-07-29 05:33:21
7.99,1,5213,14810,552,2005-07-09 11:39:43
5.99,1,2044,13061,484,2005-06-17 14:37:57
2.99,1,12514,10829,400,2005-08-18 13:33:55
2.99,2,4088,1799,66,2005-07-07 05:31:55
1.99,1,12769,13596,504,2005-08-18 23:26:40
1.99,1,7266,643,24,2005-07-27 11:22:17
2.99,2,15328,7434,274,2005-08-22 20:31:38
3.99,2,15265,13802,512,2005-08-22 18:35:59
2.99,2,12073,4711,173,2005-08-17 21:50:39
5.99,2,10023,8621,318,2005-07-31 18:25:51
1.99,1,15892,4737,174,2005-08-23 17:01:00
5.99,2,3271,5291,196,2005-06-21 05:16:10
4.99,2,12395,14567,541,2005-08-18 09:06:30
4.99,1,13812,3310,122,2005-08-20 13:01:43
0.99,1,5502,6573,243,2005-07-10 00:34:15
6.99,2,11447,13705,508,2005-08-02 20:36:25
0.99,1,10735,14629,544,2005-08-01 19:29:45
2.99,2,2970,12119,449,2005-06-20 07:51:51
6.99,1,14564,595,22,2005-08-21 16:24:43
0.99,1,11982,5060,186,2005-08-17 18:13:07
2.99,2,13497,13003,481,2005-08-20 01:46:38
0.99,1,11070,8096,298,2005-08-02 07:10:39
4.99,1,12630,12219,452,2005-08-18 17:49:28
0.99,1,4314,5002,184,2005-07-07 17:38:31
0.99,1,5629,14669,546,2005-07-10 06:02:25
0.99,1,15456,7094,262,2005-08-23 01:07:01
2.99,1,12259,11595,429,2005-08-18 04:14:35
2.99,1,8497,15888,593,2005-07-29 09:07:03
2.99,2,7586,8570,316,2005-07-27 23:19:29
4.99,1,2137,15565,581,2005-06-17 21:18:28
4.99,1,7259,10988,406,2005-07-27 11:06:00
4.99,1,10408,9031,334,2005-08-01 07:42:10
0.99,2,4633,9406,348,2005-07-08 08:39:39
2.99,1,859,2145,79,2005-05-30 02:36:20
1.99,2,6698,1749,64,2005-07-12 12:45:00
4.99,1,487,15231,569,2005-05-28 00:00:30
2.99,1,369,13686,508,2005-05-27 07:46:49
0.99,1,1186,9944,368,2005-06-15 00:56:45
0.99,2,6294,12509,463,2005-07-11 17:25:55
2.99,2,14531,15229,568,2006-02-14 15:16:03
0.99,1,14932,13909,516,2005-08-22 05:40:39
0.99,2,10281,14742,549,2005-08-01 03:28:33
2.99,1,7101,5986,221,2005-07-27 05:06:34
1.99,1,11660,14132,525,2005-08-17 05:22:42
6.99,1,10339,9827,363,2005-08-01 05:05:50
2.99,2,10168,15283,570,2005-07-31 23:25:24
5.99,2,15973,9294,343,2005-08-23 20:04:41
8.99,2,12638,4680,172,2005-08-18 18:11:39
2.99,2,3087,2978,111,2005-06-20 15:53:59
5.99,2,11008,10169,375,2005-08-02 05:06:17
0.99,1,9096,5869,216,2005-07-30 08:39:23
10.99,2,2966,13761,511,2005-06-20 07:39:33
6.99,1,7524,6077,225,2005-07-27 21:11:44
2.99,1,4993,13925,517,2005-07-09 00:49:47
7.99,2,9227,14062,522,2005-07-30 13:36:13
1.99,1,13931,904,32,2005-08-20 17:16:10
2.99,2,15058,7812,288,2005-08-22 10:20:55
4.99,1,6989,3237,120,2005-07-27 01:00:34
0.99,2,9246,5036,185,2005-07-30 14:12:31
0.99,1,530,8456,312,2005-05-28 05:13:01
4.99,1,8560,11611,430,2005-07-29 11:27:27
0.99,2,703,7277,269,2005-05-29 02:29:36
0.99,2,12347,12270,454,2005-08-18 07:18:10
2.99,2,9978,11548,427,2005-07-31 16:59:51
5.99,2,2048,12253,454,2005-06-17 14:55:29
4.99,2,14225,105,4,2005-08-21 04:53:37
0.99,1,7633,10868,402,2005-07-28 01:03:41
4.99,2,2738,2025,75,2005-06-19 15:56:30
4.99,1,8827,4277,157,2005-07-29 22:31:24
2.99,2,7351,12005,445,2005-07-27 14:37:36
2.99,2,2442,9837,364,2005-06-18 18:49:18
0.99,2,14534,1562,56,2005-08-21 15:16:29
6.99,1,7877,1776,65,2005-07-28 10:25:36
4.99,2,8578,4033,148,2005-07-29 11:58:14
7.99,2,2680,3062,114,2005-06-19 12:13:37
0.99,1,8432,15324,572,2005-07-29 07:13:33
4.99,2,13937,4684,172,2005-08-20 17:22:51
3.99,1,4925,1854,68,2005-07-08 21:56:00
3.99,1,14755,8871,328,2005-08-21 23:18:08
4.99,1,51,6889,256,2005-05-25 06:49:10
2.99,1,8066,12484,462,2005-07-28 17:20:09
10.99,2,9015,5507,203,2005-07-30 05:21:32
0.99,2,11668,6733,249,2005-08-17 05:47:32
8.99,2,3937,5722,211,2005-07-06 21:15:38
4.99,1,14832,13326,494,2005-08-22 01:43:29
0.99,1,12123,13397,497,2005-08-17 23:22:18
4.99,2,4657,1491,54,2005-07-08 09:51:02
5.99,2,5214,7854,290,2005-07-09 11:43:08
2.99,2,1935,7982,295,2005-06-17 07:14:15
5.99,2,13277,8580,316,2005-08-19 17:57:35
1.99,2,9190,4811,177,2005-07-30 12:24:17
7.99,1,4772,13125,486,2005-07-08 15:41:11
4.99,2,4689,9844,364,2005-07-08 11:03:47
4.99,1,2736,9690,359,2005-06-19 15:43:20
0.99,1,11114,15328,572,2005-08-02 08:26:45
4.99,2,14141,5172,190,2005-08-21 02:07:22
3.99,2,7445,10682,394,2005-07-27 17:57:15
0.99,1,10403,13319,494,2005-08-01 07:30:45
2.99,2,9922,674,25,2005-07-31 14:59:37
0.99,1,8908,10606,391,2005-07-30 01:26:05
5.99,2,15742,5442,200,2005-08-23 12:11:37
9.99,2,14460,3251,120,2005-08-21 12:48:48
2.99,2,60,12690,470,2005-05-25 08:58:25
2.99,2,8588,11254,416,2005-07-29 12:22:20
5.99,2,5684,3571,132,2005-07-10 08:59:03
2.99,2,3745,4639,171,2005-07-06 12:10:32
2.99,2,8438,2634,97,2005-07-29 07:25:42
0.99,2,13292,4651,171,2005-08-19 18:35:32
9.99,2,3963,2982,111,2005-07-06 22:19:17
0.99,1,8408,2453,90,2005-07-29 06:40:40
2.99,2,3770,5362,198,2005-07-06 13:14:28
4.99,1,10558,3158,117,2005-08-01 13:00:20
2.99,1,13619,9879,365,2005-08-20 06:39:26
6.99,1,13603,9798,362,2005-08-20 06:02:48
4.99,2,3938,9222,341,2005-07-06 21:15:45
0.99,2,12379,2685,99,2005-08-18 08:26:48
6.99,1,12655,14367,533,2005-08-18 18:57:44
0.0,1,15717,5655,208,2006-02-14 15:16:03
3.99,1,1672,5861,216,2005-06-16 10:37:34
2.99,2,3777,14716,548,2005-07-06 13:36:48
2.99,2,4832,13717,509,2005-07-08 18:07:05
4.99,1,14094,12743,471,2005-08-21 00:21:35
4.99,1,1457,9316,345,2005-06-15 20:05:49
4.99,1,6565,969,35,2005-07-12 05:39:50
4.99,1,7162,7829,289,2005-07-27 07:32:45
4.99,2,10091,3654,135,2005-07-31 20:23:13
4.99,1,14193,681,25,2005-08-21 03:38:27
7.99,2,15922,7125,263,2005-08-23 18:07:31
4.99,1,2639,3126,116,2005-06-19 09:24:02
5.99,2,10537,11308,418,2005-08-01 12:22:28
10.99,1,1718,13892,516,2005-06-16 14:52:02
4.99,1,15111,3217,119,2005-08-22 12:21:43
0.99,1,10679,5377,198,2005-08-01 17:27:58
6.99,2,15174,2997,111,2005-08-22 15:26:36
2.99,2,8215,11785,437,2005-07-28 23:43:56
2.99,1,14346,466,17,2005-08-21 08:42:26
2.99,1,2405,9609,356,2005-06-18 16:36:38
4.99,1,5776,15217,568,2005-07-10 13:35:22
2.99,1,12002,2052,75,2005-08-17 18:56:02
2.99,2,6132,8637,319,2005-07-11 08:24:44
4.99,2,7364,15858,592,2005-07-27 14:58:40
5.99,2,15053,10146,374,2005-08-22 10:13:09
4.99,2,12984,14470,537,2005-08-19 07:06:51
5.99,1,4309,5665,209,2005-07-07 17:29:41
0.99,2,3258,6506,241,2005-06-21 03:53:58
4.99,1,11480,378,14,2005-08-02 22:18:24
2.99,2,2934,6138,228,2005-06-20 05:05:53
2.99,2,7427,11930,442,2005-07-27 17:20:16
2.99,1,13903,7366,272,2005-08-20 16:07:55
4.99,1,9025,12797,473,2005-07-30 05:50:08
2.99,2,12742,1861,68,2005-08-18 22:22:03
4.99,2,11553,9734,360,2005-08-17 01:04:31
8.99,1,5745,8279,305,2005-07-10 12:10:11
4.99,1,4900,11514,426,2005-07-08 20:38:06
8.99,1,429,13406,498,2005-05-27 16:21:26
5.99,2,10474,13179,488,2005-08-01 10:01:42
2.99,1,9192,2758,102,2005-07-30 12:26:26
2.99,1,1481,3355,125,2005-06-15 21:17:58
5.99,1,15315,32,1,2005-08-22 20:03:46
0.99,1,13701,15122,564,2005-08-20 09:27:05
7.99,2,13894,9740,360,2005-08-20 15:55:20
8.99,2,4033,12229,453,2005-07-07 02:35:46
2.99,1,655,7762,287,2005-05-28 20:16:20
4.99,2,12747,14746,549,2005-08-18 22:28:22
0.99,1,14916,2192,80,2005-08-22 04:56:57
4.99,1,13724,2190,80,2005-08-20 10:07:28
4.99,1,7070,7590,280,2005-07-27 04:01:08
2.99,2,14558,7398,273,2005-08-21 16:10:50
0.99,1,12014,14866,554,2005-08-17 19:29:44
2.99,1,7749,6254,232,2005-07-28 05:53:36
2.99,1,7738,267,10,2005-07-28 05:21:42
2.99,1,1191,7875,291,2005-06-15 01:10:35
4.99,1,3170,11375,421,2005-06-20 22:02:54
6.99,1,10132,621,23,2005-07-31 21:50:24
2.99,2,725,6626,245,2005-05-29 06:03:41
3.99,2,2196,6477,240,2005-06-18 01:47:07
5.99,1,635,1149,42,2005-05-28 17:46:57
6.99,2,1996,4061,149,2005-06-17 11:17:45
2.99,1,10283,12489,462,2005-08-01 03:29:45
1.99,2,13377,15334,572,2005-08-19 21:32:23
0.99,2,4390,1212,44,2005-07-07 20:59:06
4.99,1,14290,9912,366,2005-08-21 07:02:59
4.99,2,3282,6043,224,2005-06-21 06:18:42
4.99,2,5785,5729,211,2005-07-10 14:06:03
2.99,2,5172,5812,214,2005-07-09 09:31:27
2.99,2,7404,5161,190,2005-07-27 16:24:43
6.99,1,9492,3401,126,2005-07-30 23:52:21
6.99,2,9292,293,11,2005-07-30 16:08:21
2.99,1,9118,4674,172,2005-07-30 09:24:18
2.99,1,13966,7038,260,2005-08-20 18:28:28
0.99,1,1652,14343,533,2005-06-16 09:31:37
0.99,2,2768,3472,129,2005-06-19 17:46:52
4.99,1,12086,3794,140,2005-08-17 22:20:01
6.99,1,2600,11426,423,2005-06-19 06:07:25
0.99,1,415,8244,304,2005-05-27 14:51:45
6.99,2,13948,11114,410,2005-08-20 17:50:48
4.99,2,2716,6791,252,2005-06-19 14:40:17
5.99,1,12628,14009,520,2005-08-18 17:40:25
6.99,2,12051,15525,579,2005-08-17 20:56:15
2.99,1,6058,13420,498,2005-07-11 04:03:51
4.99,2,3439,1265,46,2005-06-21 19:36:15
5.99,2,15957,11324,418,2005-08-23 19:21:22
0.99,1,4698,15272,570,2005-07-08 11:19:31
4.99,1,220,14577,542,2005-05-26 10:06:49
2.99,1,3161,10090,373,2005-06-20 21:21:01
2.99,2,13587,11642,431,2006-02-14 15:16:03
4.99,2,1339,4405,162,2005-06-15 12:21:56
7.99,2,9919,7889,291,2005-07-31 14:55:46
2.99,1,5106,3691,137,2005-07-09 06:40:24
4.99,1,3315,11803,438,2005-06-21 08:17:04
4.99,1,12456,2322,85,2005-08-18 11:21:51
0.99,1,12144,15734,587,2006-02-14 15:16:03
4.99,1,10191,5307,196,2005-08-01 00:28:38
1.99,2,8825,2722,101,2005-07-29 22:24:16
0.99,2,6049,6362,236,2005-07-11 03:32:32
6.99,1,15083,10768,397,2005-08-22 11:17:37
2.99,1,10228,2865,106,2005-08-01 01:43:18
2.99,2,5728,9052,335,2005-07-10 11:26:14
4.99,2,15792,15587,581,2005-08-23 14:05:37
5.99,1,14983,9832,363,2005-08-22 07:32:23
3.99,2,2417,5923,219,2005-06-18 17:12:01
4.99,1,15439,3680,136,2005-08-23 00:34:28
0.99,1,12224,10078,372,2005-08-18 02:59:09
4.99,2,1453,12331,457,2005-06-15 19:36:39
0.99,1,2706,14964,559,2005-06-19 13:56:51
2.99,1,1415,8934,331,2005-06-15 17:31:57
7.99,1,14579,7042,260,2005-08-21 16:54:47
1.99,2,9259,3736,138,2005-07-30 14:37:44
3.99,1,1056,13965,519,2005-05-31 07:48:07
3.99,2,13670,4002,147,2005-08-20 08:27:01
0.99,1,8899,6802,252,2005-07-30 01:05:30
4.99,2,5025,2479,91,2005-07-09 02:28:24
4.99,2,3242,15054,562,2005-06-21 02:56:24
2.99,2,3903,9981,369,2005-07-06 19:27:32
0.99,2,13324,15120,564,2005-08-19 19:51:00
2.99,1,8077,3300,122,2005-07-28 17:54:35
0.99,1,15807,9485,350,2005-08-23 14:35:10
0.99,1,5816,10352,382,2005-07-10 15:48:47
6.99,1,8884,2180,80,2005-07-30 00:26:22
3.99,2,5482,12422,460,2005-07-09 23:53:04
4.99,2,14154,12641,468,2005-08-21 02:30:00
5.99,1,11997,11141,411,2005-08-17 18:34:38
4.99,1,5034,4022,148,2005-07-09 02:48:15
5.99,1,9699,560,21,2005-07-31 07:29:25
5.99,2,14168,1354,49,2005-08-21 03:00:03
3.99,1,5735,1774,65,2005-07-10 11:39:15
6.99,2,6262,9595,355,2005-07-11 15:33:24
7.99,2,4910,5926,219,2005-07-08 21:13:56
4.99,1,5840,1948,72,2005-07-10 17:09:09
4.99,1,750,7278,269,2005-05-29 09:41:40
4.99,2,2121,12584,467,2005-06-17 20:38:54
3.99,1,5883,454,17,2005-07-10 19:25:21
2.99,2,5847,5953,220,2005-07-10 17:27:42
0.99,1,2253,3285,122,2005-06-18 05:11:43
4.99,2,2297,2977,111,2005-06-18 08:17:41
2.99,2,1852,7330,271,2005-06-17 00:38:20
0.99,2,1335,1737,64,2005-06-15 11:51:30
4.99,2,2620,2560,94,2005-06-19 08:06:29
4.99,2,13791,1841,67,2005-08-20 12:21:05
0.99,1,1749,7652,283,2005-06-16 16:56:00
4.99,2,12783,13566,503,2005-08-19 00:01:14
3.99,1,11097,15413,575,2005-08-02 08:05:46
2.99,1,928,2146,79,2005-05-30 12:27:14
0.99,1,6848,11674,433,2005-07-12 19:24:07
2.99,1,11270,11311,418,2005-08-02 14:18:07
4.99,1,11385,5210,192,2005-08-02 18:23:11
4.99,1,10026,8977,332,2005-07-31 18:31:51
2.99,2,5546,13871,515,2005-07-10 02:50:37
6.99,1,12139,9257,342,2005-08-17 23:57:13
2.99,1,3060,12032,446,2005-06-20 13:47:20
3.99,2,15623,14134,525,2005-08-23 07:23:29
0.99,1,14568,15607,582,2005-08-21 16:30:48
0.99,2,8347,4274,157,2005-07-29 04:49:25
4.99,2,8602,1754,64,2005-07-29 13:04:27
0.99,2,4343,7933,293,2005-07-07 18:48:54
6.99,2,15800,1199,43,2005-08-23 14:23:44
4.99,1,10384,9904,366,2005-08-01 06:39:14
0.99,1,1020,3721,138,2005-05-31 03:06:08
6.99,1,10777,13289,493,2005-08-01 21:03:50
1.99,2,6233,10237,378,2005-07-11 14:10:47
2.99,2,3860,13846,514,2005-07-06 17:20:24
3.99,1,5612,12761,472,2005-07-10 05:15:12
2.99,1,1941,13966,519,2005-06-17 07:42:45
5.99,1,7743,5704,210,2005-07-28 05:36:13
6.99,2,2693,2876,107,2005-06-19 13:11:47
0.99,1,10414,9759,361,2005-08-01 08:03:55
9.99,2,10650,6554,242,2005-08-01 16:18:45
