assays_ss_d,assays_src_d,assays_ss_cll_tp,assays_cnfdnc_scr,assays_ss_rgnsm,assays_ss_tst_tp,assays_ss_ctgr,assays_ss_tx_d,assays_tss_d,assays_cll_d,assays_dscrptn,assays_ss_tss,assays_vrnt_d,assays_src_ss_d,assays_ss_sbclllr_frctn,assays_b_frmt,assays_td,assays_rltnshp_tp,assays_crtd_b,assays_chmbl_d
9772,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Half life period in rat plasma at 37 degree Celsius temperature (pH 7.4); ND means no data,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626079
9773,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Half life period in rat plasma at 37 degree Celsius temperature (pH 7.4); ND means no data,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626080
9774,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Half life period was evaluated in rat plasma,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626081
9775,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Half life period was evaluated in rat plasma; Not tested,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL875344
9776,1,,1,Rattus norvegicus,,,10116.0,,,Half life period was evaluated in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626082
9777,1,,1,Rattus norvegicus,In vivo,,10116.0,,,"Half life period was evaluated in rats, iv",,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626250
9778,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half life period after intravenous administration at 5 mg/kg in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626251
9779,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half life period was determined in Sprague-Dawley rats at a dose of 1 mg/kg by iv administration,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626252
9780,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half life period was determined in rat after iv administration at a dose of 5 mg/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626253
9781,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Half life stability of compound was evaluated in rat plasma,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626254
9782,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half life time after intravenous administration (5.0 mg/kg) was determined in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626255
9783,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half life time was evaluated at 1 mg/kg of iv administration in Sprague-Dawley rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626256
9784,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half life was determined by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626257
9785,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half life was determined by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat; NC means not calculated,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626258
9786,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half life was measured in fasted male administration of compound 0.5 mg/Kg i.v.,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626259
9787,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half in rat i.v.,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626260
9788,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half period in rat after intravenous administration,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL875345
9789,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half-life after repeated oral dose of compound at 1 mg/kg in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626261
9790,1,,1,Rattus norvegicus,In vitro,,10116.0,2107.0,,Half-life measured in in vitro Cathepsin B assay in rat liver,Liver,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626262
9791,1,,1,Rattus norvegicus,,,10116.0,,,Half-life of compound was determined in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626263
9792,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half-life at 10 mg/kg in rat upon intravenous administration,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625270
9793,1,,1,Rattus norvegicus,,,10116.0,,,Half-life determined in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625271
9794,1,,1,Rattus norvegicus,,,10116.0,,,Half-life determined in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625272
9795,1,,1,Rattus norvegicus,In vivo,,10116.0,955.0,,Half-life in brain after intravenous administration (4.7 mg/kg) to male rats,Brain,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625273
9796,1,,1,Rattus norvegicus,,,10116.0,1969.0,,"Half-life in chemical and enzymatic hydrolysis, in 80% rat plasma",Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625274
9797,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half-life in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625275
9798,1,,1,Rattus norvegicus,In vivo,,10116.0,1969.0,,Half-life in plasma after intravenous administration (4.7 mg/kg) to male rats,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625276
9799,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Half-life in rat plasma,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625277
9800,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Half-life in rat plasma was determined,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625278
9801,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Half-life in rat plasma; Not tested,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625279
9802,1,,1,Rattus norvegicus,,,10116.0,1977.0,,Half-life in rat serum,Serum,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625280
9803,1,,1,Rattus norvegicus,,,10116.0,1977.0,,Half-life in rat serum; na is not available,Serum,,,,BAO_0000218,50597,N,Intermediate,CHEMBL876797
9804,1,,1,Rattus norvegicus,,,10116.0,,,Half-life was calculated in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625281
9805,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Half-life was calculated in rat plasma,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL873827
9806,1,,1,Rattus norvegicus,,,10116.0,,,Half-life was determined,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625282
9807,1,,1,Rattus norvegicus,,,10116.0,,,Half-life was determined,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625283
9808,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half-life after administration of 20 mg/Kg oral dose in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625284
9809,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half-life after administration of 3.2 mg/kg intravenously in male rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625285
9810,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half-life after intravenous administration in female rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625286
9811,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half-life after intravenous administration in male rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625287
9812,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half-life after intravenous dose in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625288
9813,1,,1,Rattus norvegicus,,,10116.0,2107.0,,Half-life in a rat liver homogenate preparation,Liver,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625289
9814,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Half-life in plasma of rat,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625290
9815,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Half-life in plasma of rat at dose of 3-10 mgkg,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL876798
9816,1,,1,Rattus norvegicus,,,10116.0,,,Half-life in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625291
9817,1,,1,Rattus norvegicus,,,10116.0,,,Half-life in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625292
9818,1,,1,Rattus norvegicus,,,10116.0,,,Half-life in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625293
9819,1,,1,Rattus norvegicus,,,10116.0,,,Half-life in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622832
9820,1,,1,Rattus norvegicus,,,10116.0,,,Half-life in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622833
9821,1,,1,Rattus norvegicus,,,10116.0,,,Half-life in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622834
9822,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half-life in rat after oral administration at 10 mg/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622835
9823,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half-life in rat after po administration at a dose of 10 mg/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622836
9824,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half-life in rat after po administration at a dose of 10 mg/kg; nd is not determined,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622837
9825,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Half-life in rat at 3 mg/kg dose administered intravenously,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622838
9826,1,,1,Rattus norvegicus,,,10116.0,955.0,,Half-life in rat brain homogenate,Brain,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622839
9827,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Half-life in rat plasma,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622840
9828,1,,1,Rattus norvegicus,,,10116.0,,,Half-life in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622841
9829,1,,1,Rattus norvegicus,,,10116.0,,,Half-life in Dawley rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622842
9830,1,,1,Rattus norvegicus,In vitro,,10116.0,1969.0,,Half-life in vitro in rat plasma,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622843
9831,1,,1,Rattus norvegicus,In vitro,,10116.0,1969.0,,Half-life in vitro in rat plasma; No detectable degradation over 2 hr; no detectable degradation over 2 hours,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622844
9832,1,,1,Rattus norvegicus,,,10116.0,,,"The area under concentration-time curve(AUC) was determined at 20 mg/kg of compound dose, administered intravenously in rat",,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622845
9833,1,,1,Rattus norvegicus,,,10116.0,,,The area under the curve of compound was measured at the dose of 100 umol/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622846
9834,1,,1,Rattus norvegicus,,,10116.0,,,The area under the curve of compound was measured at the dose of 300 umol/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622847
9835,1,,1,Rattus norvegicus,,,10116.0,,,The area under the curve of compound was measured at the dose of 30 umol/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622848
9836,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Bioavailability as oral AUC in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622849
9837,1,,1,Rattus norvegicus,,,10116.0,1969.0,,The plasma concentration versus time curve (AUC) was determined,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622850
9838,1,,1,Rattus norvegicus,,,10116.0,,,Total concentration in kidney was determined after 6 hr of intravenous administration to rats (n=4) at dose of 20 mg/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL876807
9839,1,,1,Rattus norvegicus,,,10116.0,,,Total concentration in liver was determined after 6 hr of intravenous administration to rats (n=4) at dose of 20 mg/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622851
9840,1,,1,Rattus norvegicus,,,10116.0,,,Total concentration in lung was determined after 6 hr of intravenous administration to rats (n=4) at dose of 20 mg/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622852
9841,1,,1,Rattus norvegicus,,,10116.0,,,Total concentration in rat after 1 mg/kg i.v. administration in 24 hours,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622853
9842,1,,1,Rattus norvegicus,,,10116.0,,,Total concentration in rat after 2 mg/kg peroral administration in 24 hours,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622854
9843,1,,1,Rattus norvegicus,,,10116.0,,,Total concentration in serum was determined after 6 hr of intravenous administration to rats (n=4) at dose of 20 mg/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622855
9844,1,,1,Rattus norvegicus,,,10116.0,1969.0,,"Pharmacokinetic Parameter, AUC (0-infinity) is the area under the plasma concentration versus time curve extrapolated to infinity in Female Wistar Rats at 100 mg/kg by po administration",Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622856
9845,1,,1,Rattus norvegicus,,,10116.0,1969.0,,"Pharmacokinetic Parameter, AUC (0-t) is the area under the plasma concentration versus time curve in Female Wistar Rats at 100 mg/kg by po administration",Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622857
9846,1,,1,Rattus norvegicus,,,10116.0,1969.0,,AUC in rat after po administration at a dose of 10 mg/kg,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622858
9847,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Area under the plasma concentration-time curve in rats after oral administration at 25 mg/kg,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622859
9848,1,,1,Rattus norvegicus,,,10116.0,,,Area under curve value 24 hr after 10 mg/kg iv administration in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622860
9849,1,,1,Rattus norvegicus,,,10116.0,,,Area under curve value 24 hr after 10 mg/kg oral administration in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622861
9850,1,,1,Rattus norvegicus,,,10116.0,,,Area under curve value 24 hr after 2 mg/kg iv administration in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622862
9851,1,,1,Rattus norvegicus,,,10116.0,,,Area under curve value 24 hr after 2 mg/kg oral administration in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622863
9852,1,,1,Rattus norvegicus,,,10116.0,,,Area under curve value 6 hr after po administration in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL623817
9853,1,,1,Rattus norvegicus,,,10116.0,,,Area under the curve at a concentration of 15 mg/kg perorally in rats along with 100 mg/kg of compound 11,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL623818
9854,1,,1,Rattus norvegicus,,,10116.0,,,"Area under the curve at a concentration of 3 mg/kg in rats, intravenously",,,,,BAO_0000218,50597,N,Intermediate,CHEMBL623819
9855,1,,1,Rattus norvegicus,,,10116.0,,,Area under the curve at a concentration of 60 mg/kg perorally in rats along with 100 mg/kg of compound 11,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL623820
9856,1,,1,Rattus norvegicus,,,10116.0,,,Area under the curve at a concentration of 60 mg/kg perorally in rats along with control,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL623821
9857,1,,1,Rattus norvegicus,,,10116.0,1969.0,,AUC normalized for dose (AUCN) in rat,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL623822
9858,1,,1,Rattus norvegicus,,,10116.0,,,Area under curve in rat after p.o. administration,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL623823
9859,1,,1,Rattus norvegicus,,,10116.0,,,Area under curve in rat after p.o. administration,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL623824
9860,1,,1,Rattus norvegicus,,,10116.0,,,Area under curve in rat after p.o. administration; Not determined,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL623825
9861,1,,1,Rattus norvegicus,,,10116.0,,,Area under curve in rat after peroral administration,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622070
9862,1,,1,Rattus norvegicus,,,10116.0,,,Area under curve (carotid artery) value of the compound,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622071
9863,1,,1,Rattus norvegicus,,,10116.0,,,Bioavailability expressed as the area under curve of rat carotid artery,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622072
9864,1,,1,Rattus norvegicus,,,10116.0,,,Area under curve in male SD rats was observed after intravenous administration in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622073
9865,1,,1,Rattus norvegicus,,,10116.0,,,Area under curve of the compound was determined,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622074
9866,1,,1,Rattus norvegicus,,,10116.0,,,Compound was evaluated for its pharmacokinetic parameter maximum area under curve AUCmax,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622075
9867,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Area under the plasma concentration-time curve in rats after oral administration at 20 mg/kg,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622076
9868,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Area under the plasma concentration-time curve in rats following oral administration at 20 mg/kg,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622077
9869,1,,1,Rattus norvegicus,,,10116.0,,,Area under curve (portal vein) value of the compound,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622078
9870,1,,1,Rattus norvegicus,,,10116.0,,,Bioavailability expressed as the area under curve of rat portal vein,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622079
9871,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Area Under plasma concentration time curve in rat upon peroral administration,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622080
9872,1,,1,Rattus norvegicus,,,10116.0,,,In vivo area under curve was determined for the compound after i.v. administration at a dose of 5 mg/kg in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL877612
9873,1,,1,Rattus norvegicus,,,10116.0,,,In vivo area under curve was determined for the compound after oral (po) administration at a dose of 10 mg/kg in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622081
9874,1,,1,Rattus norvegicus,,,10116.0,,,Compound was evaluated for oral bioavailability in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622082
9875,1,,1,Rattus norvegicus,,,10116.0,,,Compound was evaluated for oral bioavailability in rats after iv administration,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622083
9876,1,,1,Rattus norvegicus,,,10116.0,,,Compound was evaluated for oral bioavailability in rats; 30-80,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622084
9877,1,,1,Rattus norvegicus,,,10116.0,,,Compound was evaluated for oral bioavailability in rats; 50-60,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622085
9878,1,,1,Rattus norvegicus,,,10116.0,,,Compound was evaluated for oral bioavailability in rats; no data,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622086
9879,1,,1,Rattus norvegicus,,,10116.0,,,Compound was evaluated for oral bioavailability in rats; peptide,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622087
9880,1,,1,Rattus norvegicus,,,10116.0,178.0,,"Distribution of radioactivity in blood of rats at 1 day after an intravenous injection; Value expressed as mean % injected dose, Range- 0.03-0.03",Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622088
9881,1,,1,Rattus norvegicus,,,10116.0,178.0,,"Distribution of radioactivity in blood of rats at 1 hr after an intravenous injection; Value expressed as mean % injected dose, Range-0.9-1.03",Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622089
9882,1,,1,Rattus norvegicus,,,10116.0,178.0,,"Distribution of radioactivity in blood of rats at 2 mins after an intravenous injection; Value expressed as mean % injected dose, Range = 0.88-1.15",Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL623685
9883,1,,1,Rattus norvegicus,,,10116.0,178.0,,"Distribution of radioactivity in blood of rats at 2 hr after an intravenous injection; Value expressed as mean % injected dose, Range = 0.71-0.87",Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL623686
9884,1,,1,Rattus norvegicus,In vivo,,10116.0,945.0,,"Biodistribution in Sprague-Dawley rat stomach 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Stomach,,,,BAO_0000218,50597,N,Intermediate,CHEMBL623687
9885,1,,1,Rattus norvegicus,In vivo,,10116.0,945.0,,"Biodistribution in Sprague-Dawley rat stomach 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Stomach,,,,BAO_0000218,50597,N,Intermediate,CHEMBL623688
9886,1,,1,Rattus norvegicus,In vivo,,10116.0,945.0,,"Biodistribution in Sprague-Dawley rat stomach 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Stomach,,,,BAO_0000218,50597,N,Intermediate,CHEMBL623689
9887,1,,1,Rattus norvegicus,In vivo,,10116.0,945.0,,"Biodistribution in Sprague-Dawley rat stomach 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Stomach,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622485
9888,1,,1,Rattus norvegicus,In vivo,,10116.0,2046.0,,"Biodistribution in Sprague-Dawley rat thyroid 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Thyroid gland,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622486
9889,1,,1,Rattus norvegicus,In vivo,,10116.0,2046.0,,"Biodistribution in Sprague-Dawley rat thyroid 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Thyroid gland,,,,BAO_0000218,50597,N,Intermediate,CHEMBL877613
9890,1,,1,Rattus norvegicus,In vivo,,10116.0,2046.0,,"Biodistribution in Sprague-Dawley rat thyroid 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Thyroid gland,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622487
9891,1,,1,Rattus norvegicus,In vivo,,10116.0,2046.0,,"Biodistribution in Sprague-Dawley rat thyroid 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Thyroid gland,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622488
9892,1,,1,Rattus norvegicus,In vivo,,10116.0,948.0,,"Biodistribution in Sprague-Dawley rats heart 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Heart,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622489
9893,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Compound was evaluated for percent dimer tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in urine,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622490
9894,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Compound was evaluated for percent dimer tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in urine; na - not available,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622491
9895,1,,1,Rattus norvegicus,,,10116.0,2107.0,,Compound was evaluated for percent dose tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in liver,Liver,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622492
9896,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Compound was evaluated for percent thiol tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in urine,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622493
9897,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Compound was evaluated for percent thiol tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in urine; na - not available,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622494
9898,1,,1,Rattus norvegicus,,,10116.0,2385.0,,"Compound was evaluated for the biodistribution in Sprague-Dawley rats in muscle 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Muscle tissue,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622495
9899,1,,1,Rattus norvegicus,,,10116.0,,,Compound was evaluated for tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in rat kidney,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622496
9900,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Compound was evaluated for tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in urine,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622497
9901,1,,1,Rattus norvegicus,,,10116.0,,,Percent of radioactive dose in urine and faeces excreted in 0-24 hr by rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622498
9902,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Percent of radioactive dose in urine and feces excreted in 0-24 hr by rats,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL624918
9903,1,,1,Rattus norvegicus,,,10116.0,1088.0,,Percent of radioactive dose in urine and feces excreted in 0-24 hr by rats; NA is <10% inhibition at 1 uM for binding data,Urine,,,,BAO_0000218,50597,N,Intermediate,CHEMBL624919
9904,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution of compound in rat blood after 5 min of administration,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL624920
9905,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Biodistribution of compound in rat blood after 5 min of administration.,Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL624921
9906,1,,1,Rattus norvegicus,In vivo,,10116.0,955.0,,Biodistribution of compound in rat brain after 5 min of administration,Brain,,,,BAO_0000218,50597,N,Intermediate,CHEMBL624922
9907,1,,1,Rattus norvegicus,In vivo,,10116.0,948.0,,Biodistribution of compound in rat heart after 5 min of administration,Heart,,,,BAO_0000218,50597,N,Intermediate,CHEMBL624923
9908,1,,1,Rattus norvegicus,In vivo,,10116.0,948.0,,Biodistribution of compound in rat heart after 5 min of administration.,Heart,,,,BAO_0000218,50597,N,Intermediate,CHEMBL624924
9909,1,,1,Rattus norvegicus,In vivo,,10116.0,2113.0,,Biodistribution of compound in rat kidney after 5 min of administration,Kidney,,,,BAO_0000218,50597,N,Intermediate,CHEMBL624925
9910,1,,1,Rattus norvegicus,In vivo,,10116.0,2113.0,,Biodistribution of compound in rat kidney after 5 min of administration.,Kidney,,,,BAO_0000218,50597,N,Intermediate,CHEMBL624926
9911,1,,1,Rattus norvegicus,In vivo,,10116.0,2107.0,,Biodistribution of compound in rat liver after 5 min of administration,Liver,,,,BAO_0000218,50597,N,Intermediate,CHEMBL624927
9912,1,,1,Rattus norvegicus,In vivo,,10116.0,2107.0,,Biodistribution of compound in rat liver after 5 min of administration.,Liver,,,,BAO_0000218,50597,N,Intermediate,CHEMBL874402
9913,1,,1,Rattus norvegicus,In vivo,,10116.0,2048.0,,Biodistribution of compound in rat lung after 5 min of administration,Lung,,,,BAO_0000218,50597,N,Intermediate,CHEMBL624928
9914,1,,1,Rattus norvegicus,In vivo,,10116.0,2048.0,,Biodistribution of compound in rat lung after 5 min of administration.,Lung,,,,BAO_0000218,50597,N,Intermediate,CHEMBL624929
9915,1,,1,Rattus norvegicus,In vivo,,10116.0,2385.0,,Biodistribution of compound in rat muscle after 5 min of administration,Muscle tissue,,,,BAO_0000218,50597,N,Intermediate,CHEMBL624930
9916,1,,1,Rattus norvegicus,In vivo,,10116.0,2385.0,,Biodistribution of compound in rat muscle after 5 min of administration.,Muscle tissue,,,,BAO_0000218,50597,N,Intermediate,CHEMBL624931
9917,1,,1,Rattus norvegicus,,,10116.0,948.0,,In vivo heart distribution of free doxorubicin after 6 hr intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,Heart,,,,BAO_0000218,50597,N,Intermediate,CHEMBL624932
9918,1,,1,Rattus norvegicus,,,10116.0,948.0,,In vivo heart distribution of total doxorubicin after 6 hr intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,Heart,,,,BAO_0000218,50597,N,Intermediate,CHEMBL624933
