doc_id,cell_id,assay_cell_type,tid,assay_tax_id,assay_category,src_assay_id,bao_format,assay_type,tissue_id,chembl_id,variant_id,assay_subcellular_fraction,curated_by,assay_tissue,src_id,confidence_score,assay_strain,assay_organism,relationship_type,assay_test_type,assay_id,description
12918,,,17005,,,,BAO_0000357,B,,CHEMBL617187,,,Autocuration,,1,8,,,H,,2242,Compound was evaluated for the binding affinity at 5- HT2 receptor
15120,,,17005,,,,BAO_0000357,B,,CHEMBL617188,,,Autocuration,,1,8,,,H,,2243,Compound was tested for binding affinity using [3H]ketanserin against 5-hydroxytryptamine 2 receptor
2613,,,17005,,,,BAO_0000218,B,,CHEMBL617189,,,Autocuration,,1,8,,,H,,2244,In vivo binding affinity was evaluated against 5-hydroxytryptamine 2 receptor
13378,,,104784,9606.0,,,BAO_0000224,B,,CHEMBL617190,,,Autocuration,,1,5,,Homo sapiens,D,,2245,Inhibitory activity against cloned human 5-HT2 receptor
2331,449.0,CHO,104784,9606.0,,,BAO_0000219,B,,CHEMBL617191,,,Autocuration,,1,5,,Homo sapiens,D,,2246,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells"
2331,449.0,CHO,104784,9606.0,,,BAO_0000219,B,,CHEMBL617192,,,Autocuration,,1,5,,Homo sapiens,D,,2247,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells."
2331,449.0,CHO,104784,9606.0,,,BAO_0000219,B,,CHEMBL617193,,,Autocuration,,1,5,,Homo sapiens,D,,2248,"Tested in vitro for the inhibition of [3H]-ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells; Inactive"
2331,449.0,CHO,104784,9606.0,,,BAO_0000219,B,,CHEMBL617194,,,Autocuration,,1,5,,Homo sapiens,D,,2249,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells; not tested"
4170,,,104784,,,,BAO_0000224,B,,CHEMBL617195,,,Autocuration,,1,4,,,H,,2250,Binding affinity towards 5-hydroxytryptamine 2 receptor
15453,,,104784,,,,BAO_0000224,B,,CHEMBL881830,,,Autocuration,,1,4,,,H,,2251,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin
1479,,,17005,,,,BAO_0000357,B,,CHEMBL617196,,,Autocuration,,1,8,,,H,,2252,Binding affinity towards 5-hydroxytryptamine 2 receptor
11139,,,104686,,,,BAO_0000224,B,,CHEMBL617197,,,Autocuration,,1,4,,,H,,2253,Binding affinity towards 5-hydroxytryptamine 2- receptor using [3H]ketanserin as radioligand in competitive binding assay
13969,,,17005,,,,BAO_0000357,B,,CHEMBL617198,,,Expert,,1,8,,,H,,2254,Binding affinity against 5-hydroxytryptamine 2A receptor was measured using [3H]ketanserin as radioligand
13392,,,17005,,,,BAO_0000357,B,,CHEMBL873476,,,Expert,,1,8,,,H,,2255,Binding affinity towards 5-hydroxytryptamine 2A receptor
14430,,,17005,,,,BAO_0000019,B,,CHEMBL617199,,,Expert,,1,8,,,H,,2256,Affinity towards 5-hydroxytryptamine 2A receptor in membranes from bovine frontal cortex using [3H]ketanserin
13181,,,107,10141.0,,,BAO_0000357,B,,CHEMBL617200,,,Autocuration,,1,8,,Cavia porcellus,H,,2257,Binding affinity was determined against 5-hydroxytryptamine 2A receptor
17200,,,51,,,,BAO_0000357,B,,CHEMBL617484,,,Autocuration,,1,8,,,H,,2258,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand
17200,,,107,,,,BAO_0000357,B,,CHEMBL617485,,,Autocuration,,1,8,,,H,,2259,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand
17200,,,51,,,,BAO_0000357,B,,CHEMBL617486,,,Autocuration,,1,8,,,H,,2260,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand
13463,,,107,,,,BAO_0000357,B,,CHEMBL858022,,,Autocuration,,1,8,,,H,,2261,Binding affinity analysed on 5-HT 2A human clone using [3H]ketanserin as radioligand
6347,449.0,CHO,107,,,,BAO_0000219,B,,CHEMBL617049,,,Autocuration,,1,8,,,H,,2262,Effective concentration against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand
6857,449.0,CHO,107,9606.0,,,BAO_0000219,F,,CHEMBL617050,,,Expert,,1,9,,Homo sapiens,D,,2263,Functional activity against human 5-hydroxytryptamine 2A receptor expressed in CHO cells using fluorometric imaging plate reader
4176,,,107,,,,BAO_0000219,F,,CHEMBL617051,,,Autocuration,,1,8,,,H,,2264,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line
4176,,,107,,,,BAO_0000219,F,,CHEMBL617052,,,Autocuration,,1,8,,,H,,2265,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line; no data
4176,,,107,,,,BAO_0000219,F,,CHEMBL617053,,,Autocuration,,1,8,,,H,,2266,Functional antagonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line
6347,449.0,CHO,107,,,,BAO_0000219,B,,CHEMBL617054,,,Autocuration,,1,8,,,H,,2267,"Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand, expressed as Emax"
6347,449.0,CHO,107,,,,BAO_0000219,B,,CHEMBL617055,,,Autocuration,,1,8,,,H,,2268,"Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells, expressed as Emax"
15331,,,107,,,,BAO_0000357,B,,CHEMBL882924,,,Autocuration,,1,8,,,H,,2269,Affinity of compound towards human 5-hydroxytryptamine 2A receptor was evaluated using radioligand binding technique
16146,,,107,9606.0,,,BAO_0000357,B,,CHEMBL617056,,,Expert,,1,9,,Homo sapiens,D,,2270,Inhibition of human 5-hydroxytryptamine 2A receptor
15250,449.0,CHO,107,,,,BAO_0000219,B,,CHEMBL617057,,,Autocuration,,1,8,,,H,,2271,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells
13631,,,107,,,,BAO_0000219,B,,CHEMBL617058,,,Expert,,1,8,,,H,,2272,Inhibitory concentration against human 5-HT2A receptor in BEK cells
3805,,,107,,,,BAO_0000357,B,,CHEMBL617059,,,Autocuration,,1,8,,,H,,2273,In vitro binding affinity against human 5-hydroxytryptamine 2A receptor at a concentration of 100 (nM)
4011,449.0,CHO,107,,,,BAO_0000219,B,,CHEMBL617060,,,Autocuration,,1,8,,,H,,2274,Ability to displace [3H]ketanserin from CHO cells expressing human 5-hydroxytryptamine 2A receptor was determined
4012,449.0,CHO,107,,,,BAO_0000219,B,,CHEMBL617061,,,Expert,,1,8,,,H,,2275,Displacement of [3H]ketanserin from CHO cells expressing human 5-hydroxytryptamine 2A receptor.
6366,307.0,L929,107,,,,BAO_0000219,B,,CHEMBL617062,,,Expert,,1,8,,,H,,2276,Ability to displace [125I]R91150 from human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells
15949,449.0,CHO,107,,,,BAO_0000219,B,,CHEMBL617063,,,Expert,,1,8,,,H,,2277,Ability to displace [3H]ketanserin binding to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells
14093,,,107,,,,BAO_0000019,F,,CHEMBL617064,,,Autocuration,,1,8,,,H,,2278,Agonist activity at cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand
13481,,,107,,,,BAO_0000019,F,,CHEMBL617065,,,Autocuration,,1,8,,,H,,2279,Agonistic activity at cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand
6347,449.0,CHO,107,,,,BAO_0000219,B,,CHEMBL617066,,,Autocuration,,1,8,,,H,,2280,Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand
6347,449.0,CHO,107,,,,BAO_0000219,B,,CHEMBL617067,,,Autocuration,,1,8,,,H,,2281,Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand; Nd means not done
14093,,,107,,,,BAO_0000019,F,,CHEMBL617068,,,Autocuration,,1,8,,,H,,2282,Antagonist activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]-Ketanserin radioligand
14093,,,107,,,,BAO_0000019,F,,CHEMBL617069,,,Autocuration,,1,8,,,H,,2283,Antagonist activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin radioligand; Not tested
13481,,,107,,,,BAO_0000019,F,,CHEMBL617070,,,Autocuration,,1,8,,,H,,2284,Antagonistic activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand
14442,,,107,,,,BAO_0000357,B,,CHEMBL617071,,,Autocuration,,1,8,,,H,,2285,Binding ability of compound at cloned human 5-hydroxytryptamine 2A receptor using [125 I]DOI as radioligand
14442,,,107,,,,BAO_0000357,B,,CHEMBL872915,,,Autocuration,,1,8,,,H,,2286,Binding ability of compound at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand
14755,,,107,,,,BAO_0000357,B,,CHEMBL617072,,,Autocuration,,1,8,,,H,,2287,Binding activity against cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as the radioligand.
16441,,,107,,,,BAO_0000357,B,,CHEMBL617073,,,Autocuration,,1,8,,,H,,2288,Binding affinity against 5-hydroxytryptamine 2A receptor in humans
14744,,,107,,,,BAO_0000357,B,,CHEMBL617074,,,Autocuration,,1,8,,,H,,2289,Binding affinity against the cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as the radioligand
16659,449.0,CHO,107,,,,BAO_0000219,B,,CHEMBL617075,,,Expert,,1,8,,,H,,2290,Binding affinity for displacement of [3H]ketanserin to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells
3307,,,107,,,,BAO_0000357,B,,CHEMBL617076,,,Autocuration,,1,8,,,H,,2291,Binding affinity of compound to human 5-hydroxytryptamine 2A receptor
6857,,,107,9606.0,,,BAO_0000019,B,,CHEMBL617077,,,Expert,,1,9,,Homo sapiens,D,,2292,Affinity for human 5-hydroxytryptamine 2A receptor expressed in mammalian cell line
5635,,,107,,,,BAO_0000357,B,,CHEMBL617078,,,Expert,,1,8,,,H,,2293,Binding affinity against 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand.
4234,,,107,9606.0,,,BAO_0000357,B,,CHEMBL617079,,,Expert,,1,9,,Homo sapiens,D,,2294,Binding affinity to cloned human 5-hydroxytryptamine 2A receptor
15527,,,107,,,,BAO_0000357,B,,CHEMBL617080,,,Autocuration,,1,8,,,H,,2295,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand.
6588,449.0,CHO,107,,,,BAO_0000219,B,,CHEMBL617081,,,Expert,,1,8,,,H,,2296,Binding affinity towards human 5-hydroxytryptamine 2A receptor by the displacement of [3H]ketanserin radioligand from the cloned receptor expressed in CHO cells
13631,,,107,,,,BAO_0000219,B,,CHEMBL617082,,,Expert,,1,8,,,H,,2297,Binding affinity towards human 5-HT2A receptor in BEK cells
17723,,,107,,,,BAO_0000357,B,,CHEMBL617083,,,Autocuration,,1,8,,,H,,2298,Binding affinity towards human serotonin 5-hydroxytryptamine 2A receptor
14770,,,107,,,,BAO_0000357,B,,CHEMBL617084,,,Autocuration,,1,8,,,H,,2299,Binding affinity for recombinant human 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand.
16293,,,107,9606.0,,,BAO_0000357,B,,CHEMBL617085,,,Expert,,1,9,,Homo sapiens,D,,2300,Binding affinity for human 5-hydroxytryptamine 2A receptor
16209,,,107,,,,BAO_0000357,B,,CHEMBL617086,,,Autocuration,,1,8,,,H,,2301,Binding affinity towards human 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand
12469,,,107,,,,BAO_0000219,B,,CHEMBL617087,,,Autocuration,,1,8,,,H,,2302,Binding affinity was measured on 5-hydroxytryptamine 2A receptor in GF6 cells transfected with human 5-HT2A gene labeled with [3H]ketanserin
15363,,,107,,,,BAO_0000357,B,,CHEMBL617088,,,Autocuration,,1,8,,,H,,2303,Compound was tested for the displacement of [125I]-DOI from clone human 5-hydroxytryptamine 2A receptor
15363,,,107,,,,BAO_0000357,B,,CHEMBL617089,,,Autocuration,,1,8,,,H,,2304,Compound was tested for the displacement of [125I]DOI from cloned human 5-hydroxytryptamine 2A receptor
16441,,,107,,,,BAO_0000019,B,,CHEMBL617090,,,Expert,,1,8,,,H,,2305,"Tested on genetically transfected COS7 cell membranes selectively expressing human 5-hydroxytryptamine 2A receptor, using [3H]ketanserin as radioligand"
8,,,107,,,,BAO_0000357,B,,CHEMBL617513,,,Autocuration,,1,8,,,H,,2306,In vitro binding affinity towards 5-hydroxytryptamine 2A receptor in human using [3H]ketanserin as radioligand
4176,722.0,HEK293,107,,,,BAO_0000219,B,,CHEMBL617514,,,Autocuration,,1,8,,,H,,2307,In vitro binding affinity towards human 5-hydroxytryptamine 2A receptor expressed in HEK293 cells was determined using [3H]ketanserin as radioligand
17085,,,107,,,,BAO_0000019,B,,CHEMBL617515,,,Autocuration,,1,8,,,H,,2308,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 2A receptor
17200,,,107,,,,BAO_0000357,B,,CHEMBL617516,,,Autocuration,,1,8,,,H,,2309,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand
17200,,,107,9606.0,,,BAO_0000357,B,,CHEMBL617517,,,Expert,,1,9,,Homo sapiens,D,,2310,Inhibitory constant determined against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand
4013,449.0,CHO,107,9606.0,,,BAO_0000219,B,,CHEMBL617518,,,Expert,,1,9,,Homo sapiens,D,,2311,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor expressed in CHO cells
5088,,,107,,,,BAO_0000357,B,,CHEMBL617519,,,Autocuration,,1,8,,,H,,2312,Tested for binding affinity towards 5-hydroxytryptamine 2A receptor
5088,,,107,9606.0,,,BAO_0000357,B,,CHEMBL617520,,,Expert,,1,9,,Homo sapiens,D,,2313,Displacement of [3H]DOB from human 5-hydroxytryptamine 2A receptor
5088,,,107,,,,BAO_0000357,B,,CHEMBL617521,,,Autocuration,,1,8,,,H,,2314,Tested for binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]DOB as labeled ligand; binding data not obtained
5088,,,107,9606.0,,,BAO_0000357,B,,CHEMBL617522,,,Expert,,1,9,,Homo sapiens,D,,2315,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor
5088,,,107,,,,BAO_0000357,B,,CHEMBL617523,,,Autocuration,,1,8,,,H,,2316,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand
5088,,,107,,,,BAO_0000357,B,,CHEMBL617524,,,Autocuration,,1,8,,,H,,2317,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand
9786,,,104686,,,,BAO_0000019,B,,CHEMBL617525,,,Autocuration,,1,4,,,H,,2318,Ability to displace 0.75 nM [3H]ketanserin in 5-hydroxytryptamine 2 receptor from rat frontal cortex homogenate
9205,,,104686,10116.0,,,BAO_0000019,B,,CHEMBL617526,,,Autocuration,,1,5,,Rattus norvegicus,D,,2319,Ability to inhibit [3H]spiperone binding to 5-hydroxytryptamine 2 receptor determined in rat
11257,,,104686,,,,BAO_0000224,B,,CHEMBL617527,,,Autocuration,,1,4,,,H,,2320,Affinity on 5-hydroxytryptamine 2 receptor labeled by [125I]DOI
9362,,,104686,,,,BAO_0000019,B,,CHEMBL617528,,,Autocuration,,1,4,,,H,,2321,Affinity towards [3H]- DOB -labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates
9362,,,104686,,,,BAO_0000019,B,,CHEMBL617529,,,Autocuration,,1,4,,,H,,2322,Affinity towards [3H]- ketanserin-labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates
10590,,,104686,,,,BAO_0000224,B,,CHEMBL617530,,,Autocuration,,1,4,,,H,,2323,Inhibition of 5-hydroxytryptamine 2 induced vasoconstriction of rat caudal artery.
10468,,,104686,,,,BAO_0000019,B,,CHEMBL617531,,,Autocuration,,1,4,,,H,,2324,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand
13050,,,104686,,,,BAO_0000019,B,,CHEMBL617532,,,Autocuration,,1,4,,,H,,2325,Binding affinity against 5-hydroxytryptamine 2 receptor from rat frontal cortex using [125]-(R)-DOI as radioligand
11624,,,104686,,,,BAO_0000019,B,,CHEMBL617533,,,Autocuration,,1,4,,,H,,2326,Binding affinity against 5-hydroxytryptamine 2 receptor in rat using [3H]ketanserin as radioligand
10468,,,104686,,,,BAO_0000019,B,,CHEMBL617534,,,Autocuration,,1,4,,,H,,2327,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand
10330,,,104686,,,,BAO_0000224,B,,CHEMBL617535,,,Autocuration,,1,4,,,H,,2328,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand
10062,,,104686,,,,BAO_0000224,B,,CHEMBL617536,,,Autocuration,,1,4,,,H,,2329,Binding affinity at rat 5-hydroxytryptamine 2 receptor by [3H]ketanserin displacement.
11642,,,104686,,,,BAO_0000224,B,,CHEMBL617537,,,Autocuration,,1,4,,,H,,2330,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor
10062,,,104686,,,,BAO_0000224,B,,CHEMBL617538,,,Autocuration,,1,4,,,H,,2331,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor
13427,,,104686,,,,BAO_0000219,B,,CHEMBL617539,,,Autocuration,,1,4,,,H,In vitro,2332,Binding affinity of [3H]ketanserin towards 5-hydroxytryptamine 2 receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.
12280,,,104686,10116.0,,,BAO_0000224,B,,CHEMBL617540,,,Autocuration,,1,5,,Rattus norvegicus,D,,2333,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor
4101,,,104686,10116.0,,,BAO_0000224,B,,CHEMBL617541,,,Autocuration,,1,5,,Rattus norvegicus,D,,2334,Binding affinity for 5-hydroxytryptamine 2 receptor from striata of male Wistar rats by displacement of [3H]ketanserin
10062,,,104686,,,,BAO_0000224,B,,CHEMBL617542,,,Autocuration,,1,4,,,H,,2335,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 2 receptor
11147,,,104686,,,,BAO_0000224,B,,CHEMBL617543,,,Autocuration,,1,4,,,H,,2336,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]DOB as
2395,485.0,CHO-K1,104686,10116.0,,,BAO_0000219,B,,CHEMBL617544,,,Autocuration,,1,5,,Rattus norvegicus,D,,2337,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells
2395,485.0,CHO-K1,104686,10116.0,,,BAO_0000219,B,,CHEMBL617545,,,Autocuration,,1,5,,Rattus norvegicus,D,,2338,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells
9098,,,104686,10116.0,,,BAO_0000019,B,,CHEMBL617413,,,Autocuration,,1,5,,Rattus norvegicus,D,,2339,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand
9098,,,104686,,,,BAO_0000019,B,,CHEMBL617414,,,Autocuration,,1,4,,,H,,2340,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand.
9098,,,104686,10116.0,,,BAO_0000019,B,,CHEMBL617415,,,Autocuration,,1,5,,Rattus norvegicus,D,,2341,Binding affinity to 5-hydroxytryptamine 2 receptor of rat cortical membranes using [3H]- DOB; ND means no data.
9443,,,104686,,,,BAO_0000224,B,,CHEMBL617416,,,Autocuration,,1,4,,,H,,2342,Binding affinity towards 5-hydroxytryptamine 2 receptor
9443,,,104686,,,,BAO_0000224,B,,CHEMBL617417,,,Autocuration,,1,4,,,H,,2343,Binding affinity towards 5-hydroxytryptamine 2 receptor at 1.0 uM concentration
9699,,,104686,,,,BAO_0000019,B,,CHEMBL617418,,,Autocuration,,1,4,,,H,,2344,"Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- 1-(4-bromo-2,5-dimethoxy-phenyl)-2-aminopropane (D) as radioligand in rat frontal cortex"
9699,,,104686,,,,BAO_0000019,B,,CHEMBL617419,,,Autocuration,,1,4,,,H,,2345,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- ketanserin as radioligand in rat frontal cortex
9098,,,104686,,,,BAO_0000224,B,,CHEMBL617420,,,Autocuration,,1,4,,,H,,2346,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined
3070,,,104686,10116.0,,,BAO_0000224,B,,CHEMBL617421,,,Autocuration,,1,5,,Rattus norvegicus,D,,2347,Affinity for 5-hydroxytryptamine 2 receptor
9547,,,104686,,,,BAO_0000224,B,,CHEMBL617422,,,Autocuration,,1,4,,,H,,2348,Binding affinity towards serotonin 5-hydroxytryptamine 2 receptor of rat determined using 0.5 nM of [3H]ketanserin in binding assay
10444,,,104686,,,,BAO_0000019,B,,CHEMBL617423,,,Autocuration,,1,4,,,H,,2349,Binding affinity was determined against 5-hydroxytryptamine 2 receptor from male Sprague-Dawley rat brain.
14617,,,104686,,,,BAO_0000019,B,,CHEMBL617424,,,Autocuration,,1,4,,,H,,2350,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor from rat tissue homogenate
14617,,,104686,,,,BAO_0000019,B,,CHEMBL617425,,,Autocuration,,1,4,,,H,,2351,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor rat tissue homogenate
11130,,,104686,,,,BAO_0000224,B,,CHEMBL617426,,,Autocuration,,1,4,,,H,,2352,Binding constant against 5-hydroxytryptamine 2 receptor (in vitro)
11130,,,104686,,,,BAO_0000218,B,,CHEMBL617427,,,Autocuration,,1,4,,,H,In vivo,2353,Binding constant against 5-hydroxytryptamine 2 receptor (in vivo)
14542,,,104686,,,,BAO_0000221,B,955.0,CHEMBL617428,,,Autocuration,Brain,1,4,,,H,,2354,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin in rat brain
2797,,,104686,,,,BAO_0000224,B,,CHEMBL617429,,,Autocuration,,1,4,,,H,,2355,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2 receptor from rat
11332,,,104686,,,,BAO_0000019,B,,CHEMBL617430,,,Autocuration,,1,4,,,H,,2356,Compound was evaluated for in vitro binding affinity towards 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- spiperone as radioligand
11332,,,104686,,,,BAO_0000019,B,,CHEMBL617431,,,Autocuration,,1,4,,,H,,2357,Compound was evaluated for in vitro binding affinity towards serotonin 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- spiperone as radioligand
10752,,,104686,,,,BAO_0000019,B,1870.0,CHEMBL617432,,,Autocuration,Frontal cortex,1,4,,,H,,2358,Compound was evaluated for its ability to displace 0.25 nM [125I](R)-DOI from binding sites in rat frontal cortex.
1185,,,104686,,,,BAO_0000224,B,,CHEMBL617433,,,Autocuration,,1,4,,,H,,2359,Ability to displace [3H]ketanserin from serotonergic 5-hydroxytryptamine 2 receptor
1185,,,104686,,,,BAO_0000224,B,,CHEMBL617434,,,Autocuration,,1,4,,,H,,2360,Compound was evaluated for its ability to displace [3H]ketanserin from serotonergic 5-hydroxytryptamine 2 receptor
11624,,,104686,10116.0,,,BAO_0000224,B,,CHEMBL617435,,,Autocuration,,1,5,,Rattus norvegicus,D,,2361,Binding affinity against 5-Hydroxy tryptamine 2 (5-hydroxytryptamine 2)receptor
1344,,,104686,,,,BAO_0000019,B,,CHEMBL617436,,,Autocuration,,1,4,,,H,,2362,Compound was evaluated for its binding affinity to 5-hydroxytryptamine 2 receptor in rat cortex using [3H]ketanserin radioligand assay
15453,,,104686,10116.0,,,BAO_0000019,B,2435.0,CHEMBL617437,,,Autocuration,Striatum,1,5,,Rattus norvegicus,D,,2363,Binding affinity against 5-hydroxytryptamine 2 receptor in rat striatum using [3H]-RP62203
11662,,,104686,,,,BAO_0000019,B,,CHEMBL617438,,,Autocuration,,1,4,,,H,,2364,"Binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand"
11662,,,104686,,,,BAO_0000019,B,,CHEMBL617439,,,Autocuration,,1,4,,,H,,2365,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined"
10796,,,104686,,,,BAO_0000224,B,,CHEMBL617440,,,Autocuration,,1,4,,,H,,2366,Compound was tested in vitro for binding affinity for 5-hydroxytryptamine 2 receptor
9069,,,104686,,,,BAO_0000224,B,,CHEMBL617441,,,Autocuration,,1,4,,,H,,2367,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor
8814,,,104686,10116.0,,,BAO_0000019,B,,CHEMBL872918,,,Autocuration,,1,5,,Rattus norvegicus,D,,2368,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat cortical membrane homogenates
8908,,,104686,10116.0,,,BAO_0000019,B,,CHEMBL617442,,,Autocuration,,1,5,,Rattus norvegicus,D,,2369,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat cortex
9098,,,104686,,,,BAO_0000019,B,,CHEMBL617443,,,Autocuration,,1,4,,,H,,2370,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand; ND means no data.
9098,,,104686,,,,BAO_0000019,B,,CHEMBL617444,,,Autocuration,,1,4,,,H,,2371,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 (5-HT2) receptor using [3H]KET as a radioligand
9098,,,104686,,,,BAO_0000019,B,,CHEMBL617445,,,Autocuration,,1,4,,,H,,2372,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand; ND means no data.
9098,,,104686,,,,BAO_0000019,B,,CHEMBL617446,,,Autocuration,,1,4,,,H,,2373,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand.
9098,,,104686,,,,BAO_0000249,B,,CHEMBL617447,,,Autocuration,,1,4,,,H,,2374,Binding affinity to 5-hydroxytryptamine 2 receptor in rat frontal cortical membranes by [3H]- KET displacement.
9098,,,104686,,,,BAO_0000019,B,,CHEMBL617448,,,Autocuration,,1,4,,,H,,2375,Evaluated for the binding affinity to rat frontal cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand.;ND is not determined
9098,,,104686,,,,BAO_0000019,B,,CHEMBL617449,,,Autocuration,,1,4,,,H,,2376,Evaluated for the binding affinity to rat frontal cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand;ND means no data
9161,,,104686,,,,BAO_0000019,B,,CHEMBL617450,,,Autocuration,,1,4,,,H,,2377,In vitro binding affinity at 5-hydroxytryptamine 2 receptor in rat cortical tissue by [3H]spiperone displacement; No data.
