Fiscal year,Organisation class,Organisation type,Trade development (marker),Biodiversity (marker),Continent ID,Fund centre ID,Organisation sub-class,Knowledge for development (marker),Bilateral aid (international marker),Indigenous issues (marker),Amount spent,ICT as a tool for development (marker),Section name,Continent name,Organisation ID,Climate change mitigation (marker),Children issues (marker),CountryRegion percent,Sector percent,Maximum CIDA contribution (project-level),IRTC percent,Climate change adaptation (marker),CountryRegion name,Urban issues (marker),Project number,Status,Branch ID,Branch name,Division ID,Division name,Section ID,Regional program (marker),Fund centre name,Untied amount(Project-level budget),FSTC percent,CFLI (marker),CIDA business delivery model (old)
2009/2010,Governmental,Canadian Non-Profit Making,0,0,2,4263,FEDERAL,0,1,0,128964.296,0,Middle East and North Africa,Africa,10050,0,0,1.0,0.4,4478731.9,0.0,0,Egypt,0,A031773001,Terminating,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,Egypt,4478731.9,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4263,CONSULTING SERVICES,0,1,0,8056.06,0,Middle East and North Africa,Africa,1004134,0,0,1.0,0.4,4478731.9,0.0,0,Egypt,0,A031773001,Terminating,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,Egypt,4478731.9,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4263,CONSULTING SERVICES,0,1,0,9171.952,0,Middle East and North Africa,Africa,1004565,0,0,1.0,0.4,4478731.9,0.0,0,Egypt,0,A031773001,Terminating,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,Egypt,4478731.9,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,2,4263,CONSULTANT,0,1,0,2400.0,0,Middle East and North Africa,Africa,Information not available,0,0,1.0,0.4,4478731.9,0.0,0,Egypt,0,A031773001,Terminating,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,Egypt,4478731.9,1.0,0,Directive
2009/2010,Unknown,Uncoded,0,0,2,4263,Unknown,0,1,0,5765.284000000001,0,Middle East and North Africa,Africa,Information not available,0,0,1.0,0.4,4478731.9,0.0,0,Egypt,0,A031773001,Terminating,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,Egypt,4478731.9,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,2,4263,FEDERAL,0,1,0,96723.222,0,Middle East and North Africa,Africa,10050,0,0,1.0,0.3,4478731.9,0.0,0,Egypt,0,A031773001,Terminating,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,Egypt,4478731.9,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4263,CONSULTING SERVICES,0,1,0,6042.045,0,Middle East and North Africa,Africa,1004134,0,0,1.0,0.3,4478731.9,0.0,0,Egypt,0,A031773001,Terminating,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,Egypt,4478731.9,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,2,4263,CONSULTING SERVICES,0,1,0,6878.964,0,Middle East and North Africa,Africa,1004565,0,0,1.0,0.3,4478731.9,0.0,0,Egypt,0,A031773001,Terminating,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,Egypt,4478731.9,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,2,4263,CONSULTANT,0,1,0,1800.0,0,Middle East and North Africa,Africa,Information not available,0,0,1.0,0.3,4478731.9,0.0,0,Egypt,0,A031773001,Terminating,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,Egypt,4478731.9,1.0,0,Directive
2009/2010,Unknown,Uncoded,0,0,2,4263,Unknown,0,1,0,4323.963,0,Middle East and North Africa,Africa,Information not available,0,0,1.0,0.3,4478731.9,0.0,0,Egypt,0,A031773001,Terminating,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,Egypt,4478731.9,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,1,4452,FEDERAL,0,1,0,3526.2243,0,Ha�ti & Dominican Republic Section,America,10050,0,0,0.135,1.0,3757126.03,0.0,0,Cuba,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4452,CONSULTING SERVICES,0,1,0,4751.22105,0,Ha�ti & Dominican Republic Section,America,1000975,0,0,0.135,1.0,3757126.03,0.0,0,Cuba,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4452,CONSULTING SERVICES,0,1,0,3580.335,0,Ha�ti & Dominican Republic Section,America,1004154,0,0,0.135,1.0,3757126.03,0.0,0,Cuba,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4452,CONSULTING SERVICES,0,1,0,2980.38015,0,Ha�ti & Dominican Republic Section,America,1006108,0,0,0.135,1.0,3757126.03,0.0,0,Cuba,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4452,CONSULTING SERVICES,0,1,0,4097.49435,0,Ha�ti & Dominican Republic Section,America,1006805,0,0,0.135,1.0,3757126.03,0.0,0,Cuba,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4452,CONSULTING SERVICES,0,1,0,3764.38455,0,Ha�ti & Dominican Republic Section,America,1008755,0,0,0.135,1.0,3757126.03,0.0,0,Cuba,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4452,CONSULTING SERVICES,0,1,0,544.55085,0,Ha�ti & Dominican Republic Section,America,1014622,0,0,0.135,1.0,3757126.03,0.0,0,Cuba,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,469.8,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.135,1.0,3757126.03,0.0,0,Cuba,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,484.68105,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.135,1.0,3757126.03,0.0,0,Cuba,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,488.4813,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.135,1.0,3757126.03,0.0,0,Cuba,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,526.4244,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.135,1.0,3757126.03,0.0,0,Cuba,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,568.0125,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.135,1.0,3757126.03,0.0,0,Cuba,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,614.25,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.135,1.0,3757126.03,0.0,0,Cuba,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,773.2665,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.135,1.0,3757126.03,0.0,0,Cuba,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,1255.5,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.135,1.0,3757126.03,0.0,0,Cuba,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,1616.64255,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.135,1.0,3757126.03,0.0,0,Cuba,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,2405.025,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.135,1.0,3757126.03,0.0,0,Cuba,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,3397.81365,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.135,1.0,3757126.03,0.0,0,Cuba,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,4696.39755,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.135,1.0,3757126.03,0.0,0,Cuba,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,7174.46295,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.135,1.0,3757126.03,0.0,0,Cuba,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,1,4452,FEDERAL,0,1,0,3003.8207,0,Ha�ti & Dominican Republic Section,America,10050,0,0,0.115,1.0,3757126.03,0.0,0,Dominican Rep.,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4452,CONSULTING SERVICES,0,1,0,4047.33645,0,Ha�ti & Dominican Republic Section,America,1000975,0,0,0.115,1.0,3757126.03,0.0,0,Dominican Rep.,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4452,CONSULTING SERVICES,0,1,0,3049.915,0,Ha�ti & Dominican Republic Section,America,1004154,0,0,0.115,1.0,3757126.03,0.0,0,Dominican Rep.,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4452,CONSULTING SERVICES,0,1,0,2538.84235,0,Ha�ti & Dominican Republic Section,America,1006108,0,0,0.115,1.0,3757126.03,0.0,0,Dominican Rep.,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4452,CONSULTING SERVICES,0,1,0,3490.45815,0,Ha�ti & Dominican Republic Section,America,1006805,0,0,0.115,1.0,3757126.03,0.0,0,Dominican Rep.,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4452,CONSULTING SERVICES,0,1,0,3206.69795,0,Ha�ti & Dominican Republic Section,America,1008755,0,0,0.115,1.0,3757126.03,0.0,0,Dominican Rep.,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4452,CONSULTING SERVICES,0,1,0,463.87665,0,Ha�ti & Dominican Republic Section,America,1014622,0,0,0.115,1.0,3757126.03,0.0,0,Dominican Rep.,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,400.2,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.115,1.0,3757126.03,0.0,0,Dominican Rep.,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,412.87645,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.115,1.0,3757126.03,0.0,0,Dominican Rep.,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,416.1137,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.115,1.0,3757126.03,0.0,0,Dominican Rep.,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,448.4356,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.115,1.0,3757126.03,0.0,0,Dominican Rep.,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,483.8625,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.115,1.0,3757126.03,0.0,0,Dominican Rep.,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,523.25,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.115,1.0,3757126.03,0.0,0,Dominican Rep.,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,658.7085,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.115,1.0,3757126.03,0.0,0,Dominican Rep.,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,1069.5,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.115,1.0,3757126.03,0.0,0,Dominican Rep.,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,1377.13995,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.115,1.0,3757126.03,0.0,0,Dominican Rep.,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,2048.725,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.115,1.0,3757126.03,0.0,0,Dominican Rep.,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,2894.43385,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.115,1.0,3757126.03,0.0,0,Dominican Rep.,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,4000.63495,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.115,1.0,3757126.03,0.0,0,Dominican Rep.,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,6111.57955,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.115,1.0,3757126.03,0.0,0,Dominican Rep.,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,1,4452,FEDERAL,0,1,0,19590.135,0,Ha�ti & Dominican Republic Section,America,10050,0,0,0.75,1.0,3757126.03,0.0,0,Haiti,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4452,CONSULTING SERVICES,0,1,0,26395.6725,0,Ha�ti & Dominican Republic Section,America,1000975,0,0,0.75,1.0,3757126.03,0.0,0,Haiti,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4452,CONSULTING SERVICES,0,1,0,19890.75,0,Ha�ti & Dominican Republic Section,America,1004154,0,0,0.75,1.0,3757126.03,0.0,0,Haiti,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4452,CONSULTING SERVICES,0,1,0,16557.6675,0,Ha�ti & Dominican Republic Section,America,1006108,0,0,0.75,1.0,3757126.03,0.0,0,Haiti,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4452,CONSULTING SERVICES,0,1,0,22763.8575,0,Ha�ti & Dominican Republic Section,America,1006805,0,0,0.75,1.0,3757126.03,0.0,0,Haiti,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4452,CONSULTING SERVICES,0,1,0,20913.2475,0,Ha�ti & Dominican Republic Section,America,1008755,0,0,0.75,1.0,3757126.03,0.0,0,Haiti,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4452,CONSULTING SERVICES,0,1,0,3025.2825,0,Ha�ti & Dominican Republic Section,America,1014622,0,0,0.75,1.0,3757126.03,0.0,0,Haiti,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,2610.0,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.75,1.0,3757126.03,0.0,0,Haiti,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,2692.6725,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.75,1.0,3757126.03,0.0,0,Haiti,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,2713.785,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.75,1.0,3757126.03,0.0,0,Haiti,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,2924.58,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.75,1.0,3757126.03,0.0,0,Haiti,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,3155.625,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.75,1.0,3757126.03,0.0,0,Haiti,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,3412.5,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.75,1.0,3757126.03,0.0,0,Haiti,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,4295.925,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.75,1.0,3757126.03,0.0,0,Haiti,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,6975.0,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.75,1.0,3757126.03,0.0,0,Haiti,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,8981.3475,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.75,1.0,3757126.03,0.0,0,Haiti,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,13361.25,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.75,1.0,3757126.03,0.0,0,Haiti,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,18876.7425,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.75,1.0,3757126.03,0.0,0,Haiti,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,26091.0975,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.75,1.0,3757126.03,0.0,0,Haiti,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4452,CONSULTANT,0,1,0,39858.1275,0,Ha�ti & Dominican Republic Section,America,Information not available,0,0,0.75,1.0,3757126.03,0.0,0,Haiti,0,A031785002,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,0.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,1,4450,FEDERAL,0,1,0,10634.24,0,Cuba,America,10050,0,0,1.0,1.0,842873.97,0.0,0,Cuba,0,A031785003,Operational,B4400,NGM Americas,D4400,NDD Americas Programming,S4450,0,Cuba,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4450,CONSULTING SERVICES,0,1,0,33961.84,0,Cuba,America,1000472,0,0,1.0,1.0,842873.97,0.0,0,Cuba,0,A031785003,Operational,B4400,NGM Americas,D4400,NDD Americas Programming,S4450,0,Cuba,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4450,CONSULTANT,0,1,0,3400.0,0,Cuba,America,Information not available,0,0,1.0,1.0,842873.97,0.0,0,Cuba,0,A031785003,Operational,B4400,NGM Americas,D4400,NDD Americas Programming,S4450,0,Cuba,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4450,CONSULTANT,0,1,0,15125.0,0,Cuba,America,Information not available,0,0,1.0,1.0,842873.97,0.0,0,Cuba,0,A031785003,Operational,B4400,NGM Americas,D4400,NDD Americas Programming,S4450,0,Cuba,0.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4117,FEDERAL,0,1,0,123141.34800000001,0,Philippines and Mongolia,Asia,10050,0,0,1.0,0.55,4237913.18,0.0,0,Nepal,0,A031786001,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4130,0,Nepal,0.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4117,FEDERAL,0,1,0,33584.004,0,Philippines and Mongolia,Asia,10050,0,0,1.0,0.15,4237913.18,0.0,0,Nepal,0,A031786001,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4130,0,Nepal,0.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4117,FEDERAL,0,1,0,22389.336,0,Philippines and Mongolia,Asia,10050,0,0,1.0,0.1,4237913.18,0.0,0,Nepal,0,A031786001,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4130,0,Nepal,0.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4117,FEDERAL,0,1,0,44778.672,0,Philippines and Mongolia,Asia,10050,0,0,1.0,0.2,4237913.18,0.0,0,Nepal,0,A031786001,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4130,0,Nepal,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4404,SUPPLIER OF GOODS/SERVICES,0,1,1,1260.0,1,Americas Section,America,1011168,0,0,1.0,0.1,258402.94,0.0,0,Americas MC,0,A031825001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4400,1,Inter American,0.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,1,4404,CONSULTANT,0,1,1,867.329,1,Americas Section,America,Information not available,0,0,1.0,0.1,258402.94,0.0,0,Americas MC,0,A031825001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4400,1,Inter American,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,1,4404,SUPPLIER OF GOODS/SERVICES,0,1,1,3780.0,1,Americas Section,America,1011168,0,0,1.0,0.3,258402.94,0.0,0,Americas MC,0,A031825001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4400,1,Inter American,0.0,1.0,0,Directive
