assay_id,tissue_id,assay_cell_type,assay_tissue,assay_organism,src_assay_id,assay_type,assay_subcellular_fraction,cell_id,relationship_type,doc_id,bao_format,chembl_id,tid,assay_category,curated_by,description,assay_test_type,assay_tax_id
750,,,,Columba livia,,B,,,U,7587,BAO_0000019,CHEMBL872871,22226,,Autocuration,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme at 10E-4 M inhibitory concentration,,8932.0
751,,,,Columba livia,,B,,,U,7587,BAO_0000019,CHEMBL615854,22226,,Autocuration,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme at 10E-5 M inhibitory concentration,,8932.0
752,,,,Columba livia,,B,,,U,7587,BAO_0000019,CHEMBL767046,22226,,Autocuration,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme.,,8932.0
753,,,,,,B,,,H,11249,BAO_0000357,CHEMBL615855,10732,,Autocuration,Compound was evaluated for the inhibition of 5-aminoimidazole-4-carboxamide ribonucleotide transformylase obtained from human at 100 uM,,
754,,,,Rattus norvegicus,,F,,,D,8003,BAO_0000019,CHEMBL615856,12198,,Expert,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT); NT = Not Tested,,10116.0
755,,,,Rattus norvegicus,,F,,,D,8003,BAO_0000019,CHEMBL615857,12198,,Expert,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT),,10116.0
756,,,,Rattus norvegicus,,F,,,D,8003,BAO_0000019,CHEMBL615858,12198,,Expert,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT),,10116.0
757,10000000.0,,Hippocampus,,,B,,,H,12416,BAO_0000221,CHEMBL615859,10576,,Expert,In vitro affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in hippocampus,,
758,,,,,,B,,,H,16293,BAO_0000357,CHEMBL615860,51,,Autocuration,Binding affinity towards human 5-hydroxytryptamine 1 receptor,,
759,,,,Oryctolagus cuniculus,,B,,,U,13047,BAO_0000019,CHEMBL615861,22226,,Autocuration,Intrinsic activity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,,9986.0
760,,,,Oryctolagus cuniculus,,B,,,U,13047,BAO_0000019,CHEMBL615862,22226,,Autocuration,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,,9986.0
761,,,,Oryctolagus cuniculus,,B,,,U,13047,BAO_0000019,CHEMBL615863,22226,,Autocuration,Binding affinity against 5-hydroxytryptamine 1D receptor using rabbit saphenous vein assay.,,9986.0
762,,,,Oryctolagus cuniculus,,B,,,U,13047,BAO_0000019,CHEMBL615864,22226,,Autocuration,Binding affinity against 5-hydroxytryptamine 4 receptor using rabbit saphenous vein assay.,,9986.0
763,10000000.0,,Hippocampus,,,B,,,H,10085,BAO_0000221,CHEMBL615865,104744,,Autocuration,Ability to bind at 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,,
764,10000000.0,,Hippocampus,,,B,,,H,10085,BAO_0000221,CHEMBL615866,104744,,Autocuration,Ability to bind at 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,,
765,10000000.0,,Hippocampus,,,B,,,H,10085,BAO_0000221,CHEMBL615867,104744,,Autocuration,Ability to bind at serotonin 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,,
766,,,,,,B,Membranes,,H,9841,BAO_0000249,CHEMBL615868,104744,,Autocuration,Ability to inhibit binding of titreated serotonin to the 5-hydroxytryptamine 1 receptor in rat brain frontal cortex membranes,,
767,,,,Rattus norvegicus,,B,,,D,8822,BAO_0000249,CHEMBL615869,104744,,Autocuration,Binding affinity towards 5-hydroxytryptamine 1 receptor in brain cortical membranes of rat,,10116.0
768,,,,Rattus norvegicus,,B,,,D,9806,BAO_0000019,CHEMBL615870,104744,,Autocuration,Binding affinity towards 5-hydroxytryptamine 1 receptor in rat frontal cortex homogenates using [3H]5-HT as a radioligand,,10116.0
769,,,,Rattus norvegicus,,B,,,D,9806,BAO_0000019,CHEMBL615871,104744,,Autocuration,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as a radioligand from rat frontal cortex homogenates,,10116.0
770,,,,,,B,,,H,8868,BAO_0000224,CHEMBL615872,104744,,Autocuration,Binding affinity towards 5-hydroxytryptamine 1 receptor was measured using radioligand ([3H]5-HT) binding assay,,
771,10000000.0,,Hippocampus,,,B,,,H,9036,BAO_0000221,CHEMBL833492,104744,,Autocuration,Binding affinity towards hippocampus 5-hydroxytryptamine 1 receptor was measured using radioligand [3H]5-HT,,
772,10000000.0,,Hippocampus,,,B,,,H,11374,BAO_0000221,CHEMBL615873,104744,,Autocuration,Compound was evaluated for the inhibition of [3H]5-HT (concentration of 12 nM) specific binding to rat hippocampus,,
773,,,,,,B,,,H,10881,BAO_0000224,CHEMBL615479,104744,,Autocuration,Inhibitory activity against 5-hydroxytryptamine 1 receptor by 3H ligand binding experiments.,,
774,,,,,,B,,,H,8822,BAO_0000019,CHEMBL615480,104744,,Autocuration,Tested for its binding affinity towards 5-hydroxytryptamine 1 receptor in rat,,
775,,,,Rattus norvegicus,,B,,,D,9806,BAO_0000249,CHEMBL615481,104744,,Autocuration,Tested for its binding affinity towards 5-hydroxytryptamine 1 receptor in rat cortical membrane homogenates using radioligand ([3H]5-HT) binding assay.,,10116.0
776,,,,,,B,,,H,15463,BAO_0000019,CHEMBL872869,104744,,Autocuration,Compound at 1 uM was tested for the inhibition of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,
777,,,,,,B,,,H,15463,BAO_0000019,CHEMBL615482,104744,,Autocuration,Compound at 1 uM was tested for the inhibition of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,
778,955.0,,Brain,,,B,,,H,14542,BAO_0000221,CHEMBL615483,104744,,Autocuration,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,,
779,955.0,,Brain,,,B,,,H,14542,BAO_0000221,CHEMBL615484,104744,,Autocuration,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,,
780,,,,,,B,,,H,8569,BAO_0000019,CHEMBL615485,104744,,Autocuration,Percent inhibition of 5-hydroxytryptamine 1 receptor from rat cortex membrane using [3H]- serotonin as radioligand at 33 uM,,
781,,,,Rattus norvegicus,,B,,,D,10062,BAO_0000224,CHEMBL615486,104744,,Autocuration,Inhibition of [3H]5-HT radioligand binding against 5-hydroxytryptamine 1 receptor,,10116.0
782,,,,,,B,,,H,4771,BAO_0000224,CHEMBL615487,104744,,Autocuration,Ancillary Binding affinity towards rat 5-hydroxytryptamine 1 receptor,,
783,,,,,,B,,,H,10062,BAO_0000224,CHEMBL615488,104744,,Autocuration,Binding affinity determined in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,,
784,,,,,,B,,,H,10062,BAO_0000224,CHEMBL615489,104744,,Autocuration,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,,
785,,,,,,B,,,H,10062,BAO_0000224,CHEMBL615389,104744,,Autocuration,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,,
786,,,,,,B,,,H,15463,BAO_0000019,CHEMBL615390,104744,,Autocuration,Binding affinity towards 5-hydroxytryptamine 1 receptor was determined in rat cerebral cortex using [3H]5-HT as radioligand,,
787,,,,,,B,,,H,15463,BAO_0000019,CHEMBL615391,104744,,Autocuration,Binding affinity towards central 5-hydroxytryptamine 1 receptor was determined in rat cerebral cortex using [3H]5-HT as radioligand,,
788,,,,,,B,,,H,9098,BAO_0000224,CHEMBL615392,104744,,Autocuration,Binding affinity towards 5-hydroxytryptamine 1 receptor was determined,,
789,,,,Rattus norvegicus,,B,,,U,3070,BAO_0000019,CHEMBL615393,22226,,Autocuration,Affinity for 5-hydroxytryptamine 1 receptor,,10116.0
790,955.0,,Brain,,,B,,,H,14542,BAO_0000221,CHEMBL615394,104744,,Autocuration,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex,,
791,955.0,,Brain,,,B,,,H,14542,BAO_0000221,CHEMBL615395,104744,,Autocuration,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,,
792,,,,,,B,,,H,6398,BAO_0000224,CHEMBL615396,104744,,Autocuration,Compound was evaluated for 5-hydroxytryptamine 1 receptor binding,,
793,955.0,,Brain,,,B,,,H,1344,BAO_0000221,CHEMBL615397,104744,,Autocuration,Compound was evaluated for its binding affinity to 5-hydroxytryptamine 1 receptor in rat brain using [3H]HT radioligand assay,,
794,,,,,,B,,,H,11963,BAO_0000019,CHEMBL615398,104744,,Autocuration,Displacement of binding of [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,
795,,,,Rattus norvegicus,,B,,,U,8908,BAO_0000019,CHEMBL615399,22226,,Autocuration,Displacement of [3H]spiperone from 5-hydroxytryptamine 1 receptor of rat cortex,,10116.0
796,,,,,,B,,,H,9098,BAO_0000019,CHEMBL615400,104744,,Autocuration,Evaluated for binding affinity towards rat cortical membranes at 5-hydroxytryptamine 1 receptor binding site by using [3H]-5-HT as a radioligand.,,
797,,,,Rattus norvegicus,,B,,,D,8841,BAO_0000019,CHEMBL615401,104744,,Autocuration,Binding affinity for 5-hydroxytryptamine 1 receptor of rat prefrontal cortex,,10116.0
798,,,,Rattus norvegicus,,B,,,U,8814,BAO_0000019,CHEMBL615402,22226,,Autocuration,Displacement of [3H]5-HT from 5-hydroxytryptamine 1 receptor of rat cortical membrane homogenates,,10116.0
799,,,,,,B,,,H,11752,BAO_0000019,CHEMBL615403,104744,,Autocuration,The ability to inhibit [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cortex,,
800,955.0,,Brain,,,B,,,H,11642,BAO_0000221,CHEMBL615404,104744,,Autocuration,The binding affinity was measured on serotonin 5-hydroxytryptamine 1 receptor in rat brain tissue,,
801,,,,,,B,,,H,11642,BAO_0000019,CHEMBL615781,104744,,Autocuration,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1 receptor by displacing [3H]5-HT radioligand in rat cerebral cortex,,
802,955.0,,Brain,,,B,,,H,9231,BAO_0000220,CHEMBL615782,104744,,Autocuration,Tested for 5-hydroxytryptamine 1 receptor binding ability by displacement of [3H]5-HT from rat brain synaptosomes,,
803,955.0,,Brain,,,B,,,H,11351,BAO_0000221,CHEMBL615783,104744,,Autocuration,Inhibition constant (1 uM) was measured on 5-hydroxytryptamine 1 receptor/uptake using [3H]- serotonin as radioligand in rat brain cortex.,,
804,,,,,,B,,,U,4639,BAO_0000019,CHEMBL873481,22226,,Autocuration,Compound was tested for binding affinity against 5-HT1 receptor,,
805,,,,,,B,,,U,1205,BAO_0000019,CHEMBL615784,22226,,Autocuration,Inhibitory concentration against 5-hydroxytryptamine 1 receptor,,
806,,,,,,B,,,H,10025,BAO_0000357,CHEMBL615785,10576,,Expert,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor at 1 uM,,
807,,,,,,F,,,H,13241,BAO_0000249,CHEMBL615786,10576,,Autocuration,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",,
808,,,,,,F,,,H,16245,BAO_0000218,CHEMBL615787,10576,,Autocuration,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while iv administration,In vivo,
809,,,,,,F,,,H,16245,BAO_0000218,CHEMBL615788,10576,,Autocuration,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while subcutaneous administration,In vivo,
810,,,,,,F,,,H,12438,BAO_0000019,CHEMBL767044,10576,,Autocuration,Inhibition of forskolin stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor,,
811,,,,,,F,,,H,16245,BAO_0000218,CHEMBL615789,10576,,Autocuration,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while iv administration,In vivo,
812,,,,,,F,,,H,16245,BAO_0000218,CHEMBL615790,10576,,Autocuration,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while subcutaneous administration,In vivo,
813,,,,,,F,,,H,15740,BAO_0000019,CHEMBL615813,10576,,Autocuration,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats,,
814,,,,,,F,,,H,15535,BAO_0000219,CHEMBL615814,10576,,Autocuration,Percent of maximum response by 5-HT when tested for inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation assessed in GH4ZD10 cells at 10 uM concentration,,
815,,,,,,F,,,H,15535,BAO_0000219,CHEMBL615815,51,,Expert,Percent inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation in GH4ZD10 cells expressing 5-HT1A receptor at 50 uM relative to 5-HT,,
816,,,,,,F,,,H,15535,BAO_0000219,CHEMBL615816,10576,,Autocuration,Percent of maximum response by 5-HT when tested for inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation assessed in GH4ZD10 cells at 50 uM concentration; No effect,,
817,,,,,,B,,,H,9888,BAO_0000249,CHEMBL615817,10576,,Expert,Binding affinity at [3H]8-OH-DPAT-Labeled 5-hydroxytryptamine 1A receptor sites in rat brain hippocampal membranes expressed as Hill values,,
818,10000000.0,,Hippocampus,,,B,,,H,10085,BAO_0000221,CHEMBL615818,10576,,Autocuration,Ability to bind at 5-hydroxytryptamine 1A receptor of rat hippocampus by displacing [3H]8-OH-DPAT,,
819,10000000.0,,Hippocampus,,,B,,,H,10085,BAO_0000221,CHEMBL615819,10576,,Autocuration,Ability to bind at serotonin 5-hydroxytryptamine 1A receptors of rat hippocampus by displacing [3H]8-OH-DPAT,,
820,,,,,,B,Membranes,,H,17331,BAO_0000249,CHEMBL615820,10576,,Expert,Binding affinity against 5-hydroxytryptamine 1A receptor (5-HT1A) by displacement of [3H]8-OH-DPAT from rat hippocampus membranes,,
821,10000000.0,,Hippocampus,Rattus norvegicus,,B,,,D,10845,BAO_0000221,CHEMBL615821,10576,,Expert,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]8-OH-DPAT,,10116.0
822,10000000.0,,Hippocampus,Rattus norvegicus,,B,,,D,10845,BAO_0000221,CHEMBL615822,10576,,Expert,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]5-HT,,10116.0
823,10000000.0,,Hippocampus,,,B,,,H,10845,BAO_0000221,CHEMBL615823,10576,,Expert,Binding affinity against 5-hydroxytryptamine 1A receptor using in rat hippocampal tissue using [3H]8-OH-DPAT as radioligand,,
824,10000000.0,,Hippocampus,Rattus norvegicus,,B,,,D,10845,BAO_0000221,CHEMBL615824,10576,,Expert,Displacement of [3H]8-OH-DPAT from rat hippocampal 5-hydroxytryptamine 1A receptor; IA-Inactive,,10116.0
825,10000000.0,,Hippocampus,Rattus norvegicus,,B,,,D,10845,BAO_0000221,CHEMBL615825,10576,,Expert,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]5-HT,,10116.0
826,,,,,,B,,,H,13730,BAO_0000357,CHEMBL615826,10576,,Expert,Binding affinity towards rat 5-hydroxytryptamine 1A receptor was evaluated using [3H]8-OH-DPAT as radioligand,,
827,,,,,,B,,,H,13508,BAO_0000249,CHEMBL615827,10576,,Expert,Binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampus membranes using [3H]8-OH-DPAT as radioligand,,
828,10000000.0,,Hippocampus,,,B,,,H,13508,BAO_0000249,CHEMBL615828,10576,,Expert,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus membrane using [3H]8-OH-DPAT as radioligand,,
829,10000000.0,,Hippocampus,,,B,,,H,12073,BAO_0000221,CHEMBL615829,10576,,Expert,Binding affinity by measuring displacement of [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,,
830,10000000.0,,Hippocampus,,,B,,,H,4671,BAO_0000221,CHEMBL615830,10576,,Autocuration,Binding affinity to 5-hydroxytryptamine 1A receptor of rat hippocampus with [3H]8-OH-DPAT as radioligand,,
831,10000000.0,,Hippocampus,,,B,,,H,13631,BAO_0000221,CHEMBL615831,10576,,Expert,Binding affinity towards serotonin 5-HT1A receptor was determined in rat hippocampus using [3H]8-OH-DPAT as ligand,,
832,,,,,,B,,,H,12438,BAO_0000357,CHEMBL615832,10576,,Autocuration,Binding affinity was measured against serotonin 5-hydroxytryptamine 1A receptor,,
833,,,,,,B,,,H,10483,BAO_0000019,CHEMBL615833,10576,,Autocuration,Binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]-8-OH- DPAT as radioligand,,
834,10000000.0,,Hippocampus,,,B,,,H,10483,BAO_0000221,CHEMBL615834,10576,,Autocuration,Binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]-8-OH- DPAT as radioligand,,
835,,,,,,B,,,H,12352,BAO_0000249,CHEMBL615835,10576,,Intermediate,Binding affinity against 5-hydroxytryptamine 1A (5-HT1A) receptor in rat hippocampus membranes,,
836,10000000.0,,Hippocampus,,,B,,,H,14732,BAO_0000249,CHEMBL615836,10576,,Autocuration,Binding affinity was measured at the serotonin 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat hippocampal membrane.,,
837,,,,Rattus norvegicus,,B,,,D,11049,BAO_0000019,CHEMBL615837,10576,,Expert,Binding affinity to 5-hydroxytryptamine 1A receptor in the rat brain using [3H]8-hydroxy-2-(di-n-propylamine)tetralin as radioligand.,,10116.0
838,,,,Rattus norvegicus,,B,,,D,11049,BAO_0000019,CHEMBL615838,10576,,Expert,Binding affinity to 5-hydroxytryptamine 1A receptor in the rat brain using [3H]8-hydroxy-2-(di-n-propylamine)tetralin as radioligand; ND-Not determined,,10116.0
839,,,,,,B,,,H,13657,BAO_0000249,CHEMBL615839,10576,,Expert,"Binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampus membranes,3H-8-OH-DPAT and buspirone for nonspecific binding (NSB)",,
840,,,,,,B,,,H,11473,BAO_0000019,CHEMBL884525,10576,,Autocuration,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor in rat cortex using [3H]-8-OH-DPAT as radioligand,,
841,,,,,,B,,,H,2014,BAO_0000249,CHEMBL615840,10576,,Autocuration,Compound was evaluated for its ability to displace [3H]8-OH-DPAT from serotonin 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes,,
842,10000000.0,,Hippocampus,,,B,,,H,3086,BAO_0000221,CHEMBL615405,10576,,Expert,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,,
843,,,,,,B,,,H,15854,BAO_0000019,CHEMBL615406,10576,,Expert,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,,
844,10000000.0,,Hippocampus,,,B,,,H,10922,BAO_0000221,CHEMBL615900,10576,,Expert,Affinity for 5-hydroxytryptamine 1A receptor labeled with [3H]8-OH-DPAT radioligand in hippocampus tissue,,
845,10000000.0,,Hippocampus,,,B,,,H,13346,BAO_0000221,CHEMBL615901,10576,,Expert,Inhibition of [3H]8-OH-DPAT binding at serotonin 5-hydroxytryptamine 1A receptor from rat hippocampus tissue.,,
846,,,,,,B,,,H,15311,BAO_0000357,CHEMBL615902,10576,,Expert,In vitro inhibition of [3H]8-OH-DPAT binding to rat 5-HT 1a receptors.,,
847,10000000.0,,Hippocampus,,,B,,,H,10922,BAO_0000221,CHEMBL615903,10576,,Autocuration,Compound was measured for affinity at 5-hydroxytryptamine 1A receptor labeled with [3H]8-OH-DPAT radioligand in hippocampus tissue,,
848,,,,,,B,,,H,10025,BAO_0000357,CHEMBL615904,10576,,Autocuration,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor<br>at 1 uM,,
849,,,,,,B,,,H,10025,BAO_0000357,CHEMBL615905,10576,,Expert,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor at 1 uM,,
850,,,,,,B,,,H,9742,BAO_0000019,CHEMBL615906,10576,,Autocuration,In vitro Inhibitory activity tested at 5-hydroxytryptamine 1A receptor binding site in rat,,
851,,,,,,F,,,H,9742,BAO_0000019,CHEMBL615907,10576,,Autocuration,In vitro Inhibitory activity tested at 5-hydroxytryptamine 1A receptor binding site in rat,,
852,,,,,,B,,,H,12304,BAO_0000019,CHEMBL615908,10576,,Expert,In vitro ability to inhibit binding of radioligand [3H]8-OH-DPAT to 5-hydroxytryptamine 1A receptor in rat cerebral cortex,,
853,10000000.0,,Hippocampus,,,B,,,H,15789,BAO_0000221,CHEMBL615909,10576,,Autocuration,In vitro affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT in rat hippocampus,,
854,,,,,,B,,,H,9912,BAO_0000019,CHEMBL615910,10576,,Autocuration,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]-8-OH-DPAT as the radioligand",,
855,,,,,,B,,,H,9912,BAO_0000019,CHEMBL615911,10576,,Autocuration,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]8-OH-DPAT as the radioligand.",,
856,,,,,,B,,,H,9912,BAO_0000019,CHEMBL615912,10576,,Autocuration,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]8-OH-DPAT as the radioligand",,
857,,,,,,B,,,H,16693,BAO_0000019,CHEMBL615913,10576,,Expert,In vitro binding affinity for serotonin 5-hydroxytryptamine 1A receptor fof rat cerebral cortex using [3H]8-OH-DPAT as radioligand,,
858,,,,,,B,,,H,13276,BAO_0000357,CHEMBL615914,10576,,Expert,In vitro binding affinity measured on serotonin 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,,
859,10000000.0,,Hippocampus,,,B,,,H,12678,BAO_0000221,CHEMBL615915,10576,,Autocuration,In vitro binding affinity to 5-hydroxytryptamine 1A receptor using [125I](R)-(+)-trans-8-OH-PIPAT as radioligand in rat hippocampal homogenate,,
860,,,,,,B,,,H,11825,BAO_0000357,CHEMBL615916,10576,,Autocuration,In vitro binding affinity towards the 5-hydroxytryptamine 1A receptor was evaluated,,
861,,,,,,B,,,H,12443,BAO_0000357,CHEMBL615917,10576,,Expert,In vitro binding affinity was measured on serotonergic 5-hydroxytryptamine 1A receptor by displacement of [3H]- tetralin,,
862,,,,,,B,,,H,13830,BAO_0000357,CHEMBL615918,10576,,Expert,In vitro inhibitory activity against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,,
863,10000000.0,,Hippocampus,,,B,,,H,14286,BAO_0000249,CHEMBL615919,10576,,Expert,In vitro inhibitory concentration against radioligand [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membrane.,,
864,10000000.0,,Hippocampus,Rattus norvegicus,,B,,,D,14356,BAO_0000221,CHEMBL615920,10576,,Expert,In vitro radioligand binding assay on 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,,10116.0
865,,,,,,B,,,H,15306,BAO_0000357,CHEMBL615921,10576,,Autocuration,Inhibition concentration against 5-hydroxytryptamine 1A receptor,,
866,,,,,,B,,,H,15306,BAO_0000357,CHEMBL615922,10576,,Expert,Inhibitory concentration against 5-hydroxytryptamine 1A receptor (Inactive at >1000 nM concentration),,
867,,,,Rattus norvegicus,,F,,,D,16616,BAO_0000249,CHEMBL881290,10576,,Expert,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",,10116.0
868,10000000.0,,Hippocampus,,,B,,,H,3651,BAO_0000221,CHEMBL615923,10576,,Autocuration,"Inhibition of [3H]8-hydroxy-2-dipropylamino-1,2,3,4-tetrahydronaphthalene binding to 5-hydroxytryptamine 1A receptor in hippocampus region of rat brain; Residual radioligand binding higher than 50%",,
869,10000000.0,,Hippocampus,,,F,,,H,14331,BAO_0000221,CHEMBL615924,10576,,Autocuration,Inhibition of forskolin-activated adenylate cyclase (cAMP) activity at 5-hydroxytryptamine 1A receptor in rat hippocampus,,
870,10000000.0,,Hippocampus,,,F,,,H,14331,BAO_0000221,CHEMBL615925,10576,,Autocuration,Inhibition of forskolin-activated adenylate cyclase (cAMP) activity at 5-hydroxytryptamine 1A receptor in rat hippocampus,,
871,,,,Rattus norvegicus,,B,,,D,14178,BAO_0000357,CHEMBL615926,10576,,Expert,Inhibition of radiolabeled [3H]-8-OH-DPAT ligand binding to 5-hydroxytryptamine 1A receptor,,10116.0
872,,,,Rattus norvegicus,,B,,,D,10639,BAO_0000019,CHEMBL615927,10576,,Expert,Displacement of [3H]8-OH-DPAT from rat cortex 5-hydroxytryptamine 1A receptor,,10116.0
873,10000000.0,,Hippocampus,,,B,,,H,12306,BAO_0000221,CHEMBL615928,10576,,Autocuration,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,,
874,,,,Rattus norvegicus,,B,,,D,1348,BAO_0000357,CHEMBL615929,10576,,Expert,Inhibitory activity against 5-hydroxytryptamine 1A receptor subtype,,10116.0
875,10000000.0,,Hippocampus,,,B,,,H,13605,BAO_0000221,CHEMBL615930,10576,,Autocuration,Inhibitory activity against [3H]DPAT binding to 5-HT1A receptor in rat hippocampus,,
876,,CHO,,,,B,,449.0,H,17624,BAO_0000219,CHEMBL615931,51,,Autocuration,Inhibition concentration against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,,
877,,CHO,,,,F,,449.0,H,17624,BAO_0000219,CHEMBL615932,51,,Autocuration,Inhibition concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,,
878,,CHO,,,,F,,449.0,H,17624,BAO_0000219,CHEMBL615933,51,,Autocuration,Inhibition concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,,
879,,,,,,B,,,H,15267,BAO_0000357,CHEMBL615934,51,,Autocuration,Inhibition of [3H]- 8-OH-DAPT binding against human recombinant 5-hydroxytryptamine 1A receptor,,
880,,,,,,B,,,H,16532,BAO_0000357,CHEMBL615935,51,,Autocuration,The binding affinity at the 5-hydroxytryptamine 1A receptor determined using [3H]5-CT; Not tested,,
881,,,,,,F,,,H,6563,BAO_0000019,CHEMBL615936,51,,Autocuration,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,
882,,CHO,,,,B,,449.0,H,4751,BAO_0000219,CHEMBL615937,51,,Autocuration,Ability to displace [3H]-8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor at a concentration of 1 uM,,
883,,,,,,B,,,H,15463,BAO_0000357,CHEMBL615938,51,,Autocuration,Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor,,
