cell_id,bao_format,assay_subcellular_fraction,assay_test_type,doc_id,variant_id,tissue_id,assay_strain,assay_cell_type,confidence_score,assay_id,assay_category,description,curated_by,assay_organism,src_id,assay_tax_id,src_assay_id,assay_tissue,tid,assay_type,relationship_type,chembl_id
,BAO_0000218,,,13950,,1870.0,,,1,8561,,Distribution of [123I]-label in rat brain (frontal cortex) was reported at 20 min post injection. Value shown is %ID/g of tissue,Intermediate,Rattus norvegicus,1,10116.0,,Frontal cortex,50597,A,N,CHEMBL620324
,BAO_0000218,,,13950,,1870.0,,,1,8562,,Distribution of [123I]-label in rat brain (frontal cortex) was reported at 60 min post injection. Value shown is %ID/g of tissue,Intermediate,Rattus norvegicus,1,10116.0,,Frontal cortex,50597,A,N,CHEMBL620325
,BAO_0000218,,,13950,,10000000.0,,,1,8563,,Distribution of [123I]-label in rat brain (hippocampus) was reported at 20 min post injection. Value shown is %ID/g of tissue,Intermediate,Rattus norvegicus,1,10116.0,,Hippocampus,50597,A,N,CHEMBL620326
,BAO_0000218,,,13950,,10000000.0,,,1,8564,,Distribution of [123I]-label in rat brain (hippocampus) was reported at 60 min post injection. Value shown is %ID/g of tissue,Intermediate,Rattus norvegicus,1,10116.0,,Hippocampus,50597,A,N,CHEMBL620327
,BAO_0000218,,,13950,,,,,1,8565,,Distribution of [123I]-label in rat brain (medulla pons) was reported at 20 min post injection. Value shown is %ID/g of tissue,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL620328
,BAO_0000218,,,13950,,,,,1,8566,,Distribution of [123I]-label in rat brain (medulla pons) was reported at 60 min post injection. Value shown is %ID/g of tissue,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL620329
,BAO_0000218,,,13950,,1891.0,,,1,8567,,Distribution of [123I]-label in rat brain (midbrain) was reported at 20 min post injection. Value shown is %ID/g of tissue,Intermediate,Rattus norvegicus,1,10116.0,,Midbrain,50597,A,N,CHEMBL620330
,BAO_0000218,,,13950,,1891.0,,,1,8568,,Distribution of [123I]-label in rat brain (midbrain) was reported at 60 min post injection. Value shown is %ID/g of tissue,Intermediate,Rattus norvegicus,1,10116.0,,Midbrain,50597,A,N,CHEMBL875286
,BAO_0000218,,,13950,,,,,1,8569,,Distribution of [123I]-label in rat brain (posterior cortex) was reported at 20 min post injection. Value shown is %ID/g of tissue,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL620331
,BAO_0000218,,,13950,,,,,1,8570,,Distribution of [123I]-label in rat brain (posterior cortex) was reported at 60 min post injection. Value shown is %ID/g of tissue,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL620332
,BAO_0000218,,,13950,,2435.0,,,1,8571,,Distribution of [123I]-label in rat brain (striatum) was reported at 20 min post injection. Value shown is %ID/g of tissue,Intermediate,Rattus norvegicus,1,10116.0,,Striatum,50597,A,N,CHEMBL620333
,BAO_0000218,,,13950,,2435.0,,,1,8572,,Distribution of [123I]-label in rat brain (striatum) was reported at 60 min post injection. Value shown is %ID/g of tissue,Intermediate,Rattus norvegicus,1,10116.0,,Striatum,50597,A,N,CHEMBL620334
,BAO_0000218,,,16434,,178.0,,,1,8573,,Radioactivity distribution in blood of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL621015
,BAO_0000218,,,16434,,178.0,,,1,8574,,Radioactivity distribution in blood of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL621016
,BAO_0000218,,,16434,,178.0,,,1,8575,,Radioactivity distribution in blood of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL621191
,BAO_0000218,,,16434,,178.0,,,1,8576,,Radioactivity distribution in blood of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL621192
,BAO_0000218,,,16434,,178.0,,,1,8577,,Radioactivity distribution in blood of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL621193
,BAO_0000218,,,16434,,178.0,,,1,8578,,Radioactivity distribution in blood of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL621194
,BAO_0000218,,,16434,,178.0,,,1,8579,,Radioactivity distribution in blood of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL624204
,BAO_0000218,,,16434,,178.0,,,1,8580,,Radioactivity distribution in blood of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL624205
,BAO_0000218,,,16435,,178.0,,,1,8581,,Radioactivity distribution in blood of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL624206
,BAO_0000218,,,16435,,178.0,,,1,8582,,Radioactivity distribution in blood of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL624207
,BAO_0000218,,,16435,,178.0,,,1,8583,,Radioactivity distribution in blood of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL624208
,BAO_0000218,,,16435,,178.0,,,1,8584,,Radioactivity distribution in blood of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL624209
,BAO_0000218,,,16435,,178.0,,,1,8585,,Radioactivity distribution in blood of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL624210
,BAO_0000218,,,16435,,178.0,,,1,8586,,Radioactivity distribution in blood of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL624211
,BAO_0000218,,,16435,,178.0,,,1,8587,,Radioactivity distribution in blood of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL624212
,BAO_0000218,,,16435,,178.0,,,1,8588,,Radioactivity distribution in blood of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL624213
,BAO_0000218,,,16434,,178.0,,,1,8589,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL876611
,BAO_0000218,,,16434,,178.0,,,1,8590,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL624214
,BAO_0000218,,,16434,,178.0,,,1,8591,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL624215
,BAO_0000218,,,16435,,178.0,,,1,8592,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL624216
,BAO_0000218,,,16435,,178.0,,,1,8593,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL624217
,BAO_0000218,,,16435,,178.0,,,1,8594,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL624218
,BAO_0000218,,,16435,,178.0,,,1,8595,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL624219
,BAO_0000218,,,16435,,178.0,,,1,8596,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL624220
,BAO_0000218,,,16435,,178.0,,,1,8597,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL624221
,BAO_0000218,,,16434,,,,,1,8598,,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL624222
,BAO_0000218,,,16434,,,,,1,8599,,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL624223
,BAO_0000218,,,16434,,,,,1,8600,,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL624224
,BAO_0000218,,,16434,,,,,1,8601,,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL624225
,BAO_0000218,,In vivo,17764,,,,,1,8602,,Volume of solubility in solution after intravenous administration in rats at 24 uM/kg,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL622420
,BAO_0000218,,In vivo,5031,,,,,1,8603,,Volume of steady state distribution after i.v. administration in rats,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL622421
,BAO_0000218,,In vivo,6215,,,,,1,8604,,Vss after intravenous administration (5.0 mg/kg) was determined in rat,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL622422
,BAO_0000218,,In vivo,17671,,,,,1,8605,,Vss in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL622423
,BAO_0000218,,In vivo,17752,,,,,1,8606,,Vss was determined,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL622424
,BAO_0000218,,In vivo,6596,,,,,1,8607,,Vss in rat,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL622425
,BAO_0000218,,In vivo,16423,,,,,1,8608,,Vss was evaluated after 10 uM/kg of intra arterial administration,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL876612
,BAO_0000218,,In vivo,15662,,,,,1,8609,,volume of distribution at steady state was observed after intravenous administration in rat,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL622426
,BAO_0000218,,In vivo,6062,,,,,1,8610,,Volume of distribution was measured in rat after an iv dose of 1 mg/kg,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL622427
,BAO_0000218,,In vivo,5874,,,,,1,8611,,Pharmacokinetic (PK) parameter Vz in rat,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL622428
,BAO_0000218,,In vivo,4942,,,,,1,8612,,Volume distribution in rats,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL622429
,BAO_0000218,,In vivo,17796,,,,,1,8613,,Volume of distribution in rat; No data,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL622430
,BAO_0000218,,In vivo,4890,,,,,1,8614,,Volume of distribution was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL622431
,BAO_0000218,,,15765,,2116.0,,,1,8615,,% absorption predicted from in vitro rat ileum transport studies,Intermediate,Rattus norvegicus,1,10116.0,,Ileum,50597,A,N,CHEMBL622432
,BAO_0000218,,In vivo,13569,,,,,1,8616,,Bioavailability at an iv dose of 12 mg/Kg and po dose of 23 mg/Kg,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL622433
,BAO_0000218,,In vivo,13569,,,,,1,8617,,Bioavailability at an iv dose of 14 mg/Kg and po dose of 15 mg/Kg,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL622434
,BAO_0000218,,In vivo,13569,,,,,1,8618,,Bioavailability at an iv dose of 14 mg/Kg and po dose of 28 mg/Kg,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL622435
,BAO_0000218,,In vivo,13569,,,,,1,8619,,Bioavailability (dose 15 mg/kg i.v. and 30 mg/kg p.o.),Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL618748
,BAO_0000218,,In vivo,13569,,,,,1,8620,,Bioavailability at an iv dose of 15 mg/Kg and po dose of 30.2 mg/Kg,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL618749
,BAO_0000218,,In vivo,13569,,,,,1,8621,,Bioavailability at an iv dose of 15.6 mg/Kg and po dose of 31.2 mg/Kg,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL618750
,BAO_0000218,,In vivo,13569,,,,,1,8622,,Bioavailability at an iv dose of 15.7 mg/Kg and po dose of 31.4 mg/Kg,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL618751
,BAO_0000218,,In vivo,13569,,,,,1,8623,,Bioavailability at an iv dose of 16 mg/Kg and po dose of 35 mg/Kg,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL618752
,BAO_0000218,,In vivo,4576,,,,,1,8624,,Oral bioavailability in rat,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL618753
,BAO_0000218,,In vivo,750,,1969.0,,,1,8625,,Oral bioavailability estimated by measurement of the circulating plasma levels of BMS-183920 after intravenous and oral dosing to rats for 4 determinations,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL618754
,BAO_0000218,,In vivo,750,,,,,1,8626,,Oral bioavailability in rat,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL618755
,BAO_0000218,,In vivo,4590,,,,,1,8627,,Oral bioavailability in rat,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL618756
,BAO_0000218,,In vivo,1716,,,,,1,8628,,Oral bioavailability in rat,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL618757
,BAO_0000218,,In vivo,1974,,,,,1,8629,,Bioavailability in rat,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL618758
,BAO_0000218,,In vivo,4502,,,,,1,8630,,Oral bioavailability in rat (dose 30 mg/kg),Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL621088
,BAO_0000218,,,3371,,,,,1,8631,,Pharmacokinetic property (cLogP) in rat,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL621089
,BAO_0000218,,,9099,,178.0,,,1,8632,,Hyperglycemic activity and change in blood glucose concentration was reported 2 hours after administration of 100 mg/Kg perorally,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,F,N,CHEMBL621090
,BAO_0000218,,,9099,,178.0,,,1,8633,,Hyperglycemic activity and change in blood glucose concentration was reported 4 hours after administration of 100 mg/Kg perorally,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,F,N,CHEMBL621091
,BAO_0000218,,In vivo,4590,,,,,1,8634,,Clearance in rat.,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL876731
,BAO_0000218,,In vivo,3184,,,,,1,8635,,Compound was evaluated for its clearance when administered intravenously in rat,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL621092
,BAO_0000218,,In vivo,16456,,,,,1,8636,,Plasma clearance in Male Sprague-Dawley rats after intravenous administration at a dose of 10 mg/kg,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL621093
,BAO_0000218,,,4199,,,,,1,8637,,Blood: Brain distribution ratio is determined in rat,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL621094
,BAO_0000218,,,4199,,,,,1,8638,,Blood: Brain distribution ratio is determined in rat; NQ: non quantifable,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL621095
,BAO_0000218,,,4199,,,,,1,8639,,Blood: Brain distribution ratio is determined in rat; NQ:non quantifable,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL621096
,BAO_0000218,,In vivo,8677,,2113.0,,,1,8640,,"Biodistribution in Sprague-Dawley rat kidneys(2) 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate,Rattus norvegicus,1,10116.0,,Kidney,50597,A,N,CHEMBL621097
,BAO_0000218,,,7449,,,,,1,8641,,Percent dose excreted in 0-48 hours administered ip to male rat,Intermediate,Rattus norvegicus,1,10116.0,,,50597,F,N,CHEMBL621098
,BAO_0000218,,,11977,,2037.0,,,1,8642,,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 120 minutes after an intravenous injection is given (average of 3 rats),Intermediate,Rattus norvegicus,1,10116.0,,Cerebellum,50597,A,N,CHEMBL621099
,BAO_0000218,,,11977,,2037.0,,,1,8643,,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 2 minutes after an intravenous injection is given (average of 3 rats),Intermediate,Rattus norvegicus,1,10116.0,,Cerebellum,50597,A,N,CHEMBL621100
,BAO_0000218,,,11977,,2037.0,,,1,8644,,Uptake of radioligand [125I]-FIDA1 by cerebellum in rat after 30 minutes after an intravenous injection is given (average of 2 rats),Intermediate,Rattus norvegicus,1,10116.0,,Cerebellum,50597,A,N,CHEMBL621101
,BAO_0000218,,,11977,,2037.0,,,1,8645,,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 30 minutes after an intravenous injection is given (average of 3 rats),Intermediate,Rattus norvegicus,1,10116.0,,Cerebellum,50597,A,N,CHEMBL621102
,BAO_0000218,,,11977,,2037.0,,,1,8646,,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 60 minutes after an intravenous injection is given (average of 3 rats),Intermediate,Rattus norvegicus,1,10116.0,,Cerebellum,50597,A,N,CHEMBL876732
,BAO_0000218,,,11977,,,,,1,8647,,Uptake of radioligand [125I]-FIDA1 by cortex in rat after 120 minutes after an intravenous injection is given (average of 3 rats),Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL621103
,BAO_0000218,,,11977,,,,,1,8648,,Uptake of radioligand [125I]FIDA1 by cortex in rat after 2 minutes after an intravenous injection is given (average of 3 rats),Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL621104
,BAO_0000218,,,11977,,,,,1,8649,,Uptake of radioligand [125I]FIDA1 by cortex in rat after 30 minutes after an intravenous injection is given (average of 2 rats),Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL621105
,BAO_0000218,,,11977,,,,,1,8650,,Uptake of radioligand [125I]-FIDA1 by cortex in rat after 30 minutes after an intravenous injection is given (average of 3 rats),Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL621106
,BAO_0000218,,,11977,,,,,1,8651,,Uptake of radioligand [125I]FIDA1 by cortex in rat after 60 minutes after an intravenous injection is given (average of 3 rats),Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL621107
,BAO_0000218,,,11977,,,,,1,8652,,Uptake of radioligand [125I]FIDA1 by hippo-campus in rat after 120 minutes after an intravenous injection is given (average of 3 rats),Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL621108
,BAO_0000218,,,11977,,,,,1,8653,,Uptake of radioligand [125I]FIDA1 by hippo-campus in rat after 2 minutes after an intravenous injection is given (average of 3 rats),Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL621109
,BAO_0000218,,In vivo,17208,,2113.0,,,1,8654,,Biodistribution of radioactivity in normal mice (ICR) kidney after 30 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Kidney,50594,A,N,CHEMBL621110
,BAO_0000218,,In vivo,17208,,2113.0,,,1,8655,,Biodistribution of radioactivity in normal mice (ICR) kidney after 6 hours of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Kidney,50594,A,N,CHEMBL621111
,BAO_0000218,,In vivo,17208,,2107.0,,,1,8656,,Biodistribution of radioactivity in normal mice (ICR) liver after 1 hour of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Liver,50594,A,N,CHEMBL622541
,BAO_0000218,,In vivo,17208,,2107.0,,,1,8657,,Biodistribution of radioactivity in normal mice (ICR) liver after 2 hours of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Liver,50594,A,N,CHEMBL622542
,BAO_0000218,,In vivo,17208,,2107.0,,,1,8658,,Biodistribution of radioactivity in normal mice (ICR) liver after 2 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Liver,50594,A,N,CHEMBL622543
,BAO_0000218,,In vivo,17208,,2107.0,,,1,8659,,Biodistribution of radioactivity in normal mice (ICR) liver after 24 hours of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Liver,50594,A,N,CHEMBL624412
,BAO_0000218,,In vivo,17208,,2107.0,,,1,8660,,Biodistribution of radioactivity in normal mice (ICR) liver after 30 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Liver,50594,A,N,CHEMBL624413
,BAO_0000218,,In vivo,17208,,2107.0,,,1,8661,,Biodistribution of radioactivity in normal mice (ICR) liver after 6 hours of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Liver,50594,A,N,CHEMBL624414
,BAO_0000218,,In vivo,17208,,2048.0,,,1,8662,,Biodistribution of radioactivity in normal mice (ICR) lung after 1 hour of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Lung,50594,A,N,CHEMBL624415
,BAO_0000218,,In vivo,17208,,2048.0,,,1,8663,,Biodistribution of radioactivity in normal mice (ICR) lung after 2 hours of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Lung,50594,A,N,CHEMBL624416
,BAO_0000218,,In vivo,17208,,2048.0,,,1,8664,,Biodistribution of radioactivity in normal mice (ICR) lung after 2 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Lung,50594,A,N,CHEMBL624417
,BAO_0000218,,In vivo,17208,,2048.0,,,1,8665,,Biodistribution of radioactivity in normal mice (ICR) lung after 24 hours of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Lung,50594,A,N,CHEMBL624418
,BAO_0000218,,In vivo,17208,,2048.0,,,1,8666,,Biodistribution of radioactivity in normal mice (ICR) lung after 30 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Lung,50594,A,N,CHEMBL624419
,BAO_0000218,,In vivo,17208,,2048.0,,,1,8667,,Biodistribution of radioactivity in normal mice (ICR) lung after 6 hours of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Lung,50594,A,N,CHEMBL624420
,BAO_0000218,,In vivo,17208,,2385.0,,,1,8668,,Biodistribution of radioactivity in normal mice (ICR) muscle after 1 hr of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Muscle tissue,50594,A,N,CHEMBL624421
,BAO_0000218,,In vivo,17208,,2385.0,,,1,8669,,Biodistribution of radioactivity in normal mice (ICR) muscle after 2 hours of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Muscle tissue,50594,A,N,CHEMBL624422
,BAO_0000218,,In vivo,17208,,2385.0,,,1,8670,,Biodistribution of radioactivity in normal mice (ICR) muscle after 2 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Muscle tissue,50594,A,N,CHEMBL624423
,BAO_0000218,,In vivo,17208,,2385.0,,,1,8671,,Biodistribution of radioactivity in normal mice (ICR) muscle after 24 hours of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Muscle tissue,50594,A,N,CHEMBL625123
,BAO_0000218,,In vivo,17208,,2385.0,,,1,8672,,Biodistribution of radioactivity in normal mice (ICR) muscle after 30 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Muscle tissue,50594,A,N,CHEMBL625124
,BAO_0000218,,In vivo,17208,,2385.0,,,1,8673,,Biodistribution of radioactivity in normal mice (ICR) muscle after 6 hours of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Muscle tissue,50594,A,N,CHEMBL625125
,BAO_0000218,,In vivo,17208,,14.0,,,1,8674,,Biodistribution of radioactivity in normal mice (ICR) skin after 1 hour of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Zone of skin,50594,A,N,CHEMBL625126
,BAO_0000218,,In vivo,17208,,14.0,,,1,8675,,Biodistribution of radioactivity in normal mice (ICR) skin after 2 hours of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Zone of skin,50594,A,N,CHEMBL626947
,BAO_0000218,,In vivo,17208,,14.0,,,1,8676,,Biodistribution of radioactivity in normal mice (ICR) skin after 2 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Zone of skin,50594,A,N,CHEMBL626948
,BAO_0000218,,In vivo,17208,,14.0,,,1,8677,,Biodistribution of radioactivity in normal mice (ICR) skin after 24 hours of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Zone of skin,50594,A,N,CHEMBL626949
,BAO_0000218,,In vivo,17208,,14.0,,,1,8678,,Biodistribution of radioactivity in normal mice (ICR) skin after 30 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Zone of skin,50594,A,N,CHEMBL626950
,BAO_0000218,,In vivo,17208,,14.0,,,1,8679,,Biodistribution of radioactivity in normal mice (ICR) skin after 6 hours of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Zone of skin,50594,A,N,CHEMBL626951
,BAO_0000218,,In vivo,17208,,2106.0,,,1,8680,,Biodistribution of radioactivity in normal mice (ICR) spleen after 1 hour of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Spleen,50594,A,N,CHEMBL626952
,BAO_0000218,,In vivo,17208,,2106.0,,,1,8681,,Biodistribution of radioactivity in normal mice (ICR) spleen after 2 hours of intravenous injection of [125I]-16(IMPY),Intermediate,Mus musculus,1,10090.0,,Spleen,50594,A,N,CHEMBL626953
