assay_id,assay_test_type,tissue_id,tid,assay_tax_id,curated_by,src_id,assay_tissue,assay_type,cell_id,description,assay_subcellular_fraction,assay_category,bao_format,relationship_type,assay_strain,doc_id,assay_organism,assay_cell_type
2398,,,104686,,Autocuration,1,,B,,Tested for binding affinity by measuring displacement of [3H]ketanserin from rat serotonin 5-hydroxytryptamine 2 receptor in rat cortex; NA means Not Active,,,BAO_0000019,H,,15538,,
2399,,,104686,,Autocuration,1,,B,,Tested for binding affinity by measuring displacement of [3H]ketanserin from rat serotonin 5-hydroxytryptamine 2 receptor in rat cortex; not determined,,,BAO_0000019,H,,15538,,
2400,,,104686,,Autocuration,1,,B,,Displacement of [3H]ketanserin from rat prefrontal cortex 5-hydroxytryptamine 2 receptor,,,BAO_0000019,D,,8841,,
2401,,,104686,,Autocuration,1,,B,,Binding affinity to 5-hydroxytryptamine 2 receptor using [3H]ketanserin radioligand assay.,,,BAO_0000224,H,,1455,,
2402,,,104686,,Autocuration,1,,B,,Tested for its binding affinity to Tested for its binding affinity to 5-hydroxytryptamine 2 receptor using [3H]-ketanserin radioligand assay using [3H]-ketanserin radioligand assay,,,BAO_0000224,H,,1455,,
2403,,,104686,,Autocuration,1,,B,,The ability to inhibit [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in rat whole brain,,,BAO_0000019,H,,11752,,
2404,,955.0,104686,,Autocuration,1,Brain,B,,The binding affinity was measured on 5-hydroxytryptamine 2 receptor in rat brain tissue,,,BAO_0000221,H,,11642,,
2405,,,104686,,Autocuration,1,,B,,The binding affinity was measured on 5-hydroxytryptamine 2 receptor using [3H]- spiperone as radioligand.,,,BAO_0000224,H,,12092,,
2406,,,104686,,Autocuration,1,,B,,Binding affinity at 5-hydroxytryptamine 2 receptor from striata wistar rats by [3H]ketanserin displacement.,,,BAO_0000224,H,,3967,,
2407,,,104686,10116.0,Autocuration,1,,B,,Binding affinity towards 5-hydroxytryptamine 2 receptor,,,BAO_0000224,D,,12771,Rattus norvegicus,
2408,,,104686,,Autocuration,1,,B,,The compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor by displacing [3H]ketanserin radioligand in rat cerebral cortex,,,BAO_0000019,H,,11642,,
2409,,,104686,,Autocuration,1,,B,,The compound was tested in vitro for binding affinity towards 5-hydroxytryptamine 2 receptor by displacing [125]I-LSD radioligand,,,BAO_0000224,H,,11628,,
2410,,,104686,,Autocuration,1,,B,,Percentage specific displacement of radioligand [3H]ketanserin from 5-hydroxytryptamine 2 receptor,,,BAO_0000224,H,,13654,,
2411,,,104686,,Autocuration,1,,F,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,,BAO_0000019,H,,11200,,
2412,,,104686,,Autocuration,1,,F,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,,BAO_0000019,H,,11200,,
2413,In vivo,,104686,,Autocuration,1,,F,,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 1 hr after oral administration",,,BAO_0000218,H,,11200,,
2414,In vivo,,104686,,Autocuration,1,,F,,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 3h after oral administration",,,BAO_0000218,H,,11200,,
2415,In vivo,,104686,,Autocuration,1,,F,,"In vivo inhibitory activity of 3 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 1 hr after oral administration",,,BAO_0000218,H,,11200,,
2416,In vivo,,104686,,Autocuration,1,,F,,"In vivo inhibitory activity of 3 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 3h after oral administration",,,BAO_0000218,H,,11200,,
2417,,955.0,12687,,Expert,1,Brain,B,,Affinity for 5-hydroxytryptamine 2A receptor in rat brain cortex by ability to displace [3H]ketanserin,,,BAO_0000221,H,,15436,,
2418,,,12687,10116.0,Expert,1,,B,,Affinity at 5-hydroxytryptamine 2A receptor of the rat brain cortex was assessed on the basis of their ability to displace [3H]ketanserin,,,BAO_0000019,D,,15436,Rattus norvegicus,
2419,,,12687,,Autocuration,1,,B,,Affinity pKi for 5-hydroxytryptamine 2A receptor was measured in rat cortex homogenates,,,BAO_0000019,H,,14025,,
2420,,,12687,,Autocuration,1,,B,,Binding affinity of compound towards serotonin 5-hydroxytryptamine 2A receptor was determined,,,BAO_0000357,H,,4342,,
2421,,,12687,10116.0,Expert,1,,B,,Displacement of [3H]ketanserin from 5-HT2A receptor of rat frontal cortex,,,BAO_0000019,D,,13735,Rattus norvegicus,
2422,,,12687,10116.0,Expert,1,,B,,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]ketanserin,,,BAO_0000357,D,,5816,Rattus norvegicus,
2423,,,12687,,Expert,1,,B,,Binding affinity was evaluated in vitro by displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor on rat cortical membrane,,,BAO_0000019,H,,14287,,
2424,,,12687,,Autocuration,1,,B,,In vitro affinity against serotonin ( 5-hydroxytryptamine 2A receptor ) receptor,,,BAO_0000357,H,,15738,,
2425,,,12687,10116.0,Expert,1,,B,,In vitro affinity against serotonin 5-hydroxytryptamine 2A receptor,,,BAO_0000357,D,,15738,Rattus norvegicus,
2426,,,12687,,Autocuration,1,,B,,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2A receptor from rat frontal cortex using [3H]-ketanserin as radioligand,,,BAO_0000019,H,,15026,,
2427,,,12687,,Expert,1,,B,,Half-maximal inhibition of [3H]- Ketanserin binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex homogenate,,,BAO_0000019,H,,16647,,
2428,,,12687,,Autocuration,1,,B,,Half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat tissue homogenate,,,BAO_0000019,H,,16647,,
2429,,,12687,10116.0,Expert,1,,B,,Displacement of [3H]-ketanserin from rat brain 5-hydroxytryptamine 2A receptor,,,BAO_0000019,D,,13345,Rattus norvegicus,
2430,,,12687,,Autocuration,1,,B,,Inhibition constant for in vitro inhibition of [3H]ketanserin binding to rat frontal cortex membranes 5-hydroxytryptamine 2A receptor,Membranes,,BAO_0000249,H,,1543,,
2431,,,12687,,Autocuration,1,,B,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor rat frontal cortex membrane,,,BAO_0000019,H,,12444,,
2432,,,12687,,Expert,1,,B,,Inhibitory constant on 5-hydroxytryptamine 2A receptor of Rat frontal cortex,,,BAO_0000019,H,,16404,,
2433,,,12687,,Autocuration,1,,B,449.0,Inhibitory constant on human 5-hydroxytryptamine 2A receptor transfected in to CHO cells,,,BAO_0000219,H,,16404,,CHO
2434,,,12687,,Expert,1,,B,,Kinetic inhibition constant evaluated by measuring serotonergic activity,,,BAO_0000357,H,,15577,,
2435,,,12687,,Autocuration,1,,B,,Serotonergic activity of the compound.,,,BAO_0000357,H,,15577,,
2436,,,12687,,Autocuration,1,,B,,Tested in vitro for its ability to inhibit [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat frontal cortex membranes,,,BAO_0000249,H,,2495,,
2437,,,12687,10116.0,Expert,1,,B,,The binding affinity was evaluated on 5-hydroxytryptamine 2A receptor expressed in rat cortex by using [3H]ketanserin as radioligand.,,,BAO_0000019,D,,15042,Rattus norvegicus,
2438,,,12687,,Expert,1,,B,,In vitro ability to displace [3H]ketanserin binding from 5-hydroxytryptamine 2A receptor in rat striatal membrane.,,,BAO_0000249,H,,15026,,
2439,,,12687,10116.0,Expert,1,,F,,Agonistic activity against 5-hydroxytryptamine 2A receptor in rat cortex using [3H]ketanserin,,,BAO_0000019,D,,12919,Rattus norvegicus,
2440,,,12687,10116.0,Expert,1,,F,,Agonistic activity against 5-hydroxytryptamine 2A receptor in rat cortex using [3H]ketanserin,,,BAO_0000019,D,,12919,Rattus norvegicus,
2441,,,12687,10116.0,Expert,1,,F,,Agonistic activity against 5-hydroxytryptamine 2A receptor in rat cortex using [3H]ketanserin,,,BAO_0000019,D,,12919,Rattus norvegicus,
2442,,,12687,,Autocuration,1,,B,,The compound was tested for the binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,,,BAO_0000357,H,,15194,,
2443,,,12687,,Autocuration,1,,B,,The compound was tested for the binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand.,,,BAO_0000357,H,,15194,,
2444,,,107,,Expert,1,,B,,Binding affinity towards 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,4820,,
2445,,,107,,Autocuration,1,,B,,Binding affinity against serotonin 5-hydroxytryptamine 2A receptor was determined using human [125I]-eotaxin,,,BAO_0000357,H,,6736,,
2446,,,107,,Autocuration,1,,B,,Binding affinity towards 5-hydroxytryptamine 2A receptor was determined at a concentration of 0.000001 mol/L,,,BAO_0000357,H,,5163,,
2447,,,107,,Autocuration,1,,B,,Binding affinity towards 5-hydroxytryptamine 2A receptor was determined at a concentration of 0.00001 mol/L,,,BAO_0000357,H,,5163,,
2448,,,107,,Autocuration,1,,B,,Inhibition of binding towards 5-hydroxytryptamine 2A receptor at 100 nM concentration,,,BAO_0000357,H,,6011,,
2449,,,107,9606.0,Expert,1,,B,,Percent inhibition against 5-hydroxytryptamine 2A receptor using [3H]ketanserin at 1 uM,,,BAO_0000357,D,,14294,Homo sapiens,
2450,,,107,,Autocuration,1,,B,,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,5014,,
2451,,,107,,Expert,1,,B,,Binding affinity towards 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,17066,,
2452,,,107,,Autocuration,1,,B,,Binding affinity of compound towards serotonin 5-hydroxytryptamine 2A receptor; inactive at 10 uM,,,BAO_0000357,H,,17515,,
2453,,,107,,Expert,1,,B,,Inhibition of [125I]-eotaxin binding to serotonin 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,6736,,
2454,,,107,,Expert,1,,B,,Affinity for 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,5163,,
2455,,,107,,Expert,1,,B,723.0,Binding affinity was performed using [3H]ketanserin as the radioligand and stably transfected NIH3T3 cells expressing the 5-hydroxytryptamine 2A receptor (GF-62 cells).,,,BAO_0000219,H,,16911,,NIH3T3
2456,,,107,,Expert,1,,B,,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]ketanserin,,,BAO_0000357,H,,6841,,
2457,,,107,,Expert,1,,B,,Binding affinity towards 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand.,,,BAO_0000357,H,,6119,,
2458,,,107,,Autocuration,1,,B,,Compound was evaluated for its binding against 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,3962,,
2459,,,107,,Autocuration,1,,B,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 2A receptor was determined,,,BAO_0000357,H,,4373,,
2460,,,107,,Autocuration,1,,B,,Binding affinity relative to indolopiperidine (compound 1)for 5-hydroxytryptamine 2A receptor was determined,,,BAO_0000357,H,,4373,,
2461,,,107,,Autocuration,1,,F,,Compound was evaluated for its inverse agonist activity against 5-hydroxytryptamine 2A receptor,,,BAO_0000019,H,,3962,,
2462,,,107,,Expert,1,,B,,Binding affinity towards 5-hydroxytryptamine 2A receptor by displacement of [3H]ketanserin,,,BAO_0000357,H,,1633,,
2463,,,107,,Autocuration,1,,B,,Binding affinity for 5-hydroxytryptamine 2A receptor was determined,,,BAO_0000357,H,,4373,,
2464,,,107,,Expert,1,,B,,Binding affinity towards serotonin 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,6576,,
2465,,,107,,Autocuration,1,,B,,Evaluated for the binding affinity towards 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,4687,,
2466,,,107,,Autocuration,1,,B,,Ability to displace [3H]-ketanserin from 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,16946,,
2467,,,107,,Autocuration,1,,B,,Compound was evaluated for the affinity at 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,14159,,
2468,,,107,10090.0,Expert,1,,B,449.0,In vitro binding affinity against 5-hydroxytryptamine 2A receptor in CHO cells,,,BAO_0000219,H,,3032,Mus musculus,CHO
2469,,,107,,Autocuration,1,,B,,Inhibition of ketanserin binding to 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,16655,,
2470,,,107,,Autocuration,1,,B,,Binding affinity at 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,13964,,
2471,,,107,,Expert,1,,B,,Binding affinity towards Serotonin 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,16989,,
2472,,,107,,Autocuration,1,,B,,In vitro binding affinity towards 5-hydroxytryptamine 2A receptor was determined,,,BAO_0000357,H,,16117,,
2473,,,107,,Autocuration,1,,B,,The binding affinity towards 5-hydroxytryptamine 2A receptor; No affinity,,,BAO_0000357,H,,16700,,
2474,,,107,,Autocuration,1,,B,,Affinity against 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,3269,,
2475,,,107,9606.0,Expert,1,,B,,Binding affinity against 5-Hydroxytryptamine 2A receptor,,,BAO_0000357,D,,1274,Homo sapiens,
2476,,,107,,Autocuration,1,,B,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2A receptor using radioligand binding assay,,,BAO_0000357,H,,1317,,
2477,,,107,,Autocuration,1,,B,,Tested against 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,12146,,
2478,,,105075,,Autocuration,1,,B,,Binding affinity against the site labelled by the 5-hydroxytryptamine 2A receptor - 5-hydroxytryptamine 2C receptor antagonist [3H]- ketanserin,,,BAO_0000224,H,,12652,,
2479,,,105075,,Autocuration,1,,B,,Tested for the binding affinity against the site labelled by the 5-hydroxytryptamine 2A receptor - 5-hydroxytryptamine 2C receptor antagonist [3H] ketanserin,,,BAO_0000224,H,,12652,,
2480,,,105075,,Autocuration,1,,B,,Tested for the binding affinity against the site labelled by the 5-hydroxytryptamine 2A receptor - 5-hydroxytryptamine 2C receptor agonist [125I]- - (+/-)DOI,,,BAO_0000224,H,,12652,,
2481,,,105075,,Autocuration,1,,B,,Tested for the binding affinity against the site labelled by the 5-hydroxytryptamine 2A receptor - 5-hydroxytryptamine 2C receptor antagonist [3H]- ketanserin,,,BAO_0000224,H,,12652,,
2482,,,107,,Autocuration,1,,B,,Selectivity ratio towards 5-hydroxytryptamine 2A receptor to Dopamine receptor D2 (5-HT2A/D2 ),,,BAO_0000357,H,,16647,,
2483,,,227,9606.0,Expert,1,,B,722.0,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells; ND means no data,,,BAO_0000219,D,,15851,Homo sapiens,HEK293
2484,,,227,9606.0,Expert,1,,F,449.0,Functional activity against human 5-hydroxytryptamine 2B receptor expressed in CHO cells using fluorometric imaging plate reader,,,BAO_0000219,D,,6857,Homo sapiens,CHO
2485,,,227,,Autocuration,1,,B,,In vitro binding affinity against human 5-HT2B receptor at a concentration of 100 (nM),,,BAO_0000357,H,,3805,,
2486,,,227,9606.0,Expert,1,,B,,Affinity towards human 5-hydroxytryptamine 2B serotonin receptor,,,BAO_0000357,D,,6491,Homo sapiens,
2487,,,227,,Autocuration,1,,F,,Agonist activity at cloned human 5-hydroxytryptamine 2B receptor using [3H]5-HT radioligand,,,BAO_0000019,H,,14093,,
2488,,,227,,Autocuration,1,,F,,Agonistic activity at cloned human 5-hydroxytryptamine 2B receptor using [3H]-5-HT as radioligand,,,BAO_0000019,H,,13481,,
2489,,,227,,Autocuration,1,,F,,Antagonist activity at cloned human 5-hydroxytryptamine 2B receptor using [3H]- rauwolscine radioligand,,,BAO_0000019,H,,14093,,
2490,,,227,,Autocuration,1,,F,,Antagonist activity at cloned human 5-hydroxytryptamine 2B receptor using [3H]- rauwolscine radioligand; Not tested,,,BAO_0000019,H,,14093,,
2491,,,227,,Autocuration,1,,F,,Antagonist activity at cloned human 5-hydroxytryptamine 2B receptor using [3H]rauwolscine radioligand,,,BAO_0000019,H,,14093,,
2492,,,227,,Autocuration,1,,F,,Antagonistic activity at cloned human 5-hydroxytryptamine 2B receptor using [3H]rauwolscine as radioligand,,,BAO_0000019,H,,13481,,
2493,,,227,,Autocuration,1,,B,,Binding ability of compound at cloned human 5-hydroxytryptamine 2B receptor using [3H]- rauwolscine as radioligand,,,BAO_0000357,H,,14442,,
2494,,,227,,Autocuration,1,,B,,Binding ability of compound at cloned human 5-hydroxytryptamine 2B receptor using [3H]5-HT 2B as radioligand,,,BAO_0000357,H,,14442,,
2495,,,227,,Autocuration,1,,B,,Binding ability of compound at cloned human 5-hydroxytryptamine 2B receptor using [3H]rauwolscine as radioligand,,,BAO_0000357,H,,14442,,
2496,,,107,,Autocuration,1,,B,,The compound evaluated for its affinity against 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,12369,,
2497,,,107,,Expert,1,,B,,Affinity against 5-hydroxytryptamine 2A receptor (D) labeled with [125I]DOI.,,,BAO_0000357,H,,12369,,
2498,,,107,,Expert,1,,B,,Affinity against 5-hydroxytryptamine 2A receptor (K) labeled with [3H]ketanserin.,,,BAO_0000357,H,,12369,,
2499,,,107,,Autocuration,1,,B,,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 2A receptor from cloned Human membranes,,,BAO_0000019,H,,14447,,
2500,,,107,,Autocuration,1,,B,,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 2A receptor from cloned Human membranes.,,,BAO_0000019,H,,14447,,
2501,,,107,,Autocuration,1,,B,723.0,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2A receptor expressed in 3T3 cells using [3H]5-HT as radioligand; Not determined,,,BAO_0000219,H,,17451,,NIH3T3
2502,,,107,,Autocuration,1,,F,449.0,Relative efficacy against human 5-hydroxytryptamine 2A receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,,,BAO_0000219,H,,6857,,CHO
2503,,,107,9606.0,Expert,1,,F,449.0,Relative efficacy against human 5-hydroxytryptamine 2A receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,,,BAO_0000219,D,,6857,Homo sapiens,CHO
2504,,,104817,,Autocuration,1,,B,,Selectivity ratio of binding affinity of 5-hydroxytryptamine 2A receptor to that of 5-hydroxytryptamine 2C receptor.,,,BAO_0000224,H,,5635,,
2505,,,107,,Autocuration,1,,B,,Binding activity radioligand.,,,BAO_0000357,H,,12861,,
2506,,,107,,Autocuration,1,,B,,Binding activity against 5-hydroxytryptamine 2C receptor from human brain cortex using [3H]mesulergine as radioligand.,,,BAO_0000019,H,,12861,,
2507,,,107,,Autocuration,1,,B,307.0,Binding affinity for human cloned 5-HT2A receptor expressed in L929 cells using [125I]R91150 as radioligand,,,BAO_0000219,H,,5105,,L929
2508,,,107,,Expert,1,,B,307.0,Binding affinity for human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells using [125I]R91150 as radioligand,,,BAO_0000219,H,,5104,,L929
2509,,,107,,Expert,1,,B,307.0,Binding affinity at human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells by [125I]R91150 displacement.,,,BAO_0000219,H,,5105,,L929
2510,,,107,,Autocuration,1,,B,307.0,Binding affinity for human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells using [125I]R91150 as radioligand; Not tested,,,BAO_0000219,H,,5105,,L929
2511,,,107,,Autocuration,1,,B,,Binding affinity against 5-HT2A receptor,,,BAO_0000357,H,,5254,,
2512,,,107,,Autocuration,1,,B,,Binding affinity against 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,5254,,
2513,,,107,,Autocuration,1,,B,722.0,Antagonistic binding affinity measured against 5-hydroxytryptamine 2A receptor (human clone expressed in 293 cells) using [3H]ketanserin as radioligand,,,BAO_0000219,H,,13267,,HEK293
2514,,,107,,Autocuration,1,,B,722.0,Antagonistic binding affinity measured against 5-hydroxytryptamine 2C receptor (human clone expressed in 293 cells) using [3H]mesulergine as radioligand,,,BAO_0000219,H,,13267,,HEK293
2515,,,107,9606.0,Expert,1,,B,722.0,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor expressed in HEK 293 cells,,,BAO_0000219,D,,14157,Homo sapiens,HEK293
2516,,,107,9606.0,Expert,1,,B,722.0,Binding affinity against human 5-hydroxytryptamine 2A receptor expressed in 293 cells using [3H]ketanserin,,,BAO_0000219,D,,12936,Homo sapiens,HEK293
2517,,,107,,Expert,1,,B,,Binding affinity against human 5-hydroxytryptamine 2A receptor using displacement of [3H]5-HT,,,BAO_0000357,H,,14068,,
2518,,,107,9606.0,Expert,1,,B,722.0,Binding affinity against human 5-hydroxytryptamine 2A receptor expressed in 293 cells using [3H]ketanserin,,,BAO_0000219,D,,12936,Homo sapiens,HEK293
2519,,,107,9606.0,Expert,1,,B,722.0,Binding affinity against human 5-hydroxytryptamine 2A receptor expressed in 293 cells using [3H]ketanserin,,,BAO_0000219,D,,12936,Homo sapiens,HEK293
2520,,,107,9606.0,Expert,1,,B,722.0,Binding affinity to human cloned 5-hydroxytryptamine 2A receptor in HEK 293 cells using [3H]- ketanserin as radioligand,,,BAO_0000219,D,,4540,Homo sapiens,HEK293
2521,,,107,,Expert,1,,B,,Binding affinity at human cloned 5-hydroxytryptamine 2A receptor.,,,BAO_0000357,H,,6166,,
2522,,,107,,Autocuration,1,,B,722.0,Binding affinity against 5-hydroxytryptamine 2A receptor human cloned receptors in HEK 293 cells using [3H]ketanserin as radioligand,,,BAO_0000219,H,,17296,,HEK293
2523,,,107,,Autocuration,1,,B,722.0,Binding affinity against 5-hydroxytryptamine 2A receptor human cloned receptors in HEK 293 cells using [3H]ketanserin as radioligand,,,BAO_0000219,H,,17296,,HEK293
2524,,,107,,Autocuration,1,,B,722.0,Binding affinity against 5-hydroxytryptamine 2A receptor human cloned receptorswithouteffect in HEK 293 cells using [3H]ketanserin as radioligand,,,BAO_0000219,H,,17296,,HEK293
2525,,,107,9606.0,Expert,1,,B,722.0,Binding affinity towards 5-hydroxytryptamine 2A receptor (human cloned receptor) in HEK 293 cells using [3H]ketanserin as radioligand.,,,BAO_0000219,D,,15779,Homo sapiens,HEK293
2526,,,107,,Expert,1,,B,722.0,Binding affinity towards human 5-hydroxytryptamine 2A receptor expressed in HEK 293 cells using [3H]ketanserin as radioligand,,,BAO_0000219,H,,14391,,HEK293
2527,,,107,,Expert,1,,B,722.0,"Binding affinity towards human cloned 5-hydroxytryptamine receptor 2A in HEK293 cells, using [3H]ketanserin as radioligand.",,,BAO_0000219,H,,15851,,HEK293
2528,,,107,9606.0,Expert,1,,B,722.0,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor expressed in HEK293 cells; compound is insoluble,,,BAO_0000219,D,,15851,Homo sapiens,HEK293
2529,,,107,,Expert,1,,B,722.0,Binding affinity towards human cloned 5-hydroxytryptamine 2A receptor of HEK293 cells by displacement of [3H]ketanserin,,,BAO_0000219,H,,3832,,HEK293
2530,,,107,,Expert,1,,B,722.0,In vitro binding affinity at human cloned 5-hydroxytryptamine 2A receptor of HEK293 cells by [3H]ketanserin displacement.,,,BAO_0000219,H,,3833,,HEK293
2531,,,107,9606.0,Expert,1,,B,722.0,Binding affinity against human 5-hydroxytryptamine 2A receptor expressed in 293 cells using [3H]ketanserin,,,BAO_0000219,D,,12936,Homo sapiens,HEK293
2532,,,107,,Autocuration,1,,B,723.0,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2A receptor expressed in 3T3 cells using [3H]5-HT as radioligand,,,BAO_0000219,H,,17451,,NIH3T3
2533,,,107,,Autocuration,1,,B,723.0,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2A receptor expressed in 3T3 cells using [3H]5-HT as radioligand; Not determined,,,BAO_0000219,H,,17451,,NIH3T3
2534,,,107,,Autocuration,1,,B,723.0,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2A receptor expressed in 3T3 cells using [3H]5-HT as radioligand; Not determined,,,BAO_0000219,H,,17451,,NIH3T3
2535,,,107,,Autocuration,1,,B,722.0,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 2A receptor in HEK 293 cells using [3H]ketanserin as the radioligand,,,BAO_0000219,H,,4199,,HEK293
2536,,,107,,Autocuration,1,,B,485.0,Compound was evaluated for displacement of [3H]ketanserin from human cloned 5-hydroxytryptamine 2A receptor in transfected CHO-K1 cells,,,BAO_0000219,H,,1883,,CHO-K1
2537,,,107,,Expert,1,,B,485.0,Displacement of [3H]-ketanserin from human cloned 5-hydroxytryptamine 2A receptor expressed in CHO-K1 cells.,,,BAO_0000219,H,,1883,,CHO-K1
2538,,,107,9606.0,Expert,1,,B,,Binding affinity for human 5-hydroxytryptamine 2A receptor,,,BAO_0000357,D,,14875,Homo sapiens,
2539,,,107,,Autocuration,1,,B,722.0,Compound was tested for its binding affinity against 5-hydroxytryptamine 2A receptor in human cloned receptors in HEK 293 cells using [3H]ketanserin,,,BAO_0000219,H,,15146,,HEK293
2540,,,107,,Autocuration,1,,B,722.0,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 2A receptor in HEK 293 using [3H]ketanserin as a radioligand,,,BAO_0000219,H,,5213,,HEK293
2541,,,107,9606.0,Expert,1,,B,449.0,Inhibitory constant for human 5-hydroxytryptamine 2A receptor transfected in to CHO cells,,,BAO_0000219,D,,16404,Homo sapiens,CHO
2542,,,107,,Autocuration,1,,B,722.0,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 2A receptor in HEK293 cells using [3H]-ketanserin.,,,BAO_0000219,H,,14818,,HEK293
2543,,,107,,Autocuration,1,,B,722.0,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2A receptor in HEK293 cells, using [3H]ketanserin as radioligand",,,BAO_0000219,H,,4829,,HEK293
2544,,,10620,,Autocuration,1,,F,723.0,Percent of maximum stimulation of phosphatidylinositol turnover at cloned 5-hydroxytryptamine 2A receptor in 3T3 cells,,,BAO_0000219,H,,12652,,NIH3T3
2545,,,107,,Expert,1,,B,723.0,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor expressed NIH3T3 cells,,,BAO_0000219,H,,4682,,NIH3T3
2546,,,10620,,Autocuration,1,,F,,The maximum responses of [3H]- inositol monophosphate accumulation in cells expressing the 5-hydroxytryptamine 2A receptor,,,BAO_0000019,H,,12652,,
2547,,,10621,,Autocuration,1,,B,,Ability to displace [3H]-Ketanserin radioligand from porcine 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,4921,,
2548,,,10621,,Autocuration,1,,B,,Ability to displace [3H]ketanserin radioligand from porcine 5-hydroxytryptamine 2A receptor; ND denotes not determined,,,BAO_0000357,H,,4921,,
2549,,,107,9986.0,Autocuration,1,,B,,Binding affinity against rabbit aorta 5-HT2A receptor,,,BAO_0000357,H,,16312,Oryctolagus cuniculus,
2550,,,107,9986.0,Expert,1,,B,,Binding affinity for 5-hydroxytryptamine 2A receptor of rabbit aorta ring preparations,,,BAO_0000357,H,,14998,Oryctolagus cuniculus,
2551,,,107,9986.0,Expert,1,,B,,Dissociation equilibrium constant against the vascular 5-hydroxytryptamine 2A receptor in the rabbit saphenous aorta,,,BAO_0000357,H,,14025,Oryctolagus cuniculus,
2552,,,107,9986.0,Autocuration,1,,B,,Binding affinity against 5-hydroxytryptamine 1D receptor alpha using rabbit saphenous vein assay.,,,BAO_0000019,H,,13047,Oryctolagus cuniculus,
