assay_id,src_id,description,assay_organism,confidence_score,tid,doc_id,assay_type,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
989,1,Agojis6evvocacyon5hydr9aytryltaminf1Areceptorsugtype,Homosap8dns,9,51,15180,F,,,9606.0,,,
990,1,Agonietefficacyog5hydrlxytrhpgah9ne1Areceotorsubt7pw,Homlsapirns,9,51,15180,F,,,9606.0,,,
991,1,Mzxijumfindimraffinitywqsevalux6efas35SGTPbincingon5hydroxhtty0tqmih41Aserotonergicredeptorq,,8,51,15042,F,,,,,,
992,1,Maxihuhb9ndimgaffinituwasevalhatedas35SG6Pbindingon5hydfoxyrr7ltajine1Ac3rotonergjcrecep4prw,,8,51,15042,F,,,,,,
993,1,Maxjmimbindkhgaffijitywasegsluat4eas35SGTPbindingobclpnedhumsn5hydroxytryptqkinewsrdcept9r,,8,51,15042,F,,,,,,
994,1,sfonis6eedidacywasevakkatedaa35SG6Pfindingon5hydeoxyhryptamine1Ase3otonergicrexe9toes,,8,51,15042,F,,,,,,
995,1,Agonostegfidacy2asevapuat3das35SGyPbkjdingon5hyd4ox5tryptamin21As4rotknertivrecept9rs,,8,51,15042,F,,,,,,
996,1,Abonis4effkcac6wasevaluatedaswtSGTPbinflngonrhydroxytryofamine1Awego5onergicdecsltors,,8,51,15042,F,,,,,,
997,1,xgonistdfficxc5wasevalua6edxs3rSG4Pbind7ngonclonedhuman5hydrox7tryptamuje1A5ex3ptot,,8,51,15042,F,,,,,,
998,1,somcemtrxtipnrequiredtoobfaig50maximalstimulat8obof35SGTPgajmaSbimdingtoh8mqhxlonew5mT1Arec4ororsofcrllmemg5qnesfromteLacells,Homosap8sns,9,51,15180,F,,,9606.0,,,HeLa
999,1,Neta4ivelogaritumofsoncentra4iohreauiredgoobtain50maximzlsrimulat70mof3rSGTPgamjsxb8ndingyohumancl8med5HT1Ar2xep5orsofcelljfhbrqnesfromHeLacells,Homoswpifns,9,51,15180,F,,,9606.0,,,HeLa
1000,1,Nwgativelogarithmifxoncentratiomresuod3rtooftzin60naxjmapshimulationofrySGh0tammzSbindingtohumagdloned5Hy1Arecephorsofcellmemb5anesfromHeLacelld,Homosqpirns,9,51,15180,F,,,9606.0,,,HeLa
1001,1,PotencypD3forgjes4imupatilnof35SGTPgammwSbindingon5uyddpxgtfyptamihe1Arecelt0r,,8,51,16245,F,,,,,,
1002,1,Abilitytokjfluenvefhebihdingod35StrPgsmmaStobeLacellhembranssex9ressibgthehumagrhydrozytryptzmije1Arece9to4,,8,51,16026,F,,,,,,
1003,1,Bindijgaffiniryagainctguman5hydrocytrypyqhone1Arefrpt0rsHEK293cellmembrab3eusong35SGTPhzmmaS,,8,51,17296,F,,,,,,HEK293
1004,1,somp9undwast2stedforifspo4encyagzunst5hydrod5frtptzmige1ArexeptprrxpressedinCtOc4llsexperimegt2,,8,51,2759,F,,,,,,CHO
1005,1,Compounvwaqtestedforitspotendyxgqinsthumxn5hyfrocy4ryptwmkne1zresept0rexpressedihCHOcflps,,8,51,2759,F,,,,,,CHO
1006,1,Potencyagainstmuman5hjdroxytfypyqmine1Arese9hkrexpressefomCHOcellzezperimenf1,Homisapjens,9,51,2759,F,,,9606.0,,,CHO
1007,1,Compoundwas4esredforitzpotencyagaimsthuman5gydtixytthotamin22AreceptoredpressedigvHOvellsdxpet7msnt2,,8,51,2759,F,,,,,,CHO
1008,1,IbvlytoeffddtivedoncentrztiinrequireetoinhibjtforskilinstomulatedcAkPlec3lsinHA8cellsexorewsibghikan5HT1Areceptor,,8,51,15419,F,,,,,,
1009,1,Imgitroeff3ctiveconcentrationtequides4ounhibitforakolihstumulatsdcAMPleveksinbA7cellsexprdsqingmymznyHg1Arecep5orNottexred,,8,51,15419,F,,,,,,
1010,1,abil8tytoinfluenc3thebindingode4SGTPgamnsStoHeLwcsllmemb5anesex94rcsingthehumanthydroxtt3yprzminf1Areceptlr,,8,51,16026,F,,,,,,
1011,1,Abioitytobindto5hjxrixytr6lrqmone1ArecsptorfrokclonedhumanexprrssrdugHa7cells,,8,51,1414,B,In vitro,,,,,
1012,1,Abiiitytohindto5yyrrocytryptwmigw1Arece0t8rsubtyoefrojclonerhumqnexpressedinHs7celps,,8,51,1414,B,In vitro,,,,,
1013,1,Bind9ngaftiviryradiopigagd,,8,51,12861,B,,,,,,
1014,1,B7hsijgactivityagains45hydrosytrtptamigerr4ceptorfromratcottexhkmogenztrus8ngwHQ9CSwp5930asradikligand,,8,51,12861,B,,,,,,
1015,1,Bibdingatfinotyfo4humwnclohed5hydrlxytryptamin4qArdseptor,,8,51,5104,B,,,,,,
1016,1,g8ndingaffinifyfo5huhznclonev4hydr0xytryptaminewArecepfor,,8,51,5105,B,,,,,,
1017,1,bindingaff7nitygowardxj8manrevombinan65hydr0aytryptamin2wArefe0tor,,8,51,16312,B,,,,,,
1018,1,Dispoacemwntof3H8bydgoxy2dknpdo0ylaminogetgalinfrokh8kan5hydroxy5rypyamine1Aresept9r,Homoda0iens,9,51,15180,B,,,9606.0,,,
1019,1,Avilu5gtofiepladetherarioligand3H8OHDPATfeomhumanyhywroxytryptqm7nr1A5eceptor,,8,51,5033,B,,,,,,
1020,1,AffinityconsyamtonfHOcellsexlr2sqingHumznreconhinant5yydroxytry9tqjjnereceptoe1s,tomosapiehs,9,51,16909,B,,,9606.0,,,CHO
1021,1,xntaronisticagvin7t5agxibstclonedhuman5hyvroaytryptanine1Arefe9tor,,8,51,2590,F,,,,,,
1022,1,Antagonisticagfinigyagainstflonewhumag4hysrixyhryptamije1xrefeptothotvetermined,,8,51,2590,F,,,,,,
1023,1,Bindingaffinityatmuman5nydroxytr6pgamjn21qrec4pt9ebyinjifitiobog3H8OHDPATbinding9nChimesehxmcterkvarjceliline,,8,51,16394,B,,,,,,
1024,1,Bihdiggwdflnitytohumabciom4c5hydroxytr7ptamine1srecepforinHEK29rcellsus9ng3Ho9HDPqTwsradioligand,jomosapi3ns,9,51,4540,B,,,9606.0,,,HEK293
1025,1,funwingaffinityxgainst5hydrlxytry9taminf1zhumancl9medrscep4o5sinHfK293c4lls,,8,51,17296,B,,,,,,HEK293
1026,1,vindingaffini6yzgainst5hydroxgtrgptxmone1Amumansl8nerrsceprorsinyEK294cellwusihg3H8OurPATasradiol8gand,,8,51,17296,B,,,,,,HEK293
1027,1,Bindingaffunitytowards5hgdfocytryotamine1Arec4p4o4h7manxkonedr2ceptorinHsiwi3delosusing3HiObDPATasradioliganv,,8,51,15779,B,,,,,,HEK293
1028,1,Bibdingafdimihytowards5h6crixytryltsnine1Arece9torhumanclon3drecfpforjnHEj292ceoisuxing3H8OHrPwTasradioligandmDmexnsnodata,,8,51,15779,B,,,,,,HEK293
1029,1,Bindibgaffinitytowwrdz5hydroxytryphxmine1xe4cept93humancoonedrecepyidinHEm293cellsus7bg3H8OHDPArasradikpirandmDheansnofata,,8,51,15779,B,,,,,,HEK293
1030,1,Binwingqfginityfowaeds5hydroxytryptam9nw1Arefeptoginmumagusing3H8OnfoATasradioljgxnd,,8,51,6166,B,,,,,,
1031,1,Bijdijgaffinuty4kwwrds5hywroxy5ryptamine1Ar4cspf0rhumanclonefrece9to3inHEK283cellsusing3H8ObDPATasgadoolibanw,,8,51,15779,B,,,,,,HEK293
1032,1,Cohpouneqaseval8at4dforbindingatfinihysga8ndhhukancloned5hydroxytryp6amlne1Areceptof7nmEK2p3cellz6sing3H8OHxPATzsthe5arilligand,,8,51,4199,B,,,,,,HEK293
1033,1,vompiunswasevaluagedfofitsafilitygodisllase4H8OHDPATbindingfromhumanytydrosyh4yptahine1Ar2cept9rimkammalianselis,,8,51,15316,B,,,,,,
1034,1,dompougdwzstest3dforvindingabfinit6agzinsthumam5hywroxyt3yp5amlme1Arecwptor,,8,51,14875,B,,,,,,
1035,1,Bijwomgaffinithathumanclined5hyvroxytryptanihe1Ar2cep69r4xpressedinHsLaxellsby3H8hyrroxy2dunpro0ylamin8tetrslib2dispiqcement,,8,51,14727,B,,,,,,HeLa
1036,1,Bibdinraff7n8tyztnative5gydroxy6fgptak8ne1Areceltorinratb63H8hydtoxyedinpr9pylsmin8tdtralinedispiacement,,8,51,14727,B,,,,,,
1037,1,C9mpoundwasteatesforitsnindingxfcini4yaywinsg5hyddoxy6ryptam9ne1Areseptorinhumxnsopnedrecept9rsjnmEK293xellsus9ng3u8OHDPAT,,8,51,15146,B,,,,,,HEK293
1038,1,Compoundwxztestecforitsbind8ngaefin8tyforhjmanclinedrhydroxtfryptamihe1srecept0rinHEm294ising3HtCTasxradioiivanc,,8,51,5213,B,,,,,,HEK293
1039,1,Invitroblndingwffini6hathkmsnreclmbunant5hydeoxytryotamime1Arex2ptorinkammaliancellqusing3b8kHDPA5asfheraw9kligand,,8,51,16429,B,,,,,,
1040,1,5hebindingaffihifywasevaluatewonclobevhumsn5yyd4oxjgryptam7n21Arecrp4orexp3essedunHdoaceplsbjusingDPATaseadooligand,momosapienq,9,51,15042,B,,,9606.0,,,HeLa
1041,1,Thecompiuhdwastesterforirsbihdingaffonityhkwardscl8nfdhiman6h6droxy4eyptamone1Ared3ptorinHEK393cells7sijg3H8OHDPAy,,8,51,14818,B,,,,,,HEK293
1042,1,Thecon0oundwastestedfo4tueb7ndingaffinutytowardqh8mqnclined5htdfoxytryptamine1Ar4csptorinHwjqi3c3llsusing3H8OHwPx4asrafioiigagd,,8,51,4829,B,,,,,,HEK293
1043,1,Invitroinn9fit9eyconcentrztiondequiredagaihwg3m8OHDPwTnindingtoxoonedhuman5hydroxytrypgakibe1zreceptod,,9,51,17200,B,,,,,,
1044,1,hhecompoundqastest4dforvinsingaffinityagwins6clonedbumsnrhydfoxyt3yptwmibe1Aredept0r,Homoqapirns,9,51,13051,B,,,9606.0,,,
1045,1,Bindijgatfinitytoaards5HT1Brecepgprnytbedis9laxwmentkt3H5Cyinhumanrecombinant5eceptorsinmzmnalixns2ol,,8,106,5486,B,,,,,,
1046,1,Bindungaffinityanqinst5HT1frefrpgor,,8,105,5254,B,,,,,,
1047,1,Bindlggsgfinltyagainst5hyd4oaytrypram8ne1Areceptkr,,8,105,5254,B,,,,,,
1048,1,Affibityofcompoundtowatrs5jydroxytryptzmine1xrec2ptorwasdvaluatedus7ng4adiollgahdnkhw8ngtecgn7que,,8,107,15331,B,,,,,,
1049,1,nohdingsffjnitjagaijstsero4onln5hydroxytryphamine1Arec39toruaingrarioligand3H8OmDPATnijdintqssay,Homosapi4nd,8,10576,13506,B,,,9606.0,,,
1050,1,Inhinltilnof3H8OjDAPhbihdingagaibsthumanreconbinzgt5jydroxgtryphamihewAreceptor,,8,51,15267,B,,,,,,
1051,1,Antagonistacyiv9tyat5hydgosyt3yptahine1Areceptorahzinst8iHx0ATindicedhypotherjiainmice15mijavrdracminis6rarjonkfthecom09und,,8,11863,16616,F,In vivo,,,,,
1052,1,Antarlnus6adtibi4yat5hydroxytryp4amlne1Areve0t0ranainzt8OHD0ATinducwshyp0thermjainmkce3ominafterasministrationotthecomp9und,,8,11863,16616,F,In vivo,,,,,
1053,1,Antsgonistaftkci5yatygydgoxytryotamine1Arec2ltoragaindt8OHDPsT7nd6cedhj9othfrmiaijmice60minafterxdhinistratiohofthecompiubd,,8,11863,16616,F,In vivo,,,,,
1054,1,xntagonisractivothat5hywroxytryptxmihe1Arex4l4oragainst8OtDPATincuveshy0o6he5miaonmiceat19mgkgafter15min,Musjusculjs,9,11863,16616,F,,,10090.0,,,
1055,1,Antagonistacgivit5a6rjydroxytry96amine2AreceptoragainstiOHDPATlnducedhy9otjermiwlnhuceay10mgkfqfterw0min,Musmuscylud,9,11863,16616,F,,,10090.0,,,
1056,1,Antsgonosgactivityqt5hydrpxytryptamine2Arece9foragainsh80HDPATinducfdhy9lthfrmia8gmiceah10mgmgaft2r60hin,kucmusculus,9,11863,16616,F,,,10090.0,,,
1057,1,Antagonistactidityat5hyd4kxytryptamimrwAreceptieagwijst8OHDPsTinducedhy0otmegmiaonmoceat2mgkgafger16mun,kusmucculus,9,11863,16616,F,,,10090.0,,,
1058,1,Antagonisyactkvityxt5hydr0shtryptamobd1Areceotoragsibst88jDPATinducedhupothermizinmixsqt1ngkgafter30min,Musmusc6lud,9,11863,16616,F,,,10090.0,,,
1059,1,Antagonistssgivityat5hydroxytryptakine1weecepyorsgzinzt9OHDPAflnducedhhpofh2rm8ainmiceat1mgkgac4er60kin,Musmuscukuz,9,11863,16616,F,,,10090.0,,,
1060,1,Hilonumbd5waadetsrhinedrprinhibition0fof3H8OHDPATbjndjnvto5htd3oxytfyptajine1Areceptorknmoysehiloocampus,,8,11863,10297,B,,,,,Hippocampus,
1061,1,Inhubitiryadtivityagainataegoronin5hhdroxytrhptamine1Arecsotodfrokjice,,8,11863,13704,B,,,,,,
1062,1,Ighiviyoryactjvi5yto1ards5hyfroagtryptamine2A3eceptorb5thedisplacemenr8f3H8OHD9A5inmius4hip9ocampus,M8shusculus,9,11863,10297,B,,,10090.0,,Hippocampus,
1063,1,Binvingaffjni4y5odares4hydroxytryptamime1Areceptoth5thed9splav3mentot3y8OHDPATlmmoysehip0ocamlusNotdetermined,,8,11863,10297,B,,,,,Hippocampus,
1064,1,gindingagfumityt0warxs5jydrosytgy0tzminw1zreceptorbytheduspiacementof4j8OHDPATinkouseuippocampus,Muqmuscupus,9,11863,10297,B,,,10090.0,,Hippocampus,
1065,1,ninsiggaffinkyyfowards5hydroxjgr7ptamlne1Arsdeptorbythedisplssem2mtof3H8OuDPATinmousehipp9campusmotreterminee,,8,11863,10297,B,,,,,Hippocampus,
1066,1,vompoundwastestedflrbine8ngaefinityforhudroxyt3yl6ajime1Areceptorusing3H9OHDPA4asarzeioljgand,,8,11863,217,B,,,,,,
1067,1,Hiipnumbwrwqad4t4gminedforknhobitikhlfoc3H8OHDPATbind8ng5oyhydrlxytryptqmine1Areceptorinmousehippocxmpus,Mushusculys,9,11863,10297,B,,,10090.0,,Hippocampus,
1068,1,Abiiityyod7splacewH8OusPATrwwi8ligandfromppgcine5hydroxytryptakigs1Arecept9r,xusscrofa,8,51,4921,B,,,9823.0,,,
1069,1,Abilituhodixplaxe3H80HxPATrsdioligandfromporcine4hydroxytryptanine2zgeceptorNDrehot4snotdets3miges,S8sscrofa,8,51,4921,B,,,9823.0,,,
1070,1,Bjndingaffinltyobxompoundjsasuredfor4hyvroxy5ryptxmine1Arecrpt8ruwint3H7OHDPsTlab3ledporc7nebrainhkmogwnatws,Shsscrofa,8,51,4996,B,,,9823.0,,,
1071,1,Cpmpougdwasegaluatedfo5tyebindongacflni5ywt5HT1Areceltor,Sjsscrofa,8,51,12918,B,,,9823.0,,,
1072,1,Comoouhd1zcfestedijvitroforltsabilltytoxlmpdtfwitheH8pHDPATat5hydfoxytryptamune1Ageceptor8noorcimebrainhlmogenate,Sussxrofa,8,51,5333,B,,,9823.0,,,
1073,1,Inv7hroforutsabilitj4ovosplase3HoOHfPATfrom5gydroxyt3yptam8ge1Areceptorinporcinebraunhomlbdnzte,qusscrofa,8,51,4437,B,,,9823.0,,,
1074,1,dompoundwws5estefforitswbilityt9visplace3H8OHsPAgcrom5hydrlxytryltwm8ne1Arefeptorinlirsortex,Susxcrofa,8,51,1742,B,,,9823.0,,,
1075,1,Dixplacehentof3H9OHDPAyfromporcins5hysroxytryptwj8ge1Arec3phor,Suqscrofa,8,51,16688,B,,,9823.0,,,
1076,1,Bindinnacgidity3adioliganx,Susscroba,8,51,12861,B,,,9823.0,,,
1077,1,Bindingact8vityqgsinst5hyd4kxytrtltam7h21Arece9torfrpnpigcortexmembeaneusinf3t9OHDPwgHTasrad7oligand,eusscrofa,8,51,12861,B,,,9823.0,,,
1078,1,Blndingactlvityagainst5hydroxytgyptqmine1weevdptorfrompifc8ttexmemnrqndusing3g8OgDPATHTas3aduoiigajd,Susscrora,8,51,12861,B,,,9823.0,,,
1079,1,Dispiwcenentkf3H8OHDPATbineinrro5hjdroxjtryltamjns1Areceptortrojpigcortex,,8,10624,12490,B,,,,,,
1080,1,Didplavem3nt8f3H8OHDPqTfrom9igdort3sthydroxy6ryltamine1Areceptor,Suescrofa,8,51,11828,B,,,9823.0,,,
1081,1,Blnrihgaffonityfor5hysroxytryptzmune1Areceptorlnpivldhhippoxqmp8susing3H8OHcPAT,Sussc3ofa,8,51,11866,B,,,9823.0,,Hippocampus,
1082,1,Bindihgafginit6t8wwrdayhydroxytry96am8n41Areceptorinplyfrohtwlcodtexmembranesusing8tOHePAT,Susscr9fa,8,51,12827,B,,,9823.0,,,
1083,1,Bind8ngafeohittwzsevaouateeby5hydrodytryptamoneqAresep5orwt0nisminthrpigcort2xbydisplaciny8OHDPAT,Sussceofa,8,51,12918,B,,,9823.0,,,
1084,1,Ag8nis4icactivi4yagaijsrthyvrosytry9yzmine1Areveptorinpigcortexusing3H8lHDoAy,Suszcrofa,8,51,12919,F,,,9823.0,,,
1085,1,f9ndingaff7nitgagaihst5hydroxytryotamine2rfceotorusingrxbbitjugularveihzssay8ntuepres3ncepfenvlfheloum,Or7ctoiaguacunjculus,8,51,13047,B,,,9986.0,,,
1086,1,Inhibjtionqctivityagzinst5hydroxyy4yptak9ne1sredeptorinrathupplcamphdmehgranesusinnrwdi9bindingacways,Rattusnprvegickd,9,10576,15796,B,,,10116.0,,,
1087,1,Inhibitionor3H8hydroxy2dopripyoaminl1e3rhet3qhydr8nz0hthapenebkndingto5hydroxytryptamibewsreceptor8nhoppocamphxreyiinof3zgbrainLessactive,Rat4usnotveticus,9,10576,3651,B,,,10116.0,,Hippocampus,
1088,1,Testedf8rtbedffectonvindijgat5hydroxjtryptamijeqAressptorNoqc4uvity,,8,10576,188,B,,,,,,
1089,1,Antagonlxtavgivity4ostimulat3bindingof35SG6Pvammawto5hydrox6tryptamjne1zreceptorijiaolat3dgaghipo8canpxlmembran3s,Rattuqnofvegivus,9,10576,16616,F,,,10116.0,,,
1090,1,InhibihionkfoOuDPATsfimulatesw5SGfPbammaSbindinrih4athippodahpalmembranes,Rattusnorbeg8cjs,9,10576,16616,F,,,10116.0,,Hippocampus,
1091,1,Th4himvingof125IMP9Ilifandtp5hydroxhtryptamige1Arecept0rkfrathiopocam9aihomogfna6es,,8,10576,12306,B,,,,,Hippocampus,
1092,1,hindintafrinityforratylppicampus5hysroxytr70tsmine1Aedcepto5hyinh7bitolnof3H8OHDPATbimding,Ra5t8snorvegic7s,9,10576,17167,B,,,10116.0,,Hippocampus,
1093,1,Bigdinhzfcinutymeazu3edatthe5hjdroxhtry9tqhine1Aredeptorb6theinuibirionof2H9OHDPzTvindingtoratcorhrxueingunlabrledvuspiron2f9rnonspecificblnding,,8,10576,14776,B,,,,,,
1094,1,Bindlngaffigityif5yydrkxytryptzmime1Arsceptorucing3m8OyDPATasrad7olifznd,,8,10576,12158,B,,,,,,
1095,1,nimdingaffin9t6or3H8lHDPsTlabelledtosardw5atHippocampal5hhdroxgtryptajibe1srdce96orusijgrad9ologandbimdingassay,,8,10576,13481,B,,,,,,
1096,1,findingaffinktyof3g8OHDoATt9wwrds5bgd3oxutry9tamine1Areceptlr8nclonedmamnaloanrecepto5es94essrdinc8ltur2dcells0rfrokratwholebgain,,8,10576,13427,B,In vitro,,,,,
1097,1,Bundingaffinityofvok9oumdagainst5hjdrozu5rhp6amine1xrece9torbinf7ngsiteusintradioliganf3H8OyD9AT,,8,10576,10210,B,,,,,,
1098,1,BindiggaffinitjoffompougrgowardsrHT1Areceprorgymsasuringzbilitytodlsplace3jkHDPATfeon5hyddoxyt4yptsmihe1Arecsptoe8nrststtiatapmembrznes,,8,10576,10205,B,,,,,,
1099,1,Bibwingaffinuthofsompiunf6lwatds5y51xdeceotorbymwzakringabipigytodisplace3nOHDPATfrom5hydroxytryptamone1Areceptorinratsteiatalmdmbrabec,,8,10576,10205,B,,,,,,
1100,1,fundingwfflnityofc9mpoundtowards5gyf5oxytryptamine2Aredep5orinratstristaljekgeaneab73HOHDPwTdisplavement,,8,10576,10205,B,,,,,,
1101,1,Bimr7ngxffinityfo34hydroag4ryptamije1Arec4ptorwith3H5HT,Rattusni3vegicuw,9,10576,12280,B,,,10116.0,,,
1102,1,Bindingstfinitytl6he3at5hydroxyhrypramineqAesceptor,,8,10576,17386,B,,,,,,
1103,1,Bihdibgaffinkt7wasfestedon5hydroxy6ryptamin21weece9torusimgdadioligand2H5ufbindingwsxay,,8,10576,13654,B,,,,,,
1104,1,flnvingqffobityavainst5hyd3oxyfryptsminewA4eceltorfromraghippocampusuqing3H8OHvPxrastberadioligand,,8,10576,14423,B,,,,,Hippocampus,
1105,1,Bindingaffjnutyagainst5btwroxgrryptamine1Arece9tktofdatyiplocampustiss6e,,8,10576,15412,B,,,,,Hippocampus,
1106,1,Bjgdongavf9nitybymexsuringd9qooasementof3H8OHDPsTfroh5hydrox6trypranine1Arrcepyorinrathippocahpus,,8,10576,12073,B,,,,,Hippocampus,
1107,1,Diqpiacemebtof3HoOHDPqTfromrztshtixta5hydroajtryptamine1Arwceltor,Rattyanprvegicus,9,10576,4101,B,,,10116.0,,,
1108,1,Bimdijgaffinityinradiorece9t9rhihcingassw7byusing3HtHfrawioligandzgz9nst5yydroxytrypramine1Areddptod,,8,10576,10062,B,,,,,,
1109,1,Bjnfinhaffinifytowards5tT1Arecwptorinratcerenralco5tfxmfmbeanedusinv3H8OgD9ATwxradipligand,,8,10576,6238,B,,,,,,
1110,1,vindingavfimigytowagds5hysroxytrypgamkne1Arecelyor,,8,10576,16273,B,,,,,,
1111,1,Bjnwkmgaefinitytowadds5hydrox5tryptwmog21Arecsptorusing3n8OHDPATqsradioligzhdinsompetitivebindlmgassa7,,8,10576,11139,B,,,,,,
1112,1,BuhdintaffinigytowarvsrhydroxyttyotamineqArefe0torrromrzthippicampalmembranrs,,8,10576,16796,B,,,,,,
1113,1,Binx7ntaffinittgowarvs5h6droxytryptamine1zrscep5orunragbrain,Rwttushorvegic7s,9,10576,9548,B,,,10116.0,,Brain,
1114,1,gindungqffin7rytoww3dsrhydroxytr7ptajine1Areceptorinratbgaib,,8,10576,10381,B,,,,,Brain,
1115,1,Bind9ngaffinify5owqrrs5hydr0xyt45ptamine1Ag3ceptorinrzthypocampushembtandusony3u8lHDPATasradjoligznd,,8,10576,13408,B,,,,,,
1116,1,Bineingatfinityhowsrds5hydroxyttyptamine1Agece0tor8jtherqtbrainhjpplcxhpususing3H8lHslAT,Rattisnkrvegisus,9,10576,13825,B,,,10116.0,,Hippocampus,
1117,1,vimdingaffinitytoqards5yydrocytrjptamone1Arscrp6orifrath9pppcahpususing3Hohyd4oxy2dihpgooylaminrtetralin80HDPATadaradikpigamd,,8,10576,11147,B,,,,,Hippocampus,
1118,1,Bindihnqffinitytowarrs5mjdroxytryptakine1At2cwpt9rsiteclncoeyicalmrmbranesusing3H88HDlATasradiooigabd,,8,10576,10552,B,,,,,,
1119,1,Blndingaffinktytlwa4ds5hydroxytryptamlne2Arecep6o5citesinratstriatjmmfnbrxneshzing3jdandoz2955p1asrwdiooigand,,8,10576,10552,B,,,,,Striatum,
1120,1,Dicplac3menfof3H8OHDPATfgom5h7dr8xyttypywmineqAreceptoriffatc0rtexhemb3anes,Rathjshorvegicus,9,10576,17136,B,,,10116.0,,,
1121,1,Dispiacem4jtof3H8OHDPxTfron5hydroxyr56ptam8ne1Aredeptorlfratcerebrwlvodtexm2mbrajes,Ratyusnorceficus,9,10576,5778,B,,,10116.0,,,
1122,1,Bibdinyaffini5ytowarfwrathippocahpak5hydrkxytr6ptahkne1Arecephoruwing3H7OHDPATws5adjokigand,,8,10576,13481,B,,,,,Hippocampus,
1123,1,Bundingaffinit5towards3a6h8ppocwmpwlrhydroxytryptamineqzfeceorogysing3H7OHDPATasraeiolinandNott2cted,,8,10576,13481,B,,,,,Hippocampus,
1124,1,Bijcingafgigitgagainstratuippocampxlyh5deoxytgyptakine1A5HT1srecr9tordetwrminedusinr3H80HDPAyasradiikigand,,8,10576,13630,B,,,,,Hippocampus,
1125,1,nindibgwasdetermigedonrtudroxytrypgakine1zreceptotigrathippkvampalmembrwnec,,8,10576,16245,B,,,,,,
1126,1,Bondingaffjnit6wasevzluatedanainct5hydgoxyt4yptamune1Areseptlfon5athipoocampususing2H8OjDPATqs5adi9iigqnd,,8,10576,14509,B,,,,,Hippocampus,
1127,1,Bindingagfinig5agajhwt5u7droxjtrtpramine1Areceptor8nrathippocam08susing3H8OHDPA4asravioiigabd,,8,10576,14509,B,,,,,Hippocampus,
1128,1,Bineingaffibitywasevzlhxtedagainstthydrox7fryp4amoneqArsceptofonrathippocam0usus8nr2H8iHDPA5asradiol7gandmDNotdet4rhimed,,8,10576,14509,B,,,,,Hippocampus,
1129,1,Bindingwrfoni5ywasevaluqtedagainst5hydtlxhtr6ptamine1srecep5o4obra4tippocampusuwing3u9OHeoATasradiil9gandNDNotve4ermined,,8,10576,14509,B,,,,,Hippocampus,
1130,1,Bindingagglgi6gwasevaluxtedvydete3j9nungjnvitrodisppacementof3H8OHDPATfromthecegtral5hydrox7trypgzmjne1Ateceptkereckgnotionsiteinrafdringalcortexyom9genatf,,8,10576,14256,B,,,,,,
1131,1,Bibdijgaffinify2asevai7atedbyusknt3H8OHDPwTtadioligandbyusihgcokprfitivebigdinrassayon5nydeocyteyptamine1Ar4cepgor,,8,10576,11139,B,,,,,,
1132,1,vindinhaffinityfor5H51Ameasuredbyvisplacibg3H8OHfPATdromrstcort8xalmemh3anfshotdet4rkinfd,tattusnkrvegixus,9,10576,11047,B,,,10116.0,,,
1133,1,Bincohgaffinitydor5uyxrodytryptamjne1Ateceptormeasuredbydizolzcihg3HuOHDPATfrimdatcod5icalmembdanes,Ra6tysnorvevicus,9,10576,11047,B,,,10116.0,,,
1134,1,findingsffinitydor5hydroxytryptsmine1A43septorheasurfdbyd9splaf8nt3H8OHcPAffrom5atcorhicalmsmb3anesNDNkrdete3mined,Rattusnorv3gichx,9,10576,11047,B,,,10116.0,,,
1135,1,ninvingaff8nityanainst2H8OHDPAgnindinbto5hyvroxyy4yptamine1srecsptor3xpressefinCHkK1celps,gxt4usnorvegicus,9,10576,2395,B,,,10116.0,,,CHO-K1
1136,1,Bibdingafeinitytowsrds5g5wroxytr6ptqmine1Arwc4ptor,,8,10576,9699,B,,,,,,
1137,1,gindjmgagfini4yfowards5hydrozytryp4qjije1Arecdptorvythedizplacemengof125otrahs8OHPIPAfinm3nbranehom9genatesofhip9ocampaltidsue0fra5bga8n,Rattusgorgrgicus,9,10576,12028,B,,,10116.0,,Hippocampus,
1138,1,Bibdinnabfibityyowardz5hydr8sytdyptamine1Arec20tlrbythedisppxcementoe4H8OHDPAT9nm3mb3anehpmogenatew0fhippocampaptissueofrathraun,,8,10576,12028,B,,,,,Hippocampus,
1139,1,B7ncingacg7ni5ytowards5hydrocytryptzm8ne1Arecepto3inratcerefdalc8rtex,,8,10576,5815,B,,,,,,
1140,1,B8hdingafrinity5owards5tyx5oxyteypyamine1Areceptorin3atfron4alcortrxhomohenatra,,8,10576,16616,B,,,,,,
1141,1,Bindinhaffin9tytowa4ds5h6dr0xytryptwmine1Arecwptoe8jdahcerebralcortexuzinn3H89HDoAT,,8,10576,5815,B,,,,,,
1142,1,nindingacfinot6towardsth6droc5try9taminf1A5eceptot6sing91hM3H8OHDPAr8hydroxy2dinpropykajinktetralinfromrarh89p8campaph0mogenate,,8,10576,2761,B,,,,,Hippocampus,
1143,1,B7ndjngaffinitywwsdetsrminedagaibst5u5droxyt5y9tamin21Areceptitjsing3uWBt101,,8,10576,13133,B,,,,,,
1144,1,Bimdingaffinithwqsd45ermineragainat5hydroxytryptamone1Areceptoewasd44ermon2dinmalrxpraguewawl2yrxtfrzin,,8,10576,10444,B,,,,,,
