assay_id,assay_tissue,curated_by,description,src_id,variant_id,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_cell_type
2059,,Autocuration,Binding affinity towards human cloned 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT as radioligand;ND means no data.,1,,15779,B,,,,,,CHO
2060,,Autocuration,Binding affinity was determined against 5-hydroxytryptamine 1D receptor,1,,13181,B,,,,,,
2061,,Autocuration,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT as the radioligand,1,,4199,B,,,,,,CHO
2062,,Autocuration,Compound was tested for binding affinity against human 5-hydroxytryptamine 1E receptor,1,,14875,B,,,,,,
2063,,Autocuration,Compound was tested for its binding affinity against cloned human 5-hydroxytryptamine 1E receptor in CHO cells using [3H]-5-HT,1,,15146,B,,,,,,CHO
2064,,Autocuration,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1E receptor in CHO using [3H]5-HT as a radioligand,1,,5213,B,,,,,,
2065,,Autocuration,Tested for binding affinity towards cloned human 5-hydroxytryptamine 1E receptor using [3H]5-HT as radioligand,1,,12146,B,,,,,,
2066,,Autocuration,The binding affinity (pKi) measured against 5-hydroxytryptamine 1E receptor (cloned human receptors in CHO cells) using [3H]5-HT1E as radioligand,1,,13267,B,,,,,,CHO
2067,,Autocuration,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT.,1,,14818,B,,,,,,CHO
2068,,Autocuration,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1E receptor in CHO cells, using [3H]5-HT as radioligand",1,,4829,B,,,,,,CHO
2069,,Autocuration,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1E receptor was determined,1,,4373,B,,,,,,
2070,,Autocuration,Binding affinity for 5-hydroxytryptamine 1E receptor was determined,1,,4373,B,,,,,,
2071,,Autocuration,Compound was evaluated for the affinity at 5-hydroxytryptamine 1E receptor,1,,14159,B,,,,,,
2072,,Autocuration,Binding affinity towards 5-hydroxytryptamine 1E receptor,1,,16633,B,,,,,,
2073,,Autocuration,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-HT1F receptor",1,,17085,F,,,,,,
2074,,Expert,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-hydroxytryptamine 1F receptor",1,,17085,F,,,,,,
2075,,Autocuration,In vitro effective concentration for inhibition of skolin-stimulated adenylate cyclase in cell line expressing human 5-hydroxytryptamine 1F receptor,1,,16209,F,,,,,,
2076,,Autocuration,In vitro agonist potency against human 5-hydroxytryptamine 1F receptor,1,,16209,F,,,,,,
2077,,Expert,"Maximum stimulation of of [35S]GTP-gamma-S, binding expressed relative to the maximal effect of 5-hydroxytryptamine 1F receptor",1,,17085,F,,,,,,
2078,,Autocuration,Compound was evaluated for the affinity at 5-hydroxytryptamine 1F receptor,1,,14159,B,,,,,,
2079,,Autocuration,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1F receptor stably expressed in CHO cells,1,,15250,B,,,,,,CHO
2080,,Autocuration,In vitro binding affinity against human 5-hydroxytryptamine 1F receptor at a concentration of 100 (nM),1,,3805,B,,,,,,
2081,,Autocuration,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT radioligand,1,,16190,B,,,,,,CHO
2082,,Autocuration,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT radioligand,1,,16190,B,,,,,,
2083,,Autocuration,Binding affinity towards human 5-hydroxytryptamine 1F receptor,1,,16209,B,,,,,,
2084,,Autocuration,Binding affinity towards human 5-hydroxytryptamine 1F receptor was determined,1,,16209,B,,,,,,
2085,,Autocuration,Binding affinity towards human 5-hydroxytryptamine 1F receptor using [3H]-5-HT radioligand,1,,16209,B,,,,,,
2086,,Autocuration,In vitro binding affinity for human 5-hydroxytryptamine 1F receptor,1,,6866,B,,,,,,
2087,,Expert,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1F receptor,1,,17085,B,,,,,,
2088,,Autocuration,Binding affinity towards human recombinant 5-hydroxytryptamine 1F receptor,1,,16312,B,,,,,,
2089,,Autocuration,Binding affinity towards cloned human 5-hydroxytryptamine 1F receptor was determined,1,,6166,B,,,,,,
2090,,Autocuration,Binding affinity towards 5-hydroxytryptamine 1F receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,1,,15779,B,,,,,,CHO
2091,,Autocuration,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1F receptor in CHO cells using [3H]-5-HT as the radioligand,1,,4199,B,,,,,,CHO
2092,,Autocuration,Compound was tested for binding affinity against human 5-hydroxytryptamine 1F receptor,1,,14875,B,,,,,,
2093,,Autocuration,Compound was tested for its binding affinity against 5-hydroxytryptamine 1F receptor in human cloned receptors in CHO cells using [3H]5-HT,1,,15146,B,,,,,,CHO
2094,,Autocuration,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT as a radioligand,1,,5213,B,,,,,,
2095,,Autocuration,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT.,1,,14818,B,,,,,,CHO
2096,,Autocuration,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",1,,4829,B,,,,,,CHO
2097,,Autocuration,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",1,,4829,B,,,,,,CHO
2098,,Autocuration,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1F receptor was determined,1,,4373,B,,,,,,
2099,,Autocuration,Binding affinity for 5-hydroxytryptamine 1F receptor was determined,1,,4373,B,,,,,,
2100,,Autocuration,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1F receptor,1,,5014,B,,,,,,
2101,,Autocuration,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]-ketanserin as radioligand",1,,11662,B,,,,,,
2102,,Autocuration,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",1,,11662,B,,,,,,
2103,,Autocuration,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",1,,11662,B,,,,,,
2104,,Autocuration,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor,1,,14093,B,,,,,,
2105,,Autocuration,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-HT2 receptor 1 hr after oral administration",1,,11200,F,In vivo,,,,,
2106,,Autocuration,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,1,,11200,F,,,,,,
2107,,Intermediate,Binding affinity towards 5-hydroxytryptamine 2 receptor in calf frontal cortex,1,,12352,B,,,,,,
2108,,Autocuration,"Binding affinity to 5-hydroxytryptamine 2 receptor using calf frontal cortex, [3H]- ketanserin, and spiperone for NSB",1,,13657,B,,,Bos taurus,9913.0,,
2109,,Autocuration,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex at 10e-7 M,1,,14331,B,,,Bos taurus,9913.0,,
2110,,Autocuration,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex,1,,14331,B,,,Bos taurus,9913.0,,
2111,,Autocuration,Binding affinity of compound towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin (0.8 nM) ligand in frontal cortex bovine was determined,1,,14331,B,,,,,,
2112,,Autocuration,Binding affinity for serotonin 5-hydroxytryptamine 2 receptor using [3H]ketanserin in guinea pig frontal cortex,1,,12685,B,,,Cavia porcellus,10141.0,,
2113,,Autocuration,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of guinea pig frontal cortex membranes,1,,14389,B,,,Cavia porcellus,10141.0,,
2114,,Autocuration,Compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin from guinea pig frontal cortex,1,,14386,B,,,Cavia porcellus,10141.0,,
2115,,Autocuration,Binding affinity towards cloned human 5-hydroxytryptamine 2 receptor was determined,1,,5732,B,,,,,,
2116,,Autocuration,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,1,,16293,B,,,,,,
2117,,Autocuration,In vitro binding affinity of compound against neuronal 5-hydroxytryptamine 2 receptor,1,,2078,B,,,,,,
2118,,Autocuration,Binding affinity towards 5-HT7 receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,1,,5486,B,,,,,,
2119,,Autocuration,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,1,,11820,B,In vivo,,,,,
2120,,Autocuration,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,1,,10297,B,,,,,,
2121,,Autocuration,Inhibitory activity against serotonin 5-hydroxytryptamine 2 receptor from mice.,1,,13704,B,,,,,,
2122,,Autocuration,Inhibitory activity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in mouse cerebral cortex,1,,10297,B,,,Mus musculus,10090.0,,
2123,,Autocuration,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,1,,11820,B,In vivo,,,,,
2124,,Autocuration,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]-ketanserin in mouse cerebral cortex,1,,10297,B,,,Mus musculus,10090.0,,
2125,,Autocuration,The compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2 receptor,1,,11555,B,,,,,,
2126,,Autocuration,In vitro binding affinity for serotonin 5-hydroxytryptamine (5-HT) 2 receptors,1,,11555,B,,,,,,
2127,,Autocuration,The compound was tested in vitro for its binding affinity towards serotonin 5-hydroxytryptamine 2 receptor; nd = no data,1,,11555,B,,,,,,
2128,,Autocuration,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,1,,10297,B,,,Mus musculus,10090.0,,
2129,,Autocuration,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin,1,,16688,B,,,Sus scrofa,9823.0,,
2130,,Autocuration,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin with 10 uM prazosin,1,,16688,B,,,Sus scrofa,9823.0,,
2131,,Autocuration,Compound was tested in vitro for its ability to compete with [3H]-ketanserin at 5-hydroxytryptamine 2 receptor in porcine brain homogenate,1,,5333,B,,,,,,
2132,,Autocuration,In vitro for its ability to displace [3H]- ketanserin from 5-hydroxytryptamine 2 receptor in porcine brain homogenate,1,,4437,B,,,,,,
2133,,Autocuration,Ability to displace the radioligand [3H]mesulergine from pig choroid plexus 5-hydroxytryptamine 2 receptor,1,,5033,B,,,Sus scrofa,9823.0,,
2134,,Autocuration,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,1,,15267,B,,,,,,
2135,,Autocuration,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,1,,15267,B,,,,,,
2136,,Autocuration,Binding affinity against 5-hydroxytryptamine 2 receptor from rat cortical synaptosomal membrane using radioligand [3H]ketanserin.,1,,11820,B,,,,,,
2137,,Autocuration,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,1,,9069,B,,,,,,
2138,,Autocuration,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; ND means no data,1,,9162,B,,,Rattus norvegicus,10116.0,,
2139,,Autocuration,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein.,1,,9162,B,,,,,,
2140,,Autocuration,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; no appreciable 5-HT2 receptor affinity,1,,9162,B,,,,,,
2141,,Autocuration,Antagonistic activity against (5-hydroxytryptamine 2 receptor) serotonin-induced contractions in the rat jugular vein,1,,10428,F,,,,,,
2142,,Autocuration,Binding affinity to the 5-hydroxytryptamine 2 receptor assayed by antagonism of serotonin-induced contractions in the rat jugular vein,1,,9628,B,,,,,,
2143,,Autocuration,Binding affinity against serotonin 5-hydroxytryptamine 2 receptor,1,,12704,B,,,,,,
2144,,Autocuration,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,1,,15453,B,,,Rattus norvegicus,10116.0,,
2145,,Autocuration,Tested for the effect on binding at 5-hydroxytryptamine 2 receptor; No activity,1,,188,B,,,,,,
2146,,Autocuration,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.4 nM dose of [3H]- spiperone as a radioligand.,1,,10349,B,,,,,,
2147,,Autocuration,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.6 nM dose of [3H]- spiperone as a radioligand.,1,,10349,B,,,,,,
2148,,Autocuration,Compound was tested for its effect on 5-hydroxytryptamine 2 receptor saturation analysis,1,,8868,B,,,,,,
2149,,Autocuration,Concentration necessary to achieve half maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 1 uM,1,,10025,B,,,,,,
2150,,Autocuration,"Concentration necessary to achieve half maximal inhibition of [3H]ketanserin, binds to 5-hydroxytryptamine 2 receptor at 1 uM",1,,10025,B,,,,,,
2151,,Autocuration,Compound was tested for the inhibition of quipazine binding at 5-HT2 receptor,1,,11702,B,,,,,,
2152,,Autocuration,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor,1,,11702,B,,,,,,
2153,,Autocuration,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor; NT=Not tested,1,,11702,B,,,,,,
2154,,Autocuration,Compound was tested for the inhibition of quipazine induced head twitches in rats,1,,11702,F,,,,,,
2155,,Autocuration,Compound was tested for the inhibition of quipazine induced head twitches in rats; NT=Not tested,1,,11702,F,,,,,,
2156,Hippocampus,Autocuration,Ability to bind at 5-hydroxytryptamine 2 receptor of rat hippocampus by displacing [3H]spiperone,1,,10085,B,,,,,,
2157,Hippocampus,Autocuration,Ability to bind at serotonin 5-hydroxytryptamine 2 receptors of rat hippocampus by displacing [3H]spiperone,1,,10085,B,,,,,,
2158,Brain,Autocuration,Displacement of [3H]spiroperidol from 5-hydroxytryptamine 2 receptor in rat brain,1,,9630,B,,,Rattus norvegicus,10116.0,,
2159,,Autocuration,Ability to inhibit binding of [3H]KET to 5-hydroxytryptamine 2 receptor in rat cortex,1,,11070,B,,,,,,
2160,,Autocuration,Ability to inhibit binding of titreated spiperone to 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,1,,9841,B,,,,,,
2161,,Autocuration,Ability to inhibit binding of titreated spiperone to the 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,1,,9841,B,,,,,,
2162,,Autocuration,Affinity for 5-hydroxytryptamine 2 receptor binding sites by its ability to displace [3H]spiperone from rat frontal cortex.,1,,13291,B,,,,,,
2163,,Autocuration,Antagonistic activity against 5-hydroxytryptamine 2 receptor on rat frontal cortex membrane.,1,,10590,F,,,,,,
2164,Brain,Autocuration,Binding affinity against serotonin-2 receptor in rat brain using [3H]spiroperidol,1,,9064,B,,,Rattus norvegicus,10116.0,,
2165,,Autocuration,Binding affinity at 5-hydroxytryptamine 2 receptor by the inhibition of binding to [3H]ketanserin in rat cortical membranes,1,,12268,B,,,Rattus norvegicus,10116.0,,
2166,Brain,Autocuration,Binding affinity against 5-hydroxytryptamine 2 receptor in rat brain using [3H]ketanserin as radioligand,1,,13508,B,,,,,,
2167,,Autocuration,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,1,,11279,F,,,,,,
2168,,Autocuration,In vitro antagonistic activity against the contraction induced by 5-HT through 5-HT2 receptor in rat thoracic aortic strips,1,,11200,F,,,,,,
2169,,Autocuration,In vitro antagonistic activity tested against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,1,,11200,F,,,,,,
2170,,Autocuration,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,1,,11200,F,,,,,,
2171,,Autocuration,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,1,,11200,F,,,,,,
2172,,Autocuration,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,1,,11200,F,,,,,,
2173,Brain,Autocuration,Tested for 5-hydroxytryptamine 2 receptor binding ability by displacement of [3H]spiperone from rat brain frontal cortex synaptosomes,1,,9231,B,,,,,,
2174,,Autocuration,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,1,,9737,B,,,,,,
2175,Brain,Autocuration,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,1,,9737,B,,,,,,
2176,,Autocuration,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex,1,,9737,B,,,,,,
2177,,Autocuration,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,1,,9737,B,,,,,,
2178,,Autocuration,isplacement of [3H]DOB from rat cortex homogenate 5-hydroxytryptamine 2 receptor,1,,11828,B,,,Rattus norvegicus,10116.0,,
2179,,Autocuration,Binding affinity of 5-hydroxytryptamine 2 receptor using [3H]- ketanserin in rat frontal cortex,1,,12253,B,,,,,,
2180,,Autocuration,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin in rat frontal cortex,1,,12253,B,,,,,,
2181,,Autocuration,"5-hydroxytryptamine 2 receptor antagonistic activity at concentrations of<br>3,10 and 30 uM on the rat tail artery.",1,,11279,F,,,,,,
2182,,Autocuration,Binding affinity for 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- ketanserin,1,,11866,B,,,,,,
2183,,Autocuration,Binding affinity against 5-hydroxytryptamine 2 receptor in serotonin-induced contraction of the rat aorta,1,,14424,B,,,Rattus norvegicus,10116.0,,
2184,,Autocuration,Displacement of [3H]ketanserin from rat brain 5-hydroxytryptamine 2 receptor,1,,15180,B,,,Rattus norvegicus,10116.0,,
2185,,Autocuration,Displacement of [3H]ketanserin from rat brain 5-hydroxytryptamine 2 receptor,1,,15180,B,,,Rattus norvegicus,10116.0,,
2186,,Autocuration,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat frontal cortex homogenate,1,,9786,B,,,Rattus norvegicus,10116.0,,
2187,,Autocuration,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]-ketanserin as radioligand.,1,,12132,B,,,,,,
2188,,Autocuration,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in rat cerebral cortex membrane,1,,5486,B,,,,,,
2189,,Autocuration,Compound was evaluated for its ability to displace [3H]ketanserin binding from cloned rat cerebral cortex membranes 5-hydroxytryptamine 2 receptor,1,,15316,B,,,,,,
2190,,Autocuration,In vitro binding affinity to 5-hydroxytryptamine 2 receptor of rat cerebral cortex membranes using [3H]ketanserin as the radioligand,1,,16429,B,,,,,,
2191,,Autocuration,pKi value for 5-hydroxytryptamine 2 receptor binding site,1,,14617,B,,,,,,
2192,Brain,Autocuration,Inhibitory constant (1 uM) was measured on 5-hydroxytryptamine 2 receptor/uptake using [3H]- ketanserin as radioligand in rat brain cortex.,1,,11351,B,,,,,,
2193,,Autocuration,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,1,,11279,F,,,,,,
2194,,Autocuration,Binding affinity at 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,1,,9523,B,,,,,,
2195,,Autocuration,Binding affinity at 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,1,,9523,B,,,,,,
2196,,Autocuration,Binding affinity at [3H]DOB labeled sites of 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,1,,9523,B,,,,,,
2197,,Autocuration,Binding affinity at [3H]DOB labeled sites of 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,1,,9523,B,,,,,,
2198,,Autocuration,Binding affinity at [3H]KET labeled sites of 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,1,,9523,B,,,,,,
2199,,Autocuration,Binding affinity at [3H]KET labeled sites of 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,1,,9523,B,,,,,,
2200,,Autocuration,Hill coefficient of compound was determined,1,,9523,B,,,,,,
2201,,Autocuration,Ancillary Binding affinity towards rat 5-hydroxytryptamine 2 receptor,1,,4771,B,,,,,,
2202,,Autocuration,Ability to displace the radioligand [3H]5-carboximidotryptamine ([3H]-ketanserin) from 5-hydroxytryptamine 2 receptor of rat cerebral cortex membrane,1,,5033,B,,,Rattus norvegicus,10116.0,,
2203,,Expert,Binding affinity against rat 5-hydroxytryptamine 2 receptor in rat cerebral cortex tissue using [3H]spiperone as radioligand,1,,10845,B,,,,,,
2204,,Expert,Binding affinity against rat 5-hydroxytryptamine 2 receptor in rat cerebral cortex tissue using [3H]spiperone as radioligand; IA-Inactive,1,,10845,B,,,,,,
2205,,Autocuration,Affinity at 5-hydroxytryptamine 2 receptor (For ketanserin = Ki(nM)= 0.7+/-0.09),1,,16288,B,,,,,,
2206,,Autocuration,Affinity at 5-hydroxytryptamine 2 receptor from rat frontal cortex using [3H]ketanserin as radioligand (For ketanserin = Ki(nM)=0.7+/-0.09),1,,16288,B,,,,,,
2207,,Autocuration,Binding affinity for 5-hydroxytryptamine 2 receptor of rat cortical membrane using [3H]DOB radioligand,1,,16190,B,,,,,,
2208,,Autocuration,Tested in vitro for receptor binding affinity against 5-hydroxytryptamine 2 receptor using radioligand [3H]ketanserin,1,,12463,B,,,Rattus norvegicus,10116.0,,
2209,,Autocuration,"Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- 1-(4-bromo-2,5-dimethoxy-phenyl)-2-aminopropane (D) as radioligand",1,,9699,B,,,,,,
2210,,Autocuration,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- ketanserin as radioligand,1,,9699,B,,,,,,
2211,,Autocuration,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",1,,11662,B,,,,,,
2212,,Autocuration,Inhibitory concentration against 5-hydroxytryptamine 2 receptor,1,,1205,B,,,,,,
2213,,Autocuration,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2 receptor from mammalian clones expressed in CHO cell membranes using [3H]-ketanserin as radioligand,1,,11376,B,,,,,,
2214,,Autocuration,"Binding affinity towards 5-hydroxytryptamine 2 receptor expressed in CHO cell membranes using [3H]ketanserin (60 Ci/mmol, 1 nM)",1,,11376,B,,,,,,
2215,,Autocuration,Compound was tested for binding affinity against 5-hydroxytryptamine 2 receptor,1,,4639,B,,,,,,
2216,,Autocuration,Compound was tested for inhibitory activity against 5-hydroxytryptamine 2 receptor,1,,2222,B,,,,,,
2217,,Autocuration,Compound was tested for its affinity towards 5-hydroxytryptamine 2 receptor,1,,1558,B,,,,,,
2218,,Autocuration,Tested for binding affinity for 5-hydroxytryptamine 2 receptor,1,,1089,B,,,,,,
2219,,Autocuration,The compound was evaluated for its ability to displace [3H]ketanserin from 5-hydroxytryptamine 2 receptor in cellular brain membranes,1,,386,B,,,,,,
2220,,Autocuration,Compound was measured for its binding affinity at 5-hydroxytryptamine 2 receptor at a concentration of 10 uM using [3H]ketanserin as radioligand,1,,2474,B,,,,,,
2221,,Autocuration,Binding affinity towards 5-HT2 receptor,1,,17066,B,,,,,,
2222,,Autocuration,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor,1,,959,B,,,,,,
2223,,Autocuration,Compound was evaluated for 5-hydroxytryptamine 2 receptor binding,1,,6398,B,,,,,,
2224,,Autocuration,In vitro binding affinity against rat 5-hydroxytryptamine 2 receptor.,1,,11889,B,,,,,,
2225,,Autocuration,In vitro binding affinity for 5-hydroxytryptamine 2 receptor,1,,4221,B,,,,,,
2226,,Autocuration,The compound was tested for binding affinity against 5-hydroxytryptamine 2 receptor using ketanserin as radioligand,1,,11026,B,,,,,,
2227,,Autocuration,Binding affinity for 5-hydroxytryptamine 2 receptor was determined,1,,11866,B,,,,,,
2228,,Autocuration,In vitro binding affinity for 5-hydroxytryptamine 2 receptor,1,,4221,B,,,,,,
2229,,Autocuration,In Vitro binding affinity for 5-hydroxytryptamine 2 receptor,1,,13950,B,,,,,,
2230,,Autocuration,5-hydroxytryptamine 2 receptor binding affinity,1,,1263,B,,,,,,
2231,,Autocuration,Binding affinity against 5-hydroxytryptamine 2 receptor was determined using [ [3H]spiperone radioligand,1,,13291,B,,,,,,
2232,,Autocuration,Compound was tested for the binding affinity against 5-hydroxytryptamine 2 receptor by using [3H]ketanserin as radioligand,1,,10812,B,,,,,,
2233,,Autocuration,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 10e-5 M,1,,13020,B,,,,,,
2234,,Autocuration,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of central nervous system,1,,13021,B,,,,,,
2235,,Autocuration,Ketanserin binding to 5-hydroxytryptamine 2 receptor at 10e-5 M,1,,13020,B,,,,,,
2236,,Autocuration,Inhibitory activity against 5-hydroxytryptamine 2 receptor using [3H]-ketanserin as radioligand at 10e-5 M concentration,1,,14532,B,,,,,,
2237,,Autocuration,Binding affinity against 5-hydroxytryptamine 2 receptor,1,,13944,B,,,,,,
2238,,Autocuration,Binding affinity against 5-hydroxytryptamine 2 receptor,1,,14331,B,,,,,,
2239,,Autocuration,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand,1,,14118,B,,,,,,
2240,,Autocuration,Binding affinity against serotonergic 5-HT2 receptor,1,,13033,B,,,,,,
2241,,Autocuration,Binding affinity for 5-hydroxytryptamine 2 receptor was determined by using [3H]ketanserin as radioligand,1,,10321,B,,,,,,
2242,,Autocuration,Compound was evaluated for the binding affinity at 5- HT2 receptor,1,,12918,B,,,,,,
2243,,Autocuration,Compound was tested for binding affinity using [3H]ketanserin against 5-hydroxytryptamine 2 receptor,1,,15120,B,,,,,,
2244,,Autocuration,In vivo binding affinity was evaluated against 5-hydroxytryptamine 2 receptor,1,,2613,B,,,,,,
2245,,Autocuration,Inhibitory activity against cloned human 5-HT2 receptor,1,,13378,B,,,Homo sapiens,9606.0,,
2246,,Autocuration,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells",1,,2331,B,,,Homo sapiens,9606.0,,CHO
2247,,Autocuration,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells.",1,,2331,B,,,Homo sapiens,9606.0,,CHO
