ASI,ASSTY,ASTTY,ASSTI,ASSTR,Ti,CURB,Des,SRASSI,CHEI,ASCATE,CONSC,SI,CI,BFOR,TII,VARII
10606,A,,10116.0,,50597,Intermediate,Tested for ratio in brain and plasma after 0.25 hrs of intravenous administration (5 mg/kg) to male rats,,CHEMBL625199,,1,1,,BAO_0000218,,
10607,A,,10116.0,,50597,Intermediate,Tested for ratio in brain and plasma after 0.25 hrs of intravenous administration (5 mg/kg) to male rats; ND = not determined,,CHEMBL625200,,1,1,,BAO_0000218,,
10608,A,,10116.0,,50597,Intermediate,Tested for ratio in brain and plasma after 2 hrs of intravenous administration (5 mg/kg) to male rats,,CHEMBL625201,,1,1,,BAO_0000218,,
10609,A,,10116.0,,50597,Intermediate,Tested for ratio in brain and plasma after 2 hrs of intravenous administration (5 mg/kg) to male rats; ND = not determined,,CHEMBL625202,,1,1,,BAO_0000218,,
10610,A,,10116.0,,50597,Intermediate,Percentage recovery after 3h incubation with rat hapatocytes was determined,,CHEMBL625203,,1,1,,BAO_0000218,,
10611,A,,10116.0,,50597,Intermediate,Percentage recovery in rat hepatic microsomal fractions under oxidative conditions after 1 hour,,CHEMBL625204,,1,1,,BAO_0000218,,
10612,A,,10116.0,,50597,Intermediate,Percentage recovery in rhesus monkey hepatic microsomal fractions under oxidative conditions after 1 hour,,CHEMBL625205,,1,1,,BAO_0000218,,
10613,A,,10116.0,,50597,Intermediate,Recovery rate from urine and bile was determined after iv administration at 20 mg/kg in rats,,CHEMBL625206,,1,1,,BAO_0000218,,
10614,A,,,,22224,Autocuration,"Fraction of 88Y (%) released from chelate after incubation in serum for 15 hours; not measured, No site available for protein conjugation.",,CHEMBL625207,,0,1,,BAO_0000019,,
10615,A,,,,22224,Autocuration,Fraction of 88Y (%) released from chelate after incubation in serum for 15 hours; not measured.,,CHEMBL625208,,0,1,,BAO_0000019,,
10616,A,,9606.0,,50587,Intermediate,In vivo absorption in Caco-2 cell line monolayers was determined,,CHEMBL625209,,1,1,495.0,BAO_0000218,,
10617,P,,,,22229,Autocuration,Calculated partition coefficient (clogP),,CHEMBL625210,,0,1,,BAO_0000100,,
10618,A,,10116.0,,50597,Intermediate,Area under curve was determine after peroral administration at 10 mpk in Rat,,CHEMBL625211,,1,1,,BAO_0000218,,
10619,A,,9544.0,,50797,Intermediate,Area under curve was determine after peroral administration at 10 mpk in Rhesus,,CHEMBL625212,,1,1,,BAO_0000218,,
10620,A,,10116.0,,50597,Intermediate,Area under curve was determine after peroral administration at 160 mpk in Rat,,CHEMBL625213,,1,1,,BAO_0000218,,
10621,A,,10116.0,,50597,Intermediate,Area under curve was determine after peroral administration at 20 mpk in Rat,,CHEMBL625214,,1,1,,BAO_0000218,,
10622,A,,10116.0,,50597,Intermediate,Area under curve was determine after peroral administration at 50 mpk in Rat,,CHEMBL874542,,1,1,,BAO_0000218,,
10623,P,,,,22229,Autocuration,Calculated partition coefficient (clogP) (AlogP),,CHEMBL625215,,0,1,,BAO_0000100,,
10624,A,,,,22224,Autocuration,Activated partial thromboplastin time measured,,CHEMBL625216,,0,1,,BAO_0000019,,
10625,P,,,,22224,Autocuration,Compound was evaluated for the aqueous solubility (AS) in mg/mL (Measured in 0.2 M phosphate buffer of pH 7.4),,CHEMBL625217,,0,1,,BAO_0000100,,
10626,P,,,,22224,Autocuration,Compound was evaluated for the aqueous solubility (AS) in mg/mL (Measured in 0.2 M phosphate buffer of pH 7.4); ND=Not determined (AS mg/mL),,CHEMBL625218,,0,1,,BAO_0000100,,
10627,A,,9615.0,,50588,Intermediate,AUC (Area under curve) was determined after intravenous administration at a dose 1 mg/kg in dog,,CHEMBL622864,,1,1,,BAO_0000218,1969.0,
10628,A,,10116.0,,50597,Intermediate,AUC (Area under curve) was determined after intravenous administration at a dose 2 mg/kg in rat.,,CHEMBL622865,,1,1,,BAO_0000218,1969.0,
10629,A,,10116.0,,50597,Intermediate,AUC (Area under curve) was determined after peroral administration at a dose 10 mg/kg in rat.,,CHEMBL622866,,1,1,,BAO_0000218,1969.0,
10630,A,,9615.0,,50588,Intermediate,AUC (Area under curve) was determined after peroral administration at a dose 5 mg/kg in dog,,CHEMBL622867,,1,1,,BAO_0000218,1969.0,
10631,A,,10141.0,,50512,Intermediate,AUC (ng h/mL) value after oral administration of 10 mg/kg in guinea pig.,,CHEMBL876808,,1,1,,BAO_0000218,1969.0,
10632,A,,,,22224,Autocuration,AUC in brain,,CHEMBL627725,,0,1,,BAO_0000019,955.0,
10633,A,,,,22224,Autocuration,AUC in serum,,CHEMBL627726,,0,1,,BAO_0000019,1977.0,
10634,A,,,,22224,Autocuration,AUC was determined,,CHEMBL627727,,0,1,,BAO_0000019,1969.0,
10635,A,,,,22224,Autocuration,AUC of the compound.,,CHEMBL627728,,0,1,,BAO_0000019,1969.0,
10636,A,,,,22224,Autocuration,AUC value (0-4 hr),,CHEMBL627729,,0,1,,BAO_0000019,1969.0,
10637,A,,,,22224,Autocuration,"AUC was measured from the graph plotted against blood plasma concentration and time at the dose of 150 uMol/kg,",,CHEMBL627730,,0,1,,BAO_0000019,1969.0,
10638,A,,,,22224,Autocuration,AUC was measured from the graph plotted against blood plasma concentration and time at the dose of 300 uMol/kg,,CHEMBL627731,,0,1,,BAO_0000019,1969.0,
10639,A,,,,22224,Autocuration,"AUC was measured from the graph plotted against blood plasma concentration and time at the dose of 300 uMol/kg,",,CHEMBL627732,,0,1,,BAO_0000019,1969.0,
10640,A,,,,22224,Autocuration,"AUC was measured from the graph plotted against blood plasma concentration and time at the dose of 700 uMol/kg,",,CHEMBL627733,,0,1,,BAO_0000019,1969.0,
10641,A,,10116.0,,50597,Intermediate,AUC(area under curve) was determined after intravenous administration in rats,,CHEMBL627734,,1,1,,BAO_0000218,1969.0,
10642,A,,10116.0,,50597,Intermediate,AUC(area under curve) was determined after oral administration in rats,,CHEMBL627735,,1,1,,BAO_0000218,1969.0,
10643,A,,10141.0,,50512,Intermediate,AUC(ng h/mL)values after oral administration of 10 mg/kg in guinea pig.,,CHEMBL627736,,1,1,,BAO_0000218,1969.0,
10644,A,,10116.0,,50597,Intermediate,AUC(ng h/mL)values after oral administration of 10 mg/kg in rat.,,CHEMBL876809,,1,1,,BAO_0000218,1969.0,
10645,A,,,,22224,Autocuration,Area Under Curve after oral dosing of 100 uM/Kg,,CHEMBL627737,,0,1,,BAO_0000019,,
10646,A,,,,22224,Autocuration,Area Under Curve after oral dosing of 30 uM/Kg,,CHEMBL627738,,0,1,,BAO_0000019,,
10647,A,,,,22224,Autocuration,Area Under Curve was measured by ploting the graph between concentration verses time,,CHEMBL627739,,0,1,,BAO_0000019,,
10648,A,,9615.0,,50588,Intermediate,Area under concentration-time curve of compound was determined in dog at 25 mg/kg orally,,CHEMBL626143,,1,1,,BAO_0000218,,
10649,A,,314293.0,,22224,Autocuration,Area under concentration-time curve of compound was determined in monkey at 25 mg/kg orally,,CHEMBL626144,,0,1,,BAO_0000218,,
10650,A,,9986.0,,50592,Intermediate,Area under concentration-time curve of compound was determined in rabbit at 25 mg/kg orally,,CHEMBL626145,,1,1,,BAO_0000218,,
10651,A,,10116.0,,50597,Intermediate,Area under concentration-time curve of compound was determined in rat at 25 mg/kg orally,,CHEMBL626146,,1,1,,BAO_0000218,,
10652,A,,10116.0,,50597,Intermediate,Area under curve (AUC) is the drug concentrations in blood samples of rats with arterial catheters at 5 min and 12 hr plotted against time,,CHEMBL626147,,1,1,,BAO_0000218,178.0,
10653,A,,,,22224,Autocuration,Area under curve (AUC) was determined,,CHEMBL626148,,0,1,,BAO_0000019,,
10654,A,,,,22224,Autocuration,Area under curve (AUC) following ip administration at 1 mg/kg,,CHEMBL626149,,0,1,,BAO_0000218,,
10655,A,,,,22224,Autocuration,Area under curve (AUC) was determined; ND is Not determined,,CHEMBL626150,,0,1,,BAO_0000019,,
10656,A,,9615.0,,50588,Intermediate,Area under curve (AUC) was determined in dogs fed after intravenous administration of 25 mg/kg of the compound,,CHEMBL626151,,1,1,,BAO_0000218,,
10657,A,,9615.0,,50588,Intermediate,Area under curve (AUC) was determined in dogs fed after oral administration of 25 mg/kg of the compound,,CHEMBL626152,,1,1,,BAO_0000218,,
10658,A,,9615.0,,50588,Intermediate,Area under curve (AUC) was determined in fasted dogs after oral administration of 25 mg/kg of the compound,,CHEMBL626153,,1,1,,BAO_0000218,,
10659,A,,,,22224,Autocuration,Area under curve (AUR) was determined,,CHEMBL626154,,0,1,,BAO_0000019,,
10660,A,,,,22224,Autocuration,Area under curve at 1 uM/dg administered intravenously,,CHEMBL626155,,0,1,,BAO_0000019,,
10661,A,,,,22224,Autocuration,Area under curve at 10 uM/dg administered perorally,,CHEMBL626156,,0,1,,BAO_0000019,,
10662,A,,,,22224,Autocuration,Area under curve at 2 uM/dg administered intravenously,,CHEMBL626157,,0,1,,BAO_0000019,,
10663,A,,,,22224,Autocuration,Area under curve at 20 uM/dg administered perorally,,CHEMBL626158,,0,1,,BAO_0000019,,
10664,A,,9615.0,,50588,Intermediate,Area under curve at a peroral dose of 3 mg/kg in dog,,CHEMBL626159,,1,1,,BAO_0000218,,
10665,A,,10116.0,,50597,Intermediate,Area under curve at a peroral dose of 3 mg/kg in rat,,CHEMBL626160,,1,1,,BAO_0000218,,
10666,A,,9615.0,,50588,Intermediate,Area under curve at an iv dose of 1 mg/kg in dog,,CHEMBL626161,,1,1,,BAO_0000218,,
10667,A,,10116.0,,50597,Intermediate,Area under curve at an iv dose of 1 mg/kg in rat,,CHEMBL626162,,1,1,,BAO_0000218,,
10668,A,,,,22224,Autocuration,Area under curve gives the effective duration for the angiotensin II antagonist effect of the compound.,,CHEMBL626163,,0,1,,BAO_0000019,,
10669,A,,,,22224,Autocuration,Area under curve gives the effective duration for the angiotensin II antagonist effect.,,CHEMBL626164,,0,1,,BAO_0000019,,
10670,A,,10090.0,,50594,Intermediate,Area under curve measured as conc vs time after intravenous administration to mice.,,CHEMBL626165,,1,1,,BAO_0000218,,
10671,A,,10090.0,,50594,Intermediate,Area under curve measured as conc vs time after peroral administration to mice.,,CHEMBL626166,,1,1,,BAO_0000218,,
10672,A,,9615.0,,50588,Intermediate,Area under curve of acid 2a was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,,CHEMBL626167,,1,1,,BAO_0000218,,
10673,A,,9615.0,,50588,Intermediate,Area under curve of acid 2a was determined by HPLC at a dosage of 5.45 mg/kg administered intragastrically by capsule method in dog,,CHEMBL626168,,1,1,,BAO_0000218,,
10674,A,,9615.0,,50588,Intermediate,Area under curve of acid 2a was determined by HPLC at a dosage of 5.45 mg/kg administered intragastrically by gavage method in dog,,CHEMBL877463,,1,1,,BAO_0000218,,
10675,A,,9615.0,,50588,Intermediate,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by capsule method in dog,,CHEMBL626169,,1,1,,BAO_0000218,,
10676,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat heart after 24 hr activity expressed as %ID/Organ,,CHEMBL626170,,1,1,,BAO_0000218,948.0,
10677,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat heart after 2 hr activity expressed as %ID/Organ,,CHEMBL626171,,1,1,,BAO_0000218,948.0,
10678,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat heart after 30 min activity expressed as %ID/Organ,,CHEMBL626172,,1,1,,BAO_0000218,948.0,
10679,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat heart after 5 min activity expressed as %ID/Organ,,CHEMBL626173,,1,1,,BAO_0000218,948.0,
10680,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat kidney after 24 hr postinjection activity expressed as %ID/Organ,,CHEMBL626174,,1,1,,BAO_0000218,2113.0,
10681,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat kidney after 24 hr activity expressed as %ID/Organ,,CHEMBL626175,,1,1,,BAO_0000218,2113.0,
10682,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat kidney after 2 hr activity expressed as %ID/Organ,,CHEMBL626176,,1,1,,BAO_0000218,2113.0,
10683,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat kidney after 30 min activity expressed as %ID/Organ,,CHEMBL626177,,1,1,,BAO_0000218,2113.0,
10684,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat kidney after 5 min activity expressed as %ID/Organ,,CHEMBL622499,,1,1,,BAO_0000218,2113.0,
10685,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat liver after 24 hr postinjection activity expressed as %ID/Organ,,CHEMBL622500,,1,1,,BAO_0000218,2107.0,
10686,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat liver after 24 hr activity expressed as %ID/Organ,,CHEMBL622501,,1,1,,BAO_0000218,2107.0,
10687,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat liver after 2 hr activity expressed as %ID/Organ,,CHEMBL622502,,1,1,,BAO_0000218,2107.0,
10688,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat liver after 30 min activity expressed as %ID/Organ,,CHEMBL622503,,1,1,,BAO_0000218,2107.0,
10689,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat liver after 5 min activity expressed as %ID/Organ,,CHEMBL877614,,1,1,,BAO_0000218,2107.0,
10690,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat lung after 24 hr activity expressed as %ID/Organ,,CHEMBL624839,,1,1,,BAO_0000218,2048.0,
10691,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat lung after 2 hr activity expressed as %ID/Organ,,CHEMBL624840,,1,1,,BAO_0000218,2048.0,
10692,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat lung after 30 min activity expressed as %ID/Organ,,CHEMBL624841,,1,1,,BAO_0000218,2048.0,
10693,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat lung after 5 min activity expressed as %ID/Organ,,CHEMBL624842,,1,1,,BAO_0000218,2048.0,
10694,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat muscle after 24 hr activity expressed as %ID/Organ,,CHEMBL624843,,1,1,,BAO_0000218,2385.0,
10695,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat muscle after 2 hr activity expressed as %ID/Organ,,CHEMBL624844,,1,1,,BAO_0000218,2385.0,
10696,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat muscle after 30 min activity expressed as %ID/Organ,,CHEMBL624845,,1,1,,BAO_0000218,2385.0,
10697,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of radiolabeled compound in rat muscle after 5 min activity expressed as %ID/Organ,,CHEMBL621904,,1,1,,BAO_0000218,2385.0,
10698,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat blood 15 mins after i.v. administration,,CHEMBL621905,,1,1,,BAO_0000218,178.0,
10699,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat blood 2 mins after i.v. administration,,CHEMBL874382,,1,1,,BAO_0000218,178.0,
10700,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat blood 65 mins after i.v. administration,,CHEMBL621906,,1,1,,BAO_0000218,178.0,
10701,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat brain 15 mins after i.v. administration,,CHEMBL621907,,1,1,,BAO_0000218,955.0,
10702,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat brain 2 mins after i.v. administration,,CHEMBL622096,,1,1,,BAO_0000218,955.0,
10703,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat brain 65 mins after i.v. administration,,CHEMBL622097,,1,1,,BAO_0000218,955.0,
10704,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat heart 15 mins after i.v. administration,,CHEMBL622098,,1,1,,BAO_0000218,948.0,
10705,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat heart 2 mins after i.v. administration,,CHEMBL622099,,1,1,,BAO_0000218,948.0,
10706,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat heart 65 mins after i.v. administration,,CHEMBL622100,,1,1,,BAO_0000218,948.0,
10707,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat kidney 15 mins after i.v. administration,,CHEMBL622101,,1,1,,BAO_0000218,2113.0,
10708,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat kidney 2 mins after i.v. administration,,CHEMBL622102,,1,1,,BAO_0000218,2113.0,
10709,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat kidney 65 mins after i.v. administration,,CHEMBL622103,,1,1,,BAO_0000218,2113.0,
10710,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat liver 15 mins after i.v. administration,,CHEMBL622104,,1,1,,BAO_0000218,2107.0,
10711,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat liver 2 mins after i.v. administration,,CHEMBL622105,,1,1,,BAO_0000218,2107.0,
10712,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat liver 65 mins after i.v. administration,,CHEMBL622106,,1,1,,BAO_0000218,2107.0,
10713,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat lung 15 mins after i.v. administration,,CHEMBL622107,,1,1,,BAO_0000218,2048.0,
10714,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat lung 2 mins after i.v. administration,,CHEMBL622108,,1,1,,BAO_0000218,2048.0,
10715,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat lung 65 mins after i.v. administration,,CHEMBL622109,,1,1,,BAO_0000218,2048.0,
10716,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat muscle 15 mins after i.v. administration,,CHEMBL622110,,1,1,,BAO_0000218,2385.0,
10717,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat muscle 2 mins after i.v. administration,,CHEMBL622111,,1,1,,BAO_0000218,2385.0,
10718,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat muscle 65 mins after i.v. administration,,CHEMBL874383,,1,1,,BAO_0000218,2385.0,
10719,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat skin 15 mins after i.v. administration,,CHEMBL622112,,1,1,,BAO_0000218,14.0,
10720,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat skin 2 mins after i.v. administration,,CHEMBL622113,,1,1,,BAO_0000218,14.0,
10721,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat skin 65 mins after i.v. administration,,CHEMBL622114,,1,1,,BAO_0000218,14.0,
10722,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 15 mins after i.v. administration,,CHEMBL622115,,1,1,,BAO_0000218,2106.0,
10723,A,In vivo,10116.0,,50597,Intermediate,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 2 mins after i.v. administration,,CHEMBL622116,,1,1,,BAO_0000218,2106.0,
10724,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat,,CHEMBL622117,,1,1,,BAO_0000218,,
10725,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat,,CHEMBL622118,,1,1,,BAO_0000218,,
10726,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rats at 6 mg/kg,,CHEMBL622119,,1,1,,BAO_0000218,,
10727,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat (dose 6 mg/kg),,CHEMBL622120,,1,1,,BAO_0000218,,
10728,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rats at 6 mg/kg dose; Not tested,,CHEMBL622121,,1,1,,BAO_0000218,,
10729,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat,,CHEMBL622122,,1,1,,BAO_0000218,,
10730,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat,,CHEMBL622123,,1,1,,BAO_0000218,,
10731,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat,,CHEMBL622124,,1,1,,BAO_0000218,,
10732,A,In vivo,10116.0,,50597,Intermediate,Bioavailability in rat,,CHEMBL622125,,1,1,,BAO_0000218,,
10733,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability,,CHEMBL622126,,1,1,,BAO_0000218,,
10734,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),,CHEMBL620455,,1,1,,BAO_0000218,,
10735,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat,,CHEMBL620456,,1,1,,BAO_0000218,,
10736,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat,,CHEMBL620457,,1,1,,BAO_0000218,,
10737,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability was evaluated; Not tested,,CHEMBL620458,,1,1,,BAO_0000218,,
10738,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability,,CHEMBL620459,,1,1,,BAO_0000218,,
10739,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat by oral dosing,,CHEMBL620460,,1,1,,BAO_0000218,,
10740,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat (dose 10 mg/kg p.o.),,CHEMBL620461,,1,1,,BAO_0000218,,
10741,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat (Sprague-Dawley),,CHEMBL620462,,1,1,,BAO_0000218,,
10742,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),,CHEMBL620463,,1,1,,BAO_0000218,,
10743,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),,CHEMBL620464,,1,1,,BAO_0000218,,
10744,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),,CHEMBL620465,,1,1,,BAO_0000218,,
10745,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg p.o.),,CHEMBL620466,,1,1,,BAO_0000218,,
10746,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability was calculated in Spragun Dawley rat at oral dosage of 1 mg/kg,,CHEMBL620467,,1,1,,BAO_0000218,,
10747,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability was calculated in Spragun Dawley rat at oral dosage of 2 mg/kg,,CHEMBL620468,,1,1,,BAO_0000218,,
10748,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability was calculated in rats using an average of the intravenous AUC at peroral dose of 5 mgkg in solution form,,CHEMBL620469,,1,1,,BAO_0000218,,
10749,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability was calculated in rats using an average of the intravenous AUC at peroral dose of 5 mgkg in suspension form,,CHEMBL620470,,1,1,,BAO_0000218,,
10750,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat,,CHEMBL620471,,1,1,,BAO_0000218,,
10751,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat,,CHEMBL620472,,1,1,,BAO_0000218,,
10752,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability of compound at 5 mg/kg after po administration was determined in rat,,CHEMBL620473,,1,1,,BAO_0000218,,
10753,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat,,CHEMBL620474,,1,1,,BAO_0000218,,
10754,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat (Sprague-Dawley) (fasted male) (dose 10 mg/kg),,CHEMBL620475,,1,1,,BAO_0000218,,
10755,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat,,CHEMBL620476,,1,1,,BAO_0000218,,
10756,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat,,CHEMBL620477,,1,1,,BAO_0000218,,
10757,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat after oral administration at 10.5 mg/kg dose,,CHEMBL620478,,1,1,,BAO_0000218,,
10758,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat after oral administration at 11.2 mg/kg dose,,CHEMBL618768,,1,1,,BAO_0000218,,
10759,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat after oral administration at 13 mg/kg dose,,CHEMBL618769,,1,1,,BAO_0000218,,
10760,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat after oral administration at 9.7 mg/kg dose,,CHEMBL618770,,1,1,,BAO_0000218,,
10761,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability (dose 20 mg/kg p.o.),,CHEMBL618771,,1,1,,BAO_0000218,,
10762,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability was determined in rat after oral administration at a concentration 1 mg/kg,,CHEMBL618772,,1,1,,BAO_0000218,,
10763,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat at 10 mg/kg of the compound,,CHEMBL618773,,1,1,,BAO_0000218,,
10764,A,In vivo,10116.0,,50597,Intermediate,Bioavailability in rat at a concentration of 15 mg/kg perorally in rat along with 100 mg/kg 11,,CHEMBL875842,,1,1,,BAO_0000218,,
10765,A,In vivo,10116.0,,50597,Intermediate,Bioavailability in rat (dose 3 mg/kg i.v.),,CHEMBL618774,,1,1,,BAO_0000218,,
10766,A,In vivo,10116.0,,50597,Intermediate,Bioavailability in rat at a concentration of 60 mg/kg perorally in rat along with 100 mg/kg 11,,CHEMBL618775,,1,1,,BAO_0000218,,
10767,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat (dose 60 mg/kg p.o.),,CHEMBL618776,,1,1,,BAO_0000218,,
10768,A,In vivo,10116.0,,50597,Intermediate,Percent bioavailability (F) in rats after iv administration,,CHEMBL618777,,1,1,,BAO_0000218,,
10769,A,In vivo,10116.0,,50597,Intermediate,Percent bioavailability (F) in rats after oral dose of 10 mg/kg,,CHEMBL618778,,1,1,,BAO_0000218,,
10770,A,In vivo,10116.0,,50597,Intermediate,Bioavailability in rat (dose 5 uM/kg p.o.),,CHEMBL618779,,1,1,,BAO_0000218,,
10771,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability,,CHEMBL618780,,1,1,,BAO_0000218,,
10772,A,In vivo,10116.0,,50597,Intermediate,Bioavailability in rat (dose 2 mg/kg p.o.),,CHEMBL618781,,1,1,,BAO_0000218,,
10773,A,In vivo,10116.0,,50597,Intermediate,Percent bioavailability at the dose of 5 mg/Kg administered perorally in rats,,CHEMBL618782,,1,1,,BAO_0000218,,
10774,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat (dose 20 mg/kg),,CHEMBL618783,,1,1,,BAO_0000218,,
