assay_test_type,bao_format,assay_tissue,assay_category,assay_id,src_id,src_assay_id,assay_subcellular_fraction,description,tid,assay_type,cell_id,chembl_id,assay_cell_type,doc_id,assay_tax_id,curated_by,assay_strain,variant_id,confidence_score,relationship_type,assay_organism,tissue_id
,BAO_0000357,Stomach,,2907,1,,,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,12688,B,,CHEMBL617623,,12936,10116.0,Expert,,,9,D,Rattus norvegicus,945.0
,BAO_0000357,Stomach,,2908,1,,,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,12688,B,,CHEMBL617624,,12936,10116.0,Expert,,,9,D,Rattus norvegicus,945.0
,BAO_0000357,Stomach,,2909,1,,,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,12688,B,,CHEMBL617625,,12936,10116.0,Expert,,,9,D,Rattus norvegicus,945.0
,BAO_0000357,Stomach,,2910,1,,,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,12688,B,,CHEMBL617626,,12936,10116.0,Expert,,,9,D,Rattus norvegicus,945.0
,BAO_0000019,Stomach,,2911,1,,,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,12688,F,,CHEMBL617627,,16404,,Autocuration,,,8,H,,945.0
,BAO_0000019,Stomach,,2912,1,,,Negative log concentration of antagonist was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,12688,F,,CHEMBL617628,,16404,,Expert,,,8,H,,945.0
,BAO_0000019,Stomach,,2913,1,,,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus; ND is No Data.,12688,F,,CHEMBL617629,,16404,,Autocuration,,,8,H,,945.0
,BAO_0000019,Stomach,,2914,1,,,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus; ND is not determined.,12688,F,,CHEMBL858115,,16404,,Autocuration,,,8,H,,945.0
,BAO_0000019,Stomach,,2915,1,,,Antagonistic activity on 5-hydroxytryptamine 2B receptor of Rat stomach fundus;ND is not determined,12688,F,,CHEMBL617630,,16404,10116.0,Expert,,,9,D,Rattus norvegicus,945.0
,BAO_0000019,Thoracic aorta,,2916,1,,,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat thoracic aorta; ND is not determined,12688,F,,CHEMBL617631,,16404,,Autocuration,,,8,H,,1515.0
,BAO_0000357,,,2917,1,,,The binding affinity of compound to 5-HT receptor of rat fundus was expressed as pA2 value; Unable to determine valid PA2 value due to slope of Schild plot,12688,B,,CHEMBL617632,,7483,,Autocuration,,,8,H,,
,BAO_0000357,,,2918,1,,,The binding affinity to 5-hydroxytryptamine 2B receptor of rat fundus,12688,B,,CHEMBL617633,,7483,,Expert,,,8,H,,
,BAO_0000357,,,2919,1,,,The binding affinity of compound to 5-hydroxytryptamine 2B receptor of rat fundus was expressed as pA2 value; Unable to determine valid PA2 value due to slope of Schild plot,12688,B,,CHEMBL617634,,7483,,Autocuration,,,8,H,,
,BAO_0000357,,,2920,1,,,The binding affinity of compound to 5-hydroxytryptamine 2B receptor of rat fundus; Unable to determine valid PA2 value due to slope of Schild plot,12688,B,,CHEMBL617635,,7483,,Autocuration,,,8,H,,
,BAO_0000019,Stomach,,2922,1,,,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,12688,F,,CHEMBL617637,,16404,10116.0,Autocuration,,,9,D,Rattus norvegicus,945.0
,BAO_0000357,,,2923,1,,,Binding affinity against 5-hydroxytryptamine 1A receptor,227,B,,CHEMBL617638,,6347,,Autocuration,,,8,H,,
,BAO_0000357,,,2924,1,,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 2B receptor was determined,227,B,,CHEMBL617639,,4373,,Autocuration,,,8,H,,
,BAO_0000357,,,2925,1,,,Binding affinity for 5-hydroxytryptamine 2B receptor was determined,227,B,,CHEMBL617640,,4373,,Autocuration,,,8,H,,
,BAO_0000357,,,2926,1,,,Evaluated for the binding affinity to 5-HT 2B receptor,227,B,,CHEMBL617641,,4687,,Autocuration,,,8,H,,
,BAO_0000357,,,2927,1,,,Ability to displace [3H]5-HT from 5-hydroxytryptamine 2B receptor,227,B,,CHEMBL617642,,16946,,Autocuration,,,8,H,,
,BAO_0000357,,,2928,1,,,Binding affinities against 5-hydroxytryptamine 2B receptor,227,B,,CHEMBL617643,,16633,,Autocuration,,,8,H,,
,BAO_0000357,,,2929,1,,,Binding affinities towards 5-hydroxytryptamine 2B receptor,227,B,,CHEMBL617644,,16633,,Autocuration,,,8,H,,
,BAO_0000357,,,2930,1,,,Binding affinity towards 5-hydroxytryptamine 2B receptor using [125I]DOI as radioligand,227,B,,CHEMBL617645,,16633,,Autocuration,,,8,H,,
,BAO_0000357,,,2931,1,,,In vitro ability to displace [3H]mesulergine binding from 5-hydroxytryptamine 2C receptor from bovine choroid plexus.,108,B,,CHEMBL617646,,15026,,Expert,,,8,H,,
,BAO_0000357,,,2932,1,,,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor,108,B,,CHEMBL617647,,15738,9913.0,Autocuration,,,8,H,Bos taurus,
,BAO_0000357,,,2933,1,,,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at a concentration of 10E-6 M,108,B,,CHEMBL617648,,15738,9913.0,Autocuration,,,8,H,Bos taurus,
,BAO_0000357,,,2934,1,,,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at a concentration of 10e-6 M,108,B,,CHEMBL617875,,15738,9913.0,Autocuration,,,8,H,Bos taurus,
,BAO_0000357,,,2935,1,,,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at concentration of 10e-6 M,108,B,,CHEMBL617876,,15738,9913.0,Autocuration,,,8,H,Bos taurus,
,BAO_0000357,,,2936,1,,,Inhibitory constant was determined on 5-hydroxytryptamine 2C receptor of Bovine choroid plexus,108,B,,CHEMBL617877,,16404,9913.0,Expert,,,8,H,Bos taurus,
,BAO_0000357,,,2937,1,,,In vitro ability to displace [3H]mesulergine binding from 5-hydroxytryptamine 2C receptor from bovine choroid plexus.,108,B,,CHEMBL617878,,15026,9913.0,Expert,,,8,H,Bos taurus,
,BAO_0000357,,,2938,1,,,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor,108,B,,CHEMBL617879,,15738,9913.0,Autocuration,,,8,H,Bos taurus,
,BAO_0000019,,,2939,1,,,Binding affinity against guinea pig cortex 5-HT2C receptor in the presence of [3H]mesulergine,108,B,,CHEMBL617880,,16312,10141.0,Autocuration,,,8,H,Cavia porcellus,
,BAO_0000357,Striatum,,2940,1,,,Binding affinity towards 5-HT4 receptor by the displacement of [3H]GR-113808 in guinea-pig striatum,20033,B,,CHEMBL617881,,5486,10141.0,Intermediate,,,9,D,Cavia porcellus,2435.0
,BAO_0000357,,,2941,1,,,Binding affinity against 5-HT1A receptor,51,B,,CHEMBL857073,,5254,,Autocuration,,,8,H,,
,BAO_0000219,,,2942,1,,,Agonistic activity for 5-HT2c (5-HT2C) by measuring [3H]inositol monophosphate fromation in CHO cells in which the human 5-HT2C receptor subtype was stably expressed,108,F,449.0,CHEMBL617882,CHO,3857,,Expert,,,8,H,,
,BAO_0000219,,,2943,1,,,Functional activity against human 5-hydroxytryptamine 2C receptor expressed in CHO cells using fluorometric imaging plate reader,108,F,449.0,CHEMBL617883,CHO,6857,9606.0,Expert,,,9,D,Homo sapiens,
,BAO_0000219,,,2944,1,,,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2c receptor cell line,108,F,,CHEMBL617884,,4176,,Autocuration,,,8,H,,
,BAO_0000219,,,2945,1,,,Agonistic binding efficacy against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI radioligand,108,B,449.0,CHEMBL617885,CHO,6347,,Autocuration,,,8,H,,
,BAO_0000219,,,2946,1,,,"Agonistic binding affinity against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI radioligand, expressed as Emax",108,B,449.0,CHEMBL617886,CHO,6347,,Autocuration,,,8,H,,
,BAO_0000357,,,2947,1,,,Inhibition of human 5-hydroxytryptamine 2C receptor,108,B,,CHEMBL617887,,16146,9606.0,Expert,,,9,D,Homo sapiens,
,BAO_0000357,,,2948,1,,,In vitro binding affinity against human 5-hydroxytryptamine 2C receptor at a concentration of 100 (nM),108,B,,CHEMBL617888,,3805,,Autocuration,,,8,H,,
,BAO_0000019,,,2949,1,,,Inhibitory activity using [3H]mesulergine as radioligand with receptor membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor at a concentration of 1 uM,108,B,,CHEMBL617889,,3857,,Autocuration,,,8,H,,
,BAO_0000357,,,2950,1,,,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor,108,B,,CHEMBL617890,,5635,,Autocuration,,,8,H,,
,BAO_0000357,,,2951,1,,,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor Intrinsic efficacy against 5-hydroxytryptamine 2C receptor; Intrinsic efficacy (%) not determined,108,B,,CHEMBL617891,,5635,,Autocuration,,,8,H,,
,BAO_0000357,,,2952,1,,,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor; Intrinsic efficacy (%) not determined,108,B,,CHEMBL617892,,5635,,Autocuration,,,8,H,,
,BAO_0000219,,,2953,1,,,Displacement of [H]-mesulergine from CHO cells expressing human 5-hydroxytryptamine 2C receptor.,108,B,449.0,CHEMBL617893,CHO,4012,,Expert,,,8,H,,
,BAO_0000219,,,2954,1,,,Ability to displace [3H]- mesulergine from human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells,108,B,449.0,CHEMBL617894,CHO,6366,,Expert,,,8,H,,
,BAO_0000219,,,2955,1,,,Ability to displace [3H]mesulergine binding to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,108,B,449.0,CHEMBL617895,CHO,15949,,Expert,,,8,H,,
,BAO_0000219,,,2956,1,,,Ability to displace [3H]mesulergine (0.5 nM) from CHO cells of human 5-hydroxytryptamine 2C receptor,108,B,449.0,CHEMBL617896,CHO,17211,,Autocuration,,,8,H,,
,BAO_0000357,,,2957,1,,,Affinity towards human 5-hydroxytryptamine 2C serotonin receptor,108,B,,CHEMBL617897,,6491,9606.0,Expert,,,9,D,Homo sapiens,
,BAO_0000019,,,2958,1,,,Agonist activity at cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI radioligand,108,F,,CHEMBL617898,,14093,,Autocuration,,,8,H,,
,BAO_0000019,,,2959,1,,,Agonistic activity at cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,108,F,,CHEMBL617899,,13481,,Autocuration,,,8,H,,
,BAO_0000219,,,2960,1,,,Agonistic binding affinity against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI ,108,B,449.0,CHEMBL617900,CHO,6347,10116.0,Expert,,,8,H,Rattus norvegicus,
,BAO_0000019,,,2961,1,,,Antagonist activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine radioligand,108,F,,CHEMBL617901,,14093,,Autocuration,,,8,H,,
,BAO_0000019,,,2962,1,,,Antagonist activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine radioligand; Not tested,108,F,,CHEMBL617902,,14093,,Autocuration,,,8,H,,
,BAO_0000019,,,2963,1,,,Antagonistic activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,108,F,,CHEMBL617903,,13481,,Autocuration,,,8,H,,
,BAO_0000357,,,2964,1,,,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [125 I]DOI as radioligand,108,B,,CHEMBL617904,,14442,,Autocuration,,,8,H,,
,BAO_0000357,,,2965,1,,,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [3H]- mesulergine as radioligand,108,B,,CHEMBL617905,,14442,,Autocuration,,,8,H,,
,BAO_0000357,,,2966,1,,,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [3H]- mesulergine as radioligand;not tested,108,B,,CHEMBL617906,,14442,,Autocuration,,,8,H,,
,BAO_0000357,,,2967,1,,,Binding activity against cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as the radioligand.,108,B,,CHEMBL617907,,14755,,Autocuration,,,8,H,,
,BAO_0000357,,,2968,1,,,Binding affinity against the cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as the radioligand,108,B,,CHEMBL617908,,14744,,Autocuration,,,8,H,,
,BAO_0000219,,,2969,1,,,Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,108,B,449.0,CHEMBL620617,CHO,16659,,Expert,,,8,H,,
,BAO_0000019,,,2970,1,,,Affinity for human 5-hydroxytryptamine 2C receptor expressed in mammalian cell line,108,B,,CHEMBL620618,,6857,9606.0,Expert,,,9,D,Homo sapiens,
,BAO_0000357,,,2971,1,,,Binding affinity against 5-hydroxytryptamine 2C receptor using [125I]DOI radioligand.,108,B,,CHEMBL620619,,5635,,Expert,,,8,H,,
,BAO_0000357,,,2972,1,,,Binding affinity to cloned human 5-hydroxytryptamine 2C receptor,108,B,,CHEMBL620620,,4234,9606.0,Expert,,,9,D,Homo sapiens,
,BAO_0000357,,,2973,1,,,Binding affinity towards human 5-HT2C receptor was determined using [125I]- DOI as radioligand,108,B,,CHEMBL620621,,16209,,Autocuration,,,8,H,,
,BAO_0000249,,,2974,1,,Membranes,Binding affinity for 5-HT3 receptor by displacement of [3H]-LY 278584 in rat cerebral cortex membranes,104698,B,,CHEMBL872920,,5778,10116.0,Autocuration,,,7,D,Rattus norvegicus,
,BAO_0000223,,,2975,1,,,Binding affinity towards rat 5-hydroxytryptamine 3 receptor was evaluated,104698,B,,CHEMBL620622,,5094,,Autocuration,,,6,H,,
,BAO_0000019,,,2976,1,,,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 in rat posterior cortex,104698,B,,CHEMBL620623,,809,10116.0,Autocuration,,,7,D,Rattus norvegicus,
,BAO_0000019,,,2977,1,,,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 as radioligand in rat posterior cortex,104698,B,,CHEMBL620624,,1578,,Autocuration,,,6,H,,
,BAO_0000019,,,2978,1,,,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 as radioligand in rat posterior cortex; Not tested,104698,B,,CHEMBL620625,,809,,Autocuration,,,6,H,,
,BAO_0000219,,,2979,1,,,Binding affinity was measured on 5-hydroxytryptamine 3 receptor in NG-108 cells labeled with [3H]GR-65630,104698,B,,CHEMBL620626,,12469,,Autocuration,,,6,H,,
,BAO_0000019,,,2980,1,,,Binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]-BRL 43694 as radioligand in rat posterior cortex,104698,B,,CHEMBL621307,,14290,,Autocuration,,,6,H,,
,BAO_0000019,,,2981,1,,,Binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]-BRL 43694 as radioligand in rat posterior cortex.,104698,B,,CHEMBL621308,,14290,,Autocuration,,,6,H,,
,BAO_0000223,,,2982,1,,,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]-5-HT,104698,B,,CHEMBL621309,,10609,,Autocuration,,,6,H,,
,BAO_0000223,,,2983,1,,,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]GR-65630,104698,B,,CHEMBL621310,,10609,,Autocuration,,,6,H,,
,BAO_0000223,,,2984,1,,,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]-ketanserin,104698,B,,CHEMBL621311,,10609,,Autocuration,,,6,H,,
,BAO_0000249,,,2985,1,,,"Compound was evaluated for its in vitro affinity at serotonergic 5-hydroxytryptamine 3 receptor by radioligand binding assay, using [3H]-LY 278584 in rat cerebral cortex membranes.",104698,B,,CHEMBL621502,,15253,,Autocuration,,,6,H,,
,BAO_0000249,,,2986,1,,,"In vitro affinity at serotonergic 5-hydroxytryptamine 3 receptor by radioligand binding assay, using [3H]-LY 278584 in rat cerebral cortex membranes.",104698,B,,CHEMBL621503,,15253,,Autocuration,,,6,H,,
,BAO_0000249,,,2987,1,,Membranes,Displacement of the 5-hydroxytryptamine 3 receptor ligand [3H]GR-65630 from rat brain cortical membranes.,104698,B,,CHEMBL621504,,11683,,Autocuration,,,6,H,,
,BAO_0000223,,,2988,1,,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 3 receptor,104698,B,,CHEMBL621505,,12092,,Autocuration,,,6,H,,
,BAO_0000019,,,2989,1,,,Binding affinity at 5-hydroxytryptamine 3 receptor in rat entorhinal cortex by [3H]BRL-43694 displacement.,104698,B,,CHEMBL621506,,1946,,Autocuration,,,6,H,,
,BAO_0000223,,,2990,1,,,Ability to displace [3H]quipazine binding to 5-hydroxytryptamine 3 receptor sites in NG 108-15.,104698,B,,CHEMBL619781,,11623,,Autocuration,,,6,H,,
,BAO_0000223,,,2991,1,,,Compound was evaluated for its ability to displace [3H]quipazine binding to 5-hydroxytryptamine 3 receptor sites in NG 108-15. ,104698,B,,CHEMBL619782,,11623,,Autocuration,,,6,H,,
,BAO_0000019,,,2992,1,,,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement [3H]GR-65630 in rat cerebral cortex,104698,B,,CHEMBL619783,,14788,,Autocuration,,,6,H,,
,BAO_0000019,,,2993,1,,,Displacement of [3H]ketanserin from rat cortex 5-HT3 receptor,104698,B,,CHEMBL619784,,5432,10116.0,Autocuration,,,7,D,Rattus norvegicus,
,BAO_0000249,,,2994,1,,,Ability to displace [3H]granisetron specifically bound to 5-hydroxytryptamine 3 receptor in rat cortical membrane,104698,B,,CHEMBL619785,,14826,,Autocuration,,,6,H,,
,BAO_0000223,,,2995,1,,,Compound was tested for its binding affinity for the 5-hydroxytryptamine 3 receptor,104698,B,,CHEMBL619786,,2222,,Autocuration,,,6,H,,
,BAO_0000019,,,2996,1,,,Displacement of binding of [3H]-BRL 43694 to 5-hydroxytryptamine 3 receptor in rat cerebral cortex,104698,B,,CHEMBL619787,,11963,,Autocuration,,,6,H,,
,BAO_0000019,,,2997,1,,,In vitro affinity for 5-hydroxytryptamine 3 (5-HT3) receptor by displacement of [3H]BRL-43694 from rat entorhinal cortex,104698,B,,CHEMBL872925,,14145,,Autocuration,,,6,H,,
,BAO_0000019,,,2998,1,,,In vitro binding affinity at serotonin 5-hydroxytryptamine 3 receptor in rat cortex by [3H]granisetron displacement.,104698,B,,CHEMBL619788,,17819,,Autocuration,,,6,H,,
,BAO_0000249,,,2999,1,,,Inhibitory activity against 5-hydroxytryptamine 3 receptor in rat cortical membranes using [3H]- 1-Methyl-1H-indazole-3-carboxylic acid (8-methyl-8-aza-bicyclo[3.2.1]oct-3-yl)-amide as a radioligand,104698,B,,CHEMBL619789,,10394,,Autocuration,,,6,H,,
,BAO_0000249,,,3000,1,,,Inhibitory activity against 5-hydroxytryptamine 3 receptor in rat cortical membranes using [3H]-1-Methyl-1H-indazole-3-carboxylic acid (8-methyl-8-aza-bicyclo[3.2.1]oct-3-yl)-amide as a radioligand,104698,B,,CHEMBL619790,,10394,,Autocuration,,,6,H,,
,BAO_0000019,,,3001,1,,,Inhibitory concentration against 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-LY 278584 as radioligand,104698,B,,CHEMBL619791,,15034,,Autocuration,,,6,H,,
,BAO_0000019,,,3002,1,,,Binding affinity at 5-hydroxytryptamine 3 receptor in rat entorhinal cortex by [3H]BRL-43694 displacement.,104698,B,,CHEMBL619792,,691,,Autocuration,,,6,H,,
,BAO_0000249,,,3003,1,,Membranes,Displacement of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor in rat brain cortical membranes,104698,B,,CHEMBL619793,,12092,,Autocuration,,,6,H,,
,BAO_0000223,,,3004,1,,,Inhibition of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor,104698,B,,CHEMBL619794,,11752,10116.0,Autocuration,,,7,D,Rattus norvegicus,
,BAO_0000221,Brain,,3005,1,,,The ability to inhibit [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor in rat brain cortices,104698,B,,CHEMBL619795,,11752,,Autocuration,,,6,H,,955.0
,BAO_0000019,,,3006,1,,,Binding affinity at 5-hydroxytryptamine 3 receptor in rat posterior cortex by [3H]-BRL 43694 displacement.,104698,B,,CHEMBL619796,,301,,Autocuration,,,6,H,,
,BAO_0000223,,,3007,1,,,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584,104698,B,,CHEMBL620448,,16532,,Autocuration,,,6,H,,
,BAO_0000223,,,3008,1,,,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584; Not tested,104698,B,,CHEMBL620449,,16532,,Autocuration,,,6,H,,
,BAO_0000223,,,3009,1,,,The binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand.,104698,B,,CHEMBL620450,,12092,,Autocuration,,,6,H,,
,BAO_0000223,,,3010,1,,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of radioligand [3H]GR-65630,104698,B,,CHEMBL620451,,11684,,Autocuration,,,6,H,,
,BAO_0000223,,,3011,1,,,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of radioligand [3H]GR-65630.,104698,B,,CHEMBL620631,,11684,,Autocuration,,,6,H,,
,BAO_0000019,,,3012,1,,,Binding affinity for 5-hydroxytryptamine 3 receptor from rat cortex using [3H]BRL-43694 as radioligand,104698,B,,CHEMBL620632,,12953,,Autocuration,,,6,H,,
,BAO_0000019,,,3013,1,,,The compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor from rat cortex using [3H]BRL-43694 as radioligand; NA means Not active,104698,B,,CHEMBL620633,,12953,,Autocuration,,,6,H,,
,BAO_0000223,,,3014,1,,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 3 receptor; Nonactive at 10 uM,104698,B,,CHEMBL620634,,12953,,Autocuration,,,6,H,,
,BAO_0000019,,,3015,1,,,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand; NA Not Available,104698,B,,CHEMBL620635,,12861,,Autocuration,,,6,H,,
In vivo,BAO_0000218,,,3016,1,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg at 0.5 hours in urethane-anesthetized rats,104698,F,,CHEMBL620636,,11454,,Autocuration,,,6,H,,
In vivo,BAO_0000218,,,3017,1,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg at 1 hour in urethane-anesthetized rats,104698,F,,CHEMBL620637,,11454,,Autocuration,,,6,H,,
In vivo,BAO_0000218,,,3018,1,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg at 3 hours in urethane-anesthetized rats,104698,F,,CHEMBL620638,,11454,,Autocuration,,,6,H,,
In vivo,BAO_0000218,,,3019,1,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg at 6 hours in urethane-anesthetized rats,104698,F,,CHEMBL620639,,11454,,Autocuration,,,6,H,,
In vivo,BAO_0000218,,,3020,1,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 0.5 hours in urethane-anesthetized rats,104698,F,,CHEMBL620640,,11454,,Autocuration,,,6,H,,
In vivo,BAO_0000218,,,3021,1,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 1 hour in urethane-anesthetized rats,104698,F,,CHEMBL620641,,11454,,Autocuration,,,6,H,,
In vivo,BAO_0000218,,,3022,1,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 16 hours in urethane-anesthetized rats,104698,F,,CHEMBL620642,,11454,,Autocuration,,,6,H,,
In vivo,BAO_0000218,,,3023,1,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 3 hours in urethane-anesthetized rats,104698,F,,CHEMBL620643,,11454,,Autocuration,,,6,H,,
In vivo,BAO_0000218,,,3024,1,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 6 hours in urethane-anesthetized rats,104698,F,,CHEMBL620644,,11454,,Autocuration,,,6,H,,
In vivo,BAO_0000218,,,3025,1,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.3 mg/kg at 0.5 hours in urethane-anesthetized rats,104698,F,,CHEMBL620645,,11454,,Autocuration,,,6,H,,
In vivo,BAO_0000218,,,3026,1,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.3 mg/kg at 1 hour in urethane-anesthetized rats,104698,F,,CHEMBL620646,,11454,,Autocuration,,,6,H,,
In vivo,BAO_0000218,,,3027,1,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.3 mg/kg at 3 hours in urethane-anesthetized rats,104698,F,,CHEMBL620647,,11454,,Autocuration,,,6,H,,
In vivo,BAO_0000218,,,3028,1,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.3 mg/kg at 6 hours in urethane-anesthetized rats,104698,F,,CHEMBL620648,,11454,,Autocuration,,,6,H,,
In vivo,BAO_0000218,,,3029,1,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1 mg/kg at 0.5 hours in urethane-anesthetized rats,104698,F,,CHEMBL620649,,11454,,Autocuration,,,6,H,,
In vivo,BAO_0000218,,,3030,1,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1 mg/kg at 3 hours in urethane-anesthetized rats,104698,F,,CHEMBL620650,,11454,,Autocuration,,,6,H,,
In vivo,BAO_0000218,,,3031,1,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 mg/kg at 1 hour in urethane-anesthetized rats,104698,F,,CHEMBL620651,,11454,,Autocuration,,,6,H,,
In vivo,BAO_0000218,,,3032,1,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 mg/kg at 3 hours in urethane-anesthetized rats,104698,F,,CHEMBL872875,,11454,,Autocuration,,,6,H,,
In vivo,BAO_0000218,,,3033,1,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1 mg/kg at 1 hour in urethane-anesthetized rats,104698,F,,CHEMBL620652,,11454,,Autocuration,,,6,H,,
,BAO_0000019,,,3034,1,,,5-hydroxytryptamine 3 receptor antagonist activity was confirmed by its ability to antagonize 5-HT evoked tachycardia of rabbit isolated heart,104698,F,,CHEMBL620653,,10609,,Autocuration,,,6,H,,
,BAO_0000019,,,3035,1,,,Binding activity against 5-hydroxytryptamine 2A receptor from rat cortex homogenates using [3H]DOB as radioligand.,104698,B,,CHEMBL857076,,12861,,Autocuration,,,6,H,,
,BAO_0000019,,,3036,1,,,Inhibition of [3H]-Q-ICS 205-930 binding to rat cortex homogenate 5-hydroxytryptamine 3 receptor,104698,B,,CHEMBL620654,,12861,10116.0,Autocuration,,,7,D,Rattus norvegicus,
,BAO_0000223,,,3037,1,,,Binding activity radioligand.,104698,B,,CHEMBL620655,,12861,,Autocuration,,,6,H,,
,BAO_0000249,,,3038,1,,Brain membranes,Compound was evaluated for the displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 receptor in rat brain membranes,104698,B,,CHEMBL620656,,10728,,Autocuration,,,6,H,,
