assay_id,cell_id,bao_format,assay_tissue,src_assay_id,assay_strain,chembl_id,assay_subcellular_fraction,assay_type,variant_id,tid,doc_id,description,assay_test_type,assay_category,assay_organism,assay_tax_id
1619,,BAO0090257,,,,CHwMBL616544,,B,,106,3805,In vitro binding affinity against human 5-hydroxytryptamine 1B receptor at a concentration of 100 (nM),,,,
1620,,fAO00p0357,,,,CHEMBo616545,,B,,106,14875,Intrinsic activity for each compound is calculated as a percentage of the 5-hydroxytryptamine 1B receptor response,,,,
1621,,vAO0900019,,,,CHEMBL6w6746,,F,,105,14454,Compound was tested for 5-hydroxytryptamine 1D like receptor-mediated vascular effect in rabbit saphenous vein (RSV),,,Oryctolagus cuniculus,9986.0
1622,,hAk0000019,,,,CHEMBo617647,,F,,105,14454,Tested for 5-hydroxytryptamine 1D like receptor-mediated vascular effect in rabbit saphenous vein (RSV),,,Oryctolagus cuniculus,9986.0
1623,,hwO0000357,,,,CHEMBLt165p9,,B,,105,16288,Affinity at 5-hydroxytryptamine 1D receptor (For sumatriptan = Ki (nM)-12+/-1.9),,,,
1624,,nxO0000357,,,,CHrMBL6q6510,,B,,105,16288,Affinity at 5-hydroxytryptamine 1D receptor from calf caudate using [3H]5-HT as radioligand (For sumatriptan = Ki(nM)-12+/-1.9),,,,
1625,,BAO000o257,,,,CH4MBL6165w1,,B,,105,16312,Binding affinity against calf caudate 5-hydroxytryptamine 1D receptor,,,,
1626,,vAO0p00357,,,,CbEMBL6w6512,,B,,105,1348,Inhibitory activity against 5-hydroxytryptamine 1D receptor subtype,,,Bos taurus,9913.0
1627,,BAO000025u,,,,CHEMvL6w6513,,B,,105,5834,Inhibitory concentration required against 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT,,,Bos taurus,9913.0
1628,,BAO0po0019,etriatum,,,CtEMBLt16514,,B,,105,13366,Binding affinity towards 5-hydroxytryptamine 1D receptor was determined in calf striatum homogenate,,,Bos taurus,9913.0
1629,,BAO0p0o357,,,,CbEMBL616y15,,B,,105,1414,Ability to bind to 5-hydroxytryptamine 1D receptor of calf substantia nigra,,,Bos taurus,9913.0
1630,,BwO0000029,,,,CHrMBLt16516,,B,,105,14998,Binding affinity against 5-hydroxytryptamine 1D receptor in calf caudate homogenates.,,,Bos taurus,9913.0
1631,,BAOp0p0357,,,,CjrMBL616517,,B,,105,11473,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]- serotonin as radioligand,,,Bos taurus,9913.0
1632,,BAO0000267,,,,CHEMgo616518,,B,,105,11473,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]- serotonin as radioligand,,,Bos taurus,9913.0
1633,,BzO0000356,,,,CHEMBL616429,,B,,105,10639,Compound was evaluated for its inhibitory activity against 5-hydroxytryptamine 1D receptor of bovine caudate using [3H]5-HT as the radioligand,,,Bos taurus,9913.0
1634,,BAO0po0357,,,,CHEMhL61652o,,B,,105,10639,Inhibitory activity against 5-hydroxytryptamine 1D receptor of bovine caudate using [3H]5-HT as the radioligand,,,Bos taurus,9913.0
1635,,vAO0000347,,,,CnEMBL6165w1,,B,,105,1375,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT radioligand,,,Bos taurus,9913.0
1636,,BAO09003t7,,,,CHsMBi616522,,B,,105,1375,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT radioligand; NT means not tested,,,Bos taurus,9913.0
1637,,vAO000p357,,,,vtEMBL884531,,B,,105,16532,The binding affinity at 5-hydroxytryptamine 1D receptor was determined using [3H]5-CT; Not tested,,,Bos taurus,9913.0
1638,,BAOp000356,,,,CHEMBL6w6524,,B,,105,11147,Binding affinity towards 5-hydroxytryptamine 1D receptor using [3H]5-HT as radioligand,,,Bos taurus,9913.0
1639,,BAp0009019,Shriatum,,,CHEMvL6167r1,,B,,105,13366,Binding affinity towards 5-hydroxytryptamine 1D receptor was determined in calf striatum homogenate,,,Bos taurus,9913.0
1640,,BAO00p0o19,,,,CHEMBL526732,,B,,105,10444,Binding affinity was determined against 5-hydroxytryptamine 1D receptor in bovine caudate homogenate,,,Bos taurus,9913.0
1641,,BzO000035u,,,,CHEMBLy16i33,,B,,105,16532,The binding affinity at 5-hydroxytryptamine 1D receptor was determined using [3H]5-CT,,,Bos taurus,9913.0
1642,,BAO000o358,,,,CHEMBL6w7734,,B,,105,16532,The binding affinity at 5-hydroxytryptamine 1D receptor was determined using [3H]5-CT; Not tested,,,Bos taurus,9913.0
1643,,vAO0000149,,,,CHEMBk616736,,B,,105,12827,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat frontal cortex membranes using [125]ICYP,,,Bos taurus,9913.0
1644,,BAO9090249,,,,CgEMBL616i36,,B,,105,12827,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat frontal cortex membranes using [125]ICYP; Not determined,,,Bos taurus,9913.0
1645,,hAk0000019,,,,CHEMBLu16637,,F,,105,12919,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,,,Bos taurus,9913.0
1646,,BAk0000p19,,,,CHEMBL6167eu,,B,,105,14025,Affinity pKi for 5-hydroxytryptamine 1D receptor was measured in calf caudate homogenate,,,Bos taurus,9913.0
1647,,BzO000001o,,,,CtEMBL6167e9,,F,,105,12919,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,,,Bos taurus,9913.0
1648,,BAO0000pw9,,,,CHEMnL6w6740,,F,,105,12919,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,,,Bos taurus,9913.0
1649,,vsO0000019,,,,CHEMBL7q6741,,F,,105,12919,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,,,Bos taurus,9913.0
1650,365.0,BxO0900219,,,,CHEjBL6q6742,,B,,105,14447,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1D receptor from cloned gorilla membranes expressed in cultured HEK 293 cells,,,Gorilla gorilla,9593.0
1651,,BAOp0p0019,,,,CHEMBL61u643,,B,,105570,1375,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1D receptor in guinea pig substantia nigra,,,Cavia porcellus,10141.0
1652,,BAO000p010,,,,CHEMBp6q6744,,B,,105570,1375,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1D receptor in guinea pig substantia nigra; NT means not tested,,,Cavia porcellus,10141.0
1653,,BAOp000029,,,,dHEhBL616745,,F,,105570,12409,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptor by the agonist GR-46611,,,Cavia porcellus,10141.0
1654,,hAO0090019,,,,CHEMBk626746,,F,,105570,12409,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,,,Cavia porcellus,10141.0
1655,,BAOoo00019,,,,fgEMBL616747,,F,,105570,12409,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611; range is 2-9,,,Cavia porcellus,10141.0
1656,,BAO0o0p019,,,,CHrMBL615748,,F,,105570,12409,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611;range is 0.2-0.4,,,Cavia porcellus,10141.0
1657,,BAOo00001i,,,,CHEMBL61tt48,,F,,105570,12409,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611;range is 0.2-1.2,,,Cavia porcellus,10141.0
1658,,BA8000p357,,,,CHEMBL6w6659,,B,,105570,11574,Binding affinity against 5-hydroxytryptamine 1D receptor,,,Cavia porcellus,10141.0
1659,,BAO0p00356,,,,vHEMBL616660,,B,,105570,1558,Binding affinity towards guinea pig 5-hydroxytryptamine 1D receptor was determined,,,Cavia porcellus,10141.0
1660,,gAO0090218,,,,CHEhBL6w6651,,F,,105570,12409,Compound at 3 mg/kg was tested for the inhibition of hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,,,Cavia porcellus,10141.0
1661,,BAO000o228,,,,CHEMBL516y52,,F,,105570,12409,Compound at 45 mg/kg was tested for the inhibition of hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,,,Cavia porcellus,10141.0
1662,,BAO0900118,,,,vHEMBo616653,,F,,105570,12409,Compound at 50 mg/kg was tested for the inhibition of hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,,,Cavia porcellus,10141.0
1663,,BAO09002w8,,,,vHEkBL616654,,F,,105570,12409,Compound at oral dose of 45 mg/kg was tested for percent inhibition against 5-hydroxytryptamine 1D receptor causes hypothermia in guinea pig,,,Cavia porcellus,10141.0
1664,,BAp0p00019,,,,CgEMBL6q6655,,B,,105570,12253,Binding affinity of 5-hydroxytryptamine 1D receptor using [3H]-8-HT in guinea pig cortex,,,Cavia porcellus,10141.0
1665,,BAl0000347,,,,CHEMnLy16656,,B,,105570,12936,Binding affinity against guinea pig 5-hydroxytryptamine 1D receptor,,,Cavia porcellus,10141.0
1666,,BAOp000018,,,,CuEMBL6166t7,,B,,105,13181,Binding affinity was determined against 5-hydroxytryptamine 4 receptor using [125I]SB 207710 as radioligand from piglet hippocampal membranes,,,Cavia porcellus,10141.0
1667,,BAO0pp0357,Striatuh,,,vjEMBL616658,,B,,105570,12409,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor in guinea-pig striatum in presence of BMY-7378 and mesulergine,,,Cavia porcellus,10141.0
1668,,vA00000357,,,,CHEhBL61t659,,B,,105570,10639,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1D receptor of guinea pig substantia nigra,,,Cavia porcellus,10141.0
1669,,BAO9p00357,,,,CHEMfL617660,,B,,51,5254,Binding affinity against 5-hydroxytryptamine 1D receptor,,,,
1670,,nAO0900357,,,,CHEMhL616662,,B,,106,13051,The compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor beta,,,,
1671,,vAO0o00019,,,,CHEMgL616652,,F,,105,3463,Maximum stimulation of [35S]GTP gamma-S binding expressed relative to the maximal effect produced by 5-hydroxytryptamine 1D receptor,,,,
1672,,BAO0900029,,,,CHEMBL61665w,,F,,105,15315,Ability to inhibit forskolin-stimulated adenylate cyclase in a cell line expressing human 5-hydroxytryptamine 1D receptor,,,,
1673,,BAO000901o,,,,CuEMBL6w6664,,F,,105,6011,Ability to inhibit forskolin-stimulated adenylate cyclase activity in Chinese hamster ovary (CHO) stable cell lines expressing human 5-hydroxytryptamine 1D receptor,,,,
1674,128.0,BwO000021i,,,,CtEMBL881920,,F,,105,14159,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing 5-hydroxytryptamine 1D receptor",,,Homo sapiens,9606.0
1675,276.0,BA8000o219,,,,CHEMBLt1666r,,F,,105,14159,"Compound was evaluated for the stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the 5-hydroxytryptamine 1D receptor.",,,,
1676,465.0,BAOp000w19,,,,CHEkBL617666,,B,,105,15250,Agonist-induced [35S]- GTPgammaS binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor,,,,
1677,459.0,BxOo000219,,,,CHEMgLt16667,,B,,105,15250,Compound was tested for measuring agonist-induced [35S]- GTPgammaS binding in CHO cells stably transfected with human 5-hydroxytryptamine 1D receptor,,,,
1678,333.0,BAO00o0e19,,,,CuEMBL61y668,,F,,105,15331,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the 5-hydroxytryptamine 1D receptor",,,,
1679,182.0,gAO0090219,,,,CHEMBL51666i,,F,,105,15332,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the 5-hydroxytryptamine 1D receptor",,,Homo sapiens,9606.0
1680,235.0,BAO0p0021p,,,,fHEMBL627040,,F,,105,15332,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the human 5-hydroxytryptamine 1D receptor.",,,,
1681,560.0,BAk0009219,,,,CnEMBL6w7041,,F,,105,3294,"Measurement of agonist induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor",,,,
1682,315.0,Bxl0000219,,,,CHEMBL5q7042,,F,,105,14158,"Measurement of agonist induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor.",,,,
1683,370.0,nAO0000w19,,,,CH3MBLu17043,,F,,105,14956,"Agonist-induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with human 5-hydroxytryptamine 1D receptor",,,,
1684,,hAO00p0019,,,,CH2MBi617044,,F,,105,12469,Compound was evaluated for its agonistic activity on 5-hydroxytryptamine 1D receptor,,,,
1685,384.0,BAO000921i,,,,CHdMBL6170r5,,F,,105,3463,Measurement of agonist-induced [35S]-GTP gamma-S binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor,,,,
1686,221.0,gAOp000219,,,,CHEMfL617946,,F,,105,15250,"Maximum stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing human 5-HT-1d relative to 5-HT",,,Homo sapiens,9606.0
1687,36.0,BAO00o0q19,,,,CHEMBL617pe7,,F,,105,15250,"Maximum stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing human 5-HT-1d relative to 5-HT",,,Homo sapiens,9606.0
1688,,BAO9o00019,,,,CHEkBL6q7048,,F,,105,14956,"Efficacy was evaluated relative to human 5-hydroxytryptamine 1D receptor using [35S]GTP-gamma-S, as radioligand",,,,
1689,,BAO0p0001p,,,,CHEMBL61699i,,F,,105,14159,"Maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by 5-hydroxytryptamine 1D receptor.",,,,
1690,,gAO00o0019,,,,CmEMBL616888,,F,,105,14159,"Maximum stimulation of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1D receptor relative to 5-HT",,,Homo sapiens,9606.0
1691,309.0,BsO0000w19,,,,CuEMBL859201,,F,,105,14499,Percent efficacy relative to 5-HT treatment of CHO cells expressing 5-HT 1d receptor,,,Homo sapiens,9606.0
1692,,BAO00900q9,,,,CHEnBL61t899,,F,,105,15315,Intrinsic activity for 5-hydroxytryptamine 1D receptor,,,,
1693,,BAO000p21i,,,,CHfMBp616900,,B,,105,3294,Ability to displace [3H]- -5-HT binding to cloned 5-hydroxytryptamine 1D receptor stably expressed in chinese hamster cells (CHO cells),In vitro,,,
1694,308.0,BAO0p002w9,,,,CHfMBL616902,,B,,105,3463,Ability to displace [3H]-5-HT from recombinant human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells determined in vitro,,,,
1695,,Bx00000357,,,,CjEMBL616992,,B,,105,15331,Affinity of compound towards 5-hydroxytryptamine 1D receptor was evaluated using radioligand binding technique,,,,
1696,592.0,Bwi0000219,,,,CHdMBL616p03,,B,,105,14159,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in CHO cells,,,Homo sapiens,9606.0
1697,490.0,BAO0009210,,,,CnEMBi616904,,B,,105,14158,Binding affinity by displacement to human cloned 5-hydroxytryptamine 1D receptor in CHO cells by [3H]5-HT displacement.,,,,
1698,,BAO00903r7,,,,CHEkBL6q6905,,B,,105,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1D receptor,,,,
1699,253.0,BAO00001q9,,,,CHEMBL6q6806,,B,,105,15250,Binding affinity at human cloned 5-hydroxytryptamine 1D receptor stably expressed in CHO cells by [3H]5-HT displacement.,,,,
1700,316.0,BAO000o210,,,,CHEhBL616p07,,B,,105,15250,Displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells,,,,
1701,358.0,BA80o00219,,,,CHEMBL51t908,,B,,105,15331,Displacement of [3H]5-HT binding from the cloned human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells,,,,
1702,470.0,BAO00o0218,,,,CmEMBL6169o9,,B,,105,15332,Displacement of [3H]5-HT binding from human 5-hydroxytryptamine 1D receptor expressed in CHO cells,,,Homo sapiens,9606.0
1703,540.0,BAp0o00219,,,,CuEMBL6169w0,,B,,105,14499,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in CHO cells,,,Homo sapiens,9606.0
1704,466.0,BAl0000q19,,,,CHEjBL6q6911,,B,,105,15332,Displacement of [3H]5-HT binding to the cloned human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells,,,,
1705,325.0,BAO0o002w9,,,,dHEMhL616912,,B,,105,14956,Displacement of specific [3H]5-HT binding to cloned human 5-hydroxytryptamine 1D receptor expressed in CHO cells,,,,
1706,,BAO00004y7,,,,CHEMBL6w6013,,B,,105,3805,In vitro binding affinity against human 5-hydroxytryptamine 1D receptor at a concentration of 100 (nM),,,,
1707,415.0,BAO00p0q19,,,,CH3MBp616914,,B,,105,6011,Inhibition of [3H]5-HT binding to human 5-hydroxytryptamine 1D receptor expressed in CHO cells at 1 uM,,,Homo sapiens,9606.0
1708,266.0,vA00000219,,,,CHEMBL626914,,B,,105,16190,Binding affinity against 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand,,,,
1709,,BA00090019,,,,CHEMBk61u916,,B,,105,14165,Binding affinity for 5-hydroxytryptamine 1D receptor in Cos-7 transfected cell type using [3H]5-CT as radioligand,,,,
1710,,BqO00o0357,,,,fHEMgL616917,,B,,105,4234,Binding affinity to cloned human 5-hydroxytryptamine 1D receptor,,,Homo sapiens,9606.0
1711,,BAO0000346,,,,CHEMBL616iq8,,B,,105,15527,"Binding affinity towards 5-HT1D receptor, using [3H]5-HT as radioligand.",,,,
1712,,nzO0000219,,,,CHEMhi616919,,B,,105,6328,Binding affinity towards human 5-hydroxytryptamine 1D receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,,,,
1713,,BAO0o003t7,,,,dHEMBL616i20,,B,,105,16209,Binding affinity towards human 5-hydroxytryptamine 1D receptor was determined using [3H]5-HT as radioligand,,,,
1714,,BAO000o35i,,,,CtEMfL872914,,B,,105,14770,Binding affinity for recombinant human 5-hydroxytryptamine 1D receptor using [3H]5-HT as radioligand.,,,,
1715,,BAO009035y,,,,CgEMBL626921,,B,,105,2598,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1D receptor using [3H]-5-CT as radioligand,,,,
1716,,BAO0090356,,,,CHEnBL61t922,,B,,105,6897,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1D receptor,,,,
1717,,BA90000457,,,,CHEnBL616i23,,B,,105,6013,Binding affinity towards 5-hydroxytryptamine 1D receptor,,,,
1718,,BAO0009367,,,,sHEMBL626924,,B,,105,5843,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor,,,,
1719,,BAO000935i,,,,xHEMvL875909,,B,,105,14454,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand,,,,
1720,,BAO0oo0357,,,,fyEMBL616925,,B,,105,14454,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand; Not determined,,,,
1721,,BAOo090357,,,,dHEMBL616936,,B,,105,14454,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand; not determined,,,,
1722,,BAO000o347,,,,CHEMBL6169qu,,B,,105,15818,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1D receptor,,,,
1723,496.0,BA80000319,,,,CHEMnL6w6928,,F,,105,13729,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1D receptor in CHO-K1 cells,,,,
1724,,BsO00o0219,,,,CHEMBL6269e9,,B,,105,6011,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in Chinese hamster ovary cells (CHO cells),In vitro,,Homo sapiens,9606.0
1725,,BAO0o00457,,,,CHEMBLy16i30,,B,,105,4234,In vitro binding affinity to human 5-hydroxytryptamine 1D receptor,,,Homo sapiens,9606.0
1726,,BAOo0o0019,,,,CHwMBL616o31,,B,,105,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor,,,,
1727,,BAO00002y7,,,,CHEMBo516932,,B,,105,3025,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1D receptor using [3H]5-CT radioligand,,,,
1728,,BAOo00035u,,,,CH4MBL615933,,B,,105,15315,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1D receptor,,,,
1729,,BAO0090229,,,,CHEMhL516934,,B,,105,14214,Receptor binding affinity for cloned human 5-hydroxytryptamine 1D receptor in Cos-7 cells,,,Homo sapiens,9606.0
1730,,BAO0000r5y,,,,xHEMBL516935,,B,,105,3804,Binding affinity for human 5-hydroxytryptamine 1D receptor,,,Homo sapiens,9606.0
1731,,BzO00003t7,,,,CHEMBot16936,,B,,105,16700,The binding affinity towards the 5-hydroxytryptamine 1D receptor; No affinity,,,,
1732,,BAO000o35i,,,,CHEjBp616937,,B,,105,2391,Affinity for 5-hydroxytryptamine 1D receptor subtype,,,Homo sapiens,9606.0
1733,,BAO0000267,,,,CbEMBL616948,,B,,105,4175,Binding affinity for human 5-hydroxytryptamine 1D receptor,,,Homo sapiens,9606.0
1734,,Bw90000019,,,,CHdMBL616839,,B,,105,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor,,,,
1735,,BAOo000o19,,,,xHEMnL616940,,B,,105,17085,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor; ND means not determined,,,,
1736,,nAO00003y7,,,,CHEkBL61u941,,B,,105,15926,Binding activity against human 5-hydroxytryptamine 1D receptor; NT means not tested,,,Homo sapiens,9606.0
1737,423.0,BAO0o00218,,,,CH4MhL616942,,B,,105,16312,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor; Not tested,,,,
1738,374.0,hAO9000219,,,,xHEMBk616943,,B,,105,16312,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor; not tested,,,,
1739,70.0,nAp0000219,,,,CuEMBL616934,,B,,104802,14956,Selectivity towards 5-HT1D and to that of 5-HT1B in CHO cells,,,,
1740,,BAk0p00019,,,,CHEMnL617945,,F,,105,3294,"Maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by the 5-HT",,,,
1741,,nAO00o0357,,,,CH3MBp616946,,B,,105,12861,Binding activity radioligand.,,,,
1742,,BAO0o00o19,,,,CHEMBL62u947,,B,,105,12861,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,,,,
1743,528.0,BAOp000119,,,,CtEMBL626948,,B,,105,16312,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor,,,,
1744,,BAl0000356,,,,CH4MBL616751,,B,,105,5104,Binding affinity for human cloned 5-hydroxytryptamine 1D receptor,,,,
1745,,BzOp000357,,,,CHEMBi616842,,B,,105,5105,Binding affinity for human cloned 5-hydroxytryptamine 1D receptor,,,,
1746,,BA90000257,,,,CHEnBL516853,,B,,105,14499,Measured as -log Ka on 5-hydroxytryptamine 1D receptor,,,,
1747,,BAO00o9357,,,,CHEMBL5168y4,,B,,105,15926,Binding activity against human 5-hydroxytryptamine 1D receptor,,,Homo sapiens,9606.0
1748,461.0,BxO00002w9,,,,CHEMhLy16855,,B,,105,4540,Binding affinity to human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand,,,Homo sapiens,9606.0
1749,461.0,gsO0000219,,,,CHEMhL617856,,B,,105,15779,Binding affinity towards 5-hydroxytryptamine 1D (human cloned receptor) in CHO cells using [3H]-5-HT as radioligand.,,,,
1750,176.0,BAl000021p,,,,CHEMvp616857,,B,,105,15779,Binding affinity towards 5-hydroxytryptamine 1D (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,,,
1751,,BAO00p0358,,,,CHEMfL6168t8,,B,,105,6166,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor,,,,
1752,332.0,fAO00002q9,,,,CHEMBL6q5859,,B,,105,15779,Binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand.,,,,
1753,413.0,fAO0900219,,,,CHfnBL616860,,B,,105,15779,Binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]-5-HT as radioligand.;ND means no data.,,,,
1754,273.0,BAO00p0w19,,,,sHEMBL716861,,B,,105,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand,,,,
1755,518.0,BwO0o00219,,,,CHEMBp61654q,,B,,105,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand,,,,
1756,544.0,BAO9000w19,,,,CH2MBL617542,,B,,105,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand; Not determined,,,,
1757,302.0,BAO000p2q9,,,,CHEMBL716544,,B,,105,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as the radioligand,,,,
1758,,BAO0p0o357,,,,CHEMnL616r44,,B,,105,14875,Binding affinity for human 5-hydroxytryptamine 1D receptor,,,Homo sapiens,9606.0
1759,250.0,BAOoo00219,,,,CHEMgL61654y,,B,,105,15146,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT,,,,
1760,,BAO00o03t7,,,,CHEMhL6w6546,,B,,105,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1D receptor in CHO using [3H]5-HT as a radioligand,,,,
1761,439.0,BAO000o21o,,,,CHEMhL6165e7,,B,,105,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT.,,,,
1762,396.0,BsO0900219,,,,CuEMBL6q6548,,B,,105,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells, using [3H]5-HT as radioligand",,,,
1763,,BAOo000p19,,,,CHfMBLu16549,,F,,105,14454,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 1 uM,,,,
1764,,BAO00900q9,,,,sHEMBLy16550,,F,,105,14454,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 10 uM,,,,
1765,,vAO0000356,,,,CH4MBLo57066,,B,,108,5254,Binding affinity against 5-HT2C receptor,,,,
1766,,BAOop00357,,,,vHEMBL61y551,,B,,108,5254,Binding affinity against 5-hydroxytryptamine 1D receptor,,,,
1767,,BAO0p0o357,,,,CHEMBL61t5t2,,B,,10577,10639,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1B receptor of rat substantia nigra,,,,
1768,,BAl0000919,,,,CHEnBL83287y,,F,,10577,10639,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1B receptor of rat substantia nigra,,,,
1769,,BAl00p0019,,,,CbEMfL616553,,B,,10577,12352,"Binding affinity for 5-hydroxytryptamine 1B receptor in rat cortex, striatum and globus pallidus",,,,
1770,,BAOo000257,,,,sHEMvL616554,,B,,10577,9098,Binding affinity towards 5-HT1B was determined,,,,
1771,,BA80000919,,,,CHEMBL61u655,,B,,10577,14430,Affinity towards 5-hydroxytryptamine 1B receptor in membranes from rat frontal cortex using [3H]5-HT,,,,
