assay_id,src_id,assay_type,bao_format,assay_tax_id,doc_id,description,assay_test_type,assay_category,assay_organism,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction
1466,1,B,BAO_0000221,,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as radioligand.,,,,,Hippocampus,,
1467,1,B,BAO_0000221,,12953,Binding affinity for 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as radioligand,,,,,Hippocampus,,
1468,1,B,BAO_0000219,,12903,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1A receptor expressed in CHO cells, by using [3H]8-OH-DPAT as radioligand.",,,,,,CHO,
1469,1,B,BAO_0000357,,12536,Displacement of the radioligand [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,,,,,,,
1470,1,B,BAO_0000357,,10058,The inhibition activity of 5-HT1A at 1 uM,,,,,,,
1471,1,B,BAO_0000219,,12902,"Binding affinity against 5-hydroxytryptamine 1A receptor from CHO-K1 cells, using [3H]8-OH-DPAT as the radioligand.",,,,,,CHO-K1,
1472,1,B,BAO_0000249,,14057,Binding affinities against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membrane,,,,,,,
1473,1,B,BAO_0000357,,11296,Compound was evaluated for its ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-HT 1A receptor site.,,,,,,,
1474,1,B,BAO_0000221,,11296,Compound was evaluated for its ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,,,,,Hippocampus,,
1475,1,B,BAO_0000221,,11296,Ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,,,,,Hippocampus,,
1476,1,F,BAO_0000249,10116.0,16616,Antagonist activity to stimulate binding of [35S]-GTP-gamma S binding to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes,,,Rattus norvegicus,,,,Membranes
1477,1,F,BAO_0000249,10116.0,16616,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding in rat hippocampal membranes",,,Rattus norvegicus,,Hippocampus,,Membranes
1478,1,B,BAO_0000019,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not -determined.,,,,,,,
1479,1,B,BAO_0000019,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not defined.,,,,,,,
1480,1,B,BAO_0000019,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not determined.,,,,,,,
1481,1,B,BAO_0000019,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND means not determined.,,,,,,,
1482,1,B,BAO_0000249,,17136,Binding affinity towards 5-hydroxytryptamine 1A receptor was determined in rat cortex membranes using [3H]8-OH-DPAT as radioligand; No data,,,,,,,
1483,1,B,BAO_0000249,,17136,Binding affinity towards 5-hydroxytryptamine 1A receptor was determined in rat cortex membranes using [3H]8-OH-DPAT as radioligand; Not determined,,,,,,,
1484,1,B,BAO_0000019,10116.0,16616,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenates; ND means No data,,,Rattus norvegicus,,,,
1485,1,B,BAO_0000221,,17331,Binding affinity against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT from rat hippocampus mambranes,,,,,Hippocampus,,
1486,1,B,BAO_0000221,,17331,Binding affinity against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT from rat hippocampus mambranes; Not tested,,,,,Hippocampus,,
1487,1,B,BAO_0000221,10116.0,17167,Binding affinity for rat hippocampus 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding; Not tested,,,Rattus norvegicus,,Hippocampus,,
1488,1,F,BAO_0000019,,15740,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; Not tested,,,,,,,
1489,1,F,BAO_0000019,,15740,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; not tested,,,,,,,
1490,1,B,BAO_0000357,,4671,Ratio of binding affinity to 5-HT 1A and D2 receptor,,,,,,,
1491,1,B,BAO_0000221,,10058,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus at 1 uM,,,,,Hippocampus,,
1492,1,B,BAO_0000221,,10058,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus at 1 uM,,,,,Hippocampus,,
1493,1,B,BAO_0000221,,10058,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus.,,,,,Hippocampus,,
1494,1,B,BAO_0000357,,12073,Percentage inhibition against 5-hydroxytryptamine 1A receptor,,,,,,,
1495,1,B,BAO_0000249,,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 1),,,,,,,
1496,1,F,BAO_0000249,,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 1),,,,,,,
1497,1,B,BAO_0000249,,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 2),,,,,,,
1498,1,F,BAO_0000249,,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 2),,,,,,,
1499,1,F,BAO_0000249,,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes.,,,,,,,
1500,1,B,BAO_0000249,,9737,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,,,,,Brain,,
1501,1,B,BAO_0000019,,9737,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex using [3H]8-OH-DPAT as a radioligand,,,,,,,
1502,1,F,BAO_0000019,,5717,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]-8-OH-DPAT as radioligand.,,,,,,,
1503,1,B,BAO_0000221,,12253,Binding affinity of 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,,,,,Hippocampus,,
1504,1,B,BAO_0000019,,14025,Affinity pKi for 5-hydroxytryptamine 1A receptor was measured in rat cortex homogenates.,,,,,,,
1505,1,B,BAO_0000249,,10425,Binding affinity against 5-hydroxytryptamine 1A receptor in rat cerebral cortical membrane using [3H]-8-OH-DPAT as radioligand.,,,,,,,
1506,1,B,BAO_0000019,,14998,Binding affinity against 5-hydroxytryptamine 1A receptor in rat cortex homogenates.,,,,,,,
1507,1,B,BAO_0000221,,13694,Binding affinity against native 5-HT1A-receptors from rat hippocampus using radioligand ([3H]- 8-hydri\oxy-2-(di-n-propylamino)tetraline) binding assay,,,,,Hippocampus,,
1508,1,B,BAO_0000221,,13694,Binding affinity against native 5-HT1A-receptors from rat hippocampus using radioligand ([3H]8-hydroxy-2-(di-n-propylamino)-tetraline) binding assay,,,,,Hippocampus,,
1509,1,B,BAO_0000357,,4342,Binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined,,,,,,,
1510,1,B,BAO_0000357,10116.0,12936,Binding affinity against rat 5-hydroxytryptamine 1A receptor,,,Rattus norvegicus,,,,
1511,1,B,BAO_0000019,10116.0,13144,Inhibition of [3H]2-(di-N-propylamino)-8-hydroxytetralin binding to 5-HT1A receptor of rat frontal cortex homogenates,,,Rattus norvegicus,,,,
1512,1,B,BAO_0000019,,13343,Binding affinity of a compound to rat brain 5-hydroxytryptamine 1A (serotonin) receptor assayed by radiolabeled [3H]-8-OH-DPAT ligand displacement,,,,,,,
1513,1,B,BAO_0000357,,12132,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,,,,,,,
1514,1,B,BAO_0000019,,15419,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat cortex using [3H]8-OH-DPAT as a radioligand,,,,,,,
1515,1,B,BAO_0000221,,1479,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,,,,,Hippocampus,,
1516,1,B,BAO_0000019,,14287,In vitro by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor on rat cortical membrane,,,,,,,
1517,1,B,BAO_0000357,,13116,Binding affinity at 5-hydroxytryptamine 1A receptor,,,,,,,
1518,1,B,BAO_0000249,10116.0,2759,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat frontal cortex membranes,,,Rattus norvegicus,,,,Membranes
1519,1,B,BAO_0000249,,2759,Compound was tested for inhibition constant against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes.,,,,,,,
1520,1,B,BAO_0000019,,14748,"Binding affinity for rat cortex 5-hydroxytryptamine 1A receptor, by displacement of 0.2 nM [3H]8-OH-DPAT radioligand",,,,,,,
1521,1,B,BAO_0000019,,12304,In vitro ability to inhibit binding of radioligand [3H]8-OH-DPAT to 5-hydroxytryptamine 1A receptor in rat cerebral cortex,,,,,,,
1522,1,B,BAO_0000221,10116.0,12409,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]8-OH-DPAT,,,Rattus norvegicus,,Hippocampus,,
1523,1,B,BAO_0000221,10116.0,12409,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus with [3H]8-OH-DPAT,,,Rattus norvegicus,,Hippocampus,,
1524,1,B,BAO_0000221,,13267,The binding affinity (pKi) was measured against 5-hydroxytryptamine 4 receptor of piglet hippocampus using [125I]-SB 207710 as radioligand,,,,,Hippocampus,,
1525,1,B,BAO_0000357,,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,,,,,,,
1526,1,B,BAO_0000357,,14256,pKi value against rat 5-hydroxytryptamine 1A receptor.,,,,,,,
1527,1,B,BAO_0000019,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is define as non-determined.,,,,,,,
1528,1,F,BAO_0000019,,15740,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; Not tested,,,,,,,
1529,1,B,BAO_0000357,10116.0,13278,Binding affinity was measured against 5-hydroxytryptamine 2A receptor by displacement of [3H]- ketanserin by lysergic acid amides,,,Rattus norvegicus,,,,
1530,1,B,BAO_0000249,,1970,Inhibition of specific [3H]OH-DPAT binding at 5-hydroxytryptamine 1A receptor in rat hippocampal membranes,,,,,,,Membranes
1531,1,B,BAO_0000221,,10034,Concentration of compound required to inhibit cortical 5-hydroxytryptamine 1A receptor binding sites in rat brain was evaluated,,,,,Brain,,
1532,1,B,BAO_0000019,10116.0,13348,Inhibitory activity against 5-hydroxytryptamine 1A receptor isolated from rat hippocampus membranes membrane using [3H]5-HT as radioligand in the presence of 10e-6 M ketanserin as 5-HT2 blocker,,,Rattus norvegicus,,,,
1533,1,F,BAO_0000019,,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,,,,,,,
1534,1,B,BAO_0000221,,10862,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,,,,,Brain,,
1535,1,B,BAO_0000019,,12058,"Binding affinity against 5-hydroxytryptamine 1A receptor in homogenated rat brain tissue, using by [3H]8-OH-DPAT as radioligand",,,,,,,
1536,1,B,BAO_0000357,,4639,Compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor,,,,,,,
1537,1,B,BAO_0000357,,15453,Percent decrease in 5-hydroxytryptamine 1A receptor binding using 8-OH-DPAT,,,,,,,
1538,1,B,BAO_0000357,,4820,Binding affinity towards 5-hydroxytryptamine 1A receptor,,,,,,,
1539,1,B,BAO_0000357,,1089,Tested for binding affinity for 5-hydroxytryptamine 1A receptor,,,,,,,
1540,1,B,BAO_0000249,,386,The compound was evaluated for its ability to displace [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in cellular brain membranes,,,,,,,Brain membranes
1541,1,B,BAO_0000357,,6011,Inhibition of binding towards 5-hydroxytryptamine 1A receptor at 100 nM concentration,,,,,,,
1542,1,B,BAO_0000357,,5014,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1A receptor,,,,,,,
1543,1,B,BAO_0000357,,4402,Binding affinity for 5-hydroxytryptamine 1A receptor determined using [3H]8-OH-DPAT as radioligand,,,,,,,
1544,1,B,BAO_0000357,,17066,Binding affinity towards 5-hydroxytryptamine 1A receptor,,,,,,,
1545,1,B,BAO_0000357,,17515,Binding affinity of compound towards serotonin 5-hydroxytryptamine 1A receptor; inactive at 10 uM,,,,,,,
1546,1,B,BAO_0000357,,2474,Binding affinity against 5-hydroxytryptamine 1A receptor,,,,,,,
1547,1,B,BAO_0000357,,4775,Binding affinity to 5-hydroxytryptamine 1A receptor was determined,,,,,,,
1548,1,B,BAO_0000357,9606.0,14294,Binding affinity towards Serotonin 5-hydroxytryptamine 1A receptor by displacement of [3H]-(+)-8-OH-DPAT.,,,Homo sapiens,,,,
1549,1,B,BAO_0000357,9606.0,14294,Binding affinity towards Serotonin 5-hydroxytryptamine 1A receptor by displacement of [3H](+)-8-OH-DPAT; inactive,,,Homo sapiens,,,,
1550,1,B,BAO_0000219,,12249,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,,,,,,CHO,
1551,1,B,BAO_0000219,,11376,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor expressed in CHO cell membranes,,,,,,,
1552,1,B,BAO_0000218,,2474,Compound was measured in vivo for its binding affinity at 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,In vivo,,,,,,
1553,1,B,BAO_0000221,,13311,Tested for activity against 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,,Hippocampus,,
1554,1,B,BAO_0000357,,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1A receptor was determined,,,,,,,
1555,1,B,BAO_0000357,,1633,Binding affinity towards 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT.,,,,,,,
1556,1,B,BAO_0000357,,11866,Binding affinity for 5-hydroxytryptamine 1A receptor was determined,,,,,,,
1557,1,B,BAO_0000357,,4373,Binding affinity for 5-hydroxytryptamine 1A receptor was determined,,,,,,,
1558,1,B,BAO_0000357,,4687,Evaluated for the binding affinity to 5-hydroxytryptamine 1A receptor,,,,,,,
1559,1,B,BAO_0000357,,16946,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,,,,,,,
1560,1,B,BAO_0000357,,13291,Binding affinity against 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT radioligand,,,,,,,
1561,1,B,BAO_0000357,,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1A receptor,,,,,,,
1562,1,B,BAO_0000357,,10812,Compound was tested for the binding affinity against 5-hydroxytryptamine 1A receptor by using [3H]DPAT as radioligand,,,,,,,
1563,1,B,BAO_0000219,10090.0,3032,In vitro binding affinity against 5-hydroxytryptamine 1A receptor in CHO cells,,,Mus musculus,,,CHO,
1564,1,B,BAO_0000357,,16655,Inhibition of 5-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,,,,,,,
1565,1,B,BAO_0000357,,14532,Inhibitory activity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand at 10e-5 M concentration,,,,,,,
1566,1,B,BAO_0000357,,13944,Binding affinity against 5-hydroxytryptamine 1A receptor,,,,,,,
1567,1,B,BAO_0000357,,13033,Binding affinity against serotonergic 5-HT1a receptor,,,,,,,
1568,1,B,BAO_0000357,,10321,Binding affinity for 5-hydroxytryptamine 1A receptor was determined by using [3H]8-OH-DPAT as radioligand,,,,,,,
1569,1,B,BAO_0000357,10090.0,2968,Binding affinity for 5-hydroxytryptamine 1A receptor,,,Mus musculus,,,,
1570,1,B,BAO_0000357,,13964,Binding affinity at 5-hydroxytryptamine 1A receptor,,,,,,,
1571,1,B,BAO_0000357,,15527,"Binding affinity towards 5-hydroxytryptamine 1A receptor receptor, using [3H]5-HT as radioligand.",,,,,,,
1572,1,B,BAO_0000219,,12248,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,,,,,,CHO,
1573,1,B,BAO_0000219,,12249,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,,,,,,CHO,
1574,1,B,BAO_0000357,,15120,Compound was tested for binding affinity using [3H]8-OH-DPAT against 5-hydroxytryptamine 1A receptor,,,,,,,
1575,1,B,BAO_0000357,,13313,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by using [3H]-8-OH-DPAT as radioligand,,,,,,,
1576,1,B,BAO_0000218,,2613,In vivo binding affinity was evaluated against 5-hydroxytryptamine 1A receptor,,,,,,,
1577,1,B,BAO_0000357,,16700,The binding affinity towards 5-hydroxytryptamine 1A receptor; No affinity,,,,,,,
1578,1,B,BAO_0000357,,2201,Ability to displace [125I]iodosulpiride from 5-hydroxytryptamine 1A receptor,,,,,,,
1579,1,B,BAO_0000357,10090.0,1274,Binding affinity against 5-hydroxytryptamine 1A receptor,,,Mus musculus,,,,
1580,1,B,BAO_0000357,,1317,Compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor using radioligand binding assay,,,,,,,
1581,1,B,BAO_0000357,,12146,Tested against 5-hydroxytryptamine 1A receptor,,,,,,,
1582,1,B,BAO_0000357,,14059,The compound's binding affinity against 5-hydroxytryptamine 1A receptor,,,,,,,
1583,1,B,BAO_0000019,9986.0,14025,Dissociation equilibrium constant against the vascular 5-hydroxytryptamine 1B like receptor in the rabbit saphenous vein,,,Oryctolagus cuniculus,,,,
1584,1,B,BAO_0000019,9986.0,14025,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 1B like receptor in the rabbit saphenous vein(RbSV); NS=non surmountable,,,Oryctolagus cuniculus,,,,
1585,1,B,BAO_0000219,9593.0,14447,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1B receptor from cloned gorilla membranes expressed in cultured HEK 293 cells,,,Gorilla gorilla,,,HEK293,
1586,1,F,BAO_0000218,10141.0,3025,5-HT1B agonist potency was evaluated as effective dose that induced hypothermia in the guinea-pig upon intraperitoneal administration,In vivo,,Cavia porcellus,,,,
1587,1,F,BAO_0000218,10141.0,3025,5-hydroxytryptamine 1B receptor agonist potency was evaluated as effective dose that induced hypothermia in the guinea-pig upon intraperitoneal administration,In vivo,,Cavia porcellus,,,,
1588,1,F,BAO_0000019,10141.0,15329,Affinity of compound towards 5-hydroxytryptamine 1B receptor in isolated guinea-pig iliac artery,,,Cavia porcellus,,,,
1589,1,F,BAO_0000019,10141.0,15329,Affinity of compound towards 5-hydroxytryptamine 1B receptor in isolated guinea-pig iliac artery; n.d. indicates Not determined,,,Cavia porcellus,,,,
1590,1,F,BAO_0000019,10141.0,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 1B receptor of guinea pig,,,Cavia porcellus,,,,
1591,1,F,BAO_0000019,10141.0,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 1B receptor of guinea pig; ND means not done,,,Cavia porcellus,,,,
1592,1,F,BAO_0000019,,14165,Intrinsic activity for Antagonism of 5-hydroxytryptamine 1B receptor-mediated stimulation of [35S]GTP gamma S binding,,,,,,,
1593,1,F,BAO_0000019,,14214,Antagonism tested at 1 uM against the agonist-induced inhibitory effect of 10 nM 5-carbamoyltryptamine (5-CT),,,,,,,
1594,1,F,BAO_0000019,,14214,Antagonism tested at 1 uM against the agonist-induced inhibitory effect of 10 nM 5-carbamoyltryptamine(5-CT),,,,,,,
1595,1,F,BAO_0000019,9606.0,14214,Agonist activity at 5-hydroxytryptamine 1B receptor by measuring the inhibition of forskolin-stimulated cAMP formation,,,Homo sapiens,,,,
1596,1,F,BAO_0000219,9606.0,13729,Inhibition of forskolin-stimulated c-AMP formation by human 5-hydroxytryptamine 1B receptor expressed in CHO-K1 cells,,,Homo sapiens,,,CHO-K1,
1597,1,F,BAO_0000219,,3025,Effective concentration determined by measuring inhibition of forskolin-stimulated c-AMP formation at 5-hydroxytryptamine 1B receptor stably transfected in CHO cell lines,,,,,,CHO,
1598,1,B,BAO_0000357,,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor,,,,,,,
1599,1,F,BAO_0000019,,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; full agonist,,,,,,,
1600,1,F,BAO_0000219,,14956,"Agonist-induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with human 5-hydroxytryptamine 1B receptor",,,,,,CHO,
1601,1,F,BAO_0000219,,2598,The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line,,,,,,CHO,
1602,1,F,BAO_0000219,,2598,The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line; Antagonist,,,,,,CHO,
1603,1,F,BAO_0000219,,2598,The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line; Full Agonist,,,,,,CHO,
1604,1,F,BAO_0000219,,2598,The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line; Partial Agonist,,,,,,CHO,
1605,1,F,BAO_0000019,,14956,"Efficacy was evaluated relative to human 5-HT1B receptor using [35S]GTP-gamma-S, as radioligand",,,,,,,
1606,1,F,BAO_0000019,,14956,"Efficacy of compound was evaluated relative to human 5-hydroxytryptamine 1B receptor using [35S]GTP-gamma-S, as radioligand",,,,,,,
1607,1,B,BAO_0000357,9606.0,14214,Percentage Maximal inhibition obtained with 1 uM 5-HT against 5-hydroxytryptamine 1B receptor,,,Homo sapiens,,,,
1608,1,B,BAO_0000219,,3463,Ability to displace [3H]5-HT from recombinant human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells determined in vitro,,,,,,CHO,
1609,1,B,BAO_0000357,,15331,Affinity of compound towards 5-hydroxytryptamine 1B receptor was evaluated using radioligand binding technique,,,,,,,
1610,1,B,BAO_0000357,9606.0,16146,Binding affinity against 5-hydroxytryptamine 1B receptor,,,Homo sapiens,,,,
1611,1,B,BAO_0000219,9606.0,14159,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1B receptor expressed in CHO cells,,,Homo sapiens,,,CHO,
1612,1,B,BAO_0000219,,14158,Binding affinity to human cloned 5-hydroxytryptamine 1B receptor in CHO cells by [3H]5-HT binding displacement.,,,,,,CHO,
1613,1,B,BAO_0000357,,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1B receptor,,,,,,,
1614,1,B,BAO_0000219,,15250,Displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1B receptor stably expressed in CHO cells,,,,,,CHO,
1615,1,B,BAO_0000219,,15250,Binding affinity at cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells by [3H]5-HT displacement.,,,,,,CHO,
1616,1,B,BAO_0000219,,15331,Displacement of [3H]5-HT binding from the cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells,,,,,,CHO,
1617,1,B,BAO_0000219,,15332,Displacement of [3H]5-HT binding from cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells.,,,,,,CHO,
1618,1,B,BAO_0000219,,14956,Displacement of specific [3H]5-HT binding to cloned human 5-hydroxytryptamine 1B receptor expressed in CHO cells,,,,,,CHO,
1619,1,B,BAO_0000357,,3805,In vitro binding affinity against human 5-hydroxytryptamine 1B receptor at a concentration of 100 (nM),,,,,,,
1620,1,B,BAO_0000357,,14875,Intrinsic activity for each compound is calculated as a percentage of the 5-hydroxytryptamine 1B receptor response,,,,,,,
1621,1,F,BAO_0000019,9986.0,14454,Compound was tested for 5-hydroxytryptamine 1D like receptor-mediated vascular effect in rabbit saphenous vein (RSV),,,Oryctolagus cuniculus,,,,
1622,1,F,BAO_0000019,9986.0,14454,Tested for 5-hydroxytryptamine 1D like receptor-mediated vascular effect in rabbit saphenous vein (RSV),,,Oryctolagus cuniculus,,,,
1623,1,B,BAO_0000357,,16288,Affinity at 5-hydroxytryptamine 1D receptor (For sumatriptan = Ki (nM)-12+/-1.9),,,,,,,
1624,1,B,BAO_0000357,,16288,Affinity at 5-hydroxytryptamine 1D receptor from calf caudate using [3H]5-HT as radioligand (For sumatriptan = Ki(nM)-12+/-1.9),,,,,,,
1625,1,B,BAO_0000357,,16312,Binding affinity against calf caudate 5-hydroxytryptamine 1D receptor,,,,,,,
1626,1,B,BAO_0000357,9913.0,1348,Inhibitory activity against 5-hydroxytryptamine 1D receptor subtype,,,Bos taurus,,,,
1627,1,B,BAO_0000357,9913.0,5834,Inhibitory concentration required against 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT,,,Bos taurus,,,,
1628,1,B,BAO_0000019,9913.0,13366,Binding affinity towards 5-hydroxytryptamine 1D receptor was determined in calf striatum homogenate,,,Bos taurus,,Striatum,,
1629,1,B,BAO_0000357,9913.0,1414,Ability to bind to 5-hydroxytryptamine 1D receptor of calf substantia nigra,,,Bos taurus,,,,
1630,1,B,BAO_0000019,9913.0,14998,Binding affinity against 5-hydroxytryptamine 1D receptor in calf caudate homogenates.,,,Bos taurus,,,,
1631,1,B,BAO_0000357,9913.0,11473,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]- serotonin as radioligand,,,Bos taurus,,,,
1632,1,B,BAO_0000357,9913.0,11473,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]- serotonin as radioligand,,,Bos taurus,,,,
1633,1,B,BAO_0000357,9913.0,10639,Compound was evaluated for its inhibitory activity against 5-hydroxytryptamine 1D receptor of bovine caudate using [3H]5-HT as the radioligand,,,Bos taurus,,,,
1634,1,B,BAO_0000357,9913.0,10639,Inhibitory activity against 5-hydroxytryptamine 1D receptor of bovine caudate using [3H]5-HT as the radioligand,,,Bos taurus,,,,
1635,1,B,BAO_0000357,9913.0,1375,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT radioligand,,,Bos taurus,,,,
1636,1,B,BAO_0000357,9913.0,1375,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT radioligand; NT means not tested,,,Bos taurus,,,,
1637,1,B,BAO_0000357,9913.0,16532,The binding affinity at 5-hydroxytryptamine 1D receptor was determined using [3H]5-CT; Not tested,,,Bos taurus,,,,
1638,1,B,BAO_0000357,9913.0,11147,Binding affinity towards 5-hydroxytryptamine 1D receptor using [3H]5-HT as radioligand,,,Bos taurus,,,,
1639,1,B,BAO_0000019,9913.0,13366,Binding affinity towards 5-hydroxytryptamine 1D receptor was determined in calf striatum homogenate,,,Bos taurus,,Striatum,,
