assay_id,assay_tissue,variant_id,src_assay_id,assay_cell_type,chembl_id,assay_type,bao_format,assay_strain,assay_category,confidence_score,doc_id,description,assay_test_type,assay_organism,assay_tax_id,assay_subcellular_fraction
1232,,,,,CHEMBL615874,B,BAO_0000019,,,8,5834,Inhibition of the 5-hydroxytryptamine 1A receptor in rat dorsal raphe,,,,
1233,,,,CHO-K1,CHEMBL615875,B,BAO_0000219,,,9,2395,Inhibitory concentration against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells,,Rattus norvegicus,10116.0,
1234,,,,,CHEMBL615876,B,BAO_0000019,,,8,1375,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand,,,,
1235,,,,,CHEMBL615877,B,BAO_0000019,,,8,1375,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand; NT means not tested,,,,
1236,,,,,CHEMBL615878,B,BAO_0000357,,,8,3967,The compound was evaluated for the ability to displace [3H]- 8-OH -DPAT from 5-hydroxytryptamine 1A receptor ( striata of male wistar rats),,,,
1237,,,,,CHEMBL615879,B,BAO_0000357,,,8,12884,Binding affinity towards 5-hydroxytryptamine 1A receptor binding site using [3H]8-OH-DPAT. ,,,,
1238,,,,,CHEMBL615880,B,BAO_0000357,,,8,2343,Binding affinity towards 5-hydroxytryptamine 1A receptor using receptor binding assay,,,,
1239,,,,,CHEMBL615881,B,BAO_0000019,,,8,11511,"The compound was tested in vitro for inhibitory activity against 5-HT1A receptor in rats, using [3H]8-OH-DPAT as radioligand",,,,
1240,,,,,CHEMBL615882,B,BAO_0000019,,,9,11511,"Inhibitory activity against 5-hydroxytryptamine 1A receptor in rats, using [3H]8-OH-DPAT as radioligand",,Rattus norvegicus,10116.0,
1241,,,,,CHEMBL615883,F,BAO_0000218,,,8,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat,In vivo,,,
1242,,,,,CHEMBL615884,F,BAO_0000218,,,8,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.10-6.20),In vivo,,,
1243,,,,,CHEMBL615885,F,BAO_0000218,,,8,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.60),In vivo,,,
1244,,,,,CHEMBL615886,F,BAO_0000218,,,8,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.80),In vivo,,,
1245,,,,,CHEMBL615887,F,BAO_0000218,,,8,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.37-4.27),In vivo,,,
1246,,,,,CHEMBL615888,F,BAO_0000218,,,8,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-2.70),In vivo,,,
1247,,,,,CHEMBL615889,F,BAO_0000218,,,8,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-4),In vivo,,,
1248,,,,,CHEMBL615890,F,BAO_0000218,,,8,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.45-4.51),In vivo,,,
1249,,,,,CHEMBL615891,F,BAO_0000218,,,8,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.50-5.30),In vivo,,,
1250,,,,,CHEMBL615892,F,BAO_0000218,,,8,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.60-1.60),In vivo,,,
1251,,,,,CHEMBL615893,F,BAO_0000218,,,8,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.72-2.87),In vivo,,,
1252,,,,,CHEMBL615894,F,BAO_0000218,,,8,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.80-5.80),In vivo,,,
1253,,,,,CHEMBL615895,F,BAO_0000218,,,8,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (1.50-16.5),In vivo,,,
1254,,,,,CHEMBL615896,F,BAO_0000218,,,8,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (2.20-30.5),In vivo,,,
1255,,,,,CHEMBL615897,F,BAO_0000218,,,8,16394,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges is not computable,In vivo,,,
1256,,,,,CHEMBL615898,F,BAO_0000249,,,9,16616,"Percent increase of R(+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes",,Rattus norvegicus,10116.0,Membranes
1257,,,,,CHEMBL615899,B,BAO_0000019,,,8,16796,% inhibition towards 5-HT1A receptor from rat hippocampal membranes,,,,
1258,,,,,CHEMBL616291,B,BAO_0000019,,,8,16796,% inhibition towards 5-hydroxytryptamine 1A receptor from rat hippocampal membranes,,,,
1259,,,,,CHEMBL616292,B,BAO_0000357,,,8,15629,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor.,,,,
1260,,,,,CHEMBL616293,F,BAO_0000249,,,8,13241,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",,,,
1261,Hippocampus,,,,CHEMBL616294,B,BAO_0000221,,,8,12073,Measurement of binding affinity by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,,,,
1262,Hippocampus,,,,CHEMBL616295,B,BAO_0000249,,,8,14286,Compound at 10E-5 M was tested in vitro for the inhibition of radioligand [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membrane,,,,
1263,Brain,,,,CHEMBL616296,B,BAO_0000221,,,8,14542,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-8-OH- -DPAT in rat brain cortex at 10 uM,,,,
1264,,,,,CHEMBL616297,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,,,,
1265,,,,,CHEMBL616605,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0+ 1 uM 5-HT.,,,,
1266,,,,,CHEMBL616606,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.01 uM+ 1 uM 5-HT.,,,,
1267,,,,,CHEMBL616607,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,,,,
1268,,,,,CHEMBL616608,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,,,,
1269,,,,,CHEMBL616609,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM+ 1 uM 5-HT.,,,,
1270,,,,,CHEMBL616610,F,BAO_0000019,,,9,13630,Effect against 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at 0.1 uM dose,,Rattus norvegicus,10116.0,
1271,,,,,CHEMBL616611,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,,,,
1272,,,,,CHEMBL616612,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 1 uM 5-HT.,,,,
1273,,,,,CHEMBL616613,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 0.1 uM 5-HT.,,,,
1274,,,,,CHEMBL616614,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM,,,,
1275,,,,,CHEMBL616615,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM+ 10 uM 5-HT.,,,,
1276,,,,,CHEMBL616616,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,,,,
1277,,,,,CHEMBL616617,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 0.1 uM 5-HT.,,,,
1278,,,,,CHEMBL616618,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,,,,
1279,,,,,CHEMBL616619,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 1 uM 5-HT.,,,,
1280,,,,,CHEMBL616620,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 3 uM 5-HT.,,,,
1281,,,,,CHEMBL616621,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,,,,
1282,,,,,CHEMBL616622,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 30 uM,,,,
1283,,,,,CHEMBL616146,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM,,,,
1284,,,,,CHEMBL832873,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM+ 50 uM 5-HT.,,,,
1285,,,,,CHEMBL616147,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM,,,,
1286,,,,,CHEMBL872872,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,,,,
1287,,,,,CHEMBL616148,F,BAO_0000019,,,8,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,,,,
1288,Hippocampus,,,,CHEMBL616149,B,BAO_0000221,,,8,9783,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue,,,,
1289,Hippocampus,,,,CHEMBL616150,B,BAO_0000221,,,8,9783,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue at 1 uM,,,,
1290,,,,,CHEMBL616151,B,BAO_0000249,,,9,14331,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membranes at 10e-7 M,,Rattus norvegicus,10116.0,Membranes
1291,Hippocampus,,,,CHEMBL872873,B,BAO_0000221,,,8,15260,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue at 1 uM,,,,
1292,Hippocampus,,,,CHEMBL616670,B,BAO_0000221,,,8,15260,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 0.1 uM concentration,,,,
1293,Hippocampus,,,,CHEMBL616671,B,BAO_0000221,,,8,15260,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 1 uM concentration,,,,
1294,,,,,CHEMBL884861,F,BAO_0000249,,,9,16616,"Percent inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",,Rattus norvegicus,10116.0,
1295,,,,,CHEMBL616672,B,BAO_0000357,,,8,15629,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor,,,,
1296,,,,,CHEMBL616673,B,BAO_0000019,,,8,15086,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,,,,
1297,,,,,CHEMBL616674,F,BAO_0000019,,,8,5717,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,,,,
1298,,,,,CHEMBL616675,B,BAO_0000357,,,8,12652,Binding affinity against the site labelled by the 5-hydroxytryptamine 1A receptor agonist [3H]- 8-OH-DPAT,,,,
1299,Hippocampus,,,,CHEMBL616676,B,BAO_0000221,,,8,14608,In vitro binding affinity for 5-hydroxytryptamine 1A receptor was determined by measuring specific inhibition of [125I]-binding to rat hippocampal membrane preparations,,,,
1300,Hippocampus,,,,CHEMBL616677,B,BAO_0000221,,,8,12306,Inhibition of binding of [125I]-8-OH-PIPAT ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,,,,
1301,Hippocampus,,,,CHEMBL616678,B,BAO_0000221,,,8,12306,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,,,,
1302,,,,,CHEMBL616679,B,BAO_0000357,,,9,15247,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,,Rattus norvegicus,10116.0,
1303,Hippocampus,,,,CHEMBL616680,B,BAO_0000221,,,8,17529,Ability to bind to central serotonin 5-hydroxytryptamine 1A receptor in vitro in hippocampus of the rat brain using [3H]8-OH-DPAT radioligand,,,,
1304,Hippocampus,,,,CHEMBL616681,B,BAO_0000221,,,8,14826,Ability to displace [3H]- -OH-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,,,,
1305,Hippocampus,,,,CHEMBL616682,B,BAO_0000221,,,8,14826,Ability to displace [3H]- -(OH)-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,,,,
1306,Hippocampus,,,,CHEMBL616683,B,BAO_0000221,,,8,13241,Ability to displace [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,,,,
1307,Hippocampus,,,,CHEMBL616684,B,BAO_0000221,,,8,14093,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor,,,,
1308,Hippocampus,,,,CHEMBL616685,B,BAO_0000221,,,8,14093,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor; Not tested,,,,
1309,Brain,,,,CHEMBL616686,B,BAO_0000221,,,8,14442,Affinity at [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor in rat brain homogenate was determined,,,,
1310,,,,,CHEMBL616687,B,BAO_0000357,,,8,9919,Affinity for 5-hydroxytryptamine 1A receptor site,,,,
1311,,,,,CHEMBL616688,B,BAO_0000357,,,8,9919,Affinity for 5-hydroxytryptamine 1A receptor site,,,,
1312,Hippocampus,,,,CHEMBL616689,B,BAO_0000221,,,8,11440,Affinity in displacing [3H]8-OH-DPAT from rat hippocampal 5-HT1A receptor.,,,,
1313,,,,,CHEMBL616690,B,BAO_0000357,,,8,11257,Affinity on 5-hydroxytryptamine 1A receptor labeled by [3H]8-OH-DPAT,,,,
1314,,,,,CHEMBL616691,B,BAO_0000357,,,8,10330,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand,,,,
1315,Hippocampus,,,,CHEMBL616692,B,BAO_0000221,,,9,17331,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus mambranes,,Rattus norvegicus,10116.0,
1316,,,,,CHEMBL616693,B,BAO_0000249,,,8,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane,,,,
1317,,,,,CHEMBL616694,B,BAO_0000019,,,9,12058,"Binding affinity against 5-hydroxytryptamine 1A receptor in homogenated rat brain tissue, using by [3H]8-OH-DPAT as radioligand",,Rattus norvegicus,10116.0,
1318,Hippocampus,,,,CHEMBL616695,B,BAO_0000221,,,8,9699,Binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal tissue,,,,
1319,,,,,CHEMBL616696,B,BAO_0000357,,,8,9547,Binding affinity against 5-hydroxytryptamine 1A receptor of rat was determined using [3H]8-OH-DPAT in binding assay,,,,
1320,,,,,CHEMBL616697,B,BAO_0000357,,,8,10330,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]DOB as radioligand,,,,
1321,,,,,CHEMBL616698,B,BAO_0000357,,,8,14331,Binding affinity against rat 5-hydroxytryptamine 1A receptor,,,,
1322,,,,,CHEMBL616949,B,BAO_0000019,,,9,14060,Binding affinity against rat brain 5-hydroxytryptamine 1A receptor,,Rattus norvegicus,10116.0,
1323,Hippocampus,,,,CHEMBL616950,B,BAO_0000221,,,8,14744,Binding affinity against the 5-hydroxytryptamine 1A receptor labelled with [3H]8-OH-DPAT in rat hippocampal homogenates,,,,
1324,,,,,CHEMBL832875,B,BAO_0000357,,,8,13506,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT binding assay,,,,
1325,Brain,,,,CHEMBL616951,B,BAO_0000221,,,8,10862,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,,,,
1326,Brain,,,,CHEMBL616952,B,BAO_0000221,,,8,10862,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,,,,
1327,,,,,CHEMBL616953,B,BAO_0000357,,,8,10062,Binding affinity at rat 5-hydroxytryptamine 1A receptor by [3H]WB-4101 displacement.,,,,
1328,,,,,CHEMBL616954,B,BAO_0000357,,,8,12073,Binding affinity for 5-hydroxytryptamine 1A receptor by use of [3H]8-OH-DPAT in male rat,,,,
1329,,,,,CHEMBL616955,B,BAO_0000357,,,8,14875,GTPgammaS radioligand binding assay,,,,
1330,,,,,CHEMBL616956,B,BAO_0000357,,,8,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,,,,
1331,,,,,CHEMBL616957,F,BAO_0000019,,,8,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Partial agonist,,,,
1332,,,,,CHEMBL616958,F,BAO_0000019,,,8,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Slient antagonist,,,,
1333,,,,,CHEMBL616959,B,BAO_0000357,,,8,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor,,,,
1334,,,,,CHEMBL616960,B,BAO_0000357,,,8,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,,,,
1335,,,,,CHEMBL616961,F,BAO_0000019,,,8,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; silent antagonist,,,,
1336,,,,HeLa,CHEMBL616962,B,BAO_0000219,,,8,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor,,,,
1337,,,,HeLa,CHEMBL616963,B,BAO_0000219,,,8,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor receptor,,,,
1338,,,,,CHEMBL616524,B,BAO_0000357,,,9,6491,Affinity towards human 5-hydroxytryptamine 1B serotonin receptor,,Homo sapiens,9606.0,
1339,,,,CHO,CHEMBL616525,B,BAO_0000219,,,8,16190,Binding affinity against 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,,,,
1340,,,,,CHEMBL872908,B,BAO_0000019,,,8,14165,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]5-CT as radioligand,,,,
1341,,,,,CHEMBL616526,B,BAO_0000019,,,8,14165,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]GR-125743 as radioligand,,,,
1342,,,,,CHEMBL616527,B,BAO_0000357,,,9,4234,Binding affinity to cloned human 5-hydroxytryptamine 1B receptor,,Homo sapiens,9606.0,
1343,,,,,CHEMBL616528,B,BAO_0000219,,,8,6328,Binding affinity towards human 5-hydroxytryptamine 1B receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,,,,
1344,,,,,CHEMBL616529,B,BAO_0000357,,,8,14770,Binding affinity for recombinant human 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,,,,
1345,,,,,CHEMBL616530,B,BAO_0000357,,,8,2598,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1B receptor using [3H]5-CT as radioligand,,,,
1346,,,,,CHEMBL616531,B,BAO_0000357,,,8,6897,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,,,,
1347,,,,,CHEMBL616532,B,BAO_0000357,,,8,6897,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,,,,
1348,,,,,CHEMBL616533,B,BAO_0000357,,,8,6013,Binding affinity towards 5-hydroxytryptamine 1B receptor,,,,
1349,,,,,CHEMBL616534,B,BAO_0000357,,,8,5843,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,,,,
1350,,,,,CHEMBL616535,B,BAO_0000357,,,8,14454,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT trifluoroacetate as radioligand,,,,
1351,,,,,CHEMBL616536,B,BAO_0000357,,,8,16209,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT radioligand,,,,
1352,,,,,CHEMBL616537,B,BAO_0000357,,,8,3935,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1B receptor,,,,
1353,,,,CHO-K1,CHEMBL616538,F,BAO_0000219,,,8,13729,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1B receptor in CHO-K1 cells,,,,
1354,,,,,CHEMBL616539,F,BAO_0000019,,,8,14251,Agonist activity to the human recombinant 5-hydroxytryptamine 1B receptor,,,,
1355,,,,,CHEMBL616540,B,BAO_0000019,,,8,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor,,,,
1356,,,,,CHEMBL616429,B,BAO_0000357,,,8,3025,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1B receptor using [3H]5-CT radioligand,,,,
1357,,,,,CHEMBL616430,B,BAO_0000357,,,8,15315,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor,,,,
1358,,,,,CHEMBL616431,B,BAO_0000219,,,9,14214,Receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor in Cos-7 cells,,Homo sapiens,9606.0,
1359,,,,,CHEMBL616432,B,BAO_0000357,,,9,3804,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,,Homo sapiens,9606.0,
1360,,,,,CHEMBL616433,B,BAO_0000357,,,9,2391,Affinity for 5-hydroxytryptamine 1B receptor subtype,,Homo sapiens,9606.0,
1361,,,,,CHEMBL616434,B,BAO_0000357,,,9,4175,Binding affinity for human 5-hydroxytryptamine 1B receptor,,Homo sapiens,9606.0,
1362,,,,CHO,CHEMBL616435,B,BAO_0000219,,,8,17296,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand; Not determined,,,,
1363,,,,,CHEMBL616436,B,BAO_0000019,,,8,17085,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor; ND means not determined,,,,
1364,,,,HeLa,CHEMBL616437,B,BAO_0000219,,,8,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,,,,
1365,,,,HeLa,CHEMBL616438,B,BAO_0000219,,,8,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT=not tested,,,,
1366,,,,HeLa,CHEMBL616439,B,BAO_0000219,,,8,17211,Ability to displace [3H]-5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,,,,
1367,,,,,CHEMBL616440,B,BAO_0000357,,,9,15926,Binding activity against human 5-hydroxytryptamine 1B receptor; NT means not tested,,Homo sapiens,9606.0,
1368,,,,CHO-K1,CHEMBL616441,B,BAO_0000219,,,8,16312,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor; not tested,,,,
1369,,,,,CHEMBL616442,B,BAO_0000357,,,8,5843,Selectivity ratio against cloned human 5-HT1B receptor to that of h5-HT1D receptor,,,,
1370,,,,,CHEMBL616443,B,BAO_0000357,,,8,5843,Selectivity ratio against cloned human 5-hydroxytryptamine 1B receptor to that of human 5-hydroxytryptamine 1D receptor,,,,
1371,,,,CHO-K1,CHEMBL616444,B,BAO_0000219,,,8,16312,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor,,,,
1372,,,,,CHEMBL616445,B,BAO_0000357,,,9,15926,Binding activity against human 5-hydroxytryptamine 1B receptor,,Homo sapiens,9606.0,
1373,,,,,CHEMBL616446,B,BAO_0000357,,,9,15926,Binding activity against human 5-hydroxytryptamine 1B receptor,,Homo sapiens,9606.0,
1374,,,,CHO,CHEMBL616447,B,BAO_0000219,,,9,4540,Binding affinity to human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,,Homo sapiens,9606.0,
1375,,,,,CHEMBL616448,B,BAO_0000357,,,8,6166,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor was determined,,,,
1376,,,,CHO,CHEMBL616449,B,BAO_0000219,,,8,17296,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand,,,,
1377,,,,CHO,CHEMBL616450,B,BAO_0000219,,,8,17296,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells,,,,
1378,,,,CHO,CHEMBL857974,B,BAO_0000219,,,8,17296,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells using [3H]5-CT as radioligand,,,,
1379,,,,CHO,CHEMBL616451,B,BAO_0000219,,,8,15779,Binding affinity towards 5-hydroxytryptamine 1B (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,,,,
