td,ss_tss,ss_tp,vrnt_d,cll_d,b_frmt,crtd_b,cnfdnc_scr,rltnshp_tp,tss_d,src_d,ss_strn,ss_cll_tp,ss_tst_tp,chmbl_d,ss_ctgr,ss_d,ss_sbclllr_frctn,src_ss_d,dscrptn,dc_d,ss_rgnsm,ss_tx_d
50597,Stomach,A,,,BAO_0000218,Intermediate,1,N,945.0,1,,,In vivo,CHEMBL623223,,8184,,,Biodistribution in rat stomach in the presence of 50 Gd/kg at 2 hr,9866,Rattus norvegicus,10116.0
50597,Stomach,A,,,BAO_0000218,Intermediate,1,N,945.0,1,,,In vivo,CHEMBL621445,,8185,,,Biodistribution in rat stomach in the presence of 50 Gd/kg at 6 h; ND=No data,9866,Rattus norvegicus,10116.0
50597,Blood,A,,,BAO_0000218,Intermediate,1,N,178.0,1,,,In vivo,CHEMBL621446,,8186,,,Biodistribution of [123I]-label in rat blood was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,13950,Rattus norvegicus,10116.0
50597,Blood,A,,,BAO_0000218,Intermediate,1,N,178.0,1,,,In vivo,CHEMBL621447,,8187,,,Biodistribution of [123I]-label in rat blood was reported at 1 hr post injection. Value shown is %ID/g of tissue,13950,Rattus norvegicus,10116.0
50597,Blood,A,,,BAO_0000218,Intermediate,1,N,178.0,1,,,In vivo,CHEMBL619681,,8188,,,Biodistribution of [123I]-label in rat blood was reported at 2 hr post injection. Value shown is %ID/g of tissue,13950,Rattus norvegicus,10116.0
50597,Blood,A,,,BAO_0000218,Intermediate,1,N,178.0,1,,,In vivo,CHEMBL619682,,8189,,,Biodistribution of [123I]-label in rat blood was reported at 24 hr post injection. Value shown is %ID/g of tissue,13950,Rattus norvegicus,10116.0
50597,Blood,A,,,BAO_0000218,Intermediate,1,N,178.0,1,,,In vivo,CHEMBL619683,,8190,,,Biodistribution of [123I]-label in rat blood was reported at 4 hr post injection. Value shown is %ID/g of tissue,13950,Rattus norvegicus,10116.0
50597,Brain,A,,,BAO_0000218,Intermediate,1,N,955.0,1,,,In vivo,CHEMBL619684,,8191,,,Biodistribution of [123I]-label in rat brain was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,13950,Rattus norvegicus,10116.0
50597,Brain,A,,,BAO_0000218,Intermediate,1,N,955.0,1,,,In vivo,CHEMBL619685,,8192,,,Biodistribution of [123I]-label in rat brain was reported at 1 hr post injection. Value shown is %ID/g of tissue,13950,Rattus norvegicus,10116.0
50597,Brain,A,,,BAO_0000218,Intermediate,1,N,955.0,1,,,In vivo,CHEMBL619686,,8193,,,Biodistribution of [123I]-label in rat brain was reported at 2 hr post injection. Value shown is %ID/g of tissue,13950,Rattus norvegicus,10116.0
50597,Brain,A,,,BAO_0000218,Intermediate,1,N,955.0,1,,,In vivo,CHEMBL619687,,8194,,,Biodistribution of [123I]-label in rat brain was reported at 24 hr post injection. Value shown is %ID/g of tissue,13950,Rattus norvegicus,10116.0
50597,Brain,A,,,BAO_0000218,Intermediate,1,N,955.0,1,,,In vivo,CHEMBL619688,,8195,,,Biodistribution of [123I]-label in rat brain was reported at 4 hr post injection. Value shown is %ID/g of tissue,13950,Rattus norvegicus,10116.0
50597,Heart,A,,,BAO_0000218,Intermediate,1,N,948.0,1,,,In vivo,CHEMBL619689,,8196,,,Biodistribution of [123I]-label in rat heart was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,13950,Rattus norvegicus,10116.0
50597,Heart,A,,,BAO_0000218,Intermediate,1,N,948.0,1,,,In vivo,CHEMBL619690,,8197,,,Biodistribution of [123I]-label in rat heart was reported at 1 hr post injection. Value shown is %ID/g of tissue,13950,Rattus norvegicus,10116.0
50597,Heart,A,,,BAO_0000218,Intermediate,1,N,948.0,1,,,In vivo,CHEMBL619691,,8198,,,Biodistribution of [123I]-label in rat heart was reported at 2 hr post injection. Value shown is %ID/g of tissue,13950,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL619692,,8199,,,Terminal phase volume of distribution was measured in rat after an iv dose of 1 mg/kg,6062,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Expert,1,N,,1,,,,CHEMBL619693,,8200,,,Apparent volume of the central plasma compartment (Vc) of compound determined in rat after iv administration at a dose of 10 mg/kg,3598,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL619694,,8201,,,Vc value after IV dose at a dose of 5 mg/kg in rats.,1908,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL619695,,8202,,,Apparent volume of distribution at 10 mg/kg in rat upon intravenous administration,17596,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL619696,,8203,,,Compound was evaluated for pharmacokinetic parameter volume of distribution,4891,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL619697,,8204,,,Compound was evaluated for volume of distribution in rat,740,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL619698,,8205,,,Steady state volume distribution was determined; steady state(ss),16366,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL619699,,8206,,,Steady state volume of distribution after iv administration to rats,3364,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL619700,,8207,,,Steady state volume of distribution dosing at 3 mg/kg iv,2552,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL619701,,8208,,,The compound was evaluated for volume of distribution in rat,406,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL619702,,8209,,,The compound was tested for volume of distribution in rat,12500,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL620335,,8210,,,The compound was tested for volume of distribution in rat at dose of 3-10 mgkg,12500,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL620336,,8211,,,Volume distribution (VD) after oral administration in rat,5656,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL620337,,8212,,,Volume distribution of compound in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,17671,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL620520,,8213,,,Volume distribution in rat,1094,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL620521,,8214,,,Volume distribution in rat,5833,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL875825,,8215,,,Volume distribution in rat after peroral administration at 10 mg/kg,5939,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL620522,,8216,,,Volume distribution in rat after peroral administration at 5 mg/kg,5939,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL620523,,8217,,,Volume distribution was evaluated after i.v. administration in rat at a dose of 1 mg/kg,6005,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL620524,,8218,,,Volume of distribution in rat.,1696,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL620525,,8219,,,Volume of distribution in rat,6672,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL620526,,8220,,,Volume of distribution in rat,6673,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL620527,,8221,,,Volume of distribution in rat by iv administration,5871,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL620528,,8222,,,Volume of distribution in rats,6803,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL620529,,8223,,,Volume of distribution was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,5199,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL620530,,8224,,,Volume distribution at the dose of 2 mg/kg in rat,4727,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL620531,,8225,,,Steady state volume of distribution was determined,16367,Rattus norvegicus,10116.0
22224,,A,,,BAO_0000218,Intermediate,0,U,,1,,,In vivo,CHEMBL620532,,8226,,,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,5005,Macaca mulatta,9544.0
22224,,A,,,BAO_0000218,Intermediate,0,U,,1,,,In vivo,CHEMBL620533,,8227,,,Compound was tested for its plasma volume distribution in Sprague Dawley rats,5005,Rattus norvegicus,10116.0
22224,,A,,,BAO_0000218,Intermediate,0,U,,1,,,In vivo,CHEMBL620534,,8228,,,Compound was tested for its plasma volume distribution in Sprague Dawley rats; ND is not determined,5005,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL620535,,8229,,,Mean (%CV) PK parameters for Vdss(mL/kg).,15765,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL875826,,8230,,,Pharmacokinetic parameter Vdss was determined at 2 mg/kg i.v. dose in rats,2792,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL620536,,8231,,,Pharmacokinetic parameter Vdss was determined at 5 mg/kg i.v. dose in rats,2792,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL620537,,8232,,,Pharmacokinetic parameter volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Sprague-Dawley rat,5334,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618526,,8233,,,Pharmacokinetic parameter volume of distribution was reported in Sprague-Dawley rat; ND=Not determined,5334,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618527,,8234,,,Pharmacokinetic property (Vdss) for the compound (5 mg/kg iv) was determined in rats,5739,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618528,,8235,,,Pharmacokinetic property (Vdss) in rat,5789,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618529,,8236,,,Pharmacokinetic property (vdss) was measured in rat,4239,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618530,,8237,,,Steady state volume of distribution for the compound after intravenous administration of 1 mg/kg in rat,4709,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618531,,8238,,,Volume of distribution in rat,6642,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618532,,8239,,,The pharmacokinetic parameter volume of distribution in vivo in rats,5247,Rattus norvegicus,10116.0
50597,,F,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618533,,8240,,,Vdss at a dose of 4 mg/kg in Rat Plasma after iv administration,17720,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618534,,8241,,,Vdss in rat i.v. at 2 mg/kg concentration,17686,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618535,,8242,,,Volume distribution after intravenous administration (1 mg/kg) in rat,4689,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618536,,8243,,,Volume distribution of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,5654,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618537,,8244,,,Volume distribution of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,5654,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618538,,8245,,,Volume distribution at a dose of 10 uM/kg in rat was determined,4527,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618539,,8246,,,Volume distribution in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,4521,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618540,,8247,,,Volume distribution was calculated in rat,6057,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618541,,8248,,,Volume distribution was determined,5510,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618542,,8249,,,Volume of distribution after intravenous administration was evaluated in rat,2938,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL622544,,8250,,,Volume of distribution at steady state was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,6679,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL622545,,8251,,,"Volume of distribution at steady state was determined in rats at 10 mg/kg, p.o. dose; n/a: not applicable",6685,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL622546,,8252,,,"Volume of distribution at steady state was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",6685,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL622547,,8253,,,"Volume of distribution at steady state was determined in rats at 2 mg/kg, i.v. dose",6685,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL622548,,8254,,,Volume of distribution in steady state was determined in rat,5145,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL622549,,8255,,,Volume of distribution in steady state was determined in rats at the dose of 1.0 mpk by i.v. administration,6467,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL622550,,8256,,,Volume of distribution in steady state was determined in rats at the dose of 1.0 mpk by i.v. administration; ND= not determined,6467,Rattus norvegicus,10116.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL622551,,8257,,,Compound was evaluated for area under curve when administered through oral route to mouse,15115,Mus musculus,10090.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL622552,,8258,,,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,8758,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL622553,,8259,,,Compound was evaluated for area under curve doses in rat at 50 mg/kg po,8758,Rattus norvegicus,10116.0
22224,,F,,,BAO_0000218,Autocuration,0,U,,1,,,In vivo,CHEMBL622554,,8260,,,Compound was evaluated for its bioavailability after oral administration (100 mg) to Beagle dogs,8267,,
50588,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL622555,,8261,,,Compound was evaluated for its bioavailability after oral administration (200 mg) to Beagle dogs,8267,Canis lupus familiaris,9615.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL622556,,8262,,,Compound was evaluated for the area under the concentration - time curve by administering intravenously at 25 mg/kg in mice,14239,Mus musculus,10090.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL622557,,8263,,,Compound was evaluated for the area under the concentration - time curve by administering orally at 25 mg/kg in mice,14239,Mus musculus,10090.0
50594,Blood,A,,,BAO_0000218,Intermediate,1,N,178.0,1,,,,CHEMBL622558,,8264,,,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration using Area under the time-concentration curve after 40 mg/kg intramuscular administration to mice,10754,Mus musculus,10090.0
50594,Blood,A,,,BAO_0000218,Intermediate,1,N,178.0,1,,,,CHEMBL622559,,8265,,,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration using Area under the time-concentration curve after 40 mg/kg peroral administration to mice,10754,Mus musculus,10090.0
50588,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL622560,,8266,,,Compound was evaluated in vivo in for its concentration using Area under the time-concentration curve after 40 mg/kg peroral administration to dogs.,10754,Canis lupus familiaris,9615.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL622561,,8267,,,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose,14681,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL622562,,8268,,,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose. ,14681,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL622563,,8269,,,Compound was tested for area under concentration -time curve from time 0 to time of last detectable concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,14681,Rattus norvegicus,10116.0
22224,,A,,,BAO_0000019,Autocuration,0,U,,1,,,,CHEMBL622564,,8270,,,Concentration of compound in Central nervous system,13118,,
22224,,A,,,BAO_0000019,Autocuration,0,U,,1,,,,CHEMBL622565,,8271,,,Concentration of compound in Central nervous system; Not detectable,13118,,
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL622566,,8272,,,"Concentration of diester in the blood, following oral administration in mice",13318,Mus musculus,10090.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624515,,8273,,,"Concentration of monoester in the blood, following oral administration in mice",13318,Mus musculus,10090.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624516,,8274,,,Concentration of the 9-[2-(Phosphonomethoxy)ethoxy]adenine in the blood following oral administration in mice,13318,Mus musculus,10090.0
22224,,A,,,BAO_0000019,Autocuration,0,U,,1,,,,CHEMBL624517,,8275,,,Evaluated for Pharmacokinetic property: Area under the curve,15692,,
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624518,,8276,,,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after a peroral dose of 25 mg/kg in nude mice,14839,Mus musculus,10090.0
100710,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624519,,8277,,,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after iv dose of 25 mg/kg in nude mice,14839,Macaca fascicularis,9541.0
100710,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624520,,8278,,,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after iv dose of 5 mg/kg expressed as Area under the curve,14839,Macaca fascicularis,9541.0
100710,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624521,,8279,,,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 10 mg/kg expressed as Area under the curve,14839,Macaca fascicularis,9541.0
100710,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624522,,8280,,,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 5 mg/kg expressed as Area under the curve,14839,Macaca fascicularis,9541.0
100710,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624523,,8281,,,In vivo antitumor efficacy in cynomolgus monkeys 0-8 hours after peroral dose of 25 mg/kg expressed as Area under the curve,14839,Macaca fascicularis,9541.0
100710,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624409,,8282,,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 10 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",14839,Macaca fascicularis,9541.0
100710,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624410,,8283,,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-8 hr)",14839,Macaca fascicularis,9541.0
100710,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624411,,8284,,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",14839,Macaca fascicularis,9541.0
100710,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL623531,,8285,,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, iv and the total drug exposure was determined. (0-8 hr)",14839,Macaca fascicularis,9541.0
100710,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL623532,,8286,,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, perorally and the total drug exposure was determined (0-8 hr)",14839,Macaca fascicularis,9541.0
100710,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL623533,,8287,,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, intravenously and the total drug exposure was determined (0-8 hr)",14839,Macaca fascicularis,9541.0
100710,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL623534,,8288,,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",14839,Macaca fascicularis,9541.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL623535,,8289,,,In vivo antitumor efficacy in nude mice 0-24 hr after intravenous dose of 25 mg/kg expressed as Area under the curve,14839,Mus musculus,10090.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL623536,,8290,,,In vivo antitumor efficacy in nude mice 0-24 hr after iperoral dose of 25 mg/kg expressed as Area under the curve,14839,Mus musculus,10090.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL623537,,8291,,,In vivo antitumor efficacy in nude mice 0-24 hr after iv dose of 25 mg/kg expressed as Area under the curve,14839,Mus musculus,10090.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL623538,,8292,,,In vivo antitumor efficacy in nude mice 0-24 hr after peroral dose of 25 mg/kg expressed as Area under the curve,14839,Mus musculus,10090.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL623539,,8293,,,In vivo antitumor efficacy in nude mice after peroral dose of 10 mg/kg expressed as Area under the curve,14839,Mus musculus,10090.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL623540,,8294,,,In vivo antitumor efficacy in nude mice after peroral dose of 25 mg/kg expressed as Area under the curve,14839,Mus musculus,10090.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL623541,,8295,,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined.",14839,Mus musculus,10090.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL623542,,8296,,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-24hr)",14839,Mus musculus,10090.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL623543,,8297,,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-4 hr)",14839,Mus musculus,10090.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL623544,,8298,,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined",14839,Mus musculus,10090.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL623545,,8299,,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-24hr)",14839,Mus musculus,10090.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL623546,,8300,,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-4 hr)",14839,Mus musculus,10090.0
50597,Plasma,A,,,BAO_0000218,Intermediate,1,N,1969.0,1,,,In vivo,CHEMBL623547,,8301,,,Evaluated for plasma clearance after iv administration of 5 mg/kg to male Sprague-Dawley rats,5408,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL623548,,8302,,,High i.v. clearance in Dawley rats,6827,Rattus norvegicus,10116.0
50597,Liver,A,,,BAO_0000218,Intermediate,1,N,2107.0,1,,,In vitro,CHEMBL623549,,8303,Microsomes,,In vitro clearance in rat liver microsomes,17538,Rattus norvegicus,10116.0
50597,Liver,A,,,BAO_0000218,Intermediate,1,N,2107.0,1,,,In vitro,CHEMBL623550,,8304,Microsomes,,Intrinsic clearance in rat liver microsomes was determined,6331,Rattus norvegicus,10116.0
50597,Liver,A,,401.0,BAO_0000218,Intermediate,1,N,2107.0,1,,Hepatocyte,In vitro,CHEMBL875276,,8305,,,Intrinsic clearance in rat hepatocytes was determined,5948,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL621872,,8306,,,Plasma Clearance was determined,4026,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL621873,,8307,,,Plasma clearance after intravenous administration of 0.4 mg/kg of dose in rats was determined,6647,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL621874,,8308,,,Plasma clearance in rat.,1696,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL621875,,8309,,,Plasma clearance in rats,6597,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL621876,,8310,,,Plasma clearance was estimated from the AUC after 5 mg/kg intravenous dosing in rats,347,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL621877,,8311,,,Plasma clearance was evaluated after 10 uM/kg of intra arterial administration,16423,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL621878,,8312,,,Plasma clearance was measured in rat,2879,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL621879,,8313,,,Clearance after iv administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,4883,Rattus norvegicus,10116.0
