assays_RELATITY,assays_ASSSUBCELFR,assays_T,assays_CEI,assays_ASSTR,assays_ASSTT,assays_DOI,assays_ASSTIS,assays_ASOR,assays_ASSCA,assays_BFOR,assays_SRASI,assays_Des,assays_CHEI,assays_ASTAI,assays_ASSI,assays_ASST,assays_SI,assays_CUB,assays_ASCTY,assays_VARI,assays_TISI,assays_CONSCO
N,,50597,,,,5633,,Rattus norvegicus,,BAO_0000218,,Area under curve (AUC0-24 h) after administration (30 mg/kg) in rat,CHEMBL627826,10116.0,9265,A,1,Intermediate,,,,1
N,,50597,,,,1716,,Rattus norvegicus,,BAO_0000218,,Area under curve (Pharmacokinetic property) was determined,CHEMBL627827,10116.0,9266,A,1,Intermediate,,,,1
N,,50597,,,,1716,,Rattus norvegicus,,BAO_0000218,,Area under curve (Pharmacokinetic property) of the compound; Not determined,CHEMBL627828,10116.0,9267,A,1,Intermediate,,,,1
N,,50597,,,,4689,,Rattus norvegicus,,BAO_0000218,,Area under curve after intravenous administration (1 mg/kg) in rat,CHEMBL627829,10116.0,9268,A,1,Intermediate,,,,1
N,,50597,,,,4527,,Rattus norvegicus,,BAO_0000218,,Area under curve by intravenous administration at a dose of 10 uM/kg in rat was determined,CHEMBL627830,10116.0,9269,A,1,Intermediate,,,,1
N,,50597,,,,4527,,Rattus norvegicus,,BAO_0000218,,Area under curve by oral administration at a dose of 100 uM/kg in rat was determined,CHEMBL627831,10116.0,9270,A,1,Intermediate,,,,1
N,,50597,,,,15662,,Rattus norvegicus,,BAO_0000218,,Area under curve in male SD rats was observed after oral administration in rat,CHEMBL627832,10116.0,9271,A,1,Intermediate,,,,1
N,,50597,,,,4413,,Rattus norvegicus,,BAO_0000218,,Area under curve of compound after iv administration of 20 mg/kg dose in rat,CHEMBL627833,10116.0,9272,A,1,Intermediate,,,,1
N,,50597,,,,3598,,Rattus norvegicus,,BAO_0000218,,Area under curve of compound determined in rat after iv administration at a dose of 10 mg/kg,CHEMBL627834,10116.0,9273,A,1,Expert,,,,1
N,,50597,,,,3598,,Rattus norvegicus,,BAO_0000218,,Area under curve of compound from zero time to infinity determined in rat after iv administration at a dose of 10 mg/kg,CHEMBL628004,10116.0,9274,A,1,Expert,,,,1
N,,50597,,,,5964,,Rattus norvegicus,,BAO_0000218,,Area under curve at 5 mg/kg po was determined in rat,CHEMBL628005,10116.0,9275,A,1,Intermediate,,,,1
N,,50597,,,,4689,,Rattus norvegicus,,BAO_0000218,,Area under curve in Rat at a oral dose of 5 mg/kg,CHEMBL628006,10116.0,9276,A,1,Intermediate,,,,1
N,,50597,,,,4186,,Rattus norvegicus,,BAO_0000218,,Area under curve in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,CHEMBL628007,10116.0,9277,A,1,Intermediate,,,,1
N,,50597,,,,5510,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined,CHEMBL625676,10116.0,9278,A,1,Intermediate,,,,1
N,,50597,,,,17858,,Rattus norvegicus,,BAO_0000218,,Area under curve after 10 mg/kg oral administration in rat at 0-24 hr,CHEMBL631309,10116.0,9279,A,1,Intermediate,,,,1
N,,50597,,,,17804,,Rattus norvegicus,,BAO_0000218,,Area under curve after intravenous administration at 3 mg/kg,CHEMBL631310,10116.0,9280,A,1,Intermediate,,,,1
N,,50597,,,,6106,,Rattus norvegicus,,BAO_0000218,,Area under curve after peroral administration at 10 mg/kg in rat for 0-6 h,CHEMBL631311,10116.0,9281,A,1,Intermediate,,,,1
N,,50597,,,,5964,,Rattus norvegicus,,BAO_0000218,,Area under curve at 4 hr in rat,CHEMBL631312,10116.0,9282,A,1,Intermediate,,,,1
N,,50597,,,,4026,,Rattus norvegicus,,BAO_0000218,,Area under curve at a dose of 30 mg/kg,CHEMBL631313,10116.0,9283,A,1,Intermediate,,,,1
N,,50597,,,,4756,,Rattus norvegicus,,BAO_0000218,,Area under curve at the dose of 2 mg/Kg administered perorally in rats,CHEMBL631314,10116.0,9284,A,1,Intermediate,,,,1
N,,50597,,,,4756,,Rattus norvegicus,,BAO_0000218,,Area under curve at the dose of 5 mg/Kg administered perorally in rats,CHEMBL631315,10116.0,9285,A,1,Intermediate,,,,1
N,,50597,,,,5862,,Rattus norvegicus,,BAO_0000218,,Area under curve for a 2-mpk po dose in SD rats,CHEMBL631316,10116.0,9286,A,1,Intermediate,,,,1
N,,50597,,,,5862,,Rattus norvegicus,,BAO_0000218,,Area under curve in SD rats,CHEMBL631317,10116.0,9287,A,1,Intermediate,,,,1
N,,50597,,,,6644,,Rattus norvegicus,,BAO_0000218,,Area under curve in rat after oral administration at 13 mg/kg dose,CHEMBL874471,10116.0,9288,A,1,Intermediate,,,,1
N,,50597,,,,5871,,Rattus norvegicus,,BAO_0000218,,Area under curve in rat by po administration at 0-24 hr,CHEMBL631318,10116.0,9289,A,1,Intermediate,,,,1
N,,50597,,,,5919,Plasma,Rattus norvegicus,,BAO_0000218,,Area under curve in rat plasma,CHEMBL631319,10116.0,9290,A,1,Intermediate,,,1969.0,1
N,,50597,,,,5939,,Rattus norvegicus,,BAO_0000218,,Area under curve in rat plasma for 0-4 hr after peroral administration at 10 mg/kg,CHEMBL631320,10116.0,9291,A,1,Intermediate,,,,1
N,,50597,,,,5939,,Rattus norvegicus,,BAO_0000218,,Area under curve in rat plasma for 0-4 hr after peroral administration at 5 mg/kg,CHEMBL631321,10116.0,9292,A,1,Intermediate,,,,1
N,,50597,,,,10,,Rattus norvegicus,,BAO_0000218,,Area under curve was evaluated in rat at 3 mg/kg dose administered intravenously,CHEMBL631322,10116.0,9293,A,1,Intermediate,,,,1
N,,50597,,,,11149,,Rattus norvegicus,,BAO_0000218,,Area under curve was measured from the graph obtained from concentration Vs time after oral administration to male F344 rats,CHEMBL631323,10116.0,9294,A,1,Intermediate,,,,1
N,,50597,,,,5302,,Rattus norvegicus,,BAO_0000218,,Area under curve value in rat at a dose of 5 mg/kg,CHEMBL631324,10116.0,9295,A,1,Intermediate,,,,1
N,,50597,,,,17796,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined after oral administration in rats,CHEMBL631325,10116.0,9296,A,1,Intermediate,,,,1
N,,50597,,,,4890,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,CHEMBL631326,10116.0,9297,A,1,Intermediate,,,,1
N,,50597,,,,6011,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined after peroral administration in rat,CHEMBL631327,10116.0,9298,A,1,Intermediate,,,,1
N,,50597,,,,5375,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined at a dose 30 mpk administered orally.,CHEMBL631328,10116.0,9299,A,1,Intermediate,,,,1
N,,50597,,,,17764,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined for compound after intravenous administration in rats at 24 uM/kg,CHEMBL631329,10116.0,9300,A,1,Intermediate,,,,1
N,,50597,,,,4368,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined for the compound by intravenous administration of 3.4 mg/kg in rat,CHEMBL627217,10116.0,9301,A,1,Intermediate,,,,1
N,,50597,,,,5610,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined in male rat,CHEMBL626352,10116.0,9302,A,1,Intermediate,,,,1
N,,50597,,,,5833,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined in rat after PO administration,CHEMBL626353,10116.0,9303,A,1,Intermediate,,,,1
N,,50597,,,,4257,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined in rat after a 3 mg/kg of oral dose,CHEMBL626354,10116.0,9304,A,1,Intermediate,,,,1
N,,50597,,,,5937,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined in rat after oral administration at a concentration 1 mg/kg,CHEMBL626355,10116.0,9305,A,1,Intermediate,,,,1
N,,50597,,,,5932,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined in rat after oral administration at a concentration 30 mg/kg,CHEMBL626356,10116.0,9306,A,1,Intermediate,,,,1
N,,50597,,,,5932,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined in rat after oral administration at a concentration 30 mg/kg; NA= Not active,CHEMBL626357,10116.0,9307,A,1,Intermediate,,,,1
N,,50597,,,,17411,,Rattus norvegicus,,BAO_0000218,,Liver concentration was determined after 5 min. of intravenous administration to rats (n=4) at dose of 20 mg/kg,CHEMBL626358,10116.0,9308,A,1,Intermediate,,,,1
N,,50597,,,,17411,,Rattus norvegicus,,BAO_0000218,,Lung concentration was determined after 5 min. of intravenous administration to rats (n=4) at dose of 20 mg/kg,CHEMBL626359,10116.0,9309,A,1,Intermediate,,,,1
N,,50597,,,,17771,Plasma,Rattus norvegicus,,BAO_0000218,,Peak plasma concentration in rat at a dose of 3 mg/kg,CHEMBL626360,10116.0,9310,A,1,Intermediate,,,1969.0,1
N,,50597,,,,1628,,Rattus norvegicus,,BAO_0000218,,Plasma concentration at 2 hr in rats was evaluated.,CHEMBL626361,10116.0,9311,A,1,Intermediate,,,,1
N,,50597,,,,1628,,Rattus norvegicus,,BAO_0000218,,Plasma concentration at 2 hr in rats was evaluated; Not available,CHEMBL626362,10116.0,9312,A,1,Intermediate,,,,1
N,,50597,,,,17411,,Rattus norvegicus,,BAO_0000218,,Serum concentration was determined after 5 min. of intravenous administration to rats (n=4) at dose of 20 mg/kg,CHEMBL626363,10116.0,9313,A,1,Intermediate,,,,1
N,,50597,,,,4910,,Rattus norvegicus,,BAO_0000218,,Tested for concentration in brain after 0.25 hrs of intravenous administration (5 mg/kg) to male rats,CHEMBL626970,10116.0,9314,A,1,Intermediate,,,,1
N,,50597,,,,4910,,Rattus norvegicus,,BAO_0000218,,Tested for concentration in brain after 2 hrs of intravenous administration (5 mg/kg) to male rats,CHEMBL626971,10116.0,9315,A,1,Intermediate,,,,1
N,,50597,,,,4910,Plasma,Rattus norvegicus,,BAO_0000218,,Tested for plasma concentration after 0.25 hrs of intravenous administration (5 mg/kg) to male rats,CHEMBL626972,10116.0,9316,A,1,Intermediate,,,1969.0,1
N,,50597,,,,4910,Plasma,Rattus norvegicus,,BAO_0000218,,Tested for plasma concentration after 2 hrs of intravenous administration (5 mg/kg) to male rats,CHEMBL626973,10116.0,9317,A,1,Intermediate,,,1969.0,1
N,,50597,,,,4910,Plasma,Rattus norvegicus,,BAO_0000218,,Tested for plasma concentration in the after 0.25 hrs of intravenous administration (5 mg/kg) to male rats,CHEMBL626974,10116.0,9318,A,1,Intermediate,,,1969.0,1
N,,50597,,,,4910,Plasma,Rattus norvegicus,,BAO_0000218,,Tested for plasma concentration in the after 2 hrs of intravenous administration (5 mg/kg) to male rats,CHEMBL874592,10116.0,9319,A,1,Intermediate,,,1969.0,1
N,,50597,,,,5510,,Rattus norvegicus,,BAO_0000218,,Percentage converted to BMS-191011 after 30 min incubation in rat plasma at 37 degree C,CHEMBL626975,10116.0,9320,A,1,Intermediate,,,,1
N,,50597,,,,5510,,Rattus norvegicus,,BAO_0000218,,Percentage converted to BMS-191011 after 30 min incubation in rat plasma at 37 degree C; Converted to an unknown compound,CHEMBL626976,10116.0,9321,A,1,Intermediate,,,,1
N,,50597,,,,5510,,Rattus norvegicus,,BAO_0000218,,Percentage converted to BMS-191011 after 30 min incubation in rat plasma at 37 degree C; Not determined,CHEMBL626977,10116.0,9322,A,1,Intermediate,,,,1
N,,50597,,,,5510,,Rattus norvegicus,,BAO_0000218,,Percentage converted to BMS-191011 after 30 min incubation in rat plasma at 37 degree C; Not tested,CHEMBL626978,10116.0,9323,A,1,Intermediate,,,,1
N,,50597,,,,16427,,Rattus norvegicus,,BAO_0000218,,PK study was carried to determine the relative absorption ranking in rat.,CHEMBL626979,10116.0,9324,A,1,Intermediate,,,,1
N,,50597,,,In vivo,4689,Plasma,Rattus norvegicus,,BAO_0000218,,Maximum plasma concentration in Rat at a oral dose of 5 mg/kg,CHEMBL626980,10116.0,9325,A,1,Intermediate,,,1969.0,1
N,,50597,,,,11450,Blood,Rattus norvegicus,,BAO_0000218,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.57-0.75 % dose/g",CHEMBL626981,10116.0,9326,A,1,Intermediate,,,178.0,1
N,,50597,,,,11450,Blood,Rattus norvegicus,,BAO_0000218,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.06-0.63 % dose/g",CHEMBL626982,10116.0,9327,A,1,Intermediate,,,178.0,1
N,,50597,,,,11450,Blood,Rattus norvegicus,,BAO_0000218,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.40-0.55 % dose/g",CHEMBL626983,10116.0,9328,A,1,Intermediate,,,178.0,1
N,,50597,,,,11450,Blood,Rattus norvegicus,,BAO_0000218,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.28-0.37% dose/g",CHEMBL622522,10116.0,9329,A,1,Intermediate,,,178.0,1
N,,50597,,,,11450,Blood,Rattus norvegicus,,BAO_0000218,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.56-0.74 % dose/g",CHEMBL622523,10116.0,9330,A,1,Intermediate,,,178.0,1
N,,50597,,,,11450,Blood,Rattus norvegicus,,BAO_0000218,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from % dose/g",CHEMBL622524,10116.0,9331,A,1,Intermediate,,,178.0,1
N,,50597,,,,11450,Brain,Rattus norvegicus,,BAO_0000218,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 2.20-2.85 % dose/g",CHEMBL622525,10116.0,9332,A,1,Intermediate,,,955.0,1
N,,50597,,,,11450,Brain,Rattus norvegicus,,BAO_0000218,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.16-1.76 % dose/g",CHEMBL622526,10116.0,9333,A,1,Intermediate,,,955.0,1
N,,50597,,,,11450,Brain,Rattus norvegicus,,BAO_0000218,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.96-3.72 % dose/g",CHEMBL619849,10116.0,9334,A,1,Intermediate,,,955.0,1
N,,50597,,,,11450,Brain,Rattus norvegicus,,BAO_0000218,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 2.57-3.59 % dose/g",CHEMBL619850,10116.0,9335,A,1,Intermediate,,,955.0,1
N,,50597,,,,11450,Brain,Rattus norvegicus,,BAO_0000218,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.36-1.53 % dose/g",CHEMBL623864,10116.0,9336,A,1,Intermediate,,,955.0,1
N,,50597,,,,11450,Brain,Rattus norvegicus,,BAO_0000218,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.81-1.08 % dose/g",CHEMBL623865,10116.0,9337,A,1,Intermediate,,,955.0,1
N,,50597,,,,11450,Heart,Rattus norvegicus,,BAO_0000218,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.84-0.98 % dose/g",CHEMBL623866,10116.0,9338,A,1,Intermediate,,,948.0,1
N,,50597,,,,11450,Heart,Rattus norvegicus,,BAO_0000218,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.06-0.53 % dose/g",CHEMBL623867,10116.0,9339,A,1,Intermediate,,,948.0,1
N,,50597,,,,11450,Heart,Rattus norvegicus,,BAO_0000218,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.22-1.48 % dose/g",CHEMBL877615,10116.0,9340,A,1,Intermediate,,,948.0,1
N,,50597,,,,11450,Heart,Rattus norvegicus,,BAO_0000218,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.85-1.13 % dose/g",CHEMBL623868,10116.0,9341,A,1,Intermediate,,,948.0,1
N,,50597,,,,11450,Heart,Rattus norvegicus,,BAO_0000218,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.55-0.63 % dose/g",CHEMBL623869,10116.0,9342,A,1,Intermediate,,,948.0,1
N,,50597,,,,11450,Heart,Rattus norvegicus,,BAO_0000218,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.33-0.42 % dose/g",CHEMBL623870,10116.0,9343,A,1,Intermediate,,,948.0,1
N,,50597,,,,16434,Lung,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,CHEMBL623871,10116.0,9344,A,1,Intermediate,,,2048.0,1
N,,50597,,,,16434,Lung,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,CHEMBL623872,10116.0,9345,A,1,Intermediate,,,2048.0,1
N,,50597,,,,16435,Lung,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,CHEMBL622129,10116.0,9346,A,1,Intermediate,,,2048.0,1
N,,50597,,,,16435,Lung,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,CHEMBL622130,10116.0,9347,A,1,Intermediate,,,2048.0,1
N,,50597,,,,16435,Lung,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,CHEMBL622131,10116.0,9348,A,1,Intermediate,,,2048.0,1
N,,50597,,,,16435,Lung,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,CHEMBL622132,10116.0,9349,A,1,Intermediate,,,2048.0,1
N,,50597,,,,16435,Lung,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,CHEMBL622133,10116.0,9350,A,1,Intermediate,,,2048.0,1
N,,50597,,,,16435,Lung,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,CHEMBL622134,10116.0,9351,A,1,Intermediate,,,2048.0,1
N,,50597,,,,16435,Lung,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in lungs of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,CHEMBL622135,10116.0,9352,A,1,Intermediate,,,2048.0,1
N,,50597,,,,16435,Lung,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in lungs of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,CHEMBL622136,10116.0,9353,A,1,Intermediate,,,2048.0,1
N,,50597,,,,16434,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,CHEMBL622137,10116.0,9354,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16434,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,CHEMBL622138,10116.0,9355,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16434,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,CHEMBL623017,10116.0,9356,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16434,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,CHEMBL623018,10116.0,9357,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16434,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,CHEMBL623019,10116.0,9358,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16434,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,CHEMBL623020,10116.0,9359,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16434,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min.,CHEMBL623021,10116.0,9360,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16434,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min.,CHEMBL623022,10116.0,9361,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16435,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,CHEMBL623023,10116.0,9362,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16435,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,CHEMBL623024,10116.0,9363,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16435,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,CHEMBL623025,10116.0,9364,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16435,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,CHEMBL620545,10116.0,9365,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16435,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,CHEMBL620546,10116.0,9366,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16435,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,CHEMBL620547,10116.0,9367,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16435,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,CHEMBL620548,10116.0,9368,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16435,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,CHEMBL620549,10116.0,9369,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16434,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,CHEMBL620550,10116.0,9370,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16434,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,CHEMBL620551,10116.0,9371,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16434,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,CHEMBL620552,10116.0,9372,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16435,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,CHEMBL620553,10116.0,9373,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16435,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,CHEMBL620554,10116.0,9374,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16435,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,CHEMBL875845,10116.0,9375,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16435,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,CHEMBL620555,10116.0,9376,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16435,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,CHEMBL620556,10116.0,9377,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16435,Muscle tissue,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,CHEMBL620557,10116.0,9378,A,1,Intermediate,,,2385.0,1
N,,50597,,,,16434,,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,CHEMBL620558,10116.0,9379,A,1,Intermediate,,,,1
N,,50597,,,,16434,,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,CHEMBL620559,10116.0,9380,A,1,Intermediate,,,,1
N,,50597,,,,16434,,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,CHEMBL622939,10116.0,9381,A,1,Intermediate,,,,1
N,,50597,,,,16434,,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,CHEMBL622940,10116.0,9382,A,1,Intermediate,,,,1
N,,50597,,,,16434,,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,CHEMBL622941,10116.0,9383,A,1,Intermediate,,,,1
N,,50597,,,,16434,,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,CHEMBL622942,10116.0,9384,A,1,Intermediate,,,,1
N,,50597,,,,16434,,Rattus norvegicus,,BAO_0000218,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,CHEMBL622943,10116.0,9385,A,1,Intermediate,,,,1
