cell_id,assay_cell_type,doc_id,assay_organism,confidence_score,assay_type,assay_tax_id,assay_subcellular_fraction,relationship_type,tid,assay_strain,variant_id,assay_id,chembl_id,curated_by,assay_tissue,src_assay_id,bao_format,description,assay_category,tissue_id,assay_test_type,src_id
,,13750,Saccharomyces cerevisiae,8,B,4932.0,,H,100249,,,260,CHEMBL615701,Expert,,,BAO_0000357,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,,,1
,,7662,Rattus norvegicus,0,B,10116.0,,U,22226,,,261,CHEMBL615702,Autocuration,,,BAO_0000019,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,,1
,,7662,Rattus norvegicus,0,B,10116.0,,U,22226,,,262,CHEMBL615703,Autocuration,,,BAO_0000019,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,,1
,,7662,Rattus norvegicus,0,B,10116.0,,U,22226,,,263,CHEMBL615704,Autocuration,,,BAO_0000019,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,,,1
,,12211,,6,F,,,H,104698,,,264,CHEMBL615705,Autocuration,,,BAO_0000019,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,1
,,12211,,6,F,,,H,104698,,,265,CHEMBL615706,Autocuration,,,BAO_0000019,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,1
,,12211,Cavia porcellus,9,F,10141.0,,D,20033,,,266,CHEMBL615707,Intermediate,Ileum,,BAO_0000221,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,2116.0,,1
,,12211,,8,F,,,H,10623,,,267,CHEMBL615708,Expert,,,BAO_0000019,Stimulatory activity of intragastric pressure was tested in the rat,,,,1
,,15453,,8,B,,,H,121,,,268,CHEMBL615709,Autocuration,,,BAO_0000357,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,,,1
,,11884,Rattus norvegicus,0,F,10116.0,,U,22226,,,269,CHEMBL615710,Autocuration,,,BAO_0000218,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,,,1
,,7185,,8,F,,,H,12688,,,270,CHEMBL615711,Autocuration,,,BAO_0000019,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,,,1
,,6876,Homo sapiens,9,B,9606.0,,D,121,,,271,CHEMBL615712,Expert,,,BAO_0000357,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,,,1
,,6876,Homo sapiens,9,B,9606.0,,D,121,,,272,CHEMBL836325,Expert,,,BAO_0000357,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,,,1
,,11863,,8,F,,,H,12198,,,273,CHEMBL615713,Autocuration,,,BAO_0000019,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,,,1
,,11863,,8,B,,,H,12198,,,274,CHEMBL615714,Autocuration,,,BAO_0000357,Inhibition constant of high-affinity 5-HT uptake,,,,1
,,11863,,8,F,,,H,12198,,,275,CHEMBL615715,Autocuration,,,BAO_0000019,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,,,1
,,11863,,8,F,,,H,12198,,,276,CHEMBL615716,Autocuration,,,BAO_0000019,Maximum rate was determined for high affinity transport of 5-HT,,,,1
,,4639,,4,F,,,H,104714,,,277,CHEMBL615717,Autocuration,,,BAO_0000019,Compound was tested for agonistic activity against 5-HT uptake,,,,1
,,15796,,8,B,,,H,10577,,,278,CHEMBL881818,Expert,,,BAO_0000019,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,,,1
,,15796,Bos taurus,8,B,9913.0,,H,105,,,279,CHEMBL884540,Expert,,,BAO_0000357,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,,,,1
,,12801,Rattus norvegicus,5,B,10116.0,,D,104744,,,280,CHEMBL615718,Autocuration,,,BAO_0000224,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,,,,1
,,12801,,4,B,,,H,104744,,,281,CHEMBL615719,Autocuration,,,BAO_0000224,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,,,,1
,,12120,,4,B,,Membranes,H,104744,,,282,CHEMBL615720,Autocuration,,,BAO_0000249,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,,,,1
,,12120,,4,B,,Membranes,H,104744,,,283,CHEMBL615721,Autocuration,,,BAO_0000249,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,,,,1
,,11963,,4,B,,,H,104744,,,284,CHEMBL615722,Autocuration,,,BAO_0000019,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,,,1
,,11701,,8,F,,,H,51,,,285,CHEMBL615723,Autocuration,,,BAO_0000019,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,,,,1
,,9995,,8,B,,,H,51,,,286,CHEMBL615724,Autocuration,Hippocampus,,BAO_0000221,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,10000000.0,,1
,,9995,,8,B,,,H,51,,,287,CHEMBL615725,Autocuration,Hippocampus,,BAO_0000221,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,,10000000.0,,1
,,9995,,8,B,,,H,51,,,288,CHEMBL615726,Autocuration,Hippocampus,,BAO_0000221,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,10000000.0,,1
,,16394,,8,F,,,H,10576,,,289,CHEMBL615727,Autocuration,,,BAO_0000218,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),,,In vivo,1
,,11574,Cavia porcellus,9,F,10141.0,,D,105570,,,290,CHEMBL615728,Intermediate,,,BAO_0000019,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,,,,1
449.0,CHO,15779,,8,B,,,H,279,,,291,CHEMBL857971,Autocuration,,,BAO_0000219,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,,,1
,,15363,,8,B,,,H,107,,,292,CHEMBL615729,Autocuration,,,BAO_0000357,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,,,,1
,,15363,Rattus norvegicus,9,F,10116.0,,D,12687,,,293,CHEMBL615730,Expert,,,BAO_0000019,Efficacy against 5-hydroxytryptamine 2A receptor,,,,1
,,15329,,8,F,,,H,12687,,,294,CHEMBL615731,Expert,,,BAO_0000019,Intrinsic activity towards 5-HT2A receptor of rat tail artery,,,,1
,,15329,,8,F,,,H,12687,,,295,CHEMBL615732,Expert,,,BAO_0000019,Relative potency towards 5-HT2A receptor of rat tail artery,,,,1
,,15329,,8,F,,,H,12687,,,296,CHEMBL615733,Expert,,,BAO_0000019,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,,,,1
,,15329,,8,F,,,H,12687,,,297,CHEMBL615734,Expert,,,BAO_0000019,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,,,,1
,,15329,,8,F,,,H,12687,,,298,CHEMBL615735,Autocuration,,,BAO_0000019,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,,,,1
,,15329,,8,F,,,H,12687,,,299,CHEMBL615736,Expert,,,BAO_0000019,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,,,,1
,,273,Cavia porcellus,9,F,10141.0,,D,20033,,,300,CHEMBL615737,Intermediate,Ileum,,BAO_0000221,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,,2116.0,,1
,,273,Cavia porcellus,9,F,10141.0,,D,20033,,,301,CHEMBL615738,Intermediate,Ileum,,BAO_0000221,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),,2116.0,,1
,,273,Cavia porcellus,9,F,10141.0,,D,20033,,,302,CHEMBL615739,Intermediate,Ileum,,BAO_0000221,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,,2116.0,,1
,,12092,,8,B,,,H,10623,,,303,CHEMBL615278,Autocuration,,,BAO_0000357,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,,,,1
,,1317,Rattus norvegicus,9,F,10116.0,,D,10623,,,304,CHEMBL615279,Expert,,,BAO_0000019,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,,,,1
,,12409,,8,B,,,H,168,,,305,CHEMBL615280,Expert,,,BAO_0000357,Binding affinity against 5-hydroxytryptamine 4 receptor,,,,1
,,11126,Gallus gallus,0,B,9031.0,,U,22226,,,306,CHEMBL615281,Autocuration,,,BAO_0000019,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,,,,1
,,11126,Homo sapiens,0,F,9606.0,,U,22226,,,307,CHEMBL615282,Autocuration,,,BAO_0000019,Inhibitory effect (10e-6 M) on the 25-OH-D3-1-hydroxylase activity,,,,1
,,11126,Homo sapiens,0,F,9606.0,,U,22226,,,308,CHEMBL615283,Autocuration,,,BAO_0000019,25-OH-D3-1-hydroxylase activity (10e-6 M) was measured as %control,,,,1
649.0,HL-60,11126,Homo sapiens,1,B,9606.0,,N,80156,,,309,CHEMBL615284,Autocuration,,,BAO_0000219,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of human HL-60 cells,,,,1
,,11126,Homo sapiens,0,B,9606.0,,U,22226,,,310,CHEMBL615285,Autocuration,,,BAO_0000019,Inhibitory effect (10e-6 M) on the 25-hydroxyvitamin D3-1-hydroxylase activity,,,,1
,,11126,Homo sapiens,0,B,9606.0,,U,22226,,,311,CHEMBL615286,Autocuration,,,BAO_0000019,25-hydroxyvitamin D3-1-hydroxylase activity (10e-6 M) was measured as %control,,,,1
,Oocytes,17807,Homo sapiens,7,B,9606.0,,D,104703,,,312,CHEMBL615287,Autocuration,,,BAO_0000219,Displacement of [3H]-Ro- 15-1788 from human GABA-A alpha-1-beta-3-gamma-2 receptor subunits expressed in Xenopus oocytes,,,,1
,,16575,,2,F,,,S,100256,,,313,CHEMBL615288,Intermediate,,,BAO_0000220,Chymotryptic inhibitory activity against 26S proteasome,,,,1
,,15407,,2,B,,,S,100256,,,314,CHEMBL615289,Intermediate,,,BAO_0000220,Inhibitory activity against 26S proteasome degradation of IkB,,,,1
478.0,A2780,10797,Homo sapiens,1,F,9606.0,,N,81034,,,315,CHEMBL615290,Intermediate,,,BAO_0000219,In vitro inhibition of 2780/DOX ovarian cancer cell line,,,,1
478.0,A2780,10797,Homo sapiens,1,F,9606.0,,N,81034,,,316,CHEMBL884522,Intermediate,,,BAO_0000219,In vitro inhibition of 2780/S ovarian cancer cell line,,,,1
,,3469,Homo sapiens,0,F,9606.0,,U,22226,,,317,CHEMBL615291,Autocuration,,,BAO_0000019,Relative activity on the cellular accumulation of vincristine in multidrug-resistant (MDR) human ovarian cancer 2780AD cells,,,,1
,,16037,,3,B,,,M,22222,,,318,CHEMBL615292,Intermediate,,,BAO_0000225,Association constant for binding to AATT 28-mer AATT hairpin,,,,1
,,16037,,3,B,,,M,22222,,,319,CHEMBL615293,Intermediate,,,BAO_0000225,Kinetically Defined Association Constant for 28-mer AATT hairpin.,,,,1
,,16037,,3,B,,,M,22222,,,320,CHEMBL615294,Intermediate,,,BAO_0000225,Reaction Rate Parameter for 28-mer AATT hairpin,,,,1
,,16037,,3,B,,,M,22222,,,321,CHEMBL615295,Intermediate,,,BAO_0000225,Reaction Rate Parameter for 28-mer AATT hairpin,,,,1
,,16524,Homo sapiens,0,F,9606.0,,U,22226,,,322,CHEMBL825021,Autocuration,,,BAO_0000019,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 1),,,,1
,,16524,Homo sapiens,0,F,9606.0,,U,22226,,,323,CHEMBL615296,Autocuration,,,BAO_0000019,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 2),,,,1
,,16524,Homo sapiens,0,F,9606.0,,U,22226,,,324,CHEMBL615297,Autocuration,,,BAO_0000019,Inhibitory concentration by single cycle replication assay using envelope deficient HIV-1,,,,1
,,16758,Cricetulus griseus,0,F,10029.0,,U,22226,,,325,CHEMBL615298,Autocuration,,,BAO_0000019,Cytotoxicity against cell line 2SC/20 determined by MTT test,,,,1
,,16758,Cricetulus griseus,0,F,10029.0,,U,22226,,,326,CHEMBL615299,Autocuration,,,BAO_0000019,Cytotoxicity against cell line 2SC/20 of hamster determined by MTT test,,,,1
,,16758,Cricetulus griseus,0,F,10029.0,,U,22226,,,327,CHEMBL615300,Autocuration,,,BAO_0000019,Inhibitory concentration against the growth of 2SC/20 cell line after 72 hr of drug exposure by MTT test,,,,1
,,14360,,8,B,,,H,241,,,328,CHEMBL615301,Autocuration,,,BAO_0000357,Binding affinity on 3 beta-hydroxysteroid dehydrogenase,,,,1
,,14360,Homo sapiens,9,B,9606.0,,D,241,,,329,CHEMBL615302,Expert,,,BAO_0000357,Binding affinity for 3-beta-hydroxysteroid dehydrogenase,,,,1
,,9964,Rattus norvegicus,0,B,10116.0,,U,22226,,,330,CHEMBL615303,Autocuration,,,BAO_0000019,Selectivity ratio of ID50 in liver and heart,,,,1
,,9964,,8,B,,,H,12132,,,331,CHEMBL615304,Autocuration,,,BAO_0000019,"Selectivity, ratio of relative ID50 in liver and heart",,,,1
,,9964,,8,B,,,H,12132,,,332,CHEMBL615305,Autocuration,,,BAO_0000019,Binding affinity to the receptor was determined in isolated nuclei of heart(In vitro) relative to T3,,,,1
,,9964,,8,B,,,H,12132,,,333,CHEMBL615306,Autocuration,,,BAO_0000218,"Binding affinity to the receptor was determined in nuclei of heart In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",,,,1
,,9964,,8,B,,,H,12132,,,334,CHEMBL615307,Autocuration,,,BAO_0000218,"Binding affinity to the receptor was determined in nuclei of liver In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",,,,1
,,9964,,8,B,,,H,12132,,,335,CHEMBL615308,Autocuration,,,BAO_0000218,"Binding affinity to the receptor was determined in nuclei of liver in vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",,,In vivo,1
,,9964,,8,F,,,H,12132,,,336,CHEMBL615309,Autocuration,,,BAO_0000218,"Binding affinity to the receptor was determined in nuclei of liver in vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",,,In vivo,1
,,9964,,0,B,,,U,22226,,,337,CHEMBL615310,Autocuration,,,BAO_0000019,"Binding affinity to the thyroid hormone receptor was determined in vitro in isolated nuclei of rat liver relative to 3,5,3' triiodothyronine",,,,1
,,9964,,8,B,,,H,12132,,,338,CHEMBL615311,Autocuration,,,BAO_0000019,Binding affinity to the receptor was determined in vitro in isolated nuclei of rat liver relative to T3,,,,1
,,9964,Homo sapiens,0,B,9606.0,,U,22226,,,339,CHEMBL615312,Autocuration,,,BAO_0000019,"Binding affinity to thyroid hormone receptor beta, relative to 3,5,3' triiodothyronine receptor, in isolated nuclei of heart",,,,1
,,9964,,8,B,,,H,12132,,,340,CHEMBL615313,Autocuration,,,BAO_0000019,In vitro binding affinity to the receptor was determined in isolated nuclei of heart relative to T3,,,,1
,,9964,,8,F,,,H,12132,,,341,CHEMBL615314,Autocuration,,,BAO_0000019,In vitro binding affinity to the receptor was determined in isolated nuclei of heart relative to T3,,,,1
,,9964,,8,B,,,H,12132,,,342,CHEMBL615315,Autocuration,,,BAO_0000019,"Binding affinity to the receptor was determined in isolated nuclei of heart(In vitro) relative to 3,5,3' triiodothyronine receptor",,,,1
,,9964,Rattus norvegicus,0,B,10116.0,,U,22226,,,343,CHEMBL615316,Autocuration,,,BAO_0000218,"In vivo binding affinity for 3,5,3'' triiodothyronine receptor of heart nuclei 1 hr after intravenous administration",,,,1
,,9964,,8,B,,,H,12132,,,344,CHEMBL615317,Autocuration,,,BAO_0000218,Binding affinity to the receptor was determined in nuclei of heart in vivo 1 hour after intravenous administration relative to T3,,,In vivo,1
,,9964,,8,B,,,H,12132,,,345,CHEMBL615318,Autocuration,,,BAO_0000218,"Binding affinity to the receptor was determined in nuclei of liver In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",,,,1
,,9964,Rattus norvegicus,0,B,10116.0,,U,22226,,,346,CHEMBL615319,Autocuration,,,BAO_0000218,"In vivo binding affinity for 3,5,3' triiodothyronine receptor of liver nuclei 1 hour after intravenous administration",,,,1
,,9964,,8,B,,,H,12132,,,347,CHEMBL615320,Autocuration,,,BAO_0000019,"In vitro binding affinity to the receptor was determined in isolated nuclei of heart relative to 3,5,3' triiodothyronine receptor",,,,1
,,9964,,8,F,,,H,12132,,,348,CHEMBL615321,Autocuration,,,BAO_0000019,"In vitro binding affinity to the receptor was determined in isolated nuclei of heart relative to 3,5,3' triiodothyronine receptor",,,,1
,,3796,Rattus norvegicus,0,B,10116.0,,U,22226,,,349,CHEMBL615322,Autocuration,,,BAO_0000019,"Inhibition of [125I]L-T3 binding to rat hepatic 3,5,3''-triiodo-L-thyronine receptor",,,,1
,,4251,Escherichia coli,8,B,562.0,,H,19690,,,350,CHEMBL615323,Autocuration,,,BAO_0000357,Inhibition constant for binding to Co2+ form of 3-dehydroquinate synthase (DHQ) purified from Escherichia coli,,,,1
,,4251,Escherichia coli,8,B,562.0,,H,19690,,,351,CHEMBL615407,Autocuration,,,BAO_0000357,Inhibition constant for binding to Zn2+ form of 3-dehydroquinate synthase (DHQ) purified from Escherichia coli,,,,1
,,4251,Escherichia coli,8,B,562.0,,H,19690,,,352,CHEMBL857267,Autocuration,,,BAO_0000357,Kinetics expressed as Michaelis-Menten constant against Co2+ form of 3-dehydroquinate synthase purified from Escherichia coli,,,,1
,,4251,Escherichia coli,8,B,562.0,,H,19690,,,353,CHEMBL615408,Autocuration,,,BAO_0000357,Kinetics expressed as Michaelis-Menten constant against Zn2+ form of 3-dehydroquinate synthase purified from Escherichia coli,,,,1
,,166,,8,B,,,H,19690,,,354,CHEMBL615409,Autocuration,,,BAO_0000357,Type of inhibition of 3-dehydroquinate synthase was determined; R - Slowly reversible,,,,1
,,17861,,8,B,,,H,19690,,,355,CHEMBL615410,Autocuration,,,BAO_0000357,Compound was evaluated for its inhibitory constant against 3-dehydroquinate synthase,,,,1
,,166,,8,B,,,H,19690,,,356,CHEMBL615411,Autocuration,,,BAO_0000357,Inhibition constant against 3-dehydroquinate synthase,,,,1
,,166,,8,B,,,H,19690,,,357,CHEMBL615412,Autocuration,,,BAO_0000357,Association rate constant against 3-dehydroquinate synthase,,,,1
,,166,,8,B,,,H,19690,,,358,CHEMBL615413,Autocuration,,,BAO_0000357,Rate constant against 3-dehydroquinate synthase,,,,1
,,3548,,0,B,,,U,22226,,,359,CHEMBL615414,Autocuration,,,BAO_0000019,Inhibitory activity against fuc-TVII,,,,1
,,9877,Rattus norvegicus,9,B,10116.0,Microsomes,D,12236,,,360,CHEMBL615415,Autocuration,Liver,,BAO_0000251,Ability of compound (2.5 uM) to inhibit the activity of 3-hydroxy -3- methyl glutanyl coenzyme A reductase(HMGR) using [14C]mevalonate in rat liver microsomes,,2107.0,,1
,,9877,Rattus norvegicus,9,B,10116.0,Microsomes,D,12236,,,361,CHEMBL615416,Autocuration,Liver,,BAO_0000251,Ability of compound (2500 uM) to inhibit the activity of 3-hydroxy -3- methyl glutanyl coenzyme A reductase(HMGR) using [14C]mevalonate in rat liver microsomes,,2107.0,,1
,,9877,Rattus norvegicus,9,B,10116.0,Microsomes,D,12236,,,362,CHEMBL615417,Autocuration,Liver,,BAO_0000251,Ability of compound (250 uM) to inhibit the activity of 3-hydroxy -3- methyl glutanyl coenzyme A reductase(HMGR) using [14C]mevalonate in rat liver microsomes,,2107.0,,1
,,9877,Rattus norvegicus,9,B,10116.0,Microsomes,D,12236,,,363,CHEMBL615418,Autocuration,Liver,,BAO_0000251,Ability of compound (25 uM) to inhibit the activity of 3-hydroxy -3- methyl glutanyl coenzyme A reductase(HMGR) using [14C]mevalonate in rat liver microsomes,,2107.0,,1
,,9877,Rattus norvegicus,9,B,10116.0,Microsomes,D,12236,,,364,CHEMBL615419,Autocuration,Liver,,BAO_0000251,Ability of compound at 0 uM to inhibit the activity of 3-hydroxy -3- methyl glutanyl coenzyme A reductase(HMGR) using [14C]mevalonate in rat liver microsomes,,2107.0,,1
,,9877,Rattus norvegicus,9,B,10116.0,Microsomes,D,12236,,,365,CHEMBL615420,Autocuration,Liver,,BAO_0000251,Ability of compound to inhibit the activity of 3-hydroxy-3-methylglutarylcoenzyme A(HMGR) reductase in rat liver microsomes,,2107.0,,1
,,9877,Rattus norvegicus,9,B,10116.0,Microsomes,D,12236,,,366,CHEMBL615421,Autocuration,Liver,,BAO_0000251,Percentage inhibition of 3-hydroxy-3-methyl glutaryl coenzyme A reductase in rat liver microsomes at 250 uM,,2107.0,,1
,,9877,Rattus norvegicus,9,B,10116.0,Microsomes,D,12236,,,367,CHEMBL615422,Autocuration,Liver,,BAO_0000251,Percentage inhibition of 3-hydroxy -3- methyl glutanyl coenzyme A reductase(HMGR) in rat liver microsomes at 0 uM,,2107.0,,1
,,9877,Rattus norvegicus,9,B,10116.0,Microsomes,D,12236,,,368,CHEMBL615423,Autocuration,Liver,,BAO_0000251,Percentage inhibition of 3-hydroxy -3- methyl glutanyl coenzyme A reductase(HMGR) in rat liver microsomes at 2.5 uM,,2107.0,,1
,,9877,Rattus norvegicus,9,B,10116.0,Microsomes,D,12236,,,369,CHEMBL872868,Autocuration,Liver,,BAO_0000251,Percentage inhibition of 3-hydroxy -3- methyl glutanyl coenzyme A reductase(HMGR) in rat liver microsomes at 2500 uM,,2107.0,,1
,,9877,Rattus norvegicus,9,B,10116.0,Microsomes,D,12236,,,370,CHEMBL615424,Autocuration,Liver,,BAO_0000251,Percentage inhibition of 3-hydroxy -3- methyl glutanyl coenzyme A reductase(HMGR) in rat liver microsomes at 25 uM,,2107.0,,1
,,3003,,4,B,,,H,104832,,,371,CHEMBL825022,Autocuration,,,BAO_0000224,Inhibitory activity against 3-phosphoglycerate kinase.,,,,1
,,3003,,4,B,,,H,104832,,,372,CHEMBL615425,Autocuration,,,BAO_0000224,Binding affinity was evaluated towards 3-phosphoglycerate kinase at 37 degrees Celsius in 0.1 m NaCl pH 7.1,,,,1
,,3003,,4,B,,,H,104832,,,373,CHEMBL615426,Autocuration,,,BAO_0000224,"Michaelis-Menten constant with 1,3-bisphosphoglyceric acid (1,3-BPG) against 3-phosphoglycerate kinase",,,,1
,,17185,Homo sapiens,9,B,9606.0,,D,10612,,,374,CHEMBL615427,Expert,,,BAO_0000357,Inhibition of human 3-phosphoinositide-dependent protein kinase 1 at 10 uM,,,,1
844.0,3677 melanoma cell line,6072,Homo sapiens,1,F,9606.0,,N,80616,,,375,CHEMBL615428,Intermediate,,,BAO_0000219,Cytotoxicity on 3677 melanoma cells,,,,1
844.0,3677 melanoma cell line,6072,Homo sapiens,1,F,9606.0,,N,80616,,,376,CHEMBL615429,Intermediate,,,BAO_0000219,Cytotoxicity on 3677 melanoma cells in combination with L-49-sFv-bL,,,,1
700.0,MC-38,5018,Mus musculus,1,F,10090.0,,N,80617,,,377,CHEMBL615430,Intermediate,,,BAO_0000219,Antitumor activity against Mouse colon 38 at 500 ug/disk in disk diffusion assay,,,,1
,,2852,Homo sapiens,0,F,9606.0,,U,22226,,,378,CHEMBL615431,Intermediate,,,BAO_0000019,Compound was evaluated for inhibition of tumor cell growth using sulforhodamine-B assay in 38 human cell lines,,,,1
798.0,B16,8663,,0,F,,,U,22226,,,379,CHEMBL615432,Autocuration,,,BAO_0000218,In vivo antitumor activity against 3B131 intraperitoneally implanted B16 melanoma cells; NT= Not tested,,,,1
798.0,B16,8663,,0,F,,,U,22226,,,380,CHEMBL615433,Autocuration,,,BAO_0000218,In vivo antitumor activity against 3B131 intraperitoneally implanted B16 melanoma cells; reproducible significant activity.,,,,1
,,3245,Human rhinovirus 14,9,F,12131.0,,D,12464,,,381,CHEMBL615434,Expert,,,BAO_0000019,Inhibitory activity against Human RhinoVirus serotype-14 3C Protease,,,,1
,,3245,Human rhinovirus sp.,1,F,169066.0,,N,50085,,,382,CHEMBL615435,Intermediate,,,BAO_0000218,Inhibitory activity against Human RhinoVirus serotype-14 3C Protease; NI means No inhibition to 50 uM,,,,1
,,3877,human rhinovirus type 14,1,F,169066.0,,N,50679,,,383,CHEMBL615436,Intermediate,,,BAO_0000218,Compound was evaluated for the inactivation of HRV 14 3C protease activity expressed as KI,,,,1
,,3877,human rhinovirus type 14,1,F,169066.0,,N,50679,,,384,CHEMBL615437,Intermediate,,,BAO_0000218,Compound was evaluated for the inactivation of HRV 14 3C protease activity expressed as kinact,,,,1
,,5861,Human rhinovirus 14,9,F,12131.0,,D,12464,,,385,CHEMBL615438,Expert,,,BAO_0000019,Antiviral activity against human rhinovirus-14 (HRV-14) 3C protease using enzyme assay,,,,1
,,5861,Human rhinovirus 14,9,F,12131.0,,D,12464,,,386,CHEMBL615439,Expert,,,BAO_0000019,Antiviral activity against human rhinovirus-14 (HRV-14) 3C protease using enzyme assay,,,,1
,,5861,Human rhinovirus 14,9,F,12131.0,,D,12464,,,387,CHEMBL615440,Expert,,,BAO_0000019,Antiviral activity against human rhinovirus-14 (HRV-14) 3C protease using enzyme assay,,,,1
,,5861,Human rhinovirus 14,9,F,12131.0,,D,12464,,,388,CHEMBL615441,Expert,,,BAO_0000019,Antiviral activity against human rhinovirus-14 (HRV-14) 3C protease using enzyme assay; inactive,,,,1
,,13748,Enterovirus,1,F,12059.0,,N,50665,,,389,CHEMBL615641,Intermediate,,,BAO_0000218,Compound was tested for the inhibitory activity of compound towards human rhinovirus 3C protease,,,,1
,,13748,Enterovirus,1,F,12059.0,,N,50665,,,390,CHEMBL872065,Intermediate,,,BAO_0000218,Compound was tested for the inhibitory activity of compound towards human rhinovirus-16 3C protease,,,,1
,,13748,Enterovirus,1,F,12059.0,,N,50665,,,391,CHEMBL825023,Intermediate,,,BAO_0000218,Compound was tested for the inhibitory activity of compound towards human rhinovirus-2 3C protease,,,,1
,,13748,Enterovirus,1,F,12059.0,,N,50665,,,392,CHEMBL615642,Intermediate,,,BAO_0000218,Compound was tested for the inhibitory activity of compound towards human rhinovirus-89 3C protease,,,,1
,,13748,Human rhinovirus B,8,B,147712.0,,H,12464,,,393,CHEMBL615643,Expert,,,BAO_0000357,Inhibition of human rhinovirus 3C protease,,,,1
,,17699,Homo sapiens,0,B,9606.0,,U,22226,,,394,CHEMBL615644,Autocuration,,,BAO_0000019,Compound was tested for inhibition of a proteinase 3CL pro of human coronavirus; Inhibited,,,,1
833.0,3EM 37,7145,Mus musculus,1,F,10090.0,,N,80619,,,395,CHEMBL615645,Intermediate,,,BAO_0000218,Compound tested for activity against 3EM 37 mouse ependymoblastoma after single ip injection on day 1 at optimal dose of 100 mg/kg (Dose range 200-12.5),,,,1
833.0,3EM 37,7145,Mus musculus,1,F,10090.0,,N,80619,,,396,CHEMBL615646,Intermediate,,,BAO_0000218,Compound tested for activity against 3EM 37 mouse ependymoblastoma after single ip injection on day 1 at optimal dose of 128 mg/kg (Dose range 256-16),,,,1
