ss_sbclllr_frctn,ss_tst_tp,ss_tss,ss_cll_tp,ss_ctgr,cnfdnc_scr,vrnt_d,src_ss_d,rltnshp_tp,td,dc_d,src_d,ss_tx_d,ss_d,ss_strn,b_frmt,ss_rgnsm,tss_d,chmbl_d,ss_tp,cll_d,dscrptn,crtd_b
,In vivo,Blood,,,1,,,N,50597,11149,1,10116.0,9599,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL627110,A,,Half life was measured as time taken to reach the half of the initial dose in the blood after oral administration to male F344 rats,Intermediate
,In vivo,,,,0,,,U,22224,2891,1,9443.0,9600,,BAO_0000218,Primates,,CHEMBL627111,A,,Half life was measured in monkey at dose of 10 mg/kg by po administration,Intermediate
,In vivo,,,,0,,,U,22224,2891,1,9443.0,9601,,BAO_0000218,Primates,,CHEMBL627112,A,,Half life was measured in monkey at dose of 10 mg/kg by po administration,Intermediate
,In vivo,,,,0,,,U,22224,2891,1,10116.0,9602,,BAO_0000218,Rattus norvegicus,,CHEMBL627113,A,,Half life was measured in rat at dose of 30 mg/kg by iv administration,Intermediate
,In vivo,,,,0,,,U,22224,2891,1,10116.0,9603,,BAO_0000218,Rattus norvegicus,,CHEMBL627114,A,,Half life was measured in rat at dose of 30 mg/kg by po administration,Intermediate
,,,,,1,,,N,50597,4026,1,10116.0,9604,,BAO_0000218,Rattus norvegicus,,CHEMBL627115,A,,Half life (t1/2) was determined,Intermediate
,,,,,1,,,N,50597,4527,1,10116.0,9605,,BAO_0000218,Rattus norvegicus,,CHEMBL627116,A,,Half life period at a dose of 10 uM/kg in rat was determined,Intermediate
,In vivo,,,,1,,,N,50597,4527,1,10116.0,9606,,BAO_0000218,Rattus norvegicus,,CHEMBL627117,A,,Half life period by oral administration at a dose of 100 uM/kg in rat was determined; ND is not determined,Intermediate
,,,,,1,,,N,50597,5503,1,10116.0,9607,,BAO_0000218,Rattus norvegicus,,CHEMBL627118,A,,Half life period was determined,Intermediate
,In vivo,,,,1,,,N,50597,4426,1,10116.0,9608,,BAO_0000218,Rattus norvegicus,,CHEMBL627119,A,,Half life period after intravenous administration at 20 mpk in rats,Intermediate
,In vivo,,,,1,,,N,50597,4426,1,10116.0,9609,,BAO_0000218,Rattus norvegicus,,CHEMBL627120,A,,Half life period after intravenous administration at 20 mpk in rats; Not performed.,Intermediate
,In vivo,,,,1,,,N,50597,6109,1,10116.0,9610,,BAO_0000218,Rattus norvegicus,,CHEMBL626922,A,,Half life period after intravenous administration in rat,Intermediate
,In vivo,,,,1,,,N,50597,5654,1,10116.0,9611,,BAO_0000218,Rattus norvegicus,,CHEMBL626923,A,,Half life period as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,Intermediate
,In vivo,,,,1,,,N,50597,5654,1,10116.0,9612,,BAO_0000218,Rattus norvegicus,,CHEMBL626924,A,,Half life period as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,Intermediate
,,Plasma,,,1,,,N,50597,4755,1,10116.0,9613,,BAO_0000218,Rattus norvegicus,1969.0,CHEMBL626925,A,,Half life period in 80% rat plasma at 37 degree Centigrade,Intermediate
,,,,,1,,,N,50597,5862,1,10116.0,9614,,BAO_0000218,Rattus norvegicus,,CHEMBL626926,A,,Half life period in SD rats,Intermediate
,,Plasma,,,1,,,N,50597,1515,1,10116.0,9615,,BAO_0000218,Rattus norvegicus,1969.0,CHEMBL626927,A,,Half life period in human plasma at 25 degree Celsius temperature (pH 7.4),Intermediate
,,Plasma,,,1,,,N,50597,1515,1,10116.0,9616,,BAO_0000218,Rattus norvegicus,1969.0,CHEMBL626928,A,,Half life period in human plasma at 37 degree Celsius temperature (pH 7.4),Intermediate
,,Plasma,,,1,,,N,50597,1515,1,10116.0,9617,,BAO_0000218,Rattus norvegicus,1969.0,CHEMBL626929,A,,Half life period in human plasma at 37 degree Celsius temperature (pH 7.4); ND means no data,Intermediate
,,Plasma,,,1,,,N,50597,1515,1,10116.0,9618,,BAO_0000218,Rattus norvegicus,1969.0,CHEMBL626930,A,,Half life period in human plasma at 37 degree Celsius temperature (pH 7.4); ND means no data,Intermediate
,,,,,1,,,N,50597,5960,1,10116.0,9619,,BAO_0000218,Rattus norvegicus,,CHEMBL626931,A,,Half life period in rat,Intermediate
,,,,,1,,,N,50597,6103,1,10116.0,9620,,BAO_0000218,Rattus norvegicus,,CHEMBL626932,A,,Half life period in rat,Intermediate
,,,,,1,,,N,50597,6317,1,10116.0,9621,,BAO_0000218,Rattus norvegicus,,CHEMBL626933,A,,Half life period in rat,Intermediate
,In vivo,,,,1,,,N,50597,6644,1,10116.0,9622,,BAO_0000218,Rattus norvegicus,,CHEMBL873826,A,,Half life period in rat after oral administration at 10.5 mg/kg dose,Intermediate
,In vivo,,,,1,,,N,50597,6644,1,10116.0,9623,,BAO_0000218,Rattus norvegicus,,CHEMBL626934,A,,Half life period in rat after oral administration at 11.2 mg/kg dose,Intermediate
,In vivo,,,,1,,,N,50597,6644,1,10116.0,9624,,BAO_0000218,Rattus norvegicus,,CHEMBL626935,A,,Half life period in rat after oral administration at 13 mg/kg dose,Intermediate
,In vivo,,,,1,,,N,50597,6644,1,10116.0,9625,,BAO_0000218,Rattus norvegicus,,CHEMBL626936,A,,Half life period in rat after oral administration at 9.7 mg/kg dose,Intermediate
,,,,,1,,,N,50597,5974,1,10116.0,9626,,BAO_0000218,Rattus norvegicus,,CHEMBL626937,A,,In vivo Area under curve (AUC) was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,Intermediate
,,,,,1,,,N,50597,6295,1,10116.0,9627,,BAO_0000218,Rattus norvegicus,,CHEMBL625906,A,,In vivo area under curve in rat plasma exposure after oral administration 50 mg/kg,Intermediate
,,,,,1,,,N,50597,6296,1,10116.0,9628,,BAO_0000218,Rattus norvegicus,,CHEMBL625907,A,,In vivo area under curve in rat plasma exposure after oral administration 50 mg/kg,Intermediate
,,,,,1,,,N,50597,16427,1,10116.0,9629,,BAO_0000218,Rattus norvegicus,,CHEMBL625908,A,,PK study was carried to determine AUC (area under curve) value in rat,Intermediate
,,,,,1,,,N,50597,16367,1,10116.0,9630,,BAO_0000218,Rattus norvegicus,,CHEMBL625909,A,,Pharmacokinetic parameter AUC after intravenous administration to rats,Intermediate
,,,,,1,,,N,50597,16367,1,10116.0,9631,,BAO_0000218,Rattus norvegicus,,CHEMBL625910,A,,Pharmacokinetic parameter AUC after oral administration to rats,Intermediate
,,,,,1,,,N,50597,16365,1,10116.0,9632,,BAO_0000218,Rattus norvegicus,,CHEMBL625911,A,,Pharmacokinetic parameter AUC was evaluated intravenous administration of 3 mg/kg,Intermediate
,,,,,1,,,N,50597,16365,1,10116.0,9633,,BAO_0000218,Rattus norvegicus,,CHEMBL625912,A,,Pharmacokinetic parameter AUC was evaluated when a dose of 10 mg/kg is administered orally to a fasting rat,Intermediate
,,,,,1,,,N,50597,16365,1,10116.0,9634,,BAO_0000218,Rattus norvegicus,,CHEMBL626538,A,,Pharmacokinetic parameter AUC was evaluated when a dose of 1 mg/kg is administered orally to a fasting rat,Intermediate
,,,,,1,,,N,50597,16365,1,10116.0,9635,,BAO_0000218,Rattus norvegicus,,CHEMBL876794,A,,Pharmacokinetic parameter AUC was evaluated when a dose of 30 mg/kg is administered orally,Intermediate
,,,,,1,,,N,50597,16365,1,10116.0,9636,,BAO_0000218,Rattus norvegicus,,CHEMBL626539,A,,Pharmacokinetic parameter AUC was evaluated when a dose of 3 mg/kg is administered orally,Intermediate
,,,,,1,,,N,50597,16365,1,10116.0,9637,,BAO_0000218,Rattus norvegicus,,CHEMBL626540,A,,Pharmacokinetic parameter AUC was evaluated when a dose of 3 mg/kg is administered orally to a fasting rat,Intermediate
,,,,,1,,,N,50597,5394,1,10116.0,9638,,BAO_0000218,Rattus norvegicus,,CHEMBL626541,A,,Pharmacokinetic parameter area under curve (AUC) was measured after administration into monkey at 3 mg/kg,Intermediate
,,,,,1,,,N,50597,5394,1,10116.0,9639,,BAO_0000218,Rattus norvegicus,,CHEMBL626542,A,,Pharmacokinetic parameter area under curve (AUC) was measured after administration into rat at 10 mg/kg,Intermediate
,,,,,1,,,N,50597,2792,1,10116.0,9640,,BAO_0000218,Rattus norvegicus,,CHEMBL626543,A,,Pharmacokinetic parameter area under curve was determined at 10 mg/kg po dose in rats,Intermediate
,,,,,1,,,N,50597,2792,1,10116.0,9641,,BAO_0000218,Rattus norvegicus,,CHEMBL626544,A,,Pharmacokinetic parameter area under curve was determined at 2 mg/kg i.v. dose in rats,Intermediate
,,,,,1,,,N,50597,2792,1,10116.0,9642,,BAO_0000218,Rattus norvegicus,,CHEMBL626545,A,,Pharmacokinetic parameter area under curve was determined at 3 mg/kg po dose in rats,Intermediate
,,,,,1,,,N,50597,2792,1,10116.0,9643,,BAO_0000218,Rattus norvegicus,,CHEMBL626546,A,,Pharmacokinetic parameter area under curve was determined at 5 mg/kg i.v. dose in rats,Intermediate
,,,,,1,,,N,50597,5334,1,10116.0,9644,,BAO_0000218,Rattus norvegicus,,CHEMBL626547,A,,Pharmacokinetic parameter area under curve was reported,Intermediate
,,,,,1,,,N,50597,4408,1,10116.0,9645,,BAO_0000218,Rattus norvegicus,,CHEMBL626548,A,,Pharmacokinetic property (AUC) in rat,Intermediate
,,,,,1,,,N,50597,5983,1,10116.0,9646,,BAO_0000218,Rattus norvegicus,,CHEMBL626549,A,,Pharmacokinetic property (AUC) was measured in rat at the dose of 0.32 mg/kg p.o.,Intermediate
,,,,,1,,,N,50597,4397,1,10116.0,9647,,BAO_0000218,Rattus norvegicus,,CHEMBL626550,A,,Pharmacokinetic property at the dose of 10 mg/kg (20% HPbetaCD) concentration in rat (0 to 6 hr) p.o.,Intermediate
,,,,,1,,,N,50597,4397,1,10116.0,9648,,BAO_0000218,Rattus norvegicus,,CHEMBL626551,A,,Pharmacokinetic property at the dose of 10 mg/kg (20% HPbetaCD) concentration in rat (0 to 6 hr) p.o.; Not tested,Intermediate
,,,,,1,,,N,50597,5491,1,10116.0,9649,,BAO_0000218,Rattus norvegicus,,CHEMBL623777,A,,Pharmacokinetic property was determined,Intermediate
,,,,,1,,,N,50597,5491,1,10116.0,9650,,BAO_0000218,Rattus norvegicus,,CHEMBL623778,A,,Pharmacokinetic property when administered intravenously in rat at 2 mg/kg,Intermediate
,,,,,1,,,N,50597,5491,1,10116.0,9651,,BAO_0000218,Rattus norvegicus,,CHEMBL623779,A,,Pharmacokinetic property when administered intravenously in rat at 2 mg/kg; Not tested,Intermediate
,,Plasma,,,1,,,N,50597,4199,1,10116.0,9652,,BAO_0000218,Rattus norvegicus,1969.0,CHEMBL623780,A,,Pharmacokinetic property( plasma concentration) was determined upon 10 mg/kg in 1% methylcellulose peroral administration in rats,Intermediate
,,Plasma,,,1,,,N,50597,4199,1,10116.0,9653,,BAO_0000218,Rattus norvegicus,1969.0,CHEMBL622015,A,,Pharmacokinetic property( plasma concentration) was determined upon 2 mg/kg in 1% methylcellulose peroral administration in rats,Intermediate
,,Plasma,,,1,,,N,50597,4199,1,10116.0,9654,,BAO_0000218,Rattus norvegicus,1969.0,CHEMBL622016,A,,Pharmacokinetic property( plasma concentration) was determined upon 3 mg/kg in 1% methylcellulose peroral administration in rats,Intermediate
,,,,,1,,,N,50597,5173,1,10116.0,9655,,BAO_0000218,Rattus norvegicus,,CHEMBL622017,A,,"Pharmacokinetic property, AUC determined by rapid rat PK assay observed at 0.25 h",Intermediate
,,,,,1,,,N,50597,5173,1,10116.0,9656,,BAO_0000218,Rattus norvegicus,,CHEMBL622018,A,,"Pharmacokinetic property, AUC determined by rapid rat PK assay observed at 0.5 h",Intermediate
,,,,,1,,,N,50597,5173,1,10116.0,9657,,BAO_0000218,Rattus norvegicus,,CHEMBL622019,A,,"Pharmacokinetic property, AUC determined by rapid rat PK assay observed at 1 h",Intermediate
,,,,,1,,,N,50597,5173,1,10116.0,9658,,BAO_0000218,Rattus norvegicus,,CHEMBL622020,A,,"Pharmacokinetic property, AUC determined by rapid rat PK assay observed at 2 h",Intermediate
,,,,,1,,,N,50597,16366,1,10116.0,9659,,BAO_0000218,Rattus norvegicus,,CHEMBL622021,A,,Pharmacokinetic parameter AUC was determined when a dose of 1 mg/kg was administered intravenously,Intermediate
,,,,,1,,,N,50597,16366,1,10116.0,9660,,BAO_0000218,Rattus norvegicus,,CHEMBL622022,A,,Pharmacokinetic parameter AUC was determined when a dose of 1 mg/kg was administered orally,Intermediate
,,,,,1,,,N,50597,5327,1,10116.0,9661,,BAO_0000218,Rattus norvegicus,,CHEMBL622023,A,,Plasma concentration expressed as area under curve after intravenous administration was determined in rat,Intermediate
,,,,,1,,,N,50597,6681,1,10116.0,9662,,BAO_0000218,Rattus norvegicus,,CHEMBL622024,A,,Plasma concentration for the compound was determined in rats at 50 mg/kg dose,Intermediate
,,,,,1,,,N,50597,12873,1,10116.0,9663,,BAO_0000218,Rattus norvegicus,,CHEMBL622693,A,,Plasma concentration was calculated in rats at a peroral dose of 5 mg/kg of solution (formulation of compound),Intermediate
,,,,,1,,,N,50597,12873,1,10116.0,9664,,BAO_0000218,Rattus norvegicus,,CHEMBL622694,A,,Plasma concentration was calculated in rats at a peroral dose of 5 mg/kg of suspension (formulation of compound),Intermediate
,,,,,1,,,N,50597,6685,1,10116.0,9665,,BAO_0000218,Rattus norvegicus,,CHEMBL622695,A,,"Plasma concentration was determined in rats at 10 mg/kg, p.o. dose",Intermediate
,,,,,1,,,N,50597,6685,1,10116.0,9666,,BAO_0000218,Rattus norvegicus,,CHEMBL622696,A,,"Plasma concentration was determined in rats at 20 mg/kg, i.p. dose",Intermediate
,,,,,1,,,N,50597,6685,1,10116.0,9667,,BAO_0000218,Rattus norvegicus,,CHEMBL622697,A,,"Plasma concentration was determined in rats at 2 mg/kg, i.v. dose",Intermediate
,,,,,1,,,N,50597,6619,1,10116.0,9668,,BAO_0000218,Rattus norvegicus,,CHEMBL622874,A,,"Reduction in area under curve was determined in fa/fa Zucker rats by oral glucose tolerance test following a single i.p. dose (20 mg/kg, 30 min pre-treatment)",Intermediate
,,,,,1,,,N,50597,6619,1,10116.0,9669,,BAO_0000218,Rattus norvegicus,,CHEMBL622875,A,,"Reduction in area under curve was determined in fa/fa Zucker rats by oral glucose tolerance test following a single i.p. dose (30 mg/kg, 30 min pre-treatment)",Intermediate
,,,,,1,,,N,50597,10363,1,10116.0,9670,,BAO_0000218,Rattus norvegicus,,CHEMBL622876,A,,Suppressor cell activity was measured as area under curve(AUC) in normal rats by a splenic cell coculture assay at a dose of 30 mg/kg; Not significant,Intermediate
,,,,,1,,,N,50597,4796,1,10116.0,9671,,BAO_0000218,Rattus norvegicus,,CHEMBL622877,A,,Systemic AUC was determined by pharmacokinetic study conducted in portal vein cannulated rats,Intermediate
,,,,,1,,,N,50597,4910,1,10116.0,9672,,BAO_0000218,Rattus norvegicus,,CHEMBL622878,A,,Tested for concentration in brain after intravenous administration (4.7 mg/kg) to male rats,Intermediate
,,Plasma,,,1,,,N,50597,4910,1,10116.0,9673,,BAO_0000218,Rattus norvegicus,1969.0,CHEMBL622879,A,,Tested for plasma concentration after intravenous administration (4.7 mg/kg) to male rats,Intermediate
,,,,,1,,,N,50597,4839,1,10116.0,9674,,BAO_0000218,Rattus norvegicus,,CHEMBL877602,A,,Tested for the pharmacokinetic parameter in rat and expressed as area under curve,Intermediate
,,,,,1,,,N,50597,15078,1,10116.0,9675,,BAO_0000218,Rattus norvegicus,,CHEMBL622880,A,,"The AUC(0-infinitive) value in female wistar rat at 100 mg/kg, p.o. dose",Intermediate
,,,,,1,,,N,50597,15078,1,10116.0,9676,,BAO_0000218,Rattus norvegicus,,CHEMBL622881,A,,"The AUC(0-infinitive) value in male wistar rat at 100 mg/kg, p.o. dose",Intermediate
,,,,,1,,,N,50597,15078,1,10116.0,9677,,BAO_0000218,Rattus norvegicus,,CHEMBL622882,A,,"The AUC(0-t)value in female wistar rat at 100 mg/kg, p.o. dose",Intermediate
,,,,,1,,,N,50597,15078,1,10116.0,9678,,BAO_0000218,Rattus norvegicus,,CHEMBL622883,A,,"The AUC(0-t)value in male wistar rat at 100 mg/kg, p.o. dose",Intermediate
,,Thyroid gland,,,1,,,N,50597,11450,1,10116.0,9679,,BAO_0000218,Rattus norvegicus,2046.0,CHEMBL622884,A,,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 2.16-2.39% dose/g",Intermediate
,,Thyroid gland,,,1,,,N,50597,11450,1,10116.0,9680,,BAO_0000218,Rattus norvegicus,2046.0,CHEMBL622885,A,,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.99-1.40 % dose/g",Intermediate
,,,,,1,,,N,50597,8151,1,10116.0,9681,,BAO_0000218,Rattus norvegicus,,CHEMBL622886,A,,Antidiuretic activity expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg.,Intermediate
,,,,,1,,,N,50597,8151,1,10116.0,9682,,BAO_0000218,Rattus norvegicus,,CHEMBL622887,A,,Antidiuretic activity expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,Intermediate
,,Urine,,,1,,,N,50597,8151,1,10116.0,9683,,BAO_0000218,Rattus norvegicus,1088.0,CHEMBL622888,A,,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 100 mg/Kg,Intermediate
,In vivo,Blood,,,1,,,N,50597,8677,1,10116.0,9684,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL622889,A,,"Biodistribution in Sprague-Dawley rat blood 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate
,In vivo,Blood,,,1,,,N,50597,8677,1,10116.0,9685,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL622890,A,,"Biodistribution in Sprague-Dawley rat blood 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Intermediate
,In vivo,Blood,,,1,,,N,50597,8677,1,10116.0,9686,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL622891,A,,"Biodistribution in Sprague-Dawley rat blood 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate
,In vivo,Blood,,,1,,,N,50597,8677,1,10116.0,9687,,BAO_0000218,Rattus norvegicus,178.0,CHEMBL877603,A,,"Biodistribution in Sprague-Dawley rat blood 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Intermediate
,In vivo,Brain,,,1,,,N,50597,8677,1,10116.0,9688,,BAO_0000218,Rattus norvegicus,955.0,CHEMBL622892,A,,"Biodistribution in Sprague-Dawley rat brain 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate
,In vivo,Brain,,,1,,,N,50597,8677,1,10116.0,9689,,BAO_0000218,Rattus norvegicus,955.0,CHEMBL622893,A,,"Biodistribution in Sprague-Dawley rat brain 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Intermediate
,In vivo,Brain,,,1,,,N,50597,8677,1,10116.0,9690,,BAO_0000218,Rattus norvegicus,955.0,CHEMBL622894,A,,"Biodistribution in Sprague-Dawley rat brain 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate
,In vivo,Brain,,,1,,,N,50597,8677,1,10116.0,9691,,BAO_0000218,Rattus norvegicus,955.0,CHEMBL622895,A,,"Biodistribution in Sprague-Dawley rat brain 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Intermediate
,In vivo,Brain,,,1,,,N,50597,8677,1,10116.0,9692,,BAO_0000218,Rattus norvegicus,955.0,CHEMBL622896,A,,Biodistribution in Sprague-Dawley rat brain 2 minutes after intravenous administration.,Intermediate
,In vivo,Heart,,,1,,,N,50597,8677,1,10116.0,9693,,BAO_0000218,Rattus norvegicus,948.0,CHEMBL622897,A,,"Biodistribution in Sprague-Dawley rat heart 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate
,In vivo,Heart,,,1,,,N,50597,8677,1,10116.0,9694,,BAO_0000218,Rattus norvegicus,948.0,CHEMBL622898,A,,"Biodistribution in Sprague-Dawley rat heart 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate
,In vivo,Heart,,,1,,,N,50597,8677,1,10116.0,9695,,BAO_0000218,Rattus norvegicus,948.0,CHEMBL622899,A,,"Biodistribution in Sprague-Dawley rat heart 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Intermediate
,In vivo,Kidney,,,1,,,N,50597,8677,1,10116.0,9696,,BAO_0000218,Rattus norvegicus,2113.0,CHEMBL622900,A,,"Biodistribution in Sprague-Dawley rat kidneys(2) 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate
,In vivo,Kidney,,,1,,,N,50597,8677,1,10116.0,9697,,BAO_0000218,Rattus norvegicus,2113.0,CHEMBL624114,A,,"Biodistribution in Sprague-Dawley rat kidneys(2) 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Intermediate
,In vivo,Kidney,,,1,,,N,50597,8677,1,10116.0,9698,,BAO_0000218,Rattus norvegicus,2113.0,CHEMBL624115,A,,"Biodistribution in Sprague-Dawley rat kidneys(2) 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate
,In vivo,Kidney,,,1,,,N,50597,8677,1,10116.0,9699,,BAO_0000218,Rattus norvegicus,2113.0,CHEMBL624116,A,,"Biodistribution in Sprague-Dawley rat kidneys(2) 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Intermediate
,In vivo,Liver,,,1,,,N,50597,8677,1,10116.0,9700,,BAO_0000218,Rattus norvegicus,2107.0,CHEMBL624117,A,,"Biodistribution in Sprague-Dawley rat liver 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate
,In vivo,Liver,,,1,,,N,50597,8677,1,10116.0,9701,,BAO_0000218,Rattus norvegicus,2107.0,CHEMBL624118,A,,"Biodistribution in Sprague-Dawley rat liver 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Intermediate
,In vivo,Liver,,,1,,,N,50597,8677,1,10116.0,9702,,BAO_0000218,Rattus norvegicus,2107.0,CHEMBL624119,A,,"Biodistribution in Sprague-Dawley rat liver 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate
,In vivo,Liver,,,1,,,N,50597,8677,1,10116.0,9703,,BAO_0000218,Rattus norvegicus,2107.0,CHEMBL624120,A,,"Biodistribution in Sprague-Dawley rat liver 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Intermediate
,In vivo,Lung,,,1,,,N,50597,8677,1,10116.0,9704,,BAO_0000218,Rattus norvegicus,2048.0,CHEMBL624121,A,,"Biodistribution in Sprague-Dawley rat lungs(2) 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate
,In vivo,Lung,,,1,,,N,50597,8677,1,10116.0,9705,,BAO_0000218,Rattus norvegicus,2048.0,CHEMBL624122,A,,"Biodistribution in Sprague-Dawley rat lungs(2) 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Intermediate
,In vivo,Lung,,,1,,,N,50597,8677,1,10116.0,9706,,BAO_0000218,Rattus norvegicus,2048.0,CHEMBL624123,A,,"Biodistribution in Sprague-Dawley rat lungs(2) 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate
,In vivo,Lung,,,1,,,N,50597,8677,1,10116.0,9707,,BAO_0000218,Rattus norvegicus,2048.0,CHEMBL624124,A,,"Biodistribution in Sprague-Dawley rat lungs(2) 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Intermediate
,In vivo,Muscle tissue,,,1,,,N,50597,8677,1,10116.0,9708,,BAO_0000218,Rattus norvegicus,2385.0,CHEMBL624125,A,,"Biodistribution in Sprague-Dawley rat muscle 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate
,In vivo,Muscle tissue,,,1,,,N,50597,8677,1,10116.0,9709,,BAO_0000218,Rattus norvegicus,2385.0,CHEMBL624126,A,,"Biodistribution in Sprague-Dawley rat muscle 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Intermediate
,In vivo,Muscle tissue,,,1,,,N,50597,8677,1,10116.0,9710,,BAO_0000218,Rattus norvegicus,2385.0,CHEMBL624127,A,,"Biodistribution in Sprague-Dawley rat muscle 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate
,In vivo,Muscle tissue,,,1,,,N,50597,8677,1,10116.0,9711,,BAO_0000218,Rattus norvegicus,2385.0,CHEMBL624128,A,,"Biodistribution in Sprague-Dawley rat muscle 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Intermediate
,In vivo,Zone of skin,,,1,,,N,50597,8677,1,10116.0,9712,,BAO_0000218,Rattus norvegicus,14.0,CHEMBL624129,A,,"Biodistribution in Sprague-Dawley rat skin 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate
,In vivo,Zone of skin,,,1,,,N,50597,8677,1,10116.0,9713,,BAO_0000218,Rattus norvegicus,14.0,CHEMBL624130,A,,"Biodistribution in Sprague-Dawley rat skin 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Intermediate
,In vivo,Zone of skin,,,1,,,N,50597,8677,1,10116.0,9714,,BAO_0000218,Rattus norvegicus,14.0,CHEMBL622340,A,,"Biodistribution in Sprague-Dawley rat skin 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate
,In vivo,Zone of skin,,,1,,,N,50597,8677,1,10116.0,9715,,BAO_0000218,Rattus norvegicus,14.0,CHEMBL622341,A,,"Biodistribution in Sprague-Dawley rat skin 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Intermediate
,In vivo,Intestine,,,1,,,N,50597,8677,1,10116.0,9716,,BAO_0000218,Rattus norvegicus,160.0,CHEMBL622342,A,,"Biodistribution in Sprague-Dawley rat small intestine 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate
,In vivo,Intestine,,,1,,,N,50597,8677,1,10116.0,9717,,BAO_0000218,Rattus norvegicus,160.0,CHEMBL622343,A,,"Biodistribution in Sprague-Dawley rat small intestine 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Intermediate
,In vivo,Intestine,,,1,,,N,50597,8677,1,10116.0,9718,,BAO_0000218,Rattus norvegicus,160.0,CHEMBL622344,A,,"Biodistribution in Sprague-Dawley rat small intestine 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate
,In vivo,Intestine,,,1,,,N,50597,8677,1,10116.0,9719,,BAO_0000218,Rattus norvegicus,160.0,CHEMBL622345,A,,"Biodistribution in Sprague-Dawley rat small intestine 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Intermediate
,In vivo,Spleen,,,1,,,N,50597,8677,1,10116.0,9720,,BAO_0000218,Rattus norvegicus,2106.0,CHEMBL622346,A,,"Biodistribution in Sprague-Dawley rat spleen 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate
,In vivo,Spleen,,,1,,,N,50597,8677,1,10116.0,9721,,BAO_0000218,Rattus norvegicus,2106.0,CHEMBL622347,A,,"Biodistribution in Sprague-Dawley rat spleen 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",Intermediate
,In vivo,Spleen,,,1,,,N,50597,8677,1,10116.0,9722,,BAO_0000218,Rattus norvegicus,2106.0,CHEMBL622348,A,,"Biodistribution in Sprague-Dawley rat spleen 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate
