assay_id,tissue_id,doc_id,assay_tax_id,bao_format,assay_category,src_assay_id,cell_id,curated_by,src_id,assay_organism,assay_test_type,confidence_score,assay_subcellular_fraction,relationship_type,assay_strain,description,assay_type,assay_tissue
2067,,14818,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT.,B,
2068,,4829,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1E receptor in CHO cells, using [3H]5-HT as radioligand",B,
2069,,4373,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1E receptor was determined,B,
2070,,4373,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity for 5-hydroxytryptamine 1E receptor was determined,B,
2071,,14159,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Compound was evaluated for the affinity at 5-hydroxytryptamine 1E receptor,B,
2072,,16633,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 1E receptor,B,
2073,,17085,,BAO_0000019,,,,Autocuration,1,,,8,,H,,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-HT1F receptor",F,
2074,,17085,,BAO_0000019,,,,Expert,1,,,8,,H,,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-hydroxytryptamine 1F receptor",F,
2075,,16209,,BAO_0000019,,,,Autocuration,1,,,8,,H,,In vitro effective concentration for inhibition of skolin-stimulated adenylate cyclase in cell line expressing human 5-hydroxytryptamine 1F receptor,F,
2076,,16209,,BAO_0000019,,,,Autocuration,1,,,8,,H,,In vitro agonist potency against human 5-hydroxytryptamine 1F receptor,F,
2077,,17085,,BAO_0000019,,,,Expert,1,,,8,,H,,"Maximum stimulation of of [35S]GTP-gamma-S, binding expressed relative to the maximal effect of 5-hydroxytryptamine 1F receptor",F,
2078,,14159,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Compound was evaluated for the affinity at 5-hydroxytryptamine 1F receptor,B,
2079,,15250,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1F receptor stably expressed in CHO cells,B,
2080,,3805,,BAO_0000357,,,,Autocuration,1,,,8,,H,,In vitro binding affinity against human 5-hydroxytryptamine 1F receptor at a concentration of 100 (nM),B,
2081,,16190,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT radioligand,B,
2082,,16190,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT radioligand,B,
2083,,16209,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards human 5-hydroxytryptamine 1F receptor,B,
2084,,16209,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards human 5-hydroxytryptamine 1F receptor was determined,B,
2085,,16209,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards human 5-hydroxytryptamine 1F receptor using [3H]-5-HT radioligand,B,
2086,,6866,,BAO_0000357,,,,Autocuration,1,,,8,,H,,In vitro binding affinity for human 5-hydroxytryptamine 1F receptor,B,
2087,,17085,,BAO_0000019,,,,Expert,1,,,8,,H,,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1F receptor,B,
2088,,16312,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards human recombinant 5-hydroxytryptamine 1F receptor,B,
2089,,6166,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards cloned human 5-hydroxytryptamine 1F receptor was determined,B,
2090,,15779,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 1F receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,
2091,,4199,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1F receptor in CHO cells using [3H]-5-HT as the radioligand,B,
2092,,14875,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Compound was tested for binding affinity against human 5-hydroxytryptamine 1F receptor,B,
2093,,15146,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Compound was tested for its binding affinity against 5-hydroxytryptamine 1F receptor in human cloned receptors in CHO cells using [3H]5-HT,B,
2094,,5213,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT as a radioligand,B,
2095,,14818,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT.,B,
2096,,4829,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",B,
2097,,4829,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",B,
2098,,4373,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1F receptor was determined,B,
2099,,4373,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity for 5-hydroxytryptamine 1F receptor was determined,B,
2100,,5014,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1F receptor,B,
2101,,11662,,BAO_0000019,,,,Autocuration,1,,,4,,H,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]-ketanserin as radioligand",B,
2102,,11662,,BAO_0000019,,,,Autocuration,1,,,4,,H,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",B,
2103,,11662,,BAO_0000019,,,,Autocuration,1,,,4,,H,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",B,
2104,,14093,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor,B,
2105,,11200,,BAO_0000218,,,,Autocuration,1,,In vivo,4,,H,,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-HT2 receptor 1 hr after oral administration",F,
2106,,11200,,BAO_0000019,,,,Autocuration,1,,,4,,H,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,F,
2107,,12352,,BAO_0000019,,,,Intermediate,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 2 receptor in calf frontal cortex,B,
2108,,13657,9913.0,BAO_0000019,,,,Autocuration,1,Bos taurus,,0,,U,,"Binding affinity to 5-hydroxytryptamine 2 receptor using calf frontal cortex, [3H]- ketanserin, and spiperone for NSB",B,
2109,,14331,9913.0,BAO_0000019,,,,Autocuration,1,Bos taurus,,0,,U,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex at 10e-7 M,B,
2110,,14331,9913.0,BAO_0000019,,,,Autocuration,1,Bos taurus,,0,,U,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex,B,
2111,,14331,,BAO_0000019,,,,Autocuration,1,,,0,,U,,Binding affinity of compound towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin (0.8 nM) ligand in frontal cortex bovine was determined,B,
2112,,12685,10141.0,BAO_0000019,,,,Autocuration,1,Cavia porcellus,,4,,H,,Binding affinity for serotonin 5-hydroxytryptamine 2 receptor using [3H]ketanserin in guinea pig frontal cortex,B,
2113,,14389,10141.0,BAO_0000019,,,,Autocuration,1,Cavia porcellus,,4,,H,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of guinea pig frontal cortex membranes,B,
2114,,14386,10141.0,BAO_0000019,,,,Autocuration,1,Cavia porcellus,,4,,H,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin from guinea pig frontal cortex,B,
2115,,5732,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Binding affinity towards cloned human 5-hydroxytryptamine 2 receptor was determined,B,
2116,,16293,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,B,
2117,,2078,,BAO_0000224,,,,Autocuration,1,,,4,,H,,In vitro binding affinity of compound against neuronal 5-hydroxytryptamine 2 receptor,B,
2118,,5486,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards 5-HT7 receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,B,
2119,,11820,,BAO_0000218,,,,Autocuration,1,,In vivo,4,,H,,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,B,
2120,,10297,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,B,
2121,,13704,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Inhibitory activity against serotonin 5-hydroxytryptamine 2 receptor from mice.,B,
2122,,10297,10090.0,BAO_0000019,,,,Autocuration,1,Mus musculus,,5,,D,,Inhibitory activity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in mouse cerebral cortex,B,
2123,,11820,,BAO_0000218,,,,Autocuration,1,,In vivo,4,,H,,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,B,
2124,,10297,10090.0,BAO_0000019,,,,Autocuration,1,Mus musculus,,5,,D,,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]-ketanserin in mouse cerebral cortex,B,
2125,,11555,,BAO_0000224,,,,Autocuration,1,,,4,,H,,The compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2 receptor,B,
2126,,11555,,BAO_0000224,,,,Autocuration,1,,,4,,H,,In vitro binding affinity for serotonin 5-hydroxytryptamine (5-HT) 2 receptors,B,
2127,,11555,,BAO_0000224,,,,Autocuration,1,,,4,,H,,The compound was tested in vitro for its binding affinity towards serotonin 5-hydroxytryptamine 2 receptor; nd = no data,B,
2128,,10297,10090.0,BAO_0000019,,,,Autocuration,1,Mus musculus,,5,,D,,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,B,
2129,,16688,9823.0,BAO_0000224,,,,Autocuration,1,Sus scrofa,,4,,H,,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin,B,
2130,,16688,9823.0,BAO_0000224,,,,Autocuration,1,Sus scrofa,,4,,H,,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin with 10 uM prazosin,B,
2131,,5333,,BAO_0000221,,,,Autocuration,1,,,0,,U,,Compound was tested in vitro for its ability to compete with [3H]-ketanserin at 5-hydroxytryptamine 2 receptor in porcine brain homogenate,B,
2132,,4437,,BAO_0000221,,,,Autocuration,1,,,0,,U,,In vitro for its ability to displace [3H]- ketanserin from 5-hydroxytryptamine 2 receptor in porcine brain homogenate,B,
2133,,5033,9823.0,BAO_0000357,,,,Autocuration,1,Sus scrofa,,8,,H,,Ability to displace the radioligand [3H]mesulergine from pig choroid plexus 5-hydroxytryptamine 2 receptor,B,
2134,,15267,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,B,
2135,,15267,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,B,
2136,,11820,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Binding affinity against 5-hydroxytryptamine 2 receptor from rat cortical synaptosomal membrane using radioligand [3H]ketanserin.,B,
2137,,9069,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,B,
2138,,9162,10116.0,BAO_0000019,,,,Autocuration,1,Rattus norvegicus,,5,,D,,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; ND means no data,B,
2139,,9162,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein.,B,
2140,,9162,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; no appreciable 5-HT2 receptor affinity,B,
2141,,10428,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Antagonistic activity against (5-hydroxytryptamine 2 receptor) serotonin-induced contractions in the rat jugular vein,F,
2142,,9628,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Binding affinity to the 5-hydroxytryptamine 2 receptor assayed by antagonism of serotonin-induced contractions in the rat jugular vein,B,
2143,,12704,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Binding affinity against serotonin 5-hydroxytryptamine 2 receptor,B,
2144,,15453,10116.0,BAO_0000224,,,,Autocuration,1,Rattus norvegicus,,5,,D,,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,B,
2145,,188,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Tested for the effect on binding at 5-hydroxytryptamine 2 receptor; No activity,B,
2146,,10349,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.4 nM dose of [3H]- spiperone as a radioligand.,B,
2147,,10349,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.6 nM dose of [3H]- spiperone as a radioligand.,B,
2148,,8868,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Compound was tested for its effect on 5-hydroxytryptamine 2 receptor saturation analysis,B,
2149,,10025,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Concentration necessary to achieve half maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 1 uM,B,
2150,,10025,,BAO_0000224,,,,Autocuration,1,,,4,,H,,"Concentration necessary to achieve half maximal inhibition of [3H]ketanserin, binds to 5-hydroxytryptamine 2 receptor at 1 uM",B,
2151,,11702,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Compound was tested for the inhibition of quipazine binding at 5-HT2 receptor,B,
2152,,11702,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor,B,
2153,,11702,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor; NT=Not tested,B,
2154,,11702,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Compound was tested for the inhibition of quipazine induced head twitches in rats,F,
2155,,11702,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Compound was tested for the inhibition of quipazine induced head twitches in rats; NT=Not tested,F,
2156,10000000.0,10085,,BAO_0000221,,,,Autocuration,1,,,4,,H,,Ability to bind at 5-hydroxytryptamine 2 receptor of rat hippocampus by displacing [3H]spiperone,B,Hippocampus
2157,10000000.0,10085,,BAO_0000221,,,,Autocuration,1,,,4,,H,,Ability to bind at serotonin 5-hydroxytryptamine 2 receptors of rat hippocampus by displacing [3H]spiperone,B,Hippocampus
2158,955.0,9630,10116.0,BAO_0000221,,,,Autocuration,1,Rattus norvegicus,,5,,D,,Displacement of [3H]spiroperidol from 5-hydroxytryptamine 2 receptor in rat brain,B,Brain
2159,,11070,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Ability to inhibit binding of [3H]KET to 5-hydroxytryptamine 2 receptor in rat cortex,B,
2160,,9841,,BAO_0000249,,,,Autocuration,1,,,4,Membranes,H,,Ability to inhibit binding of titreated spiperone to 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,B,
2161,,9841,,BAO_0000249,,,,Autocuration,1,,,4,Membranes,H,,Ability to inhibit binding of titreated spiperone to the 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,B,
2162,,13291,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Affinity for 5-hydroxytryptamine 2 receptor binding sites by its ability to displace [3H]spiperone from rat frontal cortex.,B,
2163,,10590,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Antagonistic activity against 5-hydroxytryptamine 2 receptor on rat frontal cortex membrane.,F,
2164,955.0,9064,10116.0,BAO_0000221,,,,Autocuration,1,Rattus norvegicus,,5,,D,,Binding affinity against serotonin-2 receptor in rat brain using [3H]spiroperidol,B,Brain
2165,,12268,10116.0,BAO_0000249,,,,Autocuration,1,Rattus norvegicus,,5,Membranes,D,,Binding affinity at 5-hydroxytryptamine 2 receptor by the inhibition of binding to [3H]ketanserin in rat cortical membranes,B,
2166,955.0,13508,,BAO_0000221,,,,Autocuration,1,,,4,,H,,Binding affinity against 5-hydroxytryptamine 2 receptor in rat brain using [3H]ketanserin as radioligand,B,Brain
2167,,11279,,BAO_0000019,,,,Autocuration,1,,,4,,H,,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,F,
2168,,11200,,BAO_0000019,,,,Autocuration,1,,,4,,H,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-HT2 receptor in rat thoracic aortic strips,F,
2169,,11200,,BAO_0000019,,,,Autocuration,1,,,4,,H,,In vitro antagonistic activity tested against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,F,
2170,,11200,,BAO_0000019,,,,Autocuration,1,,,4,,H,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,F,
2171,,11200,,BAO_0000019,,,,Autocuration,1,,,4,,H,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,F,
2172,,11200,,BAO_0000019,,,,Autocuration,1,,,4,,H,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,F,
2173,955.0,9231,,BAO_0000220,,,,Autocuration,1,,,4,,H,,Tested for 5-hydroxytryptamine 2 receptor binding ability by displacement of [3H]spiperone from rat brain frontal cortex synaptosomes,B,Brain
2174,,9737,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,B,
2175,955.0,9737,,BAO_0000249,,,,Autocuration,1,,,4,,H,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,B,Brain
2176,,9737,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex,B,
2177,,9737,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,B,
2178,,11828,10116.0,BAO_0000019,,,,Autocuration,1,Rattus norvegicus,,5,,D,,isplacement of [3H]DOB from rat cortex homogenate 5-hydroxytryptamine 2 receptor,B,
2179,,12253,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Binding affinity of 5-hydroxytryptamine 2 receptor using [3H]- ketanserin in rat frontal cortex,B,
2180,,12253,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin in rat frontal cortex,B,
2181,,11279,,BAO_0000019,,,,Autocuration,1,,,4,,H,,"5-hydroxytryptamine 2 receptor antagonistic activity at concentrations of<br>3,10 and 30 uM on the rat tail artery.",F,
2182,,11866,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Binding affinity for 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- ketanserin,B,
2183,,14424,10116.0,BAO_0000224,,,,Autocuration,1,Rattus norvegicus,,5,,D,,Binding affinity against 5-hydroxytryptamine 2 receptor in serotonin-induced contraction of the rat aorta,B,
2184,,15180,10116.0,BAO_0000019,,,,Autocuration,1,Rattus norvegicus,,5,,D,,Displacement of [3H]ketanserin from rat brain 5-hydroxytryptamine 2 receptor,B,
2185,,15180,10116.0,BAO_0000019,,,,Autocuration,1,Rattus norvegicus,,5,,D,,Displacement of [3H]ketanserin from rat brain 5-hydroxytryptamine 2 receptor,B,
2186,,9786,10116.0,BAO_0000019,,,,Autocuration,1,Rattus norvegicus,,5,,D,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat frontal cortex homogenate,B,
2187,,12132,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]-ketanserin as radioligand.,B,
2188,,5486,,BAO_0000249,,,,Autocuration,1,,,4,,H,,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in rat cerebral cortex membrane,B,
2189,,15316,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Compound was evaluated for its ability to displace [3H]ketanserin binding from cloned rat cerebral cortex membranes 5-hydroxytryptamine 2 receptor,B,
2190,,16429,,BAO_0000019,,,,Autocuration,1,,,4,,H,,In vitro binding affinity to 5-hydroxytryptamine 2 receptor of rat cerebral cortex membranes using [3H]ketanserin as the radioligand,B,
2191,,14617,,BAO_0000224,,,,Autocuration,1,,,4,,H,,pKi value for 5-hydroxytryptamine 2 receptor binding site,B,
2192,955.0,11351,,BAO_0000221,,,,Autocuration,1,,,4,,H,,Inhibitory constant (1 uM) was measured on 5-hydroxytryptamine 2 receptor/uptake using [3H]- ketanserin as radioligand in rat brain cortex.,B,Brain
2193,,11279,,BAO_0000019,,,,Autocuration,1,,,4,,H,,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,F,
2194,,9523,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Binding affinity at 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,B,
2195,,9523,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Binding affinity at 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,B,
2196,,9523,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Binding affinity at [3H]DOB labeled sites of 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,B,
2197,,9523,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Binding affinity at [3H]DOB labeled sites of 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,B,
2198,,9523,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Binding affinity at [3H]KET labeled sites of 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,B,
2199,,9523,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Binding affinity at [3H]KET labeled sites of 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,B,
2200,,9523,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Hill coefficient of compound was determined,B,
2201,,4771,,BAO_0000019,,,,Autocuration,1,,,0,,U,,Ancillary Binding affinity towards rat 5-hydroxytryptamine 2 receptor,B,
2202,,5033,10116.0,BAO_0000019,,,,Autocuration,1,Rattus norvegicus,,5,,D,,Ability to displace the radioligand [3H]5-carboximidotryptamine ([3H]-ketanserin) from 5-hydroxytryptamine 2 receptor of rat cerebral cortex membrane,B,
2203,,10845,,BAO_0000019,,,,Expert,1,,,8,,H,,Binding affinity against rat 5-hydroxytryptamine 2 receptor in rat cerebral cortex tissue using [3H]spiperone as radioligand,B,
2204,,10845,,BAO_0000019,,,,Expert,1,,,8,,H,,Binding affinity against rat 5-hydroxytryptamine 2 receptor in rat cerebral cortex tissue using [3H]spiperone as radioligand; IA-Inactive,B,
2205,,16288,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Affinity at 5-hydroxytryptamine 2 receptor (For ketanserin = Ki(nM)= 0.7+/-0.09),B,
2206,,16288,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Affinity at 5-hydroxytryptamine 2 receptor from rat frontal cortex using [3H]ketanserin as radioligand (For ketanserin = Ki(nM)=0.7+/-0.09),B,
2207,,16190,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Binding affinity for 5-hydroxytryptamine 2 receptor of rat cortical membrane using [3H]DOB radioligand,B,
2208,,12463,10116.0,BAO_0000224,,,,Autocuration,1,Rattus norvegicus,,5,,D,,Tested in vitro for receptor binding affinity against 5-hydroxytryptamine 2 receptor using radioligand [3H]ketanserin,B,
2209,,9699,,BAO_0000224,,,,Autocuration,1,,,4,,H,,"Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- 1-(4-bromo-2,5-dimethoxy-phenyl)-2-aminopropane (D) as radioligand",B,
2210,,9699,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- ketanserin as radioligand,B,
2211,,11662,,BAO_0000019,,,,Autocuration,1,,,4,,H,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",B,
2212,,1205,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Inhibitory concentration against 5-hydroxytryptamine 2 receptor,B,
2213,,11376,,BAO_0000219,,,,Autocuration,1,,,0,,U,,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2 receptor from mammalian clones expressed in CHO cell membranes using [3H]-ketanserin as radioligand,B,
2214,,11376,,BAO_0000219,,,,Autocuration,1,,,4,,H,,"Binding affinity towards 5-hydroxytryptamine 2 receptor expressed in CHO cell membranes using [3H]ketanserin (60 Ci/mmol, 1 nM)",B,
2215,,4639,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Compound was tested for binding affinity against 5-hydroxytryptamine 2 receptor,B,
2216,,2222,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Compound was tested for inhibitory activity against 5-hydroxytryptamine 2 receptor,B,
2217,,1558,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Compound was tested for its affinity towards 5-hydroxytryptamine 2 receptor,B,
2218,,1089,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Tested for binding affinity for 5-hydroxytryptamine 2 receptor,B,
2219,,386,,BAO_0000249,,,,Autocuration,1,,,4,Brain membranes,H,,The compound was evaluated for its ability to displace [3H]ketanserin from 5-hydroxytryptamine 2 receptor in cellular brain membranes,B,
2220,,2474,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Compound was measured for its binding affinity at 5-hydroxytryptamine 2 receptor at a concentration of 10 uM using [3H]ketanserin as radioligand,B,
