assays_ss_d,assays_tss_d,assays_ss_cll_tp,assays_ss_tss,assays_ss_rgnsm,assays_src_ss_d,assays_ss_tp,assays_ss_sbclllr_frctn,assays_cll_d,assays_rltnshp_tp,assays_dc_d,assays_b_frmt,assays_chmbl_d,assays_td,assays_ss_ctgr,assays_crtd_b,assays_ss_strn,assays_cnfdnc_scr,assays_src_d,assays_vrnt_d
8785,955.0,,Brain,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL621453,50597,,Intermediate,,1,1,
8786,955.0,,Brain,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL621454,50597,,Intermediate,,1,1,
8787,955.0,,Brain,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL621455,50597,,Intermediate,,1,1,
8788,955.0,,Brain,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL621456,50597,,Intermediate,,1,1,
8789,955.0,,Brain,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL625145,50597,,Intermediate,,1,1,
8790,955.0,,Brain,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL875847,50597,,Intermediate,,1,1,
8791,955.0,,Brain,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL625146,50597,,Intermediate,,1,1,
8792,955.0,,Brain,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL625147,50597,,Intermediate,,1,1,
8793,955.0,,Brain,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL625148,50597,,Intermediate,,1,1,
8794,955.0,,Brain,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL625149,50597,,Intermediate,,1,1,
8795,955.0,,Brain,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL625150,50597,,Intermediate,,1,1,
8796,955.0,,Brain,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL625151,50597,,Intermediate,,1,1,
8797,955.0,,Brain,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL625152,50597,,Intermediate,,1,1,
8798,955.0,,Brain,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL625153,50597,,Intermediate,,1,1,
8799,955.0,,Brain,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL625154,50597,,Intermediate,,1,1,
8800,955.0,,Brain,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL625155,50597,,Intermediate,,1,1,
8801,,,,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL625156,50597,,Intermediate,,1,1,
8802,,,,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL624354,50597,,Intermediate,,1,1,
8803,10000000.0,,Hippocampus,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL624355,50597,,Intermediate,,1,1,
8804,10000000.0,,Hippocampus,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL624356,50597,,Intermediate,,1,1,
8805,10000000.0,,Hippocampus,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL624357,50597,,Intermediate,,1,1,
8806,10000000.0,,Hippocampus,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL624358,50597,,Intermediate,,1,1,
8807,2435.0,,Striatum,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL624359,50597,,Intermediate,,1,1,
8808,2435.0,,Striatum,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL624360,50597,,Intermediate,,1,1,
8809,2435.0,,Striatum,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL624361,50597,,Intermediate,,1,1,
8810,2435.0,,Striatum,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL624362,50597,,Intermediate,,1,1,
8811,2435.0,,Striatum,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL624363,50597,,Intermediate,,1,1,
8812,178.0,,Blood,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL624364,50597,,Intermediate,,1,1,
8813,178.0,,Blood,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL624365,50597,,Intermediate,,1,1,
8814,178.0,,Blood,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL624366,50597,,Intermediate,,1,1,
8815,178.0,,Blood,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL624367,50597,,Intermediate,,1,1,
8816,955.0,,Brain,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL624368,50597,,Intermediate,,1,1,
8817,955.0,,Brain,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL624369,50597,,Intermediate,,1,1,
8818,955.0,,Brain,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL624370,50597,,Intermediate,,1,1,
8819,955.0,,Brain,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL625069,50597,,Intermediate,,1,1,
8820,955.0,,Brain,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL625070,50597,,Intermediate,,1,1,
8821,948.0,,Heart,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL626051,50597,,Intermediate,,1,1,
8822,948.0,,Heart,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL626052,50597,,Intermediate,,1,1,
8823,948.0,,Heart,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL626053,50597,,Intermediate,,1,1,
8824,948.0,,Heart,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL626054,50597,,Intermediate,,1,1,
8825,948.0,,Heart,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL626055,50597,,Intermediate,,1,1,
8826,2113.0,,Kidney,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL626056,50597,,Intermediate,,1,1,
8827,2113.0,,Kidney,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL626057,50597,,Intermediate,,1,1,
8828,2113.0,,Kidney,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL625193,50597,,Intermediate,,1,1,
8829,2113.0,,Kidney,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL625194,50597,,Intermediate,,1,1,
8830,2107.0,,Liver,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL625195,50597,,Intermediate,,1,1,
8831,2107.0,,Liver,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL625196,50597,,Intermediate,,1,1,
8832,2107.0,,Liver,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL625197,50597,,Intermediate,,1,1,
8833,2107.0,,Liver,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL625198,50597,,Intermediate,,1,1,
8834,2107.0,,Liver,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL627929,50597,,Intermediate,,1,1,
8835,2048.0,,Lung,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL627074,50597,,Intermediate,,1,1,
8836,2048.0,,Lung,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL627075,50597,,Intermediate,,1,1,
8837,2048.0,,Lung,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL627076,50597,,Intermediate,,1,1,
8838,2048.0,,Lung,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL627077,50597,,Intermediate,,1,1,
8839,2048.0,,Lung,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL627078,50597,,Intermediate,,1,1,
8840,2385.0,,Muscle tissue,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL627079,50597,,Intermediate,,1,1,
8841,,,,Mus musculus,,A,,,N,4573,BAO_0000218,CHEMBL873824,50594,,Intermediate,,1,1,
8842,1969.0,,Plasma,Mus musculus,,A,,,N,3132,BAO_0000218,CHEMBL627080,50594,,Intermediate,,1,1,
8843,,,,Mus musculus,,A,,,N,17718,BAO_0000218,CHEMBL627081,50594,,Intermediate,,1,1,
8844,,,,Mus musculus,,A,,,N,17728,BAO_0000218,CHEMBL627082,50594,,Intermediate,,1,1,
8845,,,,Mus musculus,,A,,,N,5961,BAO_0000218,CHEMBL627083,50594,,Intermediate,,1,1,
8847,1969.0,,Plasma,Mus musculus,,A,,,N,17731,BAO_0000218,CHEMBL627085,50594,,Intermediate,,1,1,
8848,,,,Mus musculus,,A,,,N,17592,BAO_0000218,CHEMBL627086,50594,,Intermediate,,1,1,
8849,1969.0,,Plasma,Mus musculus,,A,,,N,3132,BAO_0000218,CHEMBL627087,50594,,Intermediate,,1,1,
8850,,,,Mus musculus,,A,,,N,17729,BAO_0000218,CHEMBL627088,50594,,Intermediate,,1,1,
8851,,,,Mus musculus,,A,,,N,17729,BAO_0000218,CHEMBL627089,50594,,Intermediate,,1,1,
8852,,,,Mus musculus,,A,,,N,17729,BAO_0000218,CHEMBL627090,50594,,Intermediate,,1,1,
8853,,,,Mus musculus,,A,,,N,3277,BAO_0000218,CHEMBL627091,50594,,Intermediate,,1,1,
8854,,,,Mus musculus,,A,,,N,3760,BAO_0000218,CHEMBL627092,50594,,Intermediate,,1,1,
8855,,,,Mus musculus,,A,,,N,3760,BAO_0000218,CHEMBL876785,50594,,Intermediate,,1,1,
8856,,,,Mus musculus,,A,,,N,2862,BAO_0000218,CHEMBL627093,50594,,Intermediate,,1,1,
8857,,,,Mus musculus,,A,,,N,2862,BAO_0000218,CHEMBL627094,50594,,Intermediate,,1,1,
8858,,,,Mus musculus,,A,,,N,5980,BAO_0000218,CHEMBL627095,50594,,Intermediate,,1,1,
8859,955.0,,Brain,Mus musculus,,A,,,N,6159,BAO_0000218,CHEMBL627096,50594,,Intermediate,,1,1,
8860,,,,Mus musculus,,A,,,N,6254,BAO_0000218,CHEMBL627097,50594,,Intermediate,,1,1,
8861,,,,Mus musculus,,A,,,N,6062,BAO_0000218,CHEMBL627098,50594,,Intermediate,,1,1,
8862,178.0,,Blood,Mus musculus,,A,,,N,1574,BAO_0000218,CHEMBL627099,50594,,Intermediate,,1,1,
8863,955.0,,Brain,Mus musculus,,A,,,N,56,BAO_0000218,CHEMBL627100,50594,,Intermediate,,1,1,
8864,1969.0,,Plasma,Mus musculus,,A,,,N,993,BAO_0000218,CHEMBL627101,50594,,Intermediate,,1,1,
8865,,,,Mus musculus,,A,,,N,6652,BAO_0000218,CHEMBL627102,50594,,Intermediate,,1,1,
8866,,,,Mus musculus,,A,,,N,17852,BAO_0000218,CHEMBL627103,50594,,Intermediate,,1,1,
8867,,,,Mus musculus,,A,,,N,2675,BAO_0000218,CHEMBL627104,50594,,Intermediate,,1,1,
8868,,,,Mus musculus,,A,,,N,2675,BAO_0000218,CHEMBL627105,50594,,Intermediate,,1,1,
8869,,,,Mus musculus,,A,,,N,499,BAO_0000218,CHEMBL876786,50594,,Intermediate,,1,1,
8870,,,,Mus musculus,,A,,,N,499,BAO_0000218,CHEMBL873825,50594,,Intermediate,,1,1,
8871,,,,Mus musculus,,A,,,N,499,BAO_0000218,CHEMBL627106,50594,,Intermediate,,1,1,
8872,,,,Mus musculus,,A,,,N,14239,BAO_0000218,CHEMBL626336,50594,,Intermediate,,1,1,
8873,,,,Mus musculus,,A,,,N,5506,BAO_0000218,CHEMBL877462,50594,,Intermediate,,1,1,
8874,,,,Mus musculus,,A,,,N,5506,BAO_0000218,CHEMBL626337,50594,,Intermediate,,1,1,
8875,,,,Mus musculus,,A,,,N,17734,BAO_0000218,CHEMBL626338,50594,,Intermediate,,1,1,
8876,,,,Mus musculus,,A,,,N,17728,BAO_0000218,CHEMBL626339,50594,,Intermediate,,1,1,
8877,,,,Mus musculus,,A,,,N,17728,BAO_0000218,CHEMBL626340,50594,,Intermediate,,1,1,
8878,,,,Mus musculus,,A,,,N,17728,BAO_0000218,CHEMBL625377,50594,,Intermediate,,1,1,
8879,,,,Mus musculus,,A,,,N,17728,BAO_0000218,CHEMBL625378,50594,,Intermediate,,1,1,
8880,,,,Mus musculus,,A,,,N,17728,BAO_0000218,CHEMBL625379,50594,,Intermediate,,1,1,
8881,,,,Sus scrofa,,A,Microsomes,,U,14294,BAO_0000251,CHEMBL625380,22224,,Autocuration,,0,1,
8882,,,,Sus scrofa,,A,Microsomes,,U,14294,BAO_0000251,CHEMBL625381,22224,,Autocuration,,0,1,
8883,,,,Sus scrofa,,A,,,U,6056,BAO_0000019,CHEMBL625382,22224,,Autocuration,,0,1,
8884,,,,Sus scrofa,,A,,,U,1317,BAO_0000218,CHEMBL873828,22224,,Autocuration,,0,1,
8885,,,,Sus scrofa,,A,,,U,1317,BAO_0000218,CHEMBL625383,22224,,Autocuration,,0,1,
8886,,,,Sus scrofa,,A,,,U,5229,BAO_0000019,CHEMBL625384,22224,,Autocuration,,0,1,
8887,,,,Sus scrofa,,A,,,U,4231,BAO_0000019,CHEMBL625385,22224,,Autocuration,,0,1,
8888,2107.0,,Liver,Sus scrofa,,A,,,U,4231,BAO_0000221,CHEMBL625386,22224,,Autocuration,,0,1,
8889,2107.0,,Liver,Sus scrofa,,A,,,U,5318,BAO_0000221,CHEMBL623571,22224,,Autocuration,,0,1,
8890,2107.0,,Liver,Sus scrofa,,A,,,U,5318,BAO_0000221,CHEMBL623572,22224,,Autocuration,,0,1,
8891,2107.0,,Liver,Sus scrofa,,A,,,U,5318,BAO_0000221,CHEMBL623573,22224,,Autocuration,,0,1,
8892,2107.0,,Liver,Sus scrofa,,A,,,U,3305,BAO_0000221,CHEMBL623574,22224,,Autocuration,,0,1,
8893,2107.0,,Liver,Sus scrofa,,A,,,U,3305,BAO_0000221,CHEMBL623575,22224,,Autocuration,,0,1,
8894,2107.0,,Liver,Sus scrofa,,A,,,U,2842,BAO_0000221,CHEMBL623749,22224,,Autocuration,,0,1,
8895,2107.0,,Liver,Sus scrofa,,A,,,U,2842,BAO_0000221,CHEMBL623750,22224,,Autocuration,,0,1,
8896,2107.0,,Liver,Sus scrofa,,A,,,U,889,BAO_0000221,CHEMBL623751,22224,,Autocuration,,0,1,
8897,2107.0,,Liver,Sus scrofa,,A,,,U,1904,BAO_0000221,CHEMBL623752,22224,,Autocuration,,0,1,
8898,1969.0,,Plasma,Rattus norvegicus,,A,,,N,4186,BAO_0000218,CHEMBL623753,50597,,Intermediate,,1,1,
8899,1969.0,,Plasma,Rattus norvegicus,,A,,,N,2774,BAO_0000218,CHEMBL623754,50597,,Intermediate,,1,1,
8900,1969.0,,Plasma,Rattus norvegicus,,A,,,N,1742,BAO_0000218,CHEMBL623755,50597,,Intermediate,,1,1,
8901,,,,Rattus norvegicus,,A,,,N,3169,BAO_0000218,CHEMBL623756,50597,,Intermediate,,1,1,
8902,,,,Rattus norvegicus,,A,,,N,3169,BAO_0000218,CHEMBL623757,50597,,Intermediate,,1,1,
8903,,,,Rattus norvegicus,,A,,,N,2081,BAO_0000218,CHEMBL623758,50597,,Intermediate,,1,1,
8904,955.0,,Brain,Rattus norvegicus,,A,,,N,3307,BAO_0000218,CHEMBL623759,50597,,Intermediate,,1,1,
8905,,,,Rattus norvegicus,,A,,,N,4727,BAO_0000218,CHEMBL623760,50597,,Intermediate,,1,1,
8906,,,,Rattus norvegicus,,A,,,N,6597,BAO_0000218,CHEMBL623761,50597,,Intermediate,,1,1,
8907,1969.0,,Plasma,Rattus norvegicus,,A,,,N,16365,BAO_0000218,CHEMBL623762,50597,,Intermediate,,1,1,
8908,1969.0,,Plasma,Rattus norvegicus,,A,,,N,16365,BAO_0000218,CHEMBL877594,50597,,Intermediate,,1,1,
8909,1969.0,,Plasma,Rattus norvegicus,,A,,,N,16365,BAO_0000218,CHEMBL623763,50597,,Intermediate,,1,1,
8910,1969.0,,Plasma,Rattus norvegicus,,A,,,N,16365,BAO_0000218,CHEMBL623764,50597,,Intermediate,,1,1,
8911,1969.0,,Plasma,Rattus norvegicus,,A,,,N,16365,BAO_0000218,CHEMBL623765,50597,,Intermediate,,1,1,
8912,178.0,,Blood,Rattus norvegicus,,A,,,N,2591,BAO_0000218,CHEMBL623766,50597,,Intermediate,,1,1,
8913,178.0,,Blood,Rattus norvegicus,,A,,,N,2591,BAO_0000218,CHEMBL623767,50597,,Intermediate,,1,1,
8914,178.0,,Blood,Rattus norvegicus,,A,,,N,2591,BAO_0000218,CHEMBL623768,50597,,Intermediate,,1,1,
8915,1969.0,,Plasma,Rattus norvegicus,,A,,,N,5978,BAO_0000218,CHEMBL623769,50597,,Intermediate,,1,1,
8916,1969.0,,Plasma,Rattus norvegicus,,A,,,N,5978,BAO_0000218,CHEMBL623770,50597,,Intermediate,,1,1,
8917,1969.0,,Plasma,Rattus norvegicus,,A,,,N,5978,BAO_0000218,CHEMBL623771,50597,,Intermediate,,1,1,
8918,1969.0,,Plasma,Rattus norvegicus,,A,,,N,5978,BAO_0000218,CHEMBL623772,50597,,Intermediate,,1,1,
8919,1969.0,,Plasma,Rattus norvegicus,,A,,,N,5978,BAO_0000218,CHEMBL623773,50597,,Intermediate,,1,1,
8920,1969.0,,Plasma,Rattus norvegicus,,A,,,N,5978,BAO_0000218,CHEMBL623774,50597,,Intermediate,,1,1,
8921,1969.0,,Plasma,Rattus norvegicus,,A,,,N,5978,BAO_0000218,CHEMBL623775,50597,,Intermediate,,1,1,
8922,,,,Rattus norvegicus,,A,,,N,14465,BAO_0000218,CHEMBL623776,50597,,Intermediate,,1,1,
8923,1969.0,,Plasma,Rattus norvegicus,,A,,,N,4723,BAO_0000218,CHEMBL622191,50597,,Intermediate,,1,1,
8924,1969.0,,Plasma,Rattus norvegicus,,A,,,N,4723,BAO_0000218,CHEMBL622192,50597,,Intermediate,,1,1,
8925,1969.0,,Plasma,Rattus norvegicus,,A,,,N,4576,BAO_0000218,CHEMBL622193,50597,,Intermediate,,1,1,
8926,1969.0,,Plasma,Rattus norvegicus,,A,,,N,12873,BAO_0000218,CHEMBL622194,50597,,Intermediate,,1,1,
8927,1969.0,,Plasma,Rattus norvegicus,,A,,,N,12873,BAO_0000218,CHEMBL622195,50597,,Intermediate,,1,1,
8928,1969.0,,Plasma,Rattus norvegicus,,A,,,N,6824,BAO_0000218,CHEMBL622196,50597,,Intermediate,,1,1,
8929,1969.0,,Plasma,Rattus norvegicus,,A,,,N,17065,BAO_0000218,CHEMBL622197,50597,,Intermediate,,1,1,
8930,1969.0,,Plasma,Rattus norvegicus,,A,,,N,2932,BAO_0000218,CHEMBL622198,50597,,Intermediate,,1,1,
8931,1969.0,,Plasma,Rattus norvegicus,,A,,,N,2932,BAO_0000218,CHEMBL622199,50597,,Intermediate,,1,1,
8932,1969.0,,Plasma,Rattus norvegicus,,A,,,N,2879,BAO_0000218,CHEMBL622200,50597,,Intermediate,,1,1,
8933,1969.0,,Plasma,Rattus norvegicus,,A,,,N,2864,BAO_0000218,CHEMBL622201,50597,,Intermediate,,1,1,
8934,1969.0,,Plasma,Rattus norvegicus,,A,,,N,16367,BAO_0000218,CHEMBL623990,50597,,Intermediate,,1,1,
8935,1969.0,,Plasma,Rattus norvegicus,,A,,,N,17717,BAO_0000218,CHEMBL623991,50597,,Intermediate,,1,1,
8936,1969.0,,Plasma,Rattus norvegicus,,A,,,N,17717,BAO_0000218,CHEMBL623992,50597,,Intermediate,,1,1,
8937,1969.0,,Plasma,Rattus norvegicus,,A,,,N,17717,BAO_0000218,CHEMBL623993,50597,,Intermediate,,1,1,
8938,1969.0,,Plasma,Rattus norvegicus,,A,,,N,17717,BAO_0000218,CHEMBL623994,50597,,Intermediate,,1,1,
8939,1969.0,,Plasma,Rattus norvegicus,,F,,,N,17720,BAO_0000218,CHEMBL623995,50597,,Intermediate,,1,1,
8940,1969.0,,Plasma,Rattus norvegicus,,F,,,N,17720,BAO_0000218,CHEMBL623996,50597,,Intermediate,,1,1,
8941,1969.0,,Plasma,Rattus norvegicus,,F,,,N,17720,BAO_0000218,CHEMBL623997,50597,,Intermediate,,1,1,
8942,1969.0,,Plasma,Rattus norvegicus,,A,,,N,4516,BAO_0000218,CHEMBL623998,50597,,Intermediate,,1,1,
8943,1969.0,,Plasma,Rattus norvegicus,,A,,,N,4516,BAO_0000218,CHEMBL623999,50597,,Intermediate,,1,1,
8944,1969.0,,Plasma,Rattus norvegicus,,A,,,N,4516,BAO_0000218,CHEMBL624000,50597,,Intermediate,,1,1,
8945,1969.0,,Plasma,Rattus norvegicus,,A,,,N,5199,BAO_0000218,CHEMBL624001,50597,,Intermediate,,1,1,
8946,1969.0,,Plasma,Rattus norvegicus,,A,,,N,17538,BAO_0000218,CHEMBL624002,50597,,Intermediate,,1,1,
8947,1969.0,,Plasma,Rattus norvegicus,,A,,,N,6685,BAO_0000218,CHEMBL624003,50597,,Intermediate,,1,1,
8948,1969.0,,Plasma,Rattus norvegicus,,A,,,N,6685,BAO_0000218,CHEMBL624004,50597,,Intermediate,,1,1,
8949,948.0,,Heart,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL624005,50597,,Intermediate,,1,1,
8950,948.0,,Heart,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL624006,50597,,Intermediate,,1,1,
8951,948.0,,Heart,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL624007,50597,,Intermediate,,1,1,
8952,948.0,,Heart,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL624008,50597,,Intermediate,,1,1,
8953,948.0,,Heart,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL624009,50597,,Intermediate,,1,1,
8954,948.0,,Heart,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL874387,50597,,Intermediate,,1,1,
8955,948.0,,Heart,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL624010,50597,,Intermediate,,1,1,
8956,948.0,,Heart,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL624011,50597,,Intermediate,,1,1,
8957,948.0,,Heart,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL624012,50597,,Intermediate,,1,1,
8958,948.0,,Heart,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL624013,50597,,Intermediate,,1,1,
8959,948.0,,Heart,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL624736,50597,,Intermediate,,1,1,
8960,948.0,,Heart,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL624737,50597,,Intermediate,,1,1,
8961,948.0,,Heart,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL624738,50597,,Intermediate,,1,1,
8962,948.0,,Heart,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL624739,50597,,Intermediate,,1,1,
8963,948.0,,Heart,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL624740,50597,,Intermediate,,1,1,
8964,948.0,,Heart,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL624896,50597,,Intermediate,,1,1,
8965,948.0,,Heart,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL624897,50597,,Intermediate,,1,1,
8966,948.0,,Heart,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL624108,50597,,Intermediate,,1,1,
8967,948.0,,Heart,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL624109,50597,,Intermediate,,1,1,
8968,948.0,,Heart,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL624110,50597,,Intermediate,,1,1,
8969,948.0,,Heart,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL624111,50597,,Intermediate,,1,1,
8970,948.0,,Heart,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL624112,50597,,Intermediate,,1,1,
8971,948.0,,Heart,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL624113,50597,,Intermediate,,1,1,
8972,948.0,,Heart,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL619709,50597,,Intermediate,,1,1,
8973,948.0,,Heart,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL619710,50597,,Intermediate,,1,1,
8974,2113.0,,Kidney,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL619711,50597,,Intermediate,,1,1,
8975,2113.0,,Kidney,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL619712,50597,,Intermediate,,1,1,
8976,2113.0,,Kidney,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL619713,50597,,Intermediate,,1,1,
8977,2113.0,,Kidney,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL619714,50597,,Intermediate,,1,1,
8978,2113.0,,Kidney,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL619715,50597,,Intermediate,,1,1,
8979,2113.0,,Kidney,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL619716,50597,,Intermediate,,1,1,
8980,2113.0,,Kidney,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL619717,50597,,Intermediate,,1,1,
8981,2113.0,,Kidney,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL619718,50597,,Intermediate,,1,1,
8982,2113.0,,Kidney,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL619719,50597,,Intermediate,,1,1,
8983,2113.0,,Kidney,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL875329,50597,,Intermediate,,1,1,
8984,2113.0,,Kidney,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL619720,50597,,Intermediate,,1,1,
8985,2113.0,,Kidney,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL619721,50597,,Intermediate,,1,1,
8986,2113.0,,Kidney,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL619722,50597,,Intermediate,,1,1,
8987,2113.0,,Kidney,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL619723,50597,,Intermediate,,1,1,
8988,2113.0,,Kidney,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL619724,50597,,Intermediate,,1,1,
8989,2113.0,,Kidney,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL619725,50597,,Intermediate,,1,1,
8990,2113.0,,Kidney,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL619726,50597,,Intermediate,,1,1,
8991,2113.0,,Kidney,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL619727,50597,,Intermediate,,1,1,
8992,2113.0,,Kidney,Rattus norvegicus,,A,,,N,16434,BAO_0000218,CHEMBL619728,50597,,Intermediate,,1,1,
8993,2113.0,,Kidney,Rattus norvegicus,,A,,,N,16435,BAO_0000218,CHEMBL619729,50597,,Intermediate,,1,1,
8994,2385.0,,Muscle tissue,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL619730,50597,,Intermediate,,1,1,
8995,2385.0,,Muscle tissue,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL619731,50597,,Intermediate,,1,1,
8996,2385.0,,Muscle tissue,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL619732,50597,,Intermediate,,1,1,
8997,2385.0,,Muscle tissue,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL619733,50597,,Intermediate,,1,1,
8998,2385.0,,Muscle tissue,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL619734,50597,,Intermediate,,1,1,
8999,14.0,,Zone of skin,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL619735,50597,,Intermediate,,1,1,
9000,14.0,,Zone of skin,Rattus norvegicus,,A,,,N,11977,BAO_0000218,CHEMBL875330,50597,,Intermediate,,1,1,
