assays_ss_tst_tp,assays_ss_sbclllr_frctn,assays_chmbl_d,assays_src_ss_d,assays_td,assays_ss_tss,assays_b_frmt,assays_ss_rgnsm,assays_tss_d,assays_ss_strn,assays_dscrptn,assays_crtd_b,assays_ss_tx_d,assays_rltnshp_tp,assays_ss_d,assays_src_d,assays_vrnt_d,assays_cnfdnc_scr,assays_ss_tp,assays_ss_cll_tp,assays_cll_d,assays_dc_d,assays_ss_ctgr
,,CHEMBL624216,,50597,Blood,BAO_0000218,Rattus norvegicus,178.0,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,Intermediate,10116.0,N,8592,1,,1,A,,,16435,
,,CHEMBL624217,,50597,Blood,BAO_0000218,Rattus norvegicus,178.0,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,Intermediate,10116.0,N,8593,1,,1,A,,,16435,
,,CHEMBL624218,,50597,Blood,BAO_0000218,Rattus norvegicus,178.0,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,Intermediate,10116.0,N,8594,1,,1,A,,,16435,
,,CHEMBL624219,,50597,Blood,BAO_0000218,Rattus norvegicus,178.0,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,Intermediate,10116.0,N,8595,1,,1,A,,,16435,
,,CHEMBL624220,,50597,Blood,BAO_0000218,Rattus norvegicus,178.0,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,Intermediate,10116.0,N,8596,1,,1,A,,,16435,
,,CHEMBL624221,,50597,Blood,BAO_0000218,Rattus norvegicus,178.0,,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,Intermediate,10116.0,N,8597,1,,1,A,,,16435,
,,CHEMBL624222,,50597,,BAO_0000218,Rattus norvegicus,,,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,Intermediate,10116.0,N,8598,1,,1,A,,,16434,
,,CHEMBL624223,,50597,,BAO_0000218,Rattus norvegicus,,,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,Intermediate,10116.0,N,8599,1,,1,A,,,16434,
,,CHEMBL624224,,50597,,BAO_0000218,Rattus norvegicus,,,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,Intermediate,10116.0,N,8600,1,,1,A,,,16434,
,,CHEMBL624225,,50597,,BAO_0000218,Rattus norvegicus,,,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,Intermediate,10116.0,N,8601,1,,1,A,,,16434,
In vivo,,CHEMBL622420,,50597,,BAO_0000218,Rattus norvegicus,,,Volume of solubility in solution after intravenous administration in rats at 24 uM/kg,Intermediate,10116.0,N,8602,1,,1,A,,,17764,
In vivo,,CHEMBL622421,,50597,,BAO_0000218,Rattus norvegicus,,,Volume of steady state distribution after i.v. administration in rats,Intermediate,10116.0,N,8603,1,,1,A,,,5031,
In vivo,,CHEMBL622422,,50597,,BAO_0000218,Rattus norvegicus,,,Vss after intravenous administration (5.0 mg/kg) was determined in rat,Intermediate,10116.0,N,8604,1,,1,A,,,6215,
In vivo,,CHEMBL622423,,50597,,BAO_0000218,Rattus norvegicus,,,Vss in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,Intermediate,10116.0,N,8605,1,,1,A,,,17671,
In vivo,,CHEMBL622424,,50597,,BAO_0000218,Rattus norvegicus,,,Vss was determined,Intermediate,10116.0,N,8606,1,,1,A,,,17752,
In vivo,,CHEMBL622425,,50597,,BAO_0000218,Rattus norvegicus,,,Vss in rat,Intermediate,10116.0,N,8607,1,,1,A,,,6596,
In vivo,,CHEMBL876612,,50597,,BAO_0000218,Rattus norvegicus,,,Vss was evaluated after 10 uM/kg of intra arterial administration,Intermediate,10116.0,N,8608,1,,1,A,,,16423,
In vivo,,CHEMBL622426,,50597,,BAO_0000218,Rattus norvegicus,,,volume of distribution at steady state was observed after intravenous administration in rat,Intermediate,10116.0,N,8609,1,,1,A,,,15662,
In vivo,,CHEMBL622427,,50597,,BAO_0000218,Rattus norvegicus,,,Volume of distribution was measured in rat after an iv dose of 1 mg/kg,Intermediate,10116.0,N,8610,1,,1,A,,,6062,
In vivo,,CHEMBL622428,,50597,,BAO_0000218,Rattus norvegicus,,,Pharmacokinetic (PK) parameter Vz in rat,Intermediate,10116.0,N,8611,1,,1,A,,,5874,
In vivo,,CHEMBL622429,,50597,,BAO_0000218,Rattus norvegicus,,,Volume distribution in rats,Intermediate,10116.0,N,8612,1,,1,A,,,4942,
In vivo,,CHEMBL622430,,50597,,BAO_0000218,Rattus norvegicus,,,Volume of distribution in rat; No data,Intermediate,10116.0,N,8613,1,,1,A,,,17796,
In vivo,,CHEMBL622431,,50597,,BAO_0000218,Rattus norvegicus,,,Volume of distribution was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,Intermediate,10116.0,N,8614,1,,1,A,,,4890,
,,CHEMBL622432,,50597,Ileum,BAO_0000218,Rattus norvegicus,2116.0,,% absorption predicted from in vitro rat ileum transport studies,Intermediate,10116.0,N,8615,1,,1,A,,,15765,
In vivo,,CHEMBL622433,,50597,,BAO_0000218,Rattus norvegicus,,,Bioavailability at an iv dose of 12 mg/Kg and po dose of 23 mg/Kg,Intermediate,10116.0,N,8616,1,,1,A,,,13569,
In vivo,,CHEMBL622434,,50597,,BAO_0000218,Rattus norvegicus,,,Bioavailability at an iv dose of 14 mg/Kg and po dose of 15 mg/Kg,Intermediate,10116.0,N,8617,1,,1,A,,,13569,
In vivo,,CHEMBL622435,,50597,,BAO_0000218,Rattus norvegicus,,,Bioavailability at an iv dose of 14 mg/Kg and po dose of 28 mg/Kg,Intermediate,10116.0,N,8618,1,,1,A,,,13569,
In vivo,,CHEMBL618748,,50597,,BAO_0000218,Rattus norvegicus,,,Bioavailability (dose 15 mg/kg i.v. and 30 mg/kg p.o.),Intermediate,10116.0,N,8619,1,,1,A,,,13569,
In vivo,,CHEMBL618749,,50597,,BAO_0000218,Rattus norvegicus,,,Bioavailability at an iv dose of 15 mg/Kg and po dose of 30.2 mg/Kg,Intermediate,10116.0,N,8620,1,,1,A,,,13569,
In vivo,,CHEMBL618750,,50597,,BAO_0000218,Rattus norvegicus,,,Bioavailability at an iv dose of 15.6 mg/Kg and po dose of 31.2 mg/Kg,Intermediate,10116.0,N,8621,1,,1,A,,,13569,
In vivo,,CHEMBL618751,,50597,,BAO_0000218,Rattus norvegicus,,,Bioavailability at an iv dose of 15.7 mg/Kg and po dose of 31.4 mg/Kg,Intermediate,10116.0,N,8622,1,,1,A,,,13569,
In vivo,,CHEMBL618752,,50597,,BAO_0000218,Rattus norvegicus,,,Bioavailability at an iv dose of 16 mg/Kg and po dose of 35 mg/Kg,Intermediate,10116.0,N,8623,1,,1,A,,,13569,
In vivo,,CHEMBL618753,,50597,,BAO_0000218,Rattus norvegicus,,,Oral bioavailability in rat,Intermediate,10116.0,N,8624,1,,1,A,,,4576,
In vivo,,CHEMBL618754,,50597,Plasma,BAO_0000218,Rattus norvegicus,1969.0,,Oral bioavailability estimated by measurement of the circulating plasma levels of BMS-183920 after intravenous and oral dosing to rats for 4 determinations,Intermediate,10116.0,N,8625,1,,1,A,,,750,
In vivo,,CHEMBL618755,,50597,,BAO_0000218,Rattus norvegicus,,,Oral bioavailability in rat,Intermediate,10116.0,N,8626,1,,1,A,,,750,
In vivo,,CHEMBL618756,,50597,,BAO_0000218,Rattus norvegicus,,,Oral bioavailability in rat,Intermediate,10116.0,N,8627,1,,1,A,,,4590,
In vivo,,CHEMBL618757,,50597,,BAO_0000218,Rattus norvegicus,,,Oral bioavailability in rat,Intermediate,10116.0,N,8628,1,,1,A,,,1716,
In vivo,,CHEMBL618758,,50597,,BAO_0000218,Rattus norvegicus,,,Bioavailability in rat,Intermediate,10116.0,N,8629,1,,1,A,,,1974,
In vivo,,CHEMBL621088,,50597,,BAO_0000218,Rattus norvegicus,,,Oral bioavailability in rat (dose 30 mg/kg),Intermediate,10116.0,N,8630,1,,1,A,,,4502,
,,CHEMBL621089,,50597,,BAO_0000218,Rattus norvegicus,,,Pharmacokinetic property (cLogP) in rat,Intermediate,10116.0,N,8631,1,,1,A,,,3371,
,,CHEMBL621090,,50597,Blood,BAO_0000218,Rattus norvegicus,178.0,,Hyperglycemic activity and change in blood glucose concentration was reported 2 hours after administration of 100 mg/Kg perorally,Intermediate,10116.0,N,8632,1,,1,F,,,9099,
,,CHEMBL621091,,50597,Blood,BAO_0000218,Rattus norvegicus,178.0,,Hyperglycemic activity and change in blood glucose concentration was reported 4 hours after administration of 100 mg/Kg perorally,Intermediate,10116.0,N,8633,1,,1,F,,,9099,
In vivo,,CHEMBL876731,,50597,,BAO_0000218,Rattus norvegicus,,,Clearance in rat.,Intermediate,10116.0,N,8634,1,,1,A,,,4590,
In vivo,,CHEMBL621092,,50597,,BAO_0000218,Rattus norvegicus,,,Compound was evaluated for its clearance when administered intravenously in rat,Intermediate,10116.0,N,8635,1,,1,A,,,3184,
In vivo,,CHEMBL621093,,50597,,BAO_0000218,Rattus norvegicus,,,Plasma clearance in Male Sprague-Dawley rats after intravenous administration at a dose of 10 mg/kg,Intermediate,10116.0,N,8636,1,,1,A,,,16456,
,,CHEMBL621094,,50597,,BAO_0000218,Rattus norvegicus,,,Blood: Brain distribution ratio is determined in rat,Intermediate,10116.0,N,8637,1,,1,A,,,4199,
,,CHEMBL621095,,50597,,BAO_0000218,Rattus norvegicus,,,Blood: Brain distribution ratio is determined in rat; NQ: non quantifable,Intermediate,10116.0,N,8638,1,,1,A,,,4199,
,,CHEMBL621096,,50597,,BAO_0000218,Rattus norvegicus,,,Blood: Brain distribution ratio is determined in rat; NQ:non quantifable,Intermediate,10116.0,N,8639,1,,1,A,,,4199,
In vivo,,CHEMBL621097,,50597,Kidney,BAO_0000218,Rattus norvegicus,2113.0,,"Biodistribution in Sprague-Dawley rat kidneys(2) 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Intermediate,10116.0,N,8640,1,,1,A,,,8677,
,,CHEMBL621098,,50597,,BAO_0000218,Rattus norvegicus,,,Percent dose excreted in 0-48 hours administered ip to male rat,Intermediate,10116.0,N,8641,1,,1,F,,,7449,
,,CHEMBL621099,,50597,Cerebellum,BAO_0000218,Rattus norvegicus,2037.0,,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 120 minutes after an intravenous injection is given (average of 3 rats),Intermediate,10116.0,N,8642,1,,1,A,,,11977,
,,CHEMBL621100,,50597,Cerebellum,BAO_0000218,Rattus norvegicus,2037.0,,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 2 minutes after an intravenous injection is given (average of 3 rats),Intermediate,10116.0,N,8643,1,,1,A,,,11977,
,,CHEMBL621101,,50597,Cerebellum,BAO_0000218,Rattus norvegicus,2037.0,,Uptake of radioligand [125I]-FIDA1 by cerebellum in rat after 30 minutes after an intravenous injection is given (average of 2 rats),Intermediate,10116.0,N,8644,1,,1,A,,,11977,
,,CHEMBL621102,,50597,Cerebellum,BAO_0000218,Rattus norvegicus,2037.0,,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 30 minutes after an intravenous injection is given (average of 3 rats),Intermediate,10116.0,N,8645,1,,1,A,,,11977,
,,CHEMBL876732,,50597,Cerebellum,BAO_0000218,Rattus norvegicus,2037.0,,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 60 minutes after an intravenous injection is given (average of 3 rats),Intermediate,10116.0,N,8646,1,,1,A,,,11977,
,,CHEMBL621103,,50597,,BAO_0000218,Rattus norvegicus,,,Uptake of radioligand [125I]-FIDA1 by cortex in rat after 120 minutes after an intravenous injection is given (average of 3 rats),Intermediate,10116.0,N,8647,1,,1,A,,,11977,
,,CHEMBL621104,,50597,,BAO_0000218,Rattus norvegicus,,,Uptake of radioligand [125I]FIDA1 by cortex in rat after 2 minutes after an intravenous injection is given (average of 3 rats),Intermediate,10116.0,N,8648,1,,1,A,,,11977,
,,CHEMBL621105,,50597,,BAO_0000218,Rattus norvegicus,,,Uptake of radioligand [125I]FIDA1 by cortex in rat after 30 minutes after an intravenous injection is given (average of 2 rats),Intermediate,10116.0,N,8649,1,,1,A,,,11977,
,,CHEMBL621106,,50597,,BAO_0000218,Rattus norvegicus,,,Uptake of radioligand [125I]-FIDA1 by cortex in rat after 30 minutes after an intravenous injection is given (average of 3 rats),Intermediate,10116.0,N,8650,1,,1,A,,,11977,
,,CHEMBL621107,,50597,,BAO_0000218,Rattus norvegicus,,,Uptake of radioligand [125I]FIDA1 by cortex in rat after 60 minutes after an intravenous injection is given (average of 3 rats),Intermediate,10116.0,N,8651,1,,1,A,,,11977,
,,CHEMBL621108,,50597,,BAO_0000218,Rattus norvegicus,,,Uptake of radioligand [125I]FIDA1 by hippo-campus in rat after 120 minutes after an intravenous injection is given (average of 3 rats),Intermediate,10116.0,N,8652,1,,1,A,,,11977,
,,CHEMBL621109,,50597,,BAO_0000218,Rattus norvegicus,,,Uptake of radioligand [125I]FIDA1 by hippo-campus in rat after 2 minutes after an intravenous injection is given (average of 3 rats),Intermediate,10116.0,N,8653,1,,1,A,,,11977,
In vivo,,CHEMBL621110,,50594,Kidney,BAO_0000218,Mus musculus,2113.0,,Biodistribution of radioactivity in normal mice (ICR) kidney after 30 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8654,1,,1,A,,,17208,
In vivo,,CHEMBL621111,,50594,Kidney,BAO_0000218,Mus musculus,2113.0,,Biodistribution of radioactivity in normal mice (ICR) kidney after 6 hours of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8655,1,,1,A,,,17208,
In vivo,,CHEMBL622541,,50594,Liver,BAO_0000218,Mus musculus,2107.0,,Biodistribution of radioactivity in normal mice (ICR) liver after 1 hour of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8656,1,,1,A,,,17208,
In vivo,,CHEMBL622542,,50594,Liver,BAO_0000218,Mus musculus,2107.0,,Biodistribution of radioactivity in normal mice (ICR) liver after 2 hours of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8657,1,,1,A,,,17208,
In vivo,,CHEMBL622543,,50594,Liver,BAO_0000218,Mus musculus,2107.0,,Biodistribution of radioactivity in normal mice (ICR) liver after 2 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8658,1,,1,A,,,17208,
In vivo,,CHEMBL624412,,50594,Liver,BAO_0000218,Mus musculus,2107.0,,Biodistribution of radioactivity in normal mice (ICR) liver after 24 hours of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8659,1,,1,A,,,17208,
In vivo,,CHEMBL624413,,50594,Liver,BAO_0000218,Mus musculus,2107.0,,Biodistribution of radioactivity in normal mice (ICR) liver after 30 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8660,1,,1,A,,,17208,
In vivo,,CHEMBL624414,,50594,Liver,BAO_0000218,Mus musculus,2107.0,,Biodistribution of radioactivity in normal mice (ICR) liver after 6 hours of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8661,1,,1,A,,,17208,
In vivo,,CHEMBL624415,,50594,Lung,BAO_0000218,Mus musculus,2048.0,,Biodistribution of radioactivity in normal mice (ICR) lung after 1 hour of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8662,1,,1,A,,,17208,
In vivo,,CHEMBL624416,,50594,Lung,BAO_0000218,Mus musculus,2048.0,,Biodistribution of radioactivity in normal mice (ICR) lung after 2 hours of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8663,1,,1,A,,,17208,
In vivo,,CHEMBL624417,,50594,Lung,BAO_0000218,Mus musculus,2048.0,,Biodistribution of radioactivity in normal mice (ICR) lung after 2 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8664,1,,1,A,,,17208,
In vivo,,CHEMBL624418,,50594,Lung,BAO_0000218,Mus musculus,2048.0,,Biodistribution of radioactivity in normal mice (ICR) lung after 24 hours of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8665,1,,1,A,,,17208,
In vivo,,CHEMBL624419,,50594,Lung,BAO_0000218,Mus musculus,2048.0,,Biodistribution of radioactivity in normal mice (ICR) lung after 30 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8666,1,,1,A,,,17208,
In vivo,,CHEMBL624420,,50594,Lung,BAO_0000218,Mus musculus,2048.0,,Biodistribution of radioactivity in normal mice (ICR) lung after 6 hours of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8667,1,,1,A,,,17208,
In vivo,,CHEMBL624421,,50594,Muscle tissue,BAO_0000218,Mus musculus,2385.0,,Biodistribution of radioactivity in normal mice (ICR) muscle after 1 hr of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8668,1,,1,A,,,17208,
In vivo,,CHEMBL624422,,50594,Muscle tissue,BAO_0000218,Mus musculus,2385.0,,Biodistribution of radioactivity in normal mice (ICR) muscle after 2 hours of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8669,1,,1,A,,,17208,
In vivo,,CHEMBL624423,,50594,Muscle tissue,BAO_0000218,Mus musculus,2385.0,,Biodistribution of radioactivity in normal mice (ICR) muscle after 2 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8670,1,,1,A,,,17208,
In vivo,,CHEMBL625123,,50594,Muscle tissue,BAO_0000218,Mus musculus,2385.0,,Biodistribution of radioactivity in normal mice (ICR) muscle after 24 hours of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8671,1,,1,A,,,17208,
In vivo,,CHEMBL625124,,50594,Muscle tissue,BAO_0000218,Mus musculus,2385.0,,Biodistribution of radioactivity in normal mice (ICR) muscle after 30 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8672,1,,1,A,,,17208,
In vivo,,CHEMBL625125,,50594,Muscle tissue,BAO_0000218,Mus musculus,2385.0,,Biodistribution of radioactivity in normal mice (ICR) muscle after 6 hours of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8673,1,,1,A,,,17208,
In vivo,,CHEMBL625126,,50594,Zone of skin,BAO_0000218,Mus musculus,14.0,,Biodistribution of radioactivity in normal mice (ICR) skin after 1 hour of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8674,1,,1,A,,,17208,
In vivo,,CHEMBL626947,,50594,Zone of skin,BAO_0000218,Mus musculus,14.0,,Biodistribution of radioactivity in normal mice (ICR) skin after 2 hours of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8675,1,,1,A,,,17208,
In vivo,,CHEMBL626948,,50594,Zone of skin,BAO_0000218,Mus musculus,14.0,,Biodistribution of radioactivity in normal mice (ICR) skin after 2 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8676,1,,1,A,,,17208,
In vivo,,CHEMBL626949,,50594,Zone of skin,BAO_0000218,Mus musculus,14.0,,Biodistribution of radioactivity in normal mice (ICR) skin after 24 hours of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8677,1,,1,A,,,17208,
In vivo,,CHEMBL626950,,50594,Zone of skin,BAO_0000218,Mus musculus,14.0,,Biodistribution of radioactivity in normal mice (ICR) skin after 30 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8678,1,,1,A,,,17208,
In vivo,,CHEMBL626951,,50594,Zone of skin,BAO_0000218,Mus musculus,14.0,,Biodistribution of radioactivity in normal mice (ICR) skin after 6 hours of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8679,1,,1,A,,,17208,
In vivo,,CHEMBL626952,,50594,Spleen,BAO_0000218,Mus musculus,2106.0,,Biodistribution of radioactivity in normal mice (ICR) spleen after 1 hour of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8680,1,,1,A,,,17208,
In vivo,,CHEMBL626953,,50594,Spleen,BAO_0000218,Mus musculus,2106.0,,Biodistribution of radioactivity in normal mice (ICR) spleen after 2 hours of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8681,1,,1,A,,,17208,
In vivo,,CHEMBL626954,,50594,Spleen,BAO_0000218,Mus musculus,2106.0,,Biodistribution of radioactivity in normal mice (ICR) spleen after 2 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8682,1,,1,A,,,17208,
In vivo,,CHEMBL626955,,50594,Spleen,BAO_0000218,Mus musculus,2106.0,,Biodistribution of radioactivity in normal mice (ICR) spleen after 24 hours of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8683,1,,1,A,,,17208,
In vivo,,CHEMBL626956,,50594,Spleen,BAO_0000218,Mus musculus,2106.0,,Biodistribution of radioactivity in normal mice (ICR) spleen after 30 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8684,1,,1,A,,,17208,
In vivo,,CHEMBL626957,,50594,Spleen,BAO_0000218,Mus musculus,2106.0,,Biodistribution of radioactivity in normal mice (ICR) spleen after 6 hours of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8685,1,,1,A,,,17208,
In vivo,,CHEMBL626958,,50594,Blood,BAO_0000218,Mus musculus,178.0,,Biodistribution of radioactivity in normal mice blood after 1 hour of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8686,1,,1,A,,,17208,
In vivo,,CHEMBL626959,,50594,Blood,BAO_0000218,Mus musculus,178.0,,Biodistribution of radioactivity in normal mice blood after 2 hours of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8687,1,,1,A,,,17208,
In vivo,,CHEMBL626960,,50594,Blood,BAO_0000218,Mus musculus,178.0,,Biodistribution of radioactivity in normal mice blood after 2 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8688,1,,1,A,,,17208,
In vivo,,CHEMBL626961,,50594,Blood,BAO_0000218,Mus musculus,178.0,,Biodistribution of radioactivity in normal mice blood after 24 hours of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8689,1,,1,A,,,17208,
In vivo,,CHEMBL627589,,50594,Blood,BAO_0000218,Mus musculus,178.0,,Biodistribution of radioactivity in normal mice blood after 30 minutes of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8690,1,,1,A,,,17208,
In vivo,,CHEMBL627590,,50594,Blood,BAO_0000218,Mus musculus,178.0,,Biodistribution of radioactivity in normal mice blood after 6 hours of intravenous injection of [125I]-16(IMPY),Intermediate,10090.0,N,8691,1,,1,A,,,17208,
,,CHEMBL627591,,50594,,BAO_0000218,Mus musculus,,,Time taken for EC90 was determined when tested in mouse,Intermediate,10090.0,N,8692,1,,1,A,,,3132,
,,CHEMBL627592,,50594,,BAO_0000218,Mus musculus,,,Time taken for EC90 was determined when tested in mouse at dose 25 mg/kg,Intermediate,10090.0,N,8693,1,,1,A,,,3132,
In vivo,,CHEMBL627593,,50594,,BAO_0000218,Mus musculus,,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for half life (T1/2),Intermediate,10090.0,N,8694,1,,1,A,,,16597,
,,CHEMBL627594,,50594,,BAO_0000218,Mus musculus,,,Half life in mice,Intermediate,10090.0,N,8695,1,,1,A,,,5727,
In vivo,,CHEMBL876813,,50594,,BAO_0000218,Mus musculus,,,Half life period in mouse after 10 mg/Kg dose,Intermediate,10090.0,N,8696,1,,1,A,,,5302,
In vivo,,CHEMBL627595,,50594,,BAO_0000218,Mus musculus,,,Half life period in mouse after 10 mg/kg dose,Intermediate,10090.0,N,8697,1,,1,A,,,5302,
In vivo,,CHEMBL627596,,50594,,BAO_0000218,Mus musculus,,,Half life was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,Intermediate,10090.0,N,8698,1,,1,A,,,6348,
In vivo,,CHEMBL627597,,50597,,BAO_0000218,Rattus norvegicus,,,Cmax value at 5 mg/kg po was determined in rat,Intermediate,10116.0,N,8699,1,,1,A,,,5964,
In vivo,,CHEMBL627598,,50597,,BAO_0000218,Rattus norvegicus,,,Cmax value evaluated in rat,Intermediate,10116.0,N,8700,1,,1,A,,,6078,
In vivo,,CHEMBL627599,,50597,Brain,BAO_0000218,Rattus norvegicus,955.0,,Cmax value was calculated by applying at a dose of 10 mg/Kg ip in rat brain,Intermediate,10116.0,N,8701,1,,1,A,,,5206,
In vivo,,CHEMBL627600,,50597,,BAO_0000218,Rattus norvegicus,,,Cmax value after administration of 20 mg/Kg oral dose in rat,Intermediate,10116.0,N,8702,1,,1,A,,,2959,
In vivo,,CHEMBL627601,,50597,,BAO_0000218,Rattus norvegicus,,,Cmax value at 1 mg/kg po in rat,Intermediate,10116.0,N,8703,1,,1,A,,,5964,
In vivo,,CHEMBL627776,,50597,,BAO_0000218,Rattus norvegicus,,,Cmax value at 5 mg/kg po in rat,Intermediate,10116.0,N,8704,1,,1,A,,,5964,
In vivo,,CHEMBL627777,,50597,,BAO_0000218,Rattus norvegicus,,,Cmax value at a dose of 10 mg/kg in male SD rats,Intermediate,10116.0,N,8705,1,,1,A,,,6757,
In vivo,,CHEMBL627778,,50597,,BAO_0000218,Rattus norvegicus,,,Cmax value at a dose of 100 mg/kg in male SD rats,Intermediate,10116.0,N,8706,1,,1,A,,,6757,
In vivo,,CHEMBL627779,,50597,,BAO_0000218,Rattus norvegicus,,,Cmax value at a dose of 50 mg/kg in male SD rats,Intermediate,10116.0,N,8707,1,,1,A,,,6757,
In vivo,,CHEMBL876814,,50597,,BAO_0000218,Rattus norvegicus,,,Cmax value in rats at 10 mg/kg,Intermediate,10116.0,N,8708,1,,1,A,,,17617,
In vivo,,CHEMBL627780,,50597,,BAO_0000218,Rattus norvegicus,,,Cmax value was evaluated in rats at a dose of 20 mg/kg,Intermediate,10116.0,N,8709,1,,1,A,,,1445,
In vivo,,CHEMBL627781,,50597,,BAO_0000218,Rattus norvegicus,,,Cmax value was determined after peroral administration of 20 mg/kg in rat,Intermediate,10116.0,N,8710,1,,1,A,,,6082,
In vivo,,CHEMBL627782,,50597,,BAO_0000218,Rattus norvegicus,,,Cmax value was determined between 15 and 30 minutes post administration in fisher rats; value ranges from 200-500,Intermediate,10116.0,N,8711,1,,1,A,,,1446,
In vivo,,CHEMBL627783,,50597,Plasma,BAO_0000218,Rattus norvegicus,1969.0,,Compound was evaluated for its pharmacokinetic parameter maximum plasma concentration (Cmax) after oral administration to rats,Intermediate,10116.0,N,8712,1,,1,A,,,5407,
In vivo,,CHEMBL627784,,50597,Plasma,BAO_0000218,Rattus norvegicus,1969.0,,Compound was evaluated for maximal plasma concentration in rat upon 5 mg/kg upon oral administration,Intermediate,10116.0,N,8713,1,,1,A,,,2690,
In vivo,,CHEMBL627785,,50597,,BAO_0000218,Rattus norvegicus,,,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to female wistar rats,Intermediate,10116.0,N,8714,1,,1,A,,,2661,
In vivo,,CHEMBL627786,,50597,,BAO_0000218,Rattus norvegicus,,,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to male wistar rats,Intermediate,10116.0,N,8715,1,,1,A,,,2661,
In vivo,,CHEMBL627787,,50597,Plasma,BAO_0000218,Rattus norvegicus,1969.0,,Compound was evaluated for pharmacokinetic parameter maximum plasma concentration,Intermediate,10116.0,N,8716,1,,1,A,,,4891,
