chembl_id,relationship_type,assay_subcellular_fraction,src_id,curated_by,assay_cell_type,assay_test_type,tid,description,assay_tissue,assay_organism,assay_tax_id,assay_id,tissue_id,assay_strain,assay_type,cell_id,confidence_score,bao_format,variant_id,src_assay_id,assay_category,doc_id
CHEMBL615926,D,,1,Expert,,,10576,Inhibition of radiolabeled [3H]-8-OH-DPAT ligand binding to 5-hydroxytryptamine 1A receptor,,Rattus norvegicus,10116.0,871,,,B,,9,BAO_0000357,,,,14178
CHEMBL615927,D,,1,Expert,,,10576,Displacement of [3H]8-OH-DPAT from rat cortex 5-hydroxytryptamine 1A receptor,,Rattus norvegicus,10116.0,872,,,B,,9,BAO_0000019,,,,10639
CHEMBL615928,H,,1,Autocuration,,,10576,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,Hippocampus,,,873,10000000.0,,B,,8,BAO_0000221,,,,12306
CHEMBL615929,D,,1,Expert,,,10576,Inhibitory activity against 5-hydroxytryptamine 1A receptor subtype,,Rattus norvegicus,10116.0,874,,,B,,9,BAO_0000357,,,,1348
CHEMBL615930,H,,1,Autocuration,,,10576,Inhibitory activity against [3H]DPAT binding to 5-HT1A receptor in rat hippocampus,Hippocampus,,,875,10000000.0,,B,,8,BAO_0000221,,,,13605
CHEMBL615931,H,,1,Autocuration,CHO,,51,Inhibition concentration against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,,,,876,,,B,449.0,8,BAO_0000219,,,,17624
CHEMBL615932,H,,1,Autocuration,CHO,,51,Inhibition concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,,,,877,,,F,449.0,8,BAO_0000219,,,,17624
CHEMBL615933,H,,1,Autocuration,CHO,,51,Inhibition concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,,,,878,,,F,449.0,8,BAO_0000219,,,,17624
CHEMBL615934,H,,1,Autocuration,,,51,Inhibition of [3H]- 8-OH-DAPT binding against human recombinant 5-hydroxytryptamine 1A receptor,,,,879,,,B,,8,BAO_0000357,,,,15267
CHEMBL615935,H,,1,Autocuration,,,51,The binding affinity at the 5-hydroxytryptamine 1A receptor determined using [3H]5-CT; Not tested,,,,880,,,B,,8,BAO_0000357,,,,16532
CHEMBL615936,H,,1,Autocuration,,,51,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,,,881,,,F,,8,BAO_0000019,,,,6563
CHEMBL615937,H,,1,Autocuration,CHO,,51,Ability to displace [3H]-8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor at a concentration of 1 uM,,,,882,,,B,449.0,8,BAO_0000219,,,,4751
CHEMBL615938,H,,1,Autocuration,,,51,Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor,,,,883,,,B,,8,BAO_0000357,,,,15463
CHEMBL615797,H,,1,Autocuration,,,51,In vitro binding affinity against human 5-hydroxytryptamine 1A receptor at a concentration of 100 (nM),,,,884,,,B,,8,BAO_0000357,,,,3805
CHEMBL615798,H,,1,Autocuration,,,51,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,,,885,,,B,,8,BAO_0000357,,,,5640
CHEMBL872870,H,,1,Autocuration,,,51,Inhibition of [3H]8-OH-DPAT binding to human 5-hydroxytryptamine 1A receptor at 1000 nM compound concentration,,,,886,,,B,,8,BAO_0000357,,,,6563
CHEMBL615799,H,,1,Autocuration,,,51,Inhibitory activity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand at 100 nM concentration,,,,887,,,B,,8,BAO_0000357,,,,5548
CHEMBL615800,H,,1,Autocuration,,,51,Percent binding affinity against 5-hydroxytryptamine 1A receptor,,,,888,,,B,,8,BAO_0000357,,,,6347
CHEMBL615801,H,,1,Autocuration,HEK293,,51,Intrinsic activity for human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,,,,889,,,F,722.0,8,BAO_0000219,,,,17296
CHEMBL615802,H,,1,Autocuration,,,51,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit jugular vein assay in the absence of endothelium,,,,890,,,B,,8,BAO_0000019,,,,13047
CHEMBL615803,H,,1,Autocuration,,,51,Dissociation constant against human 5-hydroxytryptamine 1A receptor receptor,,,,891,,,B,,8,BAO_0000357,,,,15740
CHEMBL835002,H,,1,Expert,,,51,"Inhibition of 5-HT induced [35S]GTP-gamma-S, binding at human cloned 5-HT 1A receptors.",,,,892,,,F,,8,BAO_0000019,,,,5640
CHEMBL615804,H,,1,Autocuration,,,51,"5-hydroxytryptamine 1A receptor antagonism was evaluated by the ability to inhibit [35S]GTP-gamma-S, binding that was induced by 5-HT; Ki (nM): not determined",,,,893,,,F,,8,BAO_0000019,,,,5640
CHEMBL615805,H,,1,Expert,HeLa,,51,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor,,,,894,,,B,308.0,8,BAO_0000219,,,,17211
CHEMBL615806,H,,1,Autocuration,CHO,,51,Ability to displace [3H]8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor,,,,895,,,B,449.0,8,BAO_0000219,,,,4751
CHEMBL615807,D,,1,Expert,,,51,Affinity towards human 5-hydroxytryptamine 1A serotonin receptor,,Homo sapiens,9606.0,896,,,B,,9,BAO_0000357,,,,6491
CHEMBL615808,H,,1,Autocuration,,,51,Binding affinity towards human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT-as radioligand,,,,897,,,B,,8,BAO_0000357,,,,4707
CHEMBL615809,D,,1,Expert,,,51,Binding affinity against 5-hydroxytryptamine 1A receptor,,Homo sapiens,9606.0,898,,,B,,9,BAO_0000357,,,,13910
CHEMBL615810,H,,1,Autocuration,HeLa,,51,Binding affinity against 5-hydroxytryptamine 1A receptor in HeLa cells was determined using [3H]5-HT,,,,899,,,B,308.0,8,BAO_0000219,,,,16190
CHEMBL615811,H,,1,Autocuration,,,51,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,,,900,,,B,,8,BAO_0000357,,,,16633
CHEMBL615812,H,,1,Autocuration,CHO,,51,Binding affinity against [3H]- -8-OH-DPAT -labeled 5-hydroxytryptamine 1A sites in cloned CHO cells,,,,901,,,B,449.0,8,BAO_0000219,,,,11898
CHEMBL615751,H,,1,Autocuration,CHO,,51,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,,,,902,,,B,449.0,8,BAO_0000219,,,,11898
CHEMBL615752,H,,1,Autocuration,,,51,Binding affinity against human 5-hydroxytryptamine 1A receptor,,,,903,,,B,,8,BAO_0000357,,,,14331
CHEMBL615753,H,,1,Expert,CHO,,51,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand,,,,904,,,B,449.0,8,BAO_0000219,,,,17624
CHEMBL615754,H,,1,Autocuration,CHO,,51,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand; nd=not determined,,,,905,,,B,449.0,8,BAO_0000219,,,,17624
CHEMBL615755,H,,1,Autocuration,,,51,Binding affinity of compound to human 5-hydroxytryptamine 1A receptor,,,,906,,,B,,8,BAO_0000357,,,,3307
CHEMBL615756,D,,1,Expert,CHO,,51,Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells,,Homo sapiens,9606.0,907,,,B,449.0,9,BAO_0000219,,,,6563
CHEMBL615757,H,,1,Autocuration,,,51,Binding affinity for 5-hydroxytryptamine 1A receptor in HeLa transfected cell type using [3H]8-OH-DPAT as radioligand,,,,908,,,B,,8,BAO_0000019,,,,14165
CHEMBL615758,H,,1,Autocuration,,,51,Binding affinity towards cloned human 5-hydroxytryptamine 1A receptor was determined,,,,909,,,B,,8,BAO_0000357,,,,5732
CHEMBL615759,H,,1,Expert,,,51,In vitro affinity at human cloned 5-hydroxytryptamine 1A receptor by [3H]8-OH-DPAT displacement.,,,,910,,,B,,8,BAO_0000357,,,,13366
CHEMBL615760,H,,1,Autocuration,,,51,Binding affinity towards human 5-hydroxytryptamine 1A receptor,,,,911,,,B,,8,BAO_0000357,,,,17626
CHEMBL615761,H,,1,Expert,HeLa,,51,Binding affinity towards human 5-hydroxytryptamine 1A receptor by the displacement of [3H]5-HT radioligand from the cloned receptor expressed in HeLa cells,,,,912,,,B,308.0,8,BAO_0000219,,,,6588
CHEMBL872104,H,,1,Autocuration,,,51,Binding affinity towards human 5-hydroxytryptamine 1A receptor was determined using [3H]-5-HT as radioligand,,,,913,,,B,,8,BAO_0000357,,,,16209
CHEMBL615762,H,,1,Autocuration,,,51,Binding affinity towards recombinant human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,,,,914,,,B,,8,BAO_0000357,,,,15463
CHEMBL615763,H,,1,Autocuration,,,51,Binding affinity towards recombinant human Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,,,,915,,,B,,8,BAO_0000357,,,,15463
CHEMBL615764,H,,1,Autocuration,,,51,Binding affinity for recombinant human 5-hydroxytryptamine 1A receptor using [3H]5-HT as radioligand.,,,,916,,,B,,8,BAO_0000357,,,,14770
CHEMBL615765,H,,1,Autocuration,Cell line,,51,Binding affinity on human cloned 5-hydroxytryptamine 1A receptor transfected in human cell lines (He La),,,,917,,,B,1167.0,8,BAO_0000219,,,,16245
CHEMBL615766,H,,1,Autocuration,,,51,Binding affinity on human cloned 5-hydroxytryptamine 1A receptor transfected in human cell lines(He La),,,,918,,,B,,8,BAO_0000019,,,,16245
CHEMBL615767,H,,1,Autocuration,,,51,Binding affinity towards 5-HT1A receptor using [3H]8-OH-DPAT as radioligand,,,,919,,,B,,8,BAO_0000357,,,,5548
CHEMBL615768,H,,1,Expert,,,51,Binding affinity was determined towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,,,920,,,B,,8,BAO_0000357,,,,5548
CHEMBL615769,H,,1,Autocuration,,,51,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,,,921,,,B,,8,BAO_0000357,,,,5548
CHEMBL615770,H,,1,Expert,,,51,Binding affinity was evaluated at 5-hydroxytryptamine 1A receptor labeled with [3H]-8-OH-DPAT,,,,922,,,B,,8,BAO_0000357,,,,6876
CHEMBL615771,H,,1,Autocuration,,,51,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,,,923,,,B,,8,BAO_0000357,,,,2598
CHEMBL615772,H,,1,Expert,,,51,Binding affinity to human 5-hydroxytryptamine 1A receptor was measured using [3H]-8-hydroxy-2-(di-n-propylamine) tetraline [3H]8-OH-DPAT) as radioligand,,,,924,,,B,,8,BAO_0000357,,,,17785
CHEMBL615773,H,,1,Autocuration,,,51,Binding affinity towards 5-hydroxytryptamine 1A receptor,,,,925,,,B,,8,BAO_0000357,,,,6013
CHEMBL615774,H,,1,Expert,,,51,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand,,,,926,,,B,,8,BAO_0000357,,,,5929
CHEMBL615775,H,,1,Autocuration,,,51,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,,,927,,,B,,8,BAO_0000357,,,,16633
CHEMBL615776,H,,1,Autocuration,,,51,Binding affinity towards cloned human 5-hydroxytryptamine 1A receptor was determined,,,,928,,,B,,8,BAO_0000357,,,,1558
CHEMBL615777,H,,1,Expert,,,51,Binding affinity towards human cloned 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,,,929,,,B,,8,BAO_0000357,,,,16026
CHEMBL615778,H,,1,Autocuration,,,51,Binding affinity was measured on 5-hydroxytryptamine 1A receptor in AK cells transfected with human 5-HT1A gene labeled with [3H]-8-OH-DPAT,,,,930,,,B,,8,BAO_0000219,,,,12469
CHEMBL615779,D,,1,Expert,,,51,Binding affinity was measured on cloned Human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,,Homo sapiens,9606.0,931,,,B,,9,BAO_0000357,,,,15874
CHEMBL615780,H,,1,Autocuration,,,51,Binding affinity was measured on cloned human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,,,,932,,,B,,8,BAO_0000357,,,,15874
CHEMBL616298,H,,1,Autocuration,,,51,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1A receptor,,,,933,,,B,,8,BAO_0000357,,,,3935
CHEMBL616299,H,,1,Autocuration,,,51,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1A receptor,,,,934,,,B,,8,BAO_0000357,,,,15818
CHEMBL616300,H,,1,Autocuration,CHO-K1,,51,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells.,,,,935,,,B,485.0,8,BAO_0000219,,,,13706
CHEMBL616301,H,,1,Expert,CHO-K1,,51,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1A receptor in CHO-K1 cells,,,,936,,,F,485.0,8,BAO_0000219,,,,13729
CHEMBL616302,H,,1,Autocuration,,,51,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor,,,,937,,,B,,8,BAO_0000019,,,,15413
CHEMBL616117,H,,1,Autocuration,,,51,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 1),,,,938,,,B,,8,BAO_0000019,,,,15413
CHEMBL616118,H,,1,Autocuration,,,51,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 2),,,,939,,,B,,8,BAO_0000019,,,,15413
CHEMBL616119,H,,1,Autocuration,,,51,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor by Panlabs assay,,,,940,,,B,,8,BAO_0000019,,,,15413
CHEMBL616120,D,,1,Expert,HeLa,,51,Displacement of specific [3H]- 5-HT binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells,,Homo sapiens,9606.0,941,,,B,308.0,9,BAO_0000219,,,,3445
CHEMBL616121,H,,1,Autocuration,,,51,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor,,,,942,,,B,,8,BAO_0000357,,,,15740
CHEMBL616122,H,,1,Autocuration,,,51,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor receptor,,,,943,,,B,,8,BAO_0000357,,,,15740
CHEMBL616123,H,,1,Autocuration,,,51,In vitro binding affinity tested on human 5-hydroxytryptamine 1A receptor,,,,944,,,B,,8,BAO_0000357,,,,17626
CHEMBL616124,D,,1,Expert,,,51,In vitro binding affinity to human 5-hydroxytryptamine 1A receptor,,Homo sapiens,9606.0,945,,,B,,9,BAO_0000357,,,,4234
CHEMBL616125,H,,1,Expert,,,51,In vitro binding affinity at 5-hydroxytryptamine 1A receptor by [3H]8-OH-DPAT displacement.,,,,946,,,B,,8,BAO_0000357,,,,5640
CHEMBL616126,H,,1,Expert,,,51,In vitro binding affinity towards Human 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT,,Rattus norvegicus,10116.0,947,,,B,,8,BAO_0000357,,,,5272
CHEMBL616127,H,,1,Autocuration,CHO,,51,In vitro binding affinity towards cloned human 5-hydroxytryptamine 1A receptor expressed in Chinese hamster ovary (CHO) cells using [3H]8-OH-DPAT as radioligand,,,,948,,,B,449.0,8,BAO_0000219,,,,4622
CHEMBL616128,H,,1,Expert,,,51,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1A receptor,,,,949,,,B,,8,BAO_0000019,,,,17085
CHEMBL616129,H,,1,Autocuration,,,51,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand,,,,950,,,B,,8,BAO_0000357,,,,3025
CHEMBL616130,H,,1,Expert,,,51,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1A receptor,,,,951,,,B,,8,BAO_0000357,,,,15315
CHEMBL616131,H,,1,Autocuration,,,51,Inhibition of [3H]- OH-DPAT binding against 5-hydroxytryptamine 1A receptor from human recombinant,,,,952,,,B,,8,BAO_0000357,,,,15267
CHEMBL616132,H,,1,Autocuration,HeLa,,51,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor serotonergic receptor in human HeLa cells,,,,953,,,B,308.0,8,BAO_0000219,,,,17158
CHEMBL616133,D,,1,Expert,HeLa,,51,Receptor binding affinity for cloned human 5-hydroxytryptamine 1A receptor in HeLa cells,,Homo sapiens,9606.0,954,,,B,308.0,9,BAO_0000219,,,,14214
CHEMBL616134,H,,1,Autocuration,,,51,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,,,955,,,B,,8,BAO_0000357,,,,17133
CHEMBL616135,H,,1,Autocuration,,,51,The binding affinity at the 5-hydroxytryptamine 1A receptor determined using [3H]5-CT,,,,956,,,B,,8,BAO_0000357,,,,16532
CHEMBL616136,D,,1,Expert,,,51,Affinity for 5-hydroxytryptamine 1A receptor subtype,,Homo sapiens,9606.0,957,,,B,,9,BAO_0000357,,,,2391
CHEMBL616137,H,,1,Autocuration,,,51,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1A receptor from cloned Human membranes,,,,958,,,B,,8,BAO_0000019,,,,14447
CHEMBL872105,H,,1,Autocuration,,,51,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1A receptor from cloned Human membranes.,,,,959,,,B,,8,BAO_0000019,,,,14447
CHEMBL616138,H,,1,Autocuration,,,51,The compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor receptor,,,,960,,,B,,8,BAO_0000357,,,,15086
CHEMBL616139,D,,1,Expert,,,51,Binding affinity for cloned human 5-hydroxytryptamine 1A receptor,,Homo sapiens,9606.0,961,,,B,,9,BAO_0000357,,,,13051
CHEMBL616140,H,,1,Autocuration,,,51,"Ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor; Not active",,,,962,,,F,,8,BAO_0000019,,,,16026
CHEMBL616141,H,,1,Expert,,,51,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1A receptor; ND means not determined,,,,963,,,B,,8,BAO_0000019,,,,17085
CHEMBL616142,H,,1,Autocuration,,,51,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,,,964,,,B,,8,BAO_0000357,,,,17133
CHEMBL616143,H,,1,Autocuration,,,51,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand; ND means Not determined,,,,965,,,B,,8,BAO_0000357,,,,17133
CHEMBL616144,H,,1,Autocuration,HeLa,,51,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,,,,966,,,B,308.0,8,BAO_0000219,,,,17211
CHEMBL616145,H,,1,Autocuration,HeLa,,51,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT=not tested,,,,967,,,B,308.0,8,BAO_0000219,,,,17211
CHEMBL616012,H,,1,Autocuration,HeLa,,51,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,,,,968,,,B,308.0,8,BAO_0000219,,,,17211
CHEMBL616013,H,,1,Autocuration,HeLa,,51,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,,,,969,,,B,308.0,8,BAO_0000219,,,,17211
CHEMBL616014,H,,1,Autocuration,,,51,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",,,,970,,,F,,8,BAO_0000019,,,,16394
CHEMBL616015,H,,1,Autocuration,,,51,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",,,,971,,,F,,8,BAO_0000019,,,,16394
CHEMBL616016,H,,1,Autocuration,,,51,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",,,,972,,,F,,8,BAO_0000019,,,,16394
CHEMBL616017,H,,1,Autocuration,,In vivo,51,Antagonist induction of hypothermia by 8-OH-DPAT in 5-hydroxytryptamine 1A receptor after subcutaneous administration; NT is not tested,,,,973,,,F,,8,BAO_0000218,,,,16394
CHEMBL616018,H,,1,Autocuration,,,51,Binding affinity at human 5-hydroxytryptamine 1A receptor by inhibition of [3H]-8-OH-DPAT binding in Chinese hamster ovary cell line; NT is not tested,,,,974,,,B,,8,BAO_0000019,,,,16394
CHEMBL616019,H,,1,Autocuration,,,51,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor receptor; Not tested,,,,975,,,F,,8,BAO_0000019,,,,15740
CHEMBL616020,H,,1,Autocuration,,,51,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor; Not tested,,,,976,,,F,,8,BAO_0000019,,,,15740
CHEMBL858018,H,,1,Autocuration,,,51,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor,,,,977,,,B,,8,BAO_0000357,,,,15740
CHEMBL616021,H,,1,Autocuration,HEK293,,51,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,,,,978,,,F,722.0,8,BAO_0000219,,,,17296
CHEMBL616022,H,,1,Expert,,,51,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at 1 uM.",,,,979,,,F,,8,BAO_0000019,,,,5640
CHEMBL616023,H,,1,Autocuration,,,51,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; ND means Not determined",,,,980,,,F,,8,BAO_0000019,,,,5640
CHEMBL616024,H,,1,Autocuration,,,51,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; ND means not determined",,,,981,,,F,,8,BAO_0000019,,,,5640
CHEMBL616025,H,,1,Autocuration,,,51,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; Not determined",,,,982,,,F,,8,BAO_0000019,,,,5640
CHEMBL616026,H,,1,Autocuration,CHO,,51,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,,,,983,,,F,449.0,8,BAO_0000219,,,,2759
CHEMBL616027,H,,1,Autocuration,,,51,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT",,,,984,,,F,,8,BAO_0000019,,,,16394
CHEMBL616028,D,,1,Expert,,,51,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared to 5-HT",,Homo sapiens,9606.0,985,,,F,,9,BAO_0000019,,,,16394
CHEMBL616029,D,,1,Expert,,,51,Percent efficacy against human 5-hydroxytryptamine 1A receptor relative to maximal 5-HT response,,Homo sapiens,9606.0,986,,,F,,9,BAO_0000019,,,,3445
CHEMBL616030,H,,1,Expert,CHO,,51,Binding affinity for 5-hydroxytryptamine 1A receptor was determined by incubating human 5-hydroxytryptamine 1A receptor transfected CHO cells with [3H]8-OH-DPAT,,,,987,,,B,449.0,8,BAO_0000219,,,,4316
CHEMBL616031,H,,1,Expert,,,51,In vitro inhibition of [3H]8-OH-DPAT binding to human cloned 5-hydroxytryptamine 1A receptor on CHO cell membranes.,,,,988,,,B,,8,BAO_0000019,,,,4316
CHEMBL616032,D,,1,Expert,,,51,Agonist efficacy on 5-hydroxytryptamine 1A receptor subtype,,Homo sapiens,9606.0,989,,,F,,9,BAO_0000019,,,,15180
CHEMBL616033,D,,1,Expert,,,51,Agonist efficacy on 5-hydroxytryptamine 1A receptor subtype,,Homo sapiens,9606.0,990,,,F,,9,BAO_0000019,,,,15180
CHEMBL616034,H,,1,Autocuration,,,51,Maximum binding affinity was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,,,,991,,,F,,8,BAO_0000019,,,,15042
CHEMBL616035,H,,1,Autocuration,,,51,Maximum binding affinity was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,,,,992,,,F,,8,BAO_0000019,,,,15042
CHEMBL616036,H,,1,Autocuration,,,51,Maximum binding affinity was evaluated as ([35S]GTP binding on cloned human 5-hydroxytryptamine 1A receptor,,,,993,,,F,,8,BAO_0000019,,,,15042
CHEMBL616037,H,,1,Autocuration,,,51,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,,,,994,,,F,,8,BAO_0000019,,,,15042
CHEMBL616038,H,,1,Autocuration,,,51,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,,,,995,,,F,,8,BAO_0000019,,,,15042
CHEMBL616039,H,,1,Autocuration,,,51,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,,,,996,,,F,,8,BAO_0000019,,,,15042
CHEMBL616040,H,,1,Autocuration,,,51,Agonist efficacy was evaluated as [35S]GTP binding on cloned human 5-hydroxytryptamine 1A receptor,,,,997,,,F,,8,BAO_0000019,,,,15042
CHEMBL616041,D,,1,Expert,HeLa,,51,Concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,,Homo sapiens,9606.0,998,,,F,308.0,9,BAO_0000219,,,,15180
CHEMBL616042,D,,1,Expert,HeLa,,51,Negative logarithm of concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,,Homo sapiens,9606.0,999,,,F,308.0,9,BAO_0000219,,,,15180
CHEMBL616043,D,,1,Expert,HeLa,,51,Negative logarithm of concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,,Homo sapiens,9606.0,1000,,,F,308.0,9,BAO_0000219,,,,15180
CHEMBL616044,H,,1,Autocuration,,,51,"Potency (pD2) for the stimulation of [35S]GTP-gamma-S, binding on 5-hydroxytryptamine 1A receptor",,,,1001,,,F,,8,BAO_0000019,,,,16245
CHEMBL616045,H,,1,Autocuration,,,51,"Ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",,,,1002,,,F,,8,BAO_0000019,,,,16026
CHEMBL616046,H,,1,Autocuration,HEK293,,51,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,,,,1003,,,F,722.0,8,BAO_0000219,,,,17296
