assays_ss_ctgr,assays_rltnshp_tp,assays_td,assays_cll_d,assays_ss_sbclllr_frctn,assays_ss_tst_tp,assays_ss_tp,assays_tss_d,assays_chmbl_d,assays_cnfdnc_scr,assays_vrnt_d,assays_b_frmt,assays_dc_d,assays_dscrptn,assays_src_d,assays_src_ss_d,assays_ss_tss,assays_ss_rgnsm,assays_crtd_b,assays_ss_cll_tp,assays_ss_strn,assays_ss_d,assays_ss_tx_d
,N,50597,,,,A,,CHEMBL626346,1,,BAO_0000218,16434,Radioactivity distribution in tumor of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,1,,,Rattus norvegicus,Intermediate,,,9746,10116.0
,N,50597,,,,A,,CHEMBL626347,1,,BAO_0000218,16434,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,1,,,Rattus norvegicus,Intermediate,,,9747,10116.0
,N,50597,,,,A,,CHEMBL626348,1,,BAO_0000218,16434,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,1,,,Rattus norvegicus,Intermediate,,,9748,10116.0
,N,50597,,,,A,,CHEMBL626349,1,,BAO_0000218,16434,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,1,,,Rattus norvegicus,Intermediate,,,9749,10116.0
,N,50597,,,,F,,CHEMBL626350,1,,BAO_0000218,16435,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,1,,,Rattus norvegicus,Intermediate,,,9750,10116.0
,N,50597,,,,A,,CHEMBL626351,1,,BAO_0000218,16435,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,1,,,Rattus norvegicus,Intermediate,,,9751,10116.0
,N,50597,,,,A,,CHEMBL627650,1,,BAO_0000218,16435,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,1,,,Rattus norvegicus,Intermediate,,,9752,10116.0
,N,50597,,,,F,,CHEMBL627651,1,,BAO_0000218,16435,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,1,,,Rattus norvegicus,Intermediate,,,9753,10116.0
,N,50597,,,,A,,CHEMBL627652,1,,BAO_0000218,16435,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,1,,,Rattus norvegicus,Intermediate,,,9754,10116.0
,N,50597,,,,A,,CHEMBL627653,1,,BAO_0000218,16435,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,1,,,Rattus norvegicus,Intermediate,,,9755,10116.0
,N,50597,,,,A,,CHEMBL627654,1,,BAO_0000218,13091,Tissue biodistribution into estrogen-primed immature female rat blood at 1 hr blocked time interval,1,,,Rattus norvegicus,Intermediate,,,9756,10116.0
,N,50597,,,,A,,CHEMBL627835,1,,BAO_0000218,13091,Tissue biodistribution into estrogen-primed immature female rat blood at 1 hr low time interval,1,,,Rattus norvegicus,Intermediate,,,9757,10116.0
,N,50597,,,,A,,CHEMBL627836,1,,BAO_0000218,13091,Tissue biodistribution into estrogen-primed immature female rat blood at 1 hr time interval,1,,,Rattus norvegicus,Intermediate,,,9758,10116.0
,N,50597,,,,A,,CHEMBL627837,1,,BAO_0000218,13091,Tissue biodistribution into estrogen-primed immature female rat blood at 3 hr time interval,1,,,Rattus norvegicus,Intermediate,,,9759,10116.0
,N,50597,,,,A,,CHEMBL627838,1,,BAO_0000218,13091,Tissue biodistribution into estrogen-primed immature female rat bone at 1 hr blocked time interval,1,,,Rattus norvegicus,Intermediate,,,9760,10116.0
,N,50597,,,,A,,CHEMBL875338,1,,BAO_0000218,13091,Tissue biodistribution into estrogen-primed immature female rat bone at 1 hr low time interval,1,,,Rattus norvegicus,Intermediate,,,9761,10116.0
,N,50597,,,,A,,CHEMBL627839,1,,BAO_0000218,13091,Tissue biodistribution into estrogen-primed immature female rat bone at 1 hr time interval,1,,,Rattus norvegicus,Intermediate,,,9762,10116.0
,N,50597,,,,A,,CHEMBL627840,1,,BAO_0000218,13091,Tissue biodistribution into estrogen-primed immature female rat bone at 3 hr time interval,1,,,Rattus norvegicus,Intermediate,,,9763,10116.0
,N,50597,,,,A,,CHEMBL627841,1,,BAO_0000218,13091,Tissue biodistribution into estrogen-primed immature female rat brain at 1 hr blocked time interval,1,,,Rattus norvegicus,Intermediate,,,9764,10116.0
,N,50597,,,,A,,CHEMBL627842,1,,BAO_0000218,13091,Tissue biodistribution into estrogen-primed immature female rat brain at 1 hr low time interval,1,,,Rattus norvegicus,Intermediate,,,9765,10116.0
,N,50597,,,,A,,CHEMBL627843,1,,BAO_0000218,13091,Tissue biodistribution into estrogen-primed immature female rat brain at 1 hr time interval,1,,,Rattus norvegicus,Intermediate,,,9766,10116.0
,N,50597,,,,A,,CHEMBL627844,1,,BAO_0000218,13091,Tissue biodistribution into estrogen-primed immature female rat brain at 3 hr time interval,1,,,Rattus norvegicus,Intermediate,,,9767,10116.0
,N,50597,,,,A,,CHEMBL627845,1,,BAO_0000218,13091,Tissue biodistribution into estrogen-primed immature female rat fat at 1 hr blocked time interval,1,,,Rattus norvegicus,Intermediate,,,9768,10116.0
,N,50597,,,In vivo,A,,CHEMBL627846,1,,BAO_0000218,5874,Half life period in rat by iv administration at a dose of 3 mg/kg,1,,,Rattus norvegicus,Intermediate,,,9769,10116.0
,N,50597,,,,A,1969.0,CHEMBL627847,1,,BAO_0000218,1515,Half life period in rat plasma at 25 degree Centigrade temperature (pH 7.4),1,,Plasma,Rattus norvegicus,Intermediate,,,9770,10116.0
,N,50597,,,,A,1969.0,CHEMBL873821,1,,BAO_0000218,1515,Half life period in rat plasma at 37 degree Celsius temperature (pH 7.4),1,,Plasma,Rattus norvegicus,Intermediate,,,9771,10116.0
,N,50597,,,,A,1969.0,CHEMBL626079,1,,BAO_0000218,1515,Half life period in rat plasma at 37 degree Celsius temperature (pH 7.4); ND means no data,1,,Plasma,Rattus norvegicus,Intermediate,,,9772,10116.0
,N,50597,,,,A,1969.0,CHEMBL626080,1,,BAO_0000218,1515,Half life period in rat plasma at 37 degree Celsius temperature (pH 7.4); ND means no data,1,,Plasma,Rattus norvegicus,Intermediate,,,9773,10116.0
,N,50597,,,,A,1969.0,CHEMBL626081,1,,BAO_0000218,5491,Half life period was evaluated in rat plasma,1,,Plasma,Rattus norvegicus,Intermediate,,,9774,10116.0
,N,50597,,,,A,1969.0,CHEMBL875344,1,,BAO_0000218,5491,Half life period was evaluated in rat plasma; Not tested,1,,Plasma,Rattus norvegicus,Intermediate,,,9775,10116.0
,N,50597,,,,A,,CHEMBL626082,1,,BAO_0000218,1918,Half life period was evaluated in rats,1,,,Rattus norvegicus,Intermediate,,,9776,10116.0
,N,50597,,,In vivo,A,,CHEMBL626250,1,,BAO_0000218,1918,"Half life period was evaluated in rats, iv",1,,,Rattus norvegicus,Intermediate,,,9777,10116.0
,N,50597,,,In vivo,A,,CHEMBL626251,1,,BAO_0000218,6113,Half life period after intravenous administration at 5 mg/kg in rat,1,,,Rattus norvegicus,Intermediate,,,9778,10116.0
,N,50597,,,In vivo,A,,CHEMBL626252,1,,BAO_0000218,5546,Half life period was determined in Sprague-Dawley rats at a dose of 1 mg/kg by iv administration,1,,,Rattus norvegicus,Intermediate,,,9779,10116.0
,N,50597,,,In vivo,A,,CHEMBL626253,1,,BAO_0000218,5553,Half life period was determined in rat after iv administration at a dose of 5 mg/kg,1,,,Rattus norvegicus,Intermediate,,,9780,10116.0
,N,50597,,,,A,1969.0,CHEMBL626254,1,,BAO_0000218,4188,Half life stability of compound was evaluated in rat plasma,1,,Plasma,Rattus norvegicus,Intermediate,,,9781,10116.0
,N,50597,,,In vivo,A,,CHEMBL626255,1,,BAO_0000218,6215,Half life time after intravenous administration (5.0 mg/kg) was determined in rat,1,,,Rattus norvegicus,Intermediate,,,9782,10116.0
,N,50597,,,In vivo,A,,CHEMBL626256,1,,BAO_0000218,6141,Half life time was evaluated at 1 mg/kg of iv administration in Sprague-Dawley rats,1,,,Rattus norvegicus,Intermediate,,,9783,10116.0
,N,50597,,,In vivo,A,,CHEMBL626257,1,,BAO_0000218,5182,Half life was determined by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat,1,,,Rattus norvegicus,Intermediate,,,9784,10116.0
,N,50597,,,In vivo,A,,CHEMBL626258,1,,BAO_0000218,5182,Half life was determined by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat; NC means not calculated,1,,,Rattus norvegicus,Intermediate,,,9785,10116.0
,N,50597,,,In vivo,A,,CHEMBL626259,1,,BAO_0000218,5710,Half life was measured in fasted male administration of compound 0.5 mg/Kg i.v.,1,,,Rattus norvegicus,Intermediate,,,9786,10116.0
,N,50597,,,In vivo,A,,CHEMBL626260,1,,BAO_0000218,5789,Half in rat i.v.,1,,,Rattus norvegicus,Intermediate,,,9787,10116.0
,N,50597,,,In vivo,A,,CHEMBL875345,1,,BAO_0000218,6011,Half period in rat after intravenous administration,1,,,Rattus norvegicus,Intermediate,,,9788,10116.0
,N,50597,,,In vivo,A,,CHEMBL626261,1,,BAO_0000218,17594,Half-life after repeated oral dose of compound at 1 mg/kg in rats,1,,,Rattus norvegicus,Intermediate,,,9789,10116.0
,N,50597,,,In vitro,A,2107.0,CHEMBL626262,1,,BAO_0000218,12357,Half-life measured in in vitro Cathepsin B assay in rat liver,1,,Liver,Rattus norvegicus,Intermediate,,,9790,10116.0
,N,50597,,,,A,,CHEMBL626263,1,,BAO_0000218,5210,Half-life of compound was determined in rats,1,,,Rattus norvegicus,Intermediate,,,9791,10116.0
,N,50597,,,In vivo,A,,CHEMBL625270,1,,BAO_0000218,17596,Half-life at 10 mg/kg in rat upon intravenous administration,1,,,Rattus norvegicus,Intermediate,,,9792,10116.0
,N,50597,,,,A,,CHEMBL625271,1,,BAO_0000218,6672,Half-life determined in rat,1,,,Rattus norvegicus,Intermediate,,,9793,10116.0
,N,50597,,,,A,,CHEMBL625272,1,,BAO_0000218,6673,Half-life determined in rat,1,,,Rattus norvegicus,Intermediate,,,9794,10116.0
,N,50597,,,In vivo,A,955.0,CHEMBL625273,1,,BAO_0000218,4910,Half-life in brain after intravenous administration (4.7 mg/kg) to male rats,1,,Brain,Rattus norvegicus,Intermediate,,,9795,10116.0
,N,50597,,,,A,1969.0,CHEMBL625274,1,,BAO_0000218,3741,"Half-life in chemical and enzymatic hydrolysis, in 80% rat plasma",1,,Plasma,Rattus norvegicus,Intermediate,,,9796,10116.0
,N,50597,,,In vivo,A,,CHEMBL625275,1,,BAO_0000218,17671,Half-life in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,1,,,Rattus norvegicus,Intermediate,,,9797,10116.0
,N,50597,,,In vivo,A,1969.0,CHEMBL625276,1,,BAO_0000218,4910,Half-life in plasma after intravenous administration (4.7 mg/kg) to male rats,1,,Plasma,Rattus norvegicus,Intermediate,,,9798,10116.0
,N,50597,,,,A,1969.0,CHEMBL625277,1,,BAO_0000218,17537,Half-life in rat plasma,1,,Plasma,Rattus norvegicus,Intermediate,,,9799,10116.0
,N,50597,,,,A,1969.0,CHEMBL625278,1,,BAO_0000218,4965,Half-life in rat plasma was determined,1,,Plasma,Rattus norvegicus,Intermediate,,,9800,10116.0
,N,50597,,,,A,1969.0,CHEMBL625279,1,,BAO_0000218,17537,Half-life in rat plasma; Not tested,1,,Plasma,Rattus norvegicus,Intermediate,,,9801,10116.0
,N,50597,,,,A,1977.0,CHEMBL625280,1,,BAO_0000218,6124,Half-life in rat serum,1,,Serum,Rattus norvegicus,Intermediate,,,9802,10116.0
,N,50597,,,,A,1977.0,CHEMBL876797,1,,BAO_0000218,6124,Half-life in rat serum; na is not available,1,,Serum,Rattus norvegicus,Intermediate,,,9803,10116.0
,N,50597,,,,A,,CHEMBL625281,1,,BAO_0000218,6078,Half-life was calculated in rat,1,,,Rattus norvegicus,Intermediate,,,9804,10116.0
,N,50597,,,,A,1969.0,CHEMBL873827,1,,BAO_0000218,17668,Half-life was calculated in rat plasma,1,,Plasma,Rattus norvegicus,Intermediate,,,9805,10116.0
,N,50597,,,,A,,CHEMBL625282,1,,BAO_0000218,3185,Half-life was determined,1,,,Rattus norvegicus,Intermediate,,,9806,10116.0
,N,50597,,,,A,,CHEMBL625283,1,,BAO_0000218,4883,Half-life was determined,1,,,Rattus norvegicus,Intermediate,,,9807,10116.0
,N,50597,,,In vivo,A,,CHEMBL625284,1,,BAO_0000218,2959,Half-life after administration of 20 mg/Kg oral dose in rat,1,,,Rattus norvegicus,Intermediate,,,9808,10116.0
,N,50597,,,In vivo,A,,CHEMBL625285,1,,BAO_0000218,4029,Half-life after administration of 3.2 mg/kg intravenously in male rat,1,,,Rattus norvegicus,Intermediate,,,9809,10116.0
,N,50597,,,In vivo,A,,CHEMBL625286,1,,BAO_0000218,4029,Half-life after intravenous administration in female rat,1,,,Rattus norvegicus,Intermediate,,,9810,10116.0
,N,50597,,,In vivo,A,,CHEMBL625287,1,,BAO_0000218,4029,Half-life after intravenous administration in male rat,1,,,Rattus norvegicus,Intermediate,,,9811,10116.0
,N,50597,,,In vivo,A,,CHEMBL625288,1,,BAO_0000218,6180,Half-life after intravenous dose in rat,1,,,Rattus norvegicus,Intermediate,,,9812,10116.0
,N,50597,,,,A,2107.0,CHEMBL625289,1,,BAO_0000218,1557,Half-life in a rat liver homogenate preparation,1,,Liver,Rattus norvegicus,Intermediate,,,9813,10116.0
,N,50597,,,,A,1969.0,CHEMBL625290,1,,BAO_0000218,12500,Half-life in plasma of rat,1,,Plasma,Rattus norvegicus,Intermediate,,,9814,10116.0
,N,50597,,,,A,1969.0,CHEMBL876798,1,,BAO_0000218,12500,Half-life in plasma of rat at dose of 3-10 mgkg,1,,Plasma,Rattus norvegicus,Intermediate,,,9815,10116.0
,N,50597,,,,A,,CHEMBL625291,1,,BAO_0000218,5064,Half-life in rat,1,,,Rattus norvegicus,Intermediate,,,9816,10116.0
,N,50597,,,,A,,CHEMBL625292,1,,BAO_0000218,5145,Half-life in rat,1,,,Rattus norvegicus,Intermediate,,,9817,10116.0
,N,50597,,,,A,,CHEMBL625293,1,,BAO_0000218,5147,Half-life in rat,1,,,Rattus norvegicus,Intermediate,,,9818,10116.0
,N,50597,,,,A,,CHEMBL622832,1,,BAO_0000218,5833,Half-life in rat,1,,,Rattus norvegicus,Intermediate,,,9819,10116.0
,N,50597,,,,A,,CHEMBL622833,1,,BAO_0000218,6596,Half-life in rat,1,,,Rattus norvegicus,Intermediate,,,9820,10116.0
,N,50597,,,,A,,CHEMBL622834,1,,BAO_0000218,17655,Half-life in rat,1,,,Rattus norvegicus,Intermediate,,,9821,10116.0
,N,50597,,,In vivo,A,,CHEMBL622835,1,,BAO_0000218,6495,Half-life in rat after oral administration at 10 mg/kg,1,,,Rattus norvegicus,Intermediate,,,9822,10116.0
,N,50597,,,In vivo,A,,CHEMBL622836,1,,BAO_0000218,17538,Half-life in rat after po administration at a dose of 10 mg/kg,1,,,Rattus norvegicus,Intermediate,,,9823,10116.0
,N,50597,,,In vivo,A,,CHEMBL622837,1,,BAO_0000218,17538,Half-life in rat after po administration at a dose of 10 mg/kg; nd is not determined,1,,,Rattus norvegicus,Intermediate,,,9824,10116.0
,N,50597,,,In vivo,A,,CHEMBL622838,1,,BAO_0000218,10,Half-life in rat at 3 mg/kg dose administered intravenously,1,,,Rattus norvegicus,Intermediate,,,9825,10116.0
,N,50597,,,,A,955.0,CHEMBL622839,1,,BAO_0000218,17669,Half-life in rat brain homogenate,1,,Brain,Rattus norvegicus,Intermediate,,,9826,10116.0
,N,50597,,,,A,1969.0,CHEMBL622840,1,,BAO_0000218,17065,Half-life in rat plasma,1,,Plasma,Rattus norvegicus,Intermediate,,,9827,10116.0
,N,50597,,,,A,,CHEMBL622841,1,,BAO_0000218,4333,Half-life in rats,1,,,Rattus norvegicus,Intermediate,,,9828,10116.0
,N,50597,,,,A,,CHEMBL622842,1,,BAO_0000218,6827,Half-life in Dawley rats,1,,,Rattus norvegicus,Intermediate,,,9829,10116.0
,N,50597,,,In vitro,A,1969.0,CHEMBL622843,1,,BAO_0000218,889,Half-life in vitro in rat plasma,1,,Plasma,Rattus norvegicus,Intermediate,,,9830,10116.0
,N,50597,,,In vitro,A,1969.0,CHEMBL622844,1,,BAO_0000218,889,Half-life in vitro in rat plasma; No detectable degradation over 2 hr; no detectable degradation over 2 hours,1,,Plasma,Rattus norvegicus,Intermediate,,,9831,10116.0
,N,50597,,,,A,,CHEMBL622845,1,,BAO_0000218,3747,"The area under concentration-time curve(AUC) was determined at 20 mg/kg of compound dose, administered intravenously in rat",1,,,Rattus norvegicus,Intermediate,,,9832,10116.0
,N,50597,,,,A,,CHEMBL622846,1,,BAO_0000218,15022,The area under the curve of compound was measured at the dose of 100 umol/kg,1,,,Rattus norvegicus,Intermediate,,,9833,10116.0
,N,50597,,,,A,,CHEMBL622847,1,,BAO_0000218,15022,The area under the curve of compound was measured at the dose of 300 umol/kg,1,,,Rattus norvegicus,Intermediate,,,9834,10116.0
,N,50597,,,,A,,CHEMBL622848,1,,BAO_0000218,15022,The area under the curve of compound was measured at the dose of 30 umol/kg,1,,,Rattus norvegicus,Intermediate,,,9835,10116.0
,N,50597,,,In vivo,A,,CHEMBL622849,1,,BAO_0000218,3360,Bioavailability as oral AUC in rats,1,,,Rattus norvegicus,Intermediate,,,9836,10116.0
,N,50597,,,,A,1969.0,CHEMBL622850,1,,BAO_0000218,5334,The plasma concentration versus time curve (AUC) was determined,1,,Plasma,Rattus norvegicus,Intermediate,,,9837,10116.0
,N,50597,,,,A,,CHEMBL876807,1,,BAO_0000218,17411,Total concentration in kidney was determined after 6 hr of intravenous administration to rats (n=4) at dose of 20 mg/kg,1,,,Rattus norvegicus,Intermediate,,,9838,10116.0
,N,50597,,,,A,,CHEMBL622851,1,,BAO_0000218,17411,Total concentration in liver was determined after 6 hr of intravenous administration to rats (n=4) at dose of 20 mg/kg,1,,,Rattus norvegicus,Intermediate,,,9839,10116.0
,N,50597,,,,A,,CHEMBL622852,1,,BAO_0000218,17411,Total concentration in lung was determined after 6 hr of intravenous administration to rats (n=4) at dose of 20 mg/kg,1,,,Rattus norvegicus,Intermediate,,,9840,10116.0
,N,50597,,,,A,,CHEMBL622853,1,,BAO_0000218,6570,Total concentration in rat after 1 mg/kg i.v. administration in 24 hours,1,,,Rattus norvegicus,Intermediate,,,9841,10116.0
,N,50597,,,,A,,CHEMBL622854,1,,BAO_0000218,6570,Total concentration in rat after 2 mg/kg peroral administration in 24 hours,1,,,Rattus norvegicus,Intermediate,,,9842,10116.0
,N,50597,,,,A,,CHEMBL622855,1,,BAO_0000218,17411,Total concentration in serum was determined after 6 hr of intravenous administration to rats (n=4) at dose of 20 mg/kg,1,,,Rattus norvegicus,Intermediate,,,9843,10116.0
,N,50597,,,,A,1969.0,CHEMBL622856,1,,BAO_0000218,14941,"Pharmacokinetic Parameter, AUC (0-infinity) is the area under the plasma concentration versus time curve extrapolated to infinity in Female Wistar Rats at 100 mg/kg by po administration",1,,Plasma,Rattus norvegicus,Intermediate,,,9844,10116.0
,N,50597,,,,A,1969.0,CHEMBL622857,1,,BAO_0000218,14941,"Pharmacokinetic Parameter, AUC (0-t) is the area under the plasma concentration versus time curve in Female Wistar Rats at 100 mg/kg by po administration",1,,Plasma,Rattus norvegicus,Intermediate,,,9845,10116.0
,N,50597,,,,A,1969.0,CHEMBL622858,1,,BAO_0000218,17538,AUC in rat after po administration at a dose of 10 mg/kg,1,,Plasma,Rattus norvegicus,Intermediate,,,9846,10116.0
,N,50597,,,,A,1969.0,CHEMBL622859,1,,BAO_0000218,17752,Area under the plasma concentration-time curve in rats after oral administration at 25 mg/kg,1,,Plasma,Rattus norvegicus,Intermediate,,,9847,10116.0
,N,50597,,,,A,,CHEMBL622860,1,,BAO_0000218,17509,Area under curve value 24 hr after 10 mg/kg iv administration in rats,1,,,Rattus norvegicus,Intermediate,,,9848,10116.0
,N,50597,,,,A,,CHEMBL622861,1,,BAO_0000218,17509,Area under curve value 24 hr after 10 mg/kg oral administration in rats,1,,,Rattus norvegicus,Intermediate,,,9849,10116.0
,N,50597,,,,A,,CHEMBL622862,1,,BAO_0000218,17509,Area under curve value 24 hr after 2 mg/kg iv administration in rats,1,,,Rattus norvegicus,Intermediate,,,9850,10116.0
,N,50597,,,,A,,CHEMBL622863,1,,BAO_0000218,17509,Area under curve value 24 hr after 2 mg/kg oral administration in rats,1,,,Rattus norvegicus,Intermediate,,,9851,10116.0
,N,50597,,,,A,,CHEMBL623817,1,,BAO_0000218,17509,Area under curve value 6 hr after po administration in rat,1,,,Rattus norvegicus,Intermediate,,,9852,10116.0
,N,50597,,,,A,,CHEMBL623818,1,,BAO_0000218,17717,Area under the curve at a concentration of 15 mg/kg perorally in rats along with 100 mg/kg of compound 11,1,,,Rattus norvegicus,Intermediate,,,9853,10116.0
,N,50597,,,,A,,CHEMBL623819,1,,BAO_0000218,17717,"Area under the curve at a concentration of 3 mg/kg in rats, intravenously",1,,,Rattus norvegicus,Intermediate,,,9854,10116.0
,N,50597,,,,A,,CHEMBL623820,1,,BAO_0000218,17717,Area under the curve at a concentration of 60 mg/kg perorally in rats along with 100 mg/kg of compound 11,1,,,Rattus norvegicus,Intermediate,,,9855,10116.0
,N,50597,,,,A,,CHEMBL623821,1,,BAO_0000218,17717,Area under the curve at a concentration of 60 mg/kg perorally in rats along with control,1,,,Rattus norvegicus,Intermediate,,,9856,10116.0
,N,50597,,,,A,1969.0,CHEMBL623822,1,,BAO_0000218,6642,AUC normalized for dose (AUCN) in rat,1,,Plasma,Rattus norvegicus,Intermediate,,,9857,10116.0
,N,50597,,,,A,,CHEMBL623823,1,,BAO_0000218,6640,Area under curve in rat after p.o. administration,1,,,Rattus norvegicus,Intermediate,,,9858,10116.0
,N,50597,,,,A,,CHEMBL623824,1,,BAO_0000218,6641,Area under curve in rat after p.o. administration,1,,,Rattus norvegicus,Intermediate,,,9859,10116.0
,N,50597,,,,A,,CHEMBL623825,1,,BAO_0000218,6641,Area under curve in rat after p.o. administration; Not determined,1,,,Rattus norvegicus,Intermediate,,,9860,10116.0
,N,50597,,,,A,,CHEMBL622070,1,,BAO_0000218,6641,Area under curve in rat after peroral administration,1,,,Rattus norvegicus,Intermediate,,,9861,10116.0
,N,50597,,,,A,,CHEMBL622071,1,,BAO_0000218,3603,Area under curve (carotid artery) value of the compound,1,,,Rattus norvegicus,Intermediate,,,9862,10116.0
,N,50597,,,,A,,CHEMBL622072,1,,BAO_0000218,3550,Bioavailability expressed as the area under curve of rat carotid artery,1,,,Rattus norvegicus,Intermediate,,,9863,10116.0
,N,50597,,,,A,,CHEMBL622073,1,,BAO_0000218,15662,Area under curve in male SD rats was observed after intravenous administration in rat,1,,,Rattus norvegicus,Intermediate,,,9864,10116.0
,N,50597,,,,A,,CHEMBL622074,1,,BAO_0000218,17720,Area under curve of the compound was determined,1,,,Rattus norvegicus,Intermediate,,,9865,10116.0
,N,50597,,,,A,,CHEMBL622075,1,,BAO_0000218,5407,Compound was evaluated for its pharmacokinetic parameter maximum area under curve AUCmax,1,,,Rattus norvegicus,Intermediate,,,9866,10116.0
,N,50597,,,,A,1969.0,CHEMBL622076,1,,BAO_0000218,17752,Area under the plasma concentration-time curve in rats after oral administration at 20 mg/kg,1,,Plasma,Rattus norvegicus,Intermediate,,,9867,10116.0
,N,50597,,,,A,1969.0,CHEMBL622077,1,,BAO_0000218,17752,Area under the plasma concentration-time curve in rats following oral administration at 20 mg/kg,1,,Plasma,Rattus norvegicus,Intermediate,,,9868,10116.0
,N,50597,,,,A,,CHEMBL622078,1,,BAO_0000218,3603,Area under curve (portal vein) value of the compound,1,,,Rattus norvegicus,Intermediate,,,9869,10116.0
,N,50597,,,,A,,CHEMBL622079,1,,BAO_0000218,3550,Bioavailability expressed as the area under curve of rat portal vein,1,,,Rattus norvegicus,Intermediate,,,9870,10116.0
,N,50597,,,,A,1969.0,CHEMBL622080,1,,BAO_0000218,17655,Area Under plasma concentration time curve in rat upon peroral administration,1,,Plasma,Rattus norvegicus,Intermediate,,,9871,10116.0
,N,50597,,,,A,,CHEMBL877612,1,,BAO_0000218,17582,In vivo area under curve was determined for the compound after i.v. administration at a dose of 5 mg/kg in rats,1,,,Rattus norvegicus,Intermediate,,,9872,10116.0
,N,50597,,,,A,,CHEMBL622081,1,,BAO_0000218,17582,In vivo area under curve was determined for the compound after oral (po) administration at a dose of 10 mg/kg in rats,1,,,Rattus norvegicus,Intermediate,,,9873,10116.0
,N,50597,,,,A,,CHEMBL622082,1,,BAO_0000218,17791,Compound was evaluated for oral bioavailability in rats,1,,,Rattus norvegicus,Intermediate,,,9874,10116.0
,N,50597,,,,A,,CHEMBL622083,1,,BAO_0000218,17791,Compound was evaluated for oral bioavailability in rats after iv administration,1,,,Rattus norvegicus,Intermediate,,,9875,10116.0
,N,50597,,,,A,,CHEMBL622084,1,,BAO_0000218,17791,Compound was evaluated for oral bioavailability in rats; 30-80,1,,,Rattus norvegicus,Intermediate,,,9876,10116.0
,N,50597,,,,A,,CHEMBL622085,1,,BAO_0000218,17791,Compound was evaluated for oral bioavailability in rats; 50-60,1,,,Rattus norvegicus,Intermediate,,,9877,10116.0
,N,50597,,,,A,,CHEMBL622086,1,,BAO_0000218,17791,Compound was evaluated for oral bioavailability in rats; no data,1,,,Rattus norvegicus,Intermediate,,,9878,10116.0
,N,50597,,,,A,,CHEMBL622087,1,,BAO_0000218,17791,Compound was evaluated for oral bioavailability in rats; peptide,1,,,Rattus norvegicus,Intermediate,,,9879,10116.0
,N,50597,,,,A,178.0,CHEMBL622088,1,,BAO_0000218,7768,"Distribution of radioactivity in blood of rats at 1 day after an intravenous injection; Value expressed as mean % injected dose, Range- 0.03-0.03",1,,Blood,Rattus norvegicus,Intermediate,,,9880,10116.0
,N,50597,,,,A,178.0,CHEMBL622089,1,,BAO_0000218,7768,"Distribution of radioactivity in blood of rats at 1 hr after an intravenous injection; Value expressed as mean % injected dose, Range-0.9-1.03",1,,Blood,Rattus norvegicus,Intermediate,,,9881,10116.0
,N,50597,,,,A,178.0,CHEMBL623685,1,,BAO_0000218,7768,"Distribution of radioactivity in blood of rats at 2 mins after an intravenous injection; Value expressed as mean % injected dose, Range = 0.88-1.15",1,,Blood,Rattus norvegicus,Intermediate,,,9882,10116.0
,N,50597,,,,A,178.0,CHEMBL623686,1,,BAO_0000218,7768,"Distribution of radioactivity in blood of rats at 2 hr after an intravenous injection; Value expressed as mean % injected dose, Range = 0.71-0.87",1,,Blood,Rattus norvegicus,Intermediate,,,9883,10116.0
,N,50597,,,In vivo,A,945.0,CHEMBL623687,1,,BAO_0000218,8677,"Biodistribution in Sprague-Dawley rat stomach 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",1,,Stomach,Rattus norvegicus,Intermediate,,,9884,10116.0
,N,50597,,,In vivo,A,945.0,CHEMBL623688,1,,BAO_0000218,8677,"Biodistribution in Sprague-Dawley rat stomach 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",1,,Stomach,Rattus norvegicus,Intermediate,,,9885,10116.0
,N,50597,,,In vivo,A,945.0,CHEMBL623689,1,,BAO_0000218,8677,"Biodistribution in Sprague-Dawley rat stomach 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",1,,Stomach,Rattus norvegicus,Intermediate,,,9886,10116.0
