nome,cognome,attore_id,film_id
ED,CHASE,3,42
GINA,DEGENERES,107,209
WOODY,HOFFMAN,28,908
SIDNEY,CROWE,105,795
JOHN,SUVARI,192,680
GENE,WILLIS,96,430
MORGAN,MCDORMAND,114,237
MATTHEW,CARREY,181,744
ALAN,DREYFUSS,173,852
RIP,WINSLET,68,834
BEN,HARRIS,152,729
MINNIE,ZELLWEGER,85,216
OLYMPIA,PFEIFFER,171,761
RUSSELL,TEMPLE,149,118
FAY,WOOD,156,504
CHRISTIAN,GABLE,10,251
RUSSELL,BACALL,112,231
GROUCHO,WILLIAMS,172,771
RENEE,TRACY,117,578
JAMES,PITT,84,764
WARREN,JACKMAN,119,381
MEG,HAWKE,97,256
JON,CHASE,176,320
DEBBIE,AKROYD,182,720
ELLEN,PRESLEY,93,120
CUBA,OLIVIER,15,108
PENELOPE,GUINESS,1,1
GENE,WILLIS,96,945
ROCK,DUKAKIS,188,10
RUSSELL,BACALL,112,796
GARY,PENN,73,772
TIM,HACKMAN,32,651
PENELOPE,MONROE,120,63
ED,CHASE,3,341
AUDREY,BAILEY,190,874
GROUCHO,SINATRA,78,852
BURT,TEMPLE,193,807
RUSSELL,CLOSE,183,862
DARYL,CRAWFORD,129,230
MERYL,GIBSON,154,208
GRETA,KEITEL,130,725
CUBA,OLIVIER,15,949
AUDREY,BAILEY,190,38
RITA,REYNOLDS,135,170
SCARLETT,BENING,124,997
WARREN,NOLTE,108,567
SPENCER,PECK,87,654
ALBERT,NOLTE,125,965
GROUCHO,SINATRA,78,428
GARY,PENN,73,561
MATTHEW,CARREY,181,539
JESSICA,BAILEY,67,945
KARL,BERRY,12,416
KIRK,JOVOVICH,43,598
CAMERON,ZELLWEGER,111,973
KENNETH,PALTROW,69,720
CHARLIZE,DENCH,89,342
GRACE,MOSTEL,7,633
HENRY,BERRY,60,835
SUSAN,DAVIS,101,85
ANNE,CRONYN,49,558
UMA,WOOD,13,87
KIRSTEN,PALTROW,21,179
ED,MANSFIELD,136,485
MICHAEL,BENING,174,352
ANNE,CRONYN,49,579
VAL,BOLGER,37,118
CHRIS,BRIDGES,98,107
SEAN,GUINESS,90,212
IAN,TANDY,155,941
RICHARD,PENN,133,806
TOM,MCKELLEN,38,353
WALTER,TORN,102,837
MARY,KEITEL,198,796
SIDNEY,CROWE,105,606
KEVIN,GARLAND,127,36
JULIANNE,DENCH,123,286
OLYMPIA,PFEIFFER,171,318
HARVEY,HOPE,161,714
BELA,WALKEN,196,908
RUSSELL,CLOSE,183,32
CHARLIZE,DENCH,89,254
GENE,WILLIS,96,66
AUDREY,OLIVIER,34,172
CHRISTIAN,AKROYD,58,119
CARMEN,HUNT,52,714
MERYL,ALLEN,194,486
GROUCHO,WILLIAMS,172,215
CATE,MCQUEEN,128,345
ADAM,HOPPER,132,637
SUSAN,DAVIS,110,343
HELEN,VOIGHT,17,96
CHARLIZE,DENCH,89,446
RIP,CRAWFORD,26,225
MORGAN,WILLIAMS,137,530
NICK,DEGENERES,166,366
JULIA,BARRYMORE,47,973
WILLIAM,HACKMAN,175,190
PENELOPE,MONROE,120,682
TIM,HACKMAN,32,219
FRED,COSTNER,16,287
VIVIEN,BASINGER,158,880
CATE,HARRIS,141,752
WOODY,JOLIE,82,247
CATE,MCQUEEN,128,336
REESE,KILMER,45,66
BEN,HARRIS,152,846
TOM,MIRANDA,42,665
WHOOPI,HURT,140,731
GENE,MCKELLEN,177,522
ELVIS,MARX,22,912
MINNIE,ZELLWEGER,85,337
HUMPHREY,GARLAND,184,371
JAYNE,SILVERSTONE,195,673
JOHNNY,LOLLOBRIGIDA,5,841
AUDREY,BAILEY,190,695
KEVIN,BLOOM,25,226
ELVIS,MARX,22,483
MERYL,GIBSON,154,602
TIM,HACKMAN,32,197
VAL,BOLGER,37,785
CHRISTOPHER,BERRY,91,982
RUSSELL,CLOSE,183,113
REESE,KILMER,45,18
WHOOPI,HURT,140,857
BETTE,NICHOLSON,6,53
SALMA,NOLTE,122,83
CARMEN,HUNT,52,878
KENNETH,PESCI,88,668
NICK,STALLONE,44,982
RAY,JOHANSSON,64,569
ANGELA,WITHERSPOON,144,393
MARY,KEITEL,198,597
WARREN,NOLTE,108,744
GROUCHO,WILLIAMS,172,100
AUDREY,BAILEY,190,472
GROUCHO,SINATRA,78,530
WILL,WILSON,168,892
WOODY,HOFFMAN,28,597
FRANCES,DAY-LEWIS,48,545
KIRSTEN,PALTROW,21,87
KENNETH,HOFFMAN,169,248
FRED,COSTNER,16,503
DAN,STREEP,116,844
ELVIS,MARX,22,648
SYLVESTER,DERN,109,393
JAYNE,NEESON,62,465
PENELOPE,PINKETT,54,858
ALBERT,NOLTE,125,204
IAN,TANDY,155,387
ALEC,WAYNE,29,296
JODIE,DEGENERES,41,942
EWAN,GOODING,139,529
GROUCHO,DUNST,106,136
MAE,HOFFMAN,79,853
WOODY,JOLIE,82,978
BELA,WALKEN,196,615
GRETA,MALDEN,157,353
SEAN,GUINESS,90,384
CUBA,OLIVIER,15,500
HENRY,BERRY,60,334
RIP,WINSLET,68,665
OPRAH,KILMER,162,1
GENE,WILLIS,96,134
CHRISTOPHER,BERRY,91,335
MORGAN,WILLIAMS,137,610
SCARLETT,DAMON,81,564
ANNE,CRONYN,49,725
REESE,WEST,197,189
SCARLETT,DAMON,81,11
MICHELLE,MCCONAUGHEY,70,414
NICK,DEGENERES,166,55
BELA,WALKEN,196,833
SEAN,GUINESS,90,433
PENELOPE,GUINESS,1,832
OLYMPIA,PFEIFFER,171,447
FRANCES,DAY-LEWIS,48,570
BURT,DUKAKIS,36,569
JOHN,SUVARI,192,708
JAMES,PITT,84,414
JAYNE,NOLTE,150,887
ANGELA,WITHERSPOON,144,396
RUSSELL,BACALL,112,450
MORGAN,MCDORMAND,114,866
MICHAEL,BENING,174,852
TOM,MCKELLEN,38,241
ALEC,WAYNE,29,342
GENE,MCKELLEN,177,188
SIDNEY,CROWE,105,906
JAYNE,NOLTE,150,889
KIRSTEN,PALTROW,21,798
MARY,TANDY,66,230
ADAM,GRANT,71,773
TIM,HACKMAN,32,401
HARRISON,BALE,115,277
LUCILLE,DEE,138,695
TIM,HACKMAN,32,199
TOM,MIRANDA,42,505
JAYNE,NOLTE,150,892
BETTE,NICHOLSON,6,193
CAMERON,STREEP,24,463
CAMERON,ZELLWEGER,111,731
KIRK,JOVOVICH,43,917
JULIA,BARRYMORE,47,913
CATE,HARRIS,141,740
SUSAN,DAVIS,110,120
SCARLETT,DAMON,81,729
WOODY,JOLIE,82,839
KENNETH,HOFFMAN,169,93
EWAN,GOODING,139,181
KIRSTEN,PALTROW,21,680
BURT,DUKAKIS,36,493
JULIA,ZELLWEGER,186,237
AUDREY,OLIVIER,34,929
UMA,WOOD,13,817
SIDNEY,CROWE,105,561
SUSAN,DAVIS,101,146
GREGORY,GOODING,191,849
DARYL,CRAWFORD,129,602
AUDREY,OLIVIER,34,720
KENNETH,TORN,94,193
ALEC,WAYNE,29,436
RUSSELL,TEMPLE,149,685
THORA,TEMPLE,200,993
WALTER,TORN,102,600
TOM,MCKELLEN,38,839
WALTER,TORN,102,526
GROUCHO,DUNST,106,585
SUSAN,DAVIS,101,250
MENA,TEMPLE,53,386
MINNIE,KILMER,153,919
KEVIN,BLOOM,25,21
MATTHEW,CARREY,181,596
JADA,RYDER,142,875
CHRISTIAN,NEESON,61,423
REESE,KILMER,45,714
CHRISTOPHER,WEST,163,394
MINNIE,ZELLWEGER,85,630
ALBERT,JOHANSSON,146,177
GRETA,KEITEL,130,326
CAMERON,STREEP,24,829
KENNETH,TORN,94,320
NICK,WAHLBERG,2,458
AL,GARLAND,165,72
GRETA,MALDEN,157,535
ANGELINA,ASTAIRE,76,958
DAN,STREEP,116,88
JAYNE,SILVERSTONE,195,534
KENNETH,TORN,94,322
UMA,WOOD,13,528
TOM,MIRANDA,42,568
ED,GUINESS,179,811
ROCK,DUKAKIS,188,815
NATALIE,HOPKINS,50,401
RUSSELL,TEMPLE,149,354
WILLIAM,HACKMAN,175,191
DAN,STREEP,116,451
MENA,TEMPLE,53,727
WILLIAM,HACKMAN,175,9
JUDY,DEAN,35,35
DUSTIN,TAUTOU,59,129
JULIA,MCQUEEN,27,540
JANE,JACKMAN,131,94
MILLA,PECK,33,878
AUDREY,OLIVIER,34,853
ED,GUINESS,179,24
REESE,WEST,197,522
BURT,POSEY,75,446
BETTE,NICHOLSON,6,60
DAN,HARRIS,56,417
HUMPHREY,GARLAND,184,745
GOLDIE,BRODY,39,415
CATE,HARRIS,141,787
GEOFFREY,HESTON,151,892
JULIA,MCQUEEN,27,986
JEFF,SILVERSTONE,180,33
ADAM,GRANT,71,956
PENELOPE,MONROE,120,746
SCARLETT,DAMON,81,910
JESSICA,BAILEY,67,67
GRETA,MALDEN,157,10
RAY,JOHANSSON,64,572
GOLDIE,BRODY,39,168
JADA,RYDER,142,107
LUCILLE,TRACY,20,863
ROCK,DUKAKIS,188,506
GOLDIE,BRODY,39,683
DARYL,WAHLBERG,95,522
ADAM,GRANT,71,560
MATTHEW,JOHANSSON,8,158
RIP,WINSLET,68,839
EMILY,DEE,148,368
DUSTIN,TAUTOU,59,121
HENRY,BERRY,60,436
CHRISTOPHER,BERRY,91,608
KIM,ALLEN,145,822
WOODY,JOLIE,82,143
JAYNE,SILVERSTONE,195,649
PENELOPE,PINKETT,54,600
CATE,MCQUEEN,128,312
ELLEN,PRESLEY,93,982
PARKER,GOLDBERG,46,296
WARREN,JACKMAN,119,412
CAMERON,ZELLWEGER,111,847
JULIANNE,DENCH,123,988
NICK,DEGENERES,166,580
MICHAEL,BENING,174,797
ED,MANSFIELD,136,401
BURT,POSEY,75,498
KIM,ALLEN,145,409
KIRSTEN,AKROYD,92,991
DAN,HARRIS,56,868
RIVER,DEAN,143,792
KIRSTEN,AKROYD,92,207
MENA,HOPPER,170,508
WOODY,HOFFMAN,28,879
GENE,MCKELLEN,177,12
JIM,MOSTEL,99,796
RIVER,DEAN,143,613
LAURA,BRODY,159,876
BURT,POSEY,75,579
RAY,JOHANSSON,64,88
NATALIE,HOPKINS,50,372
VIVIEN,BASINGER,158,990
KENNETH,TORN,94,950
CHARLIZE,DENCH,89,697
KIRSTEN,PALTROW,21,530
RAY,JOHANSSON,64,345
ED,MANSFIELD,136,364
GEOFFREY,HESTON,151,658
GRETA,KEITEL,130,702
KARL,BERRY,12,420
MICHELLE,MCCONAUGHEY,70,856
VIVIEN,BASINGER,158,830
SANDRA,KILMER,23,42
ANGELA,WITHERSPOON,144,473
CHRISTIAN,AKROYD,58,635
KIM,ALLEN,145,154
PENELOPE,MONROE,120,231
MERYL,ALLEN,194,135
SYLVESTER,DERN,109,786
VIVIEN,BASINGER,158,626
RIP,WINSLET,68,205
RIP,CRAWFORD,26,103
MICHAEL,BENING,174,496
JOHN,SUVARI,192,16
BELA,WALKEN,196,515
RENEE,BALL,187,548
CHRISTIAN,NEESON,61,585
GENE,MCKELLEN,177,86
CARMEN,HUNT,52,517
MERYL,GIBSON,154,802
LAURA,BRODY,159,418
UMA,WOOD,13,515
ANGELA,HUDSON,65,694
JOHNNY,CAGE,40,34
PENELOPE,PINKETT,54,754
GRETA,KEITEL,130,507
GEOFFREY,HESTON,151,482
ROCK,DUKAKIS,188,338
GENE,HOPKINS,134,250
KIM,ALLEN,145,661
CUBA,BIRCH,189,734
SANDRA,KILMER,23,673
TOM,MCKELLEN,38,111
JUDE,CRUISE,57,192
MORGAN,WILLIAMS,137,841
REESE,WEST,197,63
THORA,TEMPLE,200,49
SEAN,GUINESS,90,11
SISSY,SOBIESKI,31,637
JAYNE,SILVERSTONE,195,560
DAN,TORN,18,944
WARREN,NOLTE,108,696
ANNE,CRONYN,49,977
GROUCHO,DUNST,106,866
CUBA,BIRCH,189,899
BURT,TEMPLE,193,709
RUSSELL,CLOSE,183,40
GINA,DEGENERES,107,879
BURT,TEMPLE,193,164
ED,CHASE,3,996
GREGORY,GOODING,191,692
JULIANNE,DENCH,123,185
VAL,BOLGER,37,253
ZERO,CAGE,11,587
MENA,TEMPLE,53,465
TOM,MIRANDA,42,502
EMILY,DEE,148,226
SANDRA,PECK,30,262
CUBA,OLIVIER,15,91
ANGELA,HUDSON,65,476
ROCK,DUKAKIS,188,111
MAE,HOFFMAN,79,634
RITA,REYNOLDS,135,628
JANE,JACKMAN,131,383
KIRSTEN,AKROYD,92,90
JULIA,BARRYMORE,47,790
GENE,MCKELLEN,177,563
SALMA,NOLTE,122,307
JADA,RYDER,142,863
BEN,WILLIS,83,764
GOLDIE,BRODY,39,700
JAYNE,NEESON,62,129
EWAN,GOODING,139,691
GINA,DEGENERES,107,369
GARY,PHOENIX,51,420
WOODY,JOLIE,82,242
KARL,BERRY,12,593
NATALIE,HOPKINS,50,306
ZERO,CAGE,11,938
CHRISTIAN,AKROYD,58,48
PENELOPE,GUINESS,1,166
NATALIE,HOPKINS,50,437
GARY,PHOENIX,51,737
HELEN,VOIGHT,17,794
GRACE,MOSTEL,7,637
ELVIS,MARX,22,146
DEBBIE,AKROYD,182,828
WOODY,JOLIE,82,316
ZERO,CAGE,11,988
JULIANNE,DENCH,123,3
KIRSTEN,AKROYD,92,618
CAMERON,STREEP,24,194
RIP,WINSLET,68,331
MENA,HOPPER,170,877
JADA,RYDER,142,470
JAYNE,NOLTE,150,190
ED,MANSFIELD,136,552
SUSAN,DAVIS,101,841
KENNETH,HOFFMAN,169,727
GENE,WILLIS,96,874
VAL,BOLGER,37,553
MENA,TEMPLE,53,725
JESSICA,BAILEY,67,408
MERYL,ALLEN,194,498
RIP,CRAWFORD,26,21
SCARLETT,BENING,124,113
KENNETH,TORN,94,548
SYLVESTER,DERN,109,863
DAN,STREEP,116,956
RENEE,BALL,187,98
ED,GUINESS,179,976
SYLVESTER,DERN,109,694
CHRIS,BRIDGES,98,738
WALTER,TORN,102,796
SANDRA,KILMER,23,549
CATE,HARRIS,141,358
OLYMPIA,PFEIFFER,171,625
IAN,TANDY,155,249
OLYMPIA,PFEIFFER,171,903
RIVER,DEAN,143,576
HARVEY,HOPE,161,414
ALBERT,NOLTE,125,98
JANE,JACKMAN,131,320
JULIA,MCQUEEN,27,85
VIVIEN,BASINGER,158,532
WHOOPI,HURT,140,830
WILL,WILSON,168,626
VAL,BOLGER,37,260
MARY,KEITEL,198,545
DUSTIN,TAUTOU,59,713
ED,MANSFIELD,136,542
JULIANNE,DENCH,123,480
KIRSTEN,PALTROW,21,142
NATALIE,HOPKINS,50,732
SYLVESTER,DERN,109,732
KENNETH,HOFFMAN,169,894
MINNIE,ZELLWEGER,85,296
MATTHEW,CARREY,181,991
BURT,DUKAKIS,36,466
BOB,FAWCETT,19,490
GREGORY,GOODING,191,39
DARYL,WAHLBERG,95,294
MATTHEW,CARREY,181,542
LUCILLE,DEE,138,747
EWAN,GOODING,139,170
