cliente_id,noleggio_id,personale_id,data_pagamento,pagamento_id,ammontare
80,11101,2,2005-08-02 08:08:24,2184,5.99
80,11850,1,2005-08-17 13:30:15,2186,1.99
81,289,1,2005-05-26 20:01:09,2196,0.99
81,2854,1,2005-06-19 23:11:48,2198,5.99
81,7130,2,2005-07-27 06:23:36,2203,4.99
82,145,2,2005-05-25 23:59:03,2218,2.99
82,6708,2,2005-07-12 13:10:55,2229,6.99
82,7873,2,2005-07-28 10:19:46,2231,0.99
82,13847,2,2005-08-20 14:33:59,2240,6.99
82,15516,2,2005-08-23 03:12:54,2243,3.99
83,1354,1,2005-06-15 13:13:49,2247,5.99
83,3230,2,2005-06-21 02:23:16,2250,4.99
83,5394,2,2005-07-09 19:36:15,2254,6.99
83,7721,2,2005-07-28 04:42:58,2257,0.99
83,15498,2,2005-08-23 02:33:27,2266,4.99
83,15737,2,2005-08-23 11:52:18,2267,5.99
84,1195,2,2005-06-15 01:37:38,2272,0.99
84,5221,1,2005-07-09 12:02:23,2280,5.99
84,5971,1,2005-07-11 00:05:58,2282,5.99
84,9074,2,2005-07-30 07:50:10,2288,2.99
84,11424,2,2005-08-02 19:57:42,2293,3.99
84,11899,2,2005-08-17 15:29:12,2295,0.99
84,11960,2,2005-08-17 17:24:30,2296,4.99
84,13115,2,2005-08-19 11:27:43,2298,2.99
84,15190,1,2005-08-22 15:57:38,2300,4.99
85,908,2,2005-05-30 10:38:37,2303,4.99
85,2794,2,2005-06-19 18:53:05,2306,0.99
85,9427,2,2005-07-30 21:16:33,2315,7.99
86,1822,2,2005-06-16 21:43:45,2327,0.99
86,6872,2,2005-07-12 20:15:04,2339,7.99
86,8850,1,2005-07-29 23:24:20,2343,2.99
86,10252,2,2005-08-01 02:39:39,2345,8.99
86,13874,1,2005-08-20 15:11:48,2353,2.99
86,14122,2,2005-08-21 01:29:01,2354,1.99
86,15715,1,2005-08-23 10:57:40,2356,1.99
87,674,1,2005-05-28 22:11:35,2359,2.99
87,1580,2,2005-06-16 04:12:25,2360,4.99
87,1904,1,2005-06-17 04:45:41,2361,2.99
87,5628,1,2005-07-10 05:56:40,2366,3.99
87,6638,1,2005-07-12 09:58:02,2368,4.99
87,10387,1,2005-08-01 06:42:31,2377,4.99
88,1433,1,2005-06-15 18:30:00,2389,2.99
88,3524,2,2005-07-06 01:01:51,2392,0.99
88,8296,1,2005-07-29 02:43:25,2400,2.99
88,10424,1,2005-08-01 08:22:54,2403,0.99
88,15098,2,2005-08-22 11:48:19,2407,3.99
89,740,1,2005-05-29 08:30:36,2411,5.99
89,2835,1,2005-06-19 21:44:11,2416,7.99
89,6772,1,2005-07-12 15:55:35,2423,2.99
89,7995,2,2005-07-28 15:00:09,2426,4.99
89,10164,2,2005-07-31 23:17:57,2433,4.99
89,15845,1,2005-08-23 15:38:34,2440,2.99
90,7035,2,2005-07-27 03:06:09,2448,5.99
90,10206,2,2005-08-01 00:52:40,2456,7.99
90,13051,1,2005-08-19 09:31:33,2463,4.99
91,216,2,2005-05-26 09:17:43,2469,5.99
91,2908,1,2005-06-20 03:16:52,2472,0.99
91,5025,2,2005-07-09 02:28:24,2479,4.99
91,6860,2,2005-07-12 19:54:17,2484,2.99
91,8313,1,2005-07-29 03:34:21,2488,0.99
91,9228,2,2005-07-30 13:36:57,2490,2.99
91,15707,1,2005-08-23 10:35:45,2501,1.99
92,2521,1,2005-06-19 00:41:08,2507,0.99
92,4828,2,2005-07-08 17:52:29,2512,4.99
92,5792,1,2005-07-10 14:22:19,2515,6.99
92,5919,2,2005-07-10 21:32:14,2516,2.99
92,6158,1,2005-07-11 09:50:24,2517,0.99
92,9240,1,2005-07-30 13:57:54,2523,4.99
92,13620,1,2005-08-20 06:41:27,2529,2.99
92,14798,1,2005-08-22 00:44:08,2530,0.99
93,420,2,2005-05-27 15:19:38,2533,6.99
93,6586,1,2005-07-12 06:56:24,2540,4.99
93,7301,1,2005-07-27 12:50:23,2541,2.99
93,12704,1,2005-08-18 20:43:00,2544,4.99
93,13555,1,2005-08-20 04:09:50,2545,2.99
93,13950,1,2005-08-20 17:58:00,2547,8.99
93,13993,1,2005-08-20 19:32:29,2548,4.99
93,15324,2,2005-08-22 20:23:13,2551,5.99
94,127,1,2005-05-25 21:10:40,2555,2.99
94,2620,2,2005-06-19 08:06:29,2560,4.99
94,2816,1,2005-06-19 20:04:23,2561,2.99
94,4287,1,2005-07-07 15:37:31,2563,8.99
94,7809,2,2005-07-28 07:59:46,2566,2.99
94,13786,1,2005-08-20 12:13:24,2570,5.99
94,15371,1,2006-02-14 15:16:03,2575,4.99
95,490,1,2005-05-28 00:09:56,2576,4.99
95,1174,2,2005-06-15 00:12:51,2577,2.99
95,1261,2,2005-06-15 06:52:57,2578,1.99
95,7245,2,2005-07-27 10:29:06,2584,5.99
95,10130,1,2005-07-31 21:44:30,2589,0.99
95,14203,2,2005-08-21 03:51:52,2593,4.99
96,2372,1,2005-06-18 14:37:37,2597,0.99
96,3720,1,2005-07-06 11:06:57,2601,2.99
96,4961,1,2005-07-08 23:35:53,2603,4.99
96,12525,2,2005-08-18 13:48:31,2616,4.99
96,13855,1,2005-08-20 14:48:55,2618,4.99
97,2083,2,2005-06-17 17:14:00,2621,2.99
97,3540,1,2005-07-06 01:47:20,2624,2.99
97,3565,2,2005-07-06 03:02:58,2625,0.99
97,3818,2,2005-07-06 15:33:31,2626,4.99
97,10820,1,2005-08-01 22:53:40,2636,2.99
97,15006,1,2005-08-22 08:20:15,2638,0.99
98,214,2,2005-05-26 08:48:49,2639,3.99
98,2601,2,2005-06-19 06:09:44,2644,4.99
98,7120,2,2005-07-27 05:56:39,2649,3.99
98,10694,2,2005-08-01 18:15:07,2655,3.99
98,10925,1,2005-08-02 02:24:38,2656,2.99
98,11200,2,2005-08-02 11:48:36,2658,2.99
98,12221,2,2005-08-18 02:50:51,2661,5.99
98,14459,2,2005-08-21 12:48:08,2662,1.99
98,15536,1,2005-08-23 03:58:28,2663,7.99
99,5748,1,2005-07-10 12:19:59,2674,2.99
99,6370,1,2005-07-11 21:28:32,2676,3.99
99,7039,1,2005-07-27 03:11:48,2678,4.99
99,8242,2,2005-07-29 00:34:27,2680,7.99
99,10455,1,2005-08-01 09:15:00,2683,1.99
100,1216,2,2005-06-15 03:23:48,2689,4.99
100,1427,1,2005-06-15 18:17:28,2691,2.99
100,3800,1,2005-07-06 15:01:27,2694,8.99
100,5238,2,2005-07-09 13:11:14,2698,4.99
101,4975,1,2005-07-09 00:02:46,2713,2.99
101,5757,1,2005-07-10 12:40:17,2717,2.99
101,7866,2,2005-07-28 10:08:01,2720,8.99
101,8301,1,2005-07-29 03:00:08,2721,0.99
102,562,2,2005-05-28 09:01:21,2738,1.99
102,3665,2,2005-07-06 08:23:08,2743,4.99
102,9192,1,2005-07-30 12:26:26,2758,2.99
102,9617,2,2005-07-31 04:15:38,2760,2.99
102,9780,1,2005-07-31 10:10:22,2761,4.99
102,10841,2,2005-08-01 23:39:21,2762,1.99
102,13420,1,2005-08-19 22:57:25,2766,9.99
102,15049,1,2005-08-22 10:06:28,2767,1.99
103,2724,1,2005-06-19 14:57:54,2774,0.99
103,3850,1,2005-07-06 16:51:21,2776,4.99
103,8302,1,2005-07-29 03:01:24,2787,0.99
103,16048,2,2005-08-23 22:43:07,2799,8.99
104,2928,2,2005-06-20 04:43:45,2804,0.99
104,4438,2,2005-07-07 22:56:17,2807,6.99
104,4529,1,2005-07-08 03:26:20,2809,7.99
104,8413,1,2005-07-29 06:47:39,2813,1.99
104,9996,2,2005-07-31 17:32:03,2815,5.99
105,5542,2,2005-07-10 02:45:53,2833,2.99
105,7442,1,2005-07-27 17:47:00,2836,2.99
105,8980,2,2005-07-30 04:22:15,2837,2.99
105,10513,1,2005-08-01 11:37:34,2841,4.99
105,13057,1,2005-08-19 09:40:05,2844,6.99
105,13751,1,2005-08-20 11:17:03,2845,2.99
105,15624,2,2005-08-23 07:24:27,2847,4.99
106,4665,1,2005-07-08 10:04:24,2856,3.99
106,5453,2,2005-07-09 22:24:11,2857,3.99
106,7483,1,2005-07-27 19:25:00,2860,4.99
106,9747,2,2005-07-31 09:16:57,2863,7.99
106,12845,1,2005-08-19 02:02:37,2869,2.99
106,14920,1,2005-08-22 05:08:58,2871,0.99
106,15154,1,2005-08-22 14:27:37,2872,6.99
107,3174,2,2005-06-20 22:24:00,2881,0.99
107,6133,2,2005-07-11 08:25:22,2887,0.99
107,6934,2,2005-07-26 23:11:03,2889,6.99
107,9351,2,2005-07-30 18:28:30,2895,2.99
107,10226,1,2005-08-01 01:40:04,2896,4.99
108,5274,2,2005-07-09 14:34:09,2915,6.99
108,5806,2,2005-07-10 15:11:54,2917,4.99
108,6841,1,2005-07-12 19:04:24,2918,0.99
108,9755,2,2005-07-31 09:24:55,2922,4.99
108,16001,1,2005-08-23 20:45:53,2931,2.99
108,15294,1,2006-02-14 15:16:03,2932,4.99
109,386,1,2005-05-27 10:26:31,2934,0.99
109,622,2,2005-05-28 15:58:22,2935,3.99
109,1061,1,2005-05-31 08:27:58,2937,7.99
109,5027,1,2005-07-09 02:32:37,2946,2.99
109,5296,2,2005-07-09 15:26:27,2947,2.99
109,8006,1,2005-07-28 15:15:41,2950,3.99
109,9230,1,2005-07-30 13:39:42,2951,0.99
109,10240,2,2005-08-01 02:09:33,2953,0.99
110,515,1,2005-05-28 03:10:10,2959,7.99
110,538,2,2005-05-28 06:21:05,2960,1.99
110,4317,1,2005-07-07 17:44:49,2963,2.99
110,4827,2,2005-07-08 17:46:30,2964,4.99
111,1974,2,2005-06-17 09:30:05,2975,2.99
111,3485,2,2005-07-05 23:25:54,2980,1.99
111,4249,1,2005-07-07 14:05:17,2983,4.99
111,9933,2,2005-07-31 15:24:46,2987,0.99
111,10952,1,2005-08-02 03:28:21,2990,4.99
111,10990,2,2005-08-02 04:41:06,2991,4.99
112,7761,2,2005-07-28 06:31:45,3009,4.99
112,11659,2,2005-08-17 05:20:45,3019,4.99
112,14049,2,2005-08-20 22:08:55,3023,5.99
112,14358,1,2005-08-21 09:14:28,3024,0.99
112,15687,1,2005-08-23 09:46:33,3027,8.99
113,510,1,2005-05-28 02:52:14,3029,0.99
113,2282,1,2005-06-18 06:48:23,3032,2.99
113,2783,1,2005-06-19 18:29:10,3033,2.99
113,3124,1,2005-06-20 18:28:19,3035,8.99
113,3657,2,2005-07-06 07:55:30,3037,5.99
113,5189,2,2005-07-09 10:23:21,3039,2.99
113,5774,1,2005-07-10 13:31:56,3042,5.99
113,7587,2,2005-07-27 23:23:03,3046,2.99
113,10578,2,2005-08-01 13:48:02,3050,1.99
113,11655,2,2005-08-17 05:11:07,3051,7.99
113,11872,1,2005-08-17 14:11:45,3052,5.99
113,12392,1,2005-08-18 08:57:58,3053,5.99
114,5418,1,2005-07-09 20:41:35,3068,0.99
114,6188,1,2005-07-11 11:31:47,3071,2.99
114,8590,1,2005-07-29 12:32:20,3078,10.99
114,12326,2,2005-08-18 06:41:59,3081,0.99
114,14867,1,2005-08-22 03:14:46,3085,4.99
114,15528,1,2005-08-23 03:45:40,3087,2.99
114,15646,2,2005-08-23 08:19:55,3088,3.99
114,16047,1,2005-08-23 22:42:48,3089,0.99
114,12506,2,2006-02-14 15:16:03,3090,4.99
115,983,1,2005-05-30 22:15:51,3092,0.99
115,3289,1,2005-06-21 06:41:48,3096,6.99
115,6798,1,2005-07-12 16:49:11,3105,6.99
115,7355,2,2005-07-27 14:45:59,3106,1.99
115,11891,1,2005-08-17 15:11:55,3115,2.99
116,1332,2,2005-06-15 11:36:01,3122,0.99
116,1762,2,2005-06-16 17:50:19,3124,4.99
116,1913,2,2005-06-17 05:19:47,3125,4.99
116,2639,1,2005-06-19 09:24:02,3126,4.99
116,2861,1,2005-06-19 23:21:34,3127,3.99
116,11016,2,2005-08-02 05:19:13,3140,4.99
116,13146,2,2005-08-19 12:54:42,3142,7.99
116,13369,1,2005-08-19 21:19:47,3143,0.99
116,13474,1,2005-08-20 01:04:32,3144,0.99
117,3218,2,2005-06-21 01:38:09,3151,2.99
117,6093,1,2005-07-11 05:52:50,3154,9.99
118,351,2,2005-05-27 05:39:03,3167,5.99
118,1766,2,2005-06-16 17:59:37,3168,4.99
118,3263,1,2005-06-21 04:15:52,3170,4.99
118,5829,1,2005-07-10 16:29:41,3172,1.99
118,6507,1,2005-07-12 03:33:12,3174,1.99
118,7850,1,2005-07-28 09:31:13,3176,4.99
118,7956,2,2005-07-28 13:32:17,3177,4.99
118,8314,1,2005-07-29 03:35:04,3178,3.99
118,10045,2,2005-07-31 19:04:35,3181,1.99
118,12538,2,2005-08-18 14:09:09,3182,2.99
118,13193,2,2005-08-19 14:33:45,3183,6.99
119,235,1,2005-05-26 11:51:09,3189,5.99
119,1179,1,2005-06-15 00:36:50,3191,7.99
119,2009,2,2005-06-17 11:48:31,3192,2.99
119,5176,1,2005-07-09 09:39:31,3195,5.99
119,8183,1,2005-07-28 22:21:07,3200,5.99
119,10366,1,2005-08-01 06:09:37,3204,3.99
119,10681,1,2005-08-01 17:30:35,3206,4.99
119,11520,1,2005-08-17 00:04:28,3208,5.99
119,12603,2,2005-08-18 16:56:20,3210,3.99
119,12842,2,2005-08-19 01:57:21,3211,6.99
119,14349,2,2005-08-21 08:54:53,3213,3.99
119,15844,1,2005-08-23 15:38:12,3220,2.99
120,532,2,2005-05-28 05:36:58,3223,0.99
120,2803,1,2005-06-19 19:18:27,3228,9.99
120,3133,1,2005-06-20 19:18:32,3229,2.99
120,4001,1,2005-07-07 00:07:00,3230,5.99
120,4272,2,2005-07-07 14:39:20,3231,3.99
120,4666,2,2005-07-08 10:05:02,3233,9.99
120,4942,1,2005-07-08 22:42:47,3234,1.99
120,5288,2,2005-07-09 15:13:07,3235,1.99
120,10696,2,2005-08-01 18:18:13,3243,4.99
120,11133,2,2005-08-02 09:15:45,3245,0.99
120,13167,2,2005-08-19 13:36:41,3246,2.99
120,13375,2,2005-08-19 21:31:31,3247,7.99
120,15780,1,2006-02-14 15:16:03,3253,4.99
121,7185,1,2005-07-27 08:23:54,3260,0.99
121,8875,2,2005-07-30 00:15:09,3264,2.99
121,11720,2,2005-08-17 07:46:54,3267,8.99
121,12242,2,2005-08-18 03:37:31,3268,1.99
121,12734,2,2005-08-18 22:04:52,3270,1.99
121,12892,2,2005-08-19 03:46:34,3272,0.99
121,14412,2,2005-08-21 11:02:09,3275,9.99
121,15114,2,2005-08-22 12:24:55,3277,7.99
121,15369,1,2005-08-22 21:58:06,3278,0.99
122,1135,2,2005-05-31 19:15:11,3281,4.99
122,2240,2,2005-06-18 04:28:27,3284,3.99
122,2253,1,2005-06-18 05:11:43,3285,0.99
122,6231,2,2005-07-11 14:02:36,3294,0.99
122,11197,2,2005-08-02 11:45:07,3306,2.99
122,12476,2,2005-08-18 12:22:40,3307,4.99
122,13171,1,2005-08-19 13:48:54,3309,2.99
122,13812,1,2005-08-20 13:01:43,3310,4.99
123,1490,2,2005-06-15 21:42:17,3313,4.99
123,2594,1,2005-06-19 05:43:43,3317,2.99
123,4442,1,2005-07-07 23:05:30,3318,3.99
123,7535,2,2005-07-27 21:32:39,3320,4.99
123,7768,2,2005-07-28 06:44:03,3322,0.99
123,10066,1,2005-07-31 19:30:01,3327,4.99
124,4709,2,2005-07-08 12:04:34,3342,2.99
124,5566,1,2005-07-10 03:30:17,3343,2.99
124,11493,2,2005-08-02 22:47:00,3349,5.99
124,12835,1,2005-08-19 01:47:45,3350,4.99
124,15266,2,2005-08-22 18:37:24,3352,4.99
124,16023,2,2005-08-23 21:45:02,3353,0.99
125,2826,1,2005-06-19 20:41:35,3357,7.99
125,6268,2,2005-07-11 15:55:34,3363,6.99
125,7922,2,2005-07-28 12:05:25,3366,0.99
125,8433,1,2005-07-29 07:19:16,3368,2.99
125,9504,2,2005-07-31 00:09:07,3372,0.99
125,9734,2,2005-07-31 08:57:45,3374,2.99
125,15055,1,2005-08-22 10:14:39,3385,2.99
126,1054,2,2005-05-31 07:33:25,3388,4.99
126,3804,1,2005-07-06 15:08:08,3392,7.99
126,7962,1,2005-07-28 13:48:09,3399,0.99
126,11801,1,2005-08-17 11:30:11,3406,0.99
126,13015,2,2005-08-19 07:56:51,3408,7.99
126,14477,2,2005-08-21 13:32:38,3410,2.99
126,14577,2,2005-08-21 16:52:29,3411,2.99
127,708,1,2005-05-29 03:23:47,3415,0.99
127,1293,1,2005-06-15 09:06:24,3416,4.99
127,1803,2,2005-06-16 20:32:47,3417,2.99
127,4811,2,2005-07-08 17:04:24,3420,5.99
127,14030,2,2005-08-20 21:23:54,3434,2.99
128,2519,2,2005-06-19 00:19:21,3440,7.99
128,3751,1,2005-07-06 12:23:41,3442,0.99
128,9433,1,2005-07-30 21:28:17,3454,5.99
128,10394,1,2005-08-01 06:58:17,3458,2.99
128,13509,1,2005-08-20 02:14:16,3464,0.99
129,1732,2,2005-06-16 15:34:41,3470,0.99
129,2727,1,2005-06-19 15:02:39,3471,3.99
129,3900,2,2005-07-06 19:21:28,3477,4.99
129,5127,1,2005-07-09 07:25:47,3483,0.99
129,8345,1,2005-07-29 04:47:37,3486,2.99
129,9983,1,2005-07-31 17:09:36,3488,7.99
129,10483,1,2005-08-01 10:19:45,3493,2.99
129,10550,2,2005-08-01 12:46:52,3494,2.99
129,13653,2,2005-08-20 07:54:54,3498,10.99
130,2163,2,2005-06-17 23:46:16,3508,2.99
130,2292,2,2005-06-18 07:37:48,3509,2.99
130,2982,1,2005-06-20 08:38:29,3511,6.99
130,4339,2,2005-07-07 18:41:42,3512,4.99
130,9637,2,2005-07-31 05:18:54,3518,4.99
130,9724,2,2005-07-31 08:33:08,3519,5.99
130,10645,2,2005-08-01 15:52:01,3521,5.99
130,14111,2,2005-08-21 00:59:01,3525,0.99
130,15574,2,2005-08-23 05:29:32,3526,5.99
131,55,2,2005-05-25 08:26:13,3528,2.99
131,1768,2,2005-06-16 18:02:06,3532,4.99
131,5874,1,2005-07-10 19:02:51,3538,3.99
131,10861,1,2005-08-02 00:12:46,3546,1.99
131,11971,2,2005-08-17 17:53:42,3547,0.99
131,11973,1,2005-08-17 17:55:58,3548,2.99
132,2208,1,2005-06-18 02:22:07,3559,4.99
132,4168,1,2005-07-07 09:37:24,3566,4.99
132,4903,2,2005-07-08 20:50:05,3569,0.99
132,5684,2,2005-07-10 08:59:03,3571,5.99
132,5715,2,2005-07-10 10:48:03,3573,1.99
132,6239,1,2005-07-11 14:20:48,3574,6.99
132,7432,2,2005-07-27 17:31:40,3576,0.99
132,10243,2,2005-08-01 02:18:46,3578,4.99
132,10619,2,2005-08-01 15:07:04,3580,3.99
133,447,2,2005-05-27 18:57:02,3587,2.99
133,4506,2,2005-07-08 02:22:18,3592,6.99
133,7400,1,2005-07-27 16:16:37,3600,0.99
133,13455,1,2005-08-20 00:32:17,3609,1.99
133,13910,2,2005-08-20 16:30:49,3610,2.99
134,366,1,2005-05-27 07:33:54,3613,3.99
134,1784,2,2005-06-16 19:25:32,3618,0.99
134,7516,2,2005-07-27 20:55:28,3624,2.99
134,11280,1,2005-08-02 14:34:33,3628,3.99
135,1272,2,2005-06-15 07:42:58,3638,0.99
135,2941,2,2005-06-20 05:22:18,3640,2.99
135,5541,1,2005-07-10 02:44:27,3643,0.99
135,7554,1,2005-07-27 22:12:41,3649,7.99
135,7734,1,2005-07-28 05:08:44,3650,0.99
135,14005,1,2005-08-20 20:19:05,3662,0.99
136,5627,1,2005-07-10 05:51:12,3669,3.99
136,12287,1,2005-08-18 04:58:06,3675,5.99
136,14379,2,2005-08-21 09:53:03,3678,0.99
137,3436,1,2005-06-21 19:16:09,3685,5.99
137,6200,2,2005-07-11 12:16:42,3695,0.99
137,9002,1,2005-07-30 05:02:21,3699,4.99
137,9789,1,2005-07-31 10:30:25,3703,2.99
137,12078,1,2005-08-17 22:00:22,3710,2.99
137,13148,1,2005-08-19 12:55:30,3711,0.99
137,15082,2,2005-08-22 11:17:06,3715,7.99
138,2038,2,2005-06-17 14:00:51,3723,0.99
138,2731,1,2005-06-19 15:14:55,3724,7.99
138,8123,2,2005-07-28 19:28:23,3733,4.99
138,10110,1,2005-07-31 21:06:12,3739,0.99
138,11088,1,2005-08-02 07:48:31,3744,0.99
138,12873,2,2005-08-19 03:05:41,3747,2.99
138,14194,1,2005-08-21 03:40:11,3748,1.99
139,4660,2,2005-07-08 09:54:47,3758,0.99
139,4663,2,2005-07-08 09:59:18,3759,2.99
139,5494,1,2005-07-10 00:15:00,3763,6.99
139,6496,1,2005-07-12 02:57:39,3764,6.99
139,15218,1,2005-08-22 16:59:05,3778,9.99
140,1586,1,2005-06-16 04:51:18,3781,4.99
140,6571,2,2005-07-12 05:51:47,3787,0.99
140,7170,1,2005-07-27 07:58:26,3789,4.99
140,9094,1,2005-07-30 08:35:10,3790,4.99
140,11430,2,2005-08-02 20:04:36,3793,3.99
141,1242,2,2005-06-15 05:05:07,3800,7.99
141,9584,1,2005-07-31 03:05:48,3812,4.99
141,12032,1,2005-08-17 20:14:26,3819,5.99
141,13470,2,2005-08-20 01:01:16,3825,4.99
141,14059,2,2005-08-20 22:24:44,3826,7.99
141,15013,1,2005-08-22 08:42:45,3828,4.99
142,3214,1,2005-06-21 01:08:26,3835,2.99
142,3492,2,2005-07-05 23:44:37,3836,2.99
142,4497,2,2005-07-08 01:51:32,3837,4.99
142,4531,1,2005-07-08 03:27:59,3838,4.99
142,6522,1,2005-07-12 04:11:58,3839,0.99
142,9020,1,2005-07-30 05:31:27,3843,7.99
142,10934,2,2005-08-02 02:52:18,3846,5.99
142,12964,1,2005-08-19 06:29:13,3848,0.99
142,13959,1,2005-08-20 18:16:21,3851,0.99
142,15477,1,2005-08-23 01:46:35,3855,1.99
143,1898,2,2005-06-17 04:28:11,3859,1.99
143,4585,1,2005-07-08 06:11:58,3866,7.99
144,1814,1,2005-06-16 21:15:22,3881,5.99
144,2756,1,2005-06-19 16:57:42,3883,4.99
144,3145,1,2005-06-20 20:21:17,3885,2.99
144,6791,2,2005-07-12 16:35:07,3894,9.99
144,7858,1,2005-07-28 09:50:18,3898,3.99
144,8459,2,2005-07-29 08:05:40,3899,5.99
144,10302,1,2005-08-01 04:12:08,3905,0.99
144,10593,1,2005-08-01 14:13:19,3906,4.99
144,10740,1,2005-08-01 19:50:32,3907,5.99
144,11534,1,2005-08-17 00:35:27,3911,7.99
144,12858,1,2005-08-19 02:22:16,3915,3.99
144,13881,2,2005-08-20 15:18:55,3917,2.99
145,2271,2,2005-06-18 06:29:52,3922,4.99
145,4201,2,2005-07-07 11:19:51,3925,8.99
145,4817,2,2005-07-08 17:17:31,3929,2.99
145,6378,2,2005-07-11 21:45:23,3932,0.99
146,6102,1,2005-07-11 06:53:09,3960,7.99
146,6184,2,2005-07-11 11:19:21,3961,6.99
146,11173,2,2005-08-02 10:28:00,3965,7.99
146,11573,1,2005-08-17 01:38:18,3969,4.99
146,12129,1,2005-08-17 23:31:25,3971,7.99
146,13606,1,2005-08-20 06:07:01,3974,4.99
147,362,1,2005-05-27 07:10:25,3978,0.99
147,509,1,2005-05-28 02:51:12,3979,0.99
147,3919,2,2005-07-06 20:26:21,3984,7.99
147,3956,2,2005-07-06 22:01:51,3985,2.99
147,4792,2,2005-07-08 16:29:38,3986,0.99
147,6343,2,2005-07-11 19:51:35,3990,0.99
147,6753,2,2005-07-12 14:55:42,3992,2.99
147,8893,1,2005-07-30 00:48:19,3995,2.99
147,13670,2,2005-08-20 08:27:01,4002,3.99
147,14641,2,2005-08-21 19:05:23,4005,0.99
147,15730,1,2005-08-23 11:32:35,4010,8.99
148,3653,1,2005-07-06 07:45:13,4018,0.99
148,4746,1,2005-07-08 13:47:55,4020,2.99
148,6640,1,2005-07-12 10:27:19,4025,8.99
148,8331,2,2005-07-29 04:13:29,4031,3.99
148,9023,1,2005-07-30 05:36:40,4035,5.99
148,9106,1,2005-07-30 08:52:34,4036,2.99
148,10067,2,2005-07-31 19:37:58,4039,4.99
148,10830,2,2005-08-01 23:18:06,4040,6.99
148,14629,2,2005-08-21 18:39:52,4050,2.99
148,15541,1,2005-08-23 04:13:53,4056,3.99
149,2752,1,2005-06-19 16:44:18,4065,0.99
149,5091,1,2005-07-09 05:52:54,4070,2.99
149,7989,1,2005-07-28 14:39:05,4075,6.99
149,10737,2,2005-08-01 19:31:24,4077,7.99
149,10967,2,2005-08-02 04:02:16,4078,0.99
150,4271,1,2005-07-07 14:38:52,4089,6.99
150,6633,1,2005-07-12 09:35:42,4090,2.99
150,10686,1,2005-08-01 17:51:21,4093,2.99
150,13372,1,2005-08-19 21:23:19,4103,2.99
150,14454,2,2005-08-21 12:35:49,4106,2.99
151,2947,2,2005-06-20 06:00:21,4112,2.99
151,3017,1,2005-06-20 11:08:56,4113,3.99
151,3089,2,2005-06-20 15:57:01,4114,0.99
151,6854,2,2005-07-12 19:38:57,4119,0.99
151,7332,2,2005-07-27 13:58:57,4121,3.99
151,9253,1,2005-07-30 14:20:12,4122,4.99
151,10311,1,2005-08-01 04:27:59,4126,4.99
151,10662,1,2005-08-01 16:50:57,4127,2.99
152,745,1,2005-05-29 09:22:57,4137,4.99
152,6612,1,2005-07-12 08:28:33,4143,2.99
152,9010,1,2005-07-30 05:12:04,4144,5.99
152,11638,2,2005-08-17 04:39:09,4146,6.99
152,13204,1,2005-08-19 15:02:48,4151,4.99
152,14668,2,2005-08-21 19:51:30,4155,4.99
153,2224,1,2005-06-18 03:33:58,4157,0.99
153,3949,1,2005-07-06 21:46:36,4162,0.99
153,4194,1,2005-07-07 10:59:39,4163,5.99
153,4670,2,2005-07-08 10:14:18,4164,5.99
153,6818,2,2005-07-12 18:20:54,4167,9.99
153,7824,2,2005-07-28 08:34:47,4168,7.99
153,9936,2,2005-07-31 15:27:41,4169,0.99
153,10015,2,2005-07-31 18:11:17,4170,4.99
153,12103,1,2005-08-17 22:49:09,4172,1.99
153,12439,1,2005-08-18 10:44:57,4173,3.99
153,14747,1,2005-08-21 23:00:02,4176,4.99
153,15444,2,2005-08-23 00:46:52,4179,7.99
154,865,2,2005-05-30 03:39:44,4182,7.99
154,3806,2,2005-07-06 15:09:41,4187,7.99
154,4252,1,2005-07-07 14:13:05,4190,2.99
154,5101,1,2005-07-09 06:21:29,4192,0.99
154,7055,1,2005-07-27 03:45:42,4196,4.99
154,7156,1,2005-07-27 07:19:34,4197,4.99
154,14918,1,2005-08-22 05:06:38,4208,6.99
155,2028,1,2005-06-17 13:08:08,4214,7.99
155,3405,2,2005-06-21 15:58:25,4216,4.99
155,6066,1,2005-07-11 04:32:42,4218,5.99
155,10098,1,2005-07-31 20:41:17,4226,0.99
155,15106,1,2005-08-22 12:01:48,4233,0.99
156,2658,1,2005-06-19 10:43:42,4240,4.99
156,4394,2,2005-07-07 21:12:45,4242,2.99
156,5534,2,2005-07-10 02:26:49,4243,4.99
156,7822,2,2005-07-28 08:31:45,4248,4.99
156,9409,1,2005-07-30 20:33:53,4249,6.99
156,9696,1,2005-07-31 07:13:46,4250,0.99
156,11587,1,2005-08-17 02:21:03,4253,5.99
156,13531,2,2005-08-20 03:26:10,4255,2.99
157,4253,1,2005-07-07 14:13:13,4265,5.99
157,4919,1,2005-07-08 21:41:54,4267,0.99
157,8163,2,2005-07-28 21:11:48,4272,0.99
157,8337,2,2005-07-29 04:31:55,4273,0.99
157,8827,1,2005-07-29 22:31:24,4277,4.99
157,9958,1,2005-07-31 16:03:56,4280,2.99
157,10203,1,2005-08-01 00:45:27,4281,4.99
157,12213,1,2005-08-18 02:33:55,4284,5.99
157,12464,1,2005-08-18 11:33:34,4285,6.99
157,13481,1,2005-08-20 01:11:12,4289,6.99
157,13728,1,2005-08-20 10:11:07,4290,2.99
