assay_id,relationship_type,variant_id,cell_id,assay_strain,description,curated_by,src_assay_id,assay_cell_type,assay_category,tissue_id,tid,bao_format,assay_type,assay_subcellular_fraction,doc_id,assay_test_type,assay_organism,assay_tax_id
3814,H,,,,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE,Autocuration,,,,,55,BAO_0000219,B,,951,,,
3815,H,,,,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE; NA means Not active,Autocuration,,,,,55,BAO_0000219,B,,951,,,
3816,H,,,,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4,Autocuration,,,,,55,BAO_0000219,B,,951,,,
3817,H,,,,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4; NA means Not active,Autocuration,,,,,55,BAO_0000219,B,,951,,,
3818,H,,,,Inhibition of human 5-lipoxygenase in human cells,Autocuration,,,,,55,BAO_0000219,B,,12365,,,
3819,H,,,,Inhibition of human neutrophil 5-lipoxygenase,Expert,,,,,55,BAO_0000357,B,,10603,,,
3820,H,,,,Inhibitory activity against 5-lipoxygenase expressed from human polymorphonuclear cells,Autocuration,,,,,55,BAO_0000019,B,,10501,,,
3821,H,,,,Inhibition of 5-lipoxygenase from human whole blood,Expert,,,,178.0,55,BAO_0000357,B,,12281,,,
3822,H,,,,Inhibitory concentration required against 5-lipoxygenase activity in cytosolic fractions of human neutrophils,Autocuration,,,,,55,BAO_0000357,B,,2567,,,
3823,H,,,,Inhibitory concentration required against 5-lipoxygenase activity in intact cells of human neutrophils,Autocuration,,,,,55,BAO_0000219,B,,2567,,,
3824,H,,,,In vitro inhibition of polymorphonuclear leukocyte derived human 5-lipoxygenase,Expert,,,,,55,BAO_0000357,B,,10193,,,
3825,H,,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 10 uM,Autocuration,,,,,55,BAO_0000357,B,,10193,,,
3826,H,,,,Potency to inhibit oxidation of arachidonic acid by recombinant human 5-lipoxygenase,Expert,,,,,55,BAO_0000357,B,,13623,,,
3827,H,,,,Tested against 5-lipoxygenase,Autocuration,,,,,55,BAO_0000357,B,,12780,,,
3828,H,,,,Tested for activity against 5-Lipoxygenase (5-LO),Autocuration,,,,,55,BAO_0000357,B,,12780,,,
3829,H,,,,Tested for activity against 5-lipoxygenase,Autocuration,,,,,55,BAO_0000357,B,,12780,,,
3830,H,,,,Tested for inhibition of 5-HPETE production by human 5-LO,Autocuration,,,,,55,BAO_0000357,B,,11966,,,
3831,H,,,,The 5-lipoxygenase activity by the inhibition of calcium ionophore-induced leukotriene B4 production in human blood.,Autocuration,,,,,55,BAO_0000019,F,,5364,,,
3832,H,,,,Inhibition of Human 5-lipoxygenase,Expert,,,,,55,BAO_0000357,B,,13165,,,
3833,H,,,,The compound was evaluated for its inhibitory activity against 5-lipoxygenase using granulocytes-type cells,Autocuration,,,,,55,BAO_0000019,B,,5364,,,
3834,H,,,,The compound was tested for inhibitory activity against 5-lipoxygenase in human polymorphonuclear leukocytes[PMNS],Autocuration,,,,,55,BAO_0000219,B,,11311,,,
3835,H,,,,The compound was tested for inhibitory activity against LT synthesis in human polymorphonuclear leukocytes[PMNS],Autocuration,,,,,55,BAO_0000219,B,,11311,,,
3836,H,,,,The compound was tested for the concentration (in uM) to inhibit 50% of 5-Lipoxygenase (5-LOX) and is expressed in IC50.,Autocuration,,,,,55,BAO_0000019,B,,14863,,,
3837,H,,,,The compound was tested for the concentration (in uM) to inhibit 50% of 5-Lipoxygenase (5-LOX) and is expressed in IC50; Not tested,Autocuration,,,,,55,BAO_0000019,B,,14863,,,
3838,H,,,,The compound was tested for the inhibition of 5-lipoxygenase (5-lo) in human whole blood (HWBL),Autocuration,,,,178.0,55,BAO_0000357,B,,11087,,,
3839,H,,,,The compound was tested in vitro for inhibition against 5-lipoxygenase in intact human neutrophils,Autocuration,,,,,55,BAO_0000357,B,,455,,,
3840,H,,,,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),Autocuration,,,,,55,BAO_0000357,B,,13183,,,
3841,H,,,,In vitro inhibitory activity against 5-lipoxygenase in human polymorphonuclear (PMN) cells,Expert,,,,,55,BAO_0000019,B,,10319,,,
3842,H,,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 10 uM,Autocuration,,,,,55,BAO_0000357,B,,10193,,,
3843,H,,,,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE at 10 uM,Autocuration,,,,,55,BAO_0000219,B,,951,,,
3844,H,,,,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE at 10 uM; NA means Inactive,Autocuration,,,,,55,BAO_0000219,B,,951,,,
3845,H,,,,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4 at 10 uM,Autocuration,,,,,55,BAO_0000219,B,,951,,,
3846,H,,,,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4 at 10 uM; NA means Inactive,Autocuration,,,,,55,BAO_0000219,B,,951,,,
3847,H,,,,Inhibitory activity against 5-lipoxygenase at 10 uM concentration,Expert,,,,,55,BAO_0000357,B,,9859,,,
3848,H,,,,Inhibitory activity against 5-lipoxygenase at 1 uM concentration,Expert,,,,,55,BAO_0000357,B,,9859,,,
3849,H,,,,Inhibitory activity against lipoxygenase (LO) at 10 uM concentration,Autocuration,,,,,55,BAO_0000357,B,,9859,,,
3850,H,,,,Inhibitory concentration required against 5-lipoxygenase activity in cytosolic fractions of human neutrophils,Autocuration,,,,,55,BAO_0000357,B,,2567,,,
3851,H,,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 1 uM,Autocuration,,,,,55,BAO_0000357,B,,10193,,,
3852,H,,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 10 uM,Autocuration,,,,,55,BAO_0000357,B,,10193,,,
3853,H,,,,Tested for the inhibition of 5-lipoxygenase from human polymorphonuclear leukocytes(PMN) at 10 uM concentration of the compound; IA= Inactive,Autocuration,,,,,55,BAO_0000019,B,,949,,,
3854,H,,,,Tested for the inhibition of 5-lipoxygenase from human polymorphonuclear leukocytes(PMN) at 10 uM concentration of the compound; value ranges from 70-90,Autocuration,,,,,55,BAO_0000019,B,,949,,,
3855,H,,,,Inhibition of human neutrophil 5-lipoxygenase at the concentration of 0.1 uM,Expert,,,,,55,BAO_0000357,B,,10603,,,
3856,H,,,,Inhibition of human neutrophil 5-lipoxygenase at the concentration of 1 uM,Expert,,,,,55,BAO_0000357,B,,10603,,,
3857,H,,,,Inhibition of human neutrophil 5-lipoxygenase at the concentration of 1 uM,Autocuration,,,,,55,BAO_0000019,F,,10603,,,
3858,H,,,,Inhibition of lipoxygenase at the concentration of 0.1 uM,Expert,,,,,55,BAO_0000357,B,,10603,,,
3859,H,,,,Inhibition of lipoxygenase at the concentration of 1 uM,Expert,,,,,55,BAO_0000357,B,,10603,,,
3860,H,,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell,Autocuration,,,,,55,BAO_0000357,B,,10193,,,
3861,D,,,,Inhibition of 5-Lipoxygenase (5-LOX),Expert,,,,,55,BAO_0000357,B,,14580,,Homo sapiens,9606.0
3862,H,,,,Inhibition of 5-lipoxygenase in mouse macrophages.,Expert,,,,,17087,BAO_0000357,B,,11090,,,
3863,H,,,,Inhibition of 5-lipoxygenase in mouse macrophages.,Expert,,,,,17087,BAO_0000357,B,,11090,,,
3864,H,,,,Inhibitory activity against lipoxygenase-2 in mice,Autocuration,,,,,17087,BAO_0000357,B,,6339,,,
3865,H,,,,Inhibitory activity against murine lipoxygenase-2.,Expert,,,,,17087,BAO_0000357,B,,6339,,,
3866,D,,,,Inhibition of 5-lipoxygenase from mouse macrophage,Expert,,,,,17087,BAO_0000357,B,,12281,,Mus musculus,10090.0
3867,H,,,,The compound was tested for inhibitory activity against 5-lipoxygenase in mouse macrophages,Autocuration,,,,,17087,BAO_0000357,B,,11311,,,
3868,H,,,,The compound was tested for the inhibition of Arachidonate 5-lipoxygenase purified from porcine leukocytes.,Autocuration,,,,,55,BAO_0000019,B,,11089,,Sus scrofa,9823.0
3869,H,,,,Inhibition of 5-lipoxygenase reaction catalyzed by purified enzyme from porcine leukocytes,Autocuration,,,,,55,BAO_0000019,B,,10091,,Sus scrofa,9823.0
3870,H,,,,Inhibitory concentration against 5-lipoxygenase from isolated rabbit granulocytes,Autocuration,,,,,55,BAO_0000019,B,,14352,,Oryctolagus cuniculus,9986.0
3871,D,,,,5-lipoxygenase Inhibitory activity against rat polymorphonuclear leucocytes using 5-HETE,Expert,,,,,12166,BAO_0000019,B,,13329,,Rattus norvegicus,10116.0
3872,H,,,,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using 5-HETE. ",Autocuration,,,,,12166,BAO_0000019,B,,13329,,,
3873,H,,,,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using 5-HETE.",Autocuration,,,,,12166,BAO_0000019,B,,13329,,,
3874,H,,,,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using LTB4.",Autocuration,,,,,12166,BAO_0000019,B,,13329,,,
3875,H,,,,Inhibition of 5-lipoxygenase pathway in rat polymorphonuclear assay (inhibition of 5-HETE formation),Expert,,,,,12166,BAO_0000019,B,,13329,,,
3876,H,,,,"Inhibition of 5-lipoxygenase pathway in rat polymorphonuclear assay, by ability to inhibit formation of LTB4 AT 10 uM",Expert,,,,,12166,BAO_0000019,B,,13329,,,
3877,H,,,,Inhibition of 5-lipoxygenase pathway was evaluated in rat polymorphonuclear assay by compound (50 uM) ability to inhibit formation of 5-HETE,Autocuration,,,,,12166,BAO_0000019,B,,13329,,,
3878,H,,,,The effective dose for inhibition of 5-lipoxygenase in rat blood leukocyte (ex vivo),Autocuration,,,,,12166,BAO_0000019,B,,11311,,,
3879,H,,,,The effective dose for inhibition of 5-lipoxygenase in rat passive Arthus model after oral administration,Autocuration,,,,,12166,BAO_0000019,B,,11311,,,
3880,H,,702.0,,"In vitro inhibition of 5-lipoxygenase HETE (5-hydroperoxyeicosatetraenoic acid) in RBL-1 macrophage, a cell-free enzyme assay",Autocuration,,RBL-1,,,12166,BAO_0000219,B,,105,,,
3881,H,,702.0,,"In vitro inhibition of 5-lipoxygenase HETE (5-hydroperoxyeicosatetraenoic acid) in RBL-1 macrophage, a cell-free enzyme assay",Autocuration,,RBL-1,,,12166,BAO_0000219,B,,105,,,
3882,H,,,,Inhibition of rat neutrophil 5- Lipoxygenase (5-LO),Autocuration,,,,,12166,BAO_0000357,B,,9138,,,
3883,H,,,,"Inhibition of rat neutrophil 5- Lipoxygenase (5-LO),",Autocuration,,,,,12166,BAO_0000357,B,,9138,,,
3884,H,,,,"Inhibition of rat neutrophil 5- Lipoxygenase (5-LO), (at a concentration of 0.2 nM ),",Autocuration,,,,,12166,BAO_0000357,B,,9138,,,
3885,H,,,,5-LO inhibitory activity determined by measuring the conversion of [14C]arachidonic acid to leukotrienes in RBL-2H3 cell using thin-layer chromatography; Not determined,Autocuration,,,,,12166,BAO_0000357,B,,14427,,,
3886,H,,,,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using 5-HETE.",Autocuration,,,,,12166,BAO_0000019,B,,13329,,,
3887,H,,,,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using LTB4. ",Autocuration,,,,,12166,BAO_0000019,B,,13329,,,
3888,D,,663.0,,Inhibition of 5-lipoxygenase mediated conversion of [14C]arachidonic acid to leukotrienes in RBL-2H3 cells,Expert,,RBL-2H3,,,12166,BAO_0000219,B,,14427,,Rattus norvegicus,10116.0
3889,H,,,,5-lipoxygenase inhibitory activity determined by measuring the conversion of [14C]arachidonic acid to leukotrienes in RBL-2H3 cell using thin-layer chromatography; Not determined,Autocuration,,,,,12166,BAO_0000357,B,,14427,,,
3890,H,,,,5-lipoxygenase inhibitory activity determined by measuring the conversion of [14C]arachidonic acid to leukotrienes in RBL-2H3 cell using thin-layer chromatography.,Autocuration,,,,,12166,BAO_0000357,B,,14427,,,
3891,H,,702.0,,Ability to inhibit 5-lipoxygenase by using a crude preparation of the cytosolic enzyme from the rat basophilic leukemia (RBL-1) cell line,Expert,,RBL-1,,,12166,BAO_0000219,B,,10293,,,
3892,D,,702.0,,Inhibition of 5-Lipoxygenase of rat basophilic leukemia cells,Expert,,RBL-1,,,12166,BAO_0000219,B,,338,,Rattus norvegicus,10116.0
3893,H,,,,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase),Autocuration,,,,,12166,BAO_0000357,B,,303,,,
3894,H,,702.0,,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) in intact RBL-1 cell line assay,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,303,,,
3895,H,,702.0,,Inhibition of rat basophilic leukemia-1 (RBL-1) 5-lipoxygenase,Expert,,RBL-1,,,12166,BAO_0000219,B,,9247,,,
3896,H,,702.0,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM; NS = no significant activity,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9247,,,
3897,H,,702.0,,Compound was evaluated in an intact RBL-1 cell line for inhibition of 5-lipoxygenase,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,137,,,
3898,H,,,,Evaluated in vitro for its inhibitory activity against 5-lipoxygenase,Expert,,,,,12166,BAO_0000357,B,,11481,,,
3899,H,,,,"Evaluated in vitro for its inhibitory activity against 5-lipoxygenase; N=Inactive, <50% inhibition at 10 uM concentration",Expert,,,,,12166,BAO_0000357,B,,11481,,,
3900,H,,,,Inhibition of rat polymorphonuclear leukocyte (PMN) 5-Lipoxygenase in vitro,Expert,,,,,12166,BAO_0000357,B,,9029,,,
3901,H,,,,Compound was tested for inhibition of 5-lipoxygenase activity in a broken cell supernatant rat basophilic leukemia cells,Autocuration,,,,,12166,BAO_0000019,B,,1701,,,
3902,H,,,,Compound was tested for inhibition of 5-lipoxygenase activity in a broken cell supernatant rat basophilic leukemia cells at concentration of 32 uM; Not active,Autocuration,,,,,12166,BAO_0000019,B,,1701,,,
3903,H,,,,Compound was tested for inhibition of 5-lipoxygenase activity in a broken cell supernatant rat basophilic leukemia cells at concentration of 50 uM; Not active,Autocuration,,,,,12166,BAO_0000019,B,,1701,,,
3904,H,,,,Compound was tested for inhibition of 5-lipoxygenase activity in a broken cell supernatant rat basophilic leukemia cells; No data,Autocuration,,,,,12166,BAO_0000019,B,,1701,,,
3905,H,,702.0,,Inhibition of 5-lipoxygenase by measuring 5-HETE levels in RBL-1 cell-free supernatant,Expert,,RBL-1,,,12166,BAO_0000219,F,,13358,,,
3906,H,,702.0,,Inhibitory activity against 5-lipoxygenase enzyme from RBL-1 cells,Expert,,RBL-1,,,12166,BAO_0000219,B,,1175,,,
3907,H,,702.0,,Ability to inhibit 5-lipoxygenase in rat basophilic leukemia cells.,Expert,,RBL-1,,,12166,BAO_0000219,B,,8797,,,
3908,H,,,,Compound was tested for its ability to inhibit 5-lipoxygenase in rat basophilic leukemia cells; No data,Autocuration,,,,,12166,BAO_0000019,B,,8797,,,
3909,D,,,,Inhibition of rat basophilic leukemia cell 5-lipoxygenase,Expert,,,,,12166,BAO_0000357,B,,577,,Rattus norvegicus,10116.0
3910,H,,702.0,,In vitro inhibitory activity against RBL-1 5-LO,Expert,,RBL-1,,,12166,BAO_0000219,B,,9295,,,
3911,H,,702.0,,Compound was tested for its in vitro inhibitory activity against RBL-1 5-LO (insoluble above 45 uM),Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9295,,,
3912,H,,702.0,,Compound was tested for its in vitro inhibitory activity against RBL-1 5-LO (time dependent),Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9295,,,
3913,H,,,,Compound was tested for its inhibition activity against 5-LO of the whole cell in vitro in rat.,Autocuration,,,,,12166,BAO_0000218,B,,9295,,,
3914,H,,,,Compound was tested for its inhibition activity against the 5-LO in isolated enzyme,Autocuration,,,,,12166,BAO_0000357,B,,9295,,,
3915,H,,,,Compound was tested for its inhibitory activity against 5-lipoxygenase in rat.,Autocuration,,,,,12166,BAO_0000218,B,,216,,,
3916,H,,702.0,,Compound was tested for the inhibition of 5-lipoxygenase (5-LPO) in rat basophilic leukemia (RBL) cells.,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,11090,,,
3917,H,,,,Compound was tested for the inhibition of 5-lipoxygenase (5-Lpo) in rat whole blood.,Autocuration,,,,178.0,12166,BAO_0000019,B,,11090,,,
3918,H,,,,Concentration required for 50 % inhibition of arachidonic acid oxidation by rat 5-lipoxygenase,Expert,,,,,12166,BAO_0000357,B,,10091,,,
3919,H,,,,Concentration that produces 50% inhibition of A-23187-stimulated radiolabeled 5-HETE and TXB2 synthesis by PMN 5-lipoxygenase.,Autocuration,,,,,12166,BAO_0000019,F,,10274,,,
3920,H,,,,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in rat polymorphonuclear leukocytes,Autocuration,,,,,12166,BAO_0000219,F,,13622,,,
3921,H,,702.0,,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined,Expert,,RBL-1,,,12166,BAO_0000219,B,,12118,,,
3922,H,,,,In vitro inhibition of 5-lipoxygenase (5-HETE) derived from the 9000xg supernatant of RBL broken cell assay,Expert,,,,,12166,BAO_0000357,B,,12576,,,
3923,H,,702.0,,In vitro inhibition of 5-lipoxygenase from RBL-1 cells,Expert,,RBL-1,,,12166,BAO_0000219,B,,9546,,,
3924,H,,702.0,,In vitro inhibition of 5-lipoxygenase in RBL-1 cells,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9521,,,
3925,H,,702.0,,In vitro inhibition of 5-lipoxygenase pathway in rat basophilic leukemia (RBL-1) cells,Expert,,RBL-1,,,12166,BAO_0000219,B,,10626,,,
3926,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3927,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.18-0.31,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3928,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.3-1.6,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3929,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.4-2.2,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3930,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.72-1.07,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3931,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.9-4.0,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3932,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.0-1.5,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3933,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.0-1.7,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3934,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.0-2.4,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3935,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.07-5.54,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3936,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.1-1.6,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3937,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.3-2.8,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3938,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.4-3.2,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3939,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.7-2.6,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3940,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.8-2.8,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3941,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.8-5.7,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3942,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.9-2.4,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3943,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 2.3-.8,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3944,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 2.46-2.63,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3945,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 3.3-3.5,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3946,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 3.8-7.1,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3947,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 4.0-6.4,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3948,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 4.9-11.6,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3949,H,,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 7.5-11.8,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,9225,,,
3950,H,,,,In vitro inhibitory activity against 5-lipoxygenase from rat basophilic leukemia cells.,Expert,,,,,12166,BAO_0000019,B,,9401,,,
3951,H,,,,In vitro inhibitory activity against 5-Lipoxygenase in rat by Peritoneal 5-lipoxygenase assay,Autocuration,,,,,12166,BAO_0000019,B,,10325,,,
3952,H,,663.0,,In vitro inhibition of 5-lipoxygenase in RBL-2H3 (Rat basophilic leukemia) cells.,Expert,,RBL-2H3,,,12166,BAO_0000219,F,,1556,,,
3953,H,,663.0,,In vitro inhibition of 5-lipoxygenase in RBL-2H3 (Rat basophilic leukemia) cells; Not tested,Expert,,RBL-2H3,,,12166,BAO_0000219,F,,1556,,,
3954,D,,702.0,,Inhibition of 5-lipoxygenase from rat basophilic leukemia(RBL-1) cells,Expert,,RBL-1,,,12166,BAO_0000219,B,,961,,Rattus norvegicus,10116.0
3955,H,,,,In vitro inhibitory activity against 5-lipoxygenase in an RBL-2H3 cell lysate,Autocuration,,,,,12166,BAO_0000019,B,,6838,,,
3956,H,,,,In vitro inhibition of 5-lipoxygenase in rat (peritoneal assay),Expert,,,,,12166,BAO_0000019,B,,10325,,,
3957,D,,702.0,,In vitro inhibitory activity against 5-lipoxygenase in rat RBL-1 cells,Expert,,RBL-1,,,12166,BAO_0000219,B,,9209,,Rattus norvegicus,10116.0
3958,H,,702.0,,inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cell line.,Expert,,RBL-1,,,12166,BAO_0000219,B,,11520,,,
3959,H,,,,In vitro inhibitory activity against 5-lipoxygenase was determined,Autocuration,,,,,12166,BAO_0000357,B,,137,,,
3960,H,,702.0,,In vitro inhibitory concentration against 5-lipoxygenase in RBL-1 cells,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,4717,,,
3961,H,,702.0,,Inhibition of 5-lipoxygenase in intact RBL-1 cell line,Expert,,RBL-1,,,12166,BAO_0000219,B,,10636,,,
3962,D,,,,Inhibitory activity against 5-lipoxygenase catalysis (5-LO) in sonicated rat basophilic leukemia cell lysate,Expert,,,,,12166,BAO_0000019,F,,14312,,Rattus norvegicus,10116.0
3963,H,,702.0,,Inhibition of 5-Lipoxygenase (5-LO) in rat basophilic leukemia cells,Autocuration,,RBL-1,,,12166,BAO_0000219,B,,1203,,,
3964,H,,,,Inhibition of 5-Lipoxygenase (5-LO) in rat basophilic leukemic cells,Autocuration,,,,,12166,BAO_0000019,B,,1203,,,
3965,H,,702.0,,Inhibition of 5-lipoxygenase catalysis in rat basophilic leukemia (RBL) cells by measuring 5-HETE product formation,Expert,,RBL-1,,,12166,BAO_0000219,B,,13622,,,
3966,H,,,,Inhibition of 5-lipoxygenase from rat peritoneal neutrophils after oral administration,Autocuration,,,,,12166,BAO_0000357,B,,9793,,,
3967,D,,702.0,,Inhibition of 5-lipoxygenase of rat basophilic leukemia (RBL) cell cytosolic enzymes,Expert,,RBL-1,,,12166,BAO_0000219,B,,1143,,Rattus norvegicus,10116.0
3968,D,,702.0,,Inhibition 5-lipoxygenase mediated LTB4 formation in rat basophilic leukemia (RBL-1) cells,Expert,,RBL-1,,,12166,BAO_0000219,B,,11854,,Rattus norvegicus,10116.0
3969,H,,702.0,,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),Autocuration,,RBL-1,,,12166,BAO_0000219,B,,3595,,,
3970,H,,702.0,,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1),Autocuration,,RBL-1,,,12166,BAO_0000219,B,,3595,,,
3971,D,,702.0,,Inhibition of 5-lipoxygenase in rat RBL-1 cells,Expert,,RBL-1,,,12166,BAO_0000219,B,,10501,,Rattus norvegicus,10116.0
3972,H,,702.0,,Inhibition of 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,Expert,,RBL-1,,,12166,BAO_0000219,B,,12526,,,
3973,H,,,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 32 umol/kg,Autocuration,,,,349.0,10825,BAO_0000019,F,,10034,,,
3974,H,,,,Compound was tested for its effects on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.10 umol/kg,Autocuration,,,,349.0,10825,BAO_0000019,F,,10034,,,
3975,H,,,,Approximate dose levels for a half maximal reduction of 5-HTP levels,Autocuration,,,,,10825,BAO_0000019,F,,10034,,,
3976,H,,,,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,Autocuration,,,,10000000.0,10576,BAO_0000221,B,,10046,,,
3977,H,,,,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,Autocuration,,,,10000000.0,10576,BAO_0000221,B,,10046,,,
3978,H,,,,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand.,Autocuration,,,,,10577,BAO_0000019,B,,10046,,,
3979,H,,,,Inhibitory concentration against human platelet 5-lipoxygenase in dog whole blood,Autocuration,,,,178.0,55,BAO_0000019,F,,12079,,Canis lupus familiaris,9615.0
