Fiscal year,Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance
w0092010,A032487001,Closed,6819590.5,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4302,Rwanda,6819590.5,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092019,A032492001,Closed,3595737.03,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,3595737.03,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
w0092010,A032494001,Closed,4850705.06,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,4850705.06,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20992010,A032494001,Closed,4850705.06,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,4850705.06,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009201p,A032499001,Terminating,1267599.3,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,1267599.3,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Other PBA,0,0,0,0,1
20092020,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092019,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2o092010,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
200920q0,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2009201p,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20o92010,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20o92010,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092p10,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092019,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092019,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
30092010,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
200920w0,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2009w010,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092p10,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092910,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2009e010,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092p10,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092o10,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2o092010,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
200920q0,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20992010,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20992010,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
200o2010,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
w0092010,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20002010,A032501001,Closed,8936188.67,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,8936188.67,0.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20002010,A032505001,Closed,4916920.58,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4128,Philippines,4916920.58,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092910,A032505001,Closed,4916920.58,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4128,Philippines,4916920.58,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920w0,A032505001,Closed,4916920.58,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4128,Philippines,4916920.58,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,A032505001,Closed,4916920.58,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4128,Philippines,4916920.58,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
30092010,A032505001,Closed,4916920.58,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4128,Philippines,4916920.58,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092p10,A032505001,Closed,4916920.58,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4128,Philippines,4916920.58,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,A032505001,Closed,4916920.58,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4128,Philippines,4916920.58,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,A032505001,Closed,4916920.58,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4128,Philippines,4916920.58,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,A032506001,Operational,15743620.81,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,15743620.81,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0,0,0
20093010,A032506001,Operational,15743620.81,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,15743620.81,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0,0,0
2p092010,A032506001,Operational,15743620.81,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,15743620.81,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0,0,0
200920w0,A032507001,Closed,3866364.01,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,3866364.01,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0,0,0
200i2010,A032507001,Closed,3866364.01,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,3866364.01,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Other PBA,0,0,0,0,0
200p2010,A032514001,Operational,6000000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,Mali,6000000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2o092010,A032514001,Operational,6000000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,Mali,6000000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20092p10,A032518001,Closed,976940.65,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,China,976940.65,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20o92010,A032518001,Closed,976940.65,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,China,976940.65,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20082010,A032518001,Closed,976940.65,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,China,976940.65,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20091010,A032518001,Closed,976940.65,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,China,976940.65,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009e010,A032527001,Closed,6260026.89,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,6260026.89,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,A032527001,Closed,6260026.89,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,6260026.89,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092p10,A032527002,Closed,220122.0,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,220122.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092019,A032542001,Closed,4883477.7,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,4883477.7,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20o92010,A032543001,Closed,13753191.36,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,13753191.36,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200920w0,A032543001,Closed,13753191.36,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,13753191.36,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200920w0,A032543001,Closed,13753191.36,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,13753191.36,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009w010,A032543001,Closed,13753191.36,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,13753191.36,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20p92010,A032543001,Closed,13753191.36,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,13753191.36,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009q010,A032543001,Closed,13753191.36,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,13753191.36,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20092p10,A032543001,Closed,13753191.36,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,13753191.36,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20092o10,A032544001,Closed,4950746.38,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,4383325.44,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20093010,A032544001,Closed,4950746.38,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,4383325.44,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,A032545001,Closed,18702545.4,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,18702545.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2o092010,A032545001,Closed,18702545.4,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,18702545.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
30092010,A032546001,Closed,6986340.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,6986340.78,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2o092010,A032547001,Terminating,19990829.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,19990829.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2p092010,A032547001,Terminating,19990829.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,19990829.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092o10,A032547001,Terminating,19990829.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,19990829.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20093010,A032547001,Terminating,19990829.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,19990829.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2o092010,A032547001,Terminating,19990829.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,19990829.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20082010,A032549001,Closed,6082869.98,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,6082869.98,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
200p2010,A032549001,Closed,6082869.98,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,6082869.98,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092020,A032549001,Closed,6082869.98,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,6082869.98,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2009201o,A032549001,Closed,6082869.98,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,6082869.98,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2p092010,A032550001,Closed,5000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,5000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
29092010,A032550001,Closed,5000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,5000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
10092010,A032550001,Closed,5000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,5000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
30092010,A032551001,Closed,3650000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,3650000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092019,A032551001,Closed,3650000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,3650000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092019,A032551001,Closed,3650000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,3650000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
e0092010,A032552001,Closed,9895896.05,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,9895896.05,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009201p,A032552001,Closed,9895896.05,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,9895896.05,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2o092010,A032552001,Closed,9895896.05,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,9895896.05,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200p2010,A032555001,Closed,4893112.11,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,4800000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200920w0,A032555001,Closed,4893112.11,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,4800000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009q010,A032555001,Closed,4893112.11,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,4800000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2o092010,A032555001,Closed,4893112.11,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,4800000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20082010,A032557001,Closed,959386.88,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,959386.88,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2p092010,A032557001,Closed,959386.88,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,959386.88,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20093010,A032557001,Closed,959386.88,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,959386.88,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
e0092010,A032557001,Closed,959386.88,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,959386.88,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
q0092010,A032557001,Closed,959386.88,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,959386.88,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
30092010,A032557001,Closed,959386.88,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,959386.88,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2p092010,A032557001,Closed,959386.88,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,959386.88,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092p10,A032557001,Closed,959386.88,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,959386.88,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092910,A032557001,Closed,959386.88,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,959386.88,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092019,A032557001,Closed,959386.88,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,959386.88,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
10092010,A032557001,Closed,959386.88,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,959386.88,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,A032557001,Closed,959386.88,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,959386.88,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,A032558001,Closed,3173622.16,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,3000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,1,0
20092019,A032558001,Closed,3173622.16,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,3000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,1,0
20091010,A032558001,Closed,3173622.16,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,3000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,1,0
20092p10,A032561001,Operational,20000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,20000000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,2
