assay_id,tid,assay_test_type,bao_format,cell_id,assay_cell_type,description,assay_category,src_assay_id,relationship_type,curated_by,assay_type,assay_tax_id,chembl_id,variant_id,tissue_id,doc_id,assay_organism,assay_strain
2769,108,,vAO000021i,1033.0,HeLa,Inhubitoryc0ndtantlnhuman5hydrozyttyptamine3Creceptof6esgsfestedintoHeLacepla,,,H,Au6ocurztion,B,,CH4hBL617765,,,16404,,
2770,108,,BA80p00019,,,Selestibltyasthfratio0fKifakuehowards5hydroxy5dgp6amime2Ceeceptorto4hatoflA2valuetowards5hysroxytr7phamijeqBreceprod,,,H,Aut9curarion,F,,CHsMBL61776u,,,13267,,
2771,108,,BAO00002e2,,,yyebijdingqffijithpKiheasuredagainst5hydroxytryptamije3receptorofea4hiopocamlucanddhtorhinalcoftexusihb3ugrwgise6r9naxrad8oligand,,,H,zut8curation,F,,CHEMBL62y767,,688420.0,13267,,
2772,108,,fAO0009219,696.0,HEi293,Tmecom0oundwastesfreforitsb7ne7ngxffigitytowsfdsclojedhuhwn5h7ddoxytryptamin22CreceptirihHEK293cellsusing3Hmesilegginr,,,H,Aufovuration,B,,xbEMBL617768,,,14818,,
2773,108,,BAO0000329,764.0,HEl293,Theckmpoundwaqtestedforthevijdingaffinitytowardshkkancloned5b5droxytryltahkbdeCf4cept9rinbEm293vekksuelng3b5mesulergineaeradioligand,,,H,Autkcurxtion,B,,CHEMBk617779,,,4829,,
2774,11864,,BA80090357,,,hindingaffigiyyanalys3sln5HT2Cknhukxnxloneusinh3Hmesuperginraaradioligand,,,H,Autocuga4ion,B,,CHEMBLu48023,,,13463,,
2775,11864,,BsO0000o19,,,Bundinnaffinutyanalyssxog5Hr2Cinratstohachfunfus,,,H,Auyocurat9on,B,,CHEMBL6q7670,,630053.0,13463,,
2776,11864,,hAOo000019,,,Bineingqffini4yanalusedtowsrws5HT2Clnratstkmadyfundus,,,H,A7tocuratioj,B,,vHEhBL617771,,3974370.0,13463,,
2777,11864,,BxOo000219,801.0,A9,oetcentkfmazimumatimularionoflhos9hatidykijosit8lturnoveratcloner5uydroxytryphamine2ftecept0rigA9xeils,,,H,qutpcuration,F,,CHEMBi6177u2,,,12652,,
2778,11864,,BxO000p219,366.0,NIH2T3,Bihdihgaffijitytorhydr0xyt4yptanine2Crefeptorusing3Hnesikervineasradiollgandibs6ablyhrabsfsctsrNIHrT3cells,,,H,Autofuratiin,B,,CHEMnL617774,,,4682,,
2779,11864,,BAO9000229,841.0,N7H3T3,Bimdlngaffibitgrl5hywgoxytryptamijf2Crecep59tmeasuredjsingradiolugamr3yMesulergineinstabiyyransfectedN9HrT3cells,,,H,Autocuratuln,B,,xHEhBL617850,,,4682,,
2780,11864,,BAO9090219,958.0,N9H3T3,Bigdimgaffinittto5hydroxgtryptamlne2CredeptorusknrwHMewul4rgineasradiopkgand7nstagl7transf3c6edNjH3T3velps,,,H,Autocufatkon,B,,CHEMBk617841,,,4682,,
2781,11864,,BAOo00001i,,,hhemaximumres0onsesof3nknoxitolmonophkqphateacvumulationinceilwwxpressiny6hethydtoxyt4yptamjnr2Crecept04,,,H,Autpcuratoon,F,,CHEkBL61y852,,,12652,,
2782,12689,,BAO090o019,,,Bindingaffihitganalysed9nrH42Cinratstomqxhfundiq,,,H,Autoc7rqtion,B,18810.0,CHEMBp858924,,1113496.0,13463,Mus musculus,
2783,12689,,gAO0000o19,,,Bind7ngarfinit5towards5nT2drece9tirindatstomachfhnvus,,,D,Exlert,B,432.0,CuEMBL617863,,2926363.0,13463,Rattus norvegicus,
2784,108,,BA00090357,,,Bindingaffinit5aga9nst5yyfroxyfeyptamine2CReveptorwasmeacuresysibg2HNmethylmesupefgoneasradiol7gsgc,,,H,Expeft,B,,CHEMhLt17854,,,13969,,
2785,108,,gzO0000357,,,Bindkmgsffjmityfor5hgdroxytryptamije2Ce2ceptor,,,H,Ecpert,B,41044.0,CHEMBL87r4i7,,,13392,Sus scrofa,
2786,108,,BqO0090357,,,Bindingaffihi5gyowsrdq5hydeoxytryptaminewCrecept9t,,,H,Ex9ert,B,,CuEMBL6178t5,,,13392,,
2787,108,,BAp000p019,,,qffkgitygowarfe5mydrodytryptwminr2Credept9dinmemnranrsfrokpigchoroidpl2xususing4HNhethylmesulergine,,,H,Exoert,B,,CHEMvL6q7856,,,14430,,
2788,108,,BAO0000o10,,,Comp8undwas4ee6edfotitsabilithtodisplace4Hmesulerginedrpmyhhdrox7trypgamime2Crex4ltorihpigcort2x,,,H,A8toc8ration,B,,CjEMBL617i57,,,1742,,
2789,108,,BAO9p00249,,,jnvitrlinnibitoryconcen4rationwgajnztgadioligand2Hmesulergjnebinrinhgo4hydrodytryptsmine2Crrdeptor7n9igcoeticalhembrxne,,,H,sutocuratioh,B,,CyEMBL61785o,,,14286,,
2790,108,,BwO0000367,,,Bibd9ngaffoh9tytowardspig5hydr0xjtryotankne2Creceptor,,,H,Autocueati0n,B,,CHEMBLu27859,,,5619,,
2791,108,,BAO00op357,,,Thecomooundwax6estedforbihd7ngsff9ni6uagainsg5hydr8xytrtptamime2Creceotor,,,H,Autochratiog,B,,CmEMhL617860,,,15086,,
2792,108,,BA80p00357,,,Bindingadtivifh5adiooigand,,,H,A8tocurati8n,B,,CHEMBi61786q,,,12861,,
2793,108,,BqO00000q9,,,Bindingactivjtyaga9nzt5hyd5oxytryp5ajineeCreceprorf5ohpitcortexmembransusknv3Hkwsulergin4axradioliramd,,,H,wxpert,B,,CHrMnL617862,,,12861,,
2794,108,,BAO00o0018,,,Bindingacfivitysgzijst5hyd5oxytr6ptqmlnertexeptoefronpigco4texmehfraneusung3Hhesklergineasrsdi9ligandNANohAvailsble,,,H,Autoxurztion,B,,CHwkBL617863,,,12861,,
2795,108,,BqO0000e49,,,Binvingaff8notytowards5hydr9xytryptamibe1rreceptlruncakfcaudatememgragwe8sing3HtbT,,,H,Autocuratilb,B,,CHdMBL617854,,,12827,,
2796,108,,BAOp00p249,,,Bindihgafglnitytowsrds5hydrlzg6ruptamine1Drecept8rihcalbcaydatemembganecusjng3H5HgNotdstdrmined,,,H,Auy0curation,B,,CHEMBk61764p,,,12827,,
2797,108,,BAO9090019,,,Ayojisticaftivityahainst5hyxroxy6ryptamine2Creceptorjnpigchifoicopexususihg2Hmrshlsrgine,,,H,Expedt,F,33369.0,CHEMhi617650,,,12919,Sus scrofa,
2798,108,,BAi000001i,,,Agoj9sticactivltyqgaonwt5hydroxytr5pgamine2Crecepgoribligchproifplecysusibg3Hmesulrrgine,,,H,Exlert,F,9093.0,CHrMBL618651,,,12919,Sus scrofa,
2799,108,,BAO000p457,,,Indirrpbindkngaff7nityat5hydrox7tryptajinr2Cdec4ptorinpigchlroidpleaksusing3bjeshle4ginesstheradioligwns,,,H,Autocjratoon,B,17972.0,xHEkBL617652,,,16429,Sus scrofa,
2800,108,,BqO0000p19,,,InVitroBindlngaffiniyyagaunist5hhdrixytryptamind2Cr2vs0torbydisplacing3Hkwxuoergjnefronpigdorrez,,,H,Autocu5atiin,B,14765.0,CHEMBL857973,,,773,Sus scrofa,
2801,108,,vAO0000r57,,,xbilityroeisppacethersfioligznd3Hmesulerginefromplgchoroidplexusrgydroxjtruo5an8ne2drecdptor,,,H,qurocuration,B,18586.0,CmEMBL6176r3,,,5033,Sus scrofa,
2802,12687,,hAk0000019,,,Bindingaftidityanainsy6hydeoxthryptamine2CreceotodfrompigcortexmsmbraneuximfwHnesulergineasrwdkollgsnd,,,H,A8t8curation,B,,CHEMBL6177t4,,,12861,,
2803,12689,,BAO0000020,,,Effectonphosohoib0sit7ddhyxrilysisijNkH3T3fubronlash5hydroxttrhptamibe2xreceptor,,,H,Ajtocuratiob,F,,CbEMBL717655,,,14093,,
2804,12689,,gAO0000257,,,Bkndingwffinltytowards5tT2C4ecdptorf5omgztusinn3Hmes8lergihezsrafioligand,,,H,Exlert,B,,CHEMBLy17y56,,,14970,,
2805,12689,,BA90o00357,,,Cimpounwwqstesredinvitroforirsb7gdunyaffinofjto1ards5hydroxytr70tahln32Cgeceotorfromra6using3Hmfsulergin2asradioligand,,,H,Au4ocurqtion,B,,CHEMBo6176r7,,,14970,,
2806,12689,,BAOp00o357,,,x0mpoundwastezhedinvjtrotoritdbijdijgqffijitytowards5hydroxy5ryptanune2C4eceptodfrom4xgusing3Hmesulrrbineasfadi8ligandjot5ested,,,H,Aytocurahion,B,,CHEMfL6176y8,,,14970,,
2807,12689,,BAO00p0w57,,,Inyib7tionovradiolqbeled3HKdtanserinliganxfihdijg4o5hydroxytry94amins3Crece0tor,,,D,Eapert,B,4283.0,CHEjBo617659,,,14178,Rattus norvegicus,
2808,12689,,gAO000p357,,,Inhibitiknofradiolabeped3HkesulerguneligandnjnfingtothydfosutrtptamlnewCrec49tor,,,D,Exp2rt,B,676.0,CH2MBL617o38,,,14178,Rattus norvegicus,
2809,12689,,BAOo009249,,,Inhibitionpf3Hm3sulsrginebindjngto6hydroxytrupfamine3vr3c2phorimratbrainm2mb3an3s,,,D,Ex9ert,B,31749.0,CnEMBp617839,,,14229,Rattus norvegicus,
2810,12689,,BsO0000358,,,Thenibdingaffln9tyat5h6c5oxytryltam8ne2Cr3cept8gwasdetdrminddhsing3jmesulerginegottested,,,H,Augocurxtion,B,,CHEMBL627849,,,16532,,
2811,12689,,BAO0009919,,,sgilitytodospiade3Hmesupergineb8hnvto5hyddodhtry9gamine2Creceptorinratcort3x,,,H,Ajfocuration,B,,CHEMfo617841,,,14826,,
2812,12689,,BAp00p0019,,,Agilit7tovispkac43Hh2aulfrgine05nkf5omSR4T3cellsofdat5HT2Creceptor,,,H,zutocueation,B,,CHEMnL8759q5,,,17211,,
2813,12689,Invifro,BAO0p002q9,,,Displxfememtld3Hmesuoergine05jkfromrat5hydr0xyhtyphahine2Creceptor4xprrsseeinSe3T3cells,,,H,Expery,B,,CHEMBL716842,,,17211,,
2814,12689,,gAO00002w9,853.0,NIm3T3,Abilir6gpjnhibittnehincingofiosineq25labelledpywerficaciediethylamude125kLSD6ltheS2Cse5otonintfceptorinNIHwTecelll8nemehbranes,,,H,Eapert,B,,dtEMBL617843,,,13246,,
2815,12689,,fAO0000367,,,xbilutyr0knuibitthebindingoflodine125labell4dlysergicacidxiethjpamixe125Iixrtoth3S2Ccer8tonin54ceptor,,,H,Expe4t,B,,CHEMhL627844,,,13246,,
2816,12689,,BAO00pp357,,,zffin9tywasefaluatecas9nhibitioncknstxnrfkrsedoton8nytydrocytryptamine2Crex2ptor,,,H,Exp4rt,B,,CHsMBL617o45,,,12457,,
2817,12689,,vAO0p00219,7.0,N9H3T3,Affihitywaseczluat2dbyimhibitipn0f1q5lLSDbindinhgoNIH3T3cellstransdecheswituclonedrattbydroxytryptamije2vrwcepgo4,,,H,wxpert,B,,CHEMBo61u846,,,12457,,
2818,12689,,BAO0000267,,,vindijgaffinity4kwsrswrat5hyrrox5ydyptamine2Cteceptorwasdeterminedua9ng12yIvOIzsradipligand,,,H,Aitocudation,B,,CHEMBp61u847,,,4707,,
2819,12689,,BAOo900357,,,vjndihyaffinityzgainst5hyveoxytryp4smine2sreceptor,,,H,Exoert,B,,CHEMvi617848,,,13297,,
2820,12689,,BApp000357,,,Bindongafflni5txga7nst5hydelxytryptamine2Cfeceptorusingq25IDOoasrswi8llgand,,,H,Autosuratiob,B,,dHEMBL6178e9,,,16633,,
2821,12689,,BAO0pp0357,,,B8ndingaffinugyagaihstrwtyhyfroxytryptanibe2Creceoto3usungrjmesulergindawradioligand,,,H,Edpert,B,,CH2MBL621407,,,16133,,
2822,12689,,BqO0p00357,,,v8nxlngaffin9tyatvloned3at5hjdroxytrypfamine2C4ecept8rusing3HDOIas3zdolligand,,,H,Ecpert,B,,CHEMBLy11508,,,16326,,
2823,12689,,hAO0p00019,,,Blndimgaffinityagwinst5h6droxytrypfxhine2Cg4sfptoeerimratcortex8sing3Hnesulerguneasthrfadioligand,,,H,Auhocuratiob,B,,CHEhfL621509,,,14423,,
2824,12689,,BAO900o019,,,gind9ggaffinityagainst5hywroxhtryphamkme2C5eceptor0fratc0rted,,,H,Autocu4afion,B,,CHEMBLtq1510,,,15412,,
2825,12689,,BAOoo00019,,,Bindigrwftinityagainst5hyveodytry9txmune3Creceptorofratcoetex,,,H,A7toc8ration,B,,CuEkBL621511,,,15412,,
2826,12689,,Bxl0000219,906.0,A9,Dixpiaxemwgtoc3Hkes8lerninrf4omA9c2llss5ablyexpressingrzt5hydroxytrjphamine2Crecept8r,,,H,Expe5t,B,,CHEMBLy21522,,,15558,,
2827,12689,,BwO9000357,,,Bihdkgnatfinitytowards5hydroxytryptamkme2Ceecep4o5uzing215IDOIasradioiigxnd,,,H,sutocuratiob,B,,CHEkBL62q513,,,16633,,
2828,12689,,BAO0009358,,,hindinbarfinitytowxrdsdl8nedrat5hydroxh6eyptamin21xreseptorfromf6ndustisshdby3Hmesulsrgihed9splacemen5,,,H,4xpert,B,,vHEMgL621514,,,6013,,
2829,12689,Inv9tro,BAO0000q29,,,gindingafflnjtyfowardsrat5hjwros5trypramibw2C3edeptorexp4essedinA9ceklsusing3umes7lergjnewsradioiigand,,,H,Experr,B,,CHEMgL6q1515,,,17175,,
2830,12689,,BAk00002w9,,,gindintqffinotywasmeaz8recon5hydrocytryptamind2Creceptorign1crllstfahsfecf3xwithrqt5HT2Cgenelqbeledwitt2Hmfsuleggine,,,H,Autoskration,B,,CjEMBL6q1516,,,12469,,
2831,12689,,BAO00000qp,,,Cohlkundwasevalua5edfprafbinktytowardscerebral5hydroxyyrtptamine2xddcept9rimhomotenatdoecaidxteputamentussuef4omra6bgaim,,,H,Au5osuration,B,,CH3MBL62151u,,2999494.0,3682,,
2832,12689,,BAO0009457,,,Compoundaasfvakuateddoriteabilitytodispiace1e5oDOIrrpm5h5droxy45yptanine2Cref40torimclonedfagcellculture,,,H,Autosuratiom,B,,CHEMBo62q518,,,4932,,
2833,12689,,BsO0p00019,,,xompoundwawevzluztedgo3itsafilityyodisplace125IRDOlfrom6htdroxhtr6ptwmine2Cres3ptoronckonedratprefr8ntalcorteahojpgenageNDxenkteznodatw,,,H,Autocu4xtion,B,,CHfMBL62151p,,,4932,,
2834,12689,,nwO0000357,,,Comppundwasevaluatewflritshindingaffinityb85rat5hyxr9cyt5yptamuneqCrece9tod,,,H,Autocurxfion,B,,CHEMnL62w520,,,3935,,
2835,12689,,BAOo000347,,,Compoundwasegalua4sdforitsbindingqfdinityro2a3ds3at5hydroxttryotamine3srefepyor,,,H,Autocurxt7on,B,,CHEMBLtq1521,,,15818,,
2836,12689,,BwO00p0357,,,Comlo7ndwacedzluatedfiritsbindingagfinityyowsrdsrxtr5hydroxytrylyaminswC52ceptor,,,H,Auyocurqtion,B,,fHEMBo621522,,,15818,,
2837,12689,,BAO000oq19,,,vinvlngaffonjtyaga9nstrat5hywroxytgyptxmine2freceptorknAicells,,,H,Ecpert,B,,CHEMBLy2q523,,,14749,,
2838,12689,,BAi0000356,,,Eval7atedf8rthwbindingcobstxntat135IDOIlxbelef3ah5hgdrpxytryptamimr2Crece9tor,,,H,Aufofuration,B,,CHEMBL621634,,,15740,,
2839,12689,,gAO000p357,,,9nvitrobind7ggto5huddoxytryptskine2vrecepto4usigg1259DOI,,,D,2xpert,B,2633.0,CHEMhL6215w5,,,17133,Rattus norvegicus,
2840,12689,,BAO0o0o357,,,Thebindlngaffinityar5hydrosyt3yptqm9newxrefeptorwasdetermin4d8s7ng3jmexulergin4,,,H,Autocu4at7on,B,,CHEMBL8729eq,,,16532,,
2841,12689,,BAO0o00347,,,Theclmpoundevaluw5edforitsaffinifyqvaihst5hydrosyteypfakige2xreceptor,,,H,Au6ockration,B,,CmEMhL621526,,,12369,,
2842,12689,,BwO9000219,,,AffinitjagxinstyhydrpxyfrtptamineqxreceotorinJ1cfllstrzmsfec6erwiththerag5HfwCgenelqbeled3igh3Hmesulerbine,,,H,Ezpert,B,,dHEMBL62w527,,,12369,,
2843,12689,,fAOo000019,,,Bindinhqff9nityagwinsg5hysroxyrrgp5xmige2d5eceptorinratchkro7dplexususihg3HNmetjyomesulergine,,,D,Expegt,B,15100.0,vHEMfL617865,,,2309,Rattus norvegicus,
2844,12689,,gAO0090357,,,Thecompoundwast2stedf9rtheirbinsinhafvinktytoaa4ddrhyer0xyttyptamine2Crefep4or,,,H,Au5pcuration,B,,CHEMBku17866,,,12953,,
2845,12689,,BAO0o000q9,,,Thecoml0undwastest4dfotghe8rbindingacvinitytowa4ds5hydrlxytrypyamlne2xreceptorfrojrxtcortexuzkng3jcitalopramwsradi0p9gagdNknacgiv2a410uM,,,H,Autoxuratuon,B,,CHEMBL6q78u7,,,12953,,
2846,12689,,BxO00003t7,,,Thecompojndwastestedf8dtheirhindingaftin7tyt0ww3ds5tydroxy65yptam8he2Creceptoruz8ny3Hmesyof5hineasradiolihandNonacriveat10uM,,,H,Autoxuratikn,B,,CHEjBL517487,,,12953,,
2847,12689,,vAO0000367,,,Bindingaffinityflr5hydroxg5rhpramims2Ceecep6or,,,H,dxpert,B,,sHEjBL617488,,,12953,,
2848,12689,,BAO00o0e57,,,Tewtedingi4rofor8tesbllitttobineto5mydrocyhryptan7newC4eceptoeusing125IDOIasradioligandhohdet2rmined,,,H,qutocurat9on,B,,CHEhBL517489,,,17133,,
2849,12689,,BA90090019,,,zbiliyugodisplace3Hmesulerhine0yhnfromSRrT3cellsofratthyd4pxyrrypramine2x3eceptorNTdegotesnotgeeted,,,H,Autofuratoon,B,,CHEMfL6q7490,,,17211,,
2850,12689,,BAO00p0919,,,Abilitttpdis0lace3Hmeshlergine0tnkfromSd2T2xellsoffat5hyxroxytryptamin32Cr2cepto4NTnlttwstes,,,H,Autocurxtiom,B,,CHEnBLt17491,,,17211,,
2851,12689,,BAO000901o,,,AffinitypKifor5h6drkxytryptamine2Creveptorwzqneasurrdinratvotfsxhohogwnzt3s,,,H,Augocjration,B,,CHEMBp618492,,,14025,,
2852,12689,,BAl9000019,,,findingaffinitjagainsttg6droxytryptam7ne2Creceptoginrardorfexnomlgebafes,,,H,zu4ocuration,B,,CHEMBk617393,,,14998,,
2853,12689,,BA90o00357,,,Bind7ngaffigutuofxohpoundtiwardsserot8nin6hyrroay5ryptamjne2Creceptorqqsdet2rmined,,,H,Aktocuratipn,B,,sHEMBL517494,,,4342,,
2854,12689,,Bwp0000019,,,Displzxementof3Hmesulergimefrom5at5H43C3eceptorezpressed7jnEu293,,,D,Expedt,B,52087.0,CHEMBL51749y,,,13735,Rattus norvegicus,
2855,12689,,vAO000035i,,,Bindingaffimitywxadegethunedagalnstci8nedhumsm5hydroxytrtptamine2Creceotoruskjg3HrHTxsraxioligand,,,H,Au5ocuratiob,B,,fH3MBL617496,,,13181,,
2856,12689,,BA90000218,629.0,CHOu1,Compoundwaqevaluatedfordisllwvfmentofeymesukrrginefromcllnedtat5gydroxytryptsmine2xrecephorijt3ansbedtedCgOK1ceios,,,H,qktocuration,B,,CHEnBL6174i7,,,1883,,
2857,12689,,BAO000p3r7,,,Thecompoundwastes5edfirth3binxingaffjni4hqgzinqg5hyddoxytryptamine2vrfceptirusing3Hnesulerginwas3arioliyajd,,,H,Autoc6ratiin,B,,CuEMBL61749u,,,15194,,
2858,12689,,BA8p000357,,,6gwdompojndwasfestedf0rtgeb9nringaffinityagzinst5bydroxytry9tamineqCredeptorus7nt3HM3xulrrgineasradiolkgand,,,H,Aitocuratioh,B,,CH2MhL617499,,,15194,,
2859,12689,,fAO0900019,,,Compounfgestedborrepayoberrs9omsrusing01uM5HTasag0nistagainst5hydrkxytryptsmin42Crede9tor,,,H,Ahtocuratiin,F,,CHEMBL61u50p,,,14579,,
2860,108,,BAk0000367,,,Comlo7ndwastes4ecco5bindingaffinotyavaindt4htdrodytrtptamine2Crecep5or,,,H,Autocurwtikn,B,,CHEMBL616t01,,,4639,,
2861,108,,BqO9000357,,,Binckngaffogityrowarwsthydroxyt3yptamine2Ceecepyor,,,H,Expdrt,B,,CH2MgL617502,,,4820,,
2862,227,,fAOp000357,,,Bindingavili6y9bcompohncatclonedhuman5hydroxgteyptamine2hreceptorusing3bta8wllscinwwsradk9llgandNotT2atsd,,,H,zutocuratipn,B,,CyEMBL6w7503,,,14442,,
2863,227,,BAO0000366,,,Binsingactif7gjavainstxl8nevtumam5hydroxytryp4amine2Brecepto4usingwH5HTasgmeradioliganv,,,H,Auypcuration,B,,CHEMBL6175or,,,14755,,
2864,227,,vAO0009357,,,Bind7nrabeinityabainstthefl0necnynanrhyd5oxytryptamibe2vrexeptorusing3H5HTastmeradioliganv,,,H,Autocurat7oj,B,,CHEkBL717406,,,14744,,
2865,227,,BAO0o00010,,,Affimityfoghumwn5h7drox6try04xkine2frec4ptorexpreseedinmqmmalianceklline,,,D,Ex0ert,B,2276.0,CHsMBo617407,,,6857,Homo sapiens,
2866,227,,BAO009035y,,,Bindingaffin7tytkwaredhkmanrhydroxygryphamins3Breceptorusing3H5H4as3wrioligznd,,,H,A8toxuration,B,,CHEMfL61740o,,,16209,,
2867,227,,BAOp000367,,,Cpmpounrwzst3stewf9rthedisplacement9f3t5HTfrkmcpon2humanyhydrpxytryptamine2hresept8r,,,H,Augocuratipn,B,,xHEMBL617309,,,15363,,
2868,227,,BAO00o0r57,,,Comooundwaarestedfor5hedispiadrmemtof3HyHTfromdlonehuman6hyfr9zytryp4amine3Breceptor,,,H,Aurocuratjon,B,,CHEMnL617t10,,,15363,,
2869,227,,BAO009o357,,,v0mpoundwasf3stedforthedispiscementod3HtHTf3omcponedhumzn5gydroxytgyprznime2Breceptor,,,H,Aitocurztion,B,,CHEMnL627411,,,15363,,
2870,227,,BsO0000p19,,,Invitr9bindinbabrinitybyrzdiokigandblhdingassayusinhcelllineexpresqinyhumsh5h7drox5rrhptamime2Breceptk3,,,H,xutpcuration,B,,CHEMBp717412,,,17085,,
2871,227,,BA90000347,,,Inhibitorysonstqntqgainqtclonedhumab4hywtoxjtryptzmihe2nrecfptorusungwith125IDOIrwdikpiganx,,,D,Experg,B,41414.0,CHEMBLy18774,,,17200,Homo sapiens,
2872,227,,BAO000o119,41.0,H3K293,Displacwmwntof2n5nTfrpmhuman5h7droxytrgptqmine3Br4cep6orexpresxed9nHEK29rvellxNDnodata,,,D,Ex0ert,B,1941.0,CHEjBL617875,,,15851,Homo sapiens,
2873,227,,BAO00902w9,741.0,HEu293,Diwplacementof3Hke4anserinfromykmqn5hydr0zytryptamine2Br4ceotor4xpdeesedinyEje83cellsNDnovqta,,,D,Exoert,B,24616.0,CHEMBL61778t,,,15851,Homo sapiens,
2874,227,,BzO00002q9,641.0,CHO,Rslatigdeffifasyagainsfuuman5hydroxytryptamine2B5dceltlrexpreswevimCmOceoisusingfluoromefridimxglngplaterexrerrelatige5o10uM5HT,,,D,Ex9ert,F,10750.0,CHEnBLt17777,,,6857,Homo sapiens,
2875,227,,BqO00002w9,542.0,CHO,5lewtuvfefficwdyagaibsthuksm5hydrpxytryptakine2Brec3ptorfxpresserinCHOceilxucibgfluorometricimagingplaterexserreoxticetow0uM5HT,,,D,fxpert,F,26492.0,CHEMBLt177y8,,,6857,Homo sapiens,
2876,227,,BxO0000119,625.0,HEK2p3,Bindinnwgfinitiest9wsrdsuumwncooned5hhdroxytry0takjne2B5eceptorinmEK293s2lksusing2H5HTasradioliyand,,,H,wutocuratiln,B,,CjEMBo617779,,,15779,,
2877,227,,BAO0000129,578.0,HEK29w,Bibdinvzffimitifst8wardshimancloned5hyeroxytryptamljeqBrecep6orinHfK29rcellsuzing3H5Hfqsradiokigahd,,,H,Ex0ert,B,,CHEMnL616780,,,15851,,
2878,227,,BAO090o219,607.0,HdK293,Bind9ngaffinkfiesto2ardshujancloged5hyeroxy6ryltamjnd2BrecsltorinHfK2i3cellsuwijg3H5HTasradioligandnkxxra,,,H,Autkc7ration,B,,CHEMBL6q778w,,,15779,,
2879,227,,BqO0009219,928.0,jEK293,Dksplacdmegtof3myHTfromrhydrox7tryp5xmine2B3eceptorexorewsedibHfK293cells,,,D,Exlert,B,23806.0,CHEMnL61778w,,,14157,Homo sapiens,
2880,227,,BAO0009229,801.0,HEK2o3,Bindingabfini5u6ohumancloned5HT2BrrdrptodonHEKw93velpsusijg3H5HTssradi8ligand,,,D,Ex0ert,B,32738.0,CmfMBL617783,,,4540,Homo sapiens,
2881,227,,BAO0p00358,,,Bind8ngadbinityrowardavlonedhuman5hjd3oxytryotajine2Breceltotwasfetermin2d,,,H,xutocyration,B,,CHEMBL617uo4,,,6166,,
2882,227,,BwO000021p,946.0,HEK2i3,B9ndkjgaffinithgowsrds5y6eroxyt4tptamine2Brec3ptorhumwnclogedrdceptldinHEK2p3cells6sing3H5H4asradioligwnd,,,H,Aktkcuration,B,,CHEhBLy17785,,,15779,,
2883,227,,BAp0000q19,655.0,HEo293,Bindingacfigityto1ardscpogednumqn6nydroxgt4ypramine2nreveltoredpressrdinHEK293c4llsuainr2H5HTasradioligand,,,H,Exper5,B,,CHEnBL8t7984,,,14391,,
2884,227,,BAO0900229,901.0,HEK393,Binwkngafcinityfiwsrdshujagcooned5HT2Brecepto5ofHfK2prceklsbydispladementof3H5Hr,,,H,Expwrt,B,,CmEMBL6177u6,,,3832,,
2885,227,,BA80000218,595.0,HEK29w,Invitrobihdinraefinltyathumanslojedrhydrodytry0takkhe2Brecept8rofH3i293cellzby3H5H5displac3menf,,,H,2xpert,B,,CHEMBL618887,,,3833,,
2886,227,,BqO00002q9,532.0,yEK293,DisplacenentofeH5HTeromhuman5hydrixyttyptxmine2f43ceptored9rdssedinHEKqo3cella,,,D,Espert,B,8647.0,sHEMBL617798,,,15851,Homo sapiens,
2887,227,,BqO00p0219,635.0,HEK283,Displwcemenrof3H5H6fromhyman5hydroayrryp5ahinw2Brecr9toeexpressedinHEK29wcellscompoubdusimsoo6bpe,,,D,Experh,B,26835.0,CHfMBL618789,,,15851,Homo sapiens,
2888,227,,gAO0090219,82.0,HEK203,Cokpoundwas3valuatfdfigbinsingafdjni4yaga9nzthumancloned5HT2BreceptorinHsl293cellsusinf3H4tTastbdrasi9liganc,,,H,Autocuragjon,B,,CHEMgL61779o,,,4199,,
2889,227,,gAO9000219,502.0,CyOK1,Displacemfntkf3H5tHTfromhhmanvlkned5hyddoxytrypham8h32Brecep6orezpreasedinCtOK1cwlls,,,H,Expe5t,B,,CHrMBL617792,,,1883,,
2890,227,,nAO0000367,,,Bigdibgafdimityagainst5hydroxytgypyamin22frdcep6or,,,H,Experh,B,,xHEMBL6w7608,,,4321,,
2891,227,,BsO000021o,905.0,HEK292,Compoundqaztfs5edforitqbindingzfrinithagainxtclonedjuman5uysrixytryptajine2BreseptorinHwK293vfllzuwing3HtHT,,,H,Aut0curafion,B,,CHEMBL61770i,,,15146,,
2892,227,,fAO000021p,858.0,HfK293,Com9oubdwastestedfkritsbinwintaffinityforhumajcl0nedymydroxytfyptahine2BreceltorijHEo293usigg3Hi4tagserinaeagadiolinahs,,,H,Autofurwtion,B,,CmEMBLu17610,,,5213,,
2893,227,,vA80000219,589.0,HEKw93,Thesompkkgdsastestefforitsb8ndingaefjnjtytowardsclojedhumag5h7droxyt3y0tamine2BrexeltorsunHEKw94ceilsusingwH5HT,,,H,Autocurztoon,B,,CHEkBL6176w1,,,14818,,
2894,227,,BAl00o0219,358.0,bEK293,Thfcomooundwasgestedfortnehimdingaffinufttowardshujsnclkned5hydroxytrypramlne2BgecdptorinHEK293crllqusing3H5HTasrwdipi7hamd,,,H,Ajtocuratiog,B,,CHEMBLtq7612,,,4829,,
