assay_id,variant_id,assay_tissue,tid,tissue_id,src_assay_id,assay_strain,cell_id,relationship_type,assay_test_type,curated_by,assay_cell_type,assay_subcellular_fraction,confidence_score,src_id,chembl_id,bao_format
9806,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL625282,BAO_0000218
9807,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL625283,BAO_0000218
9808,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625284,BAO_0000218
9809,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625285,BAO_0000218
9810,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625286,BAO_0000218
9811,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625287,BAO_0000218
9812,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625288,BAO_0000218
9813,,Liver,50597,2107.0,,,,N,,Intermediate,,,1,1,CHEMBL625289,BAO_0000218
9814,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL625290,BAO_0000218
9815,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL876798,BAO_0000218
9816,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL625291,BAO_0000218
9817,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL625292,BAO_0000218
9818,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL625293,BAO_0000218
9819,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622832,BAO_0000218
9820,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622833,BAO_0000218
9821,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622834,BAO_0000218
9822,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL622835,BAO_0000218
9823,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL622836,BAO_0000218
9824,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL622837,BAO_0000218
9825,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL622838,BAO_0000218
9826,,Brain,50597,955.0,,,,N,,Intermediate,,,1,1,CHEMBL622839,BAO_0000218
9827,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL622840,BAO_0000218
9828,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622841,BAO_0000218
9829,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622842,BAO_0000218
9830,,Plasma,50597,1969.0,,,,N,In vitro,Intermediate,,,1,1,CHEMBL622843,BAO_0000218
9831,,Plasma,50597,1969.0,,,,N,In vitro,Intermediate,,,1,1,CHEMBL622844,BAO_0000218
9832,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622845,BAO_0000218
9833,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622846,BAO_0000218
9834,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622847,BAO_0000218
9835,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622848,BAO_0000218
9836,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL622849,BAO_0000218
9837,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL622850,BAO_0000218
9838,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL876807,BAO_0000218
9839,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622851,BAO_0000218
9840,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622852,BAO_0000218
9841,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622853,BAO_0000218
9842,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622854,BAO_0000218
9843,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622855,BAO_0000218
9844,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL622856,BAO_0000218
9845,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL622857,BAO_0000218
9846,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL622858,BAO_0000218
9847,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL622859,BAO_0000218
9848,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622860,BAO_0000218
9849,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622861,BAO_0000218
9850,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622862,BAO_0000218
9851,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622863,BAO_0000218
9852,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL623817,BAO_0000218
9853,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL623818,BAO_0000218
9854,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL623819,BAO_0000218
9855,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL623820,BAO_0000218
9856,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL623821,BAO_0000218
9857,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL623822,BAO_0000218
9858,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL623823,BAO_0000218
9859,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL623824,BAO_0000218
9860,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL623825,BAO_0000218
9861,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622070,BAO_0000218
9862,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622071,BAO_0000218
9863,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622072,BAO_0000218
9864,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622073,BAO_0000218
9865,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622074,BAO_0000218
9866,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622075,BAO_0000218
9867,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL622076,BAO_0000218
9868,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL622077,BAO_0000218
9869,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622078,BAO_0000218
9870,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622079,BAO_0000218
9871,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL622080,BAO_0000218
9872,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL877612,BAO_0000218
9873,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622081,BAO_0000218
9874,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622082,BAO_0000218
9875,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622083,BAO_0000218
9876,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622084,BAO_0000218
9877,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622085,BAO_0000218
9878,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622086,BAO_0000218
9879,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622087,BAO_0000218
9880,,Blood,50597,178.0,,,,N,,Intermediate,,,1,1,CHEMBL622088,BAO_0000218
9881,,Blood,50597,178.0,,,,N,,Intermediate,,,1,1,CHEMBL622089,BAO_0000218
9882,,Blood,50597,178.0,,,,N,,Intermediate,,,1,1,CHEMBL623685,BAO_0000218
9883,,Blood,50597,178.0,,,,N,,Intermediate,,,1,1,CHEMBL623686,BAO_0000218
9884,,Stomach,50597,945.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL623687,BAO_0000218
9885,,Stomach,50597,945.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL623688,BAO_0000218
9886,,Stomach,50597,945.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL623689,BAO_0000218
9887,,Stomach,50597,945.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL622485,BAO_0000218
9888,,Thyroid gland,50597,2046.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL622486,BAO_0000218
9889,,Thyroid gland,50597,2046.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL877613,BAO_0000218
9890,,Thyroid gland,50597,2046.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL622487,BAO_0000218
9891,,Thyroid gland,50597,2046.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL622488,BAO_0000218
9892,,Heart,50597,948.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL622489,BAO_0000218
9893,,Urine,50597,1088.0,,,,N,,Intermediate,,,1,1,CHEMBL622490,BAO_0000218
9894,,Urine,50597,1088.0,,,,N,,Intermediate,,,1,1,CHEMBL622491,BAO_0000218
9895,,Liver,50597,2107.0,,,,N,,Intermediate,,,1,1,CHEMBL622492,BAO_0000218
9896,,Urine,50597,1088.0,,,,N,,Intermediate,,,1,1,CHEMBL622493,BAO_0000218
9897,,Urine,50597,1088.0,,,,N,,Intermediate,,,1,1,CHEMBL622494,BAO_0000218
9898,,Muscle tissue,50597,2385.0,,,,N,,Intermediate,,,1,1,CHEMBL622495,BAO_0000218
9899,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622496,BAO_0000218
9900,,Urine,50597,1088.0,,,,N,,Intermediate,,,1,1,CHEMBL622497,BAO_0000218
9901,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622498,BAO_0000218
9902,,Urine,50597,1088.0,,,,N,,Intermediate,,,1,1,CHEMBL624918,BAO_0000218
9903,,Urine,50597,1088.0,,,,N,,Intermediate,,,1,1,CHEMBL624919,BAO_0000218
9904,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624920,BAO_0000218
9905,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624921,BAO_0000218
9906,,Brain,50597,955.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624922,BAO_0000218
9907,,Heart,50597,948.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624923,BAO_0000218
9908,,Heart,50597,948.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624924,BAO_0000218
9909,,Kidney,50597,2113.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624925,BAO_0000218
9910,,Kidney,50597,2113.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624926,BAO_0000218
9911,,Liver,50597,2107.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624927,BAO_0000218
9912,,Liver,50597,2107.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL874402,BAO_0000218
9913,,Lung,50597,2048.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624928,BAO_0000218
9914,,Lung,50597,2048.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624929,BAO_0000218
9915,,Muscle tissue,50597,2385.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624930,BAO_0000218
9916,,Muscle tissue,50597,2385.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624931,BAO_0000218
9917,,Heart,50597,948.0,,,,N,,Intermediate,,,1,1,CHEMBL624932,BAO_0000218
9918,,Heart,50597,948.0,,,,N,,Intermediate,,,1,1,CHEMBL624933,BAO_0000218
9919,,Liver,50597,2107.0,,,,N,,Intermediate,,,1,1,CHEMBL624934,BAO_0000218
9920,,Liver,50597,2107.0,,,,N,,Intermediate,,,1,1,CHEMBL624935,BAO_0000218
9921,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624936,BAO_0000218
9922,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624937,BAO_0000218
9923,,Spleen,50597,2106.0,,,,N,,Intermediate,,,1,1,CHEMBL624938,BAO_0000218
9924,,Spleen,50597,2106.0,,,,N,,Intermediate,,,1,1,CHEMBL624939,BAO_0000218
9925,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624940,BAO_0000218
9926,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL874403,BAO_0000218
9927,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624941,BAO_0000218
9928,,Urine,50597,1088.0,,,,N,,Intermediate,,,1,1,CHEMBL624942,BAO_0000218
9929,,Urine,50597,1088.0,,,,N,,Intermediate,,,1,1,CHEMBL624943,BAO_0000218
9930,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624944,BAO_0000218
9931,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624945,BAO_0000218
9932,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624946,BAO_0000218
9933,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624947,BAO_0000218
9934,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624948,BAO_0000218
9935,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624949,BAO_0000218
9936,,Kidney,50597,2113.0,,,,N,,Intermediate,,,1,1,CHEMBL622025,BAO_0000218
9937,,Kidney,50597,2113.0,,,,N,,Intermediate,,,1,1,CHEMBL622026,BAO_0000218
9938,,Kidney,50597,2113.0,,,,N,,Intermediate,,,1,1,CHEMBL622027,BAO_0000218
9939,,Kidney,50597,2113.0,,,,N,,Intermediate,,,1,1,CHEMBL622028,BAO_0000218
9940,,Liver,50597,2107.0,,,,N,,Intermediate,,,1,1,CHEMBL622029,BAO_0000218
9941,,Liver,50597,2107.0,,,,N,,Intermediate,,,1,1,CHEMBL622208,BAO_0000218
9942,,Liver,50597,2107.0,,,,N,,Intermediate,,,1,1,CHEMBL622209,BAO_0000218
9943,,Liver,50597,2107.0,,,,N,,Intermediate,,,1,1,CHEMBL622210,BAO_0000218
9944,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622211,BAO_0000218
9945,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622212,BAO_0000218
9946,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622213,BAO_0000218
9947,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL874404,BAO_0000218
9948,,Muscle tissue,50597,2385.0,,,,N,,Intermediate,,,1,1,CHEMBL620452,BAO_0000218
9949,,Muscle tissue,50597,2385.0,,,,N,,Intermediate,,,1,1,CHEMBL620453,BAO_0000218
9950,,Muscle tissue,50597,2385.0,,,,N,,Intermediate,,,1,1,CHEMBL620454,BAO_0000218
9951,,Muscle tissue,50597,2385.0,,,,N,,Intermediate,,,1,1,CHEMBL624067,BAO_0000218
9952,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624068,BAO_0000218
9953,,Female gonad,50597,992.0,,,,N,,Intermediate,,,1,1,CHEMBL624069,BAO_0000218
9954,,Female gonad,50597,992.0,,,,N,,Intermediate,,,1,1,CHEMBL624070,BAO_0000218
9955,,Female gonad,50597,992.0,,,,N,,Intermediate,,,1,1,CHEMBL624071,BAO_0000218
9956,,Uterus,50597,995.0,,,,N,,Intermediate,,,1,1,CHEMBL624072,BAO_0000218
9957,,Uterus,50597,995.0,,,,N,,Intermediate,,,1,1,CHEMBL624073,BAO_0000218
9958,,Uterus,50597,995.0,,,,N,,Intermediate,,,1,1,CHEMBL624788,BAO_0000218
9959,,Uterus,50597,995.0,,,,N,,Intermediate,,,1,1,CHEMBL624789,BAO_0000218
9960,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624790,BAO_0000218
9961,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624791,BAO_0000218
9962,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624792,BAO_0000218
9963,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624793,BAO_0000218
9964,,Muscle tissue,50597,2385.0,,,,N,,Intermediate,,,1,1,CHEMBL877491,BAO_0000218
9965,,Muscle tissue,50597,2385.0,,,,N,,Intermediate,,,1,1,CHEMBL624957,BAO_0000218
9966,,Muscle tissue,50597,2385.0,,,,N,,Intermediate,,,1,1,CHEMBL624958,BAO_0000218
9967,,Muscle tissue,50597,2385.0,,,,N,,Intermediate,,,1,1,CHEMBL624959,BAO_0000218
9968,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624960,BAO_0000218
9969,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624961,BAO_0000218
9970,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624962,BAO_0000218
9971,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624963,BAO_0000218
9972,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624964,BAO_0000218
9973,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624965,BAO_0000218
9974,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624966,BAO_0000218
9975,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624967,BAO_0000218
9976,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624968,BAO_0000218
9977,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624969,BAO_0000218
9978,,,50597,,,,,N,,Expert,,,1,1,CHEMBL624970,BAO_0000218
9979,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624971,BAO_0000218
9980,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624972,BAO_0000218
9981,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624973,BAO_0000218
9982,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL624974,BAO_0000218
9983,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624975,BAO_0000218
9984,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL877492,BAO_0000218
9985,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624976,BAO_0000218
9986,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624977,BAO_0000218
9987,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL626848,BAO_0000218
9988,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL626849,BAO_0000218
9989,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL626850,BAO_0000218
9990,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL626851,BAO_0000218
9991,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL626852,BAO_0000218
9992,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL626853,BAO_0000218
9993,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL626854,BAO_0000218
9994,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL627486,BAO_0000218
9995,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627487,BAO_0000218
9996,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627488,BAO_0000218
9997,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627489,BAO_0000218
9998,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627490,BAO_0000218
9999,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL873829,BAO_0000218
10000,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627655,BAO_0000218
10001,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625994,BAO_0000218
10002,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625995,BAO_0000218
10003,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL625996,BAO_0000218
10004,,Plasma,50597,1969.0,,,,N,In vitro,Intermediate,,,1,1,CHEMBL625850,BAO_0000218
10005,,Plasma,50597,1969.0,,,,N,In vitro,Intermediate,,,1,1,CHEMBL625851,BAO_0000218
10006,,,50597,,,,,N,In vitro,Intermediate,,,1,1,CHEMBL625852,BAO_0000218
10007,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625853,BAO_0000218
10008,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625854,BAO_0000218
10009,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL874450,BAO_0000218
10010,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625855,BAO_0000218
10011,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625856,BAO_0000218
10012,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625857,BAO_0000218
10013,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL873831,BAO_0000218
10014,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625858,BAO_0000218
10015,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625859,BAO_0000218
10016,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL625860,BAO_0000218
10017,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625861,BAO_0000218
10018,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625862,BAO_0000218
10019,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625863,BAO_0000218
10020,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625864,BAO_0000218
10021,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625865,BAO_0000218
10022,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625866,BAO_0000218
10023,,Plasma,50597,1969.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625867,BAO_0000218
10024,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL625868,BAO_0000218
10025,,Plasma,50597,1969.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625869,BAO_0000218
10026,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL874451,BAO_0000218
10027,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL625870,BAO_0000218
10028,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL625871,BAO_0000218
10029,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL625872,BAO_0000218
10030,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL625873,BAO_0000218
10031,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL625874,BAO_0000218
10032,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL625875,BAO_0000218
10033,,Plasma,50597,1969.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625876,BAO_0000218
10034,,Plasma,50597,1969.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL631258,BAO_0000218
10035,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL631259,BAO_0000218
10036,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL631260,BAO_0000218
10037,,Blood,50597,178.0,,,,N,,Intermediate,,,1,1,CHEMBL631261,BAO_0000218
10038,,Blood,50597,178.0,,,,N,,Intermediate,,,1,1,CHEMBL631262,BAO_0000218
10039,,Blood,50597,178.0,,,,N,,Intermediate,,,1,1,CHEMBL631263,BAO_0000218
10040,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL631264,BAO_0000218
10041,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL631265,BAO_0000218
10042,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL631266,BAO_0000218
10043,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL631267,BAO_0000218
10044,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL631268,BAO_0000218
10045,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL631269,BAO_0000218
10046,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL631270,BAO_0000218
10047,,Heart,50597,948.0,,,,N,,Intermediate,,,1,1,CHEMBL631271,BAO_0000218
10048,,Heart,50597,948.0,,,,N,,Intermediate,,,1,1,CHEMBL631272,BAO_0000218
10049,,Heart,50597,948.0,,,,N,,Intermediate,,,1,1,CHEMBL631273,BAO_0000218
10050,,Heart,50597,948.0,,,,N,,Intermediate,,,1,1,CHEMBL631274,BAO_0000218
10051,,Heart,50597,948.0,,,,N,,Intermediate,,,1,1,CHEMBL631275,BAO_0000218
10052,,Heart,50597,948.0,,,,N,,Intermediate,,,1,1,CHEMBL626984,BAO_0000218
10053,,Heart,50597,948.0,,,,N,,Intermediate,,,1,1,CHEMBL626985,BAO_0000218
10054,,Liver,50597,2107.0,,,,N,,Intermediate,,,1,1,CHEMBL626986,BAO_0000218
10055,,Liver,50597,2107.0,,,,N,,Intermediate,,,1,1,CHEMBL626987,BAO_0000218
10056,,Liver,50597,2107.0,,,,N,,Intermediate,,,1,1,CHEMBL626988,BAO_0000218
10057,,Liver,50597,2107.0,,,,N,,Intermediate,,,1,1,CHEMBL626989,BAO_0000218
10058,,Liver,50597,2107.0,,,,N,,Intermediate,,,1,1,CHEMBL626990,BAO_0000218
10059,,Liver,50597,2107.0,,,,N,,Intermediate,,,1,1,CHEMBL626991,BAO_0000218
10060,,Liver,50597,2107.0,,,,N,,Intermediate,,,1,1,CHEMBL626992,BAO_0000218
10061,,Lung,50597,2048.0,,,,N,,Intermediate,,,1,1,CHEMBL626993,BAO_0000218
10062,,Lung,50597,2048.0,,,,N,,Intermediate,,,1,1,CHEMBL874593,BAO_0000218
10063,,Lung,50597,2048.0,,,,N,,Intermediate,,,1,1,CHEMBL626994,BAO_0000218
10064,,Lung,50597,2048.0,,,,N,,Intermediate,,,1,1,CHEMBL626995,BAO_0000218
10065,,Lung,50597,2048.0,,,,N,,Intermediate,,,1,1,CHEMBL626190,BAO_0000218
10066,,Lung,50597,2048.0,,,,N,,Intermediate,,,1,1,CHEMBL626191,BAO_0000218
10067,,Lung,50597,2048.0,,,,N,,Intermediate,,,1,1,CHEMBL626364,BAO_0000218
10068,,Thyroid gland,50597,2046.0,,,,N,,Intermediate,,,1,1,CHEMBL626365,BAO_0000218
10069,,Thyroid gland,50597,2046.0,,,,N,,Intermediate,,,1,1,CHEMBL626366,BAO_0000218
10070,,Thyroid gland,50597,2046.0,,,,N,,Intermediate,,,1,1,CHEMBL626367,BAO_0000218
10071,,Thyroid gland,50597,2046.0,,,,N,,Intermediate,,,1,1,CHEMBL626368,BAO_0000218
10072,,Thyroid gland,50597,2046.0,,,,N,,Intermediate,,,1,1,CHEMBL626369,BAO_0000218
10073,,Thyroid gland,50597,2046.0,,,,N,,Intermediate,,,1,1,CHEMBL626370,BAO_0000218
10074,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL626371,BAO_0000218
10075,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL626372,BAO_0000218
10076,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL626373,BAO_0000218
10077,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL626374,BAO_0000218
10078,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL626375,BAO_0000218
10079,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL626376,BAO_0000218
10080,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL626377,BAO_0000218
10081,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL626378,BAO_0000218
10082,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL626379,BAO_0000218
10083,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL626380,BAO_0000218
10084,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL626381,BAO_0000218
10085,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL626382,BAO_0000218
10086,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL626383,BAO_0000218
10087,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL874652,BAO_0000218
10088,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL626384,BAO_0000218
