assays_ss_d,assays_ss_sbclllr_frctn,assays_cll_d,assays_td,assays_cnfdnc_scr,assays_src_d,assays_src_ss_d,assays_ss_strn,assays_ss_rgnsm,assays_dc_d,assays_chmbl_d,assays_ss_cll_tp,assays_rltnshp_tp,assays_crtd_b,assays_b_frmt,assays_tss_d,assays_vrnt_d
9195,,,50597,1,1,,,Rattus norvegicus,6175,CHEMBL875332,,N,Intermediate,BAO_0000218,945.0,
9196,,,50597,1,1,,,Rattus norvegicus,6175,CHEMBL622384,,N,Intermediate,BAO_0000218,945.0,
9197,,,50597,1,1,,,Rattus norvegicus,6175,CHEMBL622385,,N,Intermediate,BAO_0000218,945.0,
9198,,,50597,1,1,,,Rattus norvegicus,6175,CHEMBL622386,,N,Intermediate,BAO_0000218,945.0,
9199,,,50597,1,1,,,Rattus norvegicus,10839,CHEMBL622387,,N,Intermediate,BAO_0000218,,
9200,,,50597,1,1,,,Rattus norvegicus,16459,CHEMBL622388,,N,Intermediate,BAO_0000218,,
9201,,,50597,1,1,,,Rattus norvegicus,16459,CHEMBL622389,,N,Intermediate,BAO_0000218,,
9202,,,50597,1,1,,,Rattus norvegicus,16459,CHEMBL622390,,N,Intermediate,BAO_0000218,,
9203,,,50597,1,1,,,Rattus norvegicus,16459,CHEMBL622391,,N,Intermediate,BAO_0000218,,
9204,,,50597,1,1,,,Rattus norvegicus,16459,CHEMBL622392,,N,Intermediate,BAO_0000218,,
9205,,,50597,1,1,,,Rattus norvegicus,16459,CHEMBL622393,,N,Intermediate,BAO_0000218,,
9206,,,50597,1,1,,,Rattus norvegicus,3278,CHEMBL622394,,N,Intermediate,BAO_0000218,,
9207,,,50597,1,1,,,Rattus norvegicus,3278,CHEMBL622395,,N,Intermediate,BAO_0000218,,
9208,,,50597,1,1,,,Rattus norvegicus,4684,CHEMBL622396,,N,Intermediate,BAO_0000218,1977.0,
9209,,,50597,1,1,,,Rattus norvegicus,4684,CHEMBL624894,,N,Intermediate,BAO_0000218,1977.0,
9210,,,50597,1,1,,,Rattus norvegicus,4684,CHEMBL624895,,N,Intermediate,BAO_0000218,1977.0,
9211,,,50597,1,1,,,Rattus norvegicus,4684,CHEMBL624058,,N,Intermediate,BAO_0000218,1977.0,
9212,,,50597,1,1,,,Rattus norvegicus,4684,CHEMBL624059,,N,Intermediate,BAO_0000218,1977.0,
9213,,,50597,1,1,,,Rattus norvegicus,4684,CHEMBL624060,,N,Intermediate,BAO_0000218,1977.0,
9214,,,50597,1,1,,,Rattus norvegicus,4684,CHEMBL624061,,N,Intermediate,BAO_0000218,1977.0,
9215,,,50597,1,1,,,Rattus norvegicus,4684,CHEMBL624062,,N,Intermediate,BAO_0000218,1977.0,
9216,,,50597,1,1,,,Rattus norvegicus,16456,CHEMBL624063,,N,Intermediate,BAO_0000218,,
9217,,,50597,1,1,,,Rattus norvegicus,16456,CHEMBL624064,,N,Intermediate,BAO_0000218,,
9218,,,50597,1,1,,,Rattus norvegicus,723,CHEMBL624065,,N,Intermediate,BAO_0000218,1969.0,
9219,,,50597,1,1,,,Rattus norvegicus,723,CHEMBL624066,,N,Intermediate,BAO_0000218,1969.0,
9220,,,50597,1,1,,,Rattus norvegicus,5160,CHEMBL877490,,N,Intermediate,BAO_0000218,,
9221,,,50597,1,1,,,Rattus norvegicus,4709,CHEMBL874442,,N,Intermediate,BAO_0000218,,
9222,,,50597,1,1,,,Rattus norvegicus,5633,CHEMBL626890,,N,Intermediate,BAO_0000218,,
9223,,,50597,1,1,,,Rattus norvegicus,5302,CHEMBL626891,,N,Intermediate,BAO_0000218,,
9224,,,50597,1,1,,,Rattus norvegicus,5302,CHEMBL626892,,N,Intermediate,BAO_0000218,,
9225,,,50597,1,1,,,Rattus norvegicus,17791,CHEMBL626893,,N,Intermediate,BAO_0000218,,
9226,,,50597,1,1,,,Rattus norvegicus,17791,CHEMBL626894,,N,Intermediate,BAO_0000218,,
9227,,,50597,1,1,,,Rattus norvegicus,17791,CHEMBL626895,,N,Intermediate,BAO_0000218,,
9228,,,50597,1,1,,,Rattus norvegicus,17791,CHEMBL626896,,N,Intermediate,BAO_0000218,,
9229,,,50597,1,1,,,Rattus norvegicus,14512,CHEMBL626897,,N,Intermediate,BAO_0000218,1969.0,
9230,,,50597,1,1,,,Rattus norvegicus,6230,CHEMBL626898,,N,Intermediate,BAO_0000218,,
9231,,,50597,1,1,,,Rattus norvegicus,3364,CHEMBL626899,,N,Intermediate,BAO_0000218,,
9232,,,50597,1,1,,,Rattus norvegicus,6874,CHEMBL626900,,N,Intermediate,BAO_0000218,,
9233,,,50597,1,1,,,Rattus norvegicus,857,CHEMBL626901,,N,Intermediate,BAO_0000218,,
9234,,,50597,1,1,,,Rattus norvegicus,858,CHEMBL626902,,N,Intermediate,BAO_0000218,,
9235,,,50597,1,1,,,Rattus norvegicus,858,CHEMBL626903,,N,Intermediate,BAO_0000218,,
9236,,,50597,1,1,,,Rattus norvegicus,5355,CHEMBL874443,,N,Intermediate,BAO_0000218,,
9237,,,50597,1,1,,,Rattus norvegicus,5355,CHEMBL626904,,N,Intermediate,BAO_0000218,,
9238,,,50597,1,1,,,Rattus norvegicus,6305,CHEMBL626905,,N,Intermediate,BAO_0000218,,
9239,,,50597,1,1,,,Rattus norvegicus,13501,CHEMBL873830,,N,Intermediate,BAO_0000218,1969.0,
9240,,,50597,1,1,,,Rattus norvegicus,17594,CHEMBL626906,,N,Intermediate,BAO_0000218,,
9241,,,50597,1,1,,,Rattus norvegicus,4186,CHEMBL631076,,N,Intermediate,BAO_0000218,1969.0,
9242,,,50597,1,1,,,Rattus norvegicus,2932,CHEMBL631077,,N,Intermediate,BAO_0000218,1969.0,
9243,,,50597,1,1,,,Rattus norvegicus,17065,CHEMBL631078,,N,Intermediate,BAO_0000218,,
9244,,,50597,1,1,,,Rattus norvegicus,15765,CHEMBL631079,,N,Intermediate,BAO_0000218,,
9245,,,50597,1,1,,,Rattus norvegicus,2713,CHEMBL631080,,N,Intermediate,BAO_0000218,,
9246,,,50597,1,1,,,Rattus norvegicus,2661,CHEMBL631081,,N,Intermediate,BAO_0000218,,
9247,,,50597,1,1,,,Rattus norvegicus,2661,CHEMBL631239,,N,Intermediate,BAO_0000218,,
9248,,,50597,1,1,,,Rattus norvegicus,740,CHEMBL631240,,N,Intermediate,BAO_0000218,1969.0,
9249,,,50597,1,1,,,Rattus norvegicus,6597,CHEMBL631241,,N,Intermediate,BAO_0000218,1969.0,
9250,,,50597,1,1,,,Rattus norvegicus,2959,CHEMBL631242,,N,Intermediate,BAO_0000218,1969.0,
9251,,,50597,1,1,,,Rattus norvegicus,17594,CHEMBL631243,,N,Intermediate,BAO_0000218,1969.0,
9252,,,50597,1,1,,,Rattus norvegicus,17596,CHEMBL874444,,N,Intermediate,BAO_0000218,1969.0,
9253,,,50597,1,1,,,Rattus norvegicus,17594,CHEMBL631244,,N,Intermediate,BAO_0000218,1969.0,
9254,,,50597,1,1,,,Rattus norvegicus,3293,CHEMBL631245,,N,Intermediate,BAO_0000218,,
9255,,,50597,1,1,,,Rattus norvegicus,6757,CHEMBL627162,,N,Intermediate,BAO_0000218,,
9256,,,50597,1,1,,,Rattus norvegicus,6757,CHEMBL627163,,N,Intermediate,BAO_0000218,,
9257,,,50597,1,1,,,Rattus norvegicus,6757,CHEMBL627164,,N,Intermediate,BAO_0000218,,
9258,,,50597,1,1,,,Rattus norvegicus,5979,CHEMBL627165,,N,Intermediate,BAO_0000218,2113.0,
9259,,,50597,1,1,,,Rattus norvegicus,5979,CHEMBL627166,,N,Intermediate,BAO_0000218,,
9260,,,50597,1,1,,,Rattus norvegicus,5979,CHEMBL627167,,N,Intermediate,BAO_0000218,,
9261,,,50597,1,1,,,Rattus norvegicus,4026,CHEMBL627822,,N,Intermediate,BAO_0000218,,
9262,,,50597,1,1,,,Rattus norvegicus,5355,CHEMBL627823,,N,Intermediate,BAO_0000218,,
9263,,,50597,1,1,,,Rattus norvegicus,5355,CHEMBL627824,,N,Intermediate,BAO_0000218,,
9264,,,50597,1,1,,,Rattus norvegicus,5355,CHEMBL627825,,N,Intermediate,BAO_0000218,,
9265,,,50597,1,1,,,Rattus norvegicus,5633,CHEMBL627826,,N,Intermediate,BAO_0000218,,
9266,,,50597,1,1,,,Rattus norvegicus,1716,CHEMBL627827,,N,Intermediate,BAO_0000218,,
9267,,,50597,1,1,,,Rattus norvegicus,1716,CHEMBL627828,,N,Intermediate,BAO_0000218,,
9268,,,50597,1,1,,,Rattus norvegicus,4689,CHEMBL627829,,N,Intermediate,BAO_0000218,,
9269,,,50597,1,1,,,Rattus norvegicus,4527,CHEMBL627830,,N,Intermediate,BAO_0000218,,
9270,,,50597,1,1,,,Rattus norvegicus,4527,CHEMBL627831,,N,Intermediate,BAO_0000218,,
9271,,,50597,1,1,,,Rattus norvegicus,15662,CHEMBL627832,,N,Intermediate,BAO_0000218,,
9272,,,50597,1,1,,,Rattus norvegicus,4413,CHEMBL627833,,N,Intermediate,BAO_0000218,,
9273,,,50597,1,1,,,Rattus norvegicus,3598,CHEMBL627834,,N,Expert,BAO_0000218,,
9274,,,50597,1,1,,,Rattus norvegicus,3598,CHEMBL628004,,N,Expert,BAO_0000218,,
9275,,,50597,1,1,,,Rattus norvegicus,5964,CHEMBL628005,,N,Intermediate,BAO_0000218,,
9276,,,50597,1,1,,,Rattus norvegicus,4689,CHEMBL628006,,N,Intermediate,BAO_0000218,,
9277,,,50597,1,1,,,Rattus norvegicus,4186,CHEMBL628007,,N,Intermediate,BAO_0000218,,
9278,,,50597,1,1,,,Rattus norvegicus,5510,CHEMBL625676,,N,Intermediate,BAO_0000218,,
9279,,,50597,1,1,,,Rattus norvegicus,17858,CHEMBL631309,,N,Intermediate,BAO_0000218,,
9280,,,50597,1,1,,,Rattus norvegicus,17804,CHEMBL631310,,N,Intermediate,BAO_0000218,,
9281,,,50597,1,1,,,Rattus norvegicus,6106,CHEMBL631311,,N,Intermediate,BAO_0000218,,
9282,,,50597,1,1,,,Rattus norvegicus,5964,CHEMBL631312,,N,Intermediate,BAO_0000218,,
9283,,,50597,1,1,,,Rattus norvegicus,4026,CHEMBL631313,,N,Intermediate,BAO_0000218,,
9284,,,50597,1,1,,,Rattus norvegicus,4756,CHEMBL631314,,N,Intermediate,BAO_0000218,,
9285,,,50597,1,1,,,Rattus norvegicus,4756,CHEMBL631315,,N,Intermediate,BAO_0000218,,
9286,,,50597,1,1,,,Rattus norvegicus,5862,CHEMBL631316,,N,Intermediate,BAO_0000218,,
9287,,,50597,1,1,,,Rattus norvegicus,5862,CHEMBL631317,,N,Intermediate,BAO_0000218,,
9288,,,50597,1,1,,,Rattus norvegicus,6644,CHEMBL874471,,N,Intermediate,BAO_0000218,,
9289,,,50597,1,1,,,Rattus norvegicus,5871,CHEMBL631318,,N,Intermediate,BAO_0000218,,
9290,,,50597,1,1,,,Rattus norvegicus,5919,CHEMBL631319,,N,Intermediate,BAO_0000218,1969.0,
9291,,,50597,1,1,,,Rattus norvegicus,5939,CHEMBL631320,,N,Intermediate,BAO_0000218,,
9292,,,50597,1,1,,,Rattus norvegicus,5939,CHEMBL631321,,N,Intermediate,BAO_0000218,,
9293,,,50597,1,1,,,Rattus norvegicus,10,CHEMBL631322,,N,Intermediate,BAO_0000218,,
9294,,,50597,1,1,,,Rattus norvegicus,11149,CHEMBL631323,,N,Intermediate,BAO_0000218,,
9295,,,50597,1,1,,,Rattus norvegicus,5302,CHEMBL631324,,N,Intermediate,BAO_0000218,,
9296,,,50597,1,1,,,Rattus norvegicus,17796,CHEMBL631325,,N,Intermediate,BAO_0000218,,
9297,,,50597,1,1,,,Rattus norvegicus,4890,CHEMBL631326,,N,Intermediate,BAO_0000218,,
9298,,,50597,1,1,,,Rattus norvegicus,6011,CHEMBL631327,,N,Intermediate,BAO_0000218,,
9299,,,50597,1,1,,,Rattus norvegicus,5375,CHEMBL631328,,N,Intermediate,BAO_0000218,,
9300,,,50597,1,1,,,Rattus norvegicus,17764,CHEMBL631329,,N,Intermediate,BAO_0000218,,
9301,,,50597,1,1,,,Rattus norvegicus,4368,CHEMBL627217,,N,Intermediate,BAO_0000218,,
9302,,,50597,1,1,,,Rattus norvegicus,5610,CHEMBL626352,,N,Intermediate,BAO_0000218,,
9303,,,50597,1,1,,,Rattus norvegicus,5833,CHEMBL626353,,N,Intermediate,BAO_0000218,,
9304,,,50597,1,1,,,Rattus norvegicus,4257,CHEMBL626354,,N,Intermediate,BAO_0000218,,
9305,,,50597,1,1,,,Rattus norvegicus,5937,CHEMBL626355,,N,Intermediate,BAO_0000218,,
9306,,,50597,1,1,,,Rattus norvegicus,5932,CHEMBL626356,,N,Intermediate,BAO_0000218,,
9307,,,50597,1,1,,,Rattus norvegicus,5932,CHEMBL626357,,N,Intermediate,BAO_0000218,,
9308,,,50597,1,1,,,Rattus norvegicus,17411,CHEMBL626358,,N,Intermediate,BAO_0000218,,
9309,,,50597,1,1,,,Rattus norvegicus,17411,CHEMBL626359,,N,Intermediate,BAO_0000218,,
9310,,,50597,1,1,,,Rattus norvegicus,17771,CHEMBL626360,,N,Intermediate,BAO_0000218,1969.0,
9311,,,50597,1,1,,,Rattus norvegicus,1628,CHEMBL626361,,N,Intermediate,BAO_0000218,,
9312,,,50597,1,1,,,Rattus norvegicus,1628,CHEMBL626362,,N,Intermediate,BAO_0000218,,
9313,,,50597,1,1,,,Rattus norvegicus,17411,CHEMBL626363,,N,Intermediate,BAO_0000218,,
9314,,,50597,1,1,,,Rattus norvegicus,4910,CHEMBL626970,,N,Intermediate,BAO_0000218,,
9315,,,50597,1,1,,,Rattus norvegicus,4910,CHEMBL626971,,N,Intermediate,BAO_0000218,,
9316,,,50597,1,1,,,Rattus norvegicus,4910,CHEMBL626972,,N,Intermediate,BAO_0000218,1969.0,
9317,,,50597,1,1,,,Rattus norvegicus,4910,CHEMBL626973,,N,Intermediate,BAO_0000218,1969.0,
9318,,,50597,1,1,,,Rattus norvegicus,4910,CHEMBL626974,,N,Intermediate,BAO_0000218,1969.0,
9319,,,50597,1,1,,,Rattus norvegicus,4910,CHEMBL874592,,N,Intermediate,BAO_0000218,1969.0,
9320,,,50597,1,1,,,Rattus norvegicus,5510,CHEMBL626975,,N,Intermediate,BAO_0000218,,
9321,,,50597,1,1,,,Rattus norvegicus,5510,CHEMBL626976,,N,Intermediate,BAO_0000218,,
9322,,,50597,1,1,,,Rattus norvegicus,5510,CHEMBL626977,,N,Intermediate,BAO_0000218,,
9323,,,50597,1,1,,,Rattus norvegicus,5510,CHEMBL626978,,N,Intermediate,BAO_0000218,,
9324,,,50597,1,1,,,Rattus norvegicus,16427,CHEMBL626979,,N,Intermediate,BAO_0000218,,
9325,,,50597,1,1,,,Rattus norvegicus,4689,CHEMBL626980,,N,Intermediate,BAO_0000218,1969.0,
9326,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL626981,,N,Intermediate,BAO_0000218,178.0,
9327,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL626982,,N,Intermediate,BAO_0000218,178.0,
9328,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL626983,,N,Intermediate,BAO_0000218,178.0,
9329,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622522,,N,Intermediate,BAO_0000218,178.0,
9330,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622523,,N,Intermediate,BAO_0000218,178.0,
9331,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622524,,N,Intermediate,BAO_0000218,178.0,
9332,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622525,,N,Intermediate,BAO_0000218,955.0,
9333,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622526,,N,Intermediate,BAO_0000218,955.0,
9334,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL619849,,N,Intermediate,BAO_0000218,955.0,
9335,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL619850,,N,Intermediate,BAO_0000218,955.0,
9336,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL623864,,N,Intermediate,BAO_0000218,955.0,
9337,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL623865,,N,Intermediate,BAO_0000218,955.0,
9338,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL623866,,N,Intermediate,BAO_0000218,948.0,
9339,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL623867,,N,Intermediate,BAO_0000218,948.0,
9340,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL877615,,N,Intermediate,BAO_0000218,948.0,
9341,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL623868,,N,Intermediate,BAO_0000218,948.0,
9342,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL623869,,N,Intermediate,BAO_0000218,948.0,
9343,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL623870,,N,Intermediate,BAO_0000218,948.0,
9344,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL623871,,N,Intermediate,BAO_0000218,2048.0,
9345,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL623872,,N,Intermediate,BAO_0000218,2048.0,
9346,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622129,,N,Intermediate,BAO_0000218,2048.0,
9347,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622130,,N,Intermediate,BAO_0000218,2048.0,
9348,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622131,,N,Intermediate,BAO_0000218,2048.0,
9349,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622132,,N,Intermediate,BAO_0000218,2048.0,
9350,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622133,,N,Intermediate,BAO_0000218,2048.0,
9351,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622134,,N,Intermediate,BAO_0000218,2048.0,
9352,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622135,,N,Intermediate,BAO_0000218,2048.0,
9353,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622136,,N,Intermediate,BAO_0000218,2048.0,
9354,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL622137,,N,Intermediate,BAO_0000218,2385.0,
9355,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL622138,,N,Intermediate,BAO_0000218,2385.0,
9356,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL623017,,N,Intermediate,BAO_0000218,2385.0,
9357,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL623018,,N,Intermediate,BAO_0000218,2385.0,
9358,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL623019,,N,Intermediate,BAO_0000218,2385.0,
9359,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL623020,,N,Intermediate,BAO_0000218,2385.0,
9360,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL623021,,N,Intermediate,BAO_0000218,2385.0,
9361,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL623022,,N,Intermediate,BAO_0000218,2385.0,
9362,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL623023,,N,Intermediate,BAO_0000218,2385.0,
9363,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL623024,,N,Intermediate,BAO_0000218,2385.0,
9364,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL623025,,N,Intermediate,BAO_0000218,2385.0,
9365,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL620545,,N,Intermediate,BAO_0000218,2385.0,
9366,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL620546,,N,Intermediate,BAO_0000218,2385.0,
9367,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL620547,,N,Intermediate,BAO_0000218,2385.0,
9368,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL620548,,N,Intermediate,BAO_0000218,2385.0,
9369,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL620549,,N,Intermediate,BAO_0000218,2385.0,
9370,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL620550,,N,Intermediate,BAO_0000218,2385.0,
9371,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL620551,,N,Intermediate,BAO_0000218,2385.0,
9372,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL620552,,N,Intermediate,BAO_0000218,2385.0,
9373,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL620553,,N,Intermediate,BAO_0000218,2385.0,
9374,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL620554,,N,Intermediate,BAO_0000218,2385.0,
9375,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL875845,,N,Intermediate,BAO_0000218,2385.0,
9376,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL620555,,N,Intermediate,BAO_0000218,2385.0,
9377,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL620556,,N,Intermediate,BAO_0000218,2385.0,
9378,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL620557,,N,Intermediate,BAO_0000218,2385.0,
9379,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL620558,,N,Intermediate,BAO_0000218,,
9380,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL620559,,N,Intermediate,BAO_0000218,,
9381,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL622939,,N,Intermediate,BAO_0000218,,
9382,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL622940,,N,Intermediate,BAO_0000218,,
9383,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL622941,,N,Intermediate,BAO_0000218,,
9384,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL622942,,N,Intermediate,BAO_0000218,,
9385,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL622943,,N,Intermediate,BAO_0000218,,
9386,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL622944,,N,Intermediate,BAO_0000218,,
9387,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622945,,N,Intermediate,BAO_0000218,,
9388,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622946,,N,Intermediate,BAO_0000218,,
9389,,,50597,1,1,,,Rattus norvegicus,3341,CHEMBL622947,,N,Intermediate,BAO_0000218,,
9390,,,50597,1,1,,,Rattus norvegicus,3634,CHEMBL622948,,N,Intermediate,BAO_0000218,1969.0,
9391,,,50597,1,1,,,Rattus norvegicus,3634,CHEMBL622949,,N,Intermediate,BAO_0000218,1969.0,
9392,,,50597,1,1,,,Rattus norvegicus,4839,CHEMBL622950,,N,Intermediate,BAO_0000218,,
9393,,,22224,0,1,,,Macaca mulatta,5005,CHEMBL622951,,U,Intermediate,BAO_0000218,1969.0,
9394,,,22224,0,1,,,Rattus norvegicus,5005,CHEMBL622952,,U,Intermediate,BAO_0000366,1969.0,
9395,,,22224,0,1,,,Rattus norvegicus,5005,CHEMBL622953,,U,Intermediate,BAO_0000366,1969.0,
9396,,,50597,1,1,,,Rattus norvegicus,1094,CHEMBL873818,,N,Intermediate,BAO_0000218,1969.0,
9397,,,50597,1,1,,,Rattus norvegicus,5031,CHEMBL622954,,N,Intermediate,BAO_0000218,,
9398,,,50597,1,1,,,Rattus norvegicus,6518,CHEMBL622955,,N,Intermediate,BAO_0000218,,
9399,,,50597,1,1,,,Rattus norvegicus,6518,CHEMBL875229,,N,Intermediate,BAO_0000218,,
9400,,,50597,1,1,,,Rattus norvegicus,6518,CHEMBL622956,,N,Intermediate,BAO_0000218,,
9401,,,50597,1,1,,,Rattus norvegicus,6518,CHEMBL622957,,N,Intermediate,BAO_0000218,,
9402,,,50597,1,1,,,Rattus norvegicus,5408,CHEMBL622958,,N,Intermediate,BAO_0000218,955.0,
9403,,,50597,1,1,,,Rattus norvegicus,5408,CHEMBL622959,,N,Intermediate,BAO_0000218,1969.0,
9404,,,50597,1,1,,,Rattus norvegicus,5408,CHEMBL622960,,N,Intermediate,BAO_0000218,955.0,
9405,,,50597,1,1,,,Rattus norvegicus,5408,CHEMBL622961,,N,Intermediate,BAO_0000218,1969.0,
9406,,,50597,1,1,,,Rattus norvegicus,4687,CHEMBL622962,,N,Intermediate,BAO_0000218,,
9407,,,50597,1,1,,,Rattus norvegicus,6640,CHEMBL622963,,N,Intermediate,BAO_0000218,,
9408,,,50597,1,1,,,Rattus norvegicus,6640,CHEMBL622964,,N,Intermediate,BAO_0000218,,
9409,,,50597,1,1,,,Rattus norvegicus,6641,CHEMBL622965,,N,Intermediate,BAO_0000218,,
9410,,,50597,1,1,,,Rattus norvegicus,6640,CHEMBL622966,,N,Intermediate,BAO_0000218,,
9411,,,50597,1,1,,,Rattus norvegicus,6641,CHEMBL622967,,N,Intermediate,BAO_0000218,,
9412,,,50597,1,1,,,Rattus norvegicus,17411,CHEMBL622968,,N,Intermediate,BAO_0000218,2113.0,
9413,,,50597,1,1,,,Rattus norvegicus,17411,CHEMBL622969,,N,Intermediate,BAO_0000218,2107.0,
9414,,,50597,1,1,,,Rattus norvegicus,17411,CHEMBL875327,,N,Intermediate,BAO_0000218,2048.0,
9415,,,50597,1,1,,,Rattus norvegicus,6570,CHEMBL628638,,N,Intermediate,BAO_0000218,,
9416,,,50597,1,1,,,Rattus norvegicus,6570,CHEMBL628639,,N,Intermediate,BAO_0000218,,
9417,,,50597,1,1,,,Rattus norvegicus,17411,CHEMBL625840,,N,Intermediate,BAO_0000218,,
9418,,,50597,1,1,,,Rattus norvegicus,4722,CHEMBL625841,,N,Intermediate,BAO_0000218,,
9419,,,50597,1,1,,,Rattus norvegicus,5978,CHEMBL625842,,N,Intermediate,BAO_0000218,,
9420,,,50597,1,1,,,Rattus norvegicus,5978,CHEMBL625843,,N,Intermediate,BAO_0000218,,
9421,,,50597,1,1,,,Rattus norvegicus,5978,CHEMBL625844,,N,Intermediate,BAO_0000218,,
9422,,,50597,1,1,,,Rattus norvegicus,5978,CHEMBL873822,,N,Intermediate,BAO_0000218,,
9423,,,50597,1,1,,,Rattus norvegicus,5978,CHEMBL625845,,N,Intermediate,BAO_0000218,,
9424,,,50597,1,1,,,Rattus norvegicus,5978,CHEMBL627059,,N,Intermediate,BAO_0000218,,
9425,,,50597,1,1,,,Rattus norvegicus,5978,CHEMBL627060,,N,Intermediate,BAO_0000218,,
9426,,,50597,1,1,,,Rattus norvegicus,5978,CHEMBL627061,,N,Intermediate,BAO_0000218,,
9427,,,50597,1,1,,,Rattus norvegicus,4762,CHEMBL627709,,N,Intermediate,BAO_0000218,,
9428,,,50597,1,1,,,Rattus norvegicus,5327,CHEMBL627710,,N,Intermediate,BAO_0000218,,
9429,,,50597,1,1,,,Rattus norvegicus,4847,CHEMBL627711,,N,Intermediate,BAO_0000218,,
9430,,,50597,1,1,,,Rattus norvegicus,17720,CHEMBL627712,,N,Intermediate,BAO_0000218,1969.0,
9431,,,50597,1,1,,,Rattus norvegicus,4723,CHEMBL627713,,N,Intermediate,BAO_0000218,,
9432,,,50597,1,1,,,Rattus norvegicus,4723,CHEMBL627714,,N,Intermediate,BAO_0000218,,
9433,,,22224,0,1,,,Macaca fascicularis,4256,CHEMBL627889,,U,Intermediate,BAO_0000218,,
9434,,,22224,0,1,,,Rattus norvegicus,4256,CHEMBL627890,,U,Intermediate,BAO_0000218,,
9435,,,50597,1,1,,,Rattus norvegicus,4722,CHEMBL627891,,N,Intermediate,BAO_0000218,,
9436,,,50597,1,1,,,Rattus norvegicus,6535,CHEMBL627892,,N,Intermediate,BAO_0000218,1969.0,
9437,,,50597,1,1,,,Rattus norvegicus,6535,CHEMBL627893,,N,Intermediate,BAO_0000218,1969.0,
9438,,,50597,1,1,,,Rattus norvegicus,1435,CHEMBL627894,,N,Intermediate,BAO_0000218,1969.0,
