Fiscal year,Climate change mitigation (marker),Disability issues (marker),Division name,Status,Biodiversity (marker),Programming process (new),FSTC percent,CountryRegion ID,Participatory development and good governance,IRTC percent,Section name,Division ID,Project Browser country ID,Organisation name,Project number,Maximum CIDA contribution (project-level),Branch ID,Branch name,Section ID,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),CFLI (marker),CIDA business delivery model (old),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Trade development (marker),Urban issues (marker)
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,ZW,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,ZW,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,ZW,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,BI,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,BI,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,BI,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,BI,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,DJ,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,DJ,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,DJ,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,DJ,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,ER,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,ER,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,ER,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,ER,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,KM,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,KM,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,KM,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,KM,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,MG,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,MG,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,MG,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,MG,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,MU,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,MU,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,MU,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,MU,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,SC,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,SC,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,SC,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,SC,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,SO,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,SO,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,SO,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,SO,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,RW,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,RW,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,RW,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,RW,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,TZ,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,TZ,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,TZ,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,TZ,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,ET,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,ET,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,ET,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,ET,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,KE,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,KE,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,KE,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,KE,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,UG,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,UG,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,UG,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,110,0,0.0,"AHSI, Extractives, Special Initiatives",D4270,UG,International Livestock Research Institute,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,24100562.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,VN,0,0.0,OAV Vietnam,D4100,VN,Department of Foreign Affairs and International Trade,A032230PRE,209366.81,B4100,OGM Asia Pacific,S4107,0,4112,Vietnam,0.0,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,VN,0,0.0,OAV Vietnam,D4100,VN,Department of Foreign Affairs and International Trade,A032230PRE,209366.81,B4100,OGM Asia Pacific,S4107,0,4112,Vietnam,0.0,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,VN,0,0.0,OAV Vietnam,D4100,VN,Department of Foreign Affairs and International Trade,A032230PRE,209366.81,B4100,OGM Asia Pacific,S4107,0,4112,Vietnam,0.0,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,0.0,X1,1,0.0,"AHSI, Extractives, Special Initiatives",D4270,X1,AfDB - African Development Bank Group,A032232003,20000000.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,20000000.0,0,Core Funding,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,0.0,X1,1,0.0,"AHSI, Extractives, Special Initiatives",D4270,X1,AfDB - African Development Bank Group,A032232003,20000000.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,20000000.0,0,Core Funding,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,0.0,X1,1,0.0,"AHSI, Extractives, Special Initiatives",D4270,X1,AfDB - African Development Bank Group,A032232003,20000000.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,20000000.0,0,Core Funding,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,0.0,X1,1,0.0,"AHSI, Extractives, Special Initiatives",D4270,X1,AfDB - African Development Bank Group,A032232003,20000000.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,20000000.0,0,Core Funding,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,0.0,X1,1,0.0,"AHSI, Extractives, Special Initiatives",D4270,X1,AfDB - African Development Bank Group,A032232003,20000000.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,20000000.0,0,Core Funding,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,X1,1,0.0,"AHSI, Extractives, Special Initiatives",D4270,X1,AfDB - African Development Bank Group,A032232004,5000000.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,5000000.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Closed,0,Uncoded: Pre-APP,1.0,X1,1,0.0,"AHSI, Extractives, Special Initiatives",D4270,X1,AfDB - African Development Bank Group,A032232004,5000000.0,B4200,WGM Sub-Saharan Africa,S4281,1,4315,Canada Fund for Africa Secretariat,5000000.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,VN,0,0.0,OAV Vietnam,D4100,VN,Saskatchewan Polytechnic,A032239002,9274707.55,B4100,OGM Asia Pacific,S4107,0,4112,Vietnam,9274707.55,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,VN,0,0.0,OAV Vietnam,D4100,VN,PPC of Tra Vinh Provincial People's Committee of,A032239002,9274707.55,B4100,OGM Asia Pacific,S4107,0,4112,Vietnam,9274707.55,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,VN,0,0.0,OAV Vietnam,D4100,VN,PriceWaterhouseCoopers (Vietnam) Limited,A032239002,9274707.55,B4100,OGM Asia Pacific,S4107,0,4112,Vietnam,9274707.55,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,VN,0,0.0,OAV Vietnam,D4100,VN,Saskatchewan Polytechnic,A032239002,9274707.55,B4100,OGM Asia Pacific,S4107,0,4112,Vietnam,9274707.55,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,VN,0,0.0,OAV Vietnam,D4100,VN,PPC of Tra Vinh Provincial People's Committee of,A032239002,9274707.55,B4100,OGM Asia Pacific,S4107,0,4112,Vietnam,9274707.55,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,VN,0,0.0,OAV Vietnam,D4100,VN,PriceWaterhouseCoopers (Vietnam) Limited,A032239002,9274707.55,B4100,OGM Asia Pacific,S4107,0,4112,Vietnam,9274707.55,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,VN,0,0.0,OAV Vietnam,D4100,VN,Saskatchewan Polytechnic,A032239002,9274707.55,B4100,OGM Asia Pacific,S4107,0,4112,Vietnam,9274707.55,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,VN,0,0.0,OAV Vietnam,D4100,VN,PPC of Tra Vinh Provincial People's Committee of,A032239002,9274707.55,B4100,OGM Asia Pacific,S4107,0,4112,Vietnam,9274707.55,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,VN,0,0.0,OAV Vietnam,D4100,VN,PriceWaterhouseCoopers (Vietnam) Limited,A032239002,9274707.55,B4100,OGM Asia Pacific,S4107,0,4112,Vietnam,9274707.55,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,VN,0,0.0,OAV Vietnam,D4100,VN,Saskatchewan Polytechnic,A032239002,9274707.55,B4100,OGM Asia Pacific,S4107,0,4112,Vietnam,9274707.55,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,VN,0,0.0,OAV Vietnam,D4100,VN,PPC of Tra Vinh Provincial People's Committee of,A032239002,9274707.55,B4100,OGM Asia Pacific,S4107,0,4112,Vietnam,9274707.55,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,VN,0,0.0,OAV Vietnam,D4100,VN,PriceWaterhouseCoopers (Vietnam) Limited,A032239002,9274707.55,B4100,OGM Asia Pacific,S4107,0,4112,Vietnam,9274707.55,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,VN,0,0.0,OAV Vietnam,D4100,VN,Saskatchewan Polytechnic,A032239002,9274707.55,B4100,OGM Asia Pacific,S4107,0,4112,Vietnam,9274707.55,0,Directive,1,Not PBA,0,0,0,0,0
