pagamento_id,cliente_id,ppersonale_id,ammontare,data_pagamento,noleggio_id,data_noleggio,inventario_id,data_restituzione,npersonale_id
8060,297,1,4.99,2005-07-11 09:45:48,6156,2005-07-11 09:45:48,302,2005-07-15 04:51:48,1
9824,363,2,4.99,2005-07-29 22:56:07,8841,2005-07-29 22:56:07,3935,2005-08-01 21:21:07,2
11797,438,2,0.99,2005-05-31 05:21:10,1036,2005-05-31 05:21:10,2164,2005-06-04 04:19:10,1
10707,395,1,0.99,2005-08-17 15:08:27,11889,2005-08-17 15:08:27,293,2005-08-18 17:10:27,1
8066,297,1,0.99,2005-07-31 22:30:10,10153,2005-07-31 22:30:10,2945,2005-08-06 02:32:10,2
423,16,1,7.99,2005-06-17 07:50:53,1944,2005-06-17 07:50:53,318,2005-06-23 02:52:53,2
7012,259,1,2.99,2005-08-23 09:52:55,15689,2005-08-23 09:52:55,248,2005-08-29 11:15:55,1
4030,148,2,4.99,2005-07-28 19:10:03,8111,2005-07-28 19:10:03,3226,2005-07-29 22:25:03,1
2120,78,1,1.99,2005-07-09 05:20:24,5078,2005-07-09 05:20:24,1994,2005-07-13 06:41:24,2
447,17,2,2.99,2005-05-26 19:44:54,287,2005-05-26 19:44:54,3631,2005-06-02 01:10:54,1
8304,306,1,6.99,2005-07-27 09:47:12,7225,2005-07-27 09:47:12,632,2005-08-03 13:19:12,2
12232,453,2,6.99,2005-07-09 18:10:52,5359,2005-07-09 18:10:52,4392,2005-07-18 13:34:52,2
1865,68,1,1.99,2005-08-22 06:07:52,14947,2005-08-22 06:07:52,3497,2005-08-28 01:12:52,2
10961,405,2,4.99,2005-08-01 22:59:10,10823,2005-08-01 22:59:10,3322,2005-08-08 23:44:10,1
2457,90,1,4.99,2005-08-01 19:07:08,10722,2005-08-01 19:07:08,2849,2005-08-04 14:09:08,2
8477,312,2,2.99,2005-08-21 09:19:49,14362,2005-08-21 09:19:49,1992,2005-08-26 11:06:49,1
5504,203,1,0.99,2005-07-28 16:35:16,8039,2005-07-28 16:35:16,1996,2005-07-30 14:49:16,1
6525,241,2,4.99,2005-08-18 09:59:36,12418,2005-08-18 09:59:36,4186,2005-08-19 11:35:36,2
6404,237,1,4.99,2005-07-31 06:06:37,9661,2005-07-31 06:06:37,2693,2005-08-04 07:37:37,1
13178,488,1,0.99,2005-07-31 01:23:00,9537,2005-07-31 01:23:00,546,2005-08-01 01:16:00,2
9684,359,1,8.99,2005-05-26 19:21:44,284,2005-05-26 19:21:44,350,2005-06-04 14:18:44,2
9797,362,1,6.99,2005-08-19 02:18:51,12854,2005-08-19 02:18:51,4577,2005-08-24 04:16:51,2
3048,113,2,4.99,2005-08-01 00:00:44,10181,2005-08-01 00:00:44,3111,2005-08-04 19:33:44,1
14124,525,2,4.99,2005-07-27 14:12:04,7337,2005-07-27 14:12:04,3314,2005-08-03 14:57:04,2
3152,117,2,5.99,2005-07-10 00:45:48,5506,2005-07-10 00:45:48,2432,2005-07-18 20:35:48,2
12460,461,1,4.99,2005-08-21 03:31:07,14186,2005-08-21 03:31:07,3158,2005-08-28 07:29:07,2
2046,75,2,4.99,2005-07-30 23:59:21,9501,2005-07-30 23:59:21,4398,2005-08-05 19:50:21,2
522,20,1,2.99,2005-07-07 21:39:45,4407,2005-07-07 21:39:45,267,2005-07-11 23:40:45,1
2066,76,2,0.99,2005-06-17 19:47:21,2111,2005-06-17 19:47:21,2108,2005-06-19 22:46:21,2
6702,248,2,0.99,2005-06-18 14:35:29,2371,2005-06-18 14:35:29,178,2005-06-22 09:38:29,2
3338,124,2,3.99,2005-05-31 07:58:06,1057,2005-05-31 07:58:06,497,2005-06-06 03:21:06,1
14014,520,2,5.99,2005-08-20 10:55:28,13746,2005-08-20 10:55:28,3742,2005-08-25 07:48:28,2
304,12,1,4.99,2005-05-31 11:10:17,1084,2005-05-31 11:10:17,4577,2005-06-01 11:15:17,1
6349,236,2,8.99,2005-06-17 21:29:34,2139,2005-06-17 21:29:34,807,2005-06-26 21:05:34,1
1593,58,1,0.99,2005-05-26 11:31:50,230,2005-05-26 11:31:50,1085,2005-05-30 15:22:50,1
15234,569,2,3.99,2005-05-31 05:22:25,1037,2005-05-31 05:22:25,810,2005-06-09 04:52:25,1
712,26,2,4.99,2005-08-19 11:25:10,13111,2005-08-19 11:25:10,580,2005-08-21 05:52:10,2
1434,52,1,7.99,2005-07-11 22:29:15,6394,2005-07-11 22:29:15,2574,2005-07-20 02:19:15,2
13844,514,1,0.99,2005-06-21 14:16:48,3385,2005-06-21 14:16:48,2810,2005-06-24 10:32:48,2
687,26,1,5.99,2005-06-15 18:53:14,1440,2005-06-15 18:53:14,2921,2005-06-24 15:28:14,1
9906,366,2,5.99,2005-08-02 17:05:43,11340,2005-08-02 17:05:43,1403,2005-08-09 13:25:43,1
12684,469,1,2.99,2005-08-20 11:37:56,13763,2005-08-20 11:37:56,4171,2005-08-26 13:12:56,1
14539,540,1,6.99,2005-07-12 14:39:27,6748,2005-07-12 14:39:27,3655,2005-07-18 13:40:27,2
8035,296,1,2.99,2005-07-30 16:41:34,9304,2005-07-30 16:41:34,2937,2005-08-02 13:55:34,2
3171,118,1,0.99,2005-07-08 23:47:25,4966,2005-07-08 23:47:25,4360,2005-07-14 03:35:25,1
7177,265,2,4.99,2005-08-21 01:32:16,14125,2005-08-21 01:32:16,2174,2005-08-26 00:09:16,1
3481,129,1,2.99,2005-07-08 20:23:15,4896,2005-07-08 20:23:15,3006,2005-07-10 15:38:15,1
3204,119,1,3.99,2005-08-01 06:09:37,10366,2005-08-01 06:09:37,2654,2005-08-05 03:19:37,1
5735,211,2,6.99,2005-07-30 03:43:35,8961,2005-07-30 03:43:35,3679,2005-08-06 07:42:35,1
10882,403,2,6.99,2005-06-20 12:51:01,3049,2005-06-20 12:51:01,518,2005-06-29 10:53:01,1
15053,562,1,3.99,2005-06-19 16:21:40,2746,2005-06-19 16:21:40,933,2005-06-28 11:56:40,2
357,13,1,4.99,2005-08-22 20:51:24,15338,2005-08-22 20:51:24,502,2005-08-24 23:41:24,2
865,31,1,6.99,2005-07-07 07:15:35,4122,2005-07-07 07:15:35,273,2005-07-14 12:10:35,1
11965,443,2,6.99,2005-08-21 18:01:41,14611,2005-08-21 18:01:41,4078,2005-08-26 12:34:41,1
4821,177,2,2.99,2005-08-22 02:15:26,14849,2005-08-22 02:15:26,3354,2005-08-28 00:56:26,2
9840,364,2,3.99,2005-06-20 07:31:55,2962,2005-06-20 07:31:55,2978,2005-06-26 04:43:55,1
6618,244,2,0.99,2005-08-21 19:39:43,14657,2005-08-21 19:39:43,477,2005-08-26 22:39:43,2
7227,267,2,3.99,2005-07-30 07:18:44,9059,2005-07-30 07:18:44,480,2005-08-08 08:39:44,1
5426,200,1,4.99,2005-07-06 03:48:44,3580,2005-07-06 03:48:44,3837,2005-07-13 01:15:44,2
15377,574,1,3.99,2005-07-09 05:13:22,5076,2005-07-09 05:13:22,4388,2005-07-16 09:11:22,1
11861,439,2,4.99,2005-08-22 14:41:05,15162,2005-08-22 14:41:05,1756,2005-08-27 20:23:05,2
13021,482,2,5.99,2005-07-12 19:14:53,6844,2005-07-12 19:14:53,3211,2005-07-18 16:07:53,2
12503,463,2,4.99,2005-06-19 01:10:31,2527,2005-06-19 01:10:31,387,2005-06-20 05:37:31,2
1838,67,1,8.99,2005-08-17 15:15:01,11894,2005-08-17 15:15:01,1223,2005-08-26 13:49:01,1
8935,331,2,6.99,2005-06-19 01:14:12,2528,2005-06-19 01:14:12,1836,2005-06-26 05:08:12,2
4250,156,1,0.99,2005-07-31 07:13:46,9696,2005-07-31 07:13:46,2703,2005-08-03 10:49:46,2
13515,502,2,7.99,2005-06-16 12:50:01,1696,2005-06-16 12:50:01,3928,2005-06-24 12:08:01,2
5875,216,2,4.99,2005-08-21 22:08:52,14726,2005-08-21 22:08:52,4556,2005-08-22 18:28:52,1
206,7,1,5.99,2005-08-21 04:49:48,14222,2005-08-21 04:49:48,714,2005-08-25 05:34:48,2
5879,216,1,5.98,2006-02-14 15:16:03,12970,2006-02-14 15:16:03,3999,,1
9158,339,1,6.99,2005-06-20 20:21:48,3146,2005-06-20 20:21:48,2249,2005-06-29 22:57:48,2
11855,439,1,2.99,2005-08-18 17:31:36,12621,2005-08-18 17:31:36,4566,2005-08-24 16:43:36,2
9028,334,1,7.99,2005-07-30 04:14:07,8977,2005-07-30 04:14:07,4099,2005-08-05 23:45:07,2
7938,293,2,4.99,2005-07-28 00:05:53,7607,2005-07-28 00:05:53,3914,2005-07-31 04:13:53,1
2533,93,2,6.99,2005-05-27 15:19:38,420,2005-05-27 15:19:38,619,2005-06-03 15:07:38,2
3499,129,1,4.99,2005-08-20 16:42:53,13915,2005-08-20 16:42:53,1180,2005-08-23 20:30:53,2
12654,469,1,2.99,2005-05-31 16:34:27,1119,2005-05-31 16:34:27,4401,2005-06-02 10:54:27,1
14757,550,1,2.99,2005-07-12 12:39:39,6695,2005-07-12 12:39:39,3088,2005-07-17 13:36:39,2
1993,73,2,2.99,2006-02-14 15:16:03,13108,2006-02-14 15:16:03,3630,,1
12914,478,1,4.99,2005-07-10 16:57:50,5837,2005-07-10 16:57:50,1648,2005-07-18 14:07:50,2
469,18,1,4.99,2005-05-25 19:27:51,116,2005-05-25 19:27:51,4453,2005-05-26 16:23:51,1
3175,118,1,2.99,2005-07-27 08:49:08,7196,2005-07-27 08:49:08,2998,2005-07-29 03:54:08,1
10296,380,1,0.99,2005-08-17 16:45:34,11936,2005-08-17 16:45:34,1127,2005-08-21 13:33:34,2
12419,460,2,0.99,2005-06-15 16:12:27,1392,2005-06-15 16:12:27,363,2005-06-16 17:30:27,2
3486,129,1,2.99,2005-07-29 04:47:37,8345,2005-07-29 04:47:37,1034,2005-08-02 07:25:37,1
11936,442,2,5.99,2005-07-31 13:32:18,9873,2005-07-31 13:32:18,667,2005-08-06 11:15:18,2
13766,511,2,3.99,2005-07-09 09:03:14,5164,2005-07-09 09:03:14,1170,2005-07-14 04:20:14,1
14532,540,1,3.99,2005-06-20 06:39:11,2953,2005-06-20 06:39:11,1829,2005-06-26 06:19:11,1
2872,106,1,6.99,2005-08-22 14:27:37,15154,2005-08-22 14:27:37,3395,2005-08-29 20:04:37,2
12097,448,2,2.99,2005-07-08 03:48:40,4537,2005-07-08 03:48:40,1305,2005-07-13 22:54:40,2
13314,494,1,4.99,2005-07-30 02:37:05,8934,2005-07-30 02:37:05,3223,2005-08-01 20:42:05,1
5142,189,1,4.99,2005-07-31 00:19:01,9506,2005-07-31 00:19:01,3872,2005-08-02 00:20:01,1
8022,296,1,0.99,2005-06-20 12:15:50,3034,2005-06-20 12:15:50,2755,2005-06-24 06:21:50,2
4558,168,2,0.99,2005-07-12 00:36:02,6444,2005-07-12 00:36:02,2214,2005-07-18 05:53:02,1
12900,477,1,4.99,2005-08-01 11:01:01,10500,2005-08-01 11:01:01,469,2005-08-06 08:59:01,2
8811,326,1,2.99,2005-07-27 05:48:36,7117,2005-07-27 05:48:36,2772,2005-08-01 00:33:36,1
10858,402,2,4.99,2005-06-18 22:00:50,2490,2005-06-18 22:00:50,1934,2005-06-19 23:45:50,2
7464,275,2,4.99,2005-08-21 22:12:45,14727,2005-08-21 22:12:45,650,2005-08-25 00:46:45,1
14704,547,1,0.99,2005-08-18 15:47:49,12579,2005-08-18 15:47:49,3021,2005-08-20 18:12:49,2
8243,304,1,10.99,2005-05-25 21:58:58,135,2005-05-25 21:58:58,103,2005-06-03 17:50:58,1
10908,403,1,0.99,2005-08-21 19:45:27,14662,2005-08-21 19:45:27,2969,2005-08-23 14:44:27,2
10507,388,2,2.99,2005-07-10 20:21:52,5899,2005-07-10 20:21:52,1391,2005-07-13 00:46:52,1
5687,209,2,9.99,2005-08-23 02:51:27,15510,2005-08-23 02:51:27,3239,2005-09-01 02:44:27,2
2828,105,2,3.99,2005-06-16 19:49:18,1789,2005-06-16 19:49:18,4264,2005-06-23 17:07:18,2
3662,135,1,0.99,2005-08-20 20:19:05,14005,2005-08-20 20:19:05,1415,2005-08-26 01:42:05,2
4542,167,1,1.99,2005-08-20 15:09:16,13870,2005-08-20 15:09:16,563,2005-08-28 10:00:16,2
11372,421,1,0.99,2005-05-30 12:53:01,931,2005-05-30 12:53:01,3384,2005-05-31 14:28:01,1
10082,372,2,9.99,2005-08-20 21:35:58,14037,2005-08-20 21:35:58,3655,2005-08-29 23:06:58,2
5644,208,1,2.99,2005-07-28 10:02:01,7861,2005-07-28 10:02:01,1781,2005-08-06 13:17:01,1
3196,119,1,0.99,2005-07-09 14:22:43,5268,2005-07-09 14:22:43,1083,2005-07-12 08:27:43,1
9907,366,2,2.99,2005-08-18 09:50:34,12413,2005-08-18 09:50:34,3466,2005-08-23 05:57:34,2
10923,404,2,0.99,2005-07-12 16:10:50,6779,2005-07-12 16:10:50,4468,2005-07-17 14:51:50,2
3852,142,2,4.99,2005-08-21 01:11:17,14116,2005-08-21 01:11:17,2356,2005-08-24 23:45:17,2
3451,128,2,2.99,2005-07-29 06:52:27,8415,2005-07-29 06:52:27,2903,2005-08-02 10:40:27,1
5160,190,1,5.99,2005-07-27 15:52:10,7386,2005-07-27 15:52:10,3569,2005-08-04 15:13:10,1
4556,168,1,5.99,2005-07-10 20:41:41,5907,2005-07-10 20:41:41,4432,2005-07-15 21:18:41,2
9562,354,1,4.99,2005-07-09 18:04:33,5354,2005-07-09 18:04:33,951,2005-07-15 18:19:33,1
3458,128,1,2.99,2005-08-01 06:58:17,10394,2005-08-01 06:58:17,1655,2005-08-05 02:09:17,1
220,8,1,1.99,2005-07-29 21:42:49,8809,2005-07-29 21:42:49,3278,2005-08-04 01:13:49,1
9872,365,1,2.99,2005-07-30 09:36:52,9122,2005-07-30 09:36:52,627,2005-08-05 13:20:52,1
3205,119,2,2.99,2005-08-01 12:49:44,10552,2005-08-01 12:49:44,4263,2005-08-04 16:20:44,2
14553,541,1,7.99,2005-05-31 03:16:15,1021,2005-05-31 03:16:15,2724,2005-06-08 06:43:15,2
15432,576,1,4.99,2005-07-06 18:22:10,3877,2005-07-06 18:22:10,2796,2005-07-07 23:38:10,1
15561,581,1,4.99,2005-05-30 21:11:19,976,2005-05-30 21:11:19,2290,2005-06-06 02:16:19,2
2648,98,2,2.99,2005-07-26 23:47:31,6951,2005-07-26 23:47:31,3348,2005-07-31 22:17:31,1
4553,168,2,5.99,2005-07-07 19:43:28,4363,2005-07-07 19:43:28,3202,2005-07-13 00:15:28,2
15195,567,2,2.99,2005-07-11 21:03:12,6358,2005-07-11 21:03:12,4527,2005-07-15 20:06:12,2
2124,78,2,1.99,2005-07-27 08:57:38,7200,2005-07-27 08:57:38,4406,2005-08-02 12:29:38,2
6832,253,2,5.99,2005-08-19 01:27:23,12827,2005-08-19 01:27:23,880,2005-08-27 02:22:23,2
2606,96,1,2.99,2005-07-10 09:44:32,5696,2005-07-10 09:44:32,128,2005-07-12 13:38:32,2
9729,360,2,0.99,2005-07-30 18:29:26,9352,2005-07-30 18:29:26,2619,2005-07-31 19:43:26,1
9971,368,2,1.99,2005-08-20 18:20:18,13963,2005-08-20 18:20:18,4145,2005-08-24 21:26:18,1
7049,261,1,5.99,2005-06-17 02:54:16,1877,2005-06-17 02:54:16,3404,2005-06-25 21:51:16,2
10224,377,1,2.99,2005-08-19 16:47:41,13249,2005-08-19 16:47:41,3084,2005-08-20 13:30:41,1
12064,447,1,4.99,2005-07-09 16:54:06,5331,2005-07-09 16:54:06,4181,2005-07-10 19:04:06,1
2258,83,2,4.99,2005-07-29 18:23:02,8729,2005-07-29 18:23:02,3342,2005-07-31 16:09:02,2
11282,417,1,7.99,2005-08-02 12:26:31,11217,2005-08-02 12:26:31,1201,2005-08-09 09:53:31,2
5547,204,2,4.99,2005-08-21 02:56:52,14163,2005-08-21 02:56:52,1007,2005-08-21 21:03:52,2
3952,146,2,1.99,2005-06-16 15:15:43,1724,2005-06-16 15:15:43,61,2005-06-23 10:14:43,2
15732,587,2,2.99,2005-08-22 21:13:46,15348,2005-08-22 21:13:46,3846,2005-08-24 17:06:46,1
3608,133,2,2.99,2005-08-19 19:48:07,13323,2005-08-19 19:48:07,1055,2005-08-23 15:28:07,1
15719,587,2,6.99,2005-07-12 11:29:14,6665,2005-07-12 11:29:14,2912,2005-07-19 11:26:14,2
8514,314,1,5.99,2005-07-11 11:44:41,6192,2005-07-11 11:44:41,4573,2005-07-19 10:12:41,1
11689,433,2,4.99,2005-08-23 01:45:07,15476,2005-08-23 01:45:07,2478,2005-08-26 21:07:07,2
10615,391,1,1.99,2005-08-17 22:41:10,12100,2005-08-17 22:41:10,4365,2005-08-24 21:31:10,2
6779,251,2,3.99,2005-08-17 20:48:32,12047,2005-08-17 20:48:32,3886,2005-08-26 00:07:32,1
12509,463,2,0.99,2005-07-11 17:25:55,6294,2005-07-11 17:25:55,1732,2005-07-15 17:48:55,1
10392,383,1,6.99,2005-08-23 16:44:25,15881,2005-08-23 16:44:25,617,2005-08-29 13:58:25,1
7233,267,2,0.99,2005-08-02 18:14:12,11373,2005-08-02 18:14:12,181,2005-08-06 23:37:12,1
4723,174,2,1.99,2005-06-21 20:45:51,3446,2005-06-21 20:45:51,1817,2005-06-26 17:02:51,1
4892,180,2,2.99,2005-06-19 13:31:52,2700,2005-06-19 13:31:52,928,2005-06-27 19:30:52,1
13426,498,1,2.99,2005-07-29 00:09:08,8229,2005-07-29 00:09:08,4272,2005-07-31 19:29:08,2
10284,380,2,0.99,2005-07-09 17:09:17,5339,2005-07-09 17:09:17,698,2005-07-10 21:07:17,2
15847,592,1,0.99,2005-06-19 08:32:00,2627,2005-06-19 08:32:00,2779,2005-06-24 04:31:00,2
8666,320,1,0.99,2005-07-29 00:30:06,8238,2005-07-29 00:30:06,2941,2005-08-02 22:52:06,2
11574,428,2,4.99,2005-08-01 13:46:38,10577,2005-08-01 13:46:38,2240,2005-08-06 11:35:38,2
5984,221,1,5.99,2005-07-09 04:20:35,5058,2005-07-09 04:20:35,917,2005-07-18 08:09:35,2
651,24,1,2.99,2005-08-18 22:22:45,12745,2005-08-18 22:22:45,262,2005-08-20 01:44:45,2
10411,384,1,1.99,2005-07-29 07:37:48,8445,2005-07-29 07:37:48,2792,2005-08-04 10:43:48,1
8356,308,2,3.99,2005-05-28 12:27:50,589,2005-05-28 12:27:50,4231,2005-06-03 07:15:50,2
7575,279,1,2.99,2005-08-19 16:14:41,13233,2005-08-19 16:14:41,1057,2005-08-24 21:13:41,1
6597,244,2,0.99,2005-07-09 22:48:04,5461,2005-07-09 22:48:04,53,2005-07-10 17:56:04,2
14758,550,1,0.99,2005-07-27 03:01:40,7030,2005-07-27 03:01:40,1277,2005-07-31 07:01:40,1
8498,313,2,2.99,2005-08-17 19:19:44,12011,2005-08-17 19:19:44,495,2005-08-23 00:56:44,2
15712,587,2,4.99,2005-06-17 13:27:16,2034,2005-06-17 13:27:16,1512,2005-06-22 08:53:16,2
7530,278,2,4.99,2005-06-17 16:48:55,2078,2005-06-17 16:48:55,2021,2005-06-19 18:01:55,1
13031,482,2,6.99,2005-08-22 04:11:02,14891,2005-08-22 04:11:02,288,2005-08-27 03:22:02,1
15164,566,1,9.99,2005-07-09 05:20:40,5079,2005-07-09 05:20:40,3948,2005-07-17 00:06:40,1
12058,447,2,0.99,2005-06-15 04:04:09,1230,2005-06-15 04:04:09,2324,2005-06-16 02:21:09,1
9085,336,2,0.99,2005-07-30 16:47:17,9306,2005-07-30 16:47:17,3983,2005-08-02 22:15:17,1
10086,372,2,0.99,2005-08-22 09:43:18,15041,2005-08-22 09:43:18,1913,2005-08-23 11:04:18,2
9379,347,2,1.99,2005-07-11 07:55:27,6121,2005-07-11 07:55:27,1613,2005-07-16 03:43:27,2
7107,263,2,1.99,2005-07-09 13:50:11,5254,2005-07-09 13:50:11,654,2005-07-13 09:07:11,1
14642,545,2,8.99,2005-07-06 09:56:09,3693,2005-07-06 09:56:09,2989,2005-07-15 06:50:09,2
1466,53,2,4.99,2005-07-06 19:12:37,3898,2005-07-06 19:12:37,3858,2005-07-11 15:50:37,1
10896,403,1,2.99,2005-08-01 09:01:04,10443,2005-08-01 09:01:04,1965,2005-08-04 09:07:04,2
11361,420,1,4.99,2005-07-12 06:57:40,6588,2005-07-12 06:57:40,1257,2005-07-16 04:27:40,1
2610,96,1,4.99,2005-07-30 17:05:29,9315,2005-07-30 17:05:29,444,2005-08-01 12:47:29,1
473,18,2,5.99,2005-06-17 19:52:42,2112,2005-06-17 19:52:42,1629,2005-06-25 00:00:42,2
4249,156,1,6.99,2005-07-30 20:33:53,9409,2005-07-30 20:33:53,3053,2005-08-05 18:32:53,2
6850,254,1,0.99,2005-07-10 02:35:41,5537,2005-07-10 02:35:41,1781,2005-07-13 07:11:41,2
14311,532,2,4.99,2005-07-08 23:36:13,4962,2005-07-08 23:36:13,4399,2005-07-15 03:39:13,1
13640,506,2,8.99,2005-07-08 17:01:02,4806,2005-07-08 17:01:02,214,2005-07-15 21:41:02,1
11529,426,1,4.99,2005-08-19 01:15:24,12822,2005-08-19 01:15:24,419,2005-08-20 06:38:24,1
317,12,2,0.99,2005-07-27 01:44:03,7008,2005-07-27 01:44:03,3659,2005-07-28 21:19:03,2
12255,454,1,2.99,2005-06-18 18:30:26,2437,2005-06-18 18:30:26,1799,2005-06-21 18:36:26,1
14823,552,2,2.99,2005-08-20 05:10:39,13574,2005-08-20 05:10:39,2383,2005-08-21 02:21:39,2
5153,190,1,4.99,2005-06-17 15:31:58,2057,2005-06-17 15:31:58,2803,2005-06-25 09:39:58,1
12169,451,1,6.99,2005-06-21 08:20:18,3316,2005-06-21 08:20:18,3271,2005-06-28 07:44:18,1
4819,177,2,0.99,2005-08-21 00:21:29,14093,2005-08-21 00:21:29,1176,2005-08-22 04:01:29,1
3581,132,1,6.99,2005-08-01 15:44:20,10638,2005-08-01 15:44:20,2239,2005-08-08 16:05:20,2
10337,381,1,0.99,2005-08-20 06:28:37,13614,2005-08-20 06:28:37,3736,2005-08-22 07:54:37,2
5762,212,2,4.99,2005-07-28 15:10:25,8000,2005-07-28 15:10:25,1644,2005-08-06 19:15:25,1
2563,94,1,8.99,2005-07-07 15:37:31,4287,2005-07-07 15:37:31,3558,2005-07-16 19:59:31,2
10710,395,1,2.99,2005-08-23 10:11:40,15698,2005-08-23 10:11:40,4465,2005-08-28 08:50:40,2
3450,128,2,4.99,2005-07-27 23:15:14,7582,2005-07-27 23:15:14,3941,2005-07-29 03:18:14,2
4041,148,1,10.99,2005-08-02 17:42:49,11357,2005-08-02 17:42:49,2644,2005-08-11 18:14:49,1
13795,512,2,9.99,2005-08-17 12:22:04,11818,2005-08-17 12:22:04,213,2005-08-25 15:59:04,2
13505,501,1,1.99,2005-08-17 04:44:33,11640,2005-08-17 04:44:33,1718,2005-08-21 09:29:33,2
13312,494,2,2.99,2005-07-29 04:16:40,8333,2005-07-29 04:16:40,823,2005-08-02 10:10:40,2
3463,128,2,5.99,2005-08-19 14:00:56,13181,2005-08-19 14:00:56,1256,2005-08-24 13:52:56,2
2095,77,2,0.99,2005-07-08 22:05:41,4928,2005-07-08 22:05:41,4363,2005-07-09 23:09:41,2
8677,321,1,0.99,2005-06-21 16:20:47,3410,2005-06-21 16:20:47,1197,2005-06-24 19:09:47,2
9435,349,1,2.99,2005-06-15 01:42:46,1197,2005-06-15 01:42:46,3812,2005-06-20 00:22:46,1
9832,363,1,5.99,2005-08-22 07:32:23,14983,2005-08-22 07:32:23,3579,2005-08-30 11:39:23,2
12796,473,2,7.99,2005-07-28 12:15:51,7928,2005-07-28 12:15:51,912,2005-08-05 06:34:51,1
10044,371,1,10.99,2005-08-02 07:38:44,11086,2005-08-02 07:38:44,552,2005-08-11 06:30:44,1
9557,354,1,2.99,2005-06-20 19:44:45,3139,2005-06-20 19:44:45,3474,2005-06-23 16:24:45,1
5637,208,1,5.99,2005-07-07 19:21:02,4354,2005-07-07 19:21:02,4423,2005-07-15 17:03:02,2
11973,444,2,1.99,2005-06-15 18:54:21,1441,2005-06-15 18:54:21,2095,2005-06-22 22:48:21,2
14046,522,1,2.99,2005-06-20 23:10:27,3188,2005-06-20 23:10:27,2471,2005-06-25 19:37:27,2
14106,524,1,6.99,2005-07-11 14:32:41,6240,2005-07-11 14:32:41,640,2005-07-20 18:38:41,1
762,28,2,0.99,2005-07-11 02:49:01,6032,2005-07-11 02:49:01,3792,2005-07-18 05:05:01,2
15626,583,2,6.99,2005-07-12 12:14:42,6684,2005-07-12 12:14:42,2817,2005-07-21 11:07:42,2
4766,176,1,1.99,2005-05-28 21:23:02,663,2005-05-28 21:23:02,3997,2005-06-02 17:39:02,2
9851,364,1,4.99,2005-08-18 14:51:03,12557,2005-08-18 14:51:03,313,2005-08-19 13:30:03,2
15954,595,2,0.99,2005-08-23 20:29:10,15994,2005-08-23 20:29:10,438,2005-08-28 01:41:10,2
4059,149,2,2.99,2005-06-15 23:58:53,1521,2005-06-15 23:58:53,4299,2005-06-18 03:10:53,1
4422,163,2,4.99,2005-06-15 07:00:50,1265,2005-06-15 07:00:50,982,2005-06-19 12:27:50,1
3331,123,1,2.99,2005-08-20 08:26:06,13668,2005-08-20 08:26:06,3659,2005-08-25 05:52:06,2
1129,41,1,2.99,2005-07-08 05:49:14,4575,2005-07-08 05:49:14,231,2005-07-11 04:08:14,2
12276,454,1,0.99,2005-08-22 00:44:57,14799,2005-08-22 00:44:57,1276,2005-08-24 20:08:57,2
13536,502,1,0.99,2005-08-02 15:37:59,11301,2005-08-02 15:37:59,676,2005-08-04 10:57:59,2
2370,87,2,7.99,2005-07-28 22:33:53,8187,2005-07-28 22:33:53,945,2005-08-03 03:54:53,1
5420,200,2,4.99,2005-06-15 10:10:49,1309,2005-06-15 10:10:49,2356,2005-06-16 12:44:49,1
12931,479,2,3.99,2005-06-17 16:33:17,2071,2005-06-17 16:33:17,2867,2005-06-23 21:51:17,1
6208,230,1,9.99,2005-07-31 19:20:18,10057,2005-07-31 19:20:18,3485,2005-08-08 17:59:18,2
5608,207,2,0.99,2005-07-09 01:26:22,5007,2005-07-09 01:26:22,3079,2005-07-12 20:48:22,1
13385,497,1,0.99,2005-07-08 06:00:17,4578,2005-07-08 06:00:17,1533,2005-07-10 06:58:17,2
4813,177,1,2.99,2005-08-01 16:48:31,10661,2005-08-01 16:48:31,3311,2005-08-02 21:02:31,1
6884,255,2,2.99,2005-08-19 13:09:54,13154,2005-08-19 13:09:54,2465,2005-08-26 16:40:54,1
7144,264,1,3.99,2005-08-17 00:25:06,11527,2005-08-17 00:25:06,162,2005-08-22 21:13:06,1
6445,239,2,5.99,2005-05-31 11:02:01,1082,2005-05-31 11:02:01,4510,2005-06-05 08:43:01,1
5678,209,2,6.99,2005-07-30 07:11:44,9054,2005-07-30 07:11:44,2860,2005-08-08 01:55:44,2
5095,187,2,9.99,2005-08-18 12:48:45,12490,2005-08-18 12:48:45,1577,2005-08-27 15:53:45,1
16046,599,1,1.99,2005-08-21 21:41:57,14719,2005-08-21 21:41:57,4091,2005-08-25 20:37:57,1
14971,559,1,4.99,2005-07-11 12:18:07,6201,2005-07-11 12:18:07,4530,2005-07-12 12:11:07,2
9404,348,2,4.99,2005-07-06 05:36:59,3610,2005-07-06 05:36:59,1509,2005-07-13 07:07:59,1
5321,197,2,3.99,2005-05-29 07:00:59,730,2005-05-29 07:00:59,3473,2005-06-06 01:17:59,1
5691,210,2,4.99,2005-07-06 02:57:01,3563,2005-07-06 02:57:01,4261,2005-07-14 02:25:01,2
13625,505,2,4.99,2006-02-14 15:16:03,15867,2006-02-14 15:16:03,837,,2
1457,53,2,5.99,2005-05-29 14:41:18,783,2005-05-29 14:41:18,3046,2005-06-06 10:39:18,2
