pagamento_id,cliente_id,personale_id,noleggio_id,ammontare,data_pagamento
4222,155,1,7077,3.99,2005-07-27 04:13:02
7171,265,1,9416,2.99,2005-07-30 20:52:45
3453,128,2,9234,2.99,2005-07-30 13:45:54
3970,146,1,11857,4.99,2005-08-17 13:48:30
11647,432,2,1597,2.99,2005-06-16 05:47:03
2778,103,1,4213,2.99,2005-07-07 11:53:49
1894,70,1,4061,0.99,2005-07-07 04:13:35
13333,495,1,2349,4.99,2005-06-18 12:25:14
15263,570,1,1259,4.99,2005-06-15 06:37:55
14216,528,2,5215,3.99,2005-07-09 11:47:58
5240,193,2,15164,4.99,2005-08-22 14:47:53
11878,440,2,12403,6.99,2005-08-18 09:31:05
1528,55,2,11287,1.99,2005-08-02 14:49:51
14828,553,2,1862,3.99,2005-06-17 01:29:30
15621,583,2,3991,9.99,2005-07-06 23:33:41
8165,300,2,15811,5.99,2005-08-23 14:43:46
1681,61,1,12072,9.99,2005-08-17 21:50:25
7148,264,2,13590,2.99,2005-08-20 05:48:59
2182,80,1,10656,6.99,2005-08-01 16:38:04
6017,222,1,8300,1.99,2005-07-29 02:57:59
4581,168,1,15894,0.99,2006-02-14 15:16:03
9144,338,2,10791,2.99,2005-08-01 21:41:52
2078,76,2,10082,0.99,2005-07-31 20:09:32
2010,74,2,12374,3.99,2005-08-18 08:07:45
13193,489,1,2802,4.99,2005-06-19 19:18:17
11061,408,1,15765,6.99,2005-08-23 13:06:19
8459,312,2,1419,0.99,2005-06-15 17:54:50
8141,300,1,3775,0.99,2005-07-06 13:27:33
6841,254,1,1285,2.99,2005-06-15 08:33:06
3720,138,1,523,2.99,2005-05-28 03:53:26
15537,580,2,3867,1.99,2005-07-06 17:52:19
7147,264,1,12518,4.99,2005-08-18 13:41:32
2079,76,2,10795,4.99,2005-08-01 21:56:37
2901,107,1,13079,1.98,2006-02-14 15:16:03
1449,52,2,14820,2.99,2005-08-22 01:18:37
12637,468,2,11633,4.99,2005-08-17 04:30:09
8724,323,2,729,2.99,2005-05-29 06:35:13
2926,108,1,12583,2.99,2005-08-18 15:51:36
14792,551,1,8986,0.99,2005-07-30 04:37:20
2646,98,2,3682,7.99,2005-07-06 09:22:48
9148,338,2,11719,5.99,2005-08-17 07:46:05
5462,201,2,13076,4.99,2005-08-19 10:10:26
10306,380,2,15748,2.99,2005-08-23 12:33:00
7980,295,1,1184,5.99,2005-06-15 00:49:36
15236,569,2,1668,5.99,2005-06-16 10:19:52
10298,380,1,12636,3.99,2005-08-18 18:00:29
9477,350,2,11504,0.99,2005-08-16 23:16:46
2113,78,1,2207,2.99,2005-06-18 02:19:21
5664,209,2,4071,5.99,2005-07-07 04:37:26
7756,286,1,12656,0.99,2005-08-18 18:58:35
15366,574,2,433,0.99,2005-05-27 16:40:40
14229,528,2,15880,6.99,2005-08-23 16:43:54
13654,506,2,13767,0.99,2005-08-20 11:43:36
7819,289,2,3123,6.99,2005-06-20 18:26:14
13372,496,2,14013,6.99,2005-08-20 20:42:50
10222,377,1,12390,1.99,2005-08-18 08:51:42
6754,250,1,14587,5.99,2005-08-21 17:20:55
6014,222,2,6129,2.99,2005-07-11 08:15:09
5777,213,1,2509,0.99,2005-06-18 23:44:08
4509,166,2,13582,4.99,2005-08-20 05:28:11
7325,270,1,12442,2.99,2005-08-18 10:50:07
787,29,2,2801,2.99,2005-06-19 19:18:09
57,2,2,14743,5.99,2005-08-21 22:41:56
403,15,2,12272,2.99,2005-08-18 04:39:10
13873,515,2,7429,3.99,2005-07-27 17:24:50
13793,512,2,10232,4.99,2005-08-01 01:50:55
15108,564,2,7470,10.99,2005-07-27 19:01:03
13006,481,2,14280,4.99,2005-08-21 06:39:58
15806,590,1,7010,4.99,2005-07-27 01:56:01
14765,550,2,10140,4.99,2005-07-31 22:03:20
3793,140,2,11430,3.99,2005-08-02 20:04:36
8372,308,1,11972,4.99,2005-08-17 17:55:46
9014,334,1,13,6.99,2005-05-25 00:22:55
13488,500,1,15584,2.99,2005-08-23 05:49:21
3297,122,2,6974,7.99,2005-07-27 00:39:16
5116,188,2,10719,4.99,2005-08-01 19:00:28
3804,141,2,4297,0.99,2005-07-07 16:24:09
6622,245,2,79,4.99,2005-05-25 12:11:07
1133,41,2,8008,6.99,2005-07-28 15:25:55
12300,455,2,13083,2.99,2005-08-19 10:26:45
8528,314,2,13120,3.99,2005-08-19 11:47:38
9021,334,2,5014,4.99,2005-07-09 01:51:49
9951,368,2,4066,0.99,2005-07-07 04:34:09
703,26,2,6243,2.99,2005-07-11 14:53:25
11847,439,2,8703,2.99,2005-07-29 17:12:44
14721,548,2,10318,0.99,2005-08-01 04:36:53
12918,478,2,10016,4.99,2005-07-31 18:13:06
4853,178,2,11927,3.99,2005-08-17 16:25:03
15119,564,2,12617,2.99,2005-08-18 17:22:48
8169,301,1,955,0.99,2005-05-30 16:59:03
3010,112,1,9217,4.99,2005-07-30 13:13:55
13240,491,2,3031,4.99,2005-06-20 11:52:49
10385,383,2,10993,0.99,2005-08-02 04:45:01
9972,368,1,14393,7.99,2005-08-21 10:22:51
12993,481,1,8243,6.99,2005-07-29 00:35:33
8827,327,1,1294,4.99,2005-06-15 09:09:27
7231,267,2,10048,4.99,2005-07-31 19:08:56
15978,596,1,13648,4.99,2005-08-20 07:48:10
5708,210,2,8738,0.99,2005-07-29 18:32:47
1484,54,2,198,4.99,2005-05-26 07:03:49
11447,423,2,14902,4.99,2005-08-22 04:31:50
7651,282,2,15430,0.99,2006-02-14 15:16:03
8129,299,1,11746,5.99,2005-08-17 09:03:24
2141,78,1,14810,2.99,2005-08-22 01:08:34
2913,108,1,4650,4.99,2005-07-08 09:32:08
7046,261,2,542,6.99,2005-05-28 06:42:13
1042,38,2,4644,4.99,2005-07-08 09:14:29
5730,211,2,6438,0.99,2005-07-12 00:23:01
4120,151,1,7189,0.99,2005-07-27 08:35:02
2980,111,2,3485,1.99,2005-07-05 23:25:54
83,3,2,14699,8.99,2005-08-21 20:50:48
5179,191,1,1278,0.99,2005-06-15 08:09:12
15867,592,2,12043,0.99,2005-08-17 20:38:21
9646,357,1,5896,0.99,2005-07-10 20:15:56
975,35,1,9579,6.99,2005-07-31 02:59:20
5654,208,1,13719,5.98,2006-02-14 15:16:03
9044,335,1,3329,4.99,2005-06-21 09:20:31
13320,494,1,10623,2.99,2005-08-01 15:22:38
10495,387,2,13645,0.99,2005-08-20 07:47:05
15370,574,1,2632,0.99,2005-06-19 08:51:47
2456,90,2,10206,7.99,2005-08-01 00:52:40
9829,363,2,12760,4.99,2005-08-18 23:03:19
12983,481,2,3293,0.99,2005-06-21 06:59:33
15592,582,1,3767,0.99,2005-07-06 13:07:27
6474,240,1,246,2.99,2005-05-26 13:57:07
15116,564,1,10528,2.99,2005-08-01 11:56:22
5861,216,1,1672,3.99,2005-06-16 10:37:34
6742,250,1,2432,4.99,2005-06-18 17:59:18
3781,140,1,1586,4.99,2005-06-16 04:51:18
6617,244,1,14367,0.99,2005-08-21 09:31:44
6787,251,1,14107,0.99,2006-02-14 15:16:03
4604,170,1,211,2.99,2005-05-26 08:33:10
5816,214,1,8663,4.99,2005-07-29 15:33:18
2845,105,1,13751,2.99,2005-08-20 11:17:03
7324,270,1,12192,2.99,2005-08-18 02:01:40
13020,482,2,6447,7.99,2005-07-12 00:45:17
6161,229,1,2200,4.99,2005-06-18 01:59:16
9833,363,2,15279,4.99,2005-08-22 19:08:49
9572,354,2,8321,4.99,2005-07-29 03:50:54
15700,586,1,11034,2.99,2005-08-02 05:54:53
2973,111,2,505,2.99,2005-05-28 02:06:37
11826,438,2,14582,5.99,2005-08-21 17:08:33
4641,171,1,5986,4.99,2005-07-11 00:54:56
4730,174,1,9847,2.99,2005-07-31 12:33:43
310,12,1,3411,0.99,2005-06-21 16:31:27
1136,41,2,8225,2.99,2005-07-28 23:59:29
10210,377,1,4077,0.99,2005-07-07 04:53:40
4070,149,1,5091,2.99,2005-07-09 05:52:54
7037,260,1,13685,3.99,2005-08-20 08:57:11
1836,67,1,9640,7.99,2005-07-31 05:33:25
1904,70,2,12218,4.99,2005-08-18 02:48:14
6088,225,2,14444,5.99,2005-08-21 12:07:25
4831,178,1,4915,2.99,2005-07-08 21:31:22
10538,389,1,6600,3.99,2005-07-12 07:41:48
418,16,1,335,3.99,2005-05-27 03:07:10
3245,120,2,11133,0.99,2005-08-02 09:15:45
5258,194,1,13515,0.99,2005-08-20 02:29:47
9885,366,1,3834,2.99,2005-07-06 16:19:56
3817,141,1,11411,2.99,2005-08-02 19:29:47
2384,87,1,14566,2.99,2005-08-21 16:25:05
221,8,2,9629,2.99,2005-07-31 04:54:43
13662,507,2,713,4.99,2005-05-29 04:10:17
14746,549,2,12747,4.99,2005-08-18 22:28:22
2925,108,2,11759,2.99,2005-08-17 09:41:23
621,23,1,10132,6.99,2005-07-31 21:50:24
12925,478,1,15724,4.99,2005-08-23 11:22:09
14025,521,2,5458,4.99,2005-07-09 22:35:49
15005,560,2,8906,4.99,2005-07-30 01:21:39
9756,361,2,8189,4.99,2005-07-28 22:36:26
5623,207,1,11724,6.99,2005-08-17 08:04:44
1875,69,2,6297,4.99,2005-07-11 17:37:22
1709,63,2,1818,0.99,2005-06-16 21:30:34
14545,540,2,11324,4.99,2005-08-02 16:31:17
247,9,2,11400,5.99,2005-08-02 19:00:52
5795,213,1,10449,2.99,2005-08-01 09:09:59
5605,207,1,4018,2.99,2005-07-07 01:10:33
7059,261,1,9842,4.99,2005-07-31 12:24:58
3063,114,1,3094,2.99,2005-06-20 16:06:51
1304,47,1,8863,3.99,2005-07-29 23:52:01
9019,334,1,3662,4.99,2005-07-06 08:11:48
12915,478,1,7522,2.99,2005-07-27 21:11:03
7339,271,2,10143,7.99,2005-07-31 22:11:43
7685,284,2,3296,0.99,2005-06-21 07:04:53
6180,229,2,13306,0.99,2005-08-19 18:57:29
1758,64,2,10185,0.99,2005-08-01 00:12:11
11884,440,2,15264,0.99,2005-08-22 18:27:38
5643,208,1,7315,0.99,2005-07-27 13:14:56
9361,346,2,11470,2.99,2005-08-02 21:48:28
4996,183,1,13536,4.99,2005-08-20 03:35:16
15573,581,1,5516,4.99,2005-07-10 01:13:52
15912,594,1,4037,5.99,2005-07-07 02:52:52
10360,382,2,12229,0.99,2005-08-18 03:08:23
15946,595,1,9631,2.99,2005-07-31 05:02:00
12900,477,1,10500,4.99,2005-08-01 11:01:01
3603,133,1,9175,0.99,2005-07-30 11:47:48
10417,384,2,15321,4.99,2005-08-22 20:20:04
7961,294,1,7765,4.99,2005-07-28 06:40:33
4463,164,2,8135,3.99,2005-07-28 20:03:25
14145,526,1,2828,2.99,2005-06-19 20:51:33
13758,511,1,819,3.99,2005-05-29 21:00:32
2837,105,2,8980,2.99,2005-07-30 04:22:15
13233,491,1,484,2.99,2005-05-27 23:26:45
7884,291,2,7564,0.99,2005-07-27 22:31:17
9547,353,1,14396,4.99,2005-08-21 10:24:54
5061,186,1,12348,5.99,2005-08-18 07:21:47
12052,446,2,12253,0.99,2005-08-18 04:00:50
6740,250,2,687,0.99,2005-05-29 00:32:09
9016,334,2,1187,4.99,2005-06-15 00:58:50
9857,364,1,15242,0.99,2005-08-22 17:48:10
15971,596,1,10756,2.99,2005-08-01 20:17:03
13114,486,1,909,8.99,2005-05-30 10:43:38
14581,542,2,5293,0.99,2005-07-09 15:17:23
6476,240,1,643,4.99,2005-05-28 18:52:11
6611,244,2,11157,0.99,2005-08-02 09:58:15
5870,216,1,10506,4.99,2005-08-01 11:16:05
337,13,1,6568,2.99,2005-07-12 05:45:47
120,5,2,5156,1.99,2005-07-09 08:51:42
2425,89,2,7729,4.99,2005-07-28 04:57:57
1358,50,1,794,4.99,2005-05-29 16:44:11
10571,390,1,8493,0.99,2005-07-29 09:04:31
8688,321,1,11722,2.99,2005-08-17 07:53:03
5523,204,2,1894,7.99,2005-06-17 04:18:48
8593,317,2,8062,2.99,2005-07-28 17:15:06
6408,237,2,11125,4.99,2005-08-02 08:55:35
2904,108,2,1055,0.99,2005-05-31 07:47:18
4246,156,2,6540,6.99,2005-07-12 04:51:13
14592,542,1,12819,0.99,2005-08-19 01:05:05
8163,300,1,14709,9.99,2005-08-21 21:07:59
16025,598,1,10054,4.99,2005-07-31 19:15:52
14299,531,2,10920,4.99,2005-08-02 02:14:10
4478,165,1,7074,2.99,2005-07-27 04:06:24
15527,579,2,14047,2.99,2005-08-20 22:00:43
3941,145,2,11954,2.99,2005-08-17 17:18:36
4396,161,2,14150,0.99,2005-08-21 02:23:03
14233,529,2,3354,0.99,2005-06-21 11:29:49
9323,345,1,6307,7.99,2005-07-11 18:04:29
3530,131,2,944,7.99,2005-05-30 15:26:24
15340,573,1,2995,1.99,2005-06-20 09:18:22
6434,238,2,11543,5.99,2005-08-17 00:54:28
5387,198,1,13768,5.99,2005-08-20 11:43:43
6090,226,1,3466,4.99,2005-06-21 22:13:33
13192,489,1,2370,7.99,2005-06-18 14:29:54
1088,39,1,10126,0.99,2005-07-31 21:36:07
13512,502,1,861,0.99,2005-05-30 02:48:32
874,31,2,12085,4.99,2005-08-17 22:17:09
8417,310,1,2480,5.99,2005-06-18 21:04:09
10893,403,2,9486,7.99,2005-07-30 23:35:42
12021,445,1,14955,4.99,2005-08-22 06:25:52
8304,306,1,7225,6.99,2005-07-27 09:47:12
2464,90,1,14608,1.99,2005-08-21 17:57:22
12470,462,2,1773,5.99,2005-06-16 18:13:43
3706,137,2,10842,5.99,2005-08-01 23:41:24
13215,490,1,4906,5.99,2005-07-08 20:59:13
14556,541,1,2708,6.99,2005-06-19 13:59:05
2215,81,1,15823,4.99,2005-08-23 15:08:00
2100,77,2,8942,4.99,2005-07-30 03:01:07
12035,446,2,5393,4.99,2005-07-09 19:35:12
5781,213,1,3252,2.99,2005-06-21 03:25:26
15054,562,2,3242,4.99,2005-06-21 02:56:24
185,7,2,4238,2.99,2005-07-07 13:22:20
4025,148,1,6640,8.99,2005-07-12 10:27:19
10080,372,2,13402,4.99,2005-08-19 22:16:53
6122,227,1,8219,2.99,2005-07-28 23:46:31
10654,393,2,6513,0.99,2005-07-12 03:44:43
8210,302,1,13916,2.99,2005-08-20 16:43:02
5776,213,1,2322,5.99,2005-06-18 09:44:21
13511,502,2,258,2.99,2005-05-26 15:28:14
3783,140,2,2332,6.99,2005-06-18 10:53:51
13292,493,2,13675,6.99,2005-08-20 08:32:51
9312,344,1,15215,2.99,2005-08-22 16:55:26
12274,454,2,13694,8.99,2005-08-20 09:13:23
8712,322,2,8142,4.99,2005-07-28 20:21:54
15082,563,2,4776,5.99,2005-07-08 15:44:20
14407,535,2,5890,8.99,2005-07-10 20:00:25
13949,518,2,7154,4.99,2005-07-27 07:16:17
3193,119,2,3388,5.99,2005-06-21 14:34:51
13618,505,1,10896,2.99,2005-08-02 01:19:33
524,20,1,6254,2.99,2005-07-11 15:10:18
9441,349,2,4494,5.99,2005-07-08 01:42:45
13622,505,1,14398,2.99,2005-08-21 10:27:21
12756,472,1,2974,0.99,2005-06-20 08:00:24
14243,529,2,8708,2.99,2005-07-29 17:24:13
10147,374,1,15200,2.99,2005-08-22 16:22:53
13013,482,2,3650,2.99,2005-07-06 07:34:15
14876,555,1,8245,3.99,2005-07-29 00:37:09
1268,46,2,5698,4.99,2005-07-10 09:47:00
15225,568,1,11331,2.99,2005-08-02 16:49:01
15645,584,2,6954,0.99,2005-07-26 23:55:13
9449,349,1,9670,5.99,2005-07-31 06:33:33
5082,187,2,3709,10.99,2005-07-06 10:26:56
10972,405,1,12792,0.99,2006-02-14 15:16:03
4447,163,1,15520,8.99,2005-08-23 03:30:45
1191,43,2,7868,4.99,2005-07-28 10:08:55
11875,440,1,9001,4.99,2005-07-30 04:59:41
8082,298,2,2385,3.99,2005-06-18 15:22:40
15122,564,1,13701,0.99,2005-08-20 09:27:05
2235,82,1,9447,6.99,2005-07-30 21:54:22
12082,447,1,15108,2.99,2005-08-22 12:10:07
7627,282,2,564,0.99,2005-05-28 09:12:09
745,27,2,12021,5.99,2005-08-17 19:52:43
9617,356,1,7758,1.99,2005-07-28 06:23:41
1650,60,2,1482,4.99,2005-06-15 21:18:16
10573,390,2,9314,2.99,2005-07-30 17:05:19
3428,127,1,10973,7.99,2005-08-02 04:09:42
2908,108,1,2210,2.99,2005-06-18 02:27:01
6973,258,1,10393,0.99,2005-08-01 06:52:50
1085,39,1,9431,1.99,2005-07-30 21:24:22
4709,173,2,9512,2.99,2005-07-31 00:26:30
11551,427,2,10560,4.99,2005-08-01 13:04:57
9426,348,2,13238,2.99,2005-08-19 16:20:56
7582,279,1,15606,2.99,2005-08-23 06:50:27
6732,249,1,11159,4.99,2005-08-02 10:00:55
14797,551,2,12208,4.99,2005-08-18 02:25:25
15552,580,2,10965,3.99,2005-08-02 04:00:19
187,7,1,4856,4.99,2005-07-08 18:47:38
11157,412,2,8330,8.99,2005-07-29 04:09:07
3391,126,1,3725,4.99,2005-07-06 11:15:04
138,5,1,12797,2.99,2005-08-19 00:24:08
3924,145,1,3647,5.99,2005-07-06 07:29:17
7041,260,2,14441,2.99,2005-08-21 11:59:38
3727,138,1,5600,1.99,2005-07-10 04:55:45
3734,138,2,8160,3.99,2005-07-28 21:10:30
9513,352,1,1678,4.99,2005-06-16 11:08:28
5263,195,1,4315,2.99,2005-07-07 17:40:26
11183,413,1,11532,0.99,2005-08-17 00:34:14
7936,293,2,5765,3.99,2005-07-10 13:03:02
1920,71,2,5814,4.99,2005-07-10 15:46:50
10540,389,1,7896,8.99,2005-07-28 11:00:58
3406,126,1,11801,0.99,2005-08-17 11:30:11
15095,563,1,12202,1.99,2005-08-18 02:14:08
13288,493,1,8616,2.99,2005-07-29 13:39:09
8303,306,1,6953,4.99,2005-07-26 23:52:47
14303,531,1,11666,2.99,2005-08-17 05:45:10
14010,520,1,12647,5.99,2005-08-18 18:29:51
545,21,2,463,3.99,2005-05-27 20:11:47
7888,291,2,9201,5.99,2005-07-30 12:42:21
13207,489,1,15205,0.99,2005-08-22 16:32:23
15456,576,1,13464,0.0,2006-02-14 15:16:03
15917,594,1,8567,1.99,2005-07-29 11:37:30
5553,205,1,1767,0.99,2005-06-16 18:01:36
11086,410,1,2073,2.99,2005-06-17 16:33:59
1563,56,2,15702,7.99,2005-08-23 10:23:28
14728,549,1,6,0.99,2005-05-24 23:08:07
9253,342,1,10242,4.99,2005-08-01 02:18:12
620,23,2,9718,3.99,2005-07-31 08:25:03
11870,440,2,5731,2.99,2005-07-10 11:31:52
1455,53,1,378,2.99,2005-05-27 09:23:22
14150,526,1,4423,6.99,2005-07-07 22:11:28
8643,319,2,9044,0.99,2005-07-30 06:35:21
7689,284,2,4931,7.99,2005-07-08 22:16:18
4223,155,1,7492,2.99,2005-07-27 19:54:18
3820,141,1,12093,2.99,2005-08-17 22:28:40
8494,313,2,9836,2.99,2005-07-31 12:12:00
108,5,1,731,0.99,2005-05-29 07:25:16
5800,213,2,14374,2.99,2006-02-14 15:16:03
3086,114,1,15485,0.99,2005-08-23 02:04:57
6577,243,2,7165,0.99,2005-07-27 07:36:46
8206,302,2,10329,0.99,2005-08-01 04:56:13
7223,267,1,6070,0.99,2005-07-11 04:47:42
12284,455,1,1802,1.99,2005-06-16 20:23:30
11807,438,2,5316,4.99,2005-07-09 16:09:42
11254,416,2,8588,2.99,2005-07-29 12:22:20
711,26,1,11744,5.99,2005-08-17 08:54:30
9831,363,1,14694,2.99,2005-08-21 20:46:42
7625,282,2,48,1.99,2005-05-25 06:20:46
6432,238,2,9841,7.99,2005-07-31 12:24:19
9784,362,1,6204,4.99,2005-07-11 12:29:22
7124,263,1,15322,4.99,2005-08-22 20:20:30
11222,415,2,6491,5.99,2005-07-12 02:28:31
5393,199,1,499,7.99,2005-05-28 01:05:07
7294,269,1,11014,4.99,2005-08-02 05:12:22
7240,267,1,15208,3.99,2005-08-22 16:35:47
5851,215,2,14126,0.99,2005-08-21 01:32:17
10903,403,2,11558,0.99,2005-08-17 01:19:52
5942,219,1,13765,4.99,2005-08-20 11:39:00
6335,235,2,9519,6.99,2005-07-31 00:45:57
14361,533,1,10380,2.99,2005-08-01 06:34:36
1897,70,2,7421,7.99,2005-07-27 17:10:05
1187,43,2,5941,4.99,2005-07-10 22:40:47
14845,553,2,9272,4.99,2005-07-30 15:05:22
12524,463,1,14859,2.99,2005-08-22 02:46:35
2347,86,2,10584,6.99,2005-08-01 13:58:47
8910,330,2,1511,5.99,2005-06-15 22:45:06
11143,411,2,13656,7.99,2005-08-20 08:01:07
13305,494,2,4397,5.99,2005-07-07 21:14:54
3398,126,2,6755,6.99,2005-07-12 15:07:49
7648,282,1,13278,2.99,2005-08-19 17:57:53
13131,486,2,9142,0.99,2005-07-30 10:21:03
5842,215,2,5967,8.99,2005-07-11 00:02:19
4784,176,2,7521,2.99,2005-07-27 21:04:42
9123,337,2,15241,4.99,2005-08-22 17:47:40
2159,79,1,9814,1.99,2005-07-31 11:29:46
8768,324,1,9651,4.99,2005-07-31 05:48:49
12797,473,1,9025,4.99,2005-07-30 05:50:08
12585,467,2,2870,9.99,2005-06-20 00:17:46
9729,360,2,9352,0.99,2005-07-30 18:29:26
9576,354,1,9130,2.99,2005-07-30 09:55:10
6982,259,1,1147,5.99,2005-05-31 20:37:52
13886,515,2,14414,0.99,2005-08-21 11:08:17
7889,291,2,9919,7.99,2005-07-31 14:55:46
5950,220,1,1832,0.99,2005-06-16 22:35:20
5291,196,2,3271,5.99,2005-06-21 05:16:10
7998,295,2,6331,3.99,2005-07-11 19:17:21
5296,196,2,5353,3.99,2005-07-09 18:04:29
8667,320,2,8794,4.99,2005-07-29 20:59:38
5576,206,2,4107,4.99,2005-07-07 06:36:32
13459,499,2,13822,3.99,2005-08-20 13:39:28
1969,72,2,15146,2.99,2005-08-22 13:57:55
5227,193,1,4892,6.99,2005-07-08 20:06:25
4615,170,2,5685,7.99,2005-07-10 09:01:38
8877,329,2,2024,0.99,2005-06-17 13:00:51
1908,70,2,15238,0.99,2005-08-22 17:46:12
1259,46,1,1166,4.99,2005-06-14 23:17:03
9858,365,2,120,5.99,2005-05-25 19:37:47
6984,259,2,1723,7.99,2005-06-16 15:14:18
9655,357,2,9233,3.99,2005-07-30 13:44:15
11725,435,2,6051,4.99,2005-07-11 03:46:41
2505,92,1,456,4.99,2005-05-27 19:50:06
8818,326,1,10108,0.99,2005-07-31 21:02:14
1122,40,1,14260,6.99,2005-08-21 06:01:08
11354,420,1,4176,4.99,2005-07-07 10:03:34
8568,316,2,6988,4.99,2005-07-27 01:00:08
2325,86,1,66,1.99,2005-05-25 09:35:12
14181,527,1,1398,2.99,2005-06-15 16:28:42
6008,222,1,1368,8.99,2005-06-15 14:27:47
3573,132,2,5715,1.99,2005-07-10 10:48:03
15799,590,1,4710,2.99,2005-07-08 12:04:53
2077,76,2,9312,2.99,2005-07-30 16:59:17
15016,560,1,14436,2.99,2005-08-21 11:48:27
15560,580,1,15947,4.99,2005-08-23 18:54:32
14735,549,1,4447,0.99,2005-07-07 23:15:28
12010,445,1,10007,0.99,2005-07-31 17:54:58
4746,175,1,7771,0.99,2005-07-28 06:52:12
14401,535,1,3228,4.99,2005-06-21 02:20:24
538,20,2,13317,2.99,2005-08-19 19:25:42
13461,499,1,15587,7.99,2005-08-23 06:00:28
1980,73,1,7683,4.99,2005-07-28 03:11:29
15788,589,1,14544,0.99,2005-08-21 15:41:01
543,20,1,15460,2.99,2005-08-23 01:10:42
8375,308,2,12838,6.99,2005-08-19 01:51:50
2258,83,2,8729,4.99,2005-07-29 18:23:02
15377,574,1,5076,3.99,2005-07-09 05:13:22
2221,82,2,1570,0.99,2005-06-16 03:21:33
3569,132,2,4903,0.99,2005-07-08 20:50:05
10183,376,1,4869,4.99,2005-07-08 19:14:05
1278,46,2,12095,4.99,2005-08-17 22:32:37
10644,393,2,1915,1.99,2005-06-17 05:28:28
217,8,2,5341,2.99,2005-07-09 17:13:23
2059,75,2,13534,8.97,2006-02-14 15:16:03
149,6,1,1575,3.99,2005-06-16 03:41:38
12847,475,2,5469,2.99,2005-07-09 23:08:07
12272,454,2,13496,8.99,2005-08-20 01:42:29
5109,188,2,5729,5.99,2005-07-10 11:27:25
7146,264,1,11539,2.99,2005-08-17 00:45:41
8619,318,1,7649,0.99,2005-07-28 01:37:26
2902,107,1,15497,0.0,2006-02-14 15:16:03
7155,265,1,2598,2.99,2005-06-19 05:59:57
7293,269,1,10908,4.99,2005-08-02 01:53:06
12767,472,2,9926,6.99,2005-07-31 15:11:51
9222,341,2,3938,4.99,2005-07-06 21:15:45
15650,584,2,9451,3.99,2005-07-30 22:10:17
14582,542,1,5477,6.99,2005-07-09 23:43:49
15536,580,2,3571,1.99,2005-07-06 03:32:31
12441,461,2,3127,5.99,2005-06-20 18:39:43
8693,321,1,15673,6.99,2005-08-23 09:12:50
1067,38,1,15738,5.99,2005-08-23 11:55:50
710,26,1,11338,0.99,2005-08-02 17:00:12
7926,293,1,1829,5.99,2005-06-16 22:14:21
13439,499,2,5392,2.99,2005-07-09 19:32:30
14760,550,1,8628,6.99,2005-07-29 14:06:24
6894,256,1,1555,2.99,2005-06-16 02:17:07
10580,390,1,13501,0.99,2005-08-20 01:56:20
9258,342,1,12404,4.99,2005-08-18 09:36:34
11195,414,1,3318,5.99,2005-06-21 08:23:05
3691,137,1,5106,2.99,2005-07-09 06:40:24
5038,185,2,11355,0.99,2005-08-02 17:37:43
11898,441,1,6941,5.99,2005-07-26 23:18:49
865,31,1,4122,6.99,2005-07-07 07:15:35
9797,362,1,12854,6.99,2005-08-19 02:18:51
8297,306,2,2836,6.99,2005-06-19 21:58:21
11788,437,2,10009,8.99,2005-07-31 18:00:28
5741,211,2,11963,3.99,2005-08-17 17:35:47
3166,117,1,15432,2.99,2005-08-23 00:26:52
8025,296,1,3810,2.99,2005-07-06 15:18:44
13322,494,1,11987,5.99,2005-08-17 18:21:59
223,8,2,10561,2.99,2005-08-01 13:05:35
1117,40,2,12877,2.99,2005-08-19 03:16:58
12931,479,2,2071,3.99,2005-06-17 16:33:17
13695,508,2,7322,3.99,2005-07-27 13:37:26
13589,504,2,7807,2.99,2005-07-28 07:58:27
15501,578,1,10779,7.99,2005-08-01 21:11:54
10782,398,2,12528,2.99,2005-08-18 13:52:41
9454,349,1,11905,3.99,2005-08-17 15:40:18
15040,561,1,10907,4.99,2005-08-02 01:51:48
15663,584,2,14447,4.99,2005-08-21 12:12:05
10113,373,1,12142,5.99,2005-08-18 00:04:12
5164,190,2,11158,6.99,2005-08-02 09:58:28
14433,536,1,3483,4.99,2005-07-05 23:13:51
12600,467,2,10239,0.99,2005-08-01 02:09:22
2329,86,1,2141,4.99,2005-06-17 21:41:34
4144,152,1,9010,5.99,2005-07-30 05:12:04
15637,584,1,626,4.99,2005-05-28 16:58:09
8154,300,2,9791,0.99,2005-07-31 10:35:22
15132,565,1,3838,2.99,2005-07-06 16:29:43
352,13,2,13096,4.99,2005-08-19 10:49:03
12493,462,2,12582,0.99,2005-08-18 15:51:12
7347,272,1,33,0.99,2005-05-25 04:18:51
12231,453,2,4805,2.99,2005-07-08 16:59:12
573,21,1,13740,4.99,2005-08-20 10:48:43
12103,448,1,11798,9.99,2005-08-17 11:21:43
2722,101,2,8825,1.99,2005-07-29 22:24:16
12444,461,2,4586,2.99,2005-07-08 06:12:33
15889,593,2,9329,6.99,2005-07-30 17:42:38
8027,296,2,5090,0.99,2005-07-09 05:48:22
4906,180,1,12313,8.99,2005-08-18 06:07:31
13102,485,1,9053,4.99,2005-07-30 07:07:39
4534,167,1,8793,0.99,2005-07-29 20:57:22
1471,53,1,9928,7.99,2005-07-31 15:13:57
14482,538,1,2682,4.99,2005-06-19 12:18:17
