assays_ss_d,assays_cnfdnc_scr,assays_vrnt_d,assays_ss_ctgr,assays_tss_d,assays_ss_sbclllr_frctn,assays_ss_tst_tp,assays_ss_rgnsm,assays_src_ss_d,assays_src_d,assays_rltnshp_tp,assays_ss_cll_tp,assays_td,assays_crtd_b,assays_chmbl_d,assays_cll_d,assays_b_frmt
8073,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL619433,,BAO_0000218
8074,0,,,1969.0,,,,,1,U,,22224,Autocuration,CHEMBL619434,,BAO_0000218
8075,1,,,1977.0,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL619435,,BAO_0000218
8076,0,,,1969.0,,,,,1,U,,22224,Autocuration,CHEMBL619436,,BAO_0000019
8077,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619437,,BAO_0000218
8078,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL619438,,BAO_0000218
8079,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL619439,,BAO_0000218
8080,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619440,,BAO_0000218
8081,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL619441,,BAO_0000218
8082,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619442,,BAO_0000218
8083,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL875156,,BAO_0000019
8084,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL619443,,BAO_0000019
8085,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL619444,,BAO_0000019
8086,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL623464,,BAO_0000019
8087,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL623465,,BAO_0000218
8088,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623466,,BAO_0000218
8089,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623467,,BAO_0000218
8090,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623468,,BAO_0000218
8091,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622660,,BAO_0000218
8092,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622661,,BAO_0000218
8093,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622662,,BAO_0000218
8094,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622663,,BAO_0000218
8095,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622664,,BAO_0000218
8096,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622665,,BAO_0000218
8097,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622666,,BAO_0000218
8098,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621615,,BAO_0000218
8099,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621616,,BAO_0000218
8100,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621617,,BAO_0000218
8101,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621618,,BAO_0000218
8102,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621619,,BAO_0000218
8103,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621620,,BAO_0000218
8104,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621786,,BAO_0000218
8105,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621787,,BAO_0000218
8106,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621788,,BAO_0000218
8107,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621789,,BAO_0000218
8108,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621790,,BAO_0000218
8109,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621791,,BAO_0000218
8110,1,,,,Microsomes,In vitro,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621792,,BAO_0000218
8111,1,,,,Microsomes,In vitro,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621793,,BAO_0000218
8112,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621794,,BAO_0000218
8113,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621795,,BAO_0000218
8114,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621796,,BAO_0000218
8115,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,Hepatocyte,50597,Intermediate,CHEMBL621797,401.0,BAO_0000218
8116,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621798,,BAO_0000218
8117,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621799,,BAO_0000218
8118,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621800,,BAO_0000218
8119,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621801,,BAO_0000218
8120,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621802,,BAO_0000218
8121,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618596,,BAO_0000218
8122,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618597,,BAO_0000218
8123,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618598,,BAO_0000218
8124,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618599,,BAO_0000218
8125,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618600,,BAO_0000218
8126,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618601,,BAO_0000218
8127,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618602,,BAO_0000218
8128,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618603,,BAO_0000218
8129,1,,,2107.0,,Ex vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618604,,BAO_0000218
8130,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618605,,BAO_0000218
8131,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618606,,BAO_0000218
8132,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618607,,BAO_0000218
8133,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618608,,BAO_0000218
8134,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618609,,BAO_0000218
8135,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618610,,BAO_0000218
8136,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618611,,BAO_0000218
8137,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618612,,BAO_0000218
8138,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618613,,BAO_0000218
8139,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621076,,BAO_0000218
8140,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621077,,BAO_0000218
8141,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621078,,BAO_0000218
8142,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621251,,BAO_0000218
8143,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621252,,BAO_0000218
8144,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621253,,BAO_0000218
8145,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621254,,BAO_0000218
8146,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621255,,BAO_0000218
8147,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621256,,BAO_0000218
8148,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621257,,BAO_0000218
8149,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621258,,BAO_0000218
8150,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621259,,BAO_0000218
8151,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621260,,BAO_0000218
8152,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL876494,,BAO_0000218
8153,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621261,,BAO_0000218
8154,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621262,,BAO_0000218
8155,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621263,,BAO_0000218
8156,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621264,,BAO_0000218
8157,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621265,,BAO_0000218
8158,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621266,,BAO_0000218
8159,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621267,,BAO_0000218
8160,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621268,,BAO_0000218
8161,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621269,,BAO_0000218
8162,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621270,,BAO_0000218
8163,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621271,,BAO_0000218
8164,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621272,,BAO_0000218
8165,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621273,,BAO_0000218
8166,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621274,,BAO_0000218
8167,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL876495,,BAO_0000218
8168,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621275,,BAO_0000218
8169,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621276,,BAO_0000218
8170,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621277,,BAO_0000218
8171,1,,,160.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621278,,BAO_0000218
8172,1,,,160.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621279,,BAO_0000218
8173,1,,,160.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621280,,BAO_0000218
8174,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621281,,BAO_0000218
8175,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621282,,BAO_0000218
8176,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621283,,BAO_0000218
8177,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621284,,BAO_0000218
8178,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621285,,BAO_0000218
8179,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621286,,BAO_0000218
8180,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623220,,BAO_0000218
8181,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623221,,BAO_0000218
8182,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL876029,,BAO_0000218
8183,1,,,945.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623222,,BAO_0000218
8184,1,,,945.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623223,,BAO_0000218
8185,1,,,945.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621445,,BAO_0000218
8186,1,,,178.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621446,,BAO_0000218
8187,1,,,178.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621447,,BAO_0000218
8188,1,,,178.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619681,,BAO_0000218
8189,1,,,178.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619682,,BAO_0000218
8190,1,,,178.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619683,,BAO_0000218
8191,1,,,955.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619684,,BAO_0000218
8192,1,,,955.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619685,,BAO_0000218
8193,1,,,955.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619686,,BAO_0000218
8194,1,,,955.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619687,,BAO_0000218
8195,1,,,955.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619688,,BAO_0000218
8196,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619689,,BAO_0000218
8197,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619690,,BAO_0000218
8198,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619691,,BAO_0000218
8199,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619692,,BAO_0000218
8200,1,,,,,,Rattus norvegicus,,1,N,,50597,Expert,CHEMBL619693,,BAO_0000218
8201,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619694,,BAO_0000218
8202,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619695,,BAO_0000218
8203,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619696,,BAO_0000218
8204,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619697,,BAO_0000218
8205,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619698,,BAO_0000218
8206,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619699,,BAO_0000218
8207,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619700,,BAO_0000218
8208,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619701,,BAO_0000218
8209,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619702,,BAO_0000218
8210,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620335,,BAO_0000218
8211,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620336,,BAO_0000218
8212,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620337,,BAO_0000218
8213,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620520,,BAO_0000218
8214,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620521,,BAO_0000218
8215,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL875825,,BAO_0000218
8216,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620522,,BAO_0000218
8217,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620523,,BAO_0000218
8218,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620524,,BAO_0000218
8219,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620525,,BAO_0000218
8220,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620526,,BAO_0000218
8221,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620527,,BAO_0000218
8222,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620528,,BAO_0000218
8223,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620529,,BAO_0000218
8224,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620530,,BAO_0000218
8225,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620531,,BAO_0000218
8226,0,,,,,In vivo,Macaca mulatta,,1,U,,22224,Intermediate,CHEMBL620532,,BAO_0000218
8227,0,,,,,In vivo,Rattus norvegicus,,1,U,,22224,Intermediate,CHEMBL620533,,BAO_0000218
8228,0,,,,,In vivo,Rattus norvegicus,,1,U,,22224,Intermediate,CHEMBL620534,,BAO_0000218
8229,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620535,,BAO_0000218
8230,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL875826,,BAO_0000218
8231,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620536,,BAO_0000218
8232,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620537,,BAO_0000218
8233,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618526,,BAO_0000218
8234,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618527,,BAO_0000218
8235,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618528,,BAO_0000218
8236,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618529,,BAO_0000218
8237,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618530,,BAO_0000218
8238,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618531,,BAO_0000218
8239,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618532,,BAO_0000218
8240,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618533,,BAO_0000218
8241,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618534,,BAO_0000218
8242,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618535,,BAO_0000218
8243,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618536,,BAO_0000218
8244,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618537,,BAO_0000218
8245,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618538,,BAO_0000218
8246,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618539,,BAO_0000218
8247,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618540,,BAO_0000218
8248,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618541,,BAO_0000218
8249,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618542,,BAO_0000218
8250,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622544,,BAO_0000218
8251,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622545,,BAO_0000218
8252,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622546,,BAO_0000218
8253,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622547,,BAO_0000218
8254,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622548,,BAO_0000218
8255,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622549,,BAO_0000218
8256,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622550,,BAO_0000218
8257,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL622551,,BAO_0000218
8258,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622552,,BAO_0000218
8259,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622553,,BAO_0000218
8260,0,,,,,In vivo,,,1,U,,22224,Autocuration,CHEMBL622554,,BAO_0000218
8261,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL622555,,BAO_0000218
8262,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL622556,,BAO_0000218
8263,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL622557,,BAO_0000218
8264,1,,,178.0,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL622558,,BAO_0000218
8265,1,,,178.0,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL622559,,BAO_0000218
8266,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL622560,,BAO_0000218
8267,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622561,,BAO_0000218
8268,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622562,,BAO_0000218
8269,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622563,,BAO_0000218
8270,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL622564,,BAO_0000019
8271,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL622565,,BAO_0000019
8272,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL622566,,BAO_0000218
8273,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL624515,,BAO_0000218
8274,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL624516,,BAO_0000218
8275,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL624517,,BAO_0000019
8276,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL624518,,BAO_0000218
8277,1,,,,,,Macaca fascicularis,,1,N,,100710,Intermediate,CHEMBL624519,,BAO_0000218
8278,1,,,,,,Macaca fascicularis,,1,N,,100710,Intermediate,CHEMBL624520,,BAO_0000218
8279,1,,,,,,Macaca fascicularis,,1,N,,100710,Intermediate,CHEMBL624521,,BAO_0000218
8280,1,,,,,,Macaca fascicularis,,1,N,,100710,Intermediate,CHEMBL624522,,BAO_0000218
8281,1,,,,,,Macaca fascicularis,,1,N,,100710,Intermediate,CHEMBL624523,,BAO_0000218
8282,1,,,,,,Macaca fascicularis,,1,N,,100710,Intermediate,CHEMBL624409,,BAO_0000218
8283,1,,,,,,Macaca fascicularis,,1,N,,100710,Intermediate,CHEMBL624410,,BAO_0000218
8284,1,,,,,,Macaca fascicularis,,1,N,,100710,Intermediate,CHEMBL624411,,BAO_0000218
8285,1,,,,,,Macaca fascicularis,,1,N,,100710,Intermediate,CHEMBL623531,,BAO_0000218
8286,1,,,,,,Macaca fascicularis,,1,N,,100710,Intermediate,CHEMBL623532,,BAO_0000218
8287,1,,,,,,Macaca fascicularis,,1,N,,100710,Intermediate,CHEMBL623533,,BAO_0000218
8288,1,,,,,,Macaca fascicularis,,1,N,,100710,Intermediate,CHEMBL623534,,BAO_0000218
8289,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL623535,,BAO_0000218
8290,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL623536,,BAO_0000218
8291,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL623537,,BAO_0000218
8292,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL623538,,BAO_0000218
8293,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL623539,,BAO_0000218
8294,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL623540,,BAO_0000218
8295,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL623541,,BAO_0000218
8296,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL623542,,BAO_0000218
8297,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL623543,,BAO_0000218
8298,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL623544,,BAO_0000218
8299,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL623545,,BAO_0000218
8300,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL623546,,BAO_0000218
8301,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623547,,BAO_0000218
8302,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623548,,BAO_0000218
8303,1,,,2107.0,Microsomes,In vitro,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623549,,BAO_0000218
8304,1,,,2107.0,Microsomes,In vitro,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623550,,BAO_0000218
8305,1,,,2107.0,,In vitro,Rattus norvegicus,,1,N,Hepatocyte,50597,Intermediate,CHEMBL875276,401.0,BAO_0000218
8306,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621872,,BAO_0000218
8307,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621873,,BAO_0000218
8308,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621874,,BAO_0000218
8309,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621875,,BAO_0000218
8310,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621876,,BAO_0000218
8311,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621877,,BAO_0000218
8312,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621878,,BAO_0000218
8313,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621879,,BAO_0000218
8314,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621880,,BAO_0000218
8315,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621881,,BAO_0000218
8316,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621882,,BAO_0000218
8317,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL875283,,BAO_0000218
