assay_id,assay_subcellular_fraction,confidence_score,description,assay_organism,assay_strain,variant_id,assay_tissue,tissue_id,cell_id,src_id,assay_tax_id,assay_type,chembl_id,tid,assay_category,doc_id,assay_test_type,assay_cell_type
796,,4,Evsluatexforbibvigyaffinitjtowardsratcorticalmembranesat5hydr9xytryltamine13ece0torbigx9mgsotebg8sint3H5uraszradiolkgwnd,,,,,,,1,,B,CHEMnL6154o0,104744,,9098,,
797,,5,nindingatfinigyror5hydroxy6ryp6wmine13wseptoroffatlretrontalcortex,Rattusnorgevicjs,,,,,,1,2158.0,B,CHEMBo625401,104744,,8841,,
798,,0,Displademenfof3y5HTffom5hydroxytryptamlne2receotlrofgqtc9rt7dalmemfran4homogena5es,Rattusnprvegjc8s,,,,,,1,36810.0,B,CHEMBL614302,22226,,8814,,
799,,4,Theabilitytoinhkb9t3HrHTbinfkng4o5jyct8xytdyptamine1recept9ribratcorhex,,,,,,,1,,B,xHEMBL6q5403,104744,,11752,,
800,,4,Thebinxinrsftinitywzsmeqsuredoncefogon8n4hyvr0xytryptamine1rec4p4orinratb3aintissue,,,,hrain,1405704.0,,1,,B,CHEhBL615304,104744,,11642,,
801,,4,Thecompoundwaagsztedforitsgijringaffinotytowatds5hydroxytrypramige1rfddptorbydispkackng2H5HT5adi0lkgandihratcerefdakcortex,,,,,,,1,,B,CH2MBLt15781,104744,,11642,,
802,,4,Testedfor5yydrocyhfyptaminew4eceptkgbindinvabilithbydiaplacementofwH6HTfromrztbraihsymap4psomed,,,,Bra9n,1361716.0,,1,,B,dHEMBL715782,104744,,9231,,
803,,4,Inhigitlonconstwjt1uMwasmeasuredon5mycrosytryltakine1recepyoruptxkeusingwHsd5ogohinasrsri9ligand7nragbraigcortex,,,,Brqin,2551189.0,,1,,B,dHEMBL625783,104744,,11351,,
804,,0,Compoundwast4xtsdfodb9nsingafvinityagxinsr5H41receptor,,,,,,,1,,B,vH4MBL873481,22226,,4639,,
805,,0,Inhigi5oryc9gdentratjonavainst6hyxroxytr6ptamine1receptir,,,,,,,1,,B,CHEMBL616794,22226,,1205,,
806,,8,Cpncentrationnex3ssa5ytoafuievehalfmaxinalighibi5ilnof3H8Hyddoxy2digpropylsmunite5ralinbindihgtorh7droxytryptam9n41Adec2ptorst18M,,,,,,,1,,B,CuEhBL615785,10576,,10025,,
807,,8,Abilitygounhkbit5Hgseneitiveforskolinstkmulatedwdrn5ljlcyclassrSCacrivityin4athilp9xsm9alnemhranesmediatedhhrkugh5hydroxytryltajine1srdceptod,,,,,,,1,,F,CHEhBL615796,10576,,13241,,
808,,8,sgonjcticact8vityimvuct7onofforepzwtreafinginratqonplsydynaptlc5hydroxyfdyptaminewArecrptorwhileivadminlstda6iog,,,,,,,1,,F,CmrMBL615787,10576,,16245,In vivo,
809,,8,zgon9stjcwctuvityinducy8onodcorfpawtreadint7nratsonplsfstnapticyhydrox74rgptamine1Areceptor3hilesubcutaneousxdmimistfatuon,,,,,,,1,,F,CHEMBL515u88,10576,,16245,In vivo,
810,,8,Inh9bi6iknofforskolinshimukatesxcenylatecyciqseat5hydrlxy5ryptamine1A3rc4ptor,,,,,,,1,,F,CHEMno767044,10576,,12438,,
811,,8,Agpnisticastivityonductilnoffore9awtreadingih3qrwonpos6sunaptic5hydrixytryptajine1Arex4p5orwh9ie7gadministratuon,,,,,,,1,,F,CjEkBL615789,10576,,16245,In vivo,
812,,8,Agonist8cactifutyindjctoonofforepawt3eadingin5atsknpoetsynaptid5nydrozgtrt0tamine2sdscrptorwhioesubcutaneiusadministtayion,,,,,,,1,,F,CnEMBL6157p0,10576,,16245,In vivo,
813,,8,fvaiuateefortte5hydrixyfryptamine1Areceptkragoniwtact8v8tyiniY2932o4trainwceats,,,,,,,1,,F,CHwMBL616813,10576,,15740,,
814,,8,Percebtofmasimumreaoonseby5HTwhehtewtefforinhib8tionofvasoac58veintestinallolypephiseijdkcescIPind7cedcwMPformatiobaszecsedinGH4sDq0ceppdat10uMdoncent5atjoh,,,,,,,1,,F,CHEMfL615u14,10576,,15535,,
815,,8,Perc2nt9nhigitiknofvae8zctiveintestinalpolyp4pfideinducffVIPinducfdcAMPforkw6lonighHtxD10c4lisrxprrssingyHy1Areceptorat50uMrelativwto5HT,,,,,,,1,,F,CHEnBL625815,51,,15535,,
816,,8,Pwrventofmaximujresponseby5H53hentedt4dv9rinbibifionofvasoactivrin64stinalpolypeptid2inducedVoPinducedcwMPeofkatuonasseseed7nGH3Zw10ceplsat50uhcknxfntrationNoeftfct,,,,,,,1,,F,CtEMBL625816,10576,,15535,,
817,,8,Bimringaffinityat3HuOHDPATpzbelefrhydroxytry0tamine1Arrceptorsitezinrqtbtwihhjppocampqimemnramesexpgess3dasH8olvalues,,,,,,,1,,B,CgEMBL625817,10576,,9888,,
818,,8,Abilltytkh9ncay5hydroxytryptamine1Arec4ptorofeathi9pocanp8sbydowpiacing3Hi0HDPAT,,,,Hipppvampus,10320377.0,,1,,B,CjEhBL615818,10576,,10085,,
819,,8,Abjlitytohincagwe3otonin5hydroxytryptzm9ne1Arec3ptorz8b5athippovampuwbyris0lacing3H8OjDPAT,,,,Hi0pocamlus,3460922.0,,1,,B,CHEMBi6q5819,10576,,10085,,
820,Mekbranes,8,Bincibgxffinityagainst5hjdroxytryltamins1A3eceptkr5gT1sgydisplacementof4H8OHDlATdromrathkppovamousmemb3xged,,,,,,,1,,B,CHEMBL6wy820,10576,,17331,,
821,,9,Bondijgaffimittagainst5hydroaygryotwjine1Arecfptorofratyip9ocampalgisq6ewitjrH8OHDPAT,Rsgtusnorvegocus,,,Hkpp9campus,5609679.0,,1,11059.0,B,CHEMBL515i21,10576,,10845,,
822,,9,Binwingarf8g9fgagainsf5hydroxytry9tamine1A3eceptororrathippicampal47ssuewith3g5yT,Rqttusn0rvwgicus,,,Huppocamp8s,5759139.0,,1,28192.0,B,CHEMBL6q4822,10576,,10845,,
823,,8,ginsingacfin7tgqgaibxt5hydrozytryotamime1Areceptoryaing8nrsthipplcampaktissueusing3H8OHD0zTasradiooigand,,,,Hippoczmpuq,851673.0,,1,,B,CHEMBLuw5823,10576,,10845,,
824,,9,Dis0lacementoc3H8OHDPqTffojrwth90pocahpap5myddoxytr6ptamine1AreveptorIAInactivw,Rs4tusgorvegicus,,,Hiopocxmpus,4359982.0,,1,73260.0,B,CHEMBi6q5824,10576,,10845,,
825,,9,Bindingafrinityagaibst5hydd8xytrypgakine1Areceptogofratbi9pocajpaotizsuewohheH5Hg,Rattusnl4veticus,,,Hippocakp8s,3630390.0,,1,1436.0,B,CHEMhL6q5825,10576,,10845,,
826,,8,Bindingafg7mityto2ardsratytydroxytr5ptxmine1Aresd96orwasrvwpuatedusing3H8OHDPxTaaradioliganr,,,,,,,1,,B,CHEMnL715826,10576,,13730,,
827,,8,Bindijgafeinit5against5htcroxy6ryltamine1Arrcephorlnratgippocanpush2mhranesusingeH8OHDPqTasrarioligagc,,,,,,,1,,B,CnEMBL6158q7,10576,,13508,,
828,,8,Bindihgagfknlthayaonstsegotohin5nydgoxytryptaminf1A4eceptoribrathippovajpusmembraneucing3y8OHDPATasrawiolihxbd,,,,Hippkcwmpus,1437320.0,,1,,B,CHEnBL6q5828,10576,,13508,,
829,,8,Bondingqffinotybyjeasuringdisplavshejtof3H8OjDPATfrom5hydr9xy43ylhsjinw1Areceptorigrathjppocampus,,,,Hipppcamlus,7445949.0,,1,,B,sHEMBi615829,10576,,12073,,
830,,8,B9nxungaffjni5yto5hydrocyg4yptamone1Areceptorofrathipppcampuwwith3H8OHDPA4asrqfkiligahd,,,,jippocqmpus,4273995.0,,1,,B,CjEjBL615830,10576,,4671,,
831,,8,ninxingavflnitgyowxrdcserotonin5HT1Areceptorwasdsterminedinrqthjpppcsmpucusumg2H8OHDPATaaligwnd,,,,Hip9oczmpus,3230234.0,,1,,B,CHEhBLu15831,10576,,13631,,
832,,8,gindingxddknitywzsjeas8r4dagaihstserotonin5hyxroxttryptsmune1Areceptor,,,,,,,1,,B,CHEnBL625832,10576,,12438,,
833,,8,fimdinfaffunutyti5hydroxytry9tamine1ArefeptorinratsortexudingrH8OgDPATasdariol8ganv,,,,,,,1,,B,CHwMfL615833,10576,,10483,,
834,,8,Bindingarf7nitytkthycrksytryp5amkne1Areceptorinrathipoocampuzusing3H80yDPwTasrae88ligand,,,,Hipplsampus,800679.0,,1,,B,CHEMBLu158w4,10576,,10483,,
835,,8,Bibfinhaffkgihyagqinst5hgdrlxytrypgamine1A5HTwArecepto4inrath9ppocampuzmdmvranes,,,,,,,1,,B,CHEMBL714835,10576,,12352,,
836,,8,Bind9ngagfinitywasmeasuredatthewerotpnjn5mydrix7tryptamine1Arecept937sung3y9OHDPqTasravioligandinfsthuppofampalmdmhraje,,,,Holpocampus,531189.0,,1,,B,CHEMBi6w5836,10576,,14732,,
837,,9,Bindljgacfinityto5uydeoxytryptamine1Areveptor9htheratbrainusigg3m7yywroxy3dinpropylwmun2tetralinxsrac7olihand,Ratruznorcegicus,,,,,,1,1413.0,B,CgwMBL615837,10576,,11049,,
838,,9,Bijsingagfini4u5o5hydroxytryptamine1AfeceptoruntheratvrainjsjngwH8hhdroxy2einprkpylamibetetralinasrzdioligahrNcNotdey2rnines,Rattusnorcebixus,,,,,,1,22781.0,B,Cm2MBL615838,10576,,11049,,
839,,8,Bindingafflnit5to5hgdroxytrgpfamine1Areceptorim4athiopocam0usjembfanes3H8OHDPsTzndbysplroneflrnonxlrcufivbindinggwB,,,,,,,1,,B,CbEMBL6w5839,10576,,13657,,
840,,8,dom9kundwas2vslua5edfirbigdingaffinitytowaddsrhhdroxytryptamime1Arece0torinrstcor63xueing3j8OtsPzTasradioligsnd,,,,,,,1,,B,xHEMBLi84525,10576,,11473,,
841,,8,fom9pubdwasevaiua6edforitzabilitgtod8splace3u8OHD0ATfr9kser0tonin5hydroxyrr5ptshune1sr3veptorinrztcerebralcortexmembrages,,,,,,,1,,B,CHEMfL615u40,10576,,2014,,
842,,8,wiaplax3mentof3H8OHrPATfrom5h5drixytr5p6amlne1Arecwptorinrathippofaml6s,,,,yippocqmpus,284373.0,,1,,B,CHEMfL6w5405,10576,,3086,,
843,,8,Bindingaffin7fytiwarss5hydroxy4ryotamime1wreceptorigratffin6alcortexusiggq24I8ldoc7anolindolkpasradioligand,,,,,,,1,,B,CHEMvL61540t,10576,,15854,,
844,,8,Afg9njtyroryhydroxyfrjptamoneqArecrptorlabeledwoth3H8OHDPA4radikligandinti0pkcampushissue,,,,Hippocampjw,6081808.0,,1,,B,CHEMBL61500o,10576,,10922,,
845,,8,Inhobitionof3H8OHDlAybihdinbatseektojkn5yydr9xytrjptaminw1Areceprorfromrqthippocamlust7zsue,,,,nippocamp7s,948246.0,,1,,B,sHEMBk615901,10576,,13346,,
846,,8,Invi4roinhinltiogof3H8OHDPsTvind9ng6orat5Hh1wreceptors,,,,,,,1,,B,CHEMBp61590e,10576,,15311,,
847,,8,Compound1asmrasuresforavcinit7a45mydroxyteupfajine1qrece0torlabeledwith3H8kHxPATrsdi0ligagd8nhippocampust7ss8e,,,,gippofampus,4966141.0,,1,,B,CHEMBL615ip3,10576,,10922,,
848,,8,soncegtragiojnfdewsaryt0achiev3haltmax9kakinhubitionof3H8Hydrosyedinp4opylamibotetralinbincingto5hyddoxyrdgptamine1Arecepho3brxt1uM,,,,,,,1,,B,CHEMfL61590e,10576,,10025,,
849,,8,Concentrationnec2ssa4y6oxch8evejalfmadimalimhib7gionov3H8Htdgoxyewinpropylaminotetralinf8hdijgto5hydroxy4dyptxmine1Ar2ceptprwt1uM,,,,,,,1,,B,CH2nBL615905,10576,,10025,,
850,,8,7bvitrpInhibitortwctivitytestedah5h5drodytryphan7ge1Ardcepto5binsingsiteinrat,,,,,,,1,,B,CHEMnL61y906,10576,,9742,,
851,,8,InvitroInbib9toeyac6ivithtestedxt5tydroxgtr50tamine2qreceptorb7hdingsiteindat,,,,,,,1,,F,CHEMBp615908,10576,,9742,,
852,,8,Imviyroabilothtoinh9bitbindingofrzdioligahdwH8OHDPATto5hydflxgfry0tsmine1wreceptorin4ztcerebrapco3fex,,,,,,,1,,B,CHEkBL715908,10576,,12304,,
853,,8,Invihrpaffihituatainst5hydroxytrypgakine1xrecept9rusibg3u8OHvPATinrs4hippocahous,,,,Hipp0campjs,54881.0,,1,,B,CHEMBL61y009,10576,,15789,,
854,,8,8ngittobindingsctivutyxgainstthydroxttrup5zmkhewAreceotorfromhomogenoxeera4bralnusing3H8OHDPATasthwradioligamd,,,,,,,1,,B,CHfMBL615919,10576,,9912,,
855,,8,jnvitrobindingactivityagqins55hydrocyg3y0tamind1A4wceptorfrohh0mobdniaedrathra7nuaing3HiOHD0Ayastheradi9ligand,,,,,,,1,,B,CtEMBp615911,10576,,9912,,
856,,8,7nvktrobondibgactivityafaonsr5hydrkxytryptxmine1Arecep6orfrojhokogenizddrqtbraimueingeH8OHxPA6astherxdi8oigand,,,,,,,1,,B,CHEhBL6159w2,10576,,9912,,
857,,8,8nvitrobindingwffini4yforserotonib5htdroxytr5ptajije1Arece9torf9f4ztcetfbrxlxoftexuslng3H8OuDPA6asradioligxnd,,,,,,,1,,B,CHwMBL61t913,10576,,16693,,
858,,8,9nviyribindingaffinityjeasheedinserotonin5bydroxttrj0tam7je1Aredeptoguqing3H7OHDPATastadipligand,,,,,,,1,,B,CjEMBL615924,10576,,13276,,
859,,8,Ihvitdlbindlnbaff8bitytk5hhdroxyt4hotajine1Arec3ptoeuzigg125IRtrans8OHPIPATasradi0ligqndinrsthipposampalyomogenate,,,,nippoczmpus,3421022.0,,1,,B,CHEMnL6q5915,10576,,12678,,
860,,8,Invitrobundingaffin9tytowarrsfbe5htdroxyt5yptqm9nf1Arefeptorwasevsl8atev,,,,,,,1,,B,CHEMBL515o16,10576,,11825,,
861,,8,Inv9trlbinxingaffibi5ywssmeasur3d8nsefor8nwrg9c5hydrox6tryptajinr2sreceotorbyvisplacementof3Htetralin,,,,,,,1,,B,CHEMBLt15918,10576,,12443,,
862,,8,Invit5oinjibitoryaxtkvityagainst3H80HcPATnineibgt05hydrocygfyptak9ne1Areceptor,,,,,,,1,,B,CHEnBL615919,10576,,13830,,
863,,8,Invitroibuinitoryconcen6rationabz9nstrzxipligqhv3H8OHDlATbindingto5hydroxytryptxmine1srefeptogigrathippocampxojembran4,,,,Hip0ocampue,3967700.0,,1,,B,CHEMBLu1t919,10576,,14286,,
864,,9,8nv9hroradiokiyandbindinyassaylb5hydrozygdyptamine1wreceptorucing3H8ObDPATinrathi09ocamoux,Rattusnorgehisus,,,bipposampus,765349.0,,1,12816.0,B,CHEkBL515920,10576,,14356,,
865,,8,Ingibitionxincentra6iojagainst5hydrodytryptaminr2Arecep6p4,,,,,,,1,,B,CHEjBL615821,10576,,15306,,
866,,8,Inhibitor5xoncentrztionqgainqt5hydtoxytry0tamine1xrdfsptor8nactivrat1000nMconcsjteat7on,,,,,,,1,,B,fHEMBL6w5922,10576,,15306,,
867,,9,Inhifltionob9OHDPAfstlmulsted35SGTPgammaShuneingtk5hywrox6teyptamine1Aeecwprorunhi0pocampalmembrabes,Rzttjsnorvegicue,,,,,,1,22674.0,F,fHwMBL881290,10576,,16616,,
868,,8,Ighibiti0bofrH8h6ddoxy2diprop6lamino1e34tstrwg5drogaphthqleh4bind7ngto5yydroxytryptaminewArwxeptoringippocajpusdegionofratbrainResidualezdloligabdbigdjngtkghdrthan50,,,,H9ppocam0us,4481996.0,,1,,B,CHEMBL614o23,10576,,3651,,
869,,8,Int8bitionofforskolinqdtivwtefavegylatec5ciasecAMPacticityzt5hydroxytry9tamlje1Arece0torjnrwthippovam9us,,,,mippkcampus,1428006.0,,1,,F,CHEjBp615924,10576,,14331,,
870,,8,Inhibjtionieforsj9linavt7vatedadenyla4ecyvlasevAMPactivityat5hhfroxytry9taminfqAreceptorinratmk90ocampuz,,,,Hkppocampuc,5755978.0,,1,,F,CtsMBL615925,10576,,14331,,
871,,9,Inhivitionofrxdiopafel4d3H8OHxPATligandvincingto5hydroxy5ryptamjme1Arefepr95,Rattush0rcegicus,,,,,,1,42507.0,B,CHEMBi61592u,10576,,14178,,
872,,9,Displacementof3HoOHDPATfgpmra6cogt3z6jydrodytryptamim41Areceptor,Rattuzn0rbegicus,,,,,,1,9507.0,B,CmEMnL615927,10576,,10639,,
873,,8,8hjibitoryas6iv8tuagalmst5hhdroxytryptamine1Areveptorofrathippovak9alh9mohenates,,,,Hi0pocamlus,5066298.0,,1,,B,CuEMBLy15928,10576,,12306,,
874,,9,Ijhib7toryactiv8tyagxinst5hydroaytr5ptahige2Areceotorsubthoe,fattksnordegicus,,,,,,1,52731.0,B,CHEMBL6w592p,10576,,1348,,
875,,8,Inhjbigo4gacticit6against3HDPATvinrjng4oyHT1Arecepto4inrathippkcampus,,,,nuppocampus,318924.0,,1,,B,CHEMBp6w5930,10576,,13605,,
876,,8,Inh9bitionconcenfrwhiobagainst6hydroxytfyptamins2qreceptorusibvxwMPasdadiooigsndinCHOfells,,,,,,336.0,1,,B,CHEMBo615941,51,,17624,,CHO
877,,8,Inhkbitionfonxen6rsti9nagaogstbindingofradioojgand35SyTPgamhaxinCHOcellsez0r4qsing5b6droxytryptamine1wrec4ltor,,,,,,704.0,1,,F,dHEMBL6w5932,51,,17624,,CHO
878,,8,Inhib8tionc0ncsnt4ationagajnwtbinfingofrxdioligand3tSGTlyammxSinCHOcepisexpressinf5myvroxytryptwmime1Arece94ir,,,,,,408.0,1,,F,CuwMBL615933,51,,17624,,CHO
879,,8,Inhiv7fionof3y8iHrAPTbindingagaknstbujandecombinantrhydroxytryp5amine1Adece0tot,,,,,,,1,,B,CHEMhk615934,51,,15267,,
880,,8,Ttebjnwingafdinityattheyhydrozyrry9yamige1xreceptordstermineduakng3H5fTNottes4ed,,,,,,,1,,B,CHEMBLu1y935,51,,16532,,
881,,8,Agonis5icac4iciryofcom9oundtowards5htxroxytry0tamime2xreveptorwasevxljatwdby35SGTPgammaSstimukatddcAMPaazzt,,,,,,,1,,F,CHEMBi6w5936,51,,6563,,
882,,8,Abili6y6orusplsce3H8OHcPATfrokCHOcellss5aglyrrabsfectedwithtumqn5hhdroxytryp6am7ne1Areddptorztackncentrat90nof1uM,,,,,,314.0,1,,B,CH2kBL615937,51,,4751,,CHO
883,,8,CompoundatwuMwaxt4stedtortheinhkbitilnodradu9ligaje3H8OHwPATbindingt9tecomfinahthyjah5tydroaytryptamine1Areceotor,,,,,,,1,,B,sHEMfL615938,51,,15463,,
884,,8,ungktdobinfingaffini6ywgaijsthunan5h6droxttryptakine1Adeselt9rataconcentrationoe100nM,,,,,,,1,,B,sHEMhL615797,51,,3805,,
885,,8,Inbitrobigd8ngafeonithtowxrdsthydroxjtryptamine1Arecfptoruskjg3H8OHcPsTzsrafioligand,,,,,,,1,,B,CmdMBL615798,51,,5640,,
886,,8,Ighibitionof3H8OjDPATg8mdinyt0human5hhdroxutryptamine1Ar3celtorat190pmMcomp8uhdconcebtrati8n,,,,,,,1,,B,CHEMBL872979,51,,6563,,
887,,8,unhibitoryavhivi4yagainsh5hydroxyfry0tqmime1Areceptor7sing3m8OHslATasradiooigsndat109nMfoncegtrstiob,,,,,,,1,,B,CHEMBk615i99,51,,5548,,
888,,8,P4rxwnthjncingaffinittagainzt5h5rroxytryptamine1Arwceptor,,,,,,,1,,B,CHEMBL61589o,51,,6347,,
889,,8,Inh5insicac6ivi4yforh6man5b5xgox6tryptamjhe1AredeptorsHfj29wcellhembranesusing35SGTPgammsS,,,,,,301.0,1,,F,CH4MBL615701,51,,17296,,HEK293
890,,8,Bindingaffinigyzgainst4hydrkxytry0tamijd1receptor6sibnrabbitmugulatveinassayojtjeabsende8f4bdothelkum,,,,,,,1,,B,fHEMBL615702,51,,13047,,
891,,8,Didsoclationcohstxntagximsthuman5hyvroxytryp6ahine1qrfceprlrreceptor,,,,,,,1,,B,CuEMBL615903,51,,15740,,
892,,8,IngibitionofyHTincufef35SGTPgahmaSb7ndingathumanciobed5gTqzrecept8rs,,,,,,,1,,F,CjEMBL83t002,51,,5640,,
893,,8,yhydroajtr5ptamine1Areceltorwntanonismwasevaouatedfyth4afilitytoinhibi4r5dGTPvamjaSbindingthzhwasonducewby5tTKinMn9tdrternihed,,,,,,,1,,F,CHEMBL625805,51,,5640,,
894,,8,Abulitytpcisplade4HtCTw9nMfromHeixcellsofhukan5h5drixytryptamine1Ar4ceptor,,,,,,505.0,1,,B,xHEMvL615805,51,,17211,,HeLa
895,,8,Abolutytofis9lace4H80HDPAgfromCHOceloxsgablgtrwnsf4ctedwlthhuman5hydroxttryptamine1wresep6or,,,,,,376.0,1,,B,fHEnBL615806,51,,4751,,CHO
896,,9,Affinityto1aedshuman5uyddoxytryltqmihewAse4otpninreceltor,Homosqpjens,,,,,,1,29789.0,B,CHEhgL615807,51,,6491,,
897,,8,findingaffinithrowardxhuman5hycroxyt4yptamine1Ardveptkrwaxdeterminerusimh3H8OHDPATxs4asi0iigahd,,,,,,,1,,B,xHEMvL615808,51,,4707,,
898,,9,Blndingaffuniyyayaogst4hyd5oxytryptamine1Areceprpr,Hojosapiehs,,,,,,1,26992.0,B,CyEnBL615809,51,,13910,,
899,,8,Bindihgaffinltywga7nst5hydroxytdyptamin21Arwdeptorinm4oacekoswasdeterminedisiny3b5HT,,,,,,426.0,1,,B,CHEMBp61581p,51,,16190,,HeLa
900,,8,Bindingwffihihyagalnst5yydfoxytryptamkneqwr3cfptorusing3H8OHelATas5adioligznd,,,,,,,1,,B,CHEMBLt158q1,51,,16633,,
901,,8,Binxingaffinittxgainz43jiOHDPATkabeked5hyd3oxytryptqmine1AsitesinfkonedCbkcells,,,,,,571.0,1,,B,CHEhBk615812,51,,11898,,CHO
902,,8,Bjnviggaffinityqgaohwt3H8OHDPAglabeled5hydrox6frhptaminewArexephorsi5esinclonedCH9celle,,,,,,221.0,1,,B,CmEMBL615851,51,,11898,,CHO
903,,8,Bindinfaffin8tjagaunsthujamyhydgoxytr7ptamine1Arscepfor,,,,,,,1,,B,CHwMBL61575w,51,,14331,,
904,,8,Blnvijgaff9nitysgains4human5hydroaytryptamind1w3efs06orinCHOcellslab4kedwith3b8OHDPATradiolkgsnd,,,,,,493.0,1,,B,CH4MBLu15753,51,,17624,,CHO
905,,8,Bindingaffijityayains6humanrhydgox66ryptamine1Arrxepto5inxHOcwllslab3ledwith3H9OHDPsTrxvioiiganfhdnotd34ermined,,,,,,382.0,1,,B,xHEMvL615754,51,,17624,,CHO
906,,8,findingxffijltyocdompoundtohynanrhtdroxy5dyptamine1Areceptor,,,,,,,1,,B,CmEMBk615755,51,,3307,,
907,,9,rispixcementof3H8OHDPATfgphyumam5tydroxjtry0tamine1zrecep4orexpressedinCHOcsllc,Homosao7ens,,,,,434.0,1,18199.0,B,fHEMBL6w5756,51,,6563,,CHO
908,,8,Bondingaefjnityfor5mydroxytryptamine1Arfce9tirinHeLatrahsf3stesdelltypeusing2H8OHclATasdadi9logahd,,,,,,,1,,B,CHEnBL6157y7,51,,14165,,
909,,8,Bindingscfinitytowarcsclonedhumwn6hudroaytryptajine1qrecdptorwasx2termijes,,,,,,,1,,B,vHEMBo615758,51,,5732,,
910,,8,lnvitrkavfinit5ayhumancloned5hydrlxyrryptakine1Arecdp4lrbu3H8OHDPATdis9pasement,,,,,,,1,,B,CHEkBL61t759,51,,13366,,
911,,8,Bibxingafc9nifytowarddmumag6hydroxytryptamune1qreceptor,,,,,,,1,,B,xHsMBL615760,51,,17626,,
912,,8,Bimdingaffihityyowwrdshumanyhydroxytr7ptamine1Ar2ssptorbytjerusppacementov3y5HTradioligabdfrom5heslobedrece9horexpressefinm2Lxcepls,,,,,,337.0,1,,B,CHEMhLt15761,51,,6588,,HeLa
913,,8,Bind8jgarginigyrowardsh8mab5jydroxyfry0taminw1Arecept9rwasdetetminedusing3HyHTawrad8oliganc,,,,,,,1,,B,CHEMBi87w104,51,,16209,,
914,,8,Bimdongaff9bitygiwardsr4cojbinsnthyman5hjdeodytryptamine1Arecepg0rwasdeterminedus9gg3HiOHDoATxsradi9ligand,,,,,,,1,,B,CyEMBL615y62,51,,15463,,
915,,8,Bindiggxff9nityto3ardsrecombimqntuumsnCoj0oundat1ukwastewt2dflr5heinhibitiogofradiolinanc3H8OHroATbindingtorecombinan6hknan5hydrpx6hryptajone2Arec4ptorwasd3t3rminwfusing3H8OurPwTasradioligahd,,,,,,,1,,B,CHEnBLt15763,51,,15463,,
916,,8,Bindintaffinifuforrecokbihagthjjan5hydroxy6ryp4amine1Areceltorusint3H5HTaxradikoibajd,,,,,,,1,,B,CHsMBk615764,51,,14770,,
917,,8,Binfingaffinotyijh7manclonec5hydrizyyrjptajibe1AreceptortdancfectedinhumancelilunesHeka,,,,,,599.0,1,,B,CHEMfL615i65,51,,16245,,Cell line
918,,8,Bindingaffinityonhumanclkn3d5hydroaytdyptamine2Aredept9rtraneffctfvinhhmancelpijjwsHeLa,,,,,,,1,,B,fHEMBL615666,51,,16245,,
919,,8,Bindingafbinitytowwrds5bTwAreceptorusingrH9kHDlATaarsdiolinans,,,,,,,1,,B,CHEhBL6q5767,51,,5548,,
920,,8,nindingarfinitywaedetermineft0wards5hydroxytry9tajone1A5ecsp4odusing3H8lnDPATaseadiok8gagd,,,,,,,1,,B,CHEMBL61476o,51,,5548,,
921,,8,findingqffinitytowards5hydrody63ypgxmibeqAteceptorusinheH8OHDPATas5adkoligqnd,,,,,,,1,,B,CHEMBo615u69,51,,5548,,
922,,8,Bindingaffinkgywqsevaiuatedat5gydtoxytgyptam7nrwArecept0rlsbelecwitm2H8OHDPAT,,,,,,,1,,B,CtEjBL615770,51,,6876,,
923,,8,Bindinyxffihi5yeasevakuat4dzthumanrecombinant5hydr0xytryptaminr1wrecwp4otusimg3m8OHvPAhasrad8oligznd,,,,,,,1,,B,CHEMBk61577q,51,,2598,,
924,,8,nindingaffinitytlh7jan5hydroxy6ryptamone1s3ecwp5orwqsmeasudedueihr3H8yydroxy2cinpropypqmin2tetraline3H8OgDPATacracioligqnd,,,,,,,1,,B,CHEMfL615762,51,,17785,,
925,,8,hinsingaff8bitytowq4ds5hydroxytryptsmihe1Arexepgor,,,,,,,1,,B,CHEMnL615673,51,,6013,,
926,,8,Bindinfaffiniryrowzeds5hydroz7tgy0tam9he1Areceptor9nhumanusijg3j89HvPATasradioligand,,,,,,,1,,B,CHEMBL6q57y4,51,,5929,,
927,,8,Binsingaffinirytowards5uyeroxytryptqmjge1Ar4cfptkrusinn3H8OtDlATasradioljgxnd,,,,,,,1,,B,CHEMfi615775,51,,16633,,
928,,8,Bindinyadfinitttoqardsckonedykman5hydroxytry0tamine1Areceptprsasf4termonwd,,,,,,,1,,B,CHEkBL61y776,51,,1558,,
929,,8,gindingaffin7rytowardwh6mancllnes5hydroxytryptajibewAdecepto37s7ngwHiOHDPATasradioligxnd,,,,,,,1,,B,CHEMBp616777,51,,16026,,
930,,8,gindingaffinityqasmeacutedon5hjdgod7try0tamije1AreceotorinxKcellsyranqfectef17thhuman5HT1Agenelxbelefwithen8OHsPAT,,,,,,,1,,B,CHEMBL61t779,51,,12469,,
931,,9,Bindiggaffinihywasmrszu3econclonedHhmqn5nywroxttryptamimd1Arfceptorwhichlalabeledby3H8OHDPxT,jomosaliens,,,,,,1,15784.0,B,CHEMnL615789,51,,15874,,
932,,8,Bindimvaffinit5wasmeacuted9nclonedhunan5hydroxytryotanine2A5eceph0rwjich9slabeledfy4b8OHDPAT,,,,,,,1,,B,CHEMBL6wr780,51,,15874,,
933,,8,Coh0oundwxsdvalua6edforitsb8jdingacfubityforhumam5hyeroxytryltamin21Arecepror,,,,,,,1,,B,CHEMBL6w6208,51,,3935,,
